"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount"
"44","2020-02-08 10:39:15-03","NBC","NL-BOTANY","U.1775855","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas PJM","Alice Corrêa M; et al.",NA,"1996","05","23","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1775855 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1775855","NL-U1775855",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0142563",NA,NA,NA,NA,NA
"45","2020-02-08 10:39:15-03","NBC","NL-BOTANY","U.1775856","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Hatschbach GG",NA,"1975","08","01","Southern America","Brazil",NA,NA,"Serra de Araçatuba (mun. Guaratuba) Parana.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1775856 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1775856","NL-U1775856",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"46","2020-02-08 10:39:15-03","NBC","NL-BOTANY","U.1775857","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas PJM","Souza VC; et al.",NA,"1995","09","03","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1775857 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1775857","NL-U1775857",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0142539",NA,NA,NA,NA,NA
"47","2020-02-08 10:39:15-03","NBC","NL-BOTANY","U.1775858","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas PJM","Souza VC; et al.",NA,"1995","09","03","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1775858 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1775858","NL-U1775858",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0142538",NA,NA,NA,NA,NA
"48","2020-02-08 10:39:15-03","NBC","NL-BOTANY","U.1775860","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas PJM","Lombardi JA",NA,NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1775860 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1775860","NL-U1775860",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0029009",NA,NA,NA,NA,NA
"49","2020-02-08 10:39:15-03","NBC","NL-BOTANY","U.1775861","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas PJM","Andrade-Lima D de",NA,NA,NA,NA,"Southern America","Brazil","Pernambuco",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1775861 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1775861","NL-U1775861",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0028398",NA,NA,NA,NA,NA
"50","2020-02-08 10:39:15-03","NBC","NL-BOTANY","U.1775862","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas PJM","Maia Filho MA",NA,NA,NA,NA,"Southern America","Brazil","Pernambuco",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1775862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1775862","NL-U1775862",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0028397",NA,NA,NA,NA,NA
"51","2020-02-08 10:39:15-03","NBC","NL-BOTANY","U.1775863","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Maas PJM; Araújo D; Carauta JPP",NA,"1977","10","18","Southern America","Brazil",NA,NA,"Edo. Rio de Janeiro, km 3 of road from Mury to Lumiar, Serra de Sao Bernardo secondary roadside vegetation.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1775863 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1775863","NL-U1775863",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"52","2020-02-08 10:39:15-03","NBC","NL-BOTANY","U.1775864","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Maas PJM; Araújo D; Carauta JPP",NA,"1977","10","18","Southern America","Brazil",NA,NA,"Edo. Rio de Janeiro, km 3 of road from Mury to Lumiar, Serra de Sao Bernardo secondary roadside vegetation.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1775864 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1775864","NL-U1775864",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"53","2020-02-08 10:39:15-03","NBC","NL-BOTANY","U.1775865","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Maas PJM; Martinelli G",NA,"1977","10","23","Southern America","Brazil",NA,NA,"Edo. Rio de Janeiro, Gavea, secondary forest.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1775865 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1775865","NL-U1775865",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"54","2020-02-08 10:39:15-03","NBC","NL-BOTANY","U.1775866","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Maas PJM; Martinelli G",NA,"1977","10","23","Southern America","Brazil",NA,NA,"Edo. Rio de Janeiro, Gavea, secondary forest.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1775866 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1775866","NL-U1775866",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"55","2020-02-08 10:39:15-03","NBC","NL-BOTANY","U.1775867","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Lira CMS; et al.",NA,"1980","07","03","Southern America","Brazil",NA,NA,"Rj, rio de Janeiro, Jacarepagua, Morro do Pau da Fome.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1775867 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1775867","NL-U1775867",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"56","2020-02-08 10:39:15-03","NBC","NL-BOTANY","U.1775868","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Hatschbach GG; Hatschbach M; Nicolack V",NA,"1989","09","20","Southern America","Brazil",NA,NA,"Victor Hugo, arredores, Espirito Santo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1775868 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1775868","NL-U1775868",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"57","2020-02-08 10:39:15-03","NBC","NL-BOTANY","WAG.1867977","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Kummrow R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Pinheirinho (mun. Antonina), Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1867977 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1867977","NL-WAG1867977",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"58","2020-02-08 10:39:15-03","NBC","NL-BOTANY","WAG.1867978","PreservedSpecimen","Plantae",NA,"Zingiberales","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Kummrow R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Pinheirinho (mun. Antonina), Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1867978 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1867978","NL-WAG1867978",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:21:01-03","ESALQ","ESA","85120","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Souza, V.C.","Medeiros, D.A.; Silva, D.G.R.; Damasceno, A.C.F; França, E.J.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.R.A.","57.0","2003","04","17",NA,"Brasil","São Paulo","Ribeirão Grande","Trilha da Bocaina em direção à gruta da Mãozinha e gruta do Minotauro. Vegetação secundária de Floresta Ombrófila Densa Montana com intensa exploração (área total),porém com trechos mais preservados sobre rochas cársticas (calcáreas).","-48.3600006103516","-24.0900001525879",NA,"Erva de 1,9 m, flores com pétalas vermelhas e estaminódios amarelos","ESA085120",NA,"820","820","2003","04","17","-48,416,667","-24,266,667",NA,NA,"25028","auto",NA,NA,NA
"60","2020-11-04 11:21:01-03","ESALQ","ESA","52117","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Lima, R.A.F.","578.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,"em borda de clareira grande com bambu","ESA052117",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"61","2021-01-14 15:34:00-03","MN","R","47442","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P.J.M.","Mello Filho, L.E.","387","1945","09","26",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"R010065474,R010065475,R010065476","R010065474 R010065475 R010065476",NA,NA,"1974","11","29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-01-14 15:34:00-03","MN","R","9","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P.J.M.","Ule, E.H.G.","4180","1897","07",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"R010065477,R010065478,R010065479","R010065477 R010065478 R010065479",NA,NA,"1974","11","29",NA,NA,NA,NA,"57442","auto",NA,NA,NA
"63","2021-01-14 15:34:00-03","MN","R","38723","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P.J.M.","Mello Filho, L.E.","20","1942","08","12",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"R010065468,R010065469","R010065468 R010065469",NA,NA,"1974","11","29",NA,NA,NA,NA,"38539","auto",NA,NA,NA
"64","2021-01-14 15:34:00-03","MN","R","50964","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P.J.M.","Müller, F.","130",NA,NA,NA,NA,"Brasil","Santa Catarina","Itajaí",NA,"-48.6618995666504","-26.9078006744385",NA,NA,"R010042384","R010042384",NA,NA,"1974","11",NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA
"65","2021-01-14 15:34:00-03","MN","R","46196","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P.J.M.","Vidal, J.",NA,"1931","08",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,NA,"R010065488","R010065488",NA,NA,"1974","11","29",NA,NA,NA,NA,"57442","auto",NA,NA,NA
"66","2021-01-14 15:34:00-03","MN","R","108849","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas,P.J.M.","Trinta, E.F.","40","1959","06","21",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Pedra Bonita","-43.2075004577637","-22.9027996063232",NA,NA,"R010065482,R010065483","R010065482 R010065483",NA,NA,"1974","11","29",NA,NA,NA,NA,"57442","auto",NA,NA,NA
"67","2021-01-14 15:34:00-03","MN","R","122557","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Braga, J.M.A.","Lutz, A.","838","1915","10",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"R010065481","R010065481",NA,NA,"1994","02",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA
"68","2021-01-14 15:34:00-03","MN","R","122558","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Braga, J.M.A.","Lutz, A.","784","1915","07","11",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"R010065485","R010065485",NA,NA,"1994","02",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA
"69","2021-01-14 15:34:00-03","MN","R","127846","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, P.J.M.","Segadas-Vianna, F.","578","1944","07","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"R010065470,R010065471","R010065470 R010065471",NA,NA,"1974","11","29",NA,NA,NA,NA,"57442","auto",NA,NA,NA
"70","2015-07-02 14:55:49-03","JBP","HPL","2782","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep","R. Tsuji","R. Tsuji, L.C. Bernacci & E. Franco","980","2004","11","26",NA,"Brasil","GO","Bom Jardim de Goiás","À 73 km de Barra do Garça - MT. Em beira de estrada , em cerrado com transição para floresta paludosa.","-51.917778","-16.363028",NA,NA,NA,NA,"398","398","2004","11","26","51° 55' 4,0 W","16° 21' 46,9 S",NA,NA,NA,NA,NA,NA,NA
"71","2015-07-02 14:55:49-03","JBP","HPL","10623","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","R. Tsuji","S. Vieira, R. Tsuji. H. Lorenzi et al.","228","2006","07","04",NA,"Brasil","SP","Salesópolis","Estrada da Petrobrás para São Sebastião, coletada logo após a subestação da petrobrás.","-45.84","-23.53",NA,NA,NA,NA,NA,NA,"2008","11","10",NA,NA,NA,NA,"18032","auto",NA,NA,NA
"72","2020-12-20 21:19:44-03","UFV","VIC","19512","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep","Araújo, R.S.","Araújo, R.S.; Coser, T.S.","s.n.","2007","03","13",NA,"Brasil","Minas Gerais","Mariana","Serra do Itacolomi","-43.4160995483398","-20.377799987793",NA,"Arbusto cerca de 1m de altura, frutos vermelhos vistosos, crescendo em solo úmido no sub-bosque.","VIC019512","VIC019512",NA,NA,"2007","05","28",NA,NA,NA,NA,"33524","auto",NA,NA,NA
"73","2019-11-21 14:49:03-03","UFJF","CESJ","70208","PreservedSpecimen","Plantae","Angiosperma",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","L. Menini Neto","C.P. Gama","s.n.","2017","02","11","América do Sul","Brasil","Minas Gerais","Juiz de Fora","bairro Granjas Triunfo","-43.3502998352051","-21.7642002105713",NA,NA,"CESJ070208",NA,NA,NA,"2017","03",NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA
"74","2019-11-21 14:49:03-03","UFJF","CESJ","50939","PreservedSpecimen","Plantae","Angiosperma",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","O.S. Ribas","O.S. Ribas; C.V.G.Lopes","7835","2007","05","15","América do Sul","Brasil","Paraná","Doutor Ulysses","Mata da Porda","-49.4197006225586","-24.5680999755859",NA,"Herbácea, 3m, flor alva, fruto imaturo vermelho. Floresta Ombrófila Densa. Utilizada como medicinal.","CESJ050939",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,"32237","auto",NA,NA,NA
"75","2019-08-20 10:01:57-03","UNICAMP","UEC","15269","S","Plantae","Liliopsida",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Hatschbach, G","Kummrow, R","1145","1976","10","06",NA,"Brazil","Paraná","Antonina","Pinheirinho., Mata.","-48","-25",NA,"Inflorescencia vermelha. Flor amarela, frutos vermelhos, bractea avermelhada.","UEC000459","UEC000459",NA,NA,"1977","02",NA,"-48","-25",NA,NA,NA,NA,NA,NA,NA
"76","2019-08-20 10:01:57-03","UNICAMP","UEC","44019","S","Plantae","Liliopsida",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, H; P.J.M.","Ratter, JA; Shepherd, GJ; Tamashiro, JY; Argent, GCG","R.4985","1983","11","24",NA,"Brazil","São Paulo","Sete Barras","Reserva de Carlos Botelho, In Atlantic rain forest.","-48","-24.416667",NA,"Tall herb forming clumps of shoots to 3 m tall. Fruits borne on short inflorescence shoots.","UEC000461","UEC000461",NA,NA,"1992",NA,NA,"-48","-24.416667",NA,NA,NA,NA,NA,NA,NA
"77","2019-08-20 10:01:57-03","UNICAMP","UEC","29469","S","Plantae","Liliopsida",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, H; P.J.M.","Martins, FR; Filho, AC; Dias, AC","12376","1980","07","11",NA,"Brazil","São Paulo","Cunha","Res. Est. Cunha, Em local úmido aberto.","-44.9599990844727","-23.0699996948242",NA,"Erva 2 m, infl. rósea. Em local úmido aberto.","UEC000462","UEC000462",NA,NA,"1992",NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA
"78","2019-08-20 10:01:57-03","UNICAMP","UEC","36829","S","Plantae","Liliopsida",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, H; P.J.M.","Davis, PH; Shepherd, GJ; Sakane, M; et al.","D.60576","1976","09","06",NA,"Brazil","São Paulo","São Paulo","8 km to Iguape, From the junction with the junction with the São Paulo-Registro road. Rain forest.","-46.6300010681152","-23.5400009155273",NA,"Caly pink. Corolla white.","UEC000460","UEC000460","250","250","1992",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"79","2020-02-10 17:49:12-03","UNICAMP","UEC","36827","S","Plantae","Liliopsida",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, H; P.J.M.","Davis, PH; Shepherd, GJ; Makino, H; Silvestre, MSF; Jung, SL","D.59947","1976","08","22",NA,"Brazil","São Paulo","Ubatuba","Serra do Mar, Rain forest.","-45.0699996948242","-23.4300003051758",NA,"Calyx pink; corolla white. Plant smelling of ginger. Leafy stem distichous, much longer than up to 1 ft. scape.","UEC000458","UEC000458","700","700","1992",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"80","2020-02-10 17:49:12-03","UNICAMP","UEC","36828","S","Plantae","Liliopsida",NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Maas, H; P.J.M.","Davis, PH; Shepherd, GJ; Makino, H; Silvestre, MSF; Jung, SL","D.59829(P)","1976","08","21",NA,"Brazil","São Paulo","Ubatuba","Serra do Mar, Steep Rain forest.","-45.0699996948242","-23.4300003051758",NA,"Infl. on 9 in scape. Calyx pink; petals white. Unicate.","UEC000457","UEC000457","100","200","1992",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"81","2020-04-22 16:26:59-03","UFPB","JPB","59847","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Nusbaumer, L; Célérier, ML; Spichiger, R","4343","2014","11","17","Southern America","Brasil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada, localité de Quebrangulo","-36.419497","-9.235887",NA,"; HABITAT: Forêt ombrophile submontagnarde de plateau; DESC: herbacée, 0.6 m. inflo. rosecarmin, boutons floraux blancs. récolte photographiée in situ.","JPB0059847",NA,"850","850",NA,NA,NA,"-36.419497","-9.235887",NA,NA,NA,NA,NA,NA,NA
"82","2020-10-14 10:07:09-03","FURB","FURB","39574","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Funez, L.A.","Funez, L.A.","1230","2012","11","20",NA,"Brasil","Santa Catarina","Blumenau","Parque Ecológico Spitzkopf.","-49.1113889","-27.0141667",NA,NA,"FURB04009","FURB04009_1 FURB04009_2","290","290","2012","11",NA,"-49.1113889","-27.0141667",NA,NA,NA,NA,NA,NA,NA
"83","2020-10-14 10:07:09-03","FURB","FURB","59657","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2919","2018","06","27",NA,"Brasil","Santa Catarina","Treviso",NA,"-49.4986111","-28.4436111",NA,"flor vermelha e branca Habitat: interior do fragmento florestal Habito: erva terrícola","FURB59657","FURB59657",NA,NA,"2018","06","27","-49.4986111","-28.4436111",NA,NA,NA,NA,NA,NA,NA
"84","2019-02-23 13:15:07-03","UNEMAT","HERBAM","4496","S","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnep.",NA,"Soares, C.R.A.; Piva, J.H.; Rocha Filho, J.A.; Rodrigues, L.; Melo, J.A.M.; Cabral, F.F. &","2330","2009","05","27",NA,"Brasil","Mato Grosso","Paranaíta","UHE São Manoel, Terra firme.","-56.4766998291016","-9.664719581604",NA,NA,"HERBAM004496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84156","auto",NA,NA,NA
"85","2020-12-21 16:47:54-03","MBM","MBM","157231","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Hatschbach, G.","Hatschbach, G.; Cervi, A.C.; Silva, J.M.; Cervi, A.C.; Silva, J.M.","57997","1992","10","12","Southern America","Brazil","Espírito Santo","Domingos Martins","Rod. BR-262, próximo ao Rio Araguaia","-40.6591987609863","-20.3633003234863",NA,NA,"MBM157231","MBM157231",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA
"86","2020-12-21 16:47:54-03","MBM","MBM","131800","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Maas, P.J.M.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53514","1989","09","20","Southern America","Brazil","Espírito Santo","Victor Hugo","Victor Hugo, arredores",NA,NA,NA,NA,"MBM131800","MBM131800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:47:54-03","MBM","MBM","234263","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Kersten, R.A.","Kersten, R.A.; et al.; et al.","135","1997","07","22","Southern America","Brazil","Paraná","Ribeirão Grande","Bairro do Carioca",NA,NA,NA,NA,"MBM234263","MBM234263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:47:54-03","MBM","MBM","385345","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Engels, M.E.","Engels, M.E.","1551","2013","09","07",NA,"Brasil","Paraná","Guaratuba","Serra do Mar, Linha de transmissão elétrica Curitiba a Joinville","-48.943056","-25.881944",NA,"Folhas verdes. Inflorescência com ovário e sépalas roseo avermelhadas. Pétalas alvacentas. Frutos esféricos avermelhados.; Floresta Ombrófila Densa. No sub-bosque.","MBM385345","MBM385345","800","800","2013","10","02","-48.943056","-25.881944",NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:47:54-03","MBM","MBM","394327","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Blum, C.T.","Lozano, E.D.; Blum, C.T.; Scheer, M.B.; Blum, C.T.; Scheer, M.B.","2699","2014","07","23","Southern America","Brazil","Paraná","Morretes","Serra da Igreja, Viaduto dos Padres","-48.8735","-25.590306",NA,"Herbácea, 2 m, inflorescência rosa, flores alvas.; Floresta Ombrófila Densa Montana. Interior da mata.","MBM394327","MBM394327",NA,NA,"2014",NA,NA,"-48.8735","-25.590306",NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:47:54-03","MBM","MBM","423910","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Ariati, V.","Marinero, F.; Ariati, V.; Mascaro, C.; Ariati, V.; Mascaro, C.","1278","2019","09","16","Southern America","Brazil","Santa Catarina","Itapoá","Área da CLIF","-48.624675","-26.126842",NA,"Herbácea 2,5 m; flores com cálice avermelhado e corola alva; frutos avermelhados.; Floresta Ombrófila Densa de Terras Baixas","MBM423910",NA,"15","15","2019","09","20","-48.624675","-26.126842",NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:47:54-03","MBM","MBM","145046","PreservedSpecimen","Plantae",NA,NA,"Zingiberaceae","Renealmia","petasites","Renealmia petasites","Gagnepain","Hatschbach, G.","Hatschbach, G.; Saldanha, J.; Saldanha, J.","55650","1991","07","17","Southern America","Brazil","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza, cota 400","-48.7118988037109","-25.4286003112793",NA,NA,"MBM145046","MBM145046",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA
