"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber"
"107","2021-03-01 16:29:22-03","UNICAMP","UEC","4442","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Plowman, T",NA,NA,NA,"Hatschbach, G","14904","1966","10","16","Brazil","Paraná","União da Vitória","-51.0863990783691","-26.2299995422363",NA,NA,"Arbusto flor creme clara, mata de galeria.","UEC059305","UEC059305","Estrada para Porto Vitória.",NA,NA,"Magnoliopsida",NA,NA,NA,"35297","auto",NA,NA,NA,NA,NA
"108","2021-03-01 16:29:22-03","UNICAMP","UEC","81491","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Sobral, M","1987","10",NA,"Jarenkow, JA; Sobral, M","758","1987","10","10","Brazil","Rio Grande do Sul","Santana da Boa Vista","-53.1152992248535","-30.8719005584717",NA,NA,"Arvoreta com ca. de 4m alt., na encosta do cerro. Flores com pétalas amarelas.","UEC059313","UEC059313","Cerrodo Diogo.",NA,NA,"Magnoliopsida",NA,NA,NA,"47489","auto",NA,NA,NA,NA,NA
"109","2021-03-01 16:29:22-03","UNICAMP","UEC","43938","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Sobral, M","1986",NA,NA,"Sobral, M; et al.","5123","1986","09",NA,"Brazil","Rio Grande do Sul","São Vicente Do Sul","-54.6794013977051","-29.6916999816895",NA,NA,"Arbusto 1.5-2m, em beira de mata nas proximidades de aroio; madeira coletada em HDCF. Flores brancas.","UEC059306","UEC059306","Cerro Loreto.",NA,NA,"Magnoliopsida",NA,NA,NA,"42672","auto",NA,NA,NA,NA,NA
"110","2021-03-01 16:29:22-03","UNICAMP","UEC","21568","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, JO; Amaral Jr, A","1996","12","17","Leitão Filho, HF; Martins, FR; Barros, RC","10610","1979","11","05","Brazil","São Paulo","Joanópolis","-46.2700004577637","-22.9300003051758",NA,NA,"Arbusto até 2-3m, flores brancas, frutos vermelhos. Em mata secundária.","UEC059309","UEC059309","Rod. para Montes Verdes.",NA,NA,"Magnoliopsida",NA,NA,NA,"22329","auto",NA,NA,NA,NA,NA
"111","2021-03-01 16:29:22-03","UNICAMP","UEC","103253","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Santos, K",NA,NA,NA,"Tozzi, AMGA; Filliettaz, AM; Mendonça Filho, CV; Galvão, JC; Moreira, JLA; Santos, K","290","1998","12","02","Brazil","São Paulo","Votorantim","-47.4300003051758","-23.5400009155273",NA,NA,"Arbusto 1.7m alt. Crescendo sobre rochas. Frutos imaturos verdes e maduros vermelhos. No campo.","UEC059312","UEC059312","Serra de São Francisco","980","980","Magnoliopsida",NA,NA,NA,"15031","auto",NA,NA,NA,NA,NA
"112","2021-03-01 16:29:22-03","UNICAMP","UEC","103254","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Santos, K",NA,NA,NA,"Tozzi, AMGA; Filliettaz, AM; Mendonça Filho, CV; Galvão, JC; Moreira, JLA; Santos, K","240","1998","12","02","Brazil","São Paulo","Votorantim","-47.4300003051758","-23.5400009155273",NA,NA,"Subarbusto 30cm de alt., flores brancas. No campo.","UEC059310","UEC059310","Serra de São Francisco","980","980","Magnoliopsida",NA,NA,NA,"15031","auto",NA,NA,NA,NA,NA
"113","2019-01-17 11:26:11-02","PUCRS","MPUC","14693","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","N.I. Matzenbacher",NA,NA,NA,NA,NA,"2011","10","02","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000","Coletada em campo limpo",NA,NA,"BR 116. Km 308, Fazenda São Maximiano",NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,"2",NA,NA
"114","2019-03-14 10:34:00-03","PUCRS","MPUC","22377","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","J.H.H. Castro",NA,NA,NA,NA,NA,"2011","02","08","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000","Arbusto isolado 3 m de altura em campo de coxilha.",NA,NA,"Fazenda São Maximiano, BR 116, KM 307",NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"115","2019-01-17 11:26:11-02","PUCRS","MPUC","12435","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","J.H.W. Castro","2011","01","01",NA,NA,"2011","02","08","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000","Em campo de coxilha",NA,NA,".",NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"116","2019-01-17 11:26:11-02","PUCRS","MPUC","14583","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","C.A. Mondin",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","RS","Arroio dos Ratos","-51.7291667","-30.0775","-51.7291667000","-30.0775000000",NA,NA,NA,".",NA,NA,NA,"Malpighiales","South America",NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"117","2020-10-14 10:01:17-03","FURB","FURB","10843","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Loiola, MIB","2014","01","08","Verdi, M.; Grosch, B. & Klemz, G.","962","2008","11","19","Brasil","Santa Catarina","Campos Novos","-51.5258334","-27.32","-51.5258334","-27.3200000","Florística IFFSC 1703 Habitat: Floresta Estacional Decidual; Habito: Fruto vermelho;","FURB01529","FURB01529","Florão da Serra.","585","585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-10-14 10:01:17-03","FURB","FURB","43131","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Costa-Lima, JL","2013","01","14","Gasper, A.L. de; Funez, L.A. & Bittencourt, F.","3388","2013","12","13","Brasil","Santa Catarina","Ibirama","-49.5591667","-27.0369444","-49.5591667","-27.0369444","Projeto REFLORA FAPESC 14843/2011-1. Habitat: margem do rio Habito: arbustiva; Fruto roxo; flor branca","FURB23865","FURB23865","Rio Hercílio, prox. a PCH Ibirama.","229","229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-08 08:51:51-03","FURB","FURB","54710","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Farias, D.M.","2017","09","05","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","807","2017","08","14","Brasil","Santa Catarina","Bombinhas","-48.51","-27.18","-48.5100000","-27.1800000","flor creme","FURB54710","FURB54710",NA,"8","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-10-14 10:01:17-03","FURB","FURB","61991","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Marinero, F.","2017","05","18","Bach-Jr., R.","462","2016","11","15","Brasil","Paraná","Ortigueira","-50.94","-24.3","-50.9400000","-24.3000000","Arbusto 1,7m; flores brancas","FURB61991","FURB61991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-03-16 17:53:12-03","UCS","HUCS","48377","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"Sobral, M.","7433","1992","03",NA,"Brasil","Rio Grande do Sul","Arroio dos Ratos","-51.7291984558105","-30.0771999359131",NA,NA,"Região de mata estacional alterada,nos arredores da BR 290",NA,NA,NA,NA,NA,"Angiospermae","Malpighiales",NA,NA,"29956","auto",NA,NA,NA,NA,NA
"122","2021-03-16 17:53:12-03","UCS","HUCS","19080","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Smith, S.F.","2002","09",NA,"Kegler, A.","1270","2002","01","29","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"em mata primária",NA,NA,"Criúva",NA,NA,"Angiospermae","Malpighiales",NA,NA,"49662","auto",NA,NA,NA,NA,NA
"123","2021-03-16 17:53:12-03","UCS","HUCS","12802","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Smith, S.F.","1998","12",NA,"Kegler, A.","62","1998","10","21","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"no campo",NA,NA,"Criúva - Fundo Quente",NA,NA,"Angiospermae","Malpighiales",NA,NA,"49662","auto",NA,NA,NA,NA,NA
"124","2021-03-16 17:53:12-03","UCS","HUCS","4792","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Smith, S.F.","1988","12",NA,"Wasum, R.A.","s.n.","1988","10","30","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"arbusto - flores pequenas; beira da mata",NA,NA,"Criúva - Ilhéus",NA,NA,"Angiospermae","Malpighiales",NA,NA,"49662","auto",NA,NA,NA,NA,NA
"125","2021-03-16 17:53:12-03","UCS","HUCS","44131","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.",NA,NA,NA,NA,"Sobral, M.","7433","1992","03",NA,"Brasil","Rio Grande do Sul","Arroio dos Ratos","-51.7291984558105","-30.0771999359131",NA,NA,"Região de mata estacional alterada.",NA,NA,"Nos arredores da BR-290",NA,NA,"Angiospermae","Malpighiales",NA,NA,"29956","auto",NA,NA,NA,NA,NA
"126","2021-03-16 17:53:12-03","UCS","HUCS","5493","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Plowman, T.","1988",NA,NA,"Hatschbach, G.","s.n.","1987","10","05","Brasil","Paraná","Pien","-49.42919921875","-26.0981006622314",NA,NA,"arbusto 3 m - pétalas amarelo ocre - anteras alvas; mata de galeria",NA,NA,"Poço Frio",NA,NA,"Angiospermae","Malpighiales",NA,NA,"19924","auto",NA,NA,NA,NA,NA
"127","2021-03-16 17:53:12-03","UCS","HUCS","11305","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Smith, S.F.","1996","04",NA,"Budziak, C.","s.n.","1995","11","16","Brasil","Rio Grande do Sul","Erechim","-52.2738990783691","-27.6341991424561",NA,NA,"HERBARA 7943; em beira da mata",NA,NA,"Quatro Irmãos",NA,NA,"Angiospermae","Malpighiales",NA,NA,"46790","auto",NA,NA,NA,NA,NA
"128","2021-03-16 17:53:12-03","UCS","HUCS","7034","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Hatschbach, G.","1990",NA,NA,"Budziak, C.","27","1989","11","14","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"arbusto 1 m - flores amarelo - ocre; borda de capão",NA,NA,"Recanto das Araucárias",NA,NA,"Angiospermae","Malpighiales",NA,NA,"25180","auto",NA,NA,NA,NA,NA
"129","2021-03-16 17:53:12-03","UCS","HUCS","14622","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Smith, S.F.","2000","04",NA,"Kegler, A.","371","1999","11","17","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,"na orla da mata",NA,NA,"Vila Cristina",NA,NA,"Angiospermae","Malpighiales",NA,NA,"49662","auto",NA,NA,NA,NA,NA
"130","2019-08-16 08:39:13-03","UTFPR","HCF","22035","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","E. Barboza","2018",NA,NA,"M.G. Caxambu","7650","2016","11","02","Brasil","PR","Mato Rico","-52.233944","-24.749583","52°14'02,2 W","24°44'58,5 S","arvoreta ca. 5 m, semi-ciófila. Flores com cálice verde e corola amarelada.",NA,NA,"Estação Ecológica Municipal Colombo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-08-16 08:39:13-03","UTFPR","HCF","22216","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","J. Cordeiro","2018",NA,NA,"M.G. Caxambu","7714","2016","12","16","Brasil","PR","Foz do Iguaçu","-54.429722","-25.690556","54°25'47 W","25°41'26 S","arvoreta ca. 2 m, semi-ciófila, ripária. Flores alvas, diminutas.",NA,NA,"Parque Nacional do Iguaçu - Restaurante","191","191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-08-16 08:39:13-03","UTFPR","HCF","11069","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","E. Barboza","2013",NA,NA,"M.G. Caxambu","4235","2012","09","05","Brasil","PR","Tuneiras do Oeste","-52.752361","-23.913806","52°45'08,5 W","23°54'49,7 S","arbusto ca. 1 m. Frutos imaturos verdes.",NA,NA,"cerrado alterado","523","523",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-08-16 08:39:13-03","UTFPR","HCF","21682","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","E. Barboza & J. Cordeiro","2015","10","02","G. Felitto","968","2015","08","31","Brasil","PR","Nova Cantu","-52.435833","-24.7275","52°26'09 W","24°43'39 S","arvoreta, 5 m, flores alvas-creme. Floresta Estacional Semidecidual.",NA,NA,"PCH Cantu 2, Área de Supressão do futuro","420","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-08-16 08:39:13-03","UTFPR","HCF","27150","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","M.L. Brotto","2018","08","06","M.L. Brotto","2683","2018","07","20","Brasil","PR","Morretes","-48.914444","-25.4475","48°54'52 W","25°26'51 S","arvoreta com 4 m de altura; flores brancas.",NA,NA,"Parque Estadual Pico do Marumbi, Vale","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-21 19:34:04-03","UFC","EAC","48733","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Loiola, M.I.B.; Cordeiro, L.S.","2011","01","18","Krieger, P.L.","10522","1971","05","14","Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Árvore pequena, esgalhada; fruto alaranjado.; Mata seca","EAC0048733","EAC0048733","Dias Tavares",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-21 19:34:04-03","UFC","EAC","54923","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Loiola, M.I.B.","2014","01","08","Verdi, M.; Grosch, B.; Klemz, G.","962","2008","11","19","Brasil","Santa Catarina","Campos Novos","-51.525833","-27.32","-51.525833","-27.32","Fruto vemelho; florística IFFSC 1703.; Floresta estacional decidual.","EAC0054923","EAC0054923","Florão da Serra, estágio sucessional inicial a médio.","585","585","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-01-20 11:43:49-03","UFSM","SMDB","19546","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Dias, MC","1999","03","05","Chagas; Silva, F; Soares-Silva, LH","1872","1995","11","15","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"Árvore 6,00 m alt.; botão esverdeado flores brancas. Frequente na área. Exsicata revisada por Ayrton Amaral Jr. Em 03 de 1999. FUEL 17866","SMDB019546",NA,"Arredores da barragem do Ribeirão Três Bocas",NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"138","2019-11-25 12:11:49-03","UFSM","SMDB","5208","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Loiola, M I B",NA,NA,NA,"Silva, E.M.A.","s.n.",NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB005208",NA,"Campus da UFSM",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"139","2019-11-25 12:11:49-03","UFSM","SMDB","1886","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Sobral, M","1982","10",NA,"Amado, T","s.n.","1979","09","04","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB001886",NA,"Campus da UFSM - Almoxarifado",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"140","2021-02-11 16:53:02-03","UFSM","SMDB","10855","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Záchia, R.A","2015","11","30","Budke, J; Giehl, ELH; Athayde, EA","354","2001","08","11","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"Florística e fitossociologia em trecho de Mata Ciliar em Santa Maria-RS. Orientadores: R. A. Záchia & S. M. Eisinger","SMDB010855",NA,"Vila Maringá, área nova da UFSM, margens do Arroi",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"141","2019-11-25 12:11:49-03","UFSM","SMDB","6952","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Kinupp, VF; Medri, C; Dias, M C","1997",NA,NA,"Kinupp, VF; Medri, C; Francisco, EM","785","1997","08","22","Brasil","Paraná","Cambé","-51.2783012390137","-23.2758007049561",NA,NA,"Árvore 5 metros de altura, botões florais cremes. Borda da mata.","SMDB006952",NA,"Parque Municipal Dansiger Hof.",NA,NA,NA,NA,NA,NA,"29438","auto",NA,NA,NA,NA,NA
"142","2019-11-25 12:11:49-03","UFSM","SMDB","4548","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Alvarez, A.F.","1990","07","10","Alvarez, A.F.; Cauduro, R","s.n.","1989","12","08","Brasil","Rio Grande do Sul","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,NA,"SMDB004548",NA,NA,NA,NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA
"143","2019-11-25 12:11:49-03","UFSM","SMDB","5170","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Silva, EMA",NA,NA,NA,"Silva, E.M.A.","s.n.",NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"Atrás do prédio 13","SMDB005170",NA,"Campus da UFSM",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"144","2019-11-25 12:11:49-03","UFSM","SMDB","742","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Sobral, M","1982","10",NA,"Beltrão, R","s.n.","1953",NA,NA,"Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,"SMDB000742",NA,"Matas do Arenal",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"145","2021-02-11 16:53:02-03","UFSM","SMDB","10854","S","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Záchia, R.A","2015","11","30","Budke, J; Giehl, ELH; Athayde, EA","351","2001","09","11","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"Florística e fitossociologia em trecho de Mata Ciliar em Santa Maria-RS. Orientadores: R. A. Záchia & S. M. Eisinger","SMDB010854",NA,"Vila Maringá, área nova da UFSM, margens do Arroi",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"146","2020-12-21 16:23:52-03","MBM","MBM","6400","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, J.O.",NA,NA,NA,"Hatschbach, G.; Haas, H.; Haas, H.","16804","1967","08","01","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM006400","MBM006400","Sítio do Belizário",NA,NA,NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA
"147","2020-12-21 16:23:50-03","MBM","MBM","133392","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Hatschbach, G.",NA,NA,NA,"Budziak, C.; Nicolack, V.; Nicolack, V.","27","1989","11","14","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"MBM133392","MBM133392","Recanto das Aaraucárias",NA,NA,NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA
"148","2020-12-21 16:23:50-03","MBM","MBM","32998","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","A.; Amaral Jr.",NA,NA,NA,"Hatschbach, G.","33596","1973","12","26","Brazil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,"MBM032998","MBM032998","Autódromo Pinhais",NA,NA,NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA
"149","2020-12-21 16:23:50-03","MBM","MBM","194985","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, J.O.",NA,NA,NA,"Dombrowski, L.T.","13367","1980","10","10","Brazil","Paraná","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,NA,"MBM194985",NA,"Quatro Barras",NA,NA,NA,NA,"Southern America",NA,"17116","auto",NA,NA,NA,NA,NA
"150","2020-12-21 16:23:50-03","MBM","MBM","225140","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Borgo, M.",NA,NA,NA,"Borgo, M.; et al.; et al.","139","1997","10","04","Brazil","Paraná","Três Barras do Paraná","-53.1808013916016","-25.4188995361328",NA,NA,NA,"MBM225140","MBM225140","Rio Guarani",NA,NA,NA,NA,"Southern America",NA,"20611","auto",NA,NA,NA,NA,NA
"151","2020-12-21 16:23:50-03","MBM","MBM","289176","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Blum, C.T.",NA,NA,NA,"Blum, C.T.","83","2003","10","08","Brazil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,"MBM289176","MBM289176","Rio das Antas",NA,NA,NA,NA,"Southern America",NA,"55856","auto",NA,NA,NA,NA,NA
"152","2020-12-21 16:23:50-03","MBM","MBM","170847","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, J.O.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","61060","1994","09","16","Brazil","Rio Grande do Sul","Marcelino Ramos","-51.9063987731934","-27.4617004394531",NA,NA,NA,"MBM170847","MBM170847","Rio Uruguai, Estreito",NA,NA,NA,NA,"Southern America",NA,"18635","auto",NA,NA,NA,NA,NA
"153","2020-12-21 16:23:50-03","MBM","MBM","139621","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, J.O.",NA,NA,NA,"Falkenberg, D.B.; et al.; et al.","4954","1990","02","08","Brazil","Rio Grande do Sul","São Vicente do Sul","-54.6794013977051","-29.6916999816895",NA,NA,NA,"MBM139621","MBM139621","Cerro do Loreto",NA,NA,NA,NA,"Southern America",NA,"42672","auto",NA,NA,NA,NA,NA
"154","2020-12-21 16:23:50-03","MBM","MBM","208994","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, J.O.",NA,NA,NA,"Motta, J.T.","433","1986","10","02","Brazil","Paraná","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,NA,"MBM208994","MBM208994","Represa Passaúna",NA,NA,NA,NA,"Southern America",NA,"21346","auto",NA,NA,NA,NA,NA
"155","2020-12-21 16:23:50-03","MBM","MBM","104795","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Plowman, T.",NA,NA,NA,"Berry, P.E.; et al.; et al.","4490","1985","01","26","Brazil","Paraná","Balsa Nova","-49.6356010437012","-25.5839004516602",NA,NA,NA,"MBM104795","MBM104795","Balsa Nova",NA,NA,NA,NA,"Southern America",NA,"27346","auto",NA,NA,NA,NA,NA
"156","2020-12-21 16:23:50-03","MBM","MBM","208998","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, J.O.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.","411","1964","09","29","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"MBM208998","MBM208998","Capão da Imbuia",NA,NA,NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA
"157","2020-12-21 16:23:50-03","MBM","MBM","188363","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Mendonça, J.O.",NA,NA,NA,"Carrião, D.J.S.","s.n.","1994","10","11","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"MBM188363","MBM188363","Parque Barigui",NA,NA,NA,NA,"Southern America",NA,"25180","auto",NA,NA,NA,NA,NA
"158","2020-12-21 16:23:52-03","MBM","MBM","4299","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","myrsinites","Erythroxylum myrsinites","Mart.","Plowman, T.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","5011","1967","03","18","Brazil","Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,NA,"MBM004299","MBM004299","Rio Reserva",NA,NA,NA,NA,"Southern America",NA,"28404","auto",NA,NA,NA,NA,NA
