"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","dayIdentified","class","individualCount"
"52","2019-10-07 09:23:09-03","UEFS","HUEFS","232085","PreservedSpecimen","Plantae","Angiospermae","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"Brotto, M.L.","2369",NA,"Brasil","Reserva Natural Salto Morato, topo do morro.",NA,"Floresta Ombrófila Densa Submontana.","HUEFS0232085","HUEFS0232085","2016","12","19","Paraná","Guaraqueçaba","-48.293056","-25.1575",NA,NA,"M.L.Brotto","2017","48W17'35''","25S9'27''","330","330","01",NA,"Magnolianae",NA
"53","2019-01-25 15:35:13-02","IAC","IAC","43095","S","Plantae",NA,NA,"Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"L.C. Bernacci; G.A.D.C. Franco; E.Q. Santos & E. Furlan","3388",NA,"Brasil","próximo ao distrito de Caucaia do Alto (Cotia - SP), fragmento Carmo Messias, indivíduo J11.3",NA,NA,NA,NA,"2001","08","08","São Paulo","Ibiúna","-47.054841","-23.749456",NA,NA,"L.C. Bernacci et al.","2001","-47.054841","-23.749456",NA,NA,"08","08",NA,NA
"54","2019-01-25 15:41:53-02","IAC","IAC","43574","S","Plantae",NA,NA,"Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"N.M. Ivanauskas; A. Gomes & S. Dias Filho","937",NA,"Brasil","IAC, Estação Experimental",NA,NA,NA,NA,"1996","01","07","São Paulo","Pariquera-Açu","-47.866667","-24.6",NA,NA,"T.D.M. Barbosa","2008","-47.866667","-24.600000",NA,NA,"08","21",NA,NA
"55","2019-01-25 15:41:53-02","IAC","IAC","43575","S","Plantae",NA,NA,"Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"N.M. Ivanauskas; A. Gomes & S. Dias Filho","942",NA,"Brasil","IAC, Estação Experimental",NA,NA,NA,NA,"1996","04","10","São Paulo","Pariquera-Açu","-47.866667","-24.6",NA,NA,"T.D.M. Barbosa","2008","-47.866667","-24.600000",NA,NA,"08","21",NA,NA
"56","2019-01-25 15:41:54-02","IAC","IAC","50523","S","Plantae",NA,NA,"Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"J.A.M.A. Gomes & C.B. Virillo","623",NA,"Brasil","Fazenda Capricórnio, Parcela I (Parque Estadual da Serra do Mar, Núcleo Picinguaba)",NA,"indivíduo I 0292",NA,NA,"2007","09","07","São Paulo","Ubatuba","-45.083511","-23.367009",NA,NA,"J.A.M.A. Gomes & C.B. Virillo","2007","-45.083511","-23.367009",NA,NA,"09","07",NA,NA
"57","2019-11-13 16:04:47-03","UNISANTA","HUSC","8785","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"Martins, S.E.","813",NA,"Brasil","Praia de Itaguaré. Fazenda da Família Pinto",NA,"Árvore, 6,5m alt.; Floresta de restinga alta úmida",NA,NA,"2000","06","15","São Paulo","Bertioga","-46.138599395752","-23.8544006347656","37616","auto","Martins, S.E.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-01-31 10:38:39-03","IFAM","EAFM","11899","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Ness) Baitello",NA,"Stoike, FC de O","770",NA,"Brasil","Ilha do Cardoso, parcelas",NA,"; DESC: arbórea",NA,NA,"2006","09","01","São Paulo","Cananéia","-47.926944","-25.083889",NA,NA,"Stoike, FC de O","2006","-47.926944","-25.083889",NA,NA,"09","01",NA,NA
"59","2021-03-04 15:44:22-03","IF","SPSF","19917","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"P.C.Lobo","29278","América do Sul","Brasil","Estrada do Poruba",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1993","11","11","SP","Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto","J.B.Baitello","2000",NA,NA,NA,NA,"06","15","Magnoliopsida",NA
"60","2021-03-04 15:44:22-03","IF","SPSF","16219","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"M.Sanchez & F.Pedroni","3","América do Sul","Brasil","P.E.Serra do Mar, Picinguaba",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1991","02","02","SP","Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto","J.B.Baitello","2000",NA,NA,NA,NA,"05","15","Magnoliopsida",NA
"61","2021-03-04 15:44:22-03","IF","SPSF","35050","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa",NA,NA,"N.M.Ivanauskas & A.Gomes & S.Dias Filho","937","América do Sul","Brasil","Estação Experimental do IAC",NA,"COLETA: XLS: SPSFNovo; Árvore 9m, frutos; GEOGRAFIA: floresta ombrofila&nf;;",NA,NA,"1996","01","07","SP","Ribeirão Preto","-47.866667","-24.6",NA,NA,"J.B.Baitello","2000",NA,NA,NA,NA,"04","03","Magnoliopsida",NA
"62","2021-03-04 15:44:22-03","IF","SPSF","42105","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"R.T.Polisel","955","América do Sul","Brasil","Fazenda Vitória",NA,"COLETA: Árvore 7m; botões florais.;",NA,NA,"2009","01","02","SP","São Lourenço da Serra","-46.943333","-23.850556",NA,NA,"J.B.Baitello","2012",NA,NA,"720","720","02","16","Magnoliopsida",NA
"63","2021-03-04 15:44:22-03","IF","SPSF","51065","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"M.L.Brotto","2317","América do Sul","Brasil","Reserva Natural Salto Morato",NA,"COLETA: Árvore com 18m de altura; ritifoma cinza escuro com lenticelas, casca interna castanha, odor suave um tanto cítrico. Flores brancas.;",NA,NA,NA,NA,NA,"PR","Guaraqueçaba","-48.277778","-25.166111",NA,NA,"M.L.Brotto","2016",NA,NA,"277","277","08","30","Magnoliopsida",NA
"64","2021-03-04 15:44:22-03","IF","SPSF","51757","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"M.L. Brotto & F. Marinero","2369","América do Sul","Brasil","Reserva Natural Salto Morato",NA,"COLETA: Árvore com 20 m de altura; fruto na fase final de desenvolvimento com cúpula vermelha. Madeira com odor levemente cítrico de intensidade moderada.; GEOGRAFIA: Floresta ombrófila densa submontana. Topo do morro.;",NA,NA,"2016","12","19","PR","Guaraqueçaba","-48.293056","-25.1575",NA,NA,"M.L. Brotto","2017",NA,NA,"330","330","01","10","Magnoliopsida",NA
"65","2021-03-04 15:44:22-03","IF","SPSF","46123","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"L.D.Thomaz","1170","América do Sul","Brasil","Estação Biológica de Santa Lúcia",NA,"COLETA: 14m de altura; Caule interno amarelo, odor de Pitanga, botões verdes.&nf;PAP 26cm.; GEOGRAFIA: Mata Atlântica de encosta.&nf;650 a 800m de altitude.;",NA,NA,"1993","03","10","ES","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto","J.B.Baitello","2012",NA,NA,NA,NA,"10","25","Magnoliopsida",NA
"66","2021-03-04 15:44:22-03","IF","SPSF","20621","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"L.D.Thomaz","1217","América do Sul","Brasil","mata atlantica de encosta",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1993","03","09","ES","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto","J.B.Baitello","2013",NA,NA,NA,NA,"07","18","Magnoliopsida",NA
"67","2021-03-04 15:44:22-03","IF","SPSF","46267","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"L.Kollmann & E.Bausen & W.Pizziolo","1875","América do Sul","Brasil","Santo Antônio",NA,"COLETA: Arbusto com 3m de altura; Flores verdes.; GEOGRAFIA: Terreno do Boza; Chapada.;",NA,NA,"1999","02","09","ES","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto","J.B.Baitello","2013",NA,NA,"750","750","05","20","Magnoliopsida",NA
"68","2021-03-04 15:44:22-03","IF","SPSF","46428","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"L.Kollmann & E.Bausen","1514","América do Sul","Brasil","Santo Antônio",NA,"COLETA: Beira da estrada. Arbusto com 5m. Flores verdes.; GEOGRAFIA: Terreno do Boza.;",NA,NA,"1999","01","07","ES","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto","J.B.Baitello","2013",NA,NA,"750","750","05","09","Magnoliopsida",NA
"69","2021-03-04 15:44:22-03","IF","SPSF","46418","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"L.Kollmann & E.Bausen & W.Pizziolo","2297","América do Sul","Brasil","Valsugana Velha",NA,"COLETA: Arvoreto com 11m de altura. Dap 18cm. Fuste 4m. Flores amarelas.; GEOGRAFIA: Estação Biológica de Santa Lúcia. Trilha do Sagui.;",NA,NA,"1999","03","30","ES","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto","J.B.Baitello","2013",NA,NA,"700","700","05","09","Magnoliopsida",NA
"70","2021-03-04 15:44:22-03","IF","SPSF","46296","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"L.Kollmann & E.Bausen & W.Pizziolo","1822","América do Sul","Brasil","Valsugana Velha",NA,"COLETA: Arvoreto com 7m de altura, flores brancas esverdeadas. &nf;DAP 6cm; Fuste 5m.&nf;Ar 3. Parc 33. Arv 395.; GEOGRAFIA: Reserva Biológica de Santa Lúcia; Trilha do Sagui.;",NA,NA,"1999","02","04","ES","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto","J.B.Baitello","2013",NA,NA,"700","700","05","20","Magnoliopsida",NA
"71","2021-03-04 15:44:22-03","IF","SPSF","34640","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa",NA,NA,"R.Cielo-Filho & N.M.Ivanauskas & D.de Souza","409","América do Sul","Brasil","Parque Estadual da Serra do Mar, Núcleo Curucutu",NA,"COLETA: XLS: SPSFNovo; Árvore de 8m.; GEOGRAFIA: Trilha do Rio Camburi&nf;UTM: X=323131 Y=7344746;",NA,NA,"2005","03","15","SP","Itanhaém","-46.7799987792969","-24.1800003051758","26998","auto","J.B.Baitello","2005",NA,NA,"799","799","04","12","Magnoliopsida",NA
"72","2021-03-04 15:44:22-03","IF","SPSF","19035","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"N.M.Ivanauskas & R.C.Nascimento","77","América do Sul","Brasil","mata atlantica",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1995","03","24","SP","Pariquera-Açú","-47.8800010681152","-24.7099990844727","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"73","2021-03-04 15:44:22-03","IF","SPSF","32214","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa",NA,NA,"L.R.Pedro de Moraes","2431","América do Sul","Brasil","Estação ecológica de Ibicatu",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"2001","05","08","SP","Piracicaba","-47.6399993896484","-22.7199993133545","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"74","2021-03-04 15:44:22-03","IF","SPSF","39663","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"S.A.P.Godoy & G.M.P.Ferreira & D.L.Pereira & L.L. da Silva & R.J.F. Garcia","597","América do Sul","Brasil","bairro de Parelheiros",NA,"COLETA: Árvore 12m altura, 40cm de DAP; caule de casca rugosa, botões florais rosa claro, flores creme esverdeadas; frutos imaturos verde escuros.; GEOGRAFIA: Camping Ana Paula.&nf;Área ajardinada.;",NA,NA,"1995","06","22","SP","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto","J.B.Baitello","1999",NA,NA,NA,NA,"07","28","Magnoliopsida",NA
"75","2021-03-04 15:44:22-03","IF","SPSF","20055","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"S.A.P.Godoy","597","América do Sul","Brasil","Parelheiros",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: area ajardinada&nf;;",NA,NA,"1995","06","22","SP","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto","J.B.Baitello","2000",NA,NA,NA,NA,"04","25","Magnoliopsida",NA
"76","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Oreodaphne","venulosa","Oreodaphne venulosa","Meisn.",NA,"Riedel, L","125",NA,"?","et circa Mandiocca, prov. Sebastianopolit",NA,"m. Jan.; Planta Dryas; HABITAT: Planta Dryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Oreodaphne","venulosa","Oreodaphne venulosa","Meisn.",NA,"Martius, C","s.n.","Southern America","Brazil","in sylvis Montis Formosi, alt. 2500 ped., prov. S. Pauli",NA,"m. Dec.",NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 10:07:38-03","IBt","SP","291863","S","Plantae",NA,NA,"Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"Godoy, SAP; et al.","597",NA,"Brasil","Camping Ana Paula",NA,NA,"SP055474","SP055474","1995","06","22","São Paulo","São Paulo","-46.774444","-23.9",NA,NA,"Baitello, JB","2003","-46.774444","-23.9",NA,NA,NA,NA,NA,NA
"79","2019-11-21 10:07:38-03","IBt","SP","299372A","S","Plantae",NA,NA,"Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"Ivanauskas, NM; Maestro, AL","108",NA,"Brasil","Estação Experimental do IAC",NA,NA,"SP055471","SP055471","1995","04","18","São Paulo","Pariquera-Açu","-47.885","-24.608333",NA,NA,"Baitello, JB","2003","-47.885","-24.608333",NA,NA,NA,NA,NA,NA
"80","2019-11-21 10:07:38-03","IBt","SP","454664","S","Plantae",NA,NA,"Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"Kondrat, H","189",NA,"Brasil","Parque Estadual das Fontes do Ipiranga, Instituto de Botânica, área sudeste, próxima à trilha interna paralela à Av. do Cursino, parcela 4, espécime nº 149",NA,NA,"SP055473","SP055473","2013","09","26","São Paulo","São Paulo","-46.614444","-23.641944",NA,NA,"Nicolau, SA",NA,"-46.614444","-23.641944","831","831",NA,NA,NA,NA
"81","2019-11-21 10:07:38-03","IBt","SP","490604","S","Plantae",NA,NA,"Lauraceae","Ocotea","venulosa","Ocotea venulosa","(Nees) Baitello",NA,"Petri, L; Biasoli, SM","1123",NA,"Brasil","Parque Estadual das Fontes do Ipiranga",NA,NA,"SP055472","SP055472","2016","10","13","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto","Aragaki, S; Petri, L","2016",NA,NA,NA,NA,"12","19",NA,NA
