"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount"
"51","2020-09-12 05:00:02-03","US","US","1705672","PreservedSpecimen","Plantae",NA,"Violales","Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"W. A. Archer","4035","1936","9","19","South America - Neotropics","Brazil","Minas Gerais",NA,"At Lavras",NA,NA,NA,NA,"US02719660","US02719660_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"52","2020-09-12 05:00:02-03","US","US","2563845","PreservedSpecimen","Plantae",NA,"Violales","Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"G. Hatschbach","12969","1965","10","13","South America","Brazil","Paraná",NA,"Mun Campo Mourão, Campo Mourão",NA,NA,NA,NA,"US02719655","US02719655_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1"
"53","2020-09-02 16:23:34-03","Cenargen","CEN","15199","PreservedSpecimen","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","V. L. G. Klein","Ladislau Araújo Skorupa","204","1987","11","26",NA,"Brasil","GO","PIRENOPOLIS","Trecho Pirenópolis - Serra dos Pirineus (subida da serra).","-48.9592018127441","-15.852499961853","Exsicatas","Planta estéril. Batata no vinho ou por no melaço de açucar para vermes pequenos e solitária. Folhas usadas para problemas do coração.","CEN00015199",NA,"740","740","2012","07","40887","auto",NA,NA,"-4900000.0","-1515000.0",NA,NA,"2"
"54","2019-06-05 10:33:24-03","UFG","HJ","2422","S","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Souza, L.F.","2613","2005","09","30",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00002422","HJ00002422",NA,NA,NA,NA,NA,NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA
"55","2019-06-05 10:33:24-03","UFG","HJ","2424","S","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Souza, L.F.","2202","2005","04","27",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00002424","HJ00002424",NA,NA,NA,NA,NA,NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA
"56","2019-06-05 10:33:24-03","UFG","HJ","2421","S","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Souza, L.F.","2628","2005","09","30",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00002421","HJ00002421",NA,NA,NA,NA,NA,NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA
"57","2019-06-05 10:33:24-03","UFG","HJ","2420","S","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Souza, L.F.","2667","2005","10","31",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00002420","HJ00002420",NA,NA,NA,NA,NA,NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA
"58","2019-06-05 10:33:24-03","UFG","HJ","2423","S","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Souza, L.F.","1181","2004","09","27",NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras.","-51.995278","-18.439444",NA,NA,"HJ00002423","HJ00002423",NA,NA,NA,NA,NA,NA,NA,NA,"51º59'43''W","18º26'22''S",NA,NA,NA
"59","2019-10-07 09:24:07-03","UEFS","HUEFS","64702","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Hatschbach, G.","65308","1996","09","18",NA,"Brasil","Paraná","Guarapuava","Colônia São Judas Tadeu.","-51.4580993652344","-25.395299911499",NA,"Matinha à beira dos lageados rochosos.","HUEFS0064702","HUEFS0064702",NA,NA,NA,NA,"53832","auto","Rosanae",NA,NA,NA,NA,NA,NA
"60","2018-05-15 10:19:02-03","F","FMNH-SEEDPLANTS","V0438443F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana",NA,NA,"Mello Barreto","8248","1937","8","29","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0438443F","V0438443F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"61","2019-09-04 19:28:55-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Cucurbitaceae","Ceratosanthes","parviflora","Ceratosanthes parviflora",NA,NA,"E. H. G. Ule","1114","1890",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Type [status unknown]",NA
"62","2018-05-15 10:19:08-03","F","FMNH-SEEDPLANTS","V0438453F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Cucurbitaceae","Ceratosanthes","parviflora","Ceratosanthes parviflora",NA,NA,"M. Sobral & et al.","5044","1986","3",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0438453F","V0438453F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"63","2020-11-12 16:59:02-03","UEL","FUEL","8679","PreservedSpecimen","Plantae","Tracheophyta","Cucurbitales","Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Lima, LFP","Francisco das Chagas e Silva; et al.","1206","1986","07","27",NA,"Brasil","Mato Grosso","Poconé","Rod. Transpantaneira, km111","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,NA,NA,"2010","03","200792","auto",NA,"29",NA,NA,NA,NA,NA
"64","2019-11-01 14:56:58-03","UnB","UB","98520","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Incógnito","Harley, RM","10848","1968","10","26","Southern America","Brasil","Mato Grosso",NA,"5 Km S da Base Camp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-01 14:56:58-03","UnB","UB","98521","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Klein, VLG","Fonsêca, SG","1566",NA,NA,NA,"Southern America","Brasil","Goiás",NA,"Rio Verdão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-05-29 18:13:48-03","UFMT","UFMT","15809","S","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Gomes-Klein, V.L.; Conceição, T.C.","Saddi, N.; De Lamônica Freire, E.M.","2920","1983","05","21",NA,"Brasil","Mato Grosso","Cáceres","Ao longo do rio Paraguai, Rochedo da Serra Pelada, entre Taiamã e Barranco Vermelho.","-57.6789016723633","-16.0706005096436",NA,"Escandente com gavinhas, flores amarelado-esverdeadas, imperceptivelmente latescente, áfila. entre fissuras de rochas.; Mata seca de encosta; solo superficialmente arenoso.",NA,NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:09:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Saint-Hilaire, AFCP","C¹981bis",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Pouso Alto",NA,"-44.9725","-22.1936",NA,NA,NA,"P06P4N0018",NA,NA,NA,NA,"15186","auto",NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:09:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Saint-Hilaire, AFCP","777bis",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"In campis prope Meioponte.",NA,NA,NA,NA,NA,"P06P4N0018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:09:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Saint-Hilaire, AFCP","C¹726O",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"In campis prope Meioponte.",NA,NA,NA,NA,NA,"P06P4N0018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:09:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Lagoa Santa",NA,"-43.8897","-19.6272",NA,NA,NA,"P06P4N0018",NA,NA,NA,NA,"12338","auto",NA,NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:09:27-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Saint-Hilaire, AFCP","B¹1959",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Pouso Alto",NA,"-44.9725","-22.1936",NA,NA,NA,"P06P4N0018",NA,NA,NA,NA,"15186","auto",NA,NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:40:49-03","UFRGS","ICN","027337","S","Plantae","Dicotyledon",NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.","Porto, ML","Hagelund, K","4794Duplic B",NA,NA,NA,"América do Sul","Brasil","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-08-13 18:01:49-03","IBt","SP","296372","S","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Batalha, M","339","1994","10","27",NA,"Brasil","São Paulo","Pirassununga",NA,"-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,NA,NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA,NA
"74","2020-08-13 18:01:49-03","IBt","SP","296373","S","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Aragaki, S","222","1994","09","08",NA,"Brasil","São Paulo","Pirassununga",NA,"-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,NA,NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:03:20-03","IBt","SP","198341","S","Plantae",NA,NA,"Cucurbitaceae","Ceratosanthes","hilariana","Ceratosanthes hilariana","Cogn.",NA,"Forero, E; Mantovani, W; Custodio Filho, A; Abreu, LC; Fonnegra, R","8337","1980","09","23",NA,"Brasil","São Paulo","Pirassununga","Salto de Emas. Academia da Força Aérea Brasileira","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,NA,NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA,NA
