"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"402","2020-04-22 16:19:14-03","UFPB","JPB","48402","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Maciel, JR; Mendonça, ED; Araújo, D; Chagas, MA; Lima, G; Amorim, BS","2011","09","30","Brasil","Pernambuco","Recife","Jardim Botânico do Recife, Floresta Atlântica secundária.","-34.968611","-8.078611","-34.968611","-8.078611","35","35","; HABITAT: Borda da mata; DESC: Arbusto pouco lignificado. Ca. 70cm alt. Inflorescência esverdeada.","JPB0048402",NA,"Angiosperma","Dicotyledon","1493","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","2020-04-22 16:19:14-03","UFPB","JPB","4968","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Carneiro-Torres, DS","Sousa, MA; Miranda, CAB de; Santana, ES; Moura, OT","1982","04","23","Brasil","Paraíba","Sousa","São Gonçalo - Nazarezinho, Sítio Renda M.N.Pb. Solo seco pedregoso argiloso.","-38.31608","-6.830256","-38.31608","-6.830256","260","280","; DESC: erva, lactescente, erecta, flores de sepalas verdes e petalas arroxeadas.","JPB0004968",NA,"Angiosperma","Dicotyledon","1155","Southern America",NA,NA,NA,NA,NA,"2007","05","10",NA,NA,NA,NA,NA
"404","2020-04-22 16:19:14-03","UFPB","JPB","5300","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Lucena, MFA","Sousa, MA; Oliveira, IC de; Moura, OT","1982","07","31","Brasil","Paraíba","Sousa","Riacho seco. Solo encharcado, margem de riacho.","-38.228056","-6.759444","-38.228056","-6.759444","220","220","; DESC: Com flores vermelhas; fruto tricoma.Material na Carpoteca","JPB0005300",NA,"Angiosperma","Dicotyledon","1290","Southern America",NA,NA,NA,NA,NA,"2012","05","30",NA,NA,NA,NA,NA
"405","2020-04-22 16:19:14-03","UFPB","JPB","5819","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Moura, OT","1984","03","27","Brasil","Paraíba","João Pessoa","Mangabeira, EMEPA.","-34.863056","-7.115","-34.863056","-7.115","47","47","; DESC: Planta sub-arbustiva, folha alternas partidas; flores pequenas.","JPB0005819",NA,"Angiosperma","Dicotyledon","185","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2020-06-10 21:02:54-03","UFPB","JPB","64715","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Gadelha Neto, PC","2018","02","01","Brasil","Paraíba","Areia","UFPB, Centro de Ciências Agrárias, Arboreto Jayme Coelho de Moraes","-35.715","-6.970833","-35.715","-6.970833","555","555","; HABITAT: Floresta Ombrófila Aberta; DESC: Erva indumentada com cerca de 50cm. Folhas simples, alternas, lobadas, membranáceas. Inflorescência terminal. Fruto cápsula septicida luculicida de deiscência explosiva. Substrato areno-argi","JPB0064715",NA,"Angiosperma","Dicotyledon","4255","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2020-04-22 16:19:14-03","UFPB","JPB","987","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Carneiro-Torres, DS","Xavier, LP","1942","09","12","Brasil","Paraíba","Alagoinha",NA,"-35.544722","-6.95","-35.544722","-6.95","133","133","; DESC: Ruderal, herbáceo. Folhas palmadas.","JPB0000987",NA,"Angiosperma","Dicotyledon","JPB987","Southern America",NA,NA,NA,NA,NA,"2007","05",NA,NA,NA,NA,NA,NA
"408","2020-04-22 16:19:14-03","UFPB","JPB","2093","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Carneiro-Torres, DS","Xavier, LP","1969","03","03","Brasil","Paraíba","Cabedelo","Camboinha, Chacara Borges.","-34.8339004516602","-6.98111009597778",NA,NA,NA,NA,"; DESC: Planta erbacea, abundante. Até ornamental.","JPB0002093",NA,"Angiosperma","Dicotyledon","JPB2093","Southern America",NA,NA,NA,"13213","auto","2007","05","10",NA,NA,NA,NA,NA
"409","2020-04-22 16:19:14-03","UFPB","JPB","5131","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Carneiro-Torres, DS","Miranda, CAB de; Moura, OT","1982","05","12","Brasil","Paraíba","Catolé do Rocha","Escola Agrotécnica de Catole do Rocha. Solo argiloso-humoso.","-37.7467002868652","-6.34389019012451",NA,NA,NA,NA,"; DESC: Erva ereta de aproximadamente 60cm. Flor branca.","JPB0005131",NA,"Angiosperma","Dicotyledon","72","Southern America",NA,NA,NA,"21431","auto","2007","05","10",NA,NA,NA,NA,NA
"410","2020-04-22 16:19:14-03","UFPB","JPB","20551","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Agra, MF; Rocha, EA; Castro, C; Baracho, GS","1994","01","07","Brasil","Paraíba","Itaporanga","Serra Água Branca","-38.1502990722656","-7.30444002151489",NA,NA,NA,NA,"; DESC: Erva; flores esverdeadas.","JPB0020551",NA,"Angiosperma","Dicotyledon","2540","Southern America",NA,NA,NA,"21026","auto",NA,NA,NA,NA,NA,NA,NA,NA
"411","2020-04-22 16:19:14-03","UFPB","JPB","20533","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Agra, MF; Rocha, EA; Castro, C; Baracho, GS","1994","01","07","Brasil","Paraíba","Itaporanga","Serra Água Branca, Caatinga.","-38.1502990722656","-7.30444002151489",NA,NA,NA,NA,"; DESC: Erva; flores alvas.","JPB0020533",NA,"Angiosperma","Dicotyledon","2479","Southern America",NA,NA,NA,"21026","auto",NA,NA,NA,NA,NA,NA,NA,NA
"412","2020-04-22 16:19:14-03","UFPB","JPB","20566","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Agra, MF; Rocha, EA; Castro, C; Baracho, GS","1994","01","07","Brasil","Paraíba","Itaporanga","Serra Água Branca, Caatinga.","-38.1502990722656","-7.30444002151489",NA,NA,NA,NA,"; DESC: Erva; flores esverdeada.","JPB0020566",NA,"Angiosperma","Dicotyledon","2532","Southern America",NA,NA,NA,"21026","auto",NA,NA,NA,NA,NA,NA,NA,NA
"413","2020-04-22 16:19:14-03","UFPB","JPB","23928","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Carneiro-Torres, DS","Moura, ACA","1995","04","13","Brasil","Paraíba","João Pessoa","Campus I da UFPB, Mata da Garagem.","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"; DESC: Arbusto em beira de caminho.","JPB0023928",NA,"Angiosperma","Dicotyledon","98","Southern America",NA,NA,NA,"15975","auto","2007","05","10",NA,NA,NA,NA,NA
"414","2020-04-22 16:19:14-03","UFPB","JPB","49850","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Amorim, BS","Viana, JL; Araújo, DA; Amorim, BS","2011","11","21","Brasil","Pernambuco","Lagoa dos Gatos","RPPN Pedra D'Anta, Estrata de acesso à sede RPPN","-35.9000015258789","-8.65832996368408",NA,NA,NA,NA,"; DESC: Erva. Ca de 20 cm.","JPB0049850",NA,"Angiosperma","Dicotyledon","329","Southern America",NA,NA,NA,"14934","auto","2011","11","21",NA,NA,NA,NA,NA
"415","2020-04-22 16:19:21-03","UFPB","JPB","16676","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Moura, OT","1990","06","11","Brasil","Paraíba","João Pessoa","Campus I da UFPB, Aseiro da mata.","-34.846381","-7.1375","-34.846381","-7.1375","47","47","; DESC: Aseiro de mata. Erva. Flor alvacenta.","JPB0016676",NA,"Angiosperma","Dicotyledon","432","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","2020-04-22 16:19:21-03","UFPB","JPB","39332","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Roque, AA","Roque, AA","2008","02","02","Brasil","Rio Grande do Norte","Jurucutu","RPPN Stoessel de Britto","-37.020278","-6.033889","-37.020278","-6.033889","63","63","; HABITAT: Caatinga.; DESC: Erva ereta. Flores brancas.",NA,NA,"Angiosperma","Dicotyledon","432","Southern America",NA,NA,NA,NA,NA,"2008","02","13",NA,NA,NA,NA,NA
"417","2020-04-22 16:19:21-03","UFPB","JPB","25155","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Pontes, AF","1999","09","24","Brasil","Paraíba","Cabedelo","Floresta Nacional da Restinga de Cabedelo","-34.833889","-6.981111","-34.833889","-6.981111","3","3","; DESC: Arbusto c/ +-1,5 m. Fruto de cor verde, seica c/ odor forte.","JPB0025155",NA,"Angiosperma","Dicotyledon","172","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","2020-04-22 16:19:21-03","UFPB","JPB","25157","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Pontes, AF","1999","09","24","Brasil","Paraíba","Cabedelo","Floresta Nacional da Restinga de Cabedelo","-34.833889","-6.981111","-34.833889","-6.981111","3","3","; DESC: Arbusto c/ +- 2m. Flor branca c/ muitos estames.","JPB0025517",NA,"Angiosperma","Dicotyledon","173","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","2020-04-22 16:19:21-03","UFPB","JPB","25559","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Pontes, AF; Lima, JR","2000","01","31","Brasil","Paraíba","Cabedelo","Floresta Nacional da Restinga de Cabedelo","-34.833889","-6.981111","-34.833889","-6.981111","3","3","; DESC: Arbusto c/ +- 1,5 m. Flor branca.","JPB0025559",NA,"Angiosperma","Dicotyledon","404","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","2020-04-22 16:19:21-03","UFPB","JPB","25560","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Pontes, AF; Lima, JR","2000","01","31","Brasil","Paraíba","Cabedelo","Floresta Nacional da Restinga de Cabedelo","-34.833889","-6.981111","-34.833889","-6.981111","3","3","; DESC: Arbusto c/ +- 1,2m. Flor branca.","JPB0025560",NA,"Angiosperma","Dicotyledon","405","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2020-04-22 16:19:21-03","UFPB","JPB","30645","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Gadelha Neto, PC","1995","12","26","Brasil","Paraíba","Sousa",NA,"-38.228056","-6.759444","-38.228056","-6.759444","220","220",NA,"JPB0030645",NA,"Angiosperma","Dicotyledon","275","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","2020-04-22 16:19:21-03","UFPB","JPB","32672","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Barbosa, MR; Pontes, AF; Cunha, JP; Lima, JR; Pereira, MS; Pessoa, MC","2004","02","16","Brasil","Paraíba","Araruna","Parque estadual da Pedra da Boca. Mata do Gemedouro.","-35.741667","-6.558333","-35.741667","-6.558333","570","570","; DESC: Arbusto, flores alvo esverdeadas.",NA,NA,"Angiosperma","Dicotyledon","2841","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","2020-04-22 16:19:21-03","UFPB","JPB","33171","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Gadelha Neto, PC","2004","07","10","Brasil","Paraíba","Sousa","Vale dos Dinossauros","-38.228056","-6.759444","-38.228056","-6.759444","220","220","; DESC: Subarbustivo. Flor branca. Em solo arenoso, no leito de rio temporário.&nf;Substrato arenoso.","JPB0033171",NA,"Angiosperma","Dicotyledon","1192","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2020-04-22 16:19:21-03","UFPB","JPB","33668","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Gadelha Neto, PC; Veloso, TMG; Lima, NT","2004","10","13","Brasil","Paraíba","João Pessoa","Jardim Botânico.","-34.863056","-7.115","-34.863056","-7.115","47","47","; DESC: Herbáceo. Flor branca. Pioneira, vegetando em locais abertos e ensolarados. Planta latescente. Substrato arenoso.","JPB0033668",NA,"Angiosperma","Dicotyledon","1292","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","2020-04-22 16:19:21-03","UFPB","JPB","37985","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Gadelha Neto, PC; Barbosa, MR; Lima, IB; Silva, CS","2007","09","26","Brasil","Paraíba","Mataraca","Millennium Inorganic Chemicals Mineração Ltda, Arenoso","-34.978633","-6.493619","-34.978633","-6.493619",NA,NA,"; DESC: Erva ereta, ramificada dicotomicamente, de ramos cilindricos, com cerca de 30cm. Flor branca. Fruto tricoca.","JPB0037985",NA,"Angiosperma","Dicotyledon","1828","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","2020-04-22 16:19:21-03","UFPB","JPB","38653","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Lima, IB","Lima, IB; Lima, JR; Gadelha Neto, PC; Barbosa, MR","2008","01","29","Brasil","Paraíba","Mataraca","Millennium Inorganic Chemicals Mineração Ltda, Mata da Mineradora. Tabuleiro.","-34.978633","-6.493619","-34.978633","-6.493619",NA,NA,"; HABITAT: Mata Atlântica. Restinga sobre dunas.; DESC: Erva ca. de 40-70cm de altura. Flores em botões. Frutos já passados.","JPB0038653",NA,"Angiosperma","Dicotyledon","877","Southern America",NA,NA,NA,NA,NA,"2011","04","26",NA,NA,NA,NA,NA
"427","2020-04-22 16:19:21-03","UFPB","JPB","39368","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Queiroz, RT","Queiroz, RT","2006","04","15","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó, Afloramento.","-37.265556","-6.575556","-37.265556","-6.575556",NA,NA,"; HABITAT: Caatinga.; DESC: Erva ereta. Flores brancas. frutos verdes. População média.",NA,NA,"Angiosperma","Dicotyledon","695","Southern America",NA,NA,NA,NA,NA,"2006","04","15",NA,NA,NA,NA,NA
"428","2020-04-22 16:19:21-03","UFPB","JPB","41539","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Lima, RB","Araújo, AAM; Freitas, GB","2007","04","15","Brasil","Paraíba","João Pessoa","Cabo Branco, Falésia do Cabo Branco","-34.863056","-7.115","-34.863056","-7.115","47","47","; HABITAT: Mata de Tabuleiro; DESC: Erva; 25cm de altura; Presença de tricomas; Tépalas rosas vináceas; Perigônio creme com botões e frutos verdes.",NA,NA,"Angiosperma","Dicotyledon","4","Southern America",NA,NA,NA,NA,NA,"2007","06","16",NA,NA,NA,NA,NA
"429","2020-04-22 16:19:21-03","UFPB","JPB","20389","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Laurênio, A","Agra, MF; Rocha, EA","1993","10","01","Brasil","Paraíba","Ingá","Itacoatiara, Microregião do Piemonte da Borborema.","-35.6044006347656","-7.28082990646362",NA,NA,NA,NA,"; HABITAT: Vegetação herbáceo-arbustiva, predominante rupestre.","JPB0020389",NA,"Angiosperma","Dicotyledon","2147","Southern America",NA,NA,NA,"14177","auto","2004","04",NA,NA,NA,NA,NA,NA
"430","2020-04-22 16:19:21-03","UFPB","JPB","5548","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Xavier Filho, L","1982","01","05","Brasil","Paraíba","João Pessoa","Campus I da UFPB","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"; DESC: Solo arenoso.","JPB0005548",NA,"Angiosperma","Dicotyledon","8","Southern America",NA,NA,NA,"15975","auto",NA,NA,NA,NA,NA,NA,NA,NA
"431","2020-04-22 16:19:21-03","UFPB","JPB","3953","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Chaves, MJ","Correia, IL","1971","10","18","Brasil","Paraíba","João Pessoa","Campus I da UFPB, Terrenos baldios atrás do DE/UFPB.","-34.8630981445312","-7.11499977111816",NA,NA,NA,NA,"; DESC: Arbustiva.","JPB0003953",NA,"Angiosperma","Dicotyledon","48","Southern America",NA,NA,NA,"15975","auto","1971","11","25",NA,NA,NA,NA,NA
"432","2020-04-22 16:19:21-03","UFPB","JPB","53658","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Costa, FCR","2002","03","22","Brasil","Pernambuco","Petrolina","Serrote do Urubu.","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,NA,"JPB0053658",NA,"Angiosperma","Dicotyledon","1942","Southern America",NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"433","2020-04-22 16:19:21-03","UFPB","JPB","53656","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Mangabeira, MO","2001","01","12","Brasil","Pernambuco","Petrolina","Sitío Cachoeira","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,NA,"JPB0053656",NA,"Angiosperma","Dicotyledon","1829","Southern America",NA,NA,NA,"90462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"434","2019-11-06 09:55:14-03","UFOP","OUPR","19420","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Messias, M.C.T.B.","Ataíde, E.S.","2007","05","04","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Samarco - Alegria 7","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto. Campo ferruginoso.",NA,NA,NA,NA,"55",NA,NA,NA,NA,"44599","auto","2008","03","05",NA,NA,NA,NA,NA
"435","2019-11-06 09:55:14-03","UFOP","OUPR","31908","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Pedrosa, L.G.","Pedrosa, L.G.","2018","09","12","Brasil","Minas Gerais","Ouro Preto","Barraginha","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Subarbusto, ca. 1,5m. Flores esverdeadas. Borda de mata.",NA,NA,NA,NA,"777",NA,NA,NA,NA,"44599","auto","2018","09","12",NA,NA,NA,NA,NA
"436","2019-11-06 09:55:14-03","UFOP","OUPR","4509","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Caruzo, M.B.R.","Badini, J.","1981","02","13","Brasil","Minas Gerais","Ouro Preto","Cachoeira do Campo, Caieira","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Sub-arbusto. Flores amareladas. Beira de estrada.",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"44599","auto","2006","07",NA,NA,NA,NA,NA,NA
"437","2020-12-04 13:19:08-03","UDESC","LUSC","4546","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Tagliari, F.","Tagliari, F.","2009","04","23","Brasil","Santa Catarina","São José do Cerrito","Sítio das Palmeiras.","-50.5800018310547","-27.6630992889404",NA,NA,NA,NA,NA,"LUSC008267","LUSC008267",NA,NA,NA,NA,NA,NA,NA,"37694","auto",NA,NA,NA,NA,NA,NA,NA,NA
"438","2020-10-14 10:01:21-03","FURB","FURB","3387","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Roedel, T.","2004","08","21","Brasil","Santa Catarina","Navegantes","Praia de Navegantes - Próximo ao Farol.","-48.6444444","-26.9047222","-48.6444444","-26.9047222",NA,NA,NA,"FURB01545","FURB01545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","2020-10-14 10:01:21-03","FURB","FURB","37526","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Funez, L.A.","Funez, L.A.","2011","12","17","Brasil","Santa Catarina","Xanxerê","Centro.","-52.3994444","-26.8722223","-52.3994444","-26.8722223","793","793",NA,"FURB24011","FURB24011",NA,NA,"231",NA,NA,NA,NA,NA,NA,"2014","08","07",NA,NA,NA,NA,NA
"440","2021-03-24 16:38:36-03","FURB","FURB","67364","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Funez, L.A.","Funez, L.A.","2019","12","20","Brasil","Santa Catarina","Xanxerê","Collato.","-52.3894444","-26.8752778","-52.3894444","-26.8752778","817","817","Flores esverdeadas Habitat: Ambiente ruderal Habito: Erva","FURB67364","FURB67364",NA,NA,"9278",NA,NA,NA,NA,NA,NA,"2019","12","20",NA,NA,NA,NA,NA
"441","2020-10-14 10:01:21-03","FURB","FURB","58211","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Funez, L.A.","Funez, L.A.","2018","02","13","Brasil","Santa Catarina","Xanxerê","Frederico Ferronato.","-52.4042015075684","-26.8768997192383",NA,NA,NA,NA,NA,"FURB58211","FURB58211",NA,NA,"7252",NA,NA,NA,NA,"16278","auto","2018","02","13",NA,NA,NA,NA,NA
"442","2021-03-16 17:53:16-03","UCS","HUCS","49464","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Caxambu, M.G.","Caxambu, G.M.","2017","03","02","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu, cercanias da BR-277","-53.713611","-25.084694","-53.713611","-25.084694","717","717","Relevosuave-ondulado &nf;Doação HCF 22400&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;; Subarbusto ca. 0,50m. Flores verdes e frutos imaturos verdes.",NA,NA,"Angiospermae","Malpighiales","7760",NA,NA,NA,NA,NA,NA,"2017","03","10",NA,NA,NA,NA,NA
"443","2021-03-16 17:53:16-03","UCS","HUCS","11918","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E.","Butzke, A.","1994","12","22","Brasil","Rio Grande do Sul","Erechim","Bairro Três Ventos","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,"campo limpo",NA,NA,"Angiospermae","Malpighiales","s.n.",NA,NA,NA,NA,"46790","auto","2019","05","16",NA,NA,NA,NA,NA
"444","2021-03-16 17:53:16-03","UCS","HUCS","28359","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E.","Hatschbach, G.","2003","06","20","Brasil","Bahia","Conde","Fazendinha","-37.6105995178223","-11.8135995864868",NA,NA,NA,NA,"sublenhosa - flor creme - clareira em restiga arbórea - Herbário MBM; clareira da restinga arbórea",NA,NA,"Angiospermae","Malpighiales","75573",NA,NA,NA,NA,"31737","auto","2019","05","16",NA,NA,NA,NA,NA
"445","2021-03-16 17:53:16-03","UCS","HUCS","51377","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Gonzatti, F.","2020","12","25","Brasil","Rio Grande do Sul","Monte Belo do Sul","Linha 80 da Leopoldina. Propriedade Gonzatti","-51.6316986083984","-29.1627998352051",NA,NA,NA,NA,"Erva ereta, ca. 50-60 cm de altura. Em solo úmido, ambiente alterado. Em potreiro.",NA,NA,"Angiospermae","Malpighiales","5684",NA,NA,NA,NA,"9187","auto","2020","12",NA,NA,NA,NA,NA,NA
"446","2021-03-16 17:53:16-03","UCS","HUCS","12308","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Valduga, E.","Cordeiro, J.","1995","12","07","Brasil","Paraná","Itaperuçu","Rio Açungui, Jacaré","-49.3478012084961","-25.2199993133545",NA,NA,NA,NA,"flor esverdeada - arbusto - 1,2 m; beira do rio",NA,NA,"Angiospermae","Malpighiales","1258",NA,NA,NA,NA,"36235","auto","2019","05","16",NA,NA,NA,NA,NA
"447","2020-09-25 10:57:40-03","UFPE","UFP-CARPOTECA","69","S","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Barbosa, M","Moura, DCM; Silva, RA","1999","09",NA,"Brasil","Sergipe","Olho d'água do casado","Caatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2019-02-21 19:34:08-03","UNEMAT","HERBAM","1808","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Milliken, W","Sasaki, D.; Milliken, W.; Nascimento, J. & Phillippsen, M.","2008","02","02","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Afloramentos rochosos em encosta da serra, próximo ao topo. Vegetação aberta em ilhas de solo.","-55.442778","-9.685278","-55.442778","-9.685278","435","435",NA,"HERBAM001808",NA,NA,NA,"2144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2019-02-25 16:35:32-03","UNEMAT","HERBAM","9107","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch",NA,"Soares, C.R.A.; Petini-Benelli, A.; Piva, J.H.; Brito, P.; Cazine, F.F.; Moura, V.; Benetti, E.;","2012","04","04","Brasil","Mato Grosso","Alta Floresta","MT 208, sentido Alta Floresta-Carlinda., Terra firme. Margem de estrada.","-56.069722","-10.809167","-56.069722","-10.809167","287","287",NA,"HERBAM009107",NA,NA,NA,"7560Ponto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2020-04-27 16:09:36-03","UFES","VIES","13813","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Iglesias, D.T.","Iglesias, D.T.; Dutra, V.F. & Barros, P.H.D.","2013","03","02","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande.","-41.086389","-20.518889","41º5'11''W","20º31'8''S",NA,NA,NA,"VIES013813","VIES013813",NA,NA,"147",NA,NA,NA,NA,NA,NA,"2013","03","02",NA,NA,NA,NA,NA
