"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"742","2020-02-04 13:06:00-03","MO","MOBOT","968688","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","O.L.M. Silva","Alfredo F. Fuentes","1995","7","31","Bolivia","Santa Cruz","Nuflo de Chavez","Estancia San Miguelito, 200 km NE de la ciudad de Santa Cruz; puesto San Miguelito.","-61.8666667","-17.0166667",NA,NA,"260.00000000",NA,NA,NA,NA,NA,NA,"Fuentes Claros 1021","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"743","2015-04-21 05:44:00-03","MO","MOBOT","3496576","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","P. Berry (MICH)","Ivan Linneo","2006","4","28","Bolivia","Cochabamba","Carrasco","Localidad de La guardia km 9,5 camino antiguo a Porongo a 8 cuadras sobre el camino y terreno con vegetación natural, tras casa de I. Linneo. Área con residuos de vegetación natural.","-63.2563889","-17.8497222",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,"Linneo Foronda 613","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"744","2016-05-07 20:50:00-03","MO","MOBOT","2935002","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Cornelis C. Berg|Andrew J. Henderson","1977","10","14","Brazil","Pará",NA,"Serra dos Carajás, Serra Norte. Patch of disturbed low forest near Amza. Exploration Camp.","-50","-6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berg 512","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"745","2016-05-07 20:31:00-03","MO","MOBOT","2933678","PreservedSpecimen","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","R.Liesner (MO)","Ieda L. do Amaral|M.N. Silva|O.P. Monteiro|J. Lima|Lois Brako|William D. Reese|M. Dibben","1983","4","26","Brazil","Pará","Itaituba","Município de Itaituba, estrada Santarém-Cuiabá, BR 163, km 794, Serra do Cachimno, Base Aérea, margem do rio Braço-Norte, afluente do Curuá. Savana, solo arenoso, úmido.","-54.9","-9.3666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amaral 956","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"746","2013-07-01 05:04:00-03","MO","MOBOT","2940309","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","R.L. Liesner (MO)","August Kappler","1844","4",NA,"Suriname","Paramaribo",NA,"In agris pr. urb. Paramaribo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kappler 1579","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"747","2008-05-27 22:02:00-03","MO","MOBOT","2933025","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","M.J. Huft","RABELO","1985","4","9","Brazil","Amapá",NA,"Cidade de Macapá-Ap, Terreno urbano abandonado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RABELO 3255","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","2008-05-27 22:02:00-03","MO","MOBOT","1196155","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","J.R. Abbott (BEREA)","J. Richard Abbott|Bonifacio Mostacedo C.","1995","2","3","Bolivia","Santa Cruz","Chiquitos","Candelaria, along railroad embankment over vast flood-plain of Tucavaca River.","-58.96666","-18.61666",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,"Abbott 16058","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","2008-05-27 22:02:00-03","MO","MOBOT","1418167","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","J. Murillo, Caldasia 21:","R. Romero Castañeda",NA,NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Romero Castañeda 1980","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","2016-01-21 12:56:00-02","MO","MOBOT","142975","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Luisa Z. Ahumada (CTESN)","Blas Pérez","1991","3",NA,"Paraguay","Central",NA,"Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.","-57.4666667","-25.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pérez Maricerich 829","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3",NA
"751","2011-06-08 17:17:00-03","MO","MOBOT","146479","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Alves, Marcus V.","L.B. Holm-Nielsen|et al.","1973","3","17","Ecuador","Guayas",NA,"Pacific coast 400 m E of Punta Carnero. Very dry sandy expanses.","-80.91666","-2.25",NA,NA,"0E8","5.00000000",NA,NA,NA,NA,NA,"Holm-Nielsen 2064","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","2011-06-08 17:17:00-03","MO","MOBOT","146495","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","O. Hamann","L.B. Holm-Nielsen|et al.","1973","3","19","Ecuador","Guayas",NA,"Low mountain NE of Chanduy. Rocky and sandy area with ravines.","-80.5","-2.35",NA,NA,"70.00000000","205.00000000",NA,NA,NA,NA,NA,"Holm-Nielsen 2158","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","2011-06-08 17:17:00-03","MO","MOBOT","146502","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Alves, Marcus V.","L.B. Holm-Nielsen|et al.","1973","3","19","Ecuador","Guayas",NA,"Low mountain NE of Chanduy. Rocky and sandy area with ravines.","-80.5","-2.35",NA,NA,"70.00000000","205.00000000",NA,NA,NA,NA,NA,"Holm-Nielsen 2169","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","2011-06-08 17:17:00-03","MO","MOBOT","146509","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","O. Hamann","L.B. Holm-Nielsen|et al.","1973","3","22","Ecuador","Guayas",NA,"Between Santa Elena and Punta Blanca. Beach and beach ridges.","-80.83333","-2.18333",NA,NA,"4.00000000",NA,NA,NA,NA,NA,NA,"Holm-Nielsen 2393","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","2011-06-08 17:17:00-03","MO","MOBOT","146519","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","O. Hamann","L.B. Holm-Nielsen|et al.","1973","3","23","Ecuador","Guayas",NA,"20 km S of Manglaralto. Mountain slope near Palmar. Dry rocks and sand.","-80.71666","-2.01666",NA,NA,"5.00000000","40.00000000",NA,NA,NA,NA,NA,"Holm-Nielsen 2490","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","2008-05-27 22:02:00-03","MO","MOBOT","146527","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Jens E. Madsen","1987","5","7","Ecuador","Guayas",NA,"Isla Puná. Vicinity of Puná Vieja. Semi-deciduous forest, swamps, meadows and salt marshes; disturbed.","-80.15","-2.95",NA,NA,"0E8",NA,NA,NA,NA,NA,NA,"Madsen 63347","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","2008-05-27 22:02:00-03","MO","MOBOT","1523206","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","M. Nee","Michael H. Nee",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,"Nee 47913","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","2008-05-27 22:02:00-03","MO","MOBOT","1531830","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","M. Nee","Michael H. Nee",NA,NA,NA,"Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,"390.00000000",NA,NA,NA,NA,NA,NA,"Nee 44336","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","2011-06-09 17:27:00-03","MO","MOBOT","157041","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Luisa Z. Ahumada (CTESN)","Elsa M. Zardini|Tulio Tillería","1992","1","27","Paraguay","Paraguarí",NA,"Acahay Massif. Easternmost Peak. Gallery forest at southern part.","-57.13333","-25.86666",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zardini 30159","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"648","3",NA
"760","2011-06-09 18:10:00-03","MO","MOBOT","1721754","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","A. Fuentes","Bonifacio Mostacedo C.","1997","11","13","Bolivia","Santa Cruz","Nuflo de Chavez","Comunidad Las Trancas, Lomerio.","-61.84805","-16.52166",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,"Mostacedo C. 3306","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","2008-05-27 22:02:00-03","MO","MOBOT","1721796","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","I.Vargas, 95","Robin B. Foster","1995","11","5","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Foster 13677","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","2008-05-27 22:02:00-03","MO","MOBOT","1721802","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","I.Vargas, 95","Robin B. Foster","1991","11","4","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Foster 13677","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","2013-12-29 15:43:00-02","MO","MOBOT","1761242","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","C. Cerón (QAP)","Carlos E. Cerón|Consuelo Montalvo A.|Nancy Torres","1992","4","13","Ecuador","Manabí","Puerto López","Parroquia Pto. López. Parque Nacional Machalilla. Matorral desertico tropical. Parroquia Machalilla. Sector Los Frailes.","-80.8","-1.56666",NA,NA,"0E8","20.00000000",NA,NA,NA,NA,NA,"Cerón Martínez 18671","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"182","1",NA
"764","2018-05-17 05:28:00-03","MO","MOBOT","2190952","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Berry, P. E., X-","María E. Múlgura|Norma B. Deginani|Charlotte M. Taylor","1994","3","21","Argentina","Jujuy","Ledesma","Parque Nacional Calilegua, primer sendero a 2 km de la entrada del parque",NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,"Múlgura 1440","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","2009-08-21 04:37:00-03","MO","MOBOT","2191015","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Bacigalupo, N. M.","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","2000","3","3","Argentina","Misiones","Guaraní","Predio Previsión Social, Arroyo Tambero","-54.21666","-26.85",NA,NA,"480.00000000",NA,NA,NA,NA,NA,NA,"Deginani 1608","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","2010-04-23 20:55:00-03","MO","MOBOT","2250496","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Bacigalupo, N. M.","Osvaldo Morrone|Norma B. Deginani|Ana M. Cialdella|Liliana M. Giussani","1998","2","21","Argentina","Jujuy","Ledesma","Ruta Prov. 31, 2 km del desvío de la Ruta Prov. 1 camino a Vinalito","-64.5","-23.71666",NA,NA,"540.00000000",NA,NA,NA,NA,NA,NA,"Morrone 2888","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","2017-07-13 05:17:00-03","MO","MOBOT","2250512","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Berry, P. E., X-","Fernando O. Zuloaga|Ana M. Cialdella|Cecilia Ezcurra|M. Mónica Ponce|Marcelo D. Vázquez Á.","1989","12","15","Argentina","Jujuy","Ledesma","de toma del Río Zora hacia Cafetales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zuloaga 2898","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","2018-05-17 05:28:00-03","MO","MOBOT","2250549","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Bacigalupo, N. M., 1/","María E. Múlgura|Manuel J. Belgrano|Silvia S. Denham|M.A. Romero","2000","11","14","Argentina","Misiones","General Manuel Belgrano","Andresito (ex Almirante Brown)","-54.03333","-25.66666",NA,NA,"270.00000000",NA,NA,NA,NA,NA,NA,"Múlgura 2668","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","2012-11-12 16:04:00-02","MO","MOBOT","2280424","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Foster's catalog note file","José Steinbach","1920","11","14","Bolivia","Santa Cruz","Sara","Buenavista",NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,"Steinbach G. 5077","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"770","2011-06-08 17:15:00-03","MO","MOBOT","2280501","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Foster's catalog note file","José Steinbach",NA,NA,NA,"Bolivia","Santa Cruz","Sara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Steinbach G. 6203","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","2011-06-08 17:15:00-03","MO","MOBOT","2280539","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Foster's catalog note file","José Steinbach",NA,NA,NA,"Bolivia","Santa Cruz","Sara","rio Surutú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Steinbach G. 6815","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","2011-04-03 14:36:00-03","MO","MOBOT","2289831","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Schinini, A., //","Aurelio Schinini|G. Cuadrado","1996","2","28","Argentina","Formosa","Pilcomayo","Laguna Naick Neck, Colonia El Paraíso, 5 Km W de Palma Sola","-58.1226","-25.221",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schinini Cacace 30464","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","2009-10-24 07:34:00-02","MO","MOBOT","2289853","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Berry, P. E., X-","Fernando O. Zuloaga|Norma B. Deginani","1988","1","19","Argentina","Jujuy","Ledesma","de Ruta Nacional 34 a Aguas Calientes, 10 km de Ruta 34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zuloaga 3647","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","2010-04-23 20:37:00-03","MO","MOBOT","2289874","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Berry, P. E., X-","Angel L. Cabrera|Silvia M. Botta|Ana M. Cialdella|A.D. Rotman","1980","11","24","Argentina","Jujuy","Ledesma","ruta 34, entre Calilegua y Caimancito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cabrera 32274","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","2017-07-13 05:17:00-03","MO","MOBOT","2289893","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Berry, P. E., X-","Angel L. Cabrera|Marcelo D. Vázquez Á.|Fernando O. Zuloaga","1979","10","23","Argentina","Jujuy","Ledesma","Calilegua, camino a los Cafetales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cabrera 30967","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","2009-10-24 09:20:00-02","MO","MOBOT","2289919","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Berry, P. E., X-","Angel L. Cabrera|Silvia M. Botta|Norma B. Deginani|Fernando O. Zuloaga","1981","5","13","Argentina","Jujuy","Ledesma","Fraile Pintado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cabrera 32760","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","2010-04-23 20:55:00-03","MO","MOBOT","2289949","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Bacigalupo, N. M.","Osvaldo Morrone|Norma B. Deginani|Ana M. Cialdella|Liliana M. Giussani","1998","2","22","Argentina","Jujuy","Santa Bárbara","ierras del Maíz Gordo, 4 km del Infiernillo camino al Puesto de Maíz Gordo, próximo al Río Maíz Gordo","-64.25","-24.26666",NA,NA,"1050.00000000",NA,NA,NA,NA,NA,NA,"Morrone 3042","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","2018-05-17 05:28:00-03","MO","MOBOT","2289966","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Berry, P. E., X-","Angel L. Cabrera|Silvia M. Botta|María E. Múlgura|Fernando O. Zuloaga","1987","3","12","Argentina","Salta","San Martín","9 km de Coronel Cornejo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cabrera 34397","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","2010-04-24 08:31:00-03","MO","MOBOT","2341097","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Bacigalupo, N. M.","Osvaldo Morrone|Norma B. Deginani|Sandra S. Aliscioni","2001","11","23","Argentina","Salta","Orán","16 km por la Ruta Prov. 18 desde el desvío de la Ruta Nac. 50 y 2 km al NW en senda petrolera abandonada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morrone 4038","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","2011-04-03 21:11:00-03","MO","MOBOT","2341295","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Schinini, A., //","A. Di Giácomo","2000","1","10","Argentina","Formosa","Laishí","Reserva Ecológica El Bagual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Di Giácomo 455","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","2011-04-03 21:11:00-03","MO","MOBOT","2396049","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Schinini, A., //","A. Di Giácomo","2000","1","10","Argentina","Formosa","Laishí","Reserva Ecológica El Bagual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Di Giácomo 455","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","2011-03-06 15:20:00-03","MO","MOBOT","2442150","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Bacigalupo, N. M.","O. Ahumada|A. Castellón","1998","12","18","Argentina","Jujuy","Santa Bárbara","Camino al chorro La Perla","-64.16666","-24.23333",NA,NA,"650.00000000",NA,NA,NA,NA,NA,NA,"Ahumada 9097","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","2010-02-15 15:39:00-02","MO","MOBOT","2442275","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Bacigalupo, N. M.","F. Biganzoli|Paola Peralta|G. Irrazabal|G. Massaccesi|B. Zucchino","2000","3","17","Argentina","Misiones","Cainguás","Predio UNLP Reserva Privada. Campito 5","-54.98861","-27.11555",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biganzoli 931","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","2018-06-22 05:25:00-03","MO","MOBOT","2453305","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Pe. Raulino Reitz|Roberto M. Klein","1963","12","31","Brazil","Santa Catarina",NA,"Mondaí. Perto da cidade",NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,"Reitz 16731","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","2009-07-31 17:12:00-03","MO","MOBOT","2489560","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Schinini, A., //","Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","1991","2","25","Paraguay","Boquerón",NA,"Est. Exp. Isla Poí. 30 Km SE de Loma Plata","-60","-22.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vanni 2268","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","2010-11-13 05:21:00-02","MO","MOBOT","2489590","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.","Degen, R.","Fátima Mereles","1993","6","19","Paraguay","Presidente Hayes",NA,"Est. Pozo Azul, s/ ruta Transchaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mereles H. 5213","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","2013-07-01 05:04:00-03","MO","MOBOT","2932150","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Philipp Salzmann","1827",NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Salzmann s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"788","2013-07-01 05:04:00-03","MO","MOBOT","2932176","PreservedSpecimen","Plantae","Euphorbiaceae","Croton","lobatus","Croton lobatus","L.",NA,"Jacques S. Blanchet",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blanchet 3654","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"789","2015-05-20 10:34:38-03","UFERSA","MOSS","1169","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Carneiro-Torres, D.S.","Oliveira, O.F. de","1979","04","02","Brasil","Rio Grande do Norte","Mossoró","Campus da ESAM.","-37.344444","-5.191944","37W20'40","5S11'31","10","10","Arbusto; coletado em ambiente perturbado; solo bem drenado; frequente; flor branca.",NA,NA,NA,NA,"664","América do Sul",NA,NA,NA,NA,NA,"2008","02","01",NA,NA,NA,NA,NA
"790","2015-05-20 10:34:38-03","UFERSA","MOSS","1171","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Carneiro-Torres, D.S.","Oliveira, O.F. de","1979","04","02","Brasil","Rio Grande do Norte","Mossoró","Campus da ESAM.","-37.344444","-5.191944","37W20'40","5S11'31","10","10","Arbusto; coletado em ambiente perturbado; solo bem drenado; freqüente; flor branca.",NA,NA,NA,NA,"665","América do Sul",NA,NA,NA,NA,NA,"2008","02","01",NA,NA,NA,NA,NA
"791","2015-05-20 10:34:38-03","UFERSA","MOSS","1772","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Carneiro-Torres, D.S.","Filgueira, M.A.","1981","06","02","Brasil","Rio Grande do Norte","Mossoró",NA,"-37.344444","-5.1875","37W20'40","5S11'15","10","10","Subarbustos; coletado em quintal; frequente; flor feminina verde.",NA,NA,NA,NA,"1","América do Sul",NA,NA,NA,NA,NA,"2008","02","01",NA,NA,NA,NA,NA
"792","2015-05-20 10:34:38-03","UFERSA","MOSS","4154","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Carneiro-Torres, D.S.","Kleber Jacinto","1994","01","30","Brasil","Rio Grande do Norte","Mossoró","Sítio Ingá, Bom Jesus.","-37.344167","-5.1875","37W20'39","5S11'15","16","16","Flor amarela; n.v.: pinhãozinho.",NA,NA,NA,NA,"2","América do Sul",NA,NA,NA,NA,NA,"2008","02","01",NA,NA,NA,NA,NA
"793","2015-05-20 10:34:38-03","UFERSA","MOSS","4402","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Carneiro-Torres, D.S.","Morais, G.E. de S.","1994","12","05","Brasil","Rio Grande do Norte","Governador Dix-Sept Rosado","Margem do Rio Mossoró.","-37.520833","-5.458889","37W31'15","5S27'32","26","26","Flor amarela; n.v.: pasto-do-rio.",NA,NA,NA,NA,"7","América do Sul",NA,NA,NA,NA,NA,"2008","02","01",NA,NA,NA,NA,NA
"794","2015-05-20 10:34:38-03","UFERSA","MOSS","5373","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Carneiro-Torres, D.S.","Lins, M.E. de O.","1994","12","10","Brasil","Rio Grande do Norte","Natal","Bosque dos Namorados","-35.209444","-5.795","35W12'34","5S47'42","30","30","Erva.",NA,NA,NA,NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,"2008","02","01",NA,NA,NA,NA,NA
"795","2015-05-20 10:34:38-03","UFERSA","MOSS","9281","S","Plantae","Euphorbiaceae","Astraea","lobata","Astraea lobata","(L.) Klotzsch","Carneiro-Torres, D.S.","Oliveira, O.F. de","2005","08","21","Brasil","Rio Grande do Norte","Mossoró","Campus da UFERSA.","-37.344444","-5.191944","37W20'40","5S11'31","10","10",NA,NA,NA,NA,NA,"5194","América do Sul",NA,NA,NA,NA,NA,"2008","02","01",NA,NA,NA,NA,NA
