"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","typeStatus","relatedCatalogItem"
"48","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","33927",NA,"Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","L. Kollmann/13-04-2010",NA,NA,NA,"R. Goldenberg; et al","1084","2008","05","03","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,"Epífita sobre tronco recém-caído. Frutos brancos e rosados, translucidos.","MBML033927","MBML033927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-04 11:04:47-03","UFRB","HURB","12233","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","E.E.Pereira","1993","08",NA,"Leoni, L.S.",NA,"1989","10","21","Brasil","Minas Gerais","Carangola","Fazenda Santa Rita;","-42.033333","-20.766667","42º02'W","20º46'S","600","600",NA,"HURB000012233","HURB000012233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-04 11:04:47-03","UFRB","HURB","12226","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","J.A.Lombardi","2002","08",NA,"Leoni, L.S.","3442","1996","08","09","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional; Próximo ao córrego Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,"1300","1300",NA,"HURB000012226","HURB000012226",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA
"51","2020-06-15 15:29:46-03","UNESP-RC","HRCB","27089","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Sena, L.Y.S.","2004","08",NA,"Bertoncini, A.P.","708","1996","12","11","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar","-44.9599990844727","-23.0699996948242","W","S",NA,NA,"Frutos crassos esverdeados",NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"52","2020-06-17 15:24:58-03","UNESP-RC","HRCB","12832","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C. Weber","D. C. Zappi",NA,NA,NA,"Furlan, A.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"53","2020-06-15 15:29:46-03","UNESP-RC","HRCB","14063","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber",NA,NA,NA,NA,"Taylor, N. P.","1643","1991","06","13","Brasil","São Paulo","Ilha Bela","Ilha de São Sebastião",NA,NA,NA,NA,NA,NA,"Ramos verde claros, artículos 2-3,5 cm compr., di-tricotômicos, regulares, 1,5-2 mm diam., aréolas terminais alvas a acastanhadas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-06-15 15:29:46-03","UNESP-RC","HRCB","55377","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Almeida, O.J.H","2011","04",NA,"Lombardi","8422","2011","04","12","Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Orgãos","-43.001361","-22.493944","43º00'04.9W","22º29'38,2S","390","390","Epífita com ramo pêndulos, frutos translúcidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-06-15 15:29:46-03","UNESP-RC","HRCB","70709","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Lombardi, J.A.",NA,NA,NA,"Taxonomia de campo 2017/grupo verde",NA,NA,NA,NA,"Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar, Núcleo Cunha",NA,"-23.233333","45º01O","23°14'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-06-15 15:29:46-03","UNESP-RC","HRCB","27090","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Taylor, N. P. & Zappi, D.C.","2004","08","10","Bertoncini, A.P.","743","1996","12","12","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar","-44.9599990844727","-23.0699996948242","W","S",NA,NA,"Frutos crassos esverdeados",NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"57","2020-06-17 15:24:58-03","UNESP-RC","HRCB","9514","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C. Weber","M. A. Freitas",NA,NA,NA,"Cunha, N. M. L.",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"58","2017-11-24 14:10:20-02","UFLA","ESAL","2319","S","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Maria de Fátima Freitas",NA,NA,NA,"Marcos Grande","03",NA,NA,NA,"Brasil","São Paulo","Campinas","Rua Anuar M. B.","-47.060001373291","-22.8999996185303",NA,NA,"6","6","erva; 1.0; branca; baciforme de cor branca ou rósea",NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","3054094","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata",NA,NA,NA,NA,NA,"J. N. Rose","20653","1915","8","1","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"60","2020-09-12 05:00:02-03","US","US","762943","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata",NA,NA,NA,NA,NA,"P. G. Lorentz & G. H. Hieronymus","Rose 21163","1915","8","12","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00182373","US00182373_01",NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"61","2020-09-12 05:00:02-03","US","US","762689","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata",NA,NA,NA,NA,NA,"J. N. Rose & P. G. Russell","20653","1915","8","1","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00182375","US00182375_01",NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"62","2020-09-12 05:00:02-03","US","US","1038837","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata",NA,NA,NA,NA,NA,"J. N. Rose","20403","1915",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00182378","US00182378_01",NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"63","2020-09-12 05:00:02-03","US","US","762776","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata",NA,NA,NA,NA,NA,"J. N. Rose & G. Rose","20816","1915","8","12","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"1000","1500",NA,"US00182374","US00182374_01",NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"64","2020-09-12 05:00:02-03","US","US","762522","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata",NA,NA,NA,NA,NA,"J. N. Rose & G. Rose","20308","1915","7","19","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00182377","US00182377_01",NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"65","2020-09-12 05:00:02-03","US","US","762780","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata",NA,NA,NA,NA,NA,"J. N. Rose & G. Rose","20825","1915","8","12","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00182372","US00182372_01",NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"66","2020-09-12 05:00:02-03","US","US","2987498","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata",NA,NA,NA,NA,NA,"J. A. Shafer","s.n.","1917",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00182370","US00182370_01",NA,"Caryophyllales","South America - Neotropics",NA,NA,NA,NA,NA,"Dicotyledonae","1",NA,NA
"67","2019-11-13 11:17:22-03","USP","SPF","191361","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Calvente, AM","2006",NA,NA,"Calvente, AM","238","2006","09","11","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca","-43.2","-22.916667","-43.2","-22.916667","661","1021",NA,"SPF00191361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-13 11:17:22-03","USP","SPF","191362","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Calvente, AM","2006",NA,NA,"Calvente, AM","244","2006","09","11","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca","-43.2","-22.916667","-43.2","-22.916667","661","1021",NA,"SPF00191362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-13 11:17:22-03","USP","SPF","191363","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Calvente, AM","2006",NA,NA,"Calvente, AM","240","2006","09","11","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca","-43.2","-22.916667","-43.2","-22.916667","661","1021",NA,"SPF00191363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-13 11:17:22-03","USP","SPF","198992","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Calvente, AM","2010","06",NA,"Kollmann, L","3156","2000","10","13","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,NA,"SPF00198992",NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA
"71","2019-11-13 11:17:22-03","USP","SPF","198993","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Calvente, AM","2010","06",NA,"Kollmann, L","7146","2004","10","30","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,NA,"SPF00198993",NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA
"72","2019-11-13 11:17:22-03","USP","SPF","214324","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Kollmann, L","2010","04",NA,"Goldenberg, R","1084","2008","05","03","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.184700012207","-20.6035995483398",NA,NA,"1200","1250",NA,"SPF00214324",NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA
"73","2019-11-13 11:17:22-03","USP","SPF","198994","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Calvente, AM","2010","06",NA,"Kollmann, L","7359","2005","02",NA,"Brasil","Espírito Santo","Santa Teresa","Lombardia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"SPF00198994",NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"74","2019-11-13 11:17:22-03","USP","SPF","198991","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Calvente, AM","2010","06",NA,"Kollmann, L","5384","2002","01","29","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi","-40.6002998352051","-19.9356002807617",NA,NA,"800","800",NA,"SPF00198991",NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"75","2019-11-13 11:17:22-03","USP","SPF","194569","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Gonzaga, DR","2015","07",NA,"Calvente, AM","165","2005","11","25","Brasil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano","-42.0080986022949","-21.9552993774414",NA,NA,"1300","1300",NA,"SPF00194569",NA,NA,NA,NA,NA,NA,"30526","auto",NA,NA,NA,NA,NA
"76","2019-11-13 11:17:22-03","USP","SPF","235000","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Taylor, NP","1995","02","02","Castellanos, A","24569","1964","02","11","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"SPF00235000",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,"isoneotype",NA
"77","2019-11-13 11:17:22-03","USP","SPF","95883","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Taylor, NP","1997","03",NA,"Shirasuna, RT","81","1994","09","29","Brasil","São Paulo","Bananal","Serra da Bocaina","-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,NA,"SPF00095883",NA,NA,NA,NA,NA,NA,"26795","auto",NA,NA,NA,NA,NA
"78","2019-11-13 11:17:22-03","USP","SPF","101166","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Calvente, AM","2004","02",NA,"Sugiyama, M","1349","1995","05","09","Brasil","São Paulo","Bananal","Serra da Bocaina","-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,NA,"SPF00101166",NA,NA,NA,NA,NA,NA,"26795","auto",NA,NA,NA,NA,NA
"79","2019-11-13 11:17:22-03","USP","SPF","122003","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Zappi, DC","2001","12",NA,"Bertoncini, AP","734","1996","12","12","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,"SPF00122003",NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"80","2019-11-13 11:17:22-03","USP","SPF","122002","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Zappi, DC","2001","12",NA,"Bertoncini, AP","708","1996","12","11","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,"SPF00122002",NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"81","2019-11-13 11:17:22-03","USP","SPF","72104","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber","Anônimo",NA,NA,NA,"Zappi, DC","86","1989","02","09","Brasil","São Paulo","Ilhabela","São Sebastião.","-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,NA,"SPF00072104",NA,NA,NA,NA,NA,NA,"23719","auto",NA,NA,NA,NA,NA
"82","2020-07-23 12:01:23-03","CEPLAC","CEPEC","73036","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata",NA,"Ma. de F. Freitas",NA,NA,NA,"R. Marquete","2055","1989","06","29","Brasil","Rio de Janeiro","santa maria madalena","Parque Estadual do Desengano, caminho p/ rifa.","-42.0080986022949","-21.9552993774414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30526","auto",NA,NA,NA,NA,"30/09/1995"
"83","2021-02-23 13:22:01-03","MN","R-TIPOS","232649","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C. Weber","Taylor, N.","1995","02","02","Castellanos, A.","24569","1964","02","11","Brasil","Rio de Janeiro","Teresópolis","Granja Comari","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"R000232649",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,"Neotypus",NA
"84","2020-07-02 08:39:46-03","IBt","SP","278228","S","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber",NA,NA,NA,NA,"Sugiyama, M","1349","1995","05","09","Brasil","São Paulo","Bananal","Serra da Bocaina","-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26795","auto",NA,NA,NA,NA,NA
"85","2020-07-02 08:39:46-03","IBt","SP","278235","S","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber",NA,NA,NA,NA,"Shirasuna, RT","81","1994","09","29","Brasil","São Paulo","Bananal","Serra da Bocaina","-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26795","auto",NA,NA,NA,NA,NA
"86","2020-08-27 12:19:16-03","IBt","SP","310622","S","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber",NA,NA,NA,NA,"Bertoncini, AP","708","1996","12","11","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"87","2020-08-27 12:19:16-03","IBt","SP","310624","S","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber",NA,NA,NA,NA,"Bertoncini, AP","734","1996","12","12","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"88","2020-08-27 12:19:16-03","IBt","SP","303901","S","Plantae","Cactaceae","Rhipsalis","clavata","Rhipsalis clavata","F.A.C.Weber",NA,NA,NA,NA,"Leitão Filho, HF","34317","1996","02","03","Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
