"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","typeStatus","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"49","2015-09-04 15:49:23-03","MNHN","RECOLNAT_MNHN_P","P04518878","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Reitz|Klein",NA,"1965","11","14",NA,"Brasil","Paraná","Guarapuava","10 km ao oeste de Guarapuava","-51.4580993652344","-25.395299911499","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518878' target='other'> <mi>dwc_moreinfo</mi></a>","P04518878","P04518878_01",NA,"1100",NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,"17650",NA
"50","2015-09-04 15:49:23-03","MNHN","RECOLNAT_MNHN_P","P04518877","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Smith, L.B.|Klein, R.",NA,"1956","11","18",NA,"Brasil","Santa Catarina","Santo Amaro da Imperatriz","Head of gulf, eastern edge of Campo dos Padres, Dist. Anitapolis","-48.7785987854004","-27.6881008148193","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518877' target='other'> <mi>dwc_moreinfo</mi></a>","P04518877","P04518877_01",NA,"1600",NA,"22435","auto",NA,NA,NA,NA,NA,NA,NA,NA,"7785",NA
"51","2015-09-04 15:49:23-03","MNHN","RECOLNAT_MNHN_P","P04518876","PreservedSpecimen",NA,NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Hatschbach, G.",NA,"1967","8","2",NA,"Brasil","Paraná","Campina Grande do Sul","Pici Caratuva","-49.0553016662598","-25.3055992126465","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04518876' target='other'> <mi>dwc_moreinfo</mi></a>","P04518876","P04518876_01",NA,"1800",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,"16821",NA
"52","2021-02-11 17:21:54-03","UFPR","UPCB","25977","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Leoni, B.S.","3077","1995","09","29",NA,"Brasil","Minas Gerais",NA,"Caparaó, Parque Nacional Camp Montana",NA,NA,NA,"Arbusto, 15-17m, ramos numerosos, folhas coriáceas, corola brancacenta. Ao lado de manancial hídrico..",NA,NA,"Bidá, A.","2100","2100",NA,NA,"1996","03","07",NA,NA,NA,NA,NA,NA,NA
"53","2021-02-11 17:21:54-03","UFPR","UPCB","25978","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Leoni, B.S.","3146","1995","12","12",NA,"Brasil","Minas Gerais",NA,"Caparaó, Parque Nacional Camp Montana",NA,NA,NA,"Arbusto, ereto, até 2m, fruto maduro vinoso-roxo. Ao lado de manacial hídrico..",NA,NA,"Bidá, A.","2100","2100",NA,NA,"1996","03","07",NA,NA,NA,NA,NA,NA,NA
"54","2021-02-11 17:21:54-03","UFPR","UPCB","26745","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Pereira, C.","806","1977","08","12",NA,"Brasil","Rio de Janeiro",NA,"Itatiaia",NA,NA,NA,"Subarbusto, com botão..",NA,NA,"Bidá, A.","2350","2350",NA,NA,"1996","04","10",NA,NA,NA,NA,NA,NA,NA
"55","2021-02-11 17:21:54-03","UFPR","UPCB","3122","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Brade","17138","1941","10",NA,NA,"Brasil","Minas Gerais",NA,"Serra do Caparaó",NA,NA,NA,"Árvore pequena..",NA,NA,"Bidá, A.","2000","2000",NA,NA,"1996","04","11",NA,NA,NA,NA,NA,NA,NA
"56","2021-02-11 17:21:54-03","UFPR","UPCB","31808","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Shepherd, G.J.","97-66","1997","02","18",NA,"Brasil","São Paulo","Queluz","Crista da montanha vizinha à Pedra da Mina","-44.834167","-22.431389",NA,"Subarbusto, 30cm. Vegetação subarbustiva e herbácea sobre pedras..",NA,NA,"Bidá, A.","2500","2660",NA,NA,"1997","10","16",NA,NA,NA,"-44.834167","-22.431389",NA,NA
"57","2021-02-11 17:21:54-03","UFPR","UPCB","31809","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Shepherd, G.J.","97-45","1997","02","18",NA,"Brasil","São Paulo","Queluz","Crista da montanha vizinha à Pedra da Mina","-44.834167","-22.431389",NA,"Subarbusto, 50cm. Vegetação subarbustiva e herbácea sobre pedras..",NA,NA,"Bidá, A.","2500","2660",NA,NA,"1997","10","16",NA,NA,NA,"-44.834167","-22.431389",NA,NA
"58","2021-02-11 17:21:54-03","UFPR","UPCB","26177","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Matos, J.R.","2071","1968","10","15",NA,"Brasil","Minas Gerais","Camanducaia","Fazenda Bela Vista","-46.1446990966797","-22.7553005218506",NA,"Árvore pequena, ca 4m, flor alva..",NA,NA,"Bidá, A.","1500","1500","22140","auto","1996","04",NA,NA,NA,NA,NA,NA,NA,NA
"59","2016-03-08 12:36:00-03","MO","MOBOT","3385688","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Ronaldo Wasum|et al.","Wasum 3445","1987","10","31","South America","Brazil","Rio Grande do Sul","São Francisco de Paula","Lajeado Grande.","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"800.00000000",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"60","2020-07-24 17:21:15-03","MBML","MBML-HERBARIO","42089",NA,"Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","F. Almeda; J.L.M. Aranha Filho, P.W. Fritsch & R. Belinello","8794","2004","11","11",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Serra do Mar, Pico da Caledônia. Downslope from the summit near the NE tower facing Tres Picos","-42.589139","-22.356194",NA,"Windswept elfin forest. Tree 3-5m. Flowers mostly hermaphroditic. Corolla white , anthers yellow. Ovary at anthesis 3-locular. Fruits 1-locular and green when immature","MBML042089",NA,"J.L.M. Aranha Filho/X-2005","2219","2219",NA,NA,NA,NA,NA,NA,NA,NA,"42W35'20,9","22S21'22,3",NA,NA
"61","2017-11-24 14:12:33-02","UFLA","ESAL","27217","S","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Batista, TA","452",NA,NA,NA,NA,"Brasil","Minas Gerais","Itamonte","Hotel casa alpina","-44.8699989318848","-22.283899307251",NA,"; ; ;",NA,NA,"Santos, RM",NA,NA,"26914","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-11-18 11:50:15-03","UERJ","HRJ","12838","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Ilaíne Matos","107","2015","07","18",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.7","-22.366667",NA,"Arbusto 1 m Habito: arbusto","HRJ00011896",NA,"Ilaíne Matos","2400","2400",NA,NA,"2017","06","30",NA,NA,NA,"44º42'W","22º22'S",NA,NA
"63","2020-09-12 05:00:02-03","US","US","1952990","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae pentandra","Mattos","G. Hatschbach","358","1946","9","7","South America","Brazil","Paraná",NA,"Piraquara.",NA,NA,NA,NA,"US00112669","US00112669_01",NA,NA,NA,NA,NA,NA,NA,NA,"pentandra","Isotype","Dicotyledonae",NA,NA,NA,"1"
"64","2020-09-12 05:00:02-03","US","US","2742849","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae",NA,"-- Reitz & Klein, --","4917","1957","9","7","South America","Brazil","Santa Catarina",NA,"Campo Novo, mafra. Capoeira.",NA,NA,NA,NA,"US03135754","US03135754_01",NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"65","2020-09-12 05:00:02-03","US","US","2123229","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae",NA,"R. Reitz","2518",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,"Campo dos Padres, Bom Retiro.",NA,NA,NA,NA,"US03135755","US03135755_01",NA,"1900",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"66","2020-09-12 05:00:02-03","US","US","3125828","PreservedSpecimen","Plantae",NA,"Ebenales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae",NA,"R. Wasum & et al.","3445","1987","10","31","South America","Brazil","Rio Grande do Sul",NA,"São Francisco de Paula-Lajeado Grande.",NA,NA,NA,NA,"US03135753","US03135753_01",NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"67","2019-11-13 11:32:24-03","USP","SPF","108765","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Shepherd, GJ","9745","1997","02","18",NA,"Brasil","São Paulo","Queluz","Entre 22°25'53'W e 22°26'08''Se entre 44°50'03 e 44°50'05''W.","-44.7700004577637","-22.5300006866455",NA,NA,"SPF00108765",NA,"Aranha Filho, JLM","2500","2660","14382","auto","2004","12",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-10-07 09:13:04-03","UEFS","HUEFS","184211","PreservedSpecimen","Plantae","Angiospermae","Ericales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Braga, J.M.A.","2335","1995","04","26",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Estrada para o Pico das Agulhas Negra.","-44.566667","-22.25",NA,NA,"HUEFS0184211","HUEFS0184211",NA,"2300","2300",NA,NA,NA,NA,NA,NA,NA,"Asteranae","44W34'0''","22S15'0''",NA,NA
"69","2019-01-23 10:12:54-02","F","FMNH-SEEDPLANTS","V0360983F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae",NA,"H. Wawra","417",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0360983F","V0360983F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","Dicotyledoneae",NA,NA,NA,NA
"70","2020-07-23 12:23:40-03","CEPLAC","CEPEC","137196","PreservedSpecimen","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae",NA,"J. M. A. Braga","2335",NA,NA,NA,NA,"Brasil","Rio de Janeiro","ITATIAIA",NA,"-44.5633010864258","-22.4960994720459",NA,"<ll>dwc_commonname:</ll>",NA,NA,"J. L. M. Aranha Filho",NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-08-20 20:38:36-03","UFSC","FLOR","28561","PreservedSpecimen","Plantae",NA,"Ericales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Shepherd, G.J.; et alii","97-66","1997","02","18",NA,"Brasil","São Paulo","Queluz","Crista da montanha vizinha à Pedra da Mina.","-44.834167","-22.431389",NA,"subarbusto, 0,3m altura. Duplicata de UPCB 31808. Habitat: vegetação subarbustiva e herbácea sobre pedras","FLOR0028561",NA,"Bidá, A.","2500","2500",NA,NA,"1997",NA,NA,NA,NA,NA,"44º50'3''W","22º25'53''S",NA,NA
"72","2018-08-30 09:49:39-03","CAS","CAS-BOT","591195","PreservedSpecimen","Plantae","Magnoliophyta","Ebenales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Almeda, F.; Fritsch, P. W.; Aranha Filho, J. L. M.; Belinello, R.","8794","2004","11",NA,"South America","Brazil","Rio de Janeiro",NA,"Serro do Mar. Pico da Caledônia. Downslope from the summit near the NE tower facing Tres Picos","-42.5868166667","-22.3537166667",NA,"Tree 3-5 m. Flowers mostly hermaphroditic. Corolla white; anthers yellow. Ovary at anthesis 3-locular. Fruits 1-locular and green when immature.",NA,NA,NA,"2219","2245",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","42° 35.209' W","22° 21.223' S",NA,NA
"73","2014-12-02 11:48:22-02","CAS","CAS-BOT","410658","PreservedSpecimen","Plantae","Magnoliophyta","Ebenales","Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Almeda, F.; Martins, A. B.; Fritsch, P. W.; Aranha Filho, J. L.M.; Bush, C.; Belinello, R.","9779","2009","3",NA,"South America","Brazil","Rio de Janeiro",NA,"Municipio Teresópolis. Parque Nacional da Serra dos Orgãos. Trail to Pedra do Sino.","-43.02779","-22.45943",NA,"Densely branched tree 6-7 m tall with a spreading crown. Mature fruits purplish black. Uncommon.",NA,NA,NA,"2000","2079",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","43.02779° W","22.45943° S",NA,NA
"74","2019-11-21 10:19:35-03","IBt","SP","54232","S","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae pentandra","Mattos","Hatschbach, G","358","1946","11","07",NA,"Brasil","Paraná","Piraquara","Florestal. Em capão","-49.0633010864258","-25.4416999816895",NA,"Arbusto 2 m. Flor branca","SP001658","SP001658","Bidá, A","930","930","12577","auto","1996","02","15","pentandra","Isotype",NA,NA,NA,NA,NA
"75","2020-09-10 10:18:32-03","IBt","SP","312689","S","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Shepherd, GJ","97-45","1997","02","18",NA,"Brasil","São Paulo","Queluz",NA,"-44.7700004577637","-22.5300006866455",NA,NA,NA,NA,NA,NA,NA,"14382","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-09-10 10:18:32-03","IBt","SP","312708","S","Plantae",NA,NA,"Symplocaceae","Symplocos","itatiaiae","Symplocos itatiaiae","Wawra","Shepherd, GJ","97-66","1997","02","18",NA,"Brasil","São Paulo","Queluz",NA,"-44.7700004577637","-22.5300006866455",NA,NA,NA,NA,NA,NA,NA,"14382","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
