"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","sex"
"50","2020-12-11 11:32:03-03","UFMG","BHCB","19761","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"Stehmann, JR; et al.","s.n.","1991","05","18","Southern America","Brasil","Minas Gerais","Cachoeira do Falcão.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-19 17:58:27-03","UFMG","BHCB","89504","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"Alves, TMA; Sobral, M","234","2003","10","28","Southern America","Brasil","Minas Gerais","RPPN Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,NA,"Catas Altas","11966","auto",NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-10 17:21:23-03","UFMG","BHCB","142027","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"Oliveira, CT; Giacomin, LL","113","2008","08","28","Southern America","Brasil","Minas Gerais","RPPN Santuário do Caraça, Subida para Pico da Carapuça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Arbusto de 1,5m, flores verdes.","BHCB012431","BHCB012431","Catas Altas","11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-19 17:58:27-03","UFMG","BHCB","41782","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"Duarte, AP","11584","1969","05","20","Southern America","Brasil","Minas Gerais","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408","2000","2000",NA,NA,NA,NA,"Ouro Branco","13809","auto",NA,"2003","11",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-19 17:58:27-03","UFMG","BHCB","52738","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"Vasconcelos, MF de","s.n.","2000","04","11","Southern America","Brasil","Minas Gerais","Serra do Caraça, Pico do Inficionado.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Arbustivo.; Campo rupestre.",NA,NA,"Catas Altas","11966","auto",NA,"2000","07",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-11 11:32:03-03","UFMG","BHCB","66967","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"Mota, RC da","769","2000","04","02","Southern America","Brasil","Minas Gerais","Serra do Caraça., Planta coletada em campo rupestre","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Arbusto",NA,NA,"Catas Altas","11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:32:03-03","UFMG","BHCB","53502","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"Vasconcelos, MF de","s.n.","2000","05","07","Southern America","Brasil","Minas Gerais","Serra do Caraça, Portal.","-43.4075012207031","-20.0746994018555","1500","1500",NA,"Arbustivo.; Campo rupestre.",NA,NA,"Catas Altas","11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-11 11:32:03-03","UFMG","BHCB","55239","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"Magalhães, GM","1297","1942","01","28","Southern America","Brasil","Minas Gerais","Serra do Itatiaia","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto, 2m.; Entre pedras.",NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-02-11 17:17:54-03","UFPR","UPCB","71789","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart.","Groppo, M.","Goldenberg, R.","1514","2011","02","04",NA,"Brasil","Minas Gerais","Estrada para Rodrigo Silva (variante da estrada Ouro Preto - Ouro Branco)","-43.612778",NA,NA,NA,NA,"Arbusto 1m. Folhas coriáceas, que fazem um ruído caracteristico ao chocarem-se umas às outras em presença de vento; frutos verdes, passando a vinosos Campo rupestre.",NA,NA,"Ouro Preto",NA,NA,NA,"2011","09","02","-43.612778",NA,NA,NA,NA,NA
"59","2009-10-21 07:13:00-02","MO","MOBOT","2846918","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","J. Kallunki","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 35808","1972","2","11","South America","Brazil","Minas Gerais","Serra do Espinhaco. Eastern slopes of Pico do Itambé, first large sandstone outcrop below the summit; sandstone and adjacent meadows, with both sandy soil and overlying humus.",NA,NA,"1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","2847081","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","G. Edwin","Ghillean T. Prance","Prance 24642","1977","3","1","South America","Brazil","Amazonas","Rio Solimões. Belém, near mouth of Igarapé Preto, Rio Solimões.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-08-31 08:52:43-03","INPA","INPA","62873","S","Plantae","Dicotyledon Asterids","Aquifoliales","Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"Rodrigues, WA","9686","1977","01","26","Southern America","Brasil","Minas Gerais","Entre Ouro Preto e Lavras Novas., Entre Ouro Preto e Lavras Novas.",NA,NA,NA,NA,NA,NA,"INPA0062873","INPA0062873 INPA0062873_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-08-31 08:52:43-03","INPA","INPA","91614","S","Plantae","Dicotyledon Asterids","Aquifoliales","Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","Edwin, G","Prance, GT","24642","1977","03","01","Southern America","Brasil","Amazonas","Belém, Igarape Preto, Rio Solimões., Belém, near mouth of Igarapé Preto, Rio Solimões.","-69.5655","-3.775233",NA,NA,NA,NA,"INPA0091614","INPA0091614 INPA0091614_e INPA0091614_e1",NA,NA,NA,NA,"1990",NA,NA,"-69.5655","-3.775233",NA,NA,NA,NA
"63","2020-06-15 15:28:33-03","UNESP-RC","HRCB","63531","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. Ex Reissek","Lombardi, J.A.","Lombardi","10402","2014","09","16",NA,"Brasil","Minas Gerais","MG-129 Estrada Ouro Preto/Ouro Branco, junto a bifurcação para Lavras Novas.","-43.563972","-20.4425","1240","1240",NA,"Arbusto ca. 2m, folhas cartáceas, folhas novas e botões roxos.",NA,NA,"Ouro Preto",NA,NA,NA,"2014","09",NA,"43º33'50.3W","20º26'33.0S",NA,NA,NA,NA
"64","2019-05-23 11:07:37-03","UFLA","ESAL","21912","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"Souza, VC; et al.","8022",NA,NA,NA,NA,"Brasil","Minas Gerais","Estrada velha entre Ouro Branco e Ouro Preto","-43.6918983459473","-20.5207996368408",NA,NA,NA,"arbusto; 2,5m; petalas alvas; imaturos verdes",NA,NA,"Ouro Branco","13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-06-10 10:10:08-03","FZB-BH","BHZB","2479","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides",NA,"P.L. Viana","Ordones, J.","95","2000","04","02",NA,"Brasil","MG","Caraça/ Campo de Fora","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,NA,NA,"Catas Altas","11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-09-12 05:00:02-03","US","US","2821240","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"W. R. Anderson, M. T. Stieber & J. H. Kirkbride","35808","1972","2","11","South America - Neotropics","Brazil","Minas Gerais","Eastern slopes of Pico do Itambé",NA,NA,"1700",NA,NA,NA,"US01859479","US01859479_01 US01859479_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA
"67","2020-09-12 05:00:02-03","US","US","3350251","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"G. T. Prance, S. A. Mori, R. J. Hill, J. C. Bernardi & D. Shimabukuru","24642","1977","3","1","South America - Neotropics","Brazil","Pará","Rio Solomoes, near of Igarapé Preto","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"US01859478","US01859478_01 US01859478_02","Belém","48462","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA
"68","2020-09-12 05:00:02-03","US","US","2709189","PreservedSpecimen","Plantae",NA,"Celastrales","Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"H. S. Irwin, R. M. Harley & E. Onishi","29133","1971","1","25","South America - Neotropics","Brazil","Minas Gerais","Serra do Espinhaço",NA,NA,"1750","1950",NA,NA,"US01859480","US01859480_01 US01859480_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA
"69","2020-09-02 16:20:17-03","Cenargen","CEN","108063","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","M. Groppo","A. O. Araújo","349","2003","01","12",NA,"Brasil","MG","Serra de Ouro Branco, em direção à antena.","-43.701944","-20.491666","1401","1401","Exsicatas","Folhas pendentes, pecíolo flexível.. Doação da USP - Escola Superior de Agricultura -  Luiz de Queiroz Herbário ESA ( ESA 82988).","CEN00108063","CEN00108063","OURO BRANCO",NA,NA,NA,"2007",NA,NA,"-43.701944","-20.491666",NA,"1",NA,NA
"70","2020-09-02 16:20:17-03","Cenargen","CEN","108468","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","M. Groppo Júnior","Vinícius Castro Souza","28027","2002","02","19",NA,"Brasil","MG","Estrada para Ouro Preto, km 169.","-43.6918983459473","-20.5207996368408",NA,NA,"Exsicatas","Doação da Universidade de São Paulo. Escola Superior de Agricultura Luiz de Queiroz - ESALQ. Departamento de Botânica - Herbário ESA (77525). Piracicaba.","CEN00108468","CEN00108468","OURO BRANCO","13809","auto",NA,"2007",NA,NA,NA,NA,NA,"1",NA,NA
"71","2020-09-02 16:20:17-03","Cenargen","CEN","107859","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","B. M. T. Walter","G. O. Romão","2606","2010","04","08",NA,"Brasil","MG","Pico do Itambé, subida para o Pico","-43.3067016601562","-18.465799331665",NA,NA,"Exsicatas","Doação Universidade de São Paulo. Herbário ESA 117308.","CEN00107859","CEN00107859","SANTO ANTONIO DO ITAMBE","19014","auto",NA,"2019","02",NA,NA,NA,NA,"1",NA,NA
"72","2019-11-13 11:15:33-03","USP","SPF","121820","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","Groppo, M","Kawasaki, ML","996","1997","05","26",NA,"Brasil","Minas Gerais","Serra do Caraça, Trilha do Pico do Inficionado.","-43.451389","-20.134722",NA,NA,NA,NA,"SPF00121820","SPF00121820","Santa Bárbara",NA,NA,NA,"2001",NA,NA,"-43.451389","-20.134722",NA,NA,NA,NA
"73","2019-11-13 11:15:33-03","USP","SPF","161504","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","Mendes Magalhães, G","Mendes Magalhães, G","5564a","1943","11","30",NA,"Brasil","Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"SPF00161504","SPF00161504","Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-13 11:15:33-03","USP","SPF","145909","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","Groppo, M","Groppo, M","657","2001","03","27",NA,"Brasil","Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"SPF00145909","SPF00145909","Ouro Preto","44599","auto",NA,"2001","03",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-13 11:15:33-03","USP","SPF","143224","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","Loesener, LET","Gomes, M","2486","1895","05","12",NA,"Brasil","Minas Gerais",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"SPF00143224","SPF00143224","Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-13 11:15:33-03","USP","SPF","121717","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","Groppo, M","Mello-Silva, R","1366","1997","05","22",NA,"Brasil","Minas Gerais","Serra do Caraça","-43.4152984619141","-19.959400177002","1500","1500",NA,NA,"SPF00121717","SPF00121717","Santa Bárbara","33136","auto",NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-10-07 09:10:53-03","UEFS","HUEFS","79418","PreservedSpecimen","Plantae","Angiospermae","Aquifoliales","Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"Duarte, A.P.","11584","1969","05","20",NA,"Brasil","Minas Gerais","Serra do Ouro Branco.",NA,NA,NA,NA,NA,NA,"HUEFS0079418","HUEFS0079418",NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-12-04 16:39:42-03","FFCLRP","SPFR","15263","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart ex. Reissek","Lombardi,J.A.","Souza,V.C.; Miyagi,P.H.;Souza,J.P.","8022","1995","03","09",NA,"Brasil","Minas Gerais","Estrada velha entre Ouro Branco e Ouro Preto, ca. 7km de Ouro Branco.","-43.638472","-20.507722","1200","1200",NA,"Campo Rupestre",NA,NA,"Ouro Branco",NA,NA,NA,"2009",NA,NA,"43°38'18.5''W","20°30'27.8''S",NA,NA,NA,NA
"79","2019-12-04 16:39:42-03","FFCLRP","SPFR","9053","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart ex. Reissek","Groppo,M.","de Paula,C.C.; Aniceto,D.; da SIlva,R.R.","545","2002","12","21",NA,"Brasil","Minas Gerais","Serra do Ouro Branco.Área 3.","-43.721861","-20.478778","1480","1480",NA,"Saxícola; transição entre campo graminóide e mata de galeria.",NA,NA,"Ouro Branco",NA,NA,NA,"2004",NA,NA,"43°43'18.7''W","20°28'43.6''S",NA,NA,NA,NA
"80","2019-12-04 16:39:42-03","FFCLRP","SPFR","15030","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart ex. Reissek","Campos,R.P.","Campos,R.P.; Bruniera,C.P.;Silva,J.L.","58","2012","01","26",NA,"Brasil","Minas Gerais","Três Moinhos. Rodovia para Ouro Branco, entrada após km 169.",NA,"-20.446194","1297","1297",NA,"Campo Rupestre",NA,NA,"Ouro Preto",NA,NA,NA,NA,NA,NA,"-43°33'31.5''S","-20°26'46.3''S",NA,NA,NA,NA
"81","2019-12-04 16:39:42-03","FFCLRP","SPFR","15031","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart ex. Reissek","Campos,R.P.","Campos,R.P.; Bruniera,C.P.;Silva,J.L.","59","2012","01","26",NA,"Brasil","Minas Gerais","Três Moinhos. Rodovia para Ouro Branco, entrada após km 169.",NA,"-20.446194","1297","1297",NA,"Campo Rupestre",NA,NA,"Ouro Preto",NA,NA,NA,NA,NA,NA,"-43°33'31.5''S","-20°26'46.3''S",NA,NA,NA,NA
"82","2019-12-04 16:39:42-03","FFCLRP","SPFR","15029","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart ex. Reissek","Campos,R.P.","Campos,R.P.; Bruniera,C.P.;Silva,J.L.","55","2012","01","26",NA,"Brasil","Minas Gerais","Três Moinhos. Rodovia para Ouro Branco, entrada após km 169.",NA,"-20.446194","1297","1297",NA,"Campo Rupestre",NA,NA,"Ouro Preto",NA,NA,NA,NA,NA,NA,"-43°33'31.5''S","-20°26'46.3''S",NA,NA,NA,NA
"83","2019-12-04 16:39:42-03","FFCLRP","SPFR","15032","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart ex. Reissek","Campos,R.P.","Campos,R.P.; Bruniera,C.P.;Silva,J.L.","57","2012","01","26",NA,"Brasil","Minas Gerais","Três Moinhos. Rodovia para Ouro Branco, entrada após km 169.",NA,"-20.446194","1297","1297",NA,"Campo Rupestre",NA,NA,"Ouro Preto",NA,NA,NA,NA,NA,NA,"-43°33'31.5''S","-20°26'46.3''S",NA,NA,NA,NA
"84","2017-12-11 16:59:57-02","F","FMNH-SEEDPLANTS","V0427284F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides",NA,NA,"W. R. Anderson & et al.","35808","1972","2","11","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0427284F","V0427284F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2018-04-04 16:45:40-03","F","FMNH-SEEDPLANTS","V0427290F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides",NA,"RRC ID Flag","G. T. Prance","24642",NA,NA,NA,"South America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"V0427290F","V0427290F_01 V0427290F_02",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"24642",NA,NA,NA
"86","2017-12-11 17:00:00-02","F","FMNH-SEEDPLANTS","V0427296F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides",NA,NA,"P. C. D. Clausen","216",NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0427296F","V0427296F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-12-11 17:00:02-02","F","FMNH-SEEDPLANTS","V0427302F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides",NA,NA,"P. C. D. Clausen","100","1839","10",NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0427302F","V0427302F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-12-11 17:00:03-02","F","FMNH-SEEDPLANTS","V0427308F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides",NA,NA,"H. S. Irwin & et al.","29133","1971","1","25","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0427308F","V0427308F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-12-11 17:00:05-02","F","FMNH-SEEDPLANTS","V0427314F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides",NA,NA,"W. R. Anderson & et al.","35808","1972","2","11","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0427314F","V0427314F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-12-11 17:00:07-02","F","FMNH-SEEDPLANTS","V0427320F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides",NA,NA,"J. Badini","3220","1938",NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0427320F","V0427320F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-01 14:52:57-03","UnB","UB","148642","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart.","Mennega, AMW","Irwin, HS","29133","1971","01","25","Southern America","Brasil","Minas Gerais","Summit",NA,NA,NA,NA,NA,"Flowers brown-violet. Fruit dark brown-violet; Shrub 2m tall. The leaves loosely pendent; Sandstone summit of Serra da Caraça, with soil filled cracks and depressions, and adjacent precipices and steep valleys",NA,NA,"Serra da Caraça",NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-01 14:52:57-03","UnB","UB","148643","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart.","Kallunki, J","Anderson, WR","35808","1972","02","11","Southern America","Brasil","Minas Gerais","Eastern slopes of Pico do Itambé",NA,NA,NA,NA,NA,"Flowers withe; Tree 2m tall; Among rocks. First large sandstone outcrop below the summit; sandstone and adjacent meadows, with both sandy soil and overlying humus",NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-01 14:52:57-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart.","Figueira, M; Faria, JEQ","Faria, JEQ; Vasconcelos, TNC; Stadnik, AMS","6273","2016","07","13","Southern America","Brasil","Minas Gerais","Margem da rodovia entre Ouro Preto e Ouro Branco","-43.572778","-20.446667","1270","1270",NA,"Arbusto ca. 2,3 m de altura, frutos imaturos verdes vináceos; Campo sujo de altitude",NA,NA,"Ouro Preto",NA,NA,NA,"2018","04",NA,"-43.572778","-20.446667",NA,NA,NA,NA
"94","2019-11-01 14:52:57-03","UnB","UB","148641","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart.","Loesener, T","Gomes, M","2486","1895","05","12","Southern America","Brasil","Minas Gerais","Ad Chapada","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Flor alba. Frutex; In campis saxosis",NA,NA,"Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-05-06 11:52:09-03","UFU","HUFU","49925","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","Groppo, M.","Nakajima, J.N.; Rosa, P.O.; Santos, A.P.M. & Mello, F.N.A.","4556","2007","10","16",NA,"Brasil","Minas Gerais","Serra do Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Árvore, ca. 3 m. Cálice vinho, corola rósea.; Campo rupestre.","HUFU00001844","HUFU00001844","Ouro Branco","13809","auto",NA,"2009","09",NA,NA,NA,NA,NA,NA,NA
"96","2017-09-11 17:07:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat in Brasilia meridionali loco non indicato",NA,NA,NA,NA,NA,NA,NA,"P11P1N0012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-09-11 17:07:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek",NA,"Claussen, P","452",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in prov. Minarum",NA,NA,NA,NA,NA,NA,NA,"P11P1N0012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-21 09:59:06-03","IBt","SP","122459","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","Mennega, AMW","Irwin, HS; Harley, H; Onishi, E","29133","1971","01","25",NA,"Brasil","Minas Gerais","Serra do Caraça",NA,NA,"1750","1950",NA,NA,NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-21 09:59:06-03","IBt","SP","327060","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","Groppo Jr, M","Kawasaki, ML; Mello-Silva, R; Rapini, A","996","1997","05","26",NA,"Brasil","Minas Gerais","Serra do Caraça, Trilha do Pico do Inficionado","-43.451389","-20.134722",NA,NA,NA,NA,"SP010570","SP010570","Santa Bárbara",NA,NA,NA,"2003","05",NA,"-43.451389","-20.134722",NA,NA,NA,NA
"100","2019-11-21 09:59:06-03","IBt","SP","374445","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","Groppo Jr, M","Paula, CC; Aniceto, D; Silva, RR","545","2002","12","21",NA,"Brasil","Minas Gerais","Serra do Ouro Branco, Área 3","-43.721667","-20.478611","1480","1480",NA,NA,NA,NA,"Ouro Branco",NA,NA,NA,"2004",NA,NA,"-43.721667","-20.478611",NA,NA,NA,NA
"101","2019-11-21 09:59:06-03","IBt","SP","316835","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Mart. ex Reissek","Groppo Jr, M","Mello-Silva, R","1366","1997","05","22",NA,"Brasil","Minas Gerais","Serra do Caraça, Campo de Fora","-43.4152984619141","-19.959400177002","1500","1500",NA,NA,NA,NA,"Santa Bárbara","33136","auto",NA,"2003","05",NA,NA,NA,NA,NA,NA,NA
"102","2010-08-16 16:42:26-03","GH","HU-HERB","GH 00049405","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","loranthoides","Ilex loranthoides","Martius ex Reissek",NA,NA,NA,"1840","4",NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type","undetermined"
