"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","identifiedBy","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"47","2019-12-19 16:20:41-03","UFMG","BHCB-SL","65070","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Salino, A; Dittrich, VAO; Morais, PO; Carvalho, FA; Teixeira, LCRS; Oliveira, AM","7817","2001","11","América","Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Picinguaba, Trilha do Pico do Corcovado. Floresta Ombrófila Densa Montana.",NA,"Epífita a cerca de 1m de altura.; No interior de floresta.","BHCB001200","BHCB001200",NA,"Salino, A","01","Ubatuba","-45.193278","-23.449056",NA,NA,NA,NA,NA,"900","900","-45.193278","-23.449056",NA,NA,NA,NA
"48","2019-11-07 11:16:31-03","UFMG","BHCB-SL","126351","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Salino, A; Megale, ME; Viveros, RS; Arruda, AJ","14075","2008","12","América","Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi, Trilha da Preguiça",NA,"Plantas do Brasil. Floresta Ombrófila Densa. Epifita no interior de floresta. Prensada em álcool",NA,NA,NA,"Melo, LCN","03","Santa Teresa","-40.541833","-19.916139",NA,NA,"2011","05",NA,"830","900","-40.541833","-19.916139",NA,NA,NA,NA
"49","2021-01-12 15:24:05-03","UFMG","BHCB-SL","90320","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Salino, A; Mota, NFO; Almeida, TE; Viana, PL; Santos, FMG","9891","2004",NA,"América","Brasil","Minas Gerais","APA Águas Vertentes, Região da Mata do Isidoro. Entorno do Parque Estadual do Rio Preto, nas proximidades do Pico Dois Irmãos.",NA,"Rupícola.; Em mata entre afloramentos. Área com diversas formações campestres, Mata de Galeria e Capões de Mata.","BHCB049413",NA,NA,"Salino, A",NA,"Felício dos Santos","-43.288028","-18.191556",NA,NA,NA,NA,NA,"1150","1350","-43.288028","-18.191556",NA,NA,NA,NA
"50","2019-12-19 16:20:41-03","UFMG","BHCB-SL","81390","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Salino, A; Carvalho, FA; Lombardi, JA; Mota, RC","8324","2003","02","América","Brasil","Espírito Santo","Reserva Biológica de Santa Lúcia",NA,"Epífita baixa.; Na borda de floresta. Floresta Ombrófila Densa.","BHCB049411",NA,NA,"Salino, A","24","Santa Teresa","-40.536","-19.969028",NA,NA,NA,NA,NA,"647","647","-40.536","-19.969028",NA,NA,NA,NA
"51","2019-12-19 16:20:41-03","UFMG","BHCB-SL","163098","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Salino, A; Almeida, TE; Kuntz, J; Girão, VJ; Colletta, GD; Moreno, VS","15619","2013","03","América","Brasil","São Paulo","Curso Taxonomia de Campo USP/ESALQ - UNICAMP. Reserva Votorantim, Complexo Juquiá, Triha dezembro entre a UHE Alecrim e a UHE Porto Raso. Floresta ombrófila densa na margem do rio Dezembro.",NA,"Erva epífita a 3,5m de altura.; A beira de trilha no interior de floresta.","BHCB048675","BHCB048675 BHCB048675_1",NA,"Salino, A","27","Miracatu","-47.449167","-24.078611",NA,NA,NA,NA,NA,"411","411","-47.449167","-24.078611",NA,NA,NA,NA
"52","2019-12-19 16:20:41-03","UFMG","BHCB-SL","85331","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Salino, A; Mota, RC; Mota, NFO; Melo, PHA","9250","2003","10","América","Brasil","Minas Gerais","Distrito de Talismã, Próximo a divisa com o estado da Bahia.",NA,"Epífita.; Na mata. Floresta Ombrófila Densa Montana.","BHCB049409",NA,NA,"Salino, A","10","Santa Maria do Salto","-40.057611","-16.404583",NA,NA,NA,NA,NA,"750","850","-40.057611","-16.404583",NA,NA,NA,NA
"53","2019-12-19 16:20:41-03","UFMG","BHCB-SL","31640","PreservedSpecimen","Plantae",NA,NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Salino, A","2611","1996","02","América","Brasil","Espírito Santo","Estação Ecológica de Santa Lúcia",NA,"Epífita.; Na base de tronco de árvore, interior da floresta.","BHCB049430",NA,NA,"Melo, L","24","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2016-08-23 10:59:44-03","NHMLondon","NHM-LONDON-BOT","BM000937957","S","Plantae",NA,NA,"Lomariopsidaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Mathias Wacket; d.1925","321","1907",NA,NA,"Brasil",NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/a061db1826bc0459374a44fcff948422c5151af4/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109","Type",NA,NA,"NHMUK:ecatalogue:496013"
"55","2021-02-08 12:46:32-03","UFRGS","ICN","173662","S","Plantae","Fern",NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Kieling-Rubio, MA","54","2011","02","América do Sul","Brasil","PR","Porto de Cima, em direção ao Pico Marumbi",NA,"Floresta Ombrófila Densa; rupícola",NA,NA,NA,"Kieling-Rubio, MA","20","Morretes","-48.883611","-25.442778",NA,NA,NA,NA,NA,"133","133","-48.883611","-25.442778",NA,NA,NA,NA
"56","2021-02-08 12:46:32-03","UFRGS","ICN","173004","S","Plantae","Fern",NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Kieling-Rubio, MA","470","2009","11","América do Sul","Brasil","RS","PRÓ-MATA",NA,"Floresta Ombrófila Mista alto montana; rupícola",NA,NA,NA,"Kieling-Rubio; M. A.","13","São Francisco de Paula","-50.174167","-29.481667",NA,NA,NA,NA,NA,"870","870","-50.174167","-29.481667",NA,NA,NA,NA
"57","2021-02-08 12:46:32-03","UFRGS","ICN","173578","S","Plantae","Fern",NA,"Dryopteridaceae","Elaphoglossum","paulistanum","Elaphoglossum paulistanum","Rosenst.","Matos, FB; Reginato, M; Weiss, G; Matos, C","1256","2006","10","América do Sul","Brasil","PR","Área de Proteção Ambiental de Guaraqueçaba, Reserva Natural do Rio Cachoeira, SPVS, Gervásio, trilha dos 600m",NA,"doação Herbário UPCB; epífita; Floresta Ombrófila Densa, na copa de árvore caída, em grota no interior da mata",NA,NA,NA,"Kieling-Rubio, MA","13","Antonina","-48.683333","-25.3",NA,NA,NA,NA,NA,"400","400","-48.683333","-25.3",NA,NA,NA,NA
