"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","scientificNameAuthorship","minimumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","maximumElevationInMeters","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","infraspecificEpithet"
"160","2019-11-01 15:18:06-03","UnB","UB","135747","PreservedSpecimen","Plantae","Pteridophyta",NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum","Incógnito","Hindman, J","8732","Northern America","USA",NA,"Wet grassy area along a stream.","UB0034467","UB0034467","1986","05","02","Illinois","Jackson County","Carbondale Reservoir area Sw of the Junction of Rt-51 and Pleasant Hill Rd. Sect. 32, T9S, R1W. On the west side of the Reservoir",NA,NA,"(L.) Sw.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-02-08 12:46:41-03","UFRGS","ICN","060017","S","Plantae","Fern",NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Cestero, LA","s.n.","América do Sul","Brasil",NA,"Língua-de-cobra-do-campo; Margem de riacho, mata de araucária",NA,NA,"1982","09","19","RS","Esmeralda","Est. Ecol. Aracurí","-51.190299987793","-28.0536003112793","(L.) Sw.","920",NA,NA,"38649","920","auto",NA,NA,NA,NA,NA,NA,NA
"162","2021-02-08 12:46:41-03","UFRGS","ICN","014058","S","Plantae","Fern",NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Dutra, J","58","América do Sul","Brasil",NA,"No mato",NA,NA,NA,NA,NA,"RS","Vacaria","Fazenda Branca","-50.9338989257812","-28.5121994018555","(L.) Sw.",NA,NA,NA,"63451",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"163","2021-02-08 12:46:41-03","UFRGS","ICN","014198","S","Plantae","Fern",NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Dutra, J","198","América do Sul","Brasil",NA,NA,NA,NA,NA,NA,NA,"RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203","(L.) Sw.",NA,NA,NA,"55856",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"164","2021-02-08 12:46:41-03","UFRGS","ICN","048461","S","Plantae","Fern",NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Waechter, JL","1755","América do Sul","Brasil",NA,"Herbácea terrícola, em interior de capão, esporófilos jovens",NA,NA,"1980","10","29","RS","Esmeralda",NA,"-51.190299987793","-28.0536003112793","(L.) Sw.",NA,NA,NA,"38649",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"165","2021-02-08 12:46:41-03","UFRGS","ICN","060016","S","Plantae","Fern",NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Cestero, LA","s.n.","América do Sul","Brasil",NA,"Estrato herbácveo de mata de araucária",NA,NA,"1981","11","12","RS","Esmeralda","Est. Ecol. Aracurí","-51.190299987793","-28.0536003112793","(L.) Sw.",NA,NA,NA,"38649",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"166","2021-02-08 12:46:41-03","UFRGS","ICN","003179","S","Plantae","Fern",NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Schultz, AR","3179","América do Sul","Brasil",NA,"Em capão, em margem de córrego",NA,NA,"1957","02","09","RS","São Francisco de Paula","Tainhas","-50.5835990905762","-29.4480991363525","(L.) Sw.",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"167","2021-02-08 12:46:42-03","UFRGS","ICN","187810","S","Plantae","Fern",NA,"Ophioglossaceae","Botrypus","virginianus","Botrypus virginianus","Nervo, MH","Nervo, MH; Velho, FSC","1383","América do Sul","Brasil",NA,"Terrícola.; Floresta Ombrófila Densa Montana",NA,NA,"2013","03","13","RS","Cambará do Sul","Parque Aparados da Serra.","-50.100556","-29.162222","(L.) Michx.","961","2013","03",NA,"961",NA,NA,"13","-50.100556","-29.162222",NA,NA,NA
"168","2020-08-26 10:51:17-03","MCN-FZBRS","HAS","55021","PreservedSpecimen","Plantae","Pteridophyta",NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Silveira, N.","5269",NA,"Brasil",NA,"rattlesnake fern","HAS0055021",NA,"1988","02",NA,"Rio Grande do Sul","Barracão","Parque Estadual do Espigão Alto,","-51.4606018066406","-27.6716995239258","(L.) Sw.",NA,NA,NA,"28327",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"169","2020-08-26 10:51:17-03","MCN-FZBRS","HAS","43662","PreservedSpecimen","Plantae","Pteridophyta",NA,"Ophioglossaceae","Botrychium","virginianum","Botrychium virginianum",NA,"Senna, R.M.","884",NA,"Brasil",NA,"; mata com araucária; erva; Projeto Mata Atlântica","HAS0043662",NA,"2005","04",NA,"Rio Grande do Sul","São Francisco de Paula","Campos de Cima da Serra; Potreiro Velho, Estação Ecológica Estadual Aratinga.","-50.5835990905762","-29.4480991363525","(L.) Sw.",NA,NA,NA,"76715",NA,"auto",NA,NA,NA,NA,NA,NA,NA
