"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","monthIdentified","dayIdentified","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","eventTime","sex"
"204","2021-03-01 16:36:44-03","UNICAMP","UEC","168428","S","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Sobral, M",NA,"Santos, K; Belinello, R","3897","2001","01","19","Brazil","São Paulo","Itatiba","Mata da Fazenda Malabar (Fragmento M3); área total: 20ha.","-46.866667","-22.916667","-46.866667","-22.916667","717","717","Árvore zoocórica; altura total: 7m; altura do fuste: 3m; PAP: 19cm. 01-25% da copa infestada por lianas.; Floresta Estacional Semidecidual.","UEC091105","UEC091105",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-03-01 16:36:44-03","UNICAMP","UEC","168420","S","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Sobral, M",NA,"Santos, K; Belinello, R","3318","2000","08","23","Brazil","São Paulo","Itatiba","Mata da Fazenda Malabar (Fragmento M2); área total: 21ha.","-46.85","-22.9","-46.85","-22.9","777","777","Árvore zoocórica; altura total: 8m; altura do fuste: 2m; PAP: 38cm.01-25% da copa infestada por lianas.; Floresta Estacional Semidecidual.","UEC091101","UEC091101",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-03-01 16:36:44-03","UNICAMP","UEC","072622","S","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.",NA,NA,"Rodrigues, RR; et al.","33397","1995","02","12","Brazil","São Paulo","Pariquera-Açu","Estação IAC.","-47.880417","-24.613889","-47.880417","-24.613889",NA,NA,"Árvore 8m, frutos imaturos verdes claros.; Mata Atlântica de Planície.","UEC108624","UEC108624",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-03-01 16:36:44-03","UNICAMP","UEC","129375","S","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Sobral, M",NA,"Gomes, BZ","64","2002","08","06","Brazil","São Paulo","Brotas","Horto Santa Fé 1","-48.042222","-22.265","-48.042222","-22.265",NA,NA,"Altura 4m.; Transição Mata Ciliar.","UEC108634","UEC108634",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-03-01 16:36:44-03","UNICAMP","UEC","145459","S","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Lucas, E","2006","Harley, RM; Bromley, GL; Sant'Ana, SC; Hage, JL; Santos, EB","22179","1980","05","17","Brazil","Bahia",NA,"Costal zone.&nf;About 5km. North from turning to Maraú, along the Campinho road.&nf;Marshy area with floode ground at margin of high forest.","-38.966667","-14.066667","-38.966667","-14.066667",NA,NA,"Tree to 5m with coriaceous leaves very glossy dark green above, pale beneath. Fruit orange.","UEC108638","UEC108638",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2019-08-20 10:21:34-03","UNICAMP","UEC","147727","S","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Sobral, M","2007","Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","285","2006","05","06","Brazil","São Paulo","Picinguaba","Parque Estadual da Serra do Mar, Parcela E na Trilha do Corisco (Projeto Temático Biota Gradiente Funcional)",NA,NA,NA,NA,NA,NA,"indivíduo E0394, altura 9m","UEC108635","UEC108635","09",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-03-01 16:36:44-03","UNICAMP","UEC","148819","S","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Sobral, M","2008","Aranha, BA","515","2006","10","22","Brazil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela J","-45.144908","-23.617747","-45.144908","-23.617747","380","380","Indivíduo regenerante no subosque.","UEC108633","UEC108633","10",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-03-01 16:36:44-03","UNICAMP","UEC","168419","S","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Sobral, M",NA,"Santos, K; Belinello, R","2449","2000","06","28","Brazil","São Paulo","Campinas","Mata da Fazenda Santa Helena (Fragmento P1); área total: 12,4 ha.","-46.9","-22.9","-46.9","-22.9","887","887","Árvore zoocórica; altura total: 6m; altura do fuste: 3m; PAP: 21 cm; Floresta Estacional Semidecidual.","UEC091103","UEC091103",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-03-01 16:36:44-03","UNICAMP","UEC","178218","S","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Sobral, M","2008","Rochelle, ALC","J251",NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio- Bairro Taquaral.","-45.084167","-23.366667","-45.084167","-23.366667","450","450","Indivíduo J 251 da Parcela J do Projeto Temático BIOTA- Gradiente Funcional.; Floresta Ombrófila Densa Submontana.","UEC041674","UEC041674","03",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-03-01 16:36:44-03","UNICAMP","UEC","85455","S","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Souza, MC","2005","Souza, VC; Capellari Jr, L; Miyagi, P; Ivanauskas, NM; Pereira, VF; et al.","5946","1994","04","23","Brazil","São Paulo","Iporanga","Caminho entre a Estrada Apiaí-Iporanga e a Caverna da Lage Branca.","-48.833333","-24.533333","-48.833333","-24.533333","500","700","Arbusto, ca. 3m alt.; frutos imaturos verdes. Subosque.; Mata Atlântica.","UEC108637","UEC108637","07",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-03-01 16:36:44-03","UNICAMP","UEC","12041","S","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Legrand, D","1997","Hatschbach, G","14577","1966","08","12","Brazil","Paraná","São José dos Pinhais","Col. S. Andrade.","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Arvoreta de frutos vermelhos; Matinha a beira do campo ácido.","UEC108626","UEC108626",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"215","2021-03-01 16:36:44-03","UNICAMP","UEC","45784","S","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Sobral, M","2003","Weyland Vieira, MC","248","1982","01","14","Brazil","Rio de Janeiro","Maricá","Itaipuaçu, Pico Alto Mourão.","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"Árvore. Frutos Verdes.","UEC108630","UEC108630",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA
"216","2021-03-01 16:36:44-03","UNICAMP","UEC","145062","S","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Aguiar, OT",NA,"Cielo-Filho, R","266","2000","10","20","Brazil","São Paulo","Campinas","Distrito de Sousas","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Árvore de aproximadamente 5m de altura, casca esfoliante, flores em botão brancos.; Mata Ribeirão Cachoeira (Condomínio Colinas do Atibaia)","UEC108636","UEC108636",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"217","2021-03-01 16:36:44-03","UNICAMP","UEC","36254","S","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","(O.Berg) Kiaersk.","Turma pós-92","1992","Kinoshita, LS; Taroda, N","16500","1984","09","22","Brazil","São Paulo","Campos do Jordão","Estrada entre Reserva Inst. Florestal a S. José dos Alpes +/- 5m.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"Árvore pequena +/- 3 metros alt. Frutos jovens.; Em Mata de Encosta.","UEC108623","UEC108623","09","18","Magnoliopsida",NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"218","2019-11-19 14:08:33-03","UFRPE","PEUFR","35199","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dilucida","Myrcia dilucida","G.M. Barroso","M. Sobral","2007","A.G. da Silva; L.M. Nascimento","348","2000","11","20","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada","-36.402042","-8.183733","36°24'7.35''W","08°11'1.44''S","565","960","Árvore com cerca de 6,5 m de altura; folhas discolores; flores com sépalas verdes e pétalas alvas; cheiro agradável; frequente","PEUFR035199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-11-19 14:08:33-03","UFRPE","PEUFR","35949","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dilucida","Myrcia dilucida","G.M. Barroso","M. Sobral","2007","A.G. da Silva; A.M. da Silva; C.A.M. de Oliveira; L.M. Nascimento","208","2000","01","18","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada","-36.402042","-8.183733","36°24'7.35''W","08°11'1.44''S","565","960","Árvore com 6 m de altura; flores com sépalas; pétalas e estames brancos; ocasional","PEUFR035949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-11-19 14:08:33-03","UFRPE","PEUFR","37560","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","dilucida","Myrcia dilucida","G.M. Barroso","M. Sobral","2007","A.G. da Silva; L.M. Nascimento","391","2001","04","26","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada","-36.402042","-8.183733","36°24'7.35''W","08°11'1.44''S","565","960","Árvore com cerca de 9 m de altura; folhas discolor; frutos imaturos verdes; frequente","PEUFR037560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-12-04 13:19:29-03","UDESC","LUSC","8625","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Brotto, M.L.",NA,"Brotto, M.L.","1691","2014","06","14","Brasil","Paraná","Piraquara","Recreio da Serra.","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"LUSC008753","LUSC008753",NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA
"222","2020-12-04 13:19:30-03","UDESC","LUSC","8701","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O.Berg","Mendes, A.",NA,"Mendes, A.",NA,NA,NA,NA,"Brasil","Santa Catarina","Bom Jesus",NA,"-52.3941993713379","-26.7339000701904",NA,NA,NA,NA,NA,"LUSC007181","LUSC007181",NA,NA,NA,NA,NA,NA,NA,NA,"7315","auto",NA,NA,NA,NA,NA,NA
"223","2020-12-04 13:19:30-03","UDESC","LUSC","6634","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O.Berg","Floriani, M.M.P.",NA,"Floriani, M.M.P.","89","2011","08","24","Brasil","Santa Catarina","Rio Rufino","Fazenda Santo Antônio.","-49.7792015075684","-27.8605995178223",NA,NA,NA,NA,NA,"LUSC008732","LUSC008732",NA,NA,NA,NA,NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA,NA,NA
"224","2019-01-17 11:26:43-02","PUCRS","MPUC","9679","S","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O. Berg","N.I. Matzenbacher",NA,NA,NA,"2000","11","26","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales",NA,"South America",NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"225","2019-01-17 11:26:43-02","PUCRS","MPUC","10487","S","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O. Berg","M. Sobral","2002",NA,NA,"2000","10","23","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"01","01",NA,"Myrtales",NA,"South America",NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"226","2021-01-28 13:24:38-03","PUCRS","MPUC","8830","S","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O. Berg","M. Sobral","2005",NA,NA,"1998","05","10","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"01","01",NA,"Myrtales",NA,"South America",NA,NA,"76715","auto","Magnoliopsida",NA,"1",NA,NA,NA
"227","2019-01-17 11:26:43-02","PUCRS","MPUC","10212","S","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O. Berg","M. Sobral","2003",NA,NA,"2000","10","21","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"01","01",NA,"Myrtales",NA,"South America",NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"228","2019-01-17 11:26:43-02","PUCRS","MPUC","19100","S","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O. Berg","C.A. Mondin","2008",NA,NA,"2008","09","19","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"01","01",NA,"Myrtales",NA,"South America",NA,NA,NA,NA,"Magnoliopsida",NA,"1","3216",NA,NA
"229","2019-01-17 11:26:43-02","PUCRS","MPUC","20972","S","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O. Berg","M. Sobral","2002","M. Molz",NA,"2002","01","17","Brasil","RS","Caraá","Nascente do Rio dos Sinos","-50.435001373291","-29.7900009155273",NA,NA,NA,NA,"Na beira do rio dos Sinos",NA,NA,"01","01",NA,"Myrtales",NA,"South America",NA,NA,"21250","auto","Magnoliopsida",NA,"1","3976",NA,NA
"230","2019-01-17 11:26:43-02","PUCRS","MPUC","21086","S","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O. Berg","M. Molz","2016",NA,NA,"2016","05","01","Brasil","RS","São Francisco de Paula","CPCN - Pró-Mata, próximo a sede, matinha (final trilha das bananeiras)","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"01","01",NA,"Myrtales",NA,"South America",NA,NA,"76715","auto","Magnoliopsida",NA,"1","352",NA,NA
"231","2019-01-17 11:26:43-02","PUCRS","MPUC","10028","S","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O. Berg","Equipe do Projeto",NA,NA,NA,"2001","01","28","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales",NA,"South America",NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"232","2019-01-17 11:26:43-02","PUCRS","MPUC","14102","S","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O. Berg","M. Molz","2016",NA,NA,NA,NA,NA,"Brasil","RS","São Francisco de Paula","Planalto das Araucárias","-50.5755556","-29.4205556","-50.5755556000","-29.4205556000",NA,NA,"Mato misto com araucárias, pastagem",NA,NA,"06","30",NA,"Myrtales",NA,"South America",NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"233","2019-01-17 11:26:43-02","PUCRS","MPUC","9629","S","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O. Berg","Equipe do Projeto",NA,NA,NA,"2000","11","26","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales",NA,"South America",NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"234","2019-01-17 11:26:43-02","PUCRS","MPUC","11608","S","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O. Berg","R.S. Bergamin","2004",NA,NA,"2004","01","14","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,"01","01",NA,"Myrtales",NA,"South America",NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA
"235","2020-10-14 10:03:31-03","FURB","FURB","10602","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Sobral, M","2009","Grippa, C.R.; Bachmann, V.","599","2007","10","12","Brasil","Santa Catarina","Apiúna","Jundiá.","-49.2547222","-27.1202778","-49.2547222","-27.1202778","350","350","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo VII.","FURB32721","FURB32721","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-10-14 10:03:31-03","FURB","FURB","10626","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Sobral, M","2009","Grippa, C.R.; Bachmann, V.","623","2007","10","12","Brasil","Santa Catarina","Apiúna","Jundiá.","-49.2547222","-27.1202778","-49.2547222","-27.1202778","350","350","Florística do Plano de Manejo do Parque Nacional da Serra do Itajaí. Campo VII.","FURB32722","FURB32722","07","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-12-09 14:47:01-03","FURB","FURB","17996","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Sobral, M","2010","Korte, A.; Kniess, A.","656","2009","11","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","Florística IFFSC 517 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbustiva;","FURB32422","FURB32422","01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-10-14 10:03:31-03","FURB","FURB","20100","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Sobral, M","2010","Dreveck, S.; Verdi, M.","1548","2008","02","19","Brasil","Santa Catarina","Curitibanos","Estrada do Cerrito.","-50.5808334","-27.3591667","-50.5808334","-27.3591667","962","962","Fito IFFSC 409 /N/29 Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: arbórea;","FURB32716","FURB32716","01","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-10-14 10:03:31-03","FURB","FURB","2049","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Sobral, M","2006","Sevegnani, L.",NA,"1995","10","11","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889","-49.0719445","-26.9213889",NA,NA,NA,"FURB02519","FURB02519","06","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2019-11-08 08:53:54-03","FURB","FURB","2336","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Cordeiro, J","2006","Sobral, M.",NA,"2000","11","24","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667",NA,NA,NA,"FURB32717","FURB32717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-12-09 14:47:01-03","FURB","FURB","30283","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Sobral, M","2010","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2247","2010","05","13","Brasil","Santa Catarina","Praia Grande","Serra do Faxinal.","-50.0227778","-29.1788889","-50.0227778","-29.1788889","958","958","Florística IFFSC e8008a (Arbusto) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado; interior do fragmento Habito: arbusto; Fruto verde avermelhado;","FURB32421","FURB32421","08","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-12-09 14:47:01-03","FURB","FURB","31705","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Sobral, M","2010","Korte, A.; Kniess, A.","4447","2010","09","17","Brasil","Santa Catarina","Monte Castelo","Serra da Garganta.","-50.2233334","-26.8175","-50.2233334","-26.8175000","1195","1195","Florística IFFSC 737 (Arbusto). Habitat: Floresta Ombrófila Mista Alto Montana; Estágio Avançado; interior do fragmento Habito: arbustiva; flor roxo","FURB32418","FURB32418","10","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-12-09 14:47:01-03","FURB","FURB","31805","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Sobral, M","2010","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2594","2010","06","15","Brasil","Santa Catarina","Nova Trento","RPPN Prima Luna / Monte Barão.","-49.0269445","-27.2636111","-49.0269445","-27.2636111","1097","1097","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Primário; interior do fragmento Habito: arvoreta; Fruto avermelhado;","FURB32419","FURB32419","10","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-10-14 10:03:31-03","FURB","FURB","34815","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Sobral, M","2010","Stival-Santos, A.; Legal, E.; Meyer, D. & Silveira, S.","3358","2010","05","19","Brasil","Santa Catarina","Águas Mornas","Vargem Grande.","-48.8713889","-27.7188889","-48.8713889","-27.7188889","250","250","Voucher estéril IFFSC 285 (Regeneração) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbusto;","FURB32719","FURB32719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-10-14 10:03:31-03","FURB","FURB","36446","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Sobral, M","2011","Korte, A.; Kniess, A.","6960","2009","10","21","Brasil","Santa Catarina","Vidal Ramos","Águas Frias.","-49.4105556","-27.3605556","-49.4105556","-27.3605556","895","895","Fito IFFSC 422 /O/34 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB32725","FURB32725","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-10-14 10:03:31-03","FURB","FURB","37282","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Sobral, M","2011","Verdi, M.; Tomazi, A.L. & Klemz, G.","5971","2009","11","05","Brasil","Santa Catarina","Siderópolis","Barragem do Rio São Bento.","-49.59","-28.62","-49.5900000","-28.6200000","479","479","Fito IFFSC 47 /L/37 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbórea; flor botão branco","FURB32724","FURB32724",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2020-10-14 10:03:31-03","FURB","FURB","45394","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Oliveira, AA de","2015","Oliveira, A.A. de","920","2015","01","11","Brasil","Santa Catarina","Jacinto Machado","Tenente.","-49.86","-29.07","-49.8600000","-29.0700000","80","80","Regeneração IFFSC 10 /L/264","FURB32726","FURB32726","01","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2020-12-09 14:47:01-03","FURB","FURB","48767","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Oliveira, AA de","2015","Oliveira, A.A. de","2690","2015","10","28","Brasil","Santa Catarina","Jaraguá do Sul","Fazenda Veludo.","-49.2283334","-26.2780556","-49.2283334","-26.2780556","1005","1005",NA,"FURB48767","FURB48767","10","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2020-10-14 10:03:31-03","FURB","FURB","54398","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Socher, L.G.","2002","Santos, E.P.; Socher, L.G.","1074","2001","10","24","Brasil","Paraná","São José dos Pinhais","Serra de Araçatuba, Morro dos Perdidos.","-49.05","-25.75","-49.0500000","-25.7500000","1320","1320","Fruto vermelho Habitat: Interior de Floresta Ombrófila Densa Altomontana Habito: Árvore","FURB54398","FURB54398","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2020-10-14 10:03:31-03","FURB","FURB","56398","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Kassner-Filho, A.","2017","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","1936","2017","11","28","Brasil","Santa Catarina","Joinville",NA,"-48.05","-26.28","-48.0500000","-26.2800000","689","689","botão floral Habitat: interior da U.A. Habito: árvore","FURB56398","FURB56398","11","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-11-08 08:53:54-03","FURB","FURB","784","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Sobral, M","2006","Sevegnani, L.",NA,"1990","10","25","Brasil","Santa Catarina","Blumenau","FURB.","-49.0791667","-26.9055556","-49.0791667","-26.9055556",NA,NA,NA,"FURB32720","FURB32720","06","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2020-12-09 14:47:01-03","FURB","FURB","8911","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","Verdi, M","2008","Verdi, M.; Carneiro, F.E.","612","2008","04","17","Brasil","Santa Catarina","São Joaquim","Mantiqueira.","-49.7691667","-28.2605556","-49.7691667","-28.2605556","1449","1449","Florística IFFSC 114.","FURB02549","FURB02549","04","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
