"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","monthIdentified","dayIdentified","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","eventTime","sex"
"754","2020-08-20 20:40:33-03","UFSC","FLOR","29894","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O.Berg","Falkenberg, D.B.","1998","Mattos, J.; Mattos, N. & Rosa, H.","20068","1978","09","27","Brasil","Rio Grande do Sul","Maquiné","Estado do Rio Grande do Sul: Subida da Serra Geral, de Maquiné para São Francisco de Paula.","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"arvoreta, flor com, 4m altura","FLOR0029894",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,"28094","auto",NA,NA,NA,NA,NA,NA
"755","2021-04-05 20:16:23-03","UFSC","FLOR","40017","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","Mattos, J.","1964","sem coletor","s.n.","1942","01","06","Brasil","Ceará","São Benedito","Serra de Ibiapeba.","-40.8650016784668","-4.0486102104187",NA,NA,NA,NA,"Escola de Agronomia - Herbário, nº451.","FLOR0040017",NA,"02",NA,NA,"Myrtales",NA,NA,NA,NA,"27894","auto",NA,NA,NA,NA,NA,NA
"756","2020-08-20 14:58:26-03","UFSC","FLOR","28773","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","Sobral, M.",NA,"Hatschbach, G.","20301","1968","11","12","Brasil","Paraná","Campina Grande do Sul","Serra da Virgem Maria.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"arvoreta, flor alva, 8m altura","FLOR0028773",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"757","2020-08-20 20:40:33-03","UFSC","FLOR","27547","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","Sobral, M.","1997","Ribas, O.S.; Silva, J.M. & Barbosa, E.","1477","1996","08","17","Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire, subida ao Pico Paraná.","-49.0553016662598","-25.3055992126465",NA,NA,"1800","1800","arbusto, Fruto Imaturo, , 1,5m altura","FLOR0027547",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"758","2020-08-20 20:40:33-03","UFSC","FLOR","30115","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","Kawasaki, M.L.","1998","Silva, J.M.; Barbosa, E. & Ribas, O.S.","2042","1997","10","05","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, trilha para o Pico Paraná.","-49.0553016662598","-25.3055992126465",NA,NA,"1700","1700","arbusto, flor avermelhado, 1,5m altura","FLOR0030115",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA
"759","2020-08-20 20:40:33-03","UFSC","FLOR","15567","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","Sobral, M.","1984","Kummrow, R.","1707","1982","01","28","Brasil","Paraná","Morretes","Pilão de Pedra.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"árvore, flor alva, 7m altura. Xiloteca","FLOR0015567",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"760","2020-08-20 14:58:26-03","UFSC","FLOR","6837","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Silveira, N.","1993","Smith, L.B.; Klein, R.M.","14601","1965","01","16","Brasil","Paraná","Piraí do Sul",NA,"-49.948600769043","-24.5261001586914",NA,NA,NA,NA,NA,"FLOR0006837",NA,"11","23",NA,"Myrtales",NA,NA,NA,"fenzliana","37171","auto",NA,NA,NA,NA,NA,NA
"761","2020-08-20 20:40:33-03","UFSC","FLOR","26496","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","Sobral, M.","1992","Jarenkow, J.A.","2066","1992","03","08","Brasil","Rio Grande do Sul","Torres","Perdida.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"árvore, cap de 56 cm, Fruto Imaturo, verde, 14m altura","FLOR0026496",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"762","2020-08-20 20:40:33-03","UFSC","FLOR","26515","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","Sobral, M.","1992","Jarenkow, J.A.","2033","1992","01","07","Brasil","Rio Grande do Sul","Torres","Perdida.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"arbusto, flor branca, 3m altura","FLOR0026515",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"763","2020-08-20 20:40:33-03","UFSC","FLOR","2400","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","Legrand, C.D.","1974","Bresolin, A.","676","1973","01","12","Brasil","Santa Catarina","Florianópolis","Alto Ribeirão, Testa do Macaco, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"430","430","árvore, flor branca, estames creme, 6m altura","FLOR0002400",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"764","2020-08-20 20:40:33-03","UFSC","FLOR","1630","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana richardiana",NA,"Legrand, C.D.","1967","Klein, R.M.; Souza Sobrinho, R.J. de","7320","1967","03","16","Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"250","250","árvore, Fruto Imaturo, verde, 15m altura","FLOR0001630",NA,NA,NA,NA,"Myrtales",NA,NA,NA,"richardiana","27000","auto",NA,NA,NA,NA,NA,NA
"765","2020-08-20 20:40:33-03","UFSC","FLOR","1682","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","Legrand, C.D.","1969","Klein, R.M.; Bresolin, A.","7681","1967","12","19","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"400","400","árvore, flor branca, 12m altura","FLOR0001682",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"766","2020-08-20 20:40:33-03","UFSC","FLOR","1680","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","Legrand, C.D.","1969","Klein, R.M.; Bresolin, A.","8063","1968","12","19","Brasil","Santa Catarina","Florianópolis","Morro do Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"200","200","árvore, flor branca, 10m altura","FLOR0001680",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"767","2020-08-20 20:40:33-03","UFSC","FLOR","1679","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","Legrand, C.D.","1969","Klein, R.M.","8152","1969","02","12","Brasil","Santa Catarina","Florianópolis","Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"250","250","árvore, Fruto Imaturo, verde-claro, 15m altura","FLOR0001679",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"768","2020-08-20 20:40:33-03","UFSC","FLOR","1683","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","Legrand, C.D.","1969","Klein, R.M.; Bresolin, A.","8025","1968","12","17","Brasil","Santa Catarina","Florianópolis","Tapera, Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"150","150","árvore, flor branca, 10m altura","FLOR0001683",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"769","2020-08-20 20:40:33-03","UFSC","FLOR","3461","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, C.D.","1974","Klein, R.M.","9891","1971","11","16","Brasil","Santa Catarina","Governador Celso Ramos","Jordão.","-48.5592002868652","-27.3146991729736",NA,NA,"300","300","árvore, flor branca, 10m altura","FLOR0003461",NA,NA,NA,NA,"Myrtales",NA,NA,NA,"fenzliana","13751","auto",NA,NA,NA,NA,NA,NA
"770","2020-08-20 20:40:33-03","UFSC","FLOR","17169","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","Sobral, M.","1989","Falkenberg, D.B.; Berry, P.E. & Brako, L.","4308","1987","01","12","Brasil","Santa Catarina","Grão Pará","Beira de estrada SC 439, em direção a Grão Pará, na parte baixa de um vale, pouco antes da borda da Serra Geral.","-49.2146987915039","-28.1849994659424",NA,NA,"1040","1040","arbusto, 4m altura. Na Flora Il. Cat. está como autoria somente de Berg, mas não é","FLOR0017169",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,"24844","auto",NA,NA,NA,NA,NA,NA
"771","2020-08-20 14:58:26-03","UFSC","FLOR","29328","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana","O.Berg","Sobral, M.",NA,"Citadini-Zanette, V.; Aguiar, A.J. de","1825","1993","12","01","Brasil","Santa Catarina","Orleans","Sufinski.","-49.2914009094238","-28.3589000701904",NA,NA,"280","280","árvore, flor com, 16m altura","FLOR0029328",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,"31549","auto",NA,NA,NA,NA,NA,NA
"772","2020-08-20 20:40:33-03","UFSC","FLOR","3534","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, C.D.","1974","Klein, R.M.; Bresolin, A.","10029","1972","01","18","Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,NA,"950","950","arvoreta, flor branca, 4m altura","FLOR0003534",NA,NA,NA,NA,"Myrtales",NA,NA,NA,"fenzliana","31105","auto",NA,NA,NA,NA,NA,NA
"773","2020-08-20 20:40:33-03","UFSC","FLOR","3465","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, C.D.","1974","Klein, R.M.; Bresolin, A.","9741","1971","09","22","Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,NA,"800","800","arvoreta, Fruto Maduro, roxo-escuro, 6m altura","FLOR0003465",NA,NA,NA,NA,"Myrtales",NA,NA,NA,"fenzliana","31105","auto",NA,NA,NA,NA,NA,NA
"774","2020-08-20 14:58:26-03","UFSC","FLOR","6837","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Silveira, N.","1993","Smith, L.B.; Klein, R.M.","14601","1965","01","16","Brasil","Paraná","Piraí do Sul",NA,"-49.948600769043","-24.5261001586914",NA,NA,NA,NA,NA,"FLOR0006837",NA,"11","23",NA,"Myrtales",NA,NA,NA,"fenzliana","37171","auto",NA,NA,NA,NA,NA,NA
"775","2020-08-20 20:40:33-03","UFSC","FLOR","3461","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, C.D.","1974","Klein, R.M.","9891","1971","11","16","Brasil","Santa Catarina","Governador Celso Ramos","Jordão.","-48.5592002868652","-27.3146991729736",NA,NA,"300","300","árvore, flor branca, 10m altura","FLOR0003461",NA,NA,NA,NA,"Myrtales",NA,NA,NA,"fenzliana","13751","auto",NA,NA,NA,NA,NA,NA
"776","2020-08-20 20:40:33-03","UFSC","FLOR","3534","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, C.D.","1974","Klein, R.M.; Bresolin, A.","10029","1972","01","18","Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,NA,"950","950","arvoreta, flor branca, 4m altura","FLOR0003534",NA,NA,NA,NA,"Myrtales",NA,NA,NA,"fenzliana","31105","auto",NA,NA,NA,NA,NA,NA
"777","2020-08-20 20:40:33-03","UFSC","FLOR","3465","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana fenzliana","(O.Berg) D.Legrand","Legrand, C.D.","1974","Klein, R.M.; Bresolin, A.","9741","1971","09","22","Brasil","Santa Catarina","Palhoça","Morro do Cambirela.","-48.6678009033203","-27.645299911499",NA,NA,"800","800","arvoreta, Fruto Maduro, roxo-escuro, 6m altura","FLOR0003465",NA,NA,NA,NA,"Myrtales",NA,NA,NA,"fenzliana","31105","auto",NA,NA,NA,NA,NA,NA
"778","2021-03-04 15:45:30-03","IF","SPSF","50878","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(O.Berg) N.Silveira","O.T. Aguiar","2014","M.G.K.Cornia & R.T.Polisel & N.M.Ivanauskas & L.N.Gonçalves","294","2014","04","03","Brasil","MG","Delfim Moreira","Fazendas Bartira (Unidade Alegria)","-45.266389","-22.526667",NA,NA,"1307","1307","COLETA: Árvore de 12m. Indivíduo 9212 da fitossociologia. Material infértil.; GEOGRAFIA: Floresta Ombrófila Mista;",NA,NA,"07","17","Magnoliophyta","Myrtales",NA,"América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"779","2021-03-04 15:45:33-03","IF","SPSF","35277","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha",NA,NA,NA,"F.A.R.D.P.Arzolla","987","2005","09","07","Brasil","SP","Campos do Jordão","região de São José dos Alpes","-45.5900001525879","-22.7299995422363",NA,NA,"1850","1850","COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila densa alto-montana&nf;UTM: X=451.856 Y=7.488.208;",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"780","2021-03-04 15:45:33-03","IF","SPSF","35276","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha",NA,NA,NA,"F.A.R.D.P.Arzolla","986","2005","09","07","Brasil","SP","Campos do Jordão","região de São José dos Alpes","-45.5900001525879","-22.7299995422363",NA,NA,"1850","1850","COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila densa alto-montana&nf;UTM: X=451.856 Y=7.488.208;",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"781","2021-03-04 15:45:35-03","IF","SPSF","15216","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana",NA,NA,NA,"R.Kummrow & G. Hatschbach",NA,"1984","11","23","Brasil","PR","Morretes","Estacao Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,NA,"30514","auto","Magnoliopsida",NA,NA,NA,NA,NA
"782","2021-03-04 15:45:35-03","IF","SPSF","14883","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana",NA,NA,NA,"D.V.Toledo Filho",NA,"1992","02","17","Brasil","SP","Águas da Prata",NA,"-46.7099990844727","-21.9300003051758",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,NA,"13435","auto","Magnoliopsida",NA,NA,NA,NA,NA
"783","2021-03-04 15:45:35-03","IF","SPSF","14135","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana",NA,NA,NA,"L.P.Queiroz","2529","1990","10","06","Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"784","2021-03-04 15:45:35-03","IF","SPSF","22587","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana",NA,NA,NA,"J.M.Torezan","579","1997","12","12","Brasil","SP","Itararé","cerrado","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,NA,"27729","auto","Magnoliopsida",NA,NA,NA,NA,NA
"785","2021-03-04 15:45:35-03","IF","SPSF","26697","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana",NA,NA,NA,"G.Tiepolo & S.R.Ziller","119","1994","12","13","Brasil","PR","Guaraqueçaba","Fazenda GUAM, Serra Negra","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,NA,"37295","auto","Magnoliopsida",NA,NA,NA,NA,NA
"786","2021-03-04 15:45:35-03","IF","SPSF","14682","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana",NA,NA,NA,"D.V.Toledo Filho",NA,"1990","10","05","Brasil","SP","Águas da Prata",NA,"-46.7099990844727","-21.9300003051758",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,NA,"13435","auto","Magnoliopsida",NA,NA,NA,NA,NA
"787","2021-03-04 15:45:35-03","IF","SPSF","08394","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana var. fenzliana",NA,NA,NA,"M.J.Robim & J.P.M. Carvalho",NA,"1984","02","22","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,"var. fenzliana","21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"788","2021-03-04 15:45:35-03","IF","SPSF","11495","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana var. fenzliana",NA,NA,NA,"M.J.Robim","468","1987","09","01","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,"var. fenzliana","21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"789","2021-03-04 15:45:35-03","IF","SPSF","13407","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana var. fenzliana",NA,NA,NA,"M.J.Robim","637","1989","10","03","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,"var. fenzliana","21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"790","2021-03-04 15:45:35-03","IF","SPSF","08394","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana var. fenzliana",NA,NA,NA,"M.J.Robim & J.P.M. Carvalho",NA,"1984","02","22","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,"var. fenzliana","21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"791","2021-03-04 15:45:35-03","IF","SPSF","11495","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana var. fenzliana",NA,NA,NA,"M.J.Robim","468","1987","09","01","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,"var. fenzliana","21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"792","2021-03-04 15:45:35-03","IF","SPSF","13407","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","richardiana","Myrcia richardiana var. fenzliana",NA,NA,NA,"M.J.Robim","637","1989","10","03","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,"América do Sul",NA,"var. fenzliana","21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"793","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Aulomyrcia","aethusa","Aulomyrcia aethusa","O.Berg",NA,NA,"Riedel, L","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Aulomyrcia","aethusa","Aulomyrcia aethusa","O.Berg",NA,NA,"Sellow, F","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","2017-09-11 17:11:08-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Aulomyrcia","bahiensis","Aulomyrcia bahiensis","O.Berg",NA,NA,"?","s.n.",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"Original herbarium: Schlecht.; Hamadryas; HABITAT: Hamadryas",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","2017-09-11 17:11:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Aulomyrcia","fenzliana","Aulomyrcia fenzliana","O.Berg",NA,NA,"Gardner, G","413",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"OXF ISOTYPE",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","2017-09-11 17:11:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Aulomyrcia","lucida","Aulomyrcia lucida grandiflora","O.Berg",NA,NA,"Schott, HW","1027",NA,NA,NA,"Brazil","São Paulo",NA,"ad montem Serra do Tingua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"grandiflora",NA,NA,NA,NA,NA,NA,NA,NA
"798","2017-09-11 17:11:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Aulomyrcia","lucida","Aulomyrcia lucida parviflora","O.Berg",NA,NA,"Gaudichaud Beaupré, C","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad urbem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"parviflora",NA,NA,NA,NA,NA,NA,NA,NA
"799","2017-09-11 17:11:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Aulomyrcia","lucida","Aulomyrcia lucida grandiflora","O.Berg",NA,NA,"Schott, HW","1027",NA,NA,NA,"Brazil","São Paulo",NA,"ad montem Serra do Tingua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"grandiflora",NA,NA,NA,NA,NA,NA,NA,NA
"800","2017-09-11 17:11:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Aulomyrcia","lucida","Aulomyrcia lucida parviflora","O.Berg",NA,NA,"Gaudichaud Beaupré, C","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad urbem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"parviflora",NA,NA,NA,NA,NA,NA,NA,NA
"801","2017-09-11 17:11:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O.Berg",NA,NA,"Sellow, F","s.n.",NA,NA,NA,"Brazil","São Paulo",NA,"in campis ad Carambey",NA,NA,NA,NA,NA,NA,"Oreas; HABITAT: Oreas",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","2021-02-08 12:44:06-03","UFRGS","ICN","176535","S","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(Berg.) N.Silveira","Molz, M",NA,"Molz, M","s.n.","2010","03","02","Brasil","RS","Maquiné","Costa do Quadros, na divida com Terra de Areia","-50.131667","-29.6475","-50.131667","-29.6475","205","205","Material testemunho do Doutorado de Martin Molz; Frutos maduros, negros, elípticos, córtex rugoso",NA,NA,NA,NA,"Dicotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","2021-02-08 12:44:06-03","UFRGS","ICN","202012","S","Plantae","Myrtaceae","Myrcia","aethusa","Myrcia aethusa","(Berg.) N.Silveira","Molz, M","2020","Molz, M; Nilson, AD","s.n.","2020","03","04","Brasil","RS","Três Cachoeiras","Bairro Nossa Senhora Aparecida, em área de expansão urbana, pouco mais de 400m ao sul do Rio Cardoso. -29.43628, -49.91090 (WGS84)","-49.9244003295898","-29.4556007385254",NA,NA,"17","17","Doação HAS; Árvore com 8m de altura. Ritidoma com pequenas placas irregulares diminutas; folhas levemente discolores, nervação reticulada e saliente na face abaxial; frutos negros, maduros.; Em beira de Floresta Ombrófila Densa de terras baixas em es",NA,NA,"03","04","Dicotyledon",NA,NA,"América do Sul",NA,NA,"17224","auto",NA,NA,NA,NA,NA,NA
"804","2021-02-08 12:44:10-03","UFRGS","ICN","007371","S","Plantae","Myrtaceae","Myrcia","oligantha","Myrcia oligantha","O. Berg","Sobral, M","1998","Irgang, B; Ferreira, A","s.n.","1969","12","20","Brasil","RS",NA,"Próximo á Cambará do Sul",NA,NA,NA,NA,NA,NA,"Árvore.; Capão",NA,NA,NA,NA,"Dicotyledon",NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
