"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","class","order","coordinatePrecision","geoFlag","continentOcean","preparationType","infraspecificEpithet","relatedCatalogItem","relationshipType","individualCount","fieldNumber","previousCatalogNumber"
"47","2020-11-04 12:17:29-03","ESALQ","ESA","75733","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","van den Berg, C.","2011","10","24","Romão, G.O.; Herrerias, C.; Pereira, M.; Zevallos, P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Nave, A.G.; Furlan, E.","589.0","2001","04","11","Brasil","São Paulo","São Paulo","BLOQUEADO","-46.6300010681152","-23.5400009155273",NA,NA,"800","800","Epífita, flores vermelho-alaranjadas. Interior de mata.","ESA075733","ESA075733","Magnoliophyta",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 12:17:29-03","ESALQ","ESA","75809","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","van den Berg, C.","2011","10","24","Meireles, L.D.; Gonçalves, A.P.S.; Soares Jr., F.J.; Meneghetti, G.I.P.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","103.0","2001","04","12","Brasil","São Paulo","São Paulo","BLOQUEADO","-46.6300010681152","-23.5400009155273",NA,NA,"700","700","Epífita a 5m alt. Flores vermelhas levemente manchada de amarelo.","ESA075809","ESA075809_1 ESA075809_2","Magnoliophyta",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 12:17:29-03","ESALQ","ESA","55233","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","van den Berg, C.","2011","10","24","Coelho, R.L.G.","220.0","2007","04","09","Brasil","Santa Catarina","Urupema","Fazenda das Ovelhas. Estrada do lado esquerdo do portão de entrada. Vegetação secundária de Floresta Ombrófila Mista.","-49.8731002807617","-27.9528007507324",NA,NA,"1557","1557","Epífita. Frutos.","ESA055233","ESA055233","Magnoliophyta",NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 12:17:29-03","ESALQ","ESA","120066","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea",NA,"Koehler, S.",NA,NA,NA,"Rodrigues, J.F.",NA,"2011","04","01","Brasil","Rio de Janeiro","Petrópolis","Fazenda do Facão.","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,NA,"ESA120066","ESA120066","Magnoliophyta",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-11-04 12:17:29-03","ESALQ","ESA","119235","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea",NA,"Koehler, S.",NA,NA,NA,"Pinheiro, F. ; Koehler, S.",NA,"2003","12","01","Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"ESA119235","ESA119235","Magnoliophyta",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-11-04 12:17:29-03","ESALQ","ESA","119237","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea",NA,"Koehler, S.",NA,NA,NA,"Koehler, S. ; Jucelene, F.R.",NA,"2009","01","22","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional Alto do Caparaó.","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,NA,"ESA119237","ESA119237","Magnoliophyta",NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 12:17:29-03","ESALQ","ESA","106800","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea",NA,"van den Berg, C.","2011","10","24","Romão, G.O. ; Dantas, A.P.T.","1550.0","1905","06","28","Brasil","Paraná","Campina Grande do Sul","Pico Caratuva, Fazenda Pico Paraná, acesso por estrada de terra com 8Km a partir da saída da BR-116 no Km 46-47, antes do Rio Tucum. Ao longo da trilha, 1700-1850m.s.m.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita; flor inteiramente vermelha.","ESA106800","ESA106800","Magnoliophyta",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 12:15:40-03","ESALQ","ESA","142103","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P. Castro","Silva-Filho, A.A.","2015","12","07","Toledo, C. A. P.; Flores, T. B. Gayoso; Coelho, R. G. & Colleta, D. C.","289.0","2015","09","09","Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina, Pedra da Macela. Campo de altitude.","-44.813889","-23.140278","44°48'50W","23°08'25S","1800","1800","Epífita, flores vermelhas.","ESA142103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 12:17:40-03","ESALQ","ESA","75660","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.",NA,NA,NA,NA,"Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2083.0","2001","04","10","Brasil","São Paulo","São Paulo","BLOQUEADO","-46.6300010681152","-23.5400009155273",NA,NA,"800","800","Epífita; flores vermelhas.","ESA075660",NA,"Magnoliophyta",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 12:17:40-03","ESALQ","ESA","55206","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. F.","Delfini-Feliciano, C.",NA,NA,NA,"Coelho, R.L.G.","193.0","2007","04","08","Brasil","Santa Catarina","Urupema","Fazenda Farofa. Trilha da Fazenda do Mário até o campo de altitude. Vegetação secundária de Floresta Ombrófila Mista.","-49.8731002807617","-27.9528007507324",NA,NA,"1426","1426","Epífita em Drimys angustifolia, a 2m de altura. Flores.","ESA055206",NA,"Magnoliophyta",NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-31 13:41:19-03","MN","R","121753","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.","Forster, W.","2000","03","29","Lutz, A.","558","1913","04",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"Herbario Adolpho Lutz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-31 13:41:19-03","MN","R","121754","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.","Forster, W.","2000","03","29","Lutz, A.","739","1915","02",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"Herbário Adolpho Lutz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-31 13:41:19-03","MN","R","137575","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.","Forster, W.","2000","03","29","Mello Filho, L.E.; Emmerich, M. 3981","3914","1973","09","16","Brasil","São Paulo","Campos de Jordão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-31 13:41:19-03","MN","R","222368","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.","Dewolf",NA,NA,NA,"Segadas-Vianna, F.","Serra-I - 260","1953","03","03","Brasil","São Paulo",NA,"Barreiro",NA,NA,NA,NA,"1800","1800","Conselho Nacional de Pesquisas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-31 13:41:19-03","MN","R","222369","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.",NA,NA,NA,NA,"Pabst, G.F.J. ; Pereira, E. 6453; Fromm-Trinta, E. 624; Santos, E.A.A. 656 & Flaster, B. 614","6280","1961","10","24","Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-31 13:41:19-03","MN","R","222404","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.","Menini Neto, L.","2004","06",NA,"Menini Neto, L.; Campos, B.C. & Baumgratz, J.F.","161","2004","06","14","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Universidade Federal de Juiz de Fora/Herbário CESJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-31 13:41:19-03","MN","R","2980","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.","Forster, W.","2000","03","29","Schreiner, C.","11",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-31 13:41:19-03","MN","R","2985","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.","Sampaio, A.J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-31 13:41:19-03","MN","R","35670","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.","Alves, R.J.V.","1988","05","31","Lutz, B.M.J.",NA,"1921","02",NA,"Brasil","São Paulo","Campos de Jordão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-01-28 09:15:00-03","MN","R","36294","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.","Alves, R.J.V.","1988","05","31","Glaziou, A.F.M.",NA,"1882","05",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"Gabinete de Botânica da Escola Polytechnica, 6211; Herb. J.de Saldanha","R000036294","R000036294_001",NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-31 13:41:19-03","MN","R","24810","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.","Brade, A.C.",NA,NA,NA,"Brade, A.C.","9433","1929","09","29","Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,"1500","1500",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-31 13:41:19-03","MN","R","222398","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.","Pabst, G.F.J.","1964","01","05","Emmerich, M.","222","1959","10","24","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-31 13:41:19-03","MN","R","222397","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.","Bowden, J.K.","1984","02",NA,"Segadas-Vianna, F.","2519","1951","03","20","Brasil","São Paulo","Silveiras",NA,"-44.8499984741211","-22.6599998474121",NA,NA,NA,NA,"Conselho Nacional de Pesquisas",NA,NA,NA,NA,NA,"26704","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-12-19 08:15:24-03","FPS","FPS","950","MachineObservation","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Schwirkowski, P.","2015","09","13","Schwirkowski, P.","1214","2015","09","13","Brasil","Santa Catarina","São Bento do Sul","Minas de caulim","-49.216591","-26.29284","-49.216591","-26.29284",NA,NA,"<ll>dwc_commonname:</ll> Catléia, orquídea","FPS00950,FURB48353","FPS00950_v01 FPS00950_v02 FPS00950_v03 FPS00950_v04 FPS00950_v05 FPS00950_v06 FPS00950_v07 FPS00950_v08 FPS00950_v09 FPS00950_v10 FURB48353",NA,NA,NA,NA,NA,NA,NA,NA,"FURB 48353","voucher",NA,NA,NA
"71","2019-02-15 11:46:58-02","IPA","IPA","44287","S","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb.f.","Kummrow, R.","1984",NA,NA,"Kummrov, R.","2490","1984","02",NA,"Brasil","Paraná","Campina Grande do Sul","Serra Capivari","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita, flor vermelha.; Matinha nebular.","IPA0044287",NA,"Plantae",NA,NA,"55154","auto","Southern America",NA,NA,NA,NA,NA,NA,NA
"72","2019-08-27 13:26:31-03","IAP","PACA-AGP","8756","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","G.D.S. Seger","2009","10","07","Rambo, B.",NA,"1942","01","14","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Habitat: In silvula nebulari, epiphytica Fenofase: flor","PACA008756",NA,"Magnoliophyta","Liliatae","Orchidales","55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-08-27 13:26:31-03","IAP","PACA-AGP","36588","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Seger, G.D.S.","2009","10","07","Rambo, B.",NA,"1948","02",NA,"Brasil","RS","São Francisco de Paula","Cambará","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: In araucarieto, epiphytica Fenofase: flor","PACA036588",NA,"Magnoliophyta","Liliatae","Orchidales","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-08-27 13:26:31-03","IAP","PACA-AGP","60157","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","G.D.S. Seger","2009","10","07","Rambo, B.",NA,"1957","01","23","Brasil","SC","Campo dos Padres",NA,NA,NA,NA,NA,NA,NA,"Habitat: In silvula nebulari, epiphytica Fenofase: flor","PACA060157",NA,"Magnoliophyta","Liliatae","Orchidales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-08-27 13:26:31-03","IAP","PACA-AGP","82084","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","G.D.S. Seger","2009","10","07","Sehnem, A.","5108","1950","12","19","Brasil","RS","São Francisco de Paula","Serra do Faxinal","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: Epiphytum in silva nebulari","PACA082084",NA,"Magnoliophyta","Liliatae","Orchidales","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-08-27 13:26:31-03","IAP","PACA-AGP","52180","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Seger, G.D.S.","2009","10","07","Rambo, B.",NA,"1951","11","05","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: In araucarieto Fenofase: flor","PACA052180",NA,"Magnoliophyta","Liliatae","Orchidales","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-08-27 13:26:31-03","IAP","PACA-AGP","1360","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","G.D.S. Seger","2009","10","07","C. Orth SJ",NA,"1935","10","20","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Habitat: Culta Fenofase: flor","PACA001360",NA,"Magnoliophyta","Liliatae","Orchidales","10287","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-20 21:18:43-03","UFV","VIC","013222","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.",NA,NA,NA,NA,"Gomes, V.","s.n.","1970","05","14","Brasil","Minas Gerais","Lima Duarte","Monte Verde","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"VIC013222","VIC013222",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-24 17:09:42-03","UFES","SAMES","4434","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","Freitas,J.","2013","12","06","Menezes,L.F.T.; Giaretta,A.O.;Broggio,I.S.","1956","2010","08","06","Brasil","Espírito Santo","Linhares","Povoação. Área de restinga.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Flores vermelhas e frutos verdes. Habito: Epífita","SAMES04434",NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-06-30 18:32:38-03","UFJF","CESJ","26463","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro",NA,NA,NA,NA,"R.C. Forzza","9","1993","04","03","Brasil","Minas Gerais",NA,"Parque Estadual do Ibitipoca",NA,NA,NA,NA,NA,NA,"Planta eífita, em mata ciliar, local úmido, sombreado. Flor única vermelha. Labelo estriado de amarelo.","CESJ026463",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"81","2020-06-30 18:32:38-03","UFJF","CESJ","66096","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","C. Nardy","2014","08","04","C. Nardy; L. Menini Neto; S.G. Furtado; A. Cabral","18","2014","08","04","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata em frente ao Lago das Miragens, ca. 1300 m.s.m.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Erva epífita. Folha verde com contorno arroxeado. Pseudobulbo redondo com pequenos sulcos. Fruto filiforme arroxeado.","CESJ066096",NA,"Angiosperma",NA,NA,"30417","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA
"82","2019-11-21 14:40:53-03","UFJF","CESJ","60165","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","L. Menini Neto; S.G. Furtado","2012","07","07","S.G. Furtado; L. Menini Neto","79","2012","07","07","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Floresta Ombrófila Mista, Mata do Cambuí, próximo ao Garrafão.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Epífita, a ca. 1,5m alt., interior de floresta ombrófila mista, próximo ao curso d'água. Pseudobulbos e folhas verde-escuros, frutos verdes, matizados de vináceo.","CESJ060165",NA,"Angiosperma",NA,NA,"29865","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 14:40:53-03","UFJF","CESJ","61978","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","L. Menini Neto; S.G. Furtado","2013","01","26","S.G. Furtado; L. Menini Neto; M.A. Manhães","209","2013","01","26","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Floresta Ombrófila Mista, na beira da estrada entre o Garrafão e o Centro de Apoio ao Pesquisador.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Epífita, em interior e borda da floresta ombrófila mista, a ca. 3m alt. Flores vermelhas, labelo de base amarela.","CESJ061978",NA,"Angiosperma",NA,NA,"29865","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA
"84","2019-11-21 14:40:53-03","UFJF","CESJ","8601","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro",NA,NA,NA,NA,"L. Krieger; U.C. Câmara","CESJ8601","1970","05","14","Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,NA,"CESJ008601",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"85","2019-11-21 14:40:53-03","UFJF","CESJ","13348","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro",NA,NA,NA,NA,"L. Krieger; L. Krieger","CESJ13348","1974","05",NA,"Brasil","Minas Gerais",NA,"Serra de Ibitipoca",NA,NA,NA,NA,NA,NA,NA,"CESJ013348",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 14:40:53-03","UFJF","CESJ","58572","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","L. Menini Neto","2010","09","11","F.E. Alves; L. Menini Neto; B.R. M. Bastos","5","2010","09","11","Brasil","Minas Gerais","Olaria","Serra do Cruz, Capão de mata. 21º53'31,82S, 44º04'53,78O. 1451m.s.m.","-44.081606","-21.892172","-44.081606","-21.892172","1451","1451","Epífita em ambiente sombreado com presença de algumas árvores. Folhas verdes, matizadas de vináceo. Fruto imaturo verde-escuro, matizado de vináceo.","CESJ058572",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 14:40:53-03","UFJF","CESJ","58580","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","L. Menini Neto","2011","02",NA,"F.E. Alves; B.R.M. Bastos","48","2011","03","26","Brasil","Minas Gerais","Olaria","Serra do Cruz, Borda de mata nebular. 21º53'26,53S, 44º04'58,81O. 1480m.s.m.","-44.083003","-21.890703","-44.083003","-21.890703","1480","1480","Epífita em borda de mata. Em candeia, a ca. 3 m do solo. Folhas verde-escuras, carnosas. Flor vermelha.","CESJ058580",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"88","2019-11-21 14:40:53-03","UFJF","CESJ","68548","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","B. Moreira","2016",NA,NA,"B. Moreira; L.C.D. Dias","214","2015","04","20","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás do centro de pesquisa","-43.898333","-21.709722","-43.898333","-21.709722","1360","1360","Epífita, flores vermelhas. Interior de mata","CESJ068548",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 14:40:53-03","UFJF","CESJ","68629","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","B. Moreira","2016",NA,NA,"B. Moreira; L.C.D. Dias","295","2015","06","20","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás do centro de pesquisa","-43.899167","-21.715278","-43.899167","-21.715278","1360","1360","Epífita, flor rosa. Interior de mata","CESJ068629",NA,"Angiosperma",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"90","2020-06-30 18:32:38-03","UFJF","CESJ","66325","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","coccinea","Hadrolaelia coccinea","(Lindl.) Chiron & V.P.Castro","C. Nardy","2014","08","04","C. Nardy; L. Menini Neto; S.G. Furtado; A. Cabral","18","2014","08","04","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata em frente ao Lago das Miragens, ca. 1300 m.s.m.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Erva epífita. Folha verde com contorno arroxeado. Pseudobulbo redondo com pequenos sulcos. Fruto filiforme arroxeado.","CESJ066325",NA,"Angiosperma",NA,NA,"30417","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA
"91","2020-07-02 18:55:45-03","UFJF","CESJ","50334","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.","N.L. Abreu","2008","05","10","N.L. Abreu; L. Menini Neto","210","2008","05","10","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Distrito de Monte Verde, Fazenda Serra Negra.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Epífita em interior de mata. Pseudobulbo verde fusiforme, folhas verdes discolores. pedicelo + ovário verde acastanhado. Pétalas e sépalas vermelhas cintilantes, labelo vermelho, disco amarelo, nervuras vermelhas, coluna alva, margem dos lobos do estigma","CESJ050334",NA,"Angiosperma",NA,NA,"30417","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA
"92","2019-11-21 14:41:12-03","UFJF","CESJ","47577","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","coccinea","Sophronitis coccinea","(Lindl.) Rchb. f.","N.L. Abreu","2006","07",NA,"A.L.Santiago; N.F.O. Mota; P.L. Viana; F.S. Souza; O.J. Bastos Neto","1","2006","05","21","Brasil","Minas Gerais","Rio Preto","Serra Negra, trilha para o Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Pseudobulbo verde, folhas discolores. Pedicelo + ovário verde e castanho. Pétalas e sépalas vermelho cintilante, labelo vermelho, base amarela com estrias vermelho-escuras, coluna alva com ápice lilás.","CESJ047577",NA,"Angiosperma",NA,NA,"20815","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA
"93","2021-03-01 16:20:06-03","UNICAMP","UEC","160218","S","Plantae","Orchidaceae","Cattleya","coccinea","Cattleya coccinea","Lindl.","Forster, W","2011","12",NA,"Lombardi, JA; Saka, MN; Temponi, LG; Cardozo, AP","8611","2011","07","04","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Trilha para a Pedra do Sino, barranco a esquerda da primeira cachoeira.","-43.013417","-22.911111","-43.013417","-22.911111","1487","1487","Erva epífita, tépalas laranja-avermelhadas, labelo externamente amarelo de bordos laranja, internamente amarelo com estrias longitudinais e ápice laranja, coluna amarela.; Mata atlântica, área aberta.","UEC017754","UEC017754","Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
