"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","sex","class","relatedCatalogItem","individualCount","fieldNumber"
"212","2021-04-07 11:44:46-03","UFMS","CGMS","50037","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","A. Pott","2015","06","06","A.M.M. Zanoni; L.B.L.C. Costa; E.A.R. Cavalcante","2015","06","06","Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque MS-184, próximo à ponte sobre o Rio Miranda que dá acesso à BEP (Base de Estudos do Pantanal da UFMS).","-57.0369444","-19.5811111","-57,0369444","-19,5811111","Papilionoideae. Flor amarela. Fruto imaturo verde. Habitat: Pantanal, sub-região de Miranda, beira de estrada próximo a área alagada. Frenquente. Habito: Arbusto. 2,50 m de altura.","CGMS1080022",NA,NA,NA,"2",NA,NA,"91","91",NA,NA,NA,NA,NA,NA,NA
"213","2021-04-07 11:44:46-03","UFMS","CGMS","65715","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","A. Pott",NA,NA,NA,"A. Pott; A.L.B. Sartori; G.A. Damasceno-Junior","2009","06","26","Brasil","Mato Grosso do Sul","Porto Murtinho","Rio Paraguai, Pantanal, 1,5 Km acima de Porto Murtinho.","-57.8925","-21.6772223","-57,8925","-21,6772223","Papilionoideae. Flor amarela. Fruto imaturo verde. Habitat: Vegetação herbáceo-arbustiva ripária. Solo argiloso. Relevo plano. Habito: Arbusto. 1,50 - 3,50 m de altura.","CGMS1098676",NA,NA,NA,"15494",NA,NA,"75","75",NA,NA,NA,NA,NA,NA,NA
"214","2021-04-07 11:44:46-03","UFMS","CGMS","10214","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","L.C.P. Lopes; et.al.","1999","07","03","L.C.P. Lopes; et al.","1999","07","03","Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque.","-57.6533333","-19.0091667","-57,6533333","-19,0091667","Papilionoideae. Flor amarela","CGMS1039503",NA,NA,NA,NA,NA,NA,"118","118",NA,NA,NA,NA,NA,NA,NA
"215","2021-04-07 11:44:46-03","UFMS","CGMS","2171","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.",NA,NA,NA,NA,"Mauro R.A.; et al.","1987","12","02","Brasil","Mato Grosso do Sul","Corumbá","Porto da Manga.","-57.2397222","-19.26","-57,2397222","-19,26","Papilionoideae.","CGMS1018948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-04-07 11:44:46-03","UFMS","CGMS","35225","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.",NA,NA,NA,NA,"T.G. Freitas","2009","02","20","Brasil","Mato Grosso do Sul","Corumbá","Campo Inundável Magem do Rio Bracinho.","-57.6233334","-18.9727778","-57,6233334","-18,9727778","Papilionoideae. Flor amarela. Habitat: Pantanal do Paraguai. Habito: Arbusto.","CGMS1064554",NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-04-07 11:44:46-03","UFMS","CGMS","62867","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","A.L.B. Sartori",NA,NA,NA,"Carla Damaris da Silva Lacerda; Camila de Oliveira Gutierrez; Daniel Gerra Franco; Igor Leal Brito","2017","02",NA,"Brasil","Mato Grosso do Sul","Bonito",NA,"-56.5213889","-21.1163889","-56,5213889","-21,1163889","Papilionoideae. Flor Amarela. Fruto Verte Maduro e Marrom. Habitat: Pastagem. Beira do açulde. Habito: Liana.","CGMS1095831",NA,NA,NA,"24",NA,NA,"394","394",NA,NA,NA,NA,NA,NA,NA
"218","2021-04-07 11:44:46-03","UFMS","CGMS","20772","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","L.C.P. Lima",NA,NA,NA,"A.L.B. Sartori; A. Pott; L.C.P. Lima; V.J. Pott; P.R. de Souza","2001","10","05","Brasil","Mato Grosso do Sul","Campo Grande","Embrapa.","-54.6464004516602","-20.4428005218506",NA,NA,"Papilionoideae. Flor amarela. Fruto verde imaturo. Odor forte nos ramos e folhas. Planta fora d#?#água. Habitat: Vereda - próximo ao riacho. Habito: Subarbusto. 2,00m de altura.","CGMS1050174",NA,NA,NA,"813",NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA
"219","2021-04-07 11:44:46-03","UFMS","CGMS","20774","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","L.C.P. Lima",NA,NA,NA,"A.L.B. Sartori; A. Pott; L.C.P. Lima; V.J. Pott; P.R. de Souza","2001","10","05","Brasil","Mato Grosso do Sul","Campo Grande","Embrapa - Após anel viário para Sidrolândia.","-54.6464004516602","-20.4428005218506",NA,NA,"Papilionoideae. Flor amarela. Habitat: Vereda - próximo ao córrego. Habito: Subarbusto. 1,50m de altura.","CGMS1050176",NA,NA,NA,"811",NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA
"220","2021-04-07 11:44:46-03","UFMS","CGMS","24867","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","M.L. Bueno","2009","06","04","V. Pontara","2008","08","24","Brasil","Mato Grosso do Sul","Corumbá","Estrada Parque.","-57.6533012390137","-19.0091991424561",NA,NA,"Papilionoideae. Flor amarela. Habitat: Mata ciliar. Habito: Arbusto 2m.","CGMS1054292",NA,NA,NA,"2",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"221","2021-04-07 11:44:46-03","UFMS","CGMS","45655","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","G. Hatschbach","2002",NA,NA,"G. Hatschbach; M. Hatschbach; O.S. Ribas","2002","05","17","Brasil","Mato Grosso do Sul","Miranda","Rodovia BR 262, Miranda - Corumbá.","-56.3782997131348","-20.2406005859375",NA,NA,"Papilionoideae. Flor amarela. Fruto ausente. Habitat: Orla do Pantanal. Habito: Arbusto. 2.5m de altura.","CGMS1075625",NA,NA,NA,"73062",NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA
"222","2021-04-07 11:44:46-03","UFMS","CGMS","33945","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","A.L.B. Sartori","2012","09","03","A.L.B. Sartori","2011","12","15","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Quebracho-Brasil.","-57.8824996948242","-21.6989002227783",NA,NA,"Caesalpinioideae. Frutos semi-maduros acastanhados. Habito: Subarbusto. 2,00m de altura.","CGMS1063341",NA,NA,NA,"1105",NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA
"223","2021-04-07 11:44:46-03","UFMS","CGMS","33945","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","A.L.B. Sartori","2012","09","03","A.L.B. Sartori","2011","12","15","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Quebracho-Brasil.","-57.8824996948242","-21.6989002227783",NA,NA,"Caesalpinioideae. Frutos semi-maduros acastanhados. Habito: Subarbusto.","CGMS1060315",NA,NA,NA,"1103",NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA,NA
"224","2019-11-27 13:49:20-03","UFS","ASE","19150","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Vanni, R","2012","05",NA,"Matos, GMA; Matos, E; Costa, SM","2010","01","20","Brasil","Sergipe","Aracaju","Parque Augusto Franco","-37.071667","-10.911111","-37.071667","-10.911111","Flores amarelas. Frutos marrons.; Flores amarelas. Frutos marrons.","ASE0012296","ASE0012296","Magnoliophyta",NA,"3","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-11-27 13:49:20-03","UFS","ASE","26254","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Gomes, LA","2012","10",NA,"Gomes, LA; Freire, GS; Santos, E","2012","10","11","Brasil","Sergipe","Laranjeiras","Caverna do Tramandaí, Povoado Machado.","-37.170083","-10.817667","-37.170083","-10.817667","Arbusto com cerca de 2 m. Flores com brácteas verdes, corola amarela. Com legumes verdes.","ASE0012313","ASE0012313","Magnoliophyta",NA,"878","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-11-27 13:49:20-03","UFS","ASE","26194","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Oliveira, EVS","2016","12","15","Oliveira, EVS; Silva, TC; Lima, JF","2012","02","10","Brasil","Sergipe","Aracaju","Povoado Mosqueiro, Próximo ao farol.","-37.0418","-10.544","-37.0418","-10.544","Folhas compostas. Flores amarelas. Cálice esverdeado.; Restinga. Solo de areias brancas.","ASE0012312","ASE0012312","Magnoliophyta",NA,"67","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-11-27 13:49:20-03","UFS","ASE","27179","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Barbosa, P","2013",NA,NA,"Prata, AP; Barbosa, P; Santos, E","2012","12","04","Brasil","Sergipe","Japaratuba","Próximo à Estação Jericó, Pólo de Tratamento de Resíduo. Fosso CP1234.","-36.5624","-10.3536","-36.5624","-10.3536","Arbusto ramificado desde a base, com ca. de 2m, folhas compostas, flores amarelas com bordas alaranjadas, frutos maturos verdes e lineares. Caule com tricoma. UTM: 724273E, 8823117N.","ASE0012316","ASE0012316 ASE0012316_1","Magnoliophyta",NA,"3460","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-11-27 13:49:20-03","UFS","ASE","38014","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Freire, GS","2016","11","18","Déda, RM; Freire, GS; Santos, E; Silva, AS","2016","11","17","Brasil","Sergipe","Laranjeiras","Área de Compensação Ambiental da fábrica CIMESA","-37.0926","-10.4914","-37.0926","-10.4914","Arbusto com cerca de 1,7 m. Flores amarelas.; Mata Atlântica. Solo Argiloso.","ASE0039213",NA,"Magnoliophyta",NA,"404","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-11-27 13:49:20-03","UFS","ASE","36679","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Santos, MH","2015","04","30","Santos, MH; Santos, TLS; Lino, JB; Antônio, GM; Oliveira, MVN","2015","04","22","Brasil","Sergipe","Amparo de São Francisco","Lagoa dos campinhos, Lagoa dos Campinhos","-36.5428","-10.0819","-36.5428","-10.0819","UTM N (8868789.506) E (736583.364).","ASE0037140","ASE0037140","Magnoliophyta",NA,"194","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-11-27 13:49:20-03","UFS","ASE","35662","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Oliveira, EVS","2016","12","15","Oliveira, EVS; Landim, MF","2014","09","30","Brasil","Sergipe","Aracaju","Zona de expansão, Povoado Matapuã","-36.4526","-10.3908","-36.4526","-10.3908","Solo arenoso e seco. Substrato terrícola. Arbusto. Cerca de 3 m. Abundante na área estudada. Com legumes escuros. Cordenada UTM 24 L (704983 ; 8791891); restinga.","ASE0003864","ASE0003864","Magnoliophyta",NA,"469","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-11-27 13:49:20-03","UFS","ASE","30228","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Silva, ACC","2013","12","09","Farias, MCV; Santos, E","2013","02","02","Brasil","Sergipe","Cedro de São João",NA,"-36.5304","-10.1507","-36.5304","-10.1507","Caatinga","ASE0001632","ASE0001632","Magnoliophyta",NA,"527","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-11-27 13:49:20-03","UFS","ASE","27518","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Vanni, R","2014","01","21","Oliveira, EVS; Ferreira, ES","2013","02","21","Brasil","Sergipe","Pacatuba","Rebio de Santa Isabel, 3° barreta após a sede.","-36.753056","-10.654722","-36.753056","-10.654722","Restinga. Solo de Areias Brancas.","ASE0012315","ASE0012315","Magnoliophyta",NA,"180","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-11-27 13:49:20-03","UFS","ASE","18459","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Santos, LAS","2010","04","22","Santos, LAS; Melo, DS; Souza, CAS","2010","03","22","Brasil","Sergipe","São Cristóvão","Lagoa em frente a UFS","-37.1223","-10.0053","-37.1223","-10.0053","Flor amarela.; Flor amarela.; Mata ciliar.","ASE0012297","ASE0012297","Magnoliophyta",NA,"112","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-11-27 13:49:20-03","UFS","ASE","40865","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Santana Júnior, JA","2018","03","08","Santana Júnior, JA; Santos Júnior, JL; Santos, MN; França, D","2018","02","05","Brasil","Sergipe","São Cristóvão","Matinha da UFS, Próximo à biblioteca da Universidade Federal de Sergipe","-37.061","-10.5537","-37.061","-10.5537","Espécie arbórea. Cerca de 2 metros de altura. Flores amarelas. Frutos marrons. Planta aromática.; Mata Atlântica","ASE0042364",NA,"Magnoliophyta",NA,"558","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-03-01 16:31:20-03","UNICAMP","UEC","142001","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Silva, RR",NA,NA,NA,"Rocha, GZ","2005","03","17","Brazil","São Paulo","Jaguariúna","Centro de Educação Municipal Ambiental (CEMA). Estação de Tratamento de Esgoto (ETA).","-46.984361","-22.689167","-46.984361","-22.689167","Arbórea, com botões e flores amarelos, sem aroma, com frutos jovens e escuros. Encontrada na borda da mata, na beira da estrada.; Borda da mata.","UEC051612","UEC051612","Magnoliopsida",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-08-20 10:15:06-03","UNICAMP","UEC","142424","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Silva, RR","2004","11",NA,"Silva, RR; Velásquez, JS","2004","11","24","Brazil","Mato Grosso do Sul","Corumbá","Serra Grande, Planalto Residual do Urucum. Borda de Floresta Estacional Decidual.","-57.513222","-19.214814","-57.513222","-19.214814","Arbusto de 2m de altura. Botões verdes. Flores amarelas. Solo ferruginoso.",NA,NA,"Magnoliopsida",NA,"1305",NA,NA,"393","393",NA,NA,NA,NA,NA,NA,NA
"237","2019-08-20 10:15:06-03","UNICAMP","UEC","142453","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Silva, RR","2004","11",NA,"Silva, RR; Velásquez, JS","2004","11","24","Brazil","Mato Grosso do Sul","Corumbá","Serra Grande, Planalto Residual do Urucum. Borda de Floresta Estacional Decidual.","-57.513222","-19.214814","-57.513222","-19.214814","Arbusto de 2m de altura. Botões verdes. Flores amarelas. Solo ferruginoso.",NA,NA,"Magnoliopsida",NA,"1305",NA,NA,"393","393",NA,NA,NA,NA,NA,NA,NA
"238","2021-01-29 12:47:06-03","UNICAMP","UEC","143016","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Silva, RR","2003","10",NA,"Silva, RR; Silva, MV","2003","10","16","Brazil","Mato Grosso do Sul","Ladário","Lagoa do Arroz., Ponto de aterro. Campo úmido.","-57.477222","-19.079056","-57.477222","-19.079056","Arbusto de 2,5m de altura. Flores amarelas; frutos imaturos verdes. Solo areno-argiloso.",NA,NA,"Magnoliopsida",NA,"334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2019-08-20 10:15:06-03","UNICAMP","UEC","143152","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Silva, RR","2004","08",NA,"Silva, RR; Silva, MV","2004","08","27","Brazil","Mato Grosso do Sul","Ladário","Lagoa do Arroz, Campo úmido.","-57.473944","-19.045778","-57.473944","-19.045778","Arbusto de 1,5m de altura. Frutos imaturos verdes. Solo argiloso.",NA,NA,"Magnoliopsida",NA,"1113",NA,NA,"80","80",NA,NA,NA,NA,NA,NA,NA
"240","2021-03-01 16:31:20-03","UNICAMP","UEC","170159","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Keller, HA","2012",NA,NA,"Keller, HA; Keller, CJ","2012","02","21","Argentina","Misiones","San Ignacio","Estuario al norte del arroyo Chufio.&nf;Pajonal en isla pequeña.","-55.5945","-27.215194","-55.5945","-27.215194","Arbusto, flores amarillas.","UEC010592","UEC010592","Magnoliopsida",NA,"10799",NA,NA,"103","103",NA,NA,NA,NA,NA,NA,NA
"241","2021-03-01 16:31:20-03","UNICAMP","UEC","193248","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Sobral, M","2009","03",NA,"Dreveck, S; Carneiro, FE","2009","01","30","Brazil","Santa Catarina","Arvoredo",NA,"-52.47","-27.09","-52.47","-27.09","Arbustiva. Altura 2m. Florística IFSC 2192 (arbusto); Beira da estrada","UEC131935","UEC131935","Magnoliopsida",NA,"571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2019-08-20 10:15:06-03","UNICAMP","UEC","8924","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Monteiro, R","1984","11",NA,"Alcântara, PB; Araújo, OA; Leite, WBO","1977","06","26","Brazil","Rio de Janeiro",NA,"Rodovia Dutra, BR 116 - km 110",NA,NA,NA,NA,"fruto, Arbustivo, erecta.",NA,NA,"Magnoliopsida",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2019-08-20 10:15:06-03","UNICAMP","UEC","8924","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Monteiro, R","1984","11",NA,"Alcântara, PB; Araújo, OA","1977","06","26","Brazil","Rio de Janeiro",NA,"Rodovia Dutra, BR 116, Km 110",NA,NA,NA,NA,"Arbustivo, erecta.",NA,NA,"Magnoliopsida",NA,"IZ201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2019-08-20 10:15:06-03","UNICAMP","UEC","8935","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Monteiro, R","1984","11",NA,"Heringer, EP; Mendonça, RC; Paula, JE; Salles, AEH","1979","01","28","Brazil","Mato Grosso do Sul",NA,"Estrada transpantaneira",NA,NA,NA,NA,"Arbusto marginal com 2m de altura, flor amarela, fruto maduro variando na cor entre amarelo e preto.",NA,NA,"Magnoliopsida",NA,"849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2019-08-20 10:15:06-03","UNICAMP","UEC","29158","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Rodrigues, RS; Flores, AS","2003",NA,NA,"Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS","1981","02","18","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,"Arbusto com copa ampla; folíolos pubescentes; flores amarelas; frutos jovens; ruderal.",NA,NA,"Magnoliopsida",NA,"6261",NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"246","2019-08-20 10:15:06-03","UNICAMP","UEC","42867","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Monteiro, R","1994","09",NA,"Heringer, EP","1982","12","08","Brazil","Goiás","Luziânia","Centro da cidade","-47.9502983093262","-16.2525005340576",NA,NA,"Arbusto formado por vários ramos volúveis, flores amarelas em pequenas inflorescências congestas; solo cascalhoso, sujeito a incêndios periódicos.",NA,NA,"Magnoliopsida",NA,"18495",NA,NA,NA,NA,"83221","auto",NA,NA,NA,NA,NA
"247","2021-03-01 16:31:20-03","UNICAMP","UEC","136581","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Silva, RR","2005","05","12","Prado, AL; et al.","1993","08","11","Brazil","Mato Grosso","Poconé","Estrada Transpantaneira, Km 120, Área marginal do campo seco e borda de cordilheira, sazonalmente alagável.","-56.6227989196777","-16.2567005157471",NA,NA,"Subarbusto, flor amarelada.",NA,NA,"Magnoliopsida",NA,"2123",NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA
"248","2020-02-10 17:53:07-03","UNICAMP","UEC","8925","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Monteiro, R","1984","11",NA,"Gibbs, PE; Shepherd, GJ; Andrade, JB; Bufarah, GBG","1977","07","21","Brazil","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,"Arbusto até 2,0m; flores amarelas.",NA,NA,"Magnoliopsida",NA,"5368",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"249","2019-08-20 10:15:06-03","UNICAMP","UEC","79394","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Rodrigues, RS; Flores, AS","2003",NA,NA,"Árbocz, GF","1994","09","30","Brazil","Mato Grosso do Sul","Corumbá","Margem da estrada para o Passo da Lontra, Cerrado existente na elevação do terreno da estrada.","-57.6533012390137","-19.0091991424561",NA,NA,"Arbusto 2-3m de altura; flores amarelas e frutos maduros marrons.",NA,NA,"Magnoliopsida",NA,"846",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"250","2019-08-20 10:15:06-03","UNICAMP","UEC","141808","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Silva, RR","2003","02",NA,"Silva, RR; Velásquez, JS","2003","02","08","Brazil","Mato Grosso do Sul","Corumbá","Serra do Jacadigo, Planalto Residual do Urucum. &nf;Acesso pelo sítio Nossa Senhora Auxiliadora. &nf;Borda de Floresta Estacional Semidecidual.","-57.6533012390137","-19.0091991424561",NA,NA,"Arbusto de 80 cm de altura. Flores amarelas, frutos maduros marrom-escuros. Solo argiloso.",NA,NA,"Magnoliopsida",NA,"244",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"251","2019-08-20 10:15:06-03","UNICAMP","UEC","8931","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Monteiro, R","1984","11",NA,"Salgado, PR; Paulino, VJ","1978","05","18","Brazil","Minas Gerais","Bicas","Rodovia Leopoldina a Juiz de Fora (km 55","-43.059398651123","-21.7252998352051",NA,NA,"flor, Nativo a beira da estrada. Arbustivo, erecta.",NA,NA,"Magnoliopsida",NA,"s.n.",NA,NA,NA,NA,"12772","auto",NA,NA,NA,NA,NA
"252","2019-08-20 10:15:06-03","UNICAMP","UEC","8931","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Monteiro, R","1984","11",NA,"Salgado, PR; Paulino, VT","1978","05","18","Brazil","Minas Gerais","Bicas","Rodovia Leopoldina a Juiz de Fora, Km 55","-43.059398651123","-21.7252998352051",NA,NA,"Nativo a Beira de estrada. Arbustivo, erecto.",NA,NA,"Magnoliopsida",NA,"IZ480",NA,NA,NA,NA,"12772","auto",NA,NA,NA,NA,NA
"253","2019-08-20 10:15:06-03","UNICAMP","UEC","108961","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Medri, C","1998",NA,NA,"Medri, C","1998","10","10","Brazil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,"Arvoreta, 3m; flores amarelas. Pasto do passo do meio.",NA,NA,"Magnoliopsida",NA,"726",NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA
"254","2019-08-20 10:15:06-03","UNICAMP","UEC","64337","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Tamashiro, JY","1993","11",NA,"Medri, ME","1993","10","20","Brazil","Paraná","Sertanópolis","Ponte Caída","-51.0363998413086","-23.0585994720459",NA,NA,"Arvoreta, 3m de altura, flores amarelas. Fruto legume com septos tranversais, cerca de 4-5 sementes.",NA,NA,"Magnoliopsida",NA,"11023",NA,NA,NA,NA,"19992","auto",NA,NA,NA,NA,NA
"255","2019-08-20 10:15:06-03","UNICAMP","UEC","64337","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Tamashiro, JY","1993","11",NA,"Medir, ME","1993","10","20","Brazil","Paraná","Sertanópolis","Ponte Caída","-51.0363998413086","-23.0585994720459",NA,NA,"flor, Arvoreta de 3 m de altura, flores amarelas. Frutos legume com septos transversais, cerca de 4-5 sementes.",NA,NA,"Magnoliopsida",NA,"s.n.",NA,NA,NA,NA,"19992","auto",NA,NA,NA,NA,NA
"256","2019-08-20 10:15:06-03","UNICAMP","UEC","93587","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.",NA,NA,NA,NA,"Guerra, M; Forni-Martins, ER","1995","04","10","Brazil","Pernambuco","Recife","Às margens da BR 101","-34.8810997009277","-8.05389022827148",NA,NA,"Arbusto, 80cm, ruderal. Flores amarelas; em frutificação.",NA,NA,"Magnoliopsida",NA,"35739",NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA
"257","2019-08-20 10:15:06-03","UNICAMP","UEC","8923","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Monteiro, R","1984","11",NA,"Taroda, N; Kinoshita, LS","1976","12","14","Brazil","São Paulo","Campinas","IAC, Fazenda Santa Elisa.","-47.060001373291","-22.8999996185303",NA,NA,"Arbusto até 3m; flores amarelas.",NA,NA,"Magnoliopsida",NA,"4170",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"258","2019-08-20 10:15:06-03","UNICAMP","UEC","88426","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Rodrigues, RS; Flores, AS","2003",NA,NA,"Bernacci, LC; Belinello, R; Moreira; Camargo, FC; Andrade","1995","09","07","Brazil","São Paulo","Dracena","Margem do Rio do Peixe, Florestaripária.","-51.5299987792969","-21.4799995422363",NA,NA,"Arbusto ca. 3m, flores amarelas, estandarte externamente com estrias alaranjadas na borda, quilha amarelo-esverdeada.",NA,NA,"Magnoliopsida",NA,"2122",NA,NA,NA,NA,"23670","auto",NA,NA,NA,NA,NA
