"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","sex","class","relatedCatalogItem","individualCount","fieldNumber"
"816","2020-11-12 16:59:43-03","UEL","FUEL","11449","PreservedSpecimen","Plantae","Leguminosae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers","Dias, MC","1994",NA,NA,"Dias, MC; Medri, ME; Bianchini, E; Pimenta, JA","1994","03","11","Brasil","Paraná","Sertanópolis","Ponte Caida","-51.0363998413086","-23.0585994720459",NA,NA,NA,NA,NA,"Tracheophyta","Fabales","s.n.",NA,NA,NA,NA,"19992","auto",NA,NA,NA,NA,NA
"817","2020-11-12 16:59:43-03","UEL","FUEL","11023","PreservedSpecimen","Plantae","Leguminosae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers","Eisinger, SM","1993","12","16","Medri, ME; et al.","1993","10","20","Brasil","Paraná","Sertanópolis","Ponte Caida","-51.0363998413086","-23.0585994720459",NA,NA,NA,NA,NA,"Tracheophyta","Fabales","s.n.",NA,NA,NA,NA,"19992","auto",NA,NA,NA,NA,NA
"818","2020-11-12 16:59:43-03","UEL","FUEL","43906","PreservedSpecimen","Plantae","Leguminosae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers","Miotto, STS","2009","05","15","Butzke, A","2008","01","09","Brasil","Rio Grande do Sul","Mostardas","Lagoa Barros - Velho, Orla da lagoa","-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,NA,"Tracheophyta","Fabales","1073",NA,NA,NA,NA,"86098","auto",NA,NA,NA,NA,NA
"819","2020-11-12 16:59:43-03","UEL","FUEL","49154","PreservedSpecimen","Plantae","Leguminosae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers","Sobral, M","2009","03",NA,"Dreveck, S; Carneiro, FE","2009","01","30","Brasil","Santa Catarina","Arvoredo","beira da estrada","-52.4557991027832","-27.0743999481201",NA,NA,NA,NA,NA,"Tracheophyta","Fabales","571",NA,NA,NA,NA,"9238","auto",NA,NA,NA,NA,NA
"820","2020-11-12 16:59:43-03","UEL","FUEL","49153","PreservedSpecimen","Plantae","Leguminosae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers","Korte, A","2011","01","11","Korte, A","2010","12","02","Brasil","Santa Catarina","Palhoça","Parque Estadual do Tabuleiro- Guarda Embuá, Restinga, beira da estrada; Estádio Suces: Avançado de regeneração","-48.6678009033203","-27.645299911499",NA,NA,NA,NA,NA,"Tracheophyta","Fabales","5328",NA,NA,"15","15","31105","auto",NA,NA,NA,NA,NA
"821","2020-11-12 16:59:43-03","UEL","FUEL","17633","PreservedSpecimen","Plantae","Leguminosae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers","Miotto, STS","2009",NA,NA,"Castilho, JG; et al.","1994","11","01","Brasil","São Paulo","Birigui",NA,"-50.3400001525879","-21.2800006866455",NA,NA,NA,NA,NA,"Tracheophyta","Fabales","s.n.",NA,NA,NA,NA,"24456","auto",NA,NA,NA,NA,NA
"822","2019-11-01 15:00:58-03","UnB","UB","111216","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata","Benth.","Proença, CEB; Souza, ENF",NA,NA,NA,"Cezare, CHG; Souza-Silva, S; Raimundo, R","2007","09","25","Brasil","Goiás","Luziânia","Hidrelétrica de Corumbá III, área a ser desmatada para enchimento do reservatório","-48.0156","-16.6362","-48.0156","-16.6362","Arvoreta 4m. Flor amarela; Banco de areia na margem esquerda do rio Corumbá. Topologia: Plano.",NA,NA,"Dicotyledoneae",NA,"11","Southern America",NA,"751","751",NA,NA,NA,NA,NA,NA,NA
"823","2019-11-01 15:00:58-03","UnB","UB","111628","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata","Benth.","Sant'Ana, IS","2010",NA,NA,"Cezare, CHG; Souza-Silva, S; Machado Neto, A","2007","12","09","Brasil","Goiás","Luziânia","Hidrelétrica de Corumbá III, área a ser desmatada para enchimento do reservatório","-48.0342","-16.5038","-48.0342","-16.5038","botão floral verde; Arbusto 2m. Flor amarela; Banco de areia e lajeado de pedras. Topologia: Plano.",NA,NA,"Dicotyledoneae",NA,"461","Southern America",NA,"767","767",NA,NA,NA,NA,NA,NA,NA
"824","2019-11-01 15:00:58-03","UnB","UB","212265","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata","Benth.",NA,"2012",NA,NA,"Projeto Biodiversidade BP; Amaral, AG; Concha, C; Marshall, C; Villaroel, D; Souza, ENF; Hawthorne, W","2012","09","22","Brasil","Goiás","Edéia","Fazenda Canadá (RECD01)","-50.0943","-17.7147","-50.0943","-17.7147","Cerrado denso. Solo arenoso, marrom",NA,NA,"Dicotyledoneae",NA,"RE309","Southern America",NA,"487","487",NA,NA,NA,NA,NA,NA,NA
"825","2019-11-01 15:00:58-03","UnB","UB","41807","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata","Benth.","Pereira, BAS",NA,NA,NA,"Heringer, EP",NA,NA,NA,"Brasil","Goiás","Luziânia","Luziânia","-47.9503","-16.2525","-47.9503","-16.2525",NA,NA,NA,"Dicotyledoneae",NA,"18495","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","2019-11-01 15:00:58-03","UnB","UB","129283","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata","Benth.",NA,NA,NA,NA,"Grota, AS","1970","10","10","Brasil","São Paulo","Mongaguá",NA,"-46.6199989318848","-24.0799999237061",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"SPF16039","Southern America",NA,NA,NA,"12311","auto",NA,NA,NA,NA,NA
"827","2019-11-01 15:00:58-03","UnB","UB","193043","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Vale, GD","2007","06",NA,"Fontes, CG; et al.","2007","03","14","Brasil","Distrito Federal","Brasília","Fazenda Scupira.","-48.01","-15.902222","-48.01","-15.902222","Subarbusto; frutos imaturos verdes.; Cerrado no inicio da estrada de acesso a Fazenda (proximo ao lixao). Campo sujo antropizado, relevo ondulado, solo areno-argiloso (latossolo)",NA,NA,"Dicotyledoneae",NA,"100","Southern America",NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA
"828","2019-11-01 15:00:58-03","UnB","UB","129288","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Queiroz, LP","2004",NA,NA,"Queiroz, LP","1993","12","18","Brasil","Bahia","Antas","Ca. 24km N of Cícero Dantas ao longo da BR-410","-38.316667","-10.383333","-38.316667","-10.383333","Flores com cálice verde; fruos imaturos verdes.; Arbusto 2m.; Flora ruderal",NA,NA,"Dicotyledoneae",NA,"3719","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","2019-11-01 15:00:58-03","UnB","UB","129289","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Queiroz, LP","2004",NA,NA,"Queiroz, LP","1997","02","22","Brasil","Bahia","Barra","Entre o Rio São Francisco e o Rio Icatu","-42.833333","-10.8","-42.833333","-10.8","Flores com cálice verde; fruos imaturos verdes.; Arbusto 2m.",NA,NA,"Dicotyledoneae",NA,"4779","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","2019-11-01 15:00:58-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Lima, HC","2018","05","16","Soares, AS","2018","01","22","Brasil","Bahia","Barra",NA,"-42.84","-10.799722","-42.84","-10.799722","Conglomerado BA-319. Subunidade 2. Subparcela 10. Indivíduo 5-RN. F8; Arbusto, altura 2,0m. Fruto imaturo, dimensão 1,0x6,0cm, forma de vagem, de cor externa e interna verde, seco, polpa; Solo areno-argiloso em área aberta de pasto aba","UB0127437","UB0127437","Dicotyledoneae",NA,"IFN-3194732.10","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","2019-11-01 15:00:58-03","UnB","UB","129290","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Monteiro, R","1983",NA,NA,"Hoehne, FC","1921","02","18","Brasil","São Paulo","São Paulo","Museu Paulista","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"SP5314","Southern America",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"832","2019-10-03 10:03:46-03","UFSCar","SORO","2691","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers",NA,NA,NA,NA,NA,"1998","07","07","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Leque, EMBRAPA","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,"1088",NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"833","2019-05-06 11:58:00-03","UFU","HUFU","67777","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Lima, H.C.","1982","10","07","Krieger, L.","1978","04","23","Brasil","Rio de Janeiro","Maricá",NA,"-42.8185997009277","-22.9193992614746",NA,NA,"Arbusto, na restiga, com frutos e submaduros, muito frequente.; Na restinga.","HUFU00010416","HUFU00010416",NA,NA,"15690",NA,NA,NA,NA,"20726","auto",NA,NA,NA,NA,NA
"834","2021-04-05 20:16:06-03","UFSC","FLOR","68054","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Goebel, G.","2020","01","08","Goebel, G.; Caddah, M.K.","2019","10","11","Brasil","Santa Catarina","Florianópolis","Praia da Daniela. Pontal da Daniela.","-48.544722","-27.456389","48º32'41''W","27º27'23''S","Árvore de 3 m no interior da mata com frutos tipo legume cor marrom Habitat: Ambiente de transição de manguezal e restinga","FLOR0068054",NA,NA,"Fabales","191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","2021-04-05 20:16:06-03","UFSC","FLOR","29971","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Eisinger, S.","1983",NA,NA,"Sacco, J.C.","1959","05","22","Brasil","Rio Grande do Sul","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,"Ocasional","FLOR0029971",NA,NA,"Fabales","1251",NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"836","2021-04-05 20:16:06-03","UFSC","FLOR","29956","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Eisinger, S.","1983",NA,NA,"Sacco, J.C.","1985","03","11","Brasil","Rio Grande do Sul","Pelotas","Retiro, aluvião do Arroio Pelotas.","-52.3424987792969","-31.771900177002",NA,NA,"Ocasional. Com microtrofia","FLOR0029956",NA,NA,"Fabales","1014",NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA
"837","2021-04-05 20:16:06-03","UFSC","FLOR","35269","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Guimarães, T.B.","2005",NA,NA,"Guimarães, T.B.; Falkenberg, D.B.","2005","03","21","Brasil","Santa Catarina","Florianópolis","Parque Municipal das Dunas da Lagoa da Conceição, Ilha de Santa Catarina, próximo ao estacionamento da Joaquina.","-48.5491981506348","-27.596700668335",NA,NA,"subarbusto, Fruto Maduro, marrom, 1m altura","FLOR0035269",NA,NA,"Fabales","955",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"838","2021-04-05 20:16:06-03","UFSC","FLOR","17878","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Poir.","Falkenberg, D.B.; Araujo, A.C.","1989",NA,NA,"Souza, M.L.; Fronza, M.; Sá, M.R. de & Araujo, A.C.","1987","10","30","Brasil","Santa Catarina","Florianópolis","Pontal da Daniela, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"arbustivo","FLOR0017878",NA,NA,"Fabales","942",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"839","2020-01-31 10:38:20-03","IFAM","EAFM","13160","PreservedSpecimen","Plantae","Fabaceae-Faboideae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers."," Avila, J.; Valadares, K.; Zank, S.","2014","02","11","Avila, J.V.C.; Valadares, K. & Zank, S.","2014","02","11","Brasil","Santa Catarina","Garopaba","Comunidade Quilombola, Morro do Fortunato","-48.665278","-28.023056","-48.665278","-28.023056",NA,NA,NA,NA,NA,"183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","2021-03-04 15:43:26-03","IF","SPSF","05494","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata",NA,NA,NA,NA,NA,"J.C. Sacco","1959","05","22","Brasil","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales","1251","América do Sul",NA,NA,NA,"51462","auto",NA,"Magnoliopsida",NA,NA,NA
"841","2021-03-04 15:43:26-03","IF","SPSF","07770","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata",NA,NA,NA,NA,NA,"O.A.Vilela","1982","02","01","Brasil","SP","Cabreuva",NA,"-47.1300010681152","-23.2999992370605",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales",NA,"América do Sul",NA,NA,NA,"16877","auto",NA,"Magnoliopsida",NA,NA,NA
"842","2021-03-04 15:43:26-03","IF","SPSF","15020","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata",NA,NA,NA,NA,NA,"F.J.N.Kronka","1992","04","03","Brasil","SP","São Paulo","Clube da P.M.S.P.","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales",NA,"América do Sul",NA,NA,NA,"53584","auto",NA,"Magnoliopsida",NA,NA,NA
"843","2021-03-04 15:43:26-03","IF","SPSF","05977","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata",NA,NA,NA,NA,NA,"J.B.Baitello","1980","12","29","Brasil","SP","São Paulo","conjunto dos Bancarios","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales",NA,"América do Sul",NA,NA,NA,"53584","auto",NA,"Magnoliopsida",NA,NA,NA
"844","2021-03-04 15:43:26-03","IF","SPSF","31251","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata",NA,NA,NA,NA,NA,"F.S.Peres","2003","01","18","Brasil","SP","São Paulo","Parque Estadual Alberto Löfgren","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: area administrativa, viveiro de mudas&nf;;",NA,NA,"Magnoliophyta","Fabales","6","América do Sul",NA,NA,NA,"53584","auto",NA,"Magnoliopsida",NA,NA,NA
"845","2021-03-04 15:43:26-03","IF","SPSF","33158","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata",NA,NA,NA,NA,NA,"F.A.R.D.P.Arzolla","2004","04","26","Brasil","SP","São Paulo","P.E.Alberto Lofgren","-46.6300010681152","-23.5400009155273",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales","533","América do Sul",NA,NA,NA,"53584","auto",NA,"Magnoliopsida",NA,NA,NA
"846","2021-03-04 15:43:26-03","IF","SPSF","29927","PreservedSpecimen","Plantae","Fabaceae","Sesbania","marginata","Sesbania marginata",NA,NA,NA,NA,NA,"J.R.Guillaumon","2002","01","26","Brasil","SP","Vinhedo","Condomínio Estância Marambaia","-46.9700012207031","-23.0300006866455",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata natural&nf;;",NA,NA,"Magnoliophyta","Fabales",NA,"América do Sul",NA,NA,NA,"9595","auto",NA,"Magnoliopsida",NA,NA,NA
"847","2021-03-04 15:43:27-03","IF","SPSF","36943","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata",NA,NA,NA,NA,NA,"J.Mattos","1968","11","21","Brasil","SP","Jardim Botânico","cultivada",NA,NA,NA,NA,"COLETA: XLS: SPSFNovo;",NA,NA,"Magnoliophyta","Fabales","15383","América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"848","2021-03-04 15:43:27-03","IF","SPSF","43988","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.)Pers.","G.A.D.C. Franco","2010","09","29","C. de Moura & L.L.Novaes & T.C.C.Camargo","2009","08","25","Brasil","SP","Iguape","Reserva de Desenvolvimento Sustentável Barra do Una","-47.0775","-24.443333",NA,NA,"COLETA: Vegetação de praia.&nf;Arbusto 1,7m altura; frutos maduros amarronzados.;",NA,NA,"Magnoliophyta","Fabales","340","América do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"849","2021-03-04 15:43:27-03","IF","SPSF","52745","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) (Pers.)","R.J.Almeida-Scabbia","2012","10","23","R.J.Almeida-Scabbia & C.Kameyama & R.T.Shirasuna","2012","09","27","Brasil","SP","Guarulhos",NA,"-46.465833","-23.399722",NA,NA,"COLETA: Arvoreta de 2,5m de altura. Frutos marrons.; GEOGRAFIA: Pasto sujo, com espécies do Cerrado. Estrada do Tanque Grande, próximo ao Parque Municipal Sítio da Candinha.;",NA,NA,"Magnoliophyta","Fabales","646","América do Sul",NA,"634","634",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"850","2021-03-04 15:43:27-03","IF","SPSF","26552","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata",NA,NA,NA,NA,NA,"C.A.Silva & P.Graff","1998","10","07","Brasil","PR","Sao Jose dos Pinhais","floresta estacional semidecidua","-49.2064018249512","-25.5347003936768",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales","1","América do Sul",NA,NA,NA,"45291","auto",NA,"Magnoliopsida",NA,NA,NA
"851","2021-03-04 15:43:27-03","IF","SPSF","26551","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata",NA,NA,NA,NA,NA,"W.Maschio","1999","02","06","Brasil","PR","Capitao Leonidas Marques","floresta estacional semidecidua","-53.614200592041","-25.4792003631592",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales","263","América do Sul",NA,NA,NA,"14258","auto",NA,"Magnoliopsida",NA,NA,NA
"852","2021-03-04 15:43:27-03","IF","SPSF","28535","PreservedSpecimen","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata",NA,NA,NA,NA,NA,"J.A.Ferreira","1999","10","19","Brasil","PR","Ortigueira","fazenda Alto Donato","-50.9494018554688","-24.2082996368408",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales",NA,"América do Sul",NA,NA,NA,"46016","auto",NA,"Magnoliopsida",NA,NA,NA
"853","2021-02-08 12:42:27-03","UFRGS","ICN","035179","S","Plantae","Fabaceae","Sesbania","cf. marginata","Sesbania cf. marginata","(Cav.) Pers.","Longhi, H",NA,NA,NA,"Camillis; et. al","1977","09","16","Brasil","RS","Porto Alegre","Ilha dos Marinheiros","-51.2299995422363","-30.0331001281738",NA,NA,NA,"ICN00025569","ICN00025569","Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"854","2021-02-08 12:42:27-03","UFRGS","ICN","061749","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Eisinger, SM","1983",NA,NA,"Filho, JAC","1980","01","04","Brasil","MS","Corumbá","estrada Manga/Fazenda Leque, Pantanal Matogrossense","-57.6533012390137","-19.0091991424561",NA,NA,"crescimento ereto, flor amarela, fruto preto; solo arenoso","ICN00025552","ICN00025552 ICN00025552_1","Dicotyledon",NA,"35","América do Sul",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"855","2021-02-08 12:42:27-03","UFRGS","ICN","051933","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Eisinger, SM",NA,NA,NA,"Eisinger, S","1981","10","31","Brasil","RS","Alegrete","BR 290, km 491","-55.7919006347656","-29.7831001281738",NA,NA,NA,"ICN00025566","ICN00025566 ICN00025566_1","Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"89305","auto",NA,NA,NA,NA,NA
"856","2021-02-08 12:42:27-03","UFRGS","ICN","051934","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Eisinger, SM",NA,NA,NA,"Eisinger, S","1981","11","02","Brasil","RS","Bagé","Arroio Quebrachinho, BR 153","-54.1068992614746","-31.3313999176025",NA,NA,NA,"ICN00025534","ICN00025534 ICN00025534_1","Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"74087","auto",NA,NA,NA,NA,NA
"857","2021-02-08 12:42:27-03","UFRGS","ICN","014718a","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Eisinger, SM","1983",NA,NA,"Rambo, B",NA,NA,NA,"Brasil","RS","Porto Alegre","Morro da Gloria","-51.2299995422363","-30.0331001281738",NA,NA,"Nº Dutra 718","ICN00025546","ICN00025546 ICN00025546_1","Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"858","2021-02-08 12:42:27-03","UFRGS","ICN","191350","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Schmidt-Silveira, F; Miotto",NA,NA,NA,"Schmidt-Silveira, F","2011","06","16","Brasil","RS","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,"anel viário","ICN00025537","ICN00025537","Dicotyledon",NA,"27","América do Sul",NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"859","2021-02-08 12:42:27-03","UFRGS","ICN","051932","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Eisinger, SM",NA,NA,NA,"Eisinger, S","1982","01","11","Brasil","RS","São Luiz Gonzaga",NA,"-54.9608001708984","-28.4083003997803",NA,NA,NA,"ICN00025588","ICN00025588 ICN00025588_1 ICN00025588_2","Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"39496","auto",NA,NA,NA,NA,NA
"860","2021-02-08 12:42:27-03","UFRGS","ICN","051935","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Eisinger, SM",NA,NA,NA,"Sobral, M","1981","08",NA,"Brasil","RS","Tenente Portela","Parque Estadual do Turvo","-53.75830078125","-27.3710994720459",NA,NA,NA,"ICN00025563","ICN00025563","Dicotyledon",NA,"182","América do Sul",NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA
"861","2021-02-08 12:42:27-03","UFRGS","ICN","084616","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Falkenberg, DB; Araújo, AC","1989",NA,NA,"Souza, ML; et. al","1987","10","30","Brasil","SC","Florianópolis","Pontal do Daniela","-48.5491981506348","-27.596700668335",NA,NA,"Herbário Flor-Horto Botânico; arbustivo; arenoso, seco","ICN00025542","ICN00025542 ICN00025542_1","Dicotyledon",NA,"942","América do Sul",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"862","2021-02-08 12:42:27-03","UFRGS","ICN","086799","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Miotto, STS","1993",NA,NA,"Kakinami, H","1988","11","24","Brasil","SP","Botucatu","início da estrada Rubião Jr., bairro perto do trevo","-48.439998626709","-22.8799991607666",NA,NA,"arbusto com aproximadamente 2m de altura, bastante ramificado; local com queimada recente","ICN00025551","ICN00025551 ICN00025551_1","Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA
"863","2021-02-08 12:42:27-03","UFRGS","ICN","064789","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Miotto, STS",NA,NA,NA,"Miotto, S","1982","04","24","Brasil","RS","Canguçu","Minas do Paredão","-52.6755981445312","-31.3950004577637",NA,NA,NA,"ICN00025536","ICN00025536 ICN00025536_1","Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"68702","auto",NA,NA,NA,NA,NA
"864","2021-02-08 12:42:27-03","UFRGS","ICN","112943","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Carneiro, A",NA,NA,NA,"Carneiro, A","1996","03",NA,"Brasil","RS","General Câmara","Santo Amaro","-51.7602996826172","-29.9050006866455",NA,NA,"fruto","ICN00025529","ICN00025529","Dicotyledon",NA,"44","América do Sul",NA,NA,NA,"33939","auto",NA,NA,NA,NA,NA
"865","2021-02-08 12:42:27-03","UFRGS","ICN","051937","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Eisinger, SM",NA,NA,NA,"Eisinger, S","1982","04","27","Brasil","RS","Giruá","Salgado Filho, em calçada","-54.3497009277344","-28.028299331665",NA,NA,NA,"ICN00025539","ICN00025539 ICN00025539_1","Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"23862","auto",NA,NA,NA,NA,NA
"866","2021-02-08 12:42:27-03","UFRGS","ICN","169546","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Miotto, STS","2010","07","19","Menezes, LS","2010","04","25","Brasil","RS","Imbé","margem norte da laguna Tramandaí","-50.128101348877","-29.9752998352051",NA,NA,NA,"ICN00025528","ICN00025528","Dicotyledon",NA,"157","América do Sul",NA,NA,NA,"11309","auto",NA,NA,NA,NA,NA
"867","2021-02-08 12:42:27-03","UFRGS","ICN","121511","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Bortoluzzi, RLC","2004","11",NA,"Bortoluzzi, RLC; Miotto, STS","2000","12","18","Brasil","RS","Lajeado","BR 386 km 337","-51.9613990783691","-29.4668998718262",NA,NA,"Subarbusto ca. 1,8m alt.","ICN00025560","ICN00025560","Dicotyledon",NA,"829","América do Sul",NA,NA,NA,"36738","auto",NA,NA,NA,NA,NA
"868","2021-02-08 12:42:27-03","UFRGS","ICN","051936","S","Plantae","Fabaceae","Sesbania","virgata","Sesbania virgata","(Cav.) Pers.","Eisinger, SM",NA,NA,NA,"Eisinger, S","1981","10","09","Brasil","RS","Osório","BR 289, km 89, beira Lagoa dos Barros","-50.2696990966797","-29.8866996765137",NA,NA,"flores amarelas","ICN00025562","ICN00025562","Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"27350","auto",NA,NA,NA,NA,NA
