"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","decimalLongitude","decimalLatitude","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"151","2019-11-21 10:05:44-03","IBt","SP","140879","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Eiten, G; Eiten, LT","2331-E","1960",NA,"Brasil","São Paulo","Campos das Sete Lagoas. Fazenda Campininha, just N of Rio Mogi Guaçu. 3,5km NNW of Padua Sales. About 27km NW of city of Mogi Mirim. Open grassy field (originally a cerrado). Back oh main house",NA,NA,NA,NA,"09","19","Mogi Guaçu","-47.116667","-22.183333","(Kuntze) Burkart","600","600",NA,NA,"1993","05",NA,"-47.116667","-22.183333",NA,NA,NA,NA,NA
"152","2019-11-21 10:05:44-03","IBt","SP","40846","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Duré, R","Rombouts, JE","s.n.","1938",NA,"Brasil","Mato Grosso","Pedra",NA,NA,NA,NA,"10","11",NA,NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,"1987","02",NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-11-21 10:05:44-03","IBt","SP","46282","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Handro, O","Burkart, A","8198","1936","Southern America","Argentina","Corrientes","Campo bajos húmedos",NA,NA,NA,NA,"11","07","La Cruz",NA,NA,"(Kuntze) Burkart",NA,NA,NA,NA,"1964","05",NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-02-04 09:01:44-03","IBt","SP","74810","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Eiten, G; Eiten, LT","2272","1960",NA,"Brasil","São Paulo","Campos das Sete Lagoas. Fazenda Campininha, just N of Rio Mogi Guaçu. 10km NNE of Padua Sales. About 27km NW of city of Mogi Mirim. Cut-over & burned campo cerrado, ground ploughed for planting of Pinus. Ground vegetation returning, grasses, herbs &",NA,NA,NA,NA,"09","02","Mogi Guaçu","-47.116667","-22.183333","(Kuntze) Burkart","575","650",NA,NA,"1993","05",NA,"-47.116667","-22.183333",NA,NA,NA,NA,NA
"155","2019-11-21 10:05:44-03","IBt","SP","76831","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Eiten, G; Campos, SM","1509","1959",NA,"Brasil","São Paulo","Campos das Sete Lagoas. Just N. of property line of Fazenda Campininha, just N of Rio Mogi Guaçu. 15km N of Padua Sales. About 27km NW of city of Mogi Mirim. Degraded campo cerrado. Well-scattered shrubs & small trees twisted by former fires, giving",NA,NA,NA,NA,"12","04","Mogi Guaçu","-47.116667","-22.183333","(Kuntze) Burkart","575","650",NA,NA,"1993","05",NA,"-47.116667","-22.183333",NA,NA,NA,NA,NA
"156","2020-11-19 09:29:11-03","IBt","SP","293058","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Queiroz, LP","Cavalcanti, TB; et al.","816","1990",NA,"Brasil","Goiás","BR 20. Alvorada - Formosa; km 158. Cerrado de solo arenoso",NA,NA,NA,NA,"08","17","Posse","-46.3694000244141","-14.0930995941162","(Kuntze) Burkart",NA,NA,NA,NA,"1996","05",NA,NA,NA,NA,"55730","auto",NA,NA
"157","2019-11-21 10:05:44-03","IBt","SP","36391","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Duré, R","Archer, WA; Gehrt, A","158","1936",NA,"Brasil","Mato Grosso do Sul","Estaca",NA,NA,NA,NA,"09","10","Campo Grande","-54.6464004516602","-20.4428005218506","(Kuntze) Burkart",NA,NA,NA,NA,"1987","02",NA,NA,NA,NA,"161190","auto",NA,NA
"158","2019-11-21 10:05:44-03","IBt","SP","23387","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Duré, R","Hoehne, FC","s.n.","1928",NA,"Brasil","Paraná",NA,NA,NA,"SP027007","SP027007","11","05","Jaguariaíva","-49.7057991027832","-24.2511005401611","(Kuntze) Burkart",NA,NA,NA,NA,"1987","02",NA,NA,NA,NA,"44368","auto",NA,NA
"159","2019-11-21 10:05:44-03","IBt","SP","152013","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Duré, R","Hatschbach, G","37103","1975",NA,"Brasil","Paraná","Lageado 5 Reis",NA,NA,"SP027008","SP027008","09","18","Jaguariaíva","-49.7057991027832","-24.2511005401611","(Kuntze) Burkart",NA,NA,NA,NA,"1987","02",NA,NA,NA,NA,"44368","auto",NA,NA
"160","2019-11-21 10:05:44-03","IBt","SP","102196","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Mattos, JR","14017","1966",NA,"Brasil","São Paulo","A 15km de Itararé, rodovia Itararé - Bom Sucesso. No campo limpo",NA,NA,NA,NA,"10","20","Itararé","-49.3400001525879","-24.1100006103516","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"27729","auto",NA,NA
"161","2019-11-21 10:05:44-03","IBt","SP","7096","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Brade, AC","s.n.","1921",NA,"Brasil","São Paulo","Campo",NA,NA,NA,NA,"09","28","Itirapina","-47.8199996948242","-22.25","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"22843","auto",NA,NA
"162","2019-11-21 10:05:44-03","IBt","SP","43209","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Toledo, JF; Gehrt, A","s.n.","1940",NA,"Brasil","São Paulo","Campo arenoso",NA,NA,NA,NA,"09","25","Itirapina","-47.8199996948242","-22.25","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"22843","auto",NA,NA
"163","2019-11-21 10:05:44-03","IBt","SP","146762","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Jung, SL; et al.","94","1977",NA,"Brasil","São Paulo","Fazenda Campininha. Área recem-queimada do cerrado",NA,NA,NA,NA,"10","03","Mogi Guaçu","-46.9421997070312","-22.372200012207","(Kuntze) Burkart","650","650",NA,NA,"1993","05",NA,NA,NA,NA,"39309","auto",NA,NA
"164","2019-11-21 10:05:44-03","IBt","SP","64823","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Mattos, JR","9656","1961",NA,"Brasil","São Paulo","Fazenda Campininha. Cerrado degradado, ca. da Torre",NA,NA,NA,NA,"10","28","Mogi Guaçu","-46.9421997070312","-22.372200012207","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"39309","auto",NA,NA
"165","2019-11-21 10:05:44-03","IBt","SP","166087","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Mantovani, W","889","1980",NA,"Brasil","São Paulo","Reserva Biológica da Fazenda Campininha, Martinho Prado",NA,NA,NA,NA,"08","05","Mogi Guaçu","-46.9421997070312","-22.372200012207","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"39309","auto",NA,NA
"166","2019-11-21 10:05:44-03","IBt","SP","166549","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Mantovani, W","981","1980",NA,"Brasil","São Paulo","Reserva Biológica da Fazenda Campininha, Martinho Prado",NA,NA,NA,NA,"09","15","Mogi Guaçu","-46.9421997070312","-22.372200012207","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"39309","auto",NA,NA
"167","2019-11-21 10:05:44-03","IBt","SP","167675","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Mantovani, W","1209","1980",NA,"Brasil","São Paulo","Reserva Biológica da Fazenda Campininha, Martinho Prado",NA,NA,NA,NA,"10","16","Mogi Guaçu","-46.9421997070312","-22.372200012207","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"39309","auto",NA,NA
"168","2019-11-21 10:05:44-03","IBt","SP","167676","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Mantovani, W","1073","1980",NA,"Brasil","São Paulo","Reserva Biológica da Fazenda Campininha, Martinho Prado",NA,NA,NA,NA,"09","22","Mogi Guaçu","-46.9421997070312","-22.372200012207","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"39309","auto",NA,NA
"169","2019-11-21 10:05:44-03","IBt","SP","167883","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Mantovani, W","1304","1980",NA,"Brasil","São Paulo","Reserva Biológica da Fazenda Campininha, Martinho Prado",NA,NA,NA,NA,"11","18","Mogi Guaçu","-46.9421997070312","-22.372200012207","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"39309","auto",NA,NA
"170","2019-11-21 10:05:44-03","IBt","SP","168312","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Mantovani, W","1452","1980",NA,"Brasil","São Paulo","Reserva Biológica da Fazenda Campininha, Martinho Prado",NA,NA,NA,NA,"12","22","Mogi Guaçu","-46.9421997070312","-22.372200012207","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"39309","auto",NA,NA
"171","2019-11-21 10:05:44-03","IBt","SP","56386","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Handro, O","719","1957",NA,"Brasil","São Paulo","Reserva Biológica da Fazenda Campininha, Próximo de Pádua Sales. Campo",NA,NA,NA,NA,"10","30","Mogi Guaçu","-46.9421997070312","-22.372200012207","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"39309","auto",NA,NA
"172","2019-11-21 10:05:44-03","IBt","SP","58976","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Handro, O","517","1955",NA,"Brasil","São Paulo","Reserva Florestal. Perto de Pádua Sales. Cerrado",NA,NA,NA,NA,"09","13","Mogi Guaçu","-46.9421997070312","-22.372200012207","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"39309","auto",NA,NA
"173","2019-11-21 10:05:44-03","IBt","SP","28378","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Gehrt, A","s.n.","1931",NA,"Brasil","São Paulo","Campo",NA,NA,NA,NA,"10","15","Mogi Mirim","-46.9500007629395","-22.4300003051758","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"19575","auto",NA,NA
"174","2019-11-21 10:05:44-03","IBt","SP","13284","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Handro, O","Loefgren, A","CGG851","1888",NA,"Brasil","São Paulo","Feijão, campo.",NA,"Herb. ereta, tuberosa, fl. coccinea.","SP006581","SP006581","08","26","Rio Claro","-47.560001373291","-22.4099998474121","(Kuntze) Burkart",NA,NA,NA,NA,"1964","05",NA,NA,NA,NA,"21773","auto",NA,NA
"175","2019-11-21 10:05:44-03","IBt","SP","80787","S","Plantae",NA,NA,"Fabaceae","Indigofera","bongardiana","Indigofera bongardiana","Moreira, JLA","Handro, O","358","1953",NA,"Brasil","São Paulo","Cerrado arenoso",NA,NA,NA,NA,"10",NA,"São Carlos","-47.8899993896484","-22.0100002288818","(Kuntze) Burkart",NA,NA,NA,NA,"1993","05",NA,NA,NA,NA,"45913","auto",NA,NA
