"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","county","class","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","minimumElevationInMeters","fieldNumber","maximumElevationInMeters","verbatimLongitude","verbatimLatitude"
"57","2018-05-14 16:36:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,"RRC ID Flag","A. H. Gentry","21152","1977","12","4","South America","Peru","Loreto",NA,"-75","-4",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"21152",NA,NA,NA
"58","2017-09-29 16:56:09-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,"RRC ID Flag","M. Rimachi Y.","10254","1992","9","2","South America","Peru","Loreto",NA,"-75","-4",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"10254",NA,NA,NA
"59","2018-05-14 17:28:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,"RRC ID Flag","T. B. Croat","19211","1972","8","16","South America","Peru","Loreto",NA,"-75","-4",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"19211",NA,NA,NA
"60","2015-03-07 09:04:06-03","F","FMNH-SEEDPLANTS","V0156465F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0156465F","V0156465F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-03-07 09:04:06-03","F","FMNH-SEEDPLANTS","V0156466F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0156466F","V0156466F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-03-07 09:04:06-03","F","FMNH-SEEDPLANTS","V0156467F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0156467F","V0156467F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2015-03-07 09:04:06-03","F","FMNH-SEEDPLANTS","V0156468F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0156468F","V0156468F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2015-03-07 09:04:06-03","F","FMNH-SEEDPLANTS","V0156469F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0156469F","V0156469F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2015-03-07 09:04:06-03","F","FMNH-SEEDPLANTS","V0156470F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0156470F","V0156470F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-03-07 09:04:07-03","F","FMNH-SEEDPLANTS","V0156471F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0156471F","V0156471F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2015-03-07 09:04:07-03","F","FMNH-SEEDPLANTS","V0156472F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0156472F","V0156472F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2015-03-07 09:04:07-03","F","FMNH-SEEDPLANTS","V0156473F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0156473F","V0156473F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-03-07 09:04:07-03","F","FMNH-SEEDPLANTS","V0156474F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0156474F","V0156474F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-03-07 09:04:07-03","F","FMNH-SEEDPLANTS","V0156475F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0156475F","V0156475F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-03-07 09:04:07-03","F","FMNH-SEEDPLANTS","V0156476F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0156476F","V0156476F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2015-03-07 09:04:07-03","F","FMNH-SEEDPLANTS","V0156477F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0156477F","V0156477F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2015-03-07 09:07:08-03","F","FMNH-SEEDPLANTS","V0180362F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0180362F","V0180362F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2015-03-07 09:07:08-03","F","FMNH-SEEDPLANTS","V0180363F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0180363F","V0180363F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2015-03-07 09:07:08-03","F","FMNH-SEEDPLANTS","V0180364F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,NA,NA,NA,NA,NA,NA,"South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,"V0180364F","V0180364F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-04-16 15:33:29-03","F","FMNH-SEEDPLANTS","V0564368F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","hispida","Trichilia hispida",NA,"RRC ID Flag","H. Beltrán S.","5441","2003","3","28","South America","Peru","Loreto","Campsite #1 (Quebrada Curacinha) on Rapid Biological Inventory #11.","-72.728333","-5.051389",NA,NA,"V0564368F",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"95",NA,"190",NA,NA
"77","2020-01-27 18:25:09-03","IAC","IAC","15844","S","Plantae",NA,NA,"Meliaceae-1.Melioideae","Trichilia","hispida","Trichilia hispida","T.D.Penn.","J.A. Pastore","R.L. Fróes","23916","1949","01","13",NA,"Brasil","Amazonas","Igarapé, Jandiatuba",NA,NA,NA,NA,NA,NA,"1992",NA,NA,NA,"06","13",NA,NA,NA,NA,NA,NA
