"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","individualCount","typeStatus"
"50","2020-07-15 14:43:39-03","UNESP-RC","HRCB","12864","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens","Mario Gomes","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Müll. Arg.",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"51","2021-02-09 10:13:50-03","UENF","HUENF","10448","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"Souza, T.P.; Silva, G.D.F.; Helmo","586","2012","08","28",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Maciço do Itaoca.","-41.447778","-21.796944",NA,"Parcela 7","HUENF00011085",NA,"Müll.Arg.",NA,NA,NA,"41º26'52''W","21º47'49''S",NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 11:51:42-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"Campos, MCR; Assis, MA; Guaraldo, A; Belinello, R","492","2006","05","08",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,"Altura, 5m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"53","2021-03-01 11:51:42-03","UFPE","UFP","74162","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"Campos, MCR; Assis, MA; Guaraldo, A; Belinello, R","492","2006","05","08",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,"Altura, 5m.","UFP074162",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"54","2020-09-02 16:38:47-03","Cenargen","CEN","52450","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens","P. Delprete","Mizué Kirizawa","1867","1987","08","18",NA,"Brasil","SP","UBATUBA","Estrada de Ubatuba - S. Luiz de Paraitinga, Serra de Ubatuba. Parte alta da serra.","-45.0699996948242","-23.4300003051758","Exsicatas","Fruto maduro branco, carnoso. Doaçaõ do Instituto de Boatânica - São Paulo.","CEN00052450","CEN00052450","Müll.Arg.","2008",NA,NA,NA,NA,NA,NA,"34265","auto",NA,"1",NA
"55","2020-09-02 16:38:47-03","Cenargen","CEN","85868","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"M. C. R. Campos","267","2006","05","07",NA,"Brasil","SP","UBATUBA","Núcleo Picinguaba, trilha da cxasa da Farinha, parcela E, Subparcela 29","-45.0699996948242","-23.4300003051758","Exsicatas","Individuos E0371, altura 6 m, Doação Plantas do BRasil - Herbário Uec","CEN00085868","CEN00085868","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,"1",NA
"56","2019-11-13 11:29:57-03","USP","SPF","226863","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens","Anônimo","Campos, MCR","83","2006","03","27",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleo Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,"SPF00226863","SPF00226863","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"57","2019-11-13 11:29:57-03","USP","SPF","161723","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens","Gomes, M","Kirizawa, M","1867","1987","08","18",NA,"Brasil","São Paulo","Ubatuba","Serra de Ubatuba.","-45.0699996948242","-23.4300003051758",NA,NA,"SPF00161723",NA,"Müll.Arg.","1997",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"58","2020-12-02 09:07:41-03","UNITINS","HUTO","4969","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"Campos, M.C.R.","446","2006","05","08",NA,"Brasil","São Paulo","Ubatuba","Núcleo Picinguaba/PESM. Trilha da Casa da Farinha. Parcela E, subparcela 47","-45.0699996948242","-23.4300003051758",NA,"Árvore com cerca de 7 m de altura","HUTO004969",NA,"Müll. Arg.",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"59","2019-09-04 18:42:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Possible type"
"60","2019-01-23 11:12:45-02","F","FMNH-SEEDPLANTS","V0068835F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"L. Riedel","191","1832",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0068835F","V0068835F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Isotype"
"61","2020-02-20 14:37:13-03","IAC","IAC","49034","S","Plantae",NA,NA,"Rubiaceae-205.Rubioideae-Coussareeae","Coussarea","accedens","Coussarea accedens","S.L. Jung-Mendaçolli","J.A.M.A. Gomes; L.C. Bernacci; O.A. Santos; S. Santos & F.J. Benedetti","389","2006","12","05",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Parcela G (Parque Estadual da Serra do Mar, Núcleo Picinguaba)","-45.080223","-23.373498",NA,"subparcela 69, indivíduo G 1132",NA,NA,"Müll.Arg.","2006","11","01","-45.080223","-23.373498",NA,NA,NA,NA,NA,NA,NA
"62","2020-02-20 14:37:13-03","IAC","IAC","49252","S","Plantae",NA,NA,"Rubiaceae-205.Rubioideae-Coussareeae","Coussarea","accedens","Coussarea accedens","E. Ramos et al.","E. Ramos; R.B. Torres & S. Santos","437","2006","09","26",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela F","-45.079191","-23.380498",NA,"Subparcela 76 indivíduo F1081",NA,NA,"Müll.Arg.","2006","09","26","-45.079191","-23.380498",NA,NA,NA,NA,NA,NA,NA
"63","2020-02-20 14:37:13-03","IAC","IAC","49909","S","Plantae",NA,NA,"Rubiaceae-205.Rubioideae-Coussareeae","Coussarea","accedens","Coussarea accedens","E. Ramos et al.","E. Ramos; H.R. Gonçalves & S. Santos","570","2007","04","14",NA,"Brasil","São Paulo","Ubatuba","Fazenda Capricórnio, Núcleo Picinguaba/PESM, Parcela H","-45.081447","-23.373559",NA,"Subparcela 21, Indivíduo H0323",NA,NA,"Müll.Arg.","2007","04","14","-45.081447","-23.373559",NA,NA,NA,NA,NA,NA,NA
"64","2020-02-20 14:37:13-03","IAC","IAC","56495","S","Plantae",NA,NA,"Rubiaceae-205.Rubioideae-Coussareeae","Coussarea","accedens","Coussarea accedens","A.C.O. Souza et al.","A.C.O. Souza; L.C. Bernacci & R. Belinelo","117","2011","02","22",NA,"Brasil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca","-45.109914","-23.360372",NA,NA,NA,NA,"Müll.Arg.","2011","02","22","-45.109914","-23.360372",NA,NA,NA,NA,NA,NA,NA
"65","2020-11-04 17:30:35-03","UEM","HUEM","25866","S","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"Campos, MCR; R. Belinelo","777","2006","07","18",NA,"Brasil","São Paulo","Ubatuba","núcleo Picinguaba/PESM, trilha da Casa da Farinha; parcela E, subparcela 81","-45.0699996948242","-23.4300003051758",NA,"Indivíduo E1030, altura 7m. Doado UEC.","HUEM000011018","HUEM000011018","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"66","2020-11-04 17:30:35-03","UEM","HUEM","28506","S","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"Campos, MCR; Belinello, R","808","2006","07","18",NA,"Brasil","São Paulo","Ubatuba","núcleo Picinguaba/PESM, trilha da Casa da Farinha, parcela E, subparcela 85","-45.0699996948242","-23.4300003051758",NA,"Indivíduo E1070, altura 9m.","HUEM000011017","HUEM000011017","Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"67","2020-11-05 13:53:57-03","UNIRIO","HUNI","2676","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens","M.C.R. Campos","M.C.R. Campos; R. Belinello","681","2006","07","16",NA,"Brasil","São Paulo","Ubatuba","Núcleo Picinguaba/PESM. Trilha da Casa da Farinha, parcela E subparcela 71.","-45.0699996948242","-23.4300003051758",NA,"Material doado pelo HEPH. Árvore, 9 m de altura. Habito: Árvore","HUNI00002676",NA,"Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"68","2020-11-12 16:59:56-03","UEL","FUEL","9672","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Coussarea","accedens","Coussarea accedens","Pereira, MS","Vieira, AOS; Yamamoto, KY","26199","1992","05","01",NA,"Brasil","Rio de Janeiro","Magé","Subida p/ Pico Dedo de Deus, Beira de estrada","-43.040599822998","-22.6527996063232",NA,NA,"FUEL018916",NA,"Müll.Arg.","2006","01","27",NA,NA,NA,NA,"20531","auto",NA,NA,NA
"69","2020-11-12 16:59:56-03","UEL","FUEL","52681","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"Campos, MCR; Assis, MA; Guaraldo, A; Belinello, R","252","2006","05","07",NA,"Brasil","São Paulo","Ubatuba","Núcleo Picinguaba, PESM, Trilha da Casa da Farinha parcela E, subparcela 27","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"70","2020-11-12 16:59:56-03","UEL","FUEL","52175","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"Campos, MCR; Assis, MA; Guaraldo, A; Belinello, R","652","2006","05","09",NA,"Brasil","São Paulo","Ubatuba","Núcleo Picinguaba, PESM, Trilha da Casa da Farinha, parcela E, subparcela 68.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"71","2019-10-03 10:04:27-03","UFSCar","SORO","2680","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"Campos, M.C.R.; Guilerme, F.A.G.; Assis, M.A.; Mania, L.","26","2006","03","27",NA,"Brasil","São Paulo","Ubatuba","Núcleo Picinguaba/PESM","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Müll. Arg.",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"72","2019-08-08 10:00:20-03","UFU","HUFU","68064","S","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"Campos, M.C.R.; Belinello, R.","831","2006","07","17",NA,"Brasil","São Paulo","Ubatuba","Núcleo Piciguaba/PESM, Trilha da Casa da Farinha; parcela E, subparcela 87","-45.0699996948242","-23.4300003051758",NA,"Indivíduo E1105, altura 9 m.","HUFU00022067",NA,"Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"73","2017-09-11 17:13:20-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"Riedel, L","hb. Mart.191",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-08 12:45:06-03","UFRGS","ICN","197819","S","Plantae","Dicotyledon",NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"Campos, MCR; Assis, MA; Guaraldo, A; Belinello, R","451","2006","05","08","América do Sul","Brasil","SP","Ubatuba","Nucleo Picinguaba? PESM;Trilha da casada Farinha, parcela E, subparcela 48","-45.0699996948242","-23.4300003051758",NA,"Indivíduo E0608, altura 6m.",NA,NA,"Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"75","2019-11-21 10:17:44-03","IBt","SP","300024","S","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens","Gomes, M","Toniato, MTZ; et al.","30178","1993","11","10",NA,"Brasil","São Paulo","Ubatuba","Trilha do Corisco","-44.816667","-23.333333",NA,NA,NA,NA,"Müll.Arg.","1997","03",NA,"-44.816667","-23.333333",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:17:44-03","IBt","SP","341626","S","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens",NA,"Martins, LHP; Pereira, EC","4","1997","05","15",NA,"Brasil","Amazonas","Manaus","Reserva Florestal Ducke","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"Müll.Arg.",NA,NA,NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA
"77","2019-11-21 10:17:44-03","IBt","SP","216575","S","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens","Gomes, M","Kirizawa, M; et al.","1867","1987","08","18",NA,"Brasil","São Paulo","Ubatuba","Serra de Ubatuba, Estrada Ubatuba - S. Luiz de Paraitinga","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Müll.Arg.","1997","03",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"78","2019-11-21 10:17:44-03","IBt","SP","300020","S","Plantae",NA,NA,"Rubiaceae","Coussarea","accedens","Coussarea accedens","Gomes, M","Toniato, MTZ; et al.","30157","1993","11","10",NA,"Brasil","São Paulo","Ubatuba","Trilha do Corisco","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Müll.Arg.","1997","03",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
