"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","typeStatus","individualCount"
"46","2020-12-11 11:44:26-03","UFMG","BHCB","113784","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb & Warm.",NA,"Batista, JAN; El Bizri, HR","1714","2006","12","03","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda. Cerca de 33 km S de Belo Horizonte","-44.0527992248535","-20.3330993652344",NA,"Erva terrestre, em campo limpo em campo rupestre de encosta. Solo argilo-arenoso, marrom, com pedaços e blocos de rocha sobre a superfície. Área anteriormente queimada. Pseudobulbos completamente enterrados. Ocasional, observados alguns exemplares es",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14750","auto",NA,NA,NA,NA
"47","2009-08-21 07:03:00-03","MO","MOBOT","2514151","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.",NA,"Émile Hassler","Hassler 4316",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","3027091","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","pallidum","major","Cyrtopodium pallidum major",NA,NA,"G. Hatschbach","43409","1980","11","26","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"US00475824","US00475824_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"49","2020-09-12 05:00:02-03","US","US","2552795","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum",NA,NA,"L. B. Smith & R. M. Klein","13337","1964","11","15","South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"US00393521","US00393521_01","900","1000",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1"
"50","2020-09-02 16:34:44-03","Cenargen","CEN","14924","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","36","1989","12","14",NA,"Brasil","DF","BRASILIA","Guará, campo graminoso brejoso","-47.9296989440918","-15.7797002792358","Exsicatas","Sépalas e pétalas com pintas vinho, labelo rosa escuro. Pseudo-bulbos enterrados.","CEN00014924","CEN00014924",NA,NA,"1989","12",NA,NA,NA,"70570","auto",NA,NA,NA,"1"
"51","2020-09-02 16:34:44-03","Cenargen","CEN","45591","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","1317","2002","11","09",NA,"Brasil","DF","BRASILIA","RA-VIII, N. Bandeirante. Santuário Ecológico do Riacho Fundo. Entre o balão do aeroporto e o N. Bandeirante. Atrás do zoológico. Área próxima as chácaras ao lado da pista (DF-003) para o N. Bandeirante, do lado oposto a sede do santuário.","-47.9296989440918","-15.7797002792358","Exsicatas","Material coletado para registrar a continuidade da existência da espécie no local, Demais informações na exsicata, Flora do Brasil - Distrito Federal - Núcleo Bandeirante.","CEN00045591","CEN00045591",NA,NA,"2002","11",NA,NA,NA,"70570","auto",NA,NA,NA,"1"
"52","2020-09-02 16:34:44-03","Cenargen","CEN","14925","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","132","1990","11","03",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358","Unicata","Aparecimento de um grande número de plantas em floração numa área que ficou cerca de 4 anos sem fogo. O local de coleta foi queimado este ano. Espécie muito variável na tonalidade rósea do labelo e também na forma do lóbulo mediano. Pseudo-bulbos semi-enterrados no solo.","CEN00014925","CEN00014925",NA,NA,"1990","11",NA,NA,NA,"70570","auto",NA,NA,NA,"1"
"53","2020-09-02 16:34:44-03","Cenargen","CEN","34414","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","972","2000","01","04",NA,"Brasil",NA,NA,"Serra da Moeda. Campo a esquerda da pista cerca de 1.7 km do entroncamento com a BR-040, em direção a Moeda. Flora do Brasil-Estado de Minas Gerais.",NA,NA,"Exsicatas","Erva terrestre, em campo limpo um pouco úmido a margem da pista. Área não queimada. Cobertura graminosa densa. Pseudobulbos completamente enterrados. Relativamente comum no local. Em final de floração. Flores róseo-liláses. Sépalos e pétalos densamente pintalgados de rosa e lilás. Labelo róseo com calo e ápice do lobo central esbranquiçados.","CEN00034414","CEN00034414 CEN00034414_1",NA,NA,"2000","01",NA,NA,NA,NA,NA,NA,NA,NA,"2"
"54","2020-09-02 16:34:44-03","Cenargen","CEN","51736","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","L. B. Bianchetti","Apparício Pereira Duarte","618","1946","11","20",NA,"Brasil",NA,NA,"Minas Gerais - Distrito de Herculano Pena.",NA,NA,"Exsicatas","Doação do Instituto de Pesquisa do Jardim Botânico do Rio de Janeiro - RB (58602).","CEN00051736","CEN00051736",NA,NA,"2007","10",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"55","2020-09-02 16:34:44-03","Cenargen","CEN","46035","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","1321","2002","12","14",NA,"Brasil","DF","BRASILIA","Área entre a QI-17 do Lago Sul e a quadra 25 do Setor de Mansões Park Way. um pouco acima do córrego do Gama, área oposta aos ultimos conjuntosda quadra 25, do outro lado do córrego, ao lado de um campo de futebol.","-47.9296989440918","-15.7797002792358","Exsicatas","Ocorrendo junto com C. brandonianum Barb.Rodr, que estava em começo de floração, demais informações na exsicata, Flora do Brasil - Distrito Federal - Brasília.","CEN00046035","CEN00046035",NA,NA,"2002","12",NA,NA,NA,"70570","auto",NA,NA,NA,"1"
"56","2020-09-02 16:34:44-03","Cenargen","CEN","18516","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","L. B. Bianchetti","Bruno Machado Teles Walter","2312","1994","12","15",NA,"Brasil","DF","BRASILIA","Fazenda Água Limpa/UnB. Coletado na porção final da mata do córrego da onça.","-47.9296989440918","-15.7797002792358","Exsicatas","Pendão floral; Labelo róseo, coluna branca com ápice verde; Pétalas e sépalas verdes/ brancas, com pintalgados de cor marrom.","CEN00018516","CEN00018516","1050","1050","1995","01",NA,NA,NA,"70570","auto",NA,NA,NA,"3"
"57","2020-09-02 16:34:44-03","Cenargen","CEN","37094","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","1100","2000","12","18",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará. Área na altura da primeira passagem de pedestre sobre a pista no sentido para Taguatinga.","-47.9296989440918","-15.7797002792358","Unicata","Solo argiloso, seco, cinza, área anteriormente queimada, obsevado muitas plantas esparsas pelo local, mas restrita a uma região do campo, em extremo final de floração, observado somente um ou outro exemplar com as ultimas flores abertas, pseudobilbos completamente entrrados, brancos com linhas transversais vinoso-avermelhadas, demais informações na exsicata, Flora do Brasil - Distrito Federal - Guará.","CEN00037094","CEN00037094",NA,NA,"2000","12",NA,NA,NA,"70570","auto",NA,NA,NA,"1"
"58","2020-09-02 16:34:44-03","Cenargen","CEN","14923","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","19","1989","12","03",NA,"Brasil","DF","BRASILIA","Santuário Ecológico do Riacho Fundo.","-47.9296989440918","-15.7797002792358","Exsicatas","Pétalas e sépalas com base esverdeadas e pintas marrom-vinoso acumuladas nas extremidades, labelo rosado, coluna rosada com ápice esverdeado. Pseudo-bulbos semi-enterrados no solo.","CEN00014923","CEN00014923",NA,NA,"1989","12",NA,NA,NA,"70570","auto",NA,NA,NA,"1"
"59","2020-09-02 16:34:44-03","Cenargen","CEN","94676","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","2232","2007","11","14",NA,"Brasil","MG","DIAMANTINA","APE Manancial Pau de Fruta, área da COPASA, área a esquerda da pista cerca de 7 km Oeste de Diamantina em direção a Gouveia.","-43.6002998352051","-18.2493991851807","Exsicatas","Área anteriormente queimada. Doação Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 119913.","CEN00094676","CEN00094676","1359","1359","2007","11",NA,NA,NA,"101169","auto",NA,NA,NA,"1"
"60","2020-09-02 16:34:44-03","Cenargen","CEN","34518","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","1036","2000","01","13",NA,"Brasil","MG","DIAMANTINA","Àrea a direita da pista, imediatamente após a entrocamento para Datas e Diamantina, em direção a Gouvea","-43.6002998352051","-18.2493991851807","Exsicatas","Em área acima de campo limpo úmido e mata ciliar, àrea anteriormente queimada, pseudo bulbos completamente enterrados em final de floração, Doação Flora do Brasil - Estado de Minas Gerais","CEN00034518","CEN00034518",NA,NA,"2000","01",NA,NA,NA,"101169","auto",NA,NA,NA,"1"
"61","2020-09-02 16:34:44-03","Cenargen","CEN","94743","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","J. A. N. Batista","João Aguiar Nogueira Batista","2720","2008","12","14",NA,"Brasil","MG","LAGOA SANTA","Lagoa Santa.","-43.8897018432617","-19.6271991729736","Exsicatas","Solo raso, seco. Área não queimada. Pseudobulbos completamente enterrados. Em final de floração. Sépalas e pétalas com nachas e pintas marrons sobre fundo esbranquiçado. Labelo róseo; o calo e parte central esbranquiçados. Doação do Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 132434.","CEN00094743","CEN00094743","856","856","2008","12",NA,NA,NA,"12338","auto",NA,NA,NA,"1"
"62","2020-09-02 16:34:44-03","Cenargen","CEN","103063","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","J. A. N. Batista","C. A. N. Martins","18","2007","12","19",NA,"Brasil","MG","SANTANA DO RIACHO","Parque Nacional da serra do Cipó,","-43.7144012451172","-19.1688995361328","Exsicatas","Doação Herbário do Departamento de Botânica - ICB - UFMG - Plantas do do Brasil - BHCB 134978","CEN00103063",NA,"1239","1239","2007","12",NA,NA,NA,"26557","auto",NA,NA,NA,"1"
"63","2021-03-15 18:29:06-03","USP","SPF","220288","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","Batista, JAN; Beraldo, K","Beraldo, K","60","2014","01","17",NA,"Brasil","São Paulo","São Paulo","Parque Estadual do Jaraguá, Região mais alta do Parque. Trilha do Pai Zé.","-46.766167","-23.476111",NA,"Erva solitária ca. 80 cm alt., crescendo em local de recente queimada, em meio a população de Baccharis articulata. Folhas macias. Labelo rosa, sépalas vináceas com manchas esverdeadas.; Campo","SPF00220288",NA,"1023","1023","2014","07",NA,"-46.766167","-23.476111",NA,NA,NA,NA,NA,NA
"64","2019-10-07 09:19:55-03","UEFS","HUEFS","10158","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.",NA,"Queiroz, L.P.de","2646","1992","02","15",NA,"Brasil","Bahia","Mucugê",NA,"-41.466667","-12.966667",NA,NA,"HUEFS0010158",NA,"1040","1040","2001","02",NA,"41W28'","12S58'",NA,NA,"Lilianae",NA,NA,NA
"65","2019-01-25 15:43:45-02","IAC","IAC","53809","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","F. Barros","J.B. Baitello","1281","2002","11","25",NA,"Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juqueri, camo limpo após queimada","-46.7269","-23.3217",NA,NA,NA,NA,NA,NA,"2003","09","01","-46.7269","-23.3217",NA,NA,NA,NA,NA,NA
"66","2020-11-12 16:58:07-03","UEL","FUEL","45605","PreservedSpecimen","Plantae","Tracheophyta","Asparagales","Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","Estevan, DA","Estevan, DA; et al.","1029","2005","10","19",NA,"Brasil","Paraná","Ventania","Fazenda Sta. Inês, campo encharcado","-50.196111","-24.291667",NA,NA,NA,NA,NA,NA,"2006",NA,NA,"-50.196111","-24.291667",NA,NA,NA,NA,NA,NA
"67","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.",NA,"Werneck, M","s.n.","1964","01","05","Southern America","Brasil",NA,NA,"Sítio de D. Maria Werneck",NA,NA,NA,NA,"UB0015908","UB0015908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-01 15:15:18-03","UnB","UB","87802","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.","Pabst, GFJ","Heringer, EP","8660","1961","09",NA,"Southern America","Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,"UB0019297","UB0019297",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"69","2019-11-01 15:15:18-03","UnB","UB","87803","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.","Batista, JAN","Heringer, EP","8755A",NA,NA,NA,"Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,"UB0019292","UB0019292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-01 15:15:18-03","UnB","UB","102924","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.","Batista, JAN","Irwin, HS","10945","1965","12","02","Southern America","Brasil","Goiás","Corumbá de Goiás","Corumbá de Goiás, 9km ao S de Corumbá de Goiás","-48.8086","-15.9236",NA,"Mais informações; Terrestrial","UB0015910","UB0015910",NA,NA,"1998","09","22","-48.8086","-15.9236",NA,NA,NA,NA,NA,NA
"71","2019-11-01 15:15:18-03","UnB","UB","4357","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.","Batista, JAN","Heringer, EP","9290","1963","11","30","Southern America","Brasil","Distrito Federal","Brasília","Campus da Universidade de Brasília","-47.883333","-15.75",NA,"Erva 0,3m; .","UB0019303","UB0019303","1050","1050",NA,NA,NA,"-47.883333","-15.75",NA,NA,NA,NA,NA,NA
"72","2019-11-01 15:15:18-03","UnB","UB","4361","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.","Batista, JAN","Heringer, EP","8755","1962","11","20","Southern America","Brasil","Distrito Federal","Brasília","Fundação Zoobotânica","-47.833333","-15.883333",NA,"Erva; Cerrado ou cerradão.","UB0019292","UB0019292","1070","1070","1998","08","22","-47.833333","-15.883333",NA,NA,NA,NA,NA,NA
"73","2019-11-01 15:15:18-03","UnB","UB","4380","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.","Batista, JAN","Sucre, D","887","1965","11","25","Southern America","Brasil","Distrito Federal","Brasília","Área do Zoobotânico - cerrado baixo","-47.9","-15.733333",NA,"Bulbos subterrâneos, inflorescência ereta.; Erva. Flor amarelo-pálido; .","UB0019305","UB0019305","1024","1024",NA,NA,NA,"-47.9","-15.733333",NA,NA,NA,NA,NA,NA
"74","2019-11-01 15:15:18-03","UnB","UB","4427","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.","Bianchetti, LB","Oliveira, RS","29","1994","11","29","Southern America","Brasil","Distrito Federal","Brasília","Santuário Ecológico do Riacho Fundo","-47.95","-15.85",NA,"Pétalas e sépalas arredondadas pintalgadas de bege, labelo lilás com lobos laterais alongados.; Erva. Flor rosa-lilás; Campo limpo e campo limpo úmido.",NA,NA,"1020","1020",NA,NA,NA,"-47.95","-15.85",NA,NA,NA,NA,NA,NA
"75","2019-11-01 15:15:18-03","UnB","UB","4438","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.","Bianchetti, LB","Oliveira, RS","37","1994","12","02","Southern America","Brasil","Distrito Federal","Brasília","Santuário Ecológico do Riacho Fundo","-47.95","-15.85",NA,"Erva. Flor lilás; Campo limpo.","UB0019306","UB0019306","1020","1020",NA,NA,NA,"-47.95","-15.85",NA,NA,NA,NA,NA,NA
"76","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.","Bianchetti, LB; Batista, JAN","Anderson, WR; Stieber, M; Kirkbride Junior, JH","35294","1972","02","03","Southern America","Brasil","Minas Gerais",NA,"About 8 km N of Gouveia on road to Diamantina",NA,NA,NA,"Cerrado and nearly open campo sloping down through brejo to gallery forest","UB0015907","UB0015907","1220","1220","2002","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.","Batista, JAN","Heringer, EP","8755","1962","11","20","Southern America","Brasil","Distrito Federal","Brasília","Fundação Zoobotânica","-47.833333","-15.883333",NA,"Erva; Cerrado ou cerradão.","UB0019293","UB0019293","1070","1070","1998","08","22","-47.833333","-15.883333",NA,NA,NA,NA,NA,NA
"78","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.","Batista, JAN","Duarte, A","618","1946","11","20","Southern America","Brasil","Minas Gerais",NA,"Herculano Pena",NA,NA,NA,NA,"UB0015911","UB0015911",NA,NA,"2001","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.","Batista, JAN","Heringer, EP","9290","1963","11","30","Southern America","Brasil","Distrito Federal","Brasília","Campus da Universidade de Brasília","-47.883333","-15.75",NA,"Erva 0,3m; .","UB0019300","UB0019300","1050","1050",NA,NA,NA,"-47.883333","-15.75",NA,NA,NA,NA,NA,NA
"80","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb. f. & Warm.","Batista, JAN","Hoehne, W","s.n.","1946","12","13","Southern America","Brasil","São Paulo","Caieiras",NA,"-46.7400016784668","-23.3600006103516",NA,"campo alto e seco","UB0015912","UB0015912",NA,NA,"2000","03",NA,NA,NA,"9448","auto",NA,NA,NA,NA
"81","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cyrtopodium","pallidum","major","Cyrtopodium pallidum major","Hoehne","Barros, F","Hatschbach, G","43409","1980","11","26","Southern America","Brasil","Paraná ","Jaguariaíva","Fda. Cajuru","-49.7057991027832","-24.2511005401611",NA,"Flor alvecente, sépalas ápice amarelo ocre; pétalas ápice vinoso, labelo alvo ou levemente vinoso; Campo limpo","UB0015909","UB0015909",NA,NA,"1983",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA
"82","2021-03-04 15:42:04-03","IF","SPSF","30659","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum",NA,"F.de Barros","J.B.Baitello","1281","2002","11","25","América do Sul","Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","-46.7200012207031","-23.3199996948242",NA,"COLETA: XLS: SPSFAntigo&nf;Herbácea ereta até 50cm altura; labelo pink e branco; sépalas maculadas de roxo.; GEOGRAFIA: campo limpo apos queimada&nf;;",NA,NA,NA,NA,"2003","09","01",NA,NA,"12135","auto","Liliopsida",NA,NA,NA
"83","2021-03-04 15:42:04-03","IF","SPSF","30740","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum",NA,"F.de Barros","J.B.Baitello","1325","2002","12","20","América do Sul","Brasil","SP","Franco da Rocha","P.E.Juqueri","-46.7200012207031","-23.3199996948242",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo limpo apos queimada ha 70 dias&nf;Herbácea terrestre ereta com flores com pétalas roxo avermelhadas a lilás, com manchas escuras&nf;Frequente em toda a área;",NA,NA,NA,NA,"2003","09","01",NA,NA,"12135","auto","Liliopsida",NA,NA,NA
"84","2021-03-04 15:42:04-03","IF","SPSF","30675","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","(Warm.)","J.B.Baitello","J.B.Baitello","1286","2002","12","02","América do Sul","Brasil","SP","Franco da Rocha","P.E.Juqueri","-46.7200012207031","-23.3199996948242",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo limpo com e sem fogo recente&nf;Herbáceo terrestre ereta até 30cm&nf;Flores com pétalas pink e cálice variegado;",NA,NA,NA,NA,"2012","06","12",NA,NA,"12135","auto","Liliopsida",NA,NA,NA
"85","2021-03-04 15:42:04-03","IF","SPSF","29073","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum",NA,"F.de Barros","J.B.Baitello","1016","2001","01","27","América do Sul","Brasil","SP","Franco da Rocha","P.E.Juqueri","-46.7200012207031","-23.3199996948242",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo&nf;Herbácea com flores rosadas;",NA,NA,NA,NA,"2003","09","01",NA,NA,"12135","auto","Liliopsida",NA,NA,NA
"86","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.",NA,"St.-Hil, A","C590?",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in campis ad Lagoa Santa",NA,NA,NA,"Floret Octobri - Decembri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.",NA,"St.-Hil, A","C590",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"in campis ad Lagoa Santa",NA,NA,NA,"Floret Octobri - Decembri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-21 10:13:06-03","IBt","SP","5136","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.",NA,"Hoehne, FC","s.n.","1921","01","27",NA,"Brasil","Minas Gerais","Miguel Burnier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 10:13:06-03","IBt","SP","69653","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","Bianchetti, LB; Batista, JAN","Macedo, A","3384","1951","10","28",NA,"Brasil","Minas Gerais","Ituiutaba",NA,"-49.4650001525879","-18.968900680542",NA,NA,NA,NA,NA,NA,"2000","03",NA,NA,NA,"50022","auto",NA,NA,NA,NA
"92","2019-11-21 10:13:06-03","IBt","SP","48284","S","Plantae",NA,NA,"Orchidaceae","Cyrtopodium","pallidum",NA,"Cyrtopodium pallidum","Rchb.f. & Warm.","Batista, JAN; Bianchetti, L","Mendes Magalhães","1337","1942","01","11",NA,"Brasil","Minas Gerais","Ouro Preto","Manso","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"2000","03",NA,NA,NA,"44599","auto",NA,NA,NA,NA
