"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","county","locality","decimalLongitude","decimalLatitude","identifiedBy","typeStatus","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount"
"92","2019-10-09 11:24:15-03","UFBA","ALCB","83877","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Roque, N; Alunos de Botânica III","1797","2008","05","24","Southern America","Brasil","Bahia",NA,NA,"ca 4m alt. Folhas discolores. Flores creme-esverdeadas, estames amarelos.",NA,"Dicotyledon",NA,NA,"A.St.-Hil.","Morro do Chapéu","Piemonte da Diamantina, Vila do Ventura. trilha para a Cidade das Pedras","-41.011667","-11.673333","Roque, N",NA,NA,"815","815",NA,NA,"2008","07",NA,NA,"-41.011667","-11.673333",NA,NA,NA
"93","2019-10-09 11:24:15-03","UFBA","ALCB","99087","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Conceição, SF; Ibrahim, M; Silva, BM; Ribeiro, PL; Lambert, S","556","2008","01","19","Southern America","Brasil","Bahia",NA,NA,"ca. 3,0 m alt. Folhas verdes. Inflorescência passada. Frutos marros. DNA.","ALCB063464","Dicotyledon",NA,NA,"A.St.-Hil.","Palmeiras","Chapada Diamantina, estrada Palmeira-Iraquara, entrada à direita, depois da gruta da Pratinha","-41.516667","-12.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-41.516667","-12.366667",NA,NA,NA
"94","2019-10-09 11:24:15-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Thomas, W; Carvalho, AM de; Sant'Ana, SC de; Bacelar, TG","11134","1996","03","25","Southern America","Brasil","Bahia",NA,NA,"3,0 m. Leaves shiny bright green above, pale green beneath. Inflorescences and buds green to yellow-green.; Semi-deciduous 'vine' foresta with arborescent cacti.",NA,"Dicotyledon",NA,NA,"A.St.-Hil.","Itambé","Sudoeste, 37,5 km west of Itapetinga on BR 415 to Itambé","-40.574722","-15.264722","Kallunki, J",NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,"-40.574722","-15.264722",NA,NA,NA
"95","2019-10-09 11:24:15-03","UFBA","ALCB","07379","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus arocatensis","Queiroz, LP de; Guedes, ML","138","1981","01","18","Southern America","Brasil","Bahia",NA,NA,"ca de 5,0 m. Folhas coriáceas e glabras. Botões amarelos em cachos.",NA,"Dicotyledon",NA,"arocatensis","Kaastra","Maracás","Sudoeste","-40.416667","-13.433333","Skorupa, LA",NA,NA,NA,NA,NA,NA,"1998","07",NA,NA,"-40.416667","-13.433333",NA,NA,NA
"96","2019-10-09 11:24:15-03","UFBA","ALCB","75549","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus longeracemosaus","Guedes, ML; Rigueira, D; Alunos de Botânica III","12929","2006","12","09","Southern America","Brasil","Bahia",NA,NA,"de ca 2m. Folhas cartáceas, vilosas. Inflorescência em botões. Freqüente.",NA,"Dicotyledon",NA,"longeracemosaus","(Mart. ex Engl.) Kaastra","Morro do Chapéu","Piemonte da Diamantina, Cidade das Pedras","-41.013889","-11.6775","Guedes, ML; Oliveira, MRA de",NA,NA,NA,NA,NA,NA,"2007","01",NA,NA,"-41.013889","-11.6775",NA,NA,NA
"97","2019-10-09 11:24:15-03","UFBA","ALCB","75480","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus longeracemosus","Guedes, ML; Rigueira, D; Alunos de Botânica III","12886","2006","12","09","Southern America","Brasil","Bahia",NA,NA,"de ca 4m. , ramos novos vilosos. Folhas cartáceas, discolores. Frutos cápsulas passadas. Freqüente.","ALCB063467","Dicotyledon",NA,"longeracemosus","(Mart. ex Engl.) Kaastra","Morro do Chapéu","Piemonte da Diamantina, Caminho do Ventura para Cidade das Pedras","-41.020833","-11.671667","Guedes, ML",NA,NA,NA,NA,NA,NA,"2007","01",NA,NA,"-41.020833","-11.671667",NA,NA,NA
"98","2019-10-09 11:24:15-03","UFBA","ALCB","025908","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus longiracemosus","Miranda, Q","250",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledon",NA,"longiracemosus","(Mart.) Kaastra",NA,NA,NA,NA,"Skorupa, LA",NA,NA,NA,NA,NA,NA,"1998","07",NA,NA,NA,NA,NA,NA,NA
"99","2019-10-09 11:24:15-03","UFBA","ALCB","15951","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus longiracemosus","Queiroz, LP de; Guedes, ML; Santos, NS dos","706","1983","06","30","Southern America","Brasil","Bahia",NA,NA,"C. de 5,0 m de altura , com folhas membranáceas, discolor. Flores em botões alvacentos.",NA,"Dicotyledon",NA,"longiracemosus","(Mart.) Kaastra","Palmeiras","Chapada Diamantina","-41.55","-12.516667","Skorupa, LA",NA,NA,NA,NA,NA,NA,"1998","07",NA,NA,"-41.55","-12.516667",NA,NA,NA
"100","2019-10-09 11:24:15-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus longiracemosus","Carvalho, AM de; Mattos, SLA; Santos, TS dos","2394","1986","04","03","Southern America","Brasil","Bahia",NA,NA,"Com ca. de 5, 0 m de altura. Flores com corola amarela. Frutos imaturos verdes.",NA,"Dicotyledon",NA,"longiracemosus","(Mart.) Kaastra","Jacobina","Piemonte da Diamantina, 20 km na estrada Jacobina/Capim Grosso. Fazenda Pau d'alho.","-40.516667","-11.166667","Skorupa, LA",NA,NA,NA,NA,NA,NA,"1998","07",NA,NA,"-40.516667","-11.166667",NA,NA,NA
"101","2019-10-09 11:24:15-03","UFBA","ALCB","09426","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Matos, SLA; Carvalho, AM de; Hage, JL","s/n","1980","12","11","Southern America","Brasil","Bahia",NA,NA,"4m de altura . Flores em botões verdes.","ALCB063461","Dicotyledon",NA,"spicatus","A.St.-Hil.","Valença","Litoral Sul, Rodovia Guaibim#?#(litoral)#?#/ Valença, 6 km a Oeste de Guaibim. Campo Natural à esquerda. Solo arenoso.","-39.066667","-13.366667","Skorupa, LA",NA,NA,"10","10",NA,NA,"1996","09",NA,NA,"-39.066667","-13.366667",NA,NA,NA
"102","2019-10-09 11:24:15-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Matos, SLA; Carvalho, AM de; Hage, JL","s/n","1980","12","11","Southern America","Brasil","Bahia",NA,NA,"4m de altura . Flores em botões verdes.",NA,"Dicotyledon",NA,"spicatus","A.St.-Hil.","Valença","Litoral Sul, Rodovia Guaibim#?#(litoral)#?#/ Valença, 6 km a Oeste de Guaibim. Campo Natural à esquerda. Solo arenoso.","-39.066667","-13.366667","Skorupa, LA",NA,NA,"10","10",NA,NA,"1996","09",NA,NA,"-39.066667","-13.366667",NA,NA,NA
"103","2019-10-09 11:24:15-03","UFBA","ALCB","037149","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Saar, E; Passos Júnior, LA; Guedes, ML; Stannard, B","5251","1997","02","08","Southern America","Brasil","Bahia",NA,NA,"Ca. de 2 m. Folhas coriáceas, levemente discolores. Flores verdes amareladas, androceu e gineceu esverdeados.&nf;Frequência ocasional.",NA,"Dicotyledon",NA,"spicatus","A.St.-Hil.","Caetité","Serra Geral, São Francisco caminho para Lagoa Real","-42.2075","-13.993056","Skorupa, LA",NA,NA,"560","560",NA,NA,"1998","07",NA,NA,"-42.2075","-13.993056",NA,NA,NA
"104","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1582254","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Thomas WW; Carvalho AMV de; Sant'Ana SC da; Bacelar T",NA,"1996","03","25","Southern America","Brazil","Bahia",NA,NA,"Semi-deciduous ''''vine'''' forest (Mata de Cipó) with arborescent cacti.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582254 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582254",NA,"Sapindales",NA,"A.St.-Hil.",NA,"Brazil. Bahia. Itambé: 37.5 km west of Itapetinga on BR 415 to Itambé.","-40.574722","-15.264722","Kallunki JA",NA,"NL-U1582254",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-40.574722","-15.264722","U 0181860",NA,NA
"105","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1582255","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus","Vieira RF; et al.",NA,"1991","01","28","Southern America","Brazil","Distrito Federal",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582255 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582255",NA,"Sapindales",NA,"A.St.-Hil.",NA,NA,NA,NA,"Kallunki JA",NA,"NL-U1582255",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0089278",NA,NA
"106","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1582258","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus lealii","Machado O",NA,"1946","01","01","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582258 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582258",NA,"Sapindales","lealii","(Machado) Kaastra",NA,"Restinga da Tijuca, Rio.",NA,NA,NA,NA,"NL-U1582258",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"107","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1582259","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus lealii","Machado O",NA,"1946","01","01","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582259 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582259",NA,"Sapindales","lealii","(Machado) Kaastra",NA,"Restinga da Tijuca, Rio.",NA,NA,NA,NA,"NL-U1582259",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"108","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1582263","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus lealii","Duarte AP; Pereira E da C",NA,"1959","03","24","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582263 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582263",NA,"Sapindales","lealii","(Machado) Kaastra",NA,"D.F. Restinga de Jacarapaguá.",NA,NA,NA,NA,"NL-U1582263",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"109","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1582264","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus lealii","Harley RM; et al.",NA,"1977","01","17","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582264 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582264",NA,"Sapindales","lealii","(Machado) Kaastra",NA,"Brazil: Estado da Bahia, Coastal Zone, between Alcobaça and Caravelas on ba 001 highway, 20 km, S. of Acobaça.","-39.233333","-17.716667",NA,NA,"NL-U1582264",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-39.233333","-17.716667",NA,NA,NA
"110","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1582265","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus lealii","Harley RM; et al.",NA,"1977","01","15","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582265 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582265",NA,"Sapindales","lealii","(Machado) Kaastra",NA,"Brazil: estado Da bahia, coastal Zone, on the coast road between Alcobaça and Prado, 10 km NW of Alcobaça and 4 km N along road from the Rio Itanhentinga.","-39.216667","-17.5",NA,NA,"NL-U1582265",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-39.216667","-17.5",NA,NA,NA
"111","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1582266","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus lealii","Rizzini C",NA,"1972","11","07","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582266",NA,"Sapindales","lealii","(Machado) Kaastra",NA,"RJ.- Barra de maricá-restinga arbêreo perto a duna que se segue ao mar.",NA,NA,NA,NA,"NL-U1582266",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"112","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1582267","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus lealii","Machado O",NA,"1946","04","09","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582267 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582267",NA,"Sapindales","lealii","(Machado) Kaastra",NA,"Restinga da Tijuca, Rio.",NA,NA,NA,NA,"NL-U1582267",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"113","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1582268","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus lealii","Hoehne W",NA,"1964","03","26","Southern America","Brazil","Rio de Janeiro",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582268 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582268",NA,"Sapindales","lealii","(Machado) Kaastra",NA,NA,NA,NA,NA,NA,"NL-U1582268",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0098255",NA,NA
"114","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1582269","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus lealii","Hoehne W",NA,"1954","12","19","Southern America","Brazil","Rio de Janeiro",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582269 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582269",NA,"Sapindales","lealii","(Machado) Kaastra",NA,NA,NA,NA,NA,NA,"NL-U1582269",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0098254",NA,NA
"115","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1582270","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus lealii","Duarte AP",NA,"1960","05","25","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582270 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582270",NA,"Sapindales","lealii","(Machado) Kaastra",NA,"Baluz, anedros de Caravelos.",NA,NA,NA,NA,"NL-U1582270",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"116","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1582271","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus lealii","Machado O",NA,"1945","04","13","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582271 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582271",NA,"Sapindales","lealii","(Machado) Kaastra",NA,"Rettinga da Tijuaca, Guanabarca.",NA,NA,NA,NA,"NL-U1582271",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"117","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1582272","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus lealii","Pereira E",NA,"1947","02","08","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1582272 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1582272",NA,"Sapindales","lealii","(Machado) Kaastra",NA,"Restinga da Barra da Tijuca.",NA,NA,NA,NA,"NL-U1582272",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"118","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577950","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus longeracemosus","Harley RM; et al.",NA,"1977","03","04","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577950 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577950",NA,"Sapindales","longeracemosus","(Mart. ex Engl.) Kaastra",NA,"Brazil: Estado Da Bahia, Morro do Chapeu. 27.5 km SE of the town of Morro do Chapeu on the BAO52 road to Mundo Novo.","-41.016667","-11.65",NA,NA,"NL-U1577950",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-41.016667","-11.65",NA,NA,NA
"119","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577951","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus longeracemosus","Harley RM; et al.",NA,"1977","03","25","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577951 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577951",NA,"Sapindales","longeracemosus","(Mart. ex Engl.) Kaastra",NA,"Brazil: Estado Da Bahia, Serra do Rio De Contas. 10 km E. of Vila do Rio de Contas on the road to Marcolino Moura.","-41.8","-13.583333",NA,NA,"NL-U1577951",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-41.8","-13.583333",NA,NA,NA
"120","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577952","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus longeracemosus","Harley RM; et al.",NA,"1974","03","05","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577952 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577952",NA,"Sapindales","longeracemosus","(Mart. ex Engl.) Kaastra",NA,NA,"-41.266667","-10.45",NA,NA,"NL-U1577952",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-41.266667","-10.45",NA,NA,NA
"121","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577953","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus longeracemosus","Harley RM; et al.",NA,"1972","01","18","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577953 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577953",NA,"Sapindales","longeracemosus","(Mart. ex Engl.) Kaastra",NA,"Brazil: Estado de bahia, Serra do Rio de Contas. On road to Abaira ca. 8km to N. of the Town of Rio de Contas.","-41.783333","-13.55",NA,NA,"NL-U1577953",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-41.783333","-13.55",NA,NA,NA
"122","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577954","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus longeracemosus","Blanchet JS",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577954 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577954",NA,"Sapindales","longeracemosus","(Mart. ex Engl.) Kaastra",NA,"Brasilia.",NA,NA,NA,NA,"NL-U1577954",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"123","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577959","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus longeracemosus","Hatschbach M; Barbosa E",NA,"1992","04","09","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577959 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577959",NA,"Sapindales","longeracemosus","(Mart. ex Engl.) Kaastra",NA,"Rio Lajeadinho (mun. Palmeiras) Bahia.",NA,NA,NA,NA,"NL-U1577959",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"124","2020-02-08 10:31:35-03","NBC","NL-BOTANY","L.2119020","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Düsen P",NA,"1907","03","01","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2119020 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2119020",NA,"Sapindales","spicatus",NA,NA,"Prov. de Rio de Janeiro.[!].",NA,NA,NA,NA,"NL-L2119020",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"125","2020-02-08 10:31:35-03","NBC","NL-BOTANY","L.2119022","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Burchell WJ",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2119022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2119022",NA,"Sapindales","spicatus",NA,NA,"Rio Janeiro.[!].",NA,NA,NA,NA,"NL-L2119022",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"126","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577955","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Frazao A",NA,"1915","06","01","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577955 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577955",NA,"Sapindales","spicatus",NA,NA,"Rio de Janeiro, prope urban.",NA,NA,NA,NA,"NL-U1577955",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"127","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577956","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Sucre Benjamin D",NA,"1967","11","05","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577956 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577956",NA,"Sapindales","spicatus",NA,NA,"Brasil, Estado do Rio de Janeiro, Bahia de Sepatiba, Iilha Furtada.",NA,NA,NA,NA,"NL-U1577956",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"128","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577957","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Unreadable",NA,"1965","09","03","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577957 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577957",NA,"Sapindales","spicatus",NA,NA,"Minas Gerais, Estacáo Esperimental de Agua Limpa.",NA,NA,NA,NA,"NL-U1577957",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"129","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577961","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Riedel L",NA,"1836","01","01","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577961 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577961",NA,"Sapindales","spicatus",NA,NA,"Botoil. fu coll. uribr. Rio Janeiro.",NA,NA,NA,NA,"NL-U1577961",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"130","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577962","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Sucre Benjamin D",NA,"1972","11","24","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577962",NA,"Sapindales","spicatus",NA,NA,"Brasil, Estado da Guanabara, astrada da Vista Chineza. Alte de Boa Vista mais ou menos 360 m. s.",NA,NA,NA,NA,"NL-U1577962",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"131","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577963","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Unreadable",NA,"1949","07","17","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577963 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577963",NA,"Sapindales","spicatus",NA,NA,"Bahia, Ituacu.",NA,NA,NA,NA,"NL-U1577963",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"132","2020-02-08 10:31:35-03","NBC","NL-BOTANY","U.1577965","PreservedSpecimen","Plantae","Rutaceae","Pilocarpus","spicatus","Pilocarpus spicatus spicatus","Machado O",NA,"1944","08","10","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1577965 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1577965",NA,"Sapindales","spicatus",NA,NA,"Rio de Janeiro, Heenicípio do Rio de Janeiro, Restinga da Tifuca.",NA,NA,NA,NA,"NL-U1577965",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
