nome_aceito_correto,nomes_originais,elegivel_produto_1,notas_all,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp,cat_ameaca_geral,splink_t20,gbif_t20,splink_rbcv,gbif_rbcv,splink_sp,gbif_sp,sum,especialista
Melasma rhinanthoides,Melasma rhinanthoides,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Esterhazya caesarea,Esterhazya caesarea,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,VU,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Passiflora campanulata,Passiflora campanulata,apta,NA,NA,NA,NA,NA,LC,EW,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Passiflora hatschbachii,Passiflora hatschbachii,apta,NA,NA,NA,NA,EN,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Passiflora ischnoclada,Passiflora ischnoclada,apta,NA,NA,NA,NA,CR,CR,CR,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Passiflora racemosa,Passiflora racemosa,apta,NA,NA,NA,NA,NA,LC,EW,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Passiflora setulosa,Passiflora setulosa,apta,NA,NA,NA,NA,EN,EN,EW,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Pera glabrata,Pera androgyna-Pera glabrata,apta,Nome original era sinônimo-NA,NA-NA,LC-NA,NA-NA,NA-NA,DD-DD,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Gonatogyne brasiliensis,Amazona brasiliensis-Gonatogyne brasiliensis,apta,Nome original mal escrito/Nome original era sinônimo-NA,NA-NA,NT-NA,NA-NA,NA-NA,NA-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Peperomia adsurgens,Peperomia adsurgens,apta,NA,NA,NA,NA,NA,DD,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Peperomia clivicola,Peperomia clivicola,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Peperomia diaphanoides,Peperomia diaphanoides,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Peperomia emarginella,Peperomia emarginella,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Peperomia guarujana,Peperomia guarujana,apta,NA,CR,NA,NA,CR,CR,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Peperomia hydrocotyloides,Peperomia hydrocotyloides,apta,NA,NA,NA,NA,NA,NT,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Peperomia oreophila,Peperomia oreophila-Peperomia oreophilla,apta,Nome original mal escrito-NA,NA-NA,NA-NA,NA-NA,NA-NA,LC-NA,EX-EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Peperomia quadrifolia,Peperomia quadrifolia,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Peperomia rostulatiformis,Peperomia rostulatiformis,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,EX,EN,NA,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Peperomia schwackei,Peperomia schwackei,apta,NA,NA,NA,NA,NA,LC,EN,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Peperomia trinervis,Peperomia trinervis,apta,NA,NA,NA,NA,NA,LC,EN,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Peperomia velloziana,Peperomia velloziana,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Piper hoehnei,Piper hoehnei,apta,NA,NA,NA,NA,EN,EN,EX,entra,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,NA
Piper kuhlmannii,Piper kuhlmannii,apta,NA,NA,NA,NA,VU,VU,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Piper lanceolatum,Piper lanceolatum,apta,NA,NA,NA,EN,NA,NT,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Piper loefgrenii,Piper loefgrenii,apta,NA,NA,NA,NA,VU,VU,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Piper scabrellum,Piper scabrellum,apta,NA,NA,NA,NA,EN,EN,EX,entra,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA
Piper tectoniifolium,Piper tectoniifolium,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,NA
Piper vaginans,Piper vaginans,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Piper velutinibaccum,Piper velutinibaccum,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Bacopa congesta,Bacopa congesta,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Plantago catharinea,Plantago catharinea,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Agrostis longiberbis,Agrostis longiberbis,apta,NA,NA,NA,EN,EN,EN,EN,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Andropogon carinatus,Andropogon carinatus,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Andropogon hypogynus,Andropogon hypogynus,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Aristida brasiliensis,Aristida brasiliensis,apta,NA,NA,NA,NA,EN,EN,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Aristida circinalis,Aristida circinalis,apta,NA,NA,NA,EN,NA,NA,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Aristida ekmaniana,Aristida ekmaniana,apta,NA,NA,NA,NA,NA,NA,EX,entra,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA
Aristida macrophylla,Aristida macrophylla,apta,NA,NA,NA,EX,NA,NA,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Axonopus monticola,Axonopus monticola,apta,NA,NA,NA,NA,EN,EN,EX,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,NA
Axonopus uninodis,Axonopus uninodis,apta,NA,NA,NA,EX,CR,CR,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Chusquea anelythra,Chusquea anelythra,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,NA,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Chusquea attenuata,Chusquea attenuata,apta,NA,NA,NA,NA,EN,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Chusquea erecta,Chusquea erecta,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Chusquea pinifolia,Chusquea pinifolia,apta,NA,NA,NA,NA,NA,LC,CR,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Chusquea pulchella,Chusquea pulchella,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Chusquea tenuiglumis,Chusquea tenuiglumis,apta,NA,NA,NA,NA,CR,CR,CR,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Colanthelia macrostachya,Colanthelia macrostachya,apta,NA,NA,NA,NA,EN,EN,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Ctenium brevispicatum,Ctenium brevispicatum,apta,NA,NA,NA,NA,NA,LC,CR,entra,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,NA
Ctenium cirrosum,Ctenium cirrhosum-Ctenium cirrosum,apta,Nome original mal escrito-NA,NA-NA,NA-NA,EN-NA,NA-NA,DD-DD,EN-EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Digitaria corynotricha,Digitaria corynotricha,apta,NA,NA,NA,NA,NA,LC,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Eragrostis neesii,Eragrostis neesii,apta,NA,NA,NA,EN,NA,LC,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Gymnopogon burchellii,Gymnopogon burchellii,apta,NA,NA,NA,EN,NA,LC,CR,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Hymenachne donacifolia,Hymenachne donacifolia,apta,NA,NA,NA,NA,NA,LC,CR,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Hymenachne pernambucensis,Hymenachne pernambucensis,apta,NA,NA,NA,EN,NA,LC,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ichnanthus bambusiflorus,Ichnanthus bambusiflorus,apta,NA,NA,NA,EN,NA,LC,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Leersia ligularis,Leersia ligularis,apta,NA,NA,NA,CR,VU,VU,CR,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Lithachne horizontalis,Lithachne horizontalis,apta,NA,NA,NA,EX,EN,EN,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Luziola bahiensis,Luziola bahiensis,apta,NA,NA,NA,EN,NA,NA,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Merostachys bradei,Merostachys bradei,apta,NA,NA,NA,NA,NA,NA,EX,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Merostachys brevigluma,Merostachys brevigluma,apta,NA,NA,NA,NA,NA,NA,EN,entra,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,NA
Merostachys burmanii,Merostachys burmanii,apta,NA,NA,NA,EN,EN,EN,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Merostachys caucaiana,Merostachys caucaiana,apta,NA,CR,NA,NA,CR,CR,CR,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Merostachys kleinii,Merostachys kleinii,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,NA,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Merostachys neesii,Merostachys neesii,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Merostachys polyantha,Merostachys polyantha,apta,NA,NA,NA,NA,NA,NA,EN,entra,TRUE,NA,FALSE,NA,TRUE,NA,2,NA
Merostachys scandens,Merostachys scandens,apta,NA,CR,NA,CR,CR,CR,CR,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Merostachys skvortzovii,Merostachys skvortzovii,apta,NA,NA,NA,EN,NA,LC,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Mesosetum ferrugineum,Mesosetum ferrugineum,apta,NA,NA,LC,EN,NA,LC,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Panicum peladoense,Panicum peladoense,apta,NA,NA,NA,EN,NA,NA,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Paspalum acuminatum,Paspalum acuminatum,apta,NA,NA,NA,NA,NA,NA,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Paspalum erianthoides,Paspalum erianthoides,apta,NA,NA,NA,EX,NA,NA,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Paspalum erianthum,Paspalum erianthum,apta,NA,NA,NA,EN,NA,NA,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Paspalum falcatum,Paspalum falcatum,apta,NA,NA,NA,EN,NA,NA,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Paspalum flaccidum,Paspalum flaccidum,apta,NA,NA,NA,CR,NA,NA,CR,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Paspalum glaucescens,Paspalum glaucescens,apta,NA,NA,NA,EN,NA,NA,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Paspalum usterii,Paspalum usterii,apta,NA,NA,NA,EX,NA,NA,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Raddiella esenbeckii,Raddiella esenbeckii,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA
Schizachyrium tenerum,Schizachyrium tenerum,apta,NA,NA,NA,EN,NA,NA,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Setaria parviflora,Setaria parviflora,apta,NA,NA,LC,EX,NA,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Setaria tenacissima,Setaria tenacissima,apta,NA,NA,NA,CR,NA,LC,CR,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Steinchisma spathellosum,Steinchisma spathellosum,apta,NA,NA,NA,EX,NA,NA,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Zizaniopsis microstachya,Zizaniopsis microstachya,apta,NA,NA,NA,NA,NA,NA,EX,entra,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA
Ichnanthus lancifolius,Ichnanthus lancifolius,apta,NA,NA,NA,NA,NA,NA,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Reimarochloa acuta,Reimarochloa acuta,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,CR,NA,NA,CR,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Agenium leptocladum,Agenium leptocladum,apta,NA,NA,NA,EN,NA,LC,EN,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Arthropogon xerachne,Arthropogon xerachne,apta,NA,NA,NA,NA,CR,CR,CR,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Axonopus argentinus,Axonopus argentinus-Axonopus ramboi,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,EX-NA,EN-EN,NA-EN,EX-EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Axonopus comans,Axonopus comans,apta,NA,NA,NA,NA,NA,LC,EX,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,NA
Gymnopogon doellii,Gymnopogon doellii,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,CR,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Paspalum cinerascens,Paspalum cinerascens,apta,NA,NA,NA,NA,NA,NA,CR,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Paspalum plenum,Paspalum plenum,apta,NA,NA,NA,EN,NA,NA,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Sporobolus apiculatus,Sporobolus apiculatus,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Axonopus carajasensis,Axonopus carajasensis,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Andropogon glaucophyllus,Andropogon glaucophyllus,apta,NA,NA,NA,NA,EN,EN,EX,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Polypogon chilensis,Polypogon chilensis,apta,NA,NA,NA,CR,NA,NA,CR,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Polypogon imberbis,Polypogon imberbis,apta,NA,NA,NA,NA,NA,NA,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Arundinella deppeana,Arundinella deppeana,apta,NA,NA,NA,NA,VU,VU,EX,entra,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA
Avena strigosa,Avena strigosa,apta,NA,NA,DD,NA,NA,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Paspalum exaltatum,Paspalum exaltatum,apta,NA,NA,NA,NA,NA,NA,CR,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Chascolytrum brasilense,Briza brasiliensis-Chascolytrum brasiliense-Chascolytum brasiliense,apta,Nome original era sinônimo-Nome original mal escrito,NA-NA-NA,NA-NA-NA,CR-NA-NA,EN-NA-NA,NA-EN-NA,CR-NA-CR,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Paspalum repandum,Paspalum repandum-Thrasyopsis repanda,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,EN-NA,NA-EN,NA-NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Aulonemia setosa,Eremocaulon setosum,apta,Nome original era sinônimo,NA,VU,NA,NA,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Aristida subaequans,Aristida subaequans,apta,NA,NA,NA,NA,NA,NA,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Hymenachne condensata,Hymenanchne condensata-Panicum condensatum,apta,Nome original era sinônimo-Nome original mal escrito,NA-NA,NA-NA,NA-NA,NA-NA,LC-NA,NA-CR,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Schizachyrium scabriflorum,Schizachyrium scabriflorum-Schizachyrium scabrifolium,apta,Nome original mal escrito-NA,NA-NA,NA-NA,EX-NA,NA-EN,NA-EN,NA-EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Podocarpus lambertii,Podocarpus lambertii,apta,NA,NA,NT,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Podocarpus sellowii,Podocarpus sellowii,apta,NA,NA,EN,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Apinagia riedelii,Apinagia fluitans-Apinagia riedelii,apta,Nome original era sinônimo-NA,NA-NA,DD-NA,NA-NA,NA-NA,NA-LC,NA-NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Polygala molluginifolia,Polygala molluginifolia,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Polygala brasiliensis,Polygala brasiliensis,apta,NA,NA,NA,NA,NA,LC,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Polygala pumila,Polygala pumila,apta,NA,NA,NA,EX,NA,NT,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Lellingeria itatimensis,Lellingeria itatimensis,apta,NA,NA,NA,NA,CR,CR,NA,entra,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,NA
Moranopteris perpusilla,Moranopteris perpusilla,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Mycopteris taxifolia,Terpsichore taxifolia,apta,Nome original era sinônimo,NA,NA,NA,EN,EN,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Heteranthera reniformis,Heteranthera reniformis,apta,NA,NA,NA,VU,NA,NA,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Heteranthera zosterifolia,Heteranthera zosterifolia,apta,NA,NA,NA,VU,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Portulaca amilis,Portulaca amilis,apta,NA,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Portulaca halimoides,Portulaca halimoides,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,EX,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Myrsine rubra,Myrsine rubra,apta,NA,NA,NT,NA,NA,NT,NA,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Myrsine villosissima,Myrsine villosissima,apta,NA,NA,NA,EN,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Lysimachia buxifolia,Anagallis alternifolia-Lysimachia buxifolia,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,EN-NA,EN-NA,NA-EN,EN-NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Euplassa cantareirae,Euplassa cantareirae,apta,NA,NA,NA,EX,EN,EN,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Euplassa hoehnei,Euplassa hoehnei,apta,NA,NA,LC,NA,NA,EN,NA,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Euplassa incana,Euplassa incana,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,VU,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Panopsis multiflora,Panopsis multiflora,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Roupala sculpta,Roupala sculpta,apta,NA,NA,NA,VU,VU,EN,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cheilanthes regnelliana,Cheilanthes regnelliana,apta,NA,NA,NA,NA,EN,EN,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Doryopteris rediviva,Doryopteris rediviva,apta,NA,NA,NA,NA,VU,VU,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Lytoneuron crenulans,Doryopteris crenulans-Lytoneuron crenulans,apta,Nome original era sinônimo-NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Quiina glaziovii,Quiina glaziovii-Quiina magallano-gomesii,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,VU-NA,NA-NA,DD-LC,VU-VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Clematis campestris,Clematis campestris,apta,NA,NA,NA,NA,NA,LC,EW,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,NA
Ranunculus flagelliformis,Ranunculus flagelliformis,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Reissekia smilacina,Reissekia smilacina,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Gouania inornata,Gouania inornata,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Gouania ulmifolia,Gouania ulmifolia,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Acaena eupatoria,Acaena eupatoria,apta,NA,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Chomelia brasiliana,Chomelia brasiliana-Chomelia modesta-Chomelia parvifolia,apta,Nome original era sinônimo-NA,NA-NA-NA,LC-LC-NA,NA-NA-NA,NA-NA-CR,LC-NA-CR,NA-NA-EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Chomelia obtusa,Chomelia randioides,apta,Nome original era sinônimo,NA,EN,NA,NA,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Coussarea accedens,Coussarea accedens,apta,NA,NA,VU,NA,NA,VU,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Declieuxia cordigera,Declieuxia cordigera,apta,NA,NA,NA,NA,NA,LC,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Faramea stipulacea,Faramea martiana-Faramea stipulacea,apta,Nome original era sinônimo-NA,NA-NA,DD-LC,NA-NA,NA-NA,DD-NA,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Galianthe peruviana,Galianthe peruviana,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Galium equisetoides,Galium equisetoides,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Galium humile,Galium humile,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Guettarda platyphylla,Guettarda platyphylla,apta,NA,NA,NA,NA,NA,DD,EX,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Manettia campanulacea,Manettia campanulacea,apta,NA,NA,NA,NA,CR,CR,CR,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Melanopsidium nigrum,Melanopsidium nigrum,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,VU,NA,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Palicourea tetraphylla,Palicourea tetraphylla,apta,NA,NA,NA,VU,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Posoqueria acutifolia,Posoqueria acutifolia,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Psychotria fluminensis,Psychotria fluminensis,apta,NA,NA,VU,NA,NA,VU,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Psychotria glaziovii,Psychotria glaziovii,apta,NA,NA,VU,NA,NA,VU,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Richardia schumannii,Richardia schumannii,apta,NA,NA,NA,EX,EN,EN,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Richardia stellaris,Richardia stellaris,apta,NA,NA,NA,EN,NA,NT,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
