nome_aceito_correto,nomes_originais,elegivel_produto_1,notas_all,cat_ameaca_cr_lac,cat_ameaca_iucn,cat_ameaca_mpo_sp,cat_ameaca_br,cat_ameaca_cncflora,cat_ameaca_sp,cat_ameaca_geral,splink_t20,gbif_t20,splink_rbcv,gbif_rbcv,splink_sp,gbif_sp,sum,especialista
Verbesina floribunda,Verbesina pseudoclaussenii,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original mal escrito/Nome original era sinônimo,NA,NA,NA,CR,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Calea heteropappa,Calea heteropappa,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Aldama goyazii,Aldama goyazii-Viguiera hispida,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,VU-NA,NA-VU,NA-NA,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Baccharis aracatubensis,Baccharis aracatubensis,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Eremanthus praetermissus,Eremanthus praetermissus,apta,NA,NA,NA,NA,NA,VU,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Piptocarpha longipedunculata,Piptocarpha longipedunculata,apta,NA,NA,EN,NA,NA,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Chromolaena paraguariensis,Chromolaena angusticeps,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,EN,NA,NA,entra,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FBnao- OCCScruzam
Vickia rotundifolia,Gochnatia rotundifolia,apta,Nome original era sinônimo,NA,NA,EX,VU,VU,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Begonia brevilobata,Begonia brevilobata,apta,NA,NA,NA,NA,NA,DD,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Begonia dentatiloba,Begonia dentatiloba,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Begonia handroi,Begonia handroi,apta,NA,NA,NA,NA,EN,EN,EX,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Begonia itatinensis,Begonia itatinensis,apta,NA,NA,NA,NA,EN,EN,NA,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Begonia paranaensis,Begonia paranaensis,apta,NA,NA,NA,NA,EN,EN,NA,entra,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,NA
Begonia paulensis,Begonia paulensis,apta,NA,NA,NA,NA,EN,EN,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Begonia piresiana,Begonia piresiana,apta,NA,CR,NA,NA,CR,CR,VU,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Begonia salesopolensis,Begonia salesopolensis,apta,NA,NA,NA,NA,CR,CR,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Begonia santoslimae,Begonia santoslimae,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Begonia toledoana,Begonia toledoana,apta,NA,NA,NA,NA,EN,EN,NA,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Begonia coccinea,Begonia coccinea,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,FBnao- OCCScruzam
Anemopaegma arvense,Anemopaegma arvense,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Lundia damazioi,Lundia damazii,apta,Nome original mal escrito,NA,NA,NA,NA,VU,NA,entra,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,NA
Handroanthus impetiginosus,Handroanthus impetiginosus-Tabebuia impetiginosa,apta,Nome original era sinônimo-NA,NA-NA,LC-LR/lc,NA-NA,NA-NA,NT-NA,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Paratecoma peroba,Paratecoma peroba,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Tabebuia cassinoides,Tabebuia cassinoides,apta,NA,NA,NA,EN,EN,VU,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Zeyheria tuberculosa,Zeyheria tuberculosa,apta,NA,NA,VU,VU,VU,NT,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Handroanthus botelhensis,Handroanthus botelhensis,apta,NA,NA,NA,NA,NA,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cordia silvestris,Cordia silvestris,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cordia trichoclada,Cordia trichoclada,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Acanthostachys pitcairnioides,Acanthostachys pitcairnioides,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Aechmea gamosepala,Aechmea gamosepala-Aechmea gamossepala,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original mal escrito,NA-NA,NA-NA,NA-NA,NA-NA,LC-NA,EX-EX,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,FBnao- OCCScruzam
Alcantarea glaziouana,Alcantarea glaziouana,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,FBnao- OCCScruzam
Billbergia nutans,Billbergia nutans,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Billbergia pyramidalis,Billbergia pyramidalis,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cryptanthus minarum,Cryptanthus minarum,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Dyckia minarum,Dyckia minarum,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Dyckia tuberosa,Dyckia cabrerae-Dyckia pseudococcinea-Dyckia tuberosa,apta,Nome original era sinônimo-NA,NA-NA-NA,NA-NA-NA,NA-NA-NA,CR-EN-NA,CR-EN-LC,NA-NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Guzmania monostachia,Guzmania monostachia,apta,NA,NA,NA,NA,VU,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Hohenbergia ridleyi,Hoehenbergia ridleyi-Hohenbergia ridleyi,apta,Nome original mal escrito-NA,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Neoregelia hoehneana,Neoregelia hoehneana,apta,NA,NA,NA,NA,EN,EN,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Nidularium camposportoi,Nidularium campos-portoi-Nidularium camposportoi,apta,Nome original era sinônimo-NA,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Nidularium corallinum,Nidularium corallinum,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Nidularium marigoi,Nidularium marigoi,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Nidularium minutum,Nidularium minutum,apta,NA,NA,NA,NA,VU,VU,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Pitcairnia albiflos,Pitcairnia albiflos,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Pitcairnia decidua,Pitcairnia decidua,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Tillandsia araujei,Tillandsia araujei,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Tillandsia linearis,Tillandsia linearis,apta,NA,NA,NA,VU,NA,LC,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Tillandsia recurvifolia,Tillandsia recurvifolia,apta,NA,NA,NA,NA,NA,DD,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Tillandsia tenuifolia,Tillandsia pseudomontana-Tillandsia tenuifolia,apta,Nome original era sinônimo-NA,NA-NA,EN-NA,NA-NA,NA-NA,NA-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Vriesea gracilior,Vriesea gracilior,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,VU,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Vriesea minarum,Vriesea minarum,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,FBnao- OCCScruzam
Vriesea neoglutinosa,Vriesea neoglutinosa,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Vriesea pabstii,Vriesea pabstii,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Vriesea pardalina,Vriesea pardalina,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Vriesea procera,Vriesea procera var. debilis,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Vriesea saundersii,Vriesea saundersii,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Vriesea schwackeana,Vriesea monacorum-Vriesea schwackeana,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA-NA,NA-NA,NA-NA,CR-NA,NA-DD,NA-NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Vriesea taritubensis,Vriesea taritubensis,apta,NA,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Vriesea vulpinoidea,Vriesea vulpinoidea,apta,NA,NA,NA,VU,NA,NA,VU,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Vriesea warmingii,Vriesea warmingii,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Neoregelia bahiana,Neoregelia bahiana,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Vriesea flava,Vriesea flava,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Vriesea sparsiflora,Vriesea sparsiflora,apta,NA,NA,NA,NA,NA,NT,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Alcantarea imperialis,Alcantarea imperialis,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,VU,NA,NA,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,FBnao- OCCScruzam
Rhipsalis crispata,Rhipsalis crispata,apta,NA,NA,EN,NA,NA,DD,VU,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Rhipsalis dissimilis,Rhipsalis dissimilis,apta,NA,NA,EN,NA,NA,DD,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Rhipsalis oblonga,Rhipsalis oblonga,apta,NA,NA,VU,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Rhipsalis paradoxa,Rhipsalis paradoxa,apta,NA,NA,LC,NA,EN,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Rhipsalis pilocarpa,Rhipsalis pilocarpa,apta,NA,NA,VU,NA,NA,NT,NA,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Schlumbergera opuntioides,Schlumbergera opuntioides,apta,NA,NA,VU,NA,VU,VU,VU,entra,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,NA
Schlumbergera truncata,Schlumbergera truncata,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Tacinga braunii,Tacinga braunii,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,VU,NA,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,FBnao- OCCScruzam
Selenicereus undatus,Hylocereus undatus,apta,Nome original era sinônimo,NA,DD,NA,NA,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Kielmeyera decipiens,Kielmeyera decipiens,apta,NA,NA,NA,NA,NA,CR,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Acicarpha tribuloides,Acicarpha tribuloides,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Lobelia xalapensis,Lobelia xalapensis,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,5,NA
Siphocampylus lycioides,Siphocampylus lycioides,apta,NA,NA,NA,NA,NA,NT,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Lobelia hederacea,Lobelia hederacea,apta,NA,NA,NA,EX,NA,NT,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Lobelia nummularioides,Lobelia nummularioides,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Lobelia anceps,Lobelia anceps,apta,NA,NA,NA,NA,NA,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cinnamodendron occhionianum,Cinnamodendron occhionianum,apta,NA,NA,NA,NA,NA,CR,NA,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Salacia mosenii,Salacia mosenii,apta,NA,NA,NA,NA,CR,CR,CR,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Tontelea martiana,Tontelea martiana,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Monteverdia brasiliensis,Maytenus brasiliensis-Monteverdia brasiliensis,apta,Nome original era sinônimo-NA,NA,NA,NA,NA,LC,CR,entra,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,NA
Hirtella angustifolia,Hirtella angustifolia,apta,NA,NA,VU,NA,NA,VU,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Couepia meridionalis,Couepia meridionalis,apta,NA,CR,CR,NA,CR,CR,EX,entra,NA,TRUE,NA,TRUE,NA,TRUE,3,NA
Hirtella glaziovii,Hirtella glaziovii,apta,NA,NA,NA,NA,NA,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Licania indurata,Licania indurata,apta,NA,NA,NA,NA,EN,EN,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Parinari brasiliensis,Parinari brasiliensis,apta,NA,NA,NA,NA,EN,LC,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Moquilea tomentosa,Licania tomentosa,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,NA,NA,NA,NA,DD,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,FBnao- OCCScruzam
Tarenaya diffusa,Hemiscola diffusa-Tarenaya diffusa,apta,Nome original era sinônimo-NA,NA,NA,NA,NA,NA,EX,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,NA
Terminalia januariensis,Terminalia januariensis,apta,NA,NA,VU,NA,NA,LC,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Terminalia triflora,Terminalia reitzii-Terminalia triflora,apta,Nome original era sinônimo-NA,NA-NA,LC-VU,NA-NA,NA-NA,DD-DD,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Terminalia kleinii,Buchenavia iguaratensis-Buchenavia kleinii-Terminalia kleinii,apta,Nome original era sinônimo-NA,NA-NA,LR/nt-NA,NA-NA,NA-NA,NA-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Terminalia parvifolia,Buchenavia parvifolia-Buchenavia parvifolia subsp. rabelloana-Buchenavia rabelloana,apta,Nome original era sinônimo,NA-NA-NA,NA-NA-NA,NA-NA-NA,VU-NA-NA,NA-VU-NA,VU-NA-VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Rourea pseudospadicea,Rourea pseudospadicea,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Cuscuta obtusiflora,Cuscuta obtusiflora,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Evolvulus barbatus,Evolvulus barbatus,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Evolvulus chrysotrichos,Evolvulus chrysotrichos,apta,NA,NA,NA,NA,EN,EN,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Evolvulus riedelii,Evolvulus riedelii,apta,NA,NA,NA,EN,EN,EN,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Ipomoea aprica,Ipomoea aprica,apta,NA,NA,NA,NA,NA,NA,VU,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Ipomoea argentea,Ipomoea argentea,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Ipomoea campestris,Ipomoea campestris,apta,NA,NA,NA,NA,NA,DD,NA,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,NA
Operculina macrocarpa,Operculina macrocarpa,apta,NA,NA,NA,NA,NA,LC,EW,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Ipomoea cynanchifolia,Ipomoea cynanchifolia,apta,NA,NA,LC,NA,NA,DD,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Ipomoea acutisepala,Ipomoea acutisepala,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Jacquemontia glabrescens,Jacquemontia glabrescens,apta,NA,NA,NA,NA,NA,NA,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Cayaponia trilobata,Cayaponia trilobata,apta,NA,NA,NA,NA,NA,LC,VU,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Cayaponia bonariensis,Cayaponia bonariensis,apta,NA,NA,NA,NA,NA,LC,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Weinmannia paulliniifolia,Weinmannia paulliniifolia,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Lamanonia ulei,Lamanonia ulei,apta,NA,NA,EN,NA,NA,EN,NA,entra,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,NA
Cyathea poeppigii,Cyathea poeppigii,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,DD,NA,entra,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,FBnao- OCCScruzam
Asplundia brachypus,Asplundia brachypus-Asplundia polymera-Asplundia polymera subsp. reitzii,apta,Nome original era sinônimo-NA,NA-NA-NA,NA-NA-NA,NA-NA-NA,VU-VU-NA,VU-NA-LC,NA-NA-NA,entra,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5,NA
Rhynchospora tenuis,Rhynchospora enmanuelis-Rhynchospora tenuis,apta,Nome original era sinônimo-NA,NA-NA,NA-NA,NA-NA,NA-NA,EN-LC,NA-NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Rhynchospora pilulifera,Pleurostachys pilulifera,apta,Nome original era sinônimo,NA,NA,NA,CR,NA,NA,entra,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5,NA
Stephanopodium estrellense,Stephanopodium estrellense,apta,NA,NA,EN,NA,NA,EN,NA,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Dicksonia sellowiana,Dicksonia sellowiana,apta,NA,NA,NA,VU,EN,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Atractylocarpus brasiliensis,Atractylocarpus brasiliensis,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Dioscorea sanpaulensis,Dioscorea sanpaulensis,apta,NA,NA,NA,NA,EN,EN,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Dioscorea trilinguis,Dioscorea trilinguis,apta,NA,NA,LC,NA,EN,EN,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,NA
Dioscorea asperula,Dioscorea asperula,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,VU,NA,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,FBnao- OCCScruzam
Elaphoglossum herminieri,Elaphoglossum herminieri,apta,NA,NA,NA,NA,NA,DD,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Elaphoglossum itatiayense,Elaphoglossum itatiayense,apta,NA,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Elaphoglossum paulistanum,Elaphoglossum wettsteinii,apta,Nome original era sinônimo,NA,NA,NA,NA,NT,NA,entra,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA
Elaphoglossum scolopendrifolium,Elaphoglossum amplissimum,apta,Nome original era sinônimo,NA,NA,NA,EN,EN,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Sloanea obtusifolia,Sloanea obtusifolia,apta,NA,NA,NA,EN,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Agarista niederleinii,Agarista niederleinii,apta,NA,NA,NA,NA,NA,LC,EN,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Agarista nummularia,Agarista nummularia,apta,NA,NA,NA,EX,NA,LC,EX,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Agarista pulchra,Agarista pulchra,apta,NA,NA,NA,NA,NA,NT,EN,entra,TRUE,NA,TRUE,NA,TRUE,NA,3,NA
Gaylussacia montana,Gaylussacia montana,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,NA,LC,EX,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Comanthera elegans,Comanthera elegans,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Heisteria perianthomega,Heisteria perianthomega,apta,NA,NA,LC,EX,NA,NA,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Erythroxylum catharinense,Erythroxylum catharinense,apta,NA,NA,NA,NA,EN,EN,EN,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Erythroxylum cuneifolium,Erythroxylum cuneifolium-Erythroxylum cyclophyllum,apta,Nome original era sinônimo-NA,NA,NA,NA,NA,NA,EX,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Erythroxylum myrsinites,Erythroxylum myrsinites,apta,NA,NA,LC,NA,NA,LC,EN,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
Escallonia chlorophylla,Escallonia chlorophylla,apta,NA,NA,NA,CR,NA,LC,CR,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Escallonia petrophila,Escallonia petrophila,examinar,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,NA,NA,NA,EN,NA,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,3,FBnao- OCCScruzam
Acalypha brasiliensis,Acalypha fragilis,apta,Nome original era sinônimo,NA,CR,NA,NA,CR*,NA,entra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,6,NA
Croton hemiargyreus,Croton hemiargyreus,apta,NA,NA,EN,NA,NA,EN,NA,entra,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4,NA
