nome_aceito_correto,notas_all
Croton leptobotryus,Nome original mal escrito-NA
Croton luetzelburgii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Croton macrobothrys,"NA"
Croton oliganthus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Croton piptocalyx,"NA"
Croton priscus,"NA"
Croton pseudopopulus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Croton salutaris,"NA"
Croton serratifolius,"NA"
Croton sphaerogynus,"NA"
Croton tricolor,"NA"
Croton urucurana,Não foi avaliada
Croton vulnerarius,"NA"
Crumenaria choretroides,"NA"
Crumenaria polygaloides,"NA"
Cryptanthus capitatus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cryptanthus coriaceus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cryptanthus correia-araujoi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cryptanthus dorothyae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cryptanthus grazielae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cryptanthus lutherianus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cryptanthus maritimus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cryptanthus minarum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cryptanthus zonatus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original mal escrito/Nome original era sinônimo
Cryptocarya aschersoniana,"NA"
Cryptocarya botelhensis,"NA"
Cryptocarya mandioccana,"NA"
Cryptocarya micrantha,"NA"
Cryptocarya moschata,"NA"
Cryptocarya saligna,"NA"
Cryptochloa capillata,"NA"
Ctenardisia speciosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ctenitis anniesii,"NA"
Ctenitis eriocaulis,"NA"
Ctenitis fenestralis,"NA"
Ctenium brevispicatum,"NA"
Ctenium cirrosum,Nome original mal escrito-NA
Ctenodon brasilianus,Nome original era sinônimo
Ctenodon brevipes,Nome original era sinônimo
Ctenodon lacabuendianus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Ctenodon marginatus,Nome original era sinônimo
Ctenodon racemosus,Nome original era sinônimo
Culcita coniifolia,"NA"
Cunila incana,nome duplicado com critério conflitante na base original/A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-nome duplicado com critério conflitante na base original/A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Não foi avaliada
Cupania bracteosa,"NA"
Cupania castaneaefolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cupania concolor,"NA"
Cupania emarginata,"NA"
Cupania furfuracea,"NA"
Cupania ludowigii,"NA"
Cupania oblongifolia,"NA"
Cupania olivacea,Nome original mal escrito/Taxonomia incerta
Cupania tenuivalvis,"NA"
Cupania vernalis,"NA"
Cupania zanthoxyloides,"NA"
Cuphea adenophylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cuphea arenarioides,"NA"
Cuphea bahiensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cuphea cipoensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cuphea cuiabensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cuphea glaziovii,"NA"
Cuphea glutinosa,Nome original era sinônimo
Cuphea hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Não foi avaliada
Cuphea linarioides,"NA"
Cuphea lindmaniana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cuphea lutescens,"NA"
Cuphea melvilla,"NA"
Cuphea repens,"NA"
Cuphea rubrovirens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original mal escrito
Cuphea teleandra,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cuphea urbaniana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Não foi avaliada
Curculigo scorzonerifolia,"NA"
Curitiba prismatica,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Curtia tenuifolia,"NA"
Cuscuta obtusiflora,"NA"
Cyanaeorchis arundinae,"NA"
Cyanocephalus apertiflorus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cyanocephalus bombycinus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cyanocephalus caprariifolius,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cyanocephalus delicatulus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cyanocephalus digitatus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cyanocephalus lippioides,"NA"
Cyanocephalus tagetifolius,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cyanocephalus tenuifolius,Nome original era sinônimo
Cyanocephalus viaticus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cyathea corcovadensis,"NA"
Cyathea glaziovii,"NA"
Cyathea poeppigii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cyathea pungens,"NA"
Cyathea uleana,Nome original era sinônimo
Cybianthus densicomus,"NA"
Cybianthus detergens,"NA"
Cybianthus goyazensis,"NA"
Cybianthus peruvianus,"NA"
Cyclolobium brasiliense,"NA"
Cyclopogon dutrae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cyclopogon longibracteatus,"NA"
Cyclosorus interruptus,"NA"
Cycnoches pentadactylum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cylindrocolea rhizantha,"NA"
Cymbocarpa refracta,Nome original era sinônimo-NA
Cynophalla flexuosa,"NA"
Cyperus appendiculatus var. atlanticus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Cyperus articulatus,"NA"
Cyperus brasiliensis,"NA"
Cyperus brevifolius,Nome original era sinônimo
Cyperus compressus,"NA"
Cyperus digitatus,"NA"
Cyperus distans,"NA"
Cyperus drummondii,"NA"
Cyperus eragrostis,"NA"
Cyperus flavescens,Nome original era sinônimo-NA
Cyperus friburgensis,Não foi avaliada
Cyperus giganteus,"NA"
Cyperus haspan,"NA"
Cyperus hortensis,"NA"
Cyperus imbricatus,"NA"
Cyperus iria,"NA"
Cyperus lanceolatus,"NA"
Cyperus mundtii,Nome original mal escrito
Cyperus polystachyos,"NA"
Cyperus rotundus,"NA"
Cyperus sesquiflorus,"NA"
Cyperus unioloides,"NA"
Cyrtopodium blanchetii,"NA"
Cyrtopodium brandonianum,"NA"
Cyrtopodium caiapoense,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cyrtopodium dusenii,"NA"
Cyrtopodium flavum,"NA"
Cyrtopodium fowliei,"NA"
Cyrtopodium gigas,"NA"
Cyrtopodium hatschbachii,"NA"
Cyrtopodium lamellaticallosum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cyrtopodium latifolium,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cyrtopodium linearifolium,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cyrtopodium lissochiloides,"NA"
Cyrtopodium pallidum,"NA"
Cyrtopodium palmifrons,"NA"
Cyrtopodium paludicolum,"NA"
Cyrtopodium parviflorum,"NA"
Cyrtopodium poecilum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Cyrtopodium triste,"NA"
Dacryodes edilsonii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dahlstedtia castaneifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dahlstedtia dehiscens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dahlstedtia floribunda,"NA"
Dahlstedtia muehlbergiana,Nome original era sinônimo-NA
Dahlstedtia pentaphylla,"NA"
Dalbergia ecastaphyllum,"NA"
Dalbergia elegans,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dalbergia ernest-ulei,"NA"
Dalbergia hortensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dalbergia nigra,"NA"
Dalechampia glechomifolia,"NA"
Dalechampia leandrii,"NA"
Dalechampia purpurata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dalechampia riparia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dalechampia weddelliana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Danthonia cirrata,"NA"
Daphnopsis brasiliensis,"NA"
Daphnopsis coriacea,"NA"
Daphnopsis fasciculata,"NA"
Daphnopsis martii,"NA"
Daphnopsis racemosa,"NA"
Daphnopsis schwackeana,"NA"
Daphnopsis utilis,"NA"
Dasyanthina serrata,"NA"
Dasycondylus dusenii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Não foi avaliada
Dasycondylus resinosus,"NA"
Dasyphyllum lanceolatum,Nome original era sinônimo-NA
Dasyphyllum spinescens,"NA"
Davilla glaziovii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Davilla macrocarpa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Davilla nitida,"NA"
Declieuxia cordigera,"NA"
Declieuxia cordigera var. divergentiflora,"NA"
Declieuxia fruticosa,"NA"
Declieuxia oenanthoides,"NA"
Delonix regia,"NA"
Dendropanax australis,"NA"
Dendropanax cuneatus,"NA"
Dendropanax denticulatus,"NA"
Dendropanax monogynus,"NA"
Dendropanax nebulosus,"NA"
Dendrophorbium catharinense,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dendrophorbium glaziovii,"NA"
Dendrophorbium paranense,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dendrophorbium pluricephalum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dendrophthora warmingii,Nome original era sinônimo
Deschampsia cespitosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original mal escrito
Desmodium adscendens,"NA"
Desmodium barbatum,"NA"
Desmodium cajanifolium,"NA"
Desmodium craspediferum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Desmodium procumbens,"NA"
Desmodium subsecundum,"NA"
Desmoscelis villosa,"NA"
Deuterocohnia meziana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Diandrolyra tatianae,"NA"
Dichaea anchorifera,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dichaea mosenii,"NA"
Dichanthelium aequivaginatum,"NA"
Dichanthelium surrectum,"NA"
Dichorisandra acaulis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dichorisandra glaziovii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dichorisandra leucophthalmos,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dichorisandra neglecta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dicksonia sellowiana,"NA"
Diclinanona matogrossensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dicliptera squarrosa,"NA"
Dictyoloma vandellianum,"NA"
Dictyostega orobanchoides,"NA"
Dicymbe heteroxylon,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dicypellium caryophyllaceum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Didymoglossum kapplerianum,"NA"
Didymoglossum ovale,"NA"
Didymopanax acuminatus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Didymopanax angustissimus,Nome original era sinônimo
Didymopanax auratus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Didymopanax calvus,Nome original era sinônimo
Didymopanax gardneri,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Didymopanax glaziovii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Didymopanax macrocarpus,Nome original era sinônimo
Didymopanax morototoni,Nome original era sinônimo
Didymopanax vinosus,Nome original era sinônimo
Dieffenbachia aglaonematifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Digitaria corynotricha,"NA"
Digitaria horizontalis,"NA"
Digitaria insularis,Nome original era sinônimo-NA
Digitaria neesiana,"NA"
Digitaria nuda,"NA"
Dilodendron bipinnatum,"NA"
Dimerostemma annuum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dimerostemma arnottii,"NA"
Dimerostemma bahiense,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dimerostemma bishopii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dimerostemma episcopale,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dimerostemma grazielae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dimerostemma lippioides,Nome original era sinônimo
Dimerostemma myrtifolium,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dimorphandra exaltata,"NA"
Dimorphandra mediocris,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dimorphandra mollis,"NA"
Dimorphandra wilsonii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dioclea burkartii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dioscorea aesculifolia,"NA"
Dioscorea asperula,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dioscorea campestris,"NA"
Dioscorea grandiflora,"NA"
Dioscorea kunthiana,"NA"
Dioscorea loefgrenii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dioscorea mantiqueirensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dioscorea mollis,"NA"
Dioscorea perdicum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Dioscorea pseudomacrocapsa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dioscorea rumicoides,"NA"
Dioscorea sanpaulensis,"NA"
Dioscorea stegelmanniana,"NA"
Dioscorea trilinguis,"NA"
Diospyros apeibacarpos,"NA"
Diospyros brasiliensis,"NA"
Diospyros inconstans,"NA"
Diospyros lasiocalyx,Nome original era sinônimo-NA
Diphasium jussiaei,Nome original era sinônimo-NA
Diploon cuspidatum,"NA"
Diplopterys sepium,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Diplusodon aggregatifolius,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Diplusodon argyrophyllus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Diplusodon ericoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Diplusodon glaziovii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Diplusodon glocimarii,"NA"
Diplusodon gracilis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Diplusodon hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Diplusodon kielmeyeroides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Diplusodon minasensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Diplusodon orbicularis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Diplusodon ovatus,"NA"
Diplusodon panniculatus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Diplusodon retroimbricatus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Diplusodon vidalii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Diplusodon villosissimus,"NA"
Dipteryx alata,"NA"
Discaria americana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Disciphania hernandia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Discocactus bahiensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Discocactus catingicola,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Discocactus ferricola,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Discocactus heptacanthus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Discocactus horstii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Discocactus pseudoinsignis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Discocactus zehntneri,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Discolobium psoraleifolium,Nome original mal escrito/Taxonomia incerta
Disteganthus basilateralis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Distimake repens,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Disynaphia ericoides,"NA"
Disynaphia praeficta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Disynaphia variolata,"NA"
Ditassa arianeae,"Taxonomia incerta/Nome ainda é sinônimo, checar"
Ditassa auriflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ditassa bicolor,Nome original era sinônimo
Ditassa cipoensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ditassa cordeiroana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ditassa itambensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ditassa laevis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ditassa lagoensis,"Taxonomia incerta/Nome ainda é sinônimo, checar"
Ditassa leonii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ditassa longisepala,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ditassa maricaensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ditassa oberdanii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dodonaea viscosa,"NA"
Doliocarpus glomeratus,"NA"
Doliocarpus lancifolius,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dorstenia alberti,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dorstenia arifolia,"NA"
Dorstenia brasiliensis,"NA"
Dorstenia cayapia,"NA"
Dorstenia conceptionis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dorstenia fischeri,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dorstenia hildegardis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dorstenia sucrei,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Doryopteris rediviva,"NA"
Doryopteris trilobata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Drepanolejeunea aculeata,"NA"
Drimys brasiliensis,"NA"
Drosera graomogolensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dryadella auriculigera,"NA"
Dryadella gomes-ferreirae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dryadella kautskyi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dryadella lilliputiana,"NA"
Dryadella susanae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Duckeanthus grandiflorus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Duguetia dicholepidota,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Duguetia furfuracea,Nome original era sinônimo-NA
Duguetia lanceolata,"NA"
Duguetia magnolioidea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Duguetia restingae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Duguetia reticulata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Duguetia salicifolia,"NA"
Duguetia scottmorii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Duguetia sooretamae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Duranta erecta,"NA"
Duranta vestita,"NA"
Dyckia agudensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia alba,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia brevifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia choristaminea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia delicata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia distachya,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia dusenii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Dyckia encholirioides,"NA"
Dyckia fosteriana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia hebdingii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Dyckia ibiramensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia irmgardiae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia maritima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia minarum,"NA"
Dyckia monticola,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia rariflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia reitzii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia remotiflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia retroflexa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia rigida,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia tomentosa,Nome original variante ortográfico/sínônimo
Dyckia tuberosa,Nome original era sinônimo-NA
Dyckia ursina,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyckia x elisabethae,Atualmente é considerado um híbrido segundo a Flora do Brasil
Dyckia x julianae,Atualmente é considerado um híbrido segundo a Flora do Brasil
Dyschoriste lavandulacea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyschoriste smithii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Dyssochroma longipes,"NA"
Dyssochroma viridiflorum,Nome original era sinônimo
Ecclinusa bullata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ecclinusa lancifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Ecclinusa ramiflora,"NA"
Echinochloa colona,"NA"
Echinochloa crus-pavonis,"NA"
Echinochloa polystachya,"NA"
Echinochloa walteri,"NA"
Echinocoryne echinocephala,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Echinodorus paniculatus,"NA"
Echinopsis calochlora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Echinopsis oxygona,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eclipta prostrata,"NA"
Edmundoa lindenii,"NA"
Eduandrea selloana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Egletes viscosa,"NA"
Elachyptera coriacea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Elachyptera festiva,"NA"
Elachyptera micrantha,"NA"
Elaphoglossum acrocarpum,"NA"
Elaphoglossum beckeri,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Elaphoglossum edwallii,"NA"
Elaphoglossum gayanum,"NA"
Elaphoglossum herminieri,"NA"
Elaphoglossum hybridum,"NA"
Elaphoglossum iguapense,"NA"
Elaphoglossum itatiayense,"NA"
Elaphoglossum langsdorffii,"NA"
Elaphoglossum macahense,"NA"
Elaphoglossum nigrescens,"NA"
Elaphoglossum pachydermum,Nome original era sinônimo
Elaphoglossum paulistanum,Nome original era sinônimo
Elaphoglossum prestonii,Nome original era sinônimo
Elaphoglossum scolopendrifolium,Nome original era sinônimo
Elaphoglossum strictum,"NA"
Elaphoglossum tectum,"NA"
Eleocharis acutangula,"NA"
Eleocharis bonariensis,"NA"
Eleocharis confervoides,"NA"
Eleocharis flavescens,"NA"
Eleocharis geniculata,"NA"
Eleocharis loefgreniana,"NA"
Eleocharis mutata,"NA"
Eleocharis plicarhachis,"NA"
Eleocharis radicans,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eleocharis sellowiana,"NA"
Eleocharis stenocarpa,"NA"
Eleocharis urceolata,"NA"
Elephantopus riparius,"NA"
Eleusine tristachya,"NA"
Elleanthus linifolius,"NA"
Eltroplectris calcarata,"NA"
Eltroplectris kuhlmanniana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eltroplectris schlechteriana,Não foi avaliada
Elvasia capixaba,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Elvasia kollmannii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Encholirium biflorum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Encholirium disjunctum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Encholirium gracile,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Encholirium heloisae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Encholirium horridum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Encholirium irwinii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Encholirium longiflorum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Encholirium luxor,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Encholirium pedicellatum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Encholirium scrutor,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Encholirium vogelii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Encyclia argentinensis,"NA"
Encyclia bragancae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Encyclia fowliei,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Endlicheria paniculata,"NA"
Enterolobium contortisiliquum,"NA"
Enterolobium gummiferum,"NA"
Enydra anagallis,"NA"
Epidendrum addae,"NA"
Epidendrum caldense,"NA"
Epidendrum carpophorum,"NA"
Epidendrum cauliflorum,Nome original era sinônimo-NA
Epidendrum chlorinum,"NA"
Epidendrum coronatum,"NA"
Epidendrum cristatum,"NA"
Epidendrum dendrobioides,"NA"
Epidendrum filicaule,"NA"
Epidendrum geniculatum,Nome original era sinônimo-NA
Epidendrum henschenii,"NA"
Epidendrum kautskyi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Epidendrum martianum,"NA"
Epidendrum parahybunense,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Epidendrum paranaense,"NA"
Epidendrum proligerum,"NA"
Epidendrum ramosum,"NA"
Epidendrum robustum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Epidendrum saxatile,"NA"
Epidendrum secundum,Nome original era sinônimo-NA
Epidendrum tridactylum,"NA"
Epidendrum vesicatum,"NA"
Epidendrum zappii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Epiphyllum phyllanthus,"NA"
Equisetum giganteum,"NA"
Eragrostis hypnoides,"NA"
Eragrostis neesii,"NA"
Eremanthus argenteus,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eremanthus brasiliensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Eremanthus elaeagnus,Nome original era sinônimo-NA
Eremanthus erythropappus,"NA"
Eremanthus mattogrossensis,"NA"
