nome_aceito_correto,notas_all
Mimosa glycyrrhizoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa gracilis,"NA"
Mimosa hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa heringeri,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa humifusa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa involucrata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa lanata,"NA"
Mimosa laticifera,"NA"
Mimosa leprosa,"NA"
Mimosa leptantha,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa lithoreas,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa macedoana,"NA"
Mimosa mensicola,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa montis-carasae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa myuros,"NA"
Mimosa niomarlei,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa orthacantha,"NA"
Mimosa pabstiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa paucifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa psittacina,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa pudica,"NA"
Mimosa sanguinolenta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa selloi,"NA"
Mimosa skinneri,"NA"
Mimosa strobiliflora,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa suburbana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa thomista,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa uniceps,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa urticaria,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mimosa xanthocentra,"NA"
Minaria acerosa,"NA"
Minaria bifurcata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Minaria cordata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Minaria diamantinensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Minaria grazielae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Minaria harleyi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Minaria hemipogonoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Minaria lourteigiae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Minaria magisteriana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Minaria monocoronata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Minaria polygaloides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Minaria refractifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Minaria semirii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Minaria volubilis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Minasia alpestris,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Minasia pereirae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Minasia scapigera,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mitracarpus anthospermoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mitracarpus eritrichoides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mitracarpus rigidifolius,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mnesithea aurita,Nome original era sinônimo
Moldenhawera intermedia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Moldenhawera papillanthera,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mollia macrophylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mollinedia argyrogyna,"NA"
Mollinedia boracensis,"NA"
Mollinedia clavigera,Nome original era sinônimo-NA
Mollinedia elegans,"NA"
Mollinedia engleriana,"NA"
Mollinedia eugeniifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mollinedia gilgiana,"NA"
Mollinedia longicuspidata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mollinedia luizae,"NA"
Mollinedia oligantha,"NA"
Mollinedia ovata,"NA"
Mollinedia pachysandra,"NA"
Mollinedia salicifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mollinedia schottiana,Nome original era sinônimo-NA
Mollinedia triflora,"NA"
Mollinedia uleana,"NA"
Mollinedia widgrenii,"NA"
Monogereion carajensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Monsanima morrenioides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Monteiroa bullata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Monteiroa smithii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Monteverdia acanthophylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Monteverdia aquifolia,Nome original era sinônimo
Monteverdia ardisiifolia,"NA"
Monteverdia basidentata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Monteverdia brasiliensis,Nome original era sinônimo-NA
Monteverdia cestrifolia,"NA"
Monteverdia comocladiiformis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Monteverdia floribunda,Nome original era sinônimo
Monteverdia glaucescens,Nome original era sinônimo-NA
Monteverdia gonoclada,Nome original era sinônimo-NA
Monteverdia littoralis,"NA"
Monteverdia quadrangulata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Monteverdia radlkoferiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Monteverdia rupestris,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Moquilea anneae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Moquilea tomentosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Moquiniastrum argyreum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil-A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Moquiniastrum cinereum,Nome original era sinônimo-NA
Moquiniastrum cordatum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Moquiniastrum hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Moquiniastrum mollissimum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Moquiniastrum polymorphum,"NA"
Moquiniastrum ramboi,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Moquiniastrum sordidum,Nome original era sinônimo-NA
Moranopteris perpusilla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Morilloa furlanii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Morilloa piranii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Moronobea coccinea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mostuea muricata,"NA"
Mourera weddelliana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mouriri arborea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Mouriri chamissoana,"NA"
Mouriri micradenia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mouriri myrtilloides,"NA"
Mouriri torquata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Muellera filipes,"NA"
Muellera torrensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Mycopteris semihirsuta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Mycopteris taxifolia,Nome original era sinônimo
Myoxanthus ruschii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myoxanthus seidelii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrceugenia acutata,"NA"
Myrceugenia acutiflora,"NA"
Myrceugenia alpigena,"NA"
Myrceugenia bracteosa,"NA"
Myrceugenia brevipedicellata,"NA"
Myrceugenia campestris,"NA"
Myrceugenia cucullata,"NA"
Myrceugenia euosma,"NA"
Myrceugenia foveolata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrceugenia franciscensis,"NA"
Myrceugenia gertii,"NA"
Myrceugenia glaucescens,"NA"
Myrceugenia hamoniana,Nome original era sinônimo-NA
Myrceugenia hatschbachii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrceugenia hoehnei,"NA"
Myrceugenia kleinii,"NA"
Myrceugenia miersiana,"NA"
Myrceugenia myrcioides,"NA"
Myrceugenia ovalifolia,"NA"
Myrceugenia ovata,"NA"
Myrceugenia oxysepala,"NA"
Myrceugenia pilotantha,"NA"
Myrceugenia reitzii,"NA"
Myrceugenia rufescens,"NA"
Myrceugenia scutellata,"NA"
Myrceugenia venosa,"NA"
Myrcia aethusa,Nome original era sinônimo-NA
Myrcia almasensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrcia amazonica,"NA"
Myrcia anacardiifolia,"NA"
Myrcia anomala,"NA"
Myrcia bella,"NA"
Myrcia bicarinata,"NA"
Myrcia bicolor,"NA"
Myrcia cionei,"NA"
Myrcia coelosepala,"NA"
Myrcia congestiflora,"NA"
Myrcia cordiifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrcia costeira,"NA"
Myrcia curta,Nome original era sinônimo
Myrcia diaphana,"NA"
Myrcia dichrophylla,"NA"
Myrcia dryadica,Nome original era sinônimo-NA
Myrcia eriocalyx,"NA"
Myrcia eriopus,"NA"
Myrcia eugenioides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Myrcia eugeniopsoides,"NA"
Myrcia eumecephylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Myrcia excoriata,"NA"
Myrcia ferruginosa,"NA"
Myrcia flagellaris,"NA"
Myrcia fusiformis,Nome original era sinônimo
Myrcia gilsoniana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrcia glabra,"NA"
Myrcia glomerata,Nome original era sinônimo
Myrcia grammica,Nome original era sinônimo-NA
Myrcia guarujana,"NA"
Myrcia guianensis,Nome original era sinônimo-NA
Myrcia hebepetala,"NA"
Myrcia heringii,"NA"
Myrcia hexasticha,"NA"
Myrcia insigniflora,"NA"
Myrcia insularis,"NA"
Myrcia isaiana,"NA"
Myrcia laxiflora,"NA"
Myrcia legrandii,Nome original era sinônimo
Myrcia lenheirensis,"NA"
Myrcia lonchophylla,Nome original era sinônimo-NA
Myrcia loranthifolia,Nome original era sinônimo
Myrcia macrocarpa,"NA"
Myrcia magnifolia,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrcia maritima,Nome original era sinônimo
Myrcia martiusiana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Myrcia montana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrcia multiflora,"NA"
Myrcia multipunctata,Nome original era sinônimo-NA
Myrcia neocambessedeana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrcia neoclusiifolia,"NA"
Myrcia neoestrellensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrcia neolucida,Nome original era sinônimo
Myrcia neoobscura,"NA"
Myrcia neoregeliana,Nome original era sinônimo-NA
Myrcia neoriedeliana,"NA"
Myrcia neorostrata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrcia neorubella,Nome original era sinônimo
Myrcia neosericea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Myrcia neosuaveolens,Nome original era sinônimo-NA
Myrcia oblongata,"NA"
Myrcia obovata,"NA"
Myrcia ovata,"NA"
Myrcia palustris,"NA"
Myrcia pileata,Nome original era sinônimo
Myrcia plusiantha,Nome original era sinônimo-NA
Myrcia pubiflora,"NA"
Myrcia pubipetala,Nome original era sinônimo-NA
Myrcia racemosa,"NA"
Myrcia reitzii,Nome original era sinônimo
Myrcia restingae,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Myrcia retorta,"NA"
Myrcia retusa,"NA"
Myrcia riodocensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrcia rufipes,"NA"
Myrcia rupicola,"NA"
Myrcia selloi,Nome original era sinônimo
Myrcia skortzoviana,Nome original era sinônimo-NA
Myrcia solitaria,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Myrcia splendens,"NA"
Myrcia stictophylla,"NA"
Myrcia strigipes,"NA"
Myrcia strigosa,Nome original era sinônimo
Myrcia styphelantha,Nome original era sinônimo
Myrcia subacuminata,Nome original era sinônimo
Myrcia subalpestris,"NA"
Myrcia subcordata,Nome original era sinônimo-NA
Myrcia tenuivenosa,Não foi avaliada-Nome original era sinônimo
Myrcia thomasii,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrcia tijucensis,"NA"
Myrcia tomentosa,"NA"
Myrcia ubatubana,"NA"
Myrcia uberavensis,"NA"
Myrcia variabilis,"NA"
Myrcia vellozoi,"NA"
Myrcia venulosa,"NA"
Myrcia vestita,"NA"
Myrcia vittoriana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrcianthes pungens,"NA"
Myrciaria cuspidata,"NA"
Myrciaria delicatula,"NA"
Myrciaria floribunda,"NA"
Myrciaria plinioides,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrciaria tenella,"NA"
Myriocoleopsis fluviatilis,"NA"
Myrocarpus frondosus,"NA"
Myrocarpus leprosus,"NA"
Myroxylon peruiferum,"NA"
Myrrhinium atropurpureum,"NA"
Myrsine congesta,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrsine glazioviana,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Myrsine hermogenesii,"NA"
Myrsine leuconeura,"NA"
Myrsine lineata,"NA"
Myrsine parvifolia,"NA"
Myrsine parvula,"NA"
Myrsine rubra,"NA"
Myrsine umbellata,"NA"
Myrsine venosa,"NA"
Myrsine villosissima,"NA"
Mysanthus uleanus,"NA"
Najas conferta,"NA"
Najas guadalupensis,"NA"
Najas marina,"NA"
Nanogalactia heterophylla,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo
Napeanthus primulifolius,"NA"
Nassella neesiana,"NA"
Nassella sellowiana,"NA"
Naucleopsis jamariensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Neblinaea promontoriorum,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Nectandra angustifolia,"NA"
Nectandra barbellata,"NA"
Nectandra cissiflora,"NA"
Nectandra cuspidata,"NA"
Nectandra debilis,"NA"
Nectandra embirensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Nectandra grandiflora,"NA"
Nectandra grisea,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Nectandra hihua,"NA"
Nectandra impressa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Nectandra japurensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Nectandra lanceolata,"NA"
Nectandra leucantha,"NA"
Nectandra matogrossensis,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Nectandra megapotamica,"NA"
Nectandra membranacea,"NA"
Nectandra nitidula,"NA"
Nectandra oppositifolia,"NA"
Nectandra paranaensis,"NA"
Nectandra psammophila,"NA"
Nectandra puberula,"NA"
Nectandra reticulata,"NA"
Nectandra spicata,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
Nectandra venulosa,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil
