"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","class","typeStatus","infraspecificEpithet","fieldNumber","sex"
"48","2019-12-23 08:17:47-03","ICAUFMG","MCCA","2377","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley",NA,NA,NA,NA,"MUNHOZ, E.J.M.; TERRA, L.C.M.; SOUZA, C.L.L.; SILVA, H.I.R.","2016","12","08","Brasil","Minas Gerais","Montes Claros","Fazenda Pequi Porteirinha","-43.8616981506348","-16.7350006103516",NA,NA,"72568",NA,NA,NA,NA,"auto",NA,NA,NA,"MCCA02461",NA,NA,NA,NA,NA,NA
"49","2021-03-04 11:04:46-03","UFRB","HURB","7135","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus densilanatus","(Wederm.) Byles",NA,NA,NA,NA,"Teixeira, V.D.","2013","08","01","Brasil","Minas Gerais","Itamarandiba","Fazenda do Senhor Tilal;","-42.911389","-18.026667","42º54'41W","18º01'36S",NA,NA,NA,NA,NA,NA,"5",NA,NA,"HURB000007135","HURB000007135",NA,NA,"densilanatus",NA,NA
"50","2021-03-04 11:04:46-03","UFRB","HURB","13690","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus supthutianus","(Werderm.) Byles & GDRowley",NA,NA,NA,NA,"Mendes, D. B.; Machado, M.","2015","11","14","Brasil","Minas Gerais","Grão Mogol","Ca. 34km ao longo da rodovia BR-251 em direção Mun. Salinas contados a partir do entroncamento da MG-120 com a BR-251, daí dobrar a estquerda (norte) em estrada de terra ao longo de plantação de eucaliptos, após 3,4km dobrar a esquerda; Seguir por meio da","-42.831361","-16.226889","42º49'52,9W","16º13'36,8S",NA,"945","945",NA,"No mesmo local também havia: Arrojadoa eriocaulis aff.Discocactus sp..",NA,"82",NA,NA,"HURB000013690","HURB000013690 HURB000013690_1",NA,NA,"supthutianus",NA,NA
"51","2020-06-15 15:29:45-03","UNESP-RC","HRCB","11271","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","coerulescens","Pilosocereus coerulescens","(Lem.) F.Ritter","Zappi, D.C.","1989","11","18","Zappi, D.C.","1989","11","18","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,"1,2 m alt, ramificada na base. Epiderme azulada, clad 4,3-5,3 cm diam. 11-12 cost. Tric alvos","auto","189",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-06-15 15:29:45-03","UNESP-RC","HRCB","11270","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","coerulescens","Pilosocereus coerulescens","(Lem.) F.Ritter","Zappi, D.C.","1989","11","20","Zappi, D.C.","1989","11","20","Brasil","Minas Gerais",NA,"Rio Santo Antônio",NA,NA,NA,NA,NA,NA,NA,NA,"ramificadas aing. 2 m alt., clad 2,6-3,8 cm diam. 14 cont 0,3 x 0,7 cm. Fl. 4,8-4 x 1,2 diam",NA,"194",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-06-15 15:29:45-03","UNESP-RC","HRCB","14232","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","coerulescens","Pilosocereus coerulescens subsp. aurilanatus","Ritter","Zappi, D.C.","1990","06","17","Zappi, D.C.","1990","06","17","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,"37503",NA,NA,NA,"plantas ramificadas só na base, até 1,5 m alt., epiderme azul-clara. Cladódios 5-6 cm diam, 17 costelas, espinhos dourados. Região florífera dotada de abundantes tricomas e cerdas douradas: flores fec","auto","s.n.",NA,NA,NA,NA,NA,NA,"subsp. aurilanatus",NA,NA
"54","2020-06-15 15:29:45-03","UNESP-RC","HRCB","13007","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","supthutianus","Pilosocereus supthutianus","P.J.Braun",NA,NA,NA,NA,"Eggli, U.","1988","08","08","Brasil","Minas Gerais","Bocaiuva",NA,"-43.814998626709","-17.1077995300293",NA,NA,"90741","650","650",NA,"Few plants, solitary or sparingly branched from near base, to 3 m high, epidermis strongly bluish-grey glaucous, freshly gone flowers with greenish pericarpel, pale brownish-red tube and outer tepals","auto","1126",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-06-15 15:29:45-03","UNESP-RC","HRCB","13009","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","werdermannianus","Pilosocereus werdermannianus var.diamantinensis",NA,NA,NA,NA,NA,"Eggli, U.","1988","08","03","Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"39586","900","900",NA,"Locus classicus according to Ritter, F. Very frequent, mostly offsetting from the base, to 120 cm high, whitish woolly but pungent. Flowers nocturnal, opening at dusk, near stem tips, at right angle,","auto","1060",NA,NA,NA,NA,NA,NA,"var.diamantinensis",NA,NA
"56","2020-06-15 15:29:45-03","UNESP-RC","HRCB","13010","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","werdermannianus","Pilosocereus werdermannianus var.diamantinensis",NA,NA,NA,NA,NA,"Eggli, U.","1988","08","04","Brasil","Minas Gerais","Itamarandiba",NA,"-42.8588981628418","-17.8572006225586",NA,NA,"39586","1000","1000",NA,"Frequent, offsetting from the base, woolly-lanate (more so than plants from above Penha de França), spines yellowish. Scales of floral tube with reddish tips","auto","1077",NA,NA,NA,NA,NA,NA,"var.diamantinensis",NA,NA
"57","2019-06-10 10:10:28-03","FZB-BH","BHZB","8777","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus",NA,NA,NA,NA,NA,"Andrade, I.R. et al.","2012","05","15","Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais, Varzea do Rio de Pedras","-43.723333","-19.018611","43W 43' 24","19S 01' 07",NA,"1180","1180",NA,"Ponto 101 634371 7896632 1180m",NA,"490",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-06-10 10:10:28-03","FZB-BH","BHZB","650","S","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus",NA,"Taylor, N.","2001","08",NA,"Ordones, J. et al.","2001","08","04","Brasil","MG","Cocais","Próximo à Pedra Pintada","-43.4925","-20.090278","43W 29' 33","20S 05' 25",NA,"920","920",NA,"Coord: 20 05 25 S - 43 29 33 W. Altitude: 920m. Flores e frutos em solução. Pêlos brancos abundantes.",NA,"851",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","2197880","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Pilosocereus","coerulescens","Pilosocereus coerulescens","(Lem.) Ritter","Zappi, D. C.",NA,NA,NA,"L. B. Smith","1952","4","29","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"1200","1200","1",NA,NA,"6886","South America - Neotropics",NA,"US00171398","US00171398_01","Dicotyledonae",NA,NA,NA,NA
"60","2020-09-12 05:00:02-03","US","US","2197881","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Pilosocereus","coerulescens","Pilosocereus coerulescens","(Lem.) Ritter","Zappi, D. C.",NA,NA,NA,"L. B. Smith","1952","4","29","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"1200","1200","1",NA,NA,"6886","South America - Neotropics",NA,"US00171397","US00171397_01","Dicotyledonae",NA,NA,NA,NA
"61","2019-11-13 11:17:22-03","USP","SPF","147545","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Lombardi, JA","2001","04",NA,"Lombardi, JA","2000","04","08","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.341111","-18.115","-43.341111","-18.115",NA,NA,NA,NA,NA,NA,"3875",NA,NA,"SPF00147545",NA,NA,NA,NA,NA,NA
"62","2019-11-13 11:17:22-03","USP","SPF","174195","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Anônimo",NA,NA,NA,"Godofredo, VR","2005","08","13","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"SPF00174195",NA,NA,NA,NA,NA,NA
"63","2019-11-13 11:17:22-03","USP","SPF","174196","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Anônimo",NA,NA,NA,"Godofredo, VR","2005","08","13","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,"SPF00174196",NA,NA,NA,NA,NA,NA
"64","2019-11-13 11:17:22-03","USP","SPF","185223","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Zappi, DC","2009",NA,NA,"Forzza, RC","2007","11","16","Brasil","Minas Gerais","Serro",NA,"-43.514167","-18.406389","-43.514167","-18.406389",NA,"816","816",NA,NA,NA,"4860",NA,NA,"SPF00185223",NA,NA,NA,NA,NA,NA
"65","2021-03-15 18:26:23-03","USP","SPF","209892","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Zappi, DC; Taylor, NP","2009","07",NA,"Zappi, DC","2009","07","21","Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Subida após a Faz. Inhame, cerrado rupestre","-43.789205","-18.908396","-43.789205","-18.908396",NA,NA,NA,NA,"Cacto ramificado na base, epiderme azulada, espinhos amarelo-dourados, tricomas alvos, flores externamente vermelho-escuras, segmentos externos do perianto rosados, internos alvos.; Afloramento arenítico de rochas escuras, com Cipoce",NA,"2209",NA,NA,"SPF00209892",NA,NA,NA,NA,NA,NA
"66","2019-11-13 11:17:22-03","USP","SPF","48443","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Taylor, NP","1993","01",NA,"Zappi, DC","1987","09","08","Brasil","Minas Gerais",NA,"Parque Nacional da Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CFSC10848",NA,NA,"SPF00048443",NA,NA,NA,NA,NA,NA
"67","2019-11-13 11:17:22-03","USP","SPF","65745","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Taylor, NP","1993","02",NA,"Zappi, DC","1987","07","12","Brasil","Minas Gerais",NA,"Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CFSC10414",NA,NA,"SPF00065745",NA,NA,NA,NA,NA,NA
"68","2019-11-13 11:17:22-03","USP","SPF","66845","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Taylor, NP","1993","11","30","Zappi, DC","1989","11","20","Brasil","Minas Gerais",NA,"Estrada Morro do pilar - Conceição do Mato Dentro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"194",NA,NA,"SPF00066845",NA,NA,NA,NA,NA,NA
"69","2019-11-13 11:17:22-03","USP","SPF","80908","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Taylor, NP","1993","02",NA,"Harley, RM","1988","10","31","Brasil","Minas Gerais","Diamantina",NA,"-43.466667","-18.1","-43.466667","-18.1",NA,"650","650",NA,NA,NA,"25486",NA,NA,"SPF00080908",NA,NA,NA,NA,NA,NA
"70","2019-11-13 11:17:22-03","USP","SPF","80907","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Taylor, NP","1993","02",NA,"Harley, RM","1988","10","27","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.566667","-19.233333","-43.566667","-19.233333",NA,"1250","1250",NA,NA,NA,"25410",NA,NA,"SPF00080907",NA,NA,NA,NA,NA,NA
"71","2019-11-13 11:17:22-03","USP","SPF","80910","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Taylor, NP","1993","02",NA,"Harley, RM","1988","10","30","Brasil","Minas Gerais","Diamantina",NA,"-43.733333","-18.25","-43.733333","-18.25",NA,"1300","1300",NA,NA,NA,"25453",NA,NA,"SPF00080910",NA,NA,NA,NA,NA,NA
"72","2019-11-13 11:17:22-03","USP","SPF","80911","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus aurilanatus","(F.Ritter) Zappi","Zappi, DC",NA,NA,NA,"Harley, RM","1988","10","12","Brasil","Minas Gerais","Buenópolis","Serra do Cabral","-44.25","-17.883333","-44.25","-17.883333",NA,"950","950",NA,NA,NA,"24909",NA,NA,"SPF00080911",NA,NA,NA,"aurilanatus",NA,NA
"73","2019-11-13 11:17:22-03","USP","SPF","61698","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Taylor, NP","1993","02",NA,"Zappi, DC","1987","07","21","Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,NA,"60318",NA,NA,NA,NA,"auto","CFSC10260",NA,NA,"SPF00061698",NA,NA,NA,NA,NA,NA
"74","2019-11-13 11:17:22-03","USP","SPF","46914","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Taylor, NP","1993","02",NA,"Zappi, DC","1987","02","25","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,NA,"auto","CFCR10395",NA,NA,"SPF00046914",NA,NA,NA,NA,NA,NA
"75","2019-11-13 11:17:22-03","USP","SPF","94129","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Zappi, DC","2000",NA,NA,"Sakuragui, CM","1994","02","09","Brasil","Minas Gerais","Gouveia",NA,"-43.7407989501953","-18.4543991088867",NA,NA,"37970","1300","1300",NA,NA,"auto","CFCR14029",NA,NA,"SPF00094129",NA,NA,NA,NA,NA,NA
"76","2019-11-13 11:17:22-03","USP","SPF","147544","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Stehmann, JR",NA,NA,NA,"Stehmann, JR","1998","08","10","Brasil","Minas Gerais","Gouveia",NA,"-43.7407989501953","-18.4543991088867",NA,NA,"37970",NA,NA,NA,NA,"auto","2382",NA,NA,"SPF00147544",NA,NA,NA,NA,NA,NA
"77","2019-11-13 11:17:22-03","USP","SPF","164581","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Zappi, DC","2004","09",NA,"Abreu, DDS","2004","08","21","Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"67219",NA,NA,NA,NA,"auto","1",NA,NA,"SPF00164581",NA,NA,NA,NA,NA,NA
"78","2019-11-13 11:17:22-03","USP","SPF","84988","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus aurilanatus","(F.Ritter) Zappi","Zappi, DC",NA,NA,NA,"Pirani, JR","1990","06","17","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,"37503",NA,NA,NA,NA,"auto","CFCR13234",NA,NA,"SPF00084988",NA,NA,NA,"aurilanatus",NA,NA
"79","2019-11-13 11:17:22-03","USP","SPF","66846","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Taylor, NP","1993","11",NA,"Zappi, DC","1989","11","18","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,NA,"auto","189",NA,NA,"SPF00066846",NA,NA,NA,NA,NA,NA
"80","2019-11-13 11:17:22-03","USP","SPF","60298","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Taylor, NP","1993","02",NA,"Zappi, DC","1988","03","29","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,NA,"auto","CFSC10919",NA,NA,"SPF00060298",NA,NA,NA,NA,NA,NA
"81","2019-11-13 11:17:22-03","USP","SPF","113693","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley","Anônimo",NA,NA,NA,"Soffiatti, P","1996","07","02","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,NA,"auto","5",NA,NA,"SPF00113693",NA,NA,NA,NA,NA,NA
"82","2020-04-29 16:29:40-03","UFVJM","HDJF","2284","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D. Rowley","Mota, RC","2011",NA,NA,"Paiva, JAM","2012","02",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.433056","-18.904444","-43.433056","-18.904444",NA,NA,NA,NA,NA,NA,"CMD232","Southern America",NA,"HDJF002284",NA,NA,NA,NA,NA,NA
"83","2020-04-29 16:29:40-03","UFVJM","HDJF","5386","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D. Rowley","Moreira, SN","2016","01",NA,"Moreira, SN; Pereira, E","2016","01","13","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava Sul - Anglo American","-43.418676","-18.912285","-43.418676","-18.912285",NA,"720","720",NA,NA,NA,"1892","Southern America",NA,"HDJF005386","HDJF005386_01",NA,NA,NA,NA,NA
"84","2020-04-29 16:29:40-03","UFVJM","HDJF","2071","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D. Rowley",NA,NA,NA,NA,"Paiva, JAM","2012","02",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Cava do Sapo","-43.433056","-18.904444","-43.433056","-18.904444",NA,NA,NA,NA,NA,NA,"CMD231","Southern America",NA,"HDJF002071","HDJF002071_01",NA,NA,NA,NA,NA
"85","2020-04-29 16:29:40-03","UFVJM","HDJF","5284","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus aurilanatus","(Ritter) Zappi","Lavor, P","2017","02","17","Fantinati, MR; Soffiatti, P","2017","01","14","Brasil","Minas Gerais","Joaquim Felício","Cachoeira do Buqueirão (propriedade particular).","-44.178333","-17.757833","-44.178333","-17.757833",NA,"720","720",NA,NA,NA,"165","Southern America",NA,"HDJF005284","HDJF005284_01",NA,NA,"aurilanatus",NA,NA
"86","2020-04-29 16:29:40-03","UFVJM","HDJF","5293","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus aurisetus","(Werderm.) Byles & G.D. Rowley","Lavor, P","2017","02","17","Fantinati, MR; Soffiatti, P","2017","01","19","Brasil","Minas Gerais","Diamantina","MG 220, Diamantina em direção à Conselheiro Mata","-43.736114","-18.296361","-43.736114","-18.296361",NA,"1310","1310",NA,NA,NA,"175","Southern America",NA,"HDJF005293","HDJF005293_01",NA,NA,"aurisetus",NA,NA
"87","2020-04-29 16:29:40-03","UFVJM","HDJF","5292","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus aurisetus","(Werderm.) Byles & G.D. Rowley","Lavor, P","2017","02","17","Fantinati, MR; Soffiatti, P","2017","01","19","Brasil","Minas Gerais","Presidente Kubitschek","BR 259, Datas em direção à Serro","-43.59175","-18.571417","-43.59175","-18.571417",NA,"1202","1202",NA,NA,NA,"174","Southern America",NA,"HDJF005292","HDJF005292_01",NA,NA,"aurisetus",NA,NA
"88","2019-11-01 14:55:53-03","UnB","UB","119034","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D. Rowley",NA,NA,NA,NA,"Irwin, HS","1970","03","16","Brasil","Minas Gerais",NA,"Ca. 8km E of Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,"Fruit pinkish magenta.; Erect 1m.",NA,"27652","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-01 14:55:53-03","UnB","UB","119035","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus aurisetus","(Werderm.) Byles & G.D. Rowley","Aona, LYS",NA,NA,NA,"Irwin, HS","1968","02","19","Brasil","Minas Gerais",NA,"Km 115 (ca. 140km N of Belo Horizonte)",NA,NA,NA,NA,NA,NA,NA,NA,"Flowers pink.; Stems 2m.",NA,"20478","Southern America",NA,NA,NA,NA,NA,"aurisetus",NA,NA
"90","2019-11-01 14:55:53-03","UnB","UB","119036","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus aurisetus","(Werderm.) Byles & G.D. Rowley","Zappi, DC",NA,NA,NA,"Splett, S","1995","03","11","Brasil","Minas Gerais","Penha da França","Ca. 10km ao nordeste de Diamantina","-43.083333","-18.083333","-43.083333","-18.083333",NA,NA,NA,NA,NA,NA,"852","Southern America",NA,NA,NA,NA,NA,"aurisetus",NA,NA
"91","2019-10-03 10:03:30-03","UFSCar","SORO","2651","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werderm.) Byles & G.D.Rowley",NA,NA,NA,NA,"Moraes, E.M.; Madia, F.A.R.; Franco, F.F.","2010","01","29","Brasil","Minas Gerais","Cocais","S30-COC","-43.45","-19.866667","43°27'W","19°52'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-10-03 10:03:30-03","UFSCar","SORO","3619","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus aurisetus","Pilosocereus aurisetus aurisetus","(Werderm.) Byles & G.D. Rowley",NA,NA,NA,NA,"Moraes, E.M.; Ono, L.T.P.","2008","01","20","Brasil","Minas Gerais","Mendanha",NA,"-43.536583","-18.118917","43°32'11,7W","18°07'08,1S",NA,"859","859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-10-03 10:03:30-03","UFSCar","SORO","4929","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus aurisetus","Pilosocereus aurisetus aurisetus",NA,NA,NA,NA,NA,"Moraes, E.M.; Ono, L. T. P.","2008","01","19","Brasil","Minas Gerais","Olhos d'águ","S8-ODA","-43.622361","-17.438833","43°37'20,5W","17°26'19,8S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-10-03 10:03:30-03","UFSCar","SORO","4928","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus densilanatus","Pilosocereus aurisetus densilanatus",NA,NA,NA,NA,NA,"Moraes, E.M.; Madia, F. A. R.; Franco, F.F.","2010","01","28","Brasil","Minas Gerais","Itamarandiba","S29-ITA","-42.935972","-18.001944","42°56'09,5W","18°00'07S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-10-03 10:03:30-03","UFSCar","SORO","4927","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus supthutianus","Pilosocereus aurisetus supthutianus",NA,NA,NA,NA,NA,"Moraes, E.M.; Nascimento, C. S. I.; Madia, F. A. R.","2011","07","12","Brasil","Minas Gerais","Engenheiro Dolabela","S56-EDB2","-43.793667","-17.451417","43°47'37,2W","17°27'05,1S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-10-03 10:03:30-03","UFSCar","SORO","4927","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus supthutianus","Pilosocereus aurisetus supthutianus",NA,NA,NA,NA,NA,"Moraes, E.M.; Nascimento, C. S. I.; Madia, F. A. R.","2011","07","12","Brasil","Minas Gerais","Engenheiro Dolabela","S56-EDB2","-43.793667","-17.451417","43°47'37,2W","17°27'05,1S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-03-13 15:17:55-03","GH","HU-HERB","GH 01678173","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Pilosocereus","aurisetus","Pilosocereus aurisetus","(Werdermann) Byles & G. D. Rowley",NA,NA,NA,NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","1965","11","1","Brazil","Goiás",NA,"Serra dos Cristais. 5 km. S. of Cristalina, Mun. Cristalina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9716","South America","Sheet",NA,NA,NA,NA,NA,"9716","undetermined"
