"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"293","2008-05-27 22:02:00-03","MO","MOBOT","2991569","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen",NA,"G. Vieira","Vieira 2270","1978",NA,NA,"Brazil","Minas Gerais",NA,"Dist. Machados-Município Araçuaí.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2012-03-28 20:09:00-03","MO","MOBOT","2991737","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","Antonio C. Allem|José F.M. Valls|G. Vieira|J. Comastri","Allem 2149","1978",NA,NA,"Brazil","Mato Grosso do Sul",NA,"Faz. Bodoquena, Seção Guaicurus, Mun. Miranda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2014-01-18 05:58:00-02","MO","MOBOT","2991970","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","Boris Vassilievich Skvortsov","Skvortsov 243","1963","4","21","Brazil","São Paulo",NA,"Município de ?.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2009-12-04 21:30:00-02","MO","MOBOT","2992026","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","Gert G. Hatschbach|O. V. Guimarães","Hatschbach 21399","1969","4","23","Brazil","Paraná",NA,"Baia Paranaguá, Piaçaguera(Paranaguá).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2009-08-08 13:58:00-03","MO","MOBOT","2992169","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","Francis E. Drouet","Drouet 2471","1935","9","14","Brazil","Ceará",NA,"Shallow water, Açude Acarape do Meio, Municipio de Redenção.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2009-07-31 07:05:00-03","MO","MOBOT","2992266","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","George Eiten|Liene T. Eiten","Eiten 4899","1962","7","8","Brazil","Piauí",NA,"Município de Floriano: ca. 2 km . upstream along the Rio Parnaiba from Floriano. Open river bank.","-43.03333","-6.76666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2011-06-22 10:37:00-03","MO","MOBOT","2992574","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","Scott A. Mori|Jacquelyn A. Kallunki","Mori 10093","1978","5","12","Brazil",NA,NA,"Município de Ilhéus. Área do Cepec (Centro de Pesq. do Cacau), Km 22 rodovia Ilhéus/Itabuna-BR 415. Região de Mata Higrófila Sul Baiana.",NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2010-06-07 15:59:00-03","MO","MOBOT","2992628","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","Alban N. Stewart","Stewart 1286","1905","2","21","Ecuador","Galapagos",NA,"Wreck Bay.","-89.6","-0.922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2012-05-01 12:20:00-03","MO","MOBOT","2992741","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","Juan Celedonia Ruiz M.","Ruiz M. 1459","1990","6","4","Peru","Loreto","Maynas","Quisto Cocha, Iquitos.","-73.75","-4.9166667",NA,NA,"120.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"302","2015-10-31 05:50:00-02","MO","MOBOT","2992812","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen",NA,"Wilson Hoehne","Hoehne SPF 12836","1948",NA,NA,"Brazil","São Paulo",NA,"São Paulo, Pacaembú.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2009-08-22 08:25:00-03","MO","MOBOT","2992907","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","Sidney T. McDaniel|Manuel Rimachi Y.","McDaniel 27864","1984","7","26","Peru","Loreto","Maynas","Dtto. Indiana. Island across Río Amazonas from Indiana, sandy alluvium, mostly disturbed chacra,",NA,NA,NA,NA,"95.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2009-07-17 06:11:00-03","MO","MOBOT","2993040","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","Sidney T. McDaniel|Manuel Rimachi Y.","McDaniel 23369","1980","3","7","Peru","Loreto","Maynas","Dtto. Iqutios. Morona Cocha near Río Nanay,",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2011-06-08 12:20:00-03","MO","MOBOT","2993095","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","Manuel Rimachi Y.","Rimachi Y. 4641","1979","9","27","Peru","Loreto","Maynas","Dtto. Las Amazonas. Río Napo, in front of cementary of Puinahua, grama, ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2011-11-12 21:21:00-02","MO","MOBOT","2993172","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","E. Heldring-Talma","Heldring-Talma s.n.","1947",NA,NA,"Venezuela","Trujillo",NA,"San Domingo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"307","2011-02-26 17:55:00-03","MO","MOBOT","2993215","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","D.A. Folli","Folli 2725","1996","5","2","Brazil","Espírito Santo",NA,"Reserva Florestal de Linhares - Linhares. Estrada: Flamengo. Km: 0.71. Na antiga lagoa do Jacaré.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2008-05-27 22:02:00-03","MO","MOBOT","2993261","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","Casari","Casari 551","1981","5","25","Brazil",NA,NA,"RJ, Rio de Janeiro, Recreio dos Bandeirantas, Lagoa das Taxas (Lagoa Santa).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2009-06-24 20:50:00-03","MO","MOBOT","2993300","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","Jason R. Swallen","Swallen 9345","1946","6","1","Brazil",NA,NA,"Maracajú, Territory of Ponta Porã.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2012-04-23 13:01:00-03","MO","MOBOT","2993424","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","Peter J. Edwards","Edwards 188","1969","9",NA,"Ecuador",NA,NA,"Lake Jatuncocha, Napo River, Eastern Ecuador. In broad river at edges.",NA,NA,NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"311","2008-05-27 22:02:00-03","MO","MOBOT","2993505","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","Georges Cremers","Cremers 8533","1985","2","22","French Guiana",NA,NA,"Iles du Salut: Ile Royale Pelouse prés de l'embarcadére face SE Herbacée rampante.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2008-05-27 22:02:00-03","MO","MOBOT","2993704","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","* TOSTIN","TOSTIN 222","1994","3","3","French Guiana","Cayenne",NA,"Ilet du Grand-Connétable - Océan Atlantique. Formation Littorale","-51.93333","4.81666",NA,NA,"20.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2010-03-21 18:20:00-03","MO","MOBOT","2993708","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","Charles M. Belshaw","Belshaw 3237","1937","8","15","Peru","San Martín","San Martín","Valley of San Martin. Region of low trees and tall shrubs in sandy soil. East of Tarapoto 8 km., Fundo de San Isidro near Codo Creek.",NA,NA,NA,NA,"304.80000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2009-08-22 07:22:00-03","MO","MOBOT","2993815","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Oel","Sidney T. McDaniel|Manuel Rimachi Y.|Walter C. Holmes|John Bruza","McDaniel 21615","1978","5","25","Peru","Loreto","Maynas","Dtto. Iquitos. Carretera de Quisto Cocha near jct. to Sto. Tomas, sandy disturbed roadside.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2014-01-18 05:58:00-02","MO","MOBOT","2993838","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","Boris Vassilievich Skvortsov","Skvortsov 318","1964","10","21","Brazil","São Paulo",NA,"Municipio de São Paulo: city of São Paulo, along Rio Pinheiros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2009-12-07 21:07:00-02","MO","MOBOT","2994043","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","Rosa Guaglianone|N.G. Galiano|Nuncia M. Tur","Guaglianone 1988","1986","3","20","Argentina","Jujuy","Ledesma","Calilegua.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2009-10-23 14:50:00-02","MO","MOBOT","2994068","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","Philip A. Silverstone-Sopkin","Silverstone-Sopkin 7130","1994","12","8","Colombia","Valle del Cauca","Cali","Flores en Alcohol Cali, Universidad del Valle (Meléndez), extremo norte, ca.","-76.53333","3.38333",NA,NA,"390.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2008-05-27 22:02:00-03","MO","MOBOT","2994203","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","Francisco J. Roldán","Roldán 1714","1991","11","1","Colombia","Bolívar",NA,"Municipio San Martín de Loba: Corregimiento La Ribona, Isla de Monpós, finca Buenaventura.","-74.08333","9",NA,NA,"5.00000000","10.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2009-08-07 05:34:00-03","MO","MOBOT","2994301","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","Thomas Morong","Morong 779","1888",NA,NA,"Paraguay","Central",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2008-05-27 22:02:00-03","MO","MOBOT","2994393","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","Émile Hassler","Hassler 12573","1913","4",NA,"Paraguay","Central",NA,"In regione lacus Ypacaray.","-57.35","-25.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2008-05-27 22:02:00-03","MO","MOBOT","2994472","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","Émile Hassler","Hassler 12573",NA,NA,NA,"Paraguay","Central",NA,"Regio lacus Yparcaray.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2020-09-04 04:40:00-03","MO","MOBOT","2994697","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","Herbert H. Smith","Smith 211","1898",NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2012-07-28 05:08:00-03","MO","MOBOT","2994732","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","* SILVA","SILVA 9","1973","6","4","Brazil",NA,NA,"Estado de mato Grosso, Miranda, à 6 km da séde da Fazenda Bodoquena, no rumo S-SE,",NA,NA,NA,NA,"80.00000000","200.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2015-10-15 16:21:00-03","MO","MOBOT","2997658","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","* SILVA","SILVA 213","1975","11","4","Brazil","São Paulo",NA,"São Paulo, Parque Estadual das Fontes do Ipiranga,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"325","2008-05-27 22:02:00-03","MO","MOBOT","3014890","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","* VEEARTS","VEEARTS s.n.","1942",NA,NA,"Suriname","Paramaribo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2008-05-27 22:02:00-03","MO","MOBOT","3274472","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse","G. Colonnello","Colonnello 1992","1995","9","21","Venezuela","Delta Amacuro",NA,"Caño Tucupita.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2009-07-31 07:05:00-03","MO","MOBOT","2992434","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Gerrit Davidse","George Eiten|Liene T. Eiten","Eiten 4961","1962","7","17","Brazil","Bahia",NA,"Município de Chorrochó: Ilha de Barra, an island in the Rio São Francisco, near town of Barra Do Tarrachil (or Tarrachil). Flat island 3 m. above present water level. Formerly cultivated. Grassy field with scattered thorny Mimosa shrubs.","-38.96666","-8.76666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2010-03-25 10:57:00-03","MO","MOBOT","1316929","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","G. Davidse (MO)","Olivier Tostain","Tostain 222","1994","3","3","French Guiana","Cayenne",NA,"Ilet du Grand-Connétable - Océan Atlantique. Formation littorale.","-53.9333333","4.8166667",NA,NA,"20.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"329","2009-06-27 16:40:00-03","MO","MOBOT","2668625","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen",NA,"Simon Lægaard","Lægaard 20061","1999","5","13","Ecuador","Esmeraldas",NA,"San Lorenzo","-78.83333","0.25",NA,NA,"5.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2009-06-27 16:40:00-03","MO","MOBOT","2667531","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","S. Laegaard, herb. LOJA/AAU","Simon Lægaard","Lægaard 19666","1999","3","12","Ecuador","Guayas",NA,"Guayaquil - Milagro km 8 (Km-stones). Roadsides and ditches","-79.06666","-2.01666",NA,NA,"10.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2009-06-27 16:39:00-03","MO","MOBOT","2662503","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Laegaard, S. (AAU)","Simon Lægaard","Lægaard 54373","1985","5","21","Ecuador","Imbabura",NA,"Road Ibarra - Juncal, near sideroad to El Angel.","-79.06666","0.48333",NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2009-07-01 12:16:00-03","MO","MOBOT","2990663","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Zuloaga","Paul M. Peterson|Carol R. Annable","Peterson 9045","1990","5","5","Ecuador","Los Ríos",NA,"2 km S of Babahoyo on road to Guayquil near inmetal Ceramientos Corporation Yard.","-79.53","-1.95",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2020-09-09 13:31:03-03","UNESP-IBILCE","SJRP","13944","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen",NA,"Karina G. Melzi & Edlaine R. Avelino",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","Bosque Municipal","-49.3544444","-20.77694444","-49.3544444","-20.77694444",NA,NA,NA,NA,"Herbácea, ereta, 1 m, flores e frutos imaturos;",NA,NA,NA,"América do Sul",NA,NA,"Tracheophyta","Poales",NA,NA,"Liliopsida",NA,NA,NA,NA
"334","2020-08-01 18:19:43-03","UNESP-IBILCE","SJRP","28890","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen",NA,"Fernandes, A. C.",NA,"2006","05",NA,"Brasil","São Paulo","Colina","Área da empresa Colitex","-48.5400009155273","-20.7099990844727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Tracheophyta","Poales","21359","auto","Liliopsida",NA,NA,NA,NA
"335","2020-08-01 18:19:43-03","UNESP-IBILCE","SJRP","29208","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen",NA,"Fernandes, A.C.",NA,"2006","07","30","Brasil","São Paulo","Nhandeara","Empresa Quiri Ruber","-50.0299987792969","-20.6900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Tracheophyta","Poales","20767","auto","Liliopsida",NA,NA,NA,NA
"336","2015-05-20 10:36:54-03","UFERSA","MOSS","13790","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T. Q. Nguyen","Silva, A.S.; Ribeiro, A.R.O.","Azevedo, C.A.deS.","34","2011","08","27","Brasil","Rio Grande do Norte","Caicó","Sítio Batentes, várzea do Rio Seridó.","-37.0978","-6.45833",NA,NA,NA,NA,NA,NA,"erva, ca. 50cm; heliófila; folha membranácea.","2013","07","18","América do Sul",NA,NA,NA,NA,"34880","auto",NA,NA,NA,NA,NA
"337","2015-05-20 10:36:54-03","UFERSA","MOSS","10266","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T. Q. Nguyen","Oliveira, R.C.","Oliveira, R.C.","2156","2008","05","30","Brasil","Rio Grande do Norte","Luís Gomes","estrada para Tigre de Cima.","-38.41","-6.398056","38W24'36","6S23'53","583","583",NA,NA,"erva; coletada na margem da lagoa, local não inundado; frequente.","2008","09","01","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2015-05-20 10:36:54-03","UFERSA","MOSS","1825","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T. Q. Nguyen","Ferreira, C.G.T.","Oliveira, O.F. de","873","1981","06","02","Brasil","Rio Grande do Norte","Mossoró","Campus da ESAM.","-37.344444","-5.191944","37W20'40","5S11'31","10","10",NA,NA,"herbácea; coletada em canteiro; solo humífero; interesse econ. forrageira; ocasional; flor esverdeada; n.v. capim-de-planta.","2006","12","10","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2015-05-20 10:36:54-03","UFERSA","MOSS","5184","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T. Q. Nguyen","Oliveira, R.C.","Silva, M.C. da","10","1997","06","18","Brasil","Rio Grande do Norte","Assu","Barragem Armando Ribeiro Gonçalves","-36.908611","-5.576667","36W54'31","5S34'36","27","27",NA,NA,"n.v. capim-de-planta","2006","11","01","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2015-05-20 10:36:54-03","UFERSA","MOSS","8797","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T. Q. Nguyen","Oliveira, R.C.; Ferreira, C.G.T.","Ferreira, C.G.T.","244","2006","06","24","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó.","-37.255833","-6.61","37W15'21","6S36'36","215","215",NA,NA,"erva estolonífera; coletada na margem de açude; solo úmido; abundante.","2006","10","31","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2015-05-20 10:36:54-03","UFERSA","MOSS","8902","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T. Q. Nguyen","Oliveira, R.C.; Ferreira, C.G.T.","Ferreira, C.G.T.","291","2006","10","31","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Serido.","-37.255833","-6.579444","37W15'21","6S34'46","215","215",NA,NA,"erva estolonífera, aquática; coletada dentro de açude; solo úmido; abundante.","2006","10","31","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","2015-05-20 10:36:54-03","UFERSA","MOSS","8918","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T. Q. Nguyen","Oliveira, R.C.","Ferreira, C.G.T.","1654","2006","05","20","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó.","-37.255833","-6.579444","37W15'21","6S34'46","215","215",NA,NA,"erva estolonífera, com cerca de 2 m de altura, aquática, margem do açude; solo úmido; muito frequente.","2006","11","01","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","2015-05-20 10:36:54-03","UFERSA","MOSS","8924","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T. Q. Nguyen","Oliveira, R.C.; Ferreira, C.G.T.","Oliveira, R.C.","1665","2006","05","20","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó.","-37.255833","-6.581667","37W15'21","6S34'54","210","210",NA,NA,"erva estolonífera, aquática; coletada dentro do açude; frequente.","2006","10","31","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","2020-08-31 09:21:31-03","INPA","INPA","4953","S","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi","Gibertoni, TB; Gomes-Silva, AC","Black, GA","50-8964","1950","02","19","Brasil","Pará","Ilha de Marajó","Fazenda Menino Deus, Ilha do Marajó; Fazenda Menino Deus, Vitória.","-50.3","-1.1","-50.3","-1.1",NA,NA,"INPA0004953",NA,NA,"2012",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA
"345","2020-08-31 09:21:31-03","INPA","INPA","5367","S","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi","Gibertoni, TB; Gomes-Silva, AC","Black, GA","50-10595","1950","11","06","Brasil","Pará","Faro","Fazenda Santa Olímpia, Fazenda Santa Olímpia.","-57.247222","-2.287194","-57.247222","-2.287194",NA,NA,"INPA0005367",NA,NA,"2012",NA,NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA
