"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"130","2019-02-15 11:48:33-02","IPA","IPA","31517","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Costa; Silva, M.B.","Fotius, G.","3497","1983","06","15","Brasil","Pernambuco","Petrolina","CODEVASF, grande canal de drenagem.","-40.5008010864258","-9.39861011505127",NA,NA,NA,NA,"IPA0031517",NA,"Erva perene em touceiras 1m de altura. Espigilha muitas vezes roxo escuro. Fenologia: f12- fr2","2001","11","01","Southern America",NA,NA,"Plantae",NA,"90462","auto",NA,NA,NA,NA,NA
"131","2019-02-15 11:48:33-02","IPA","IPA","2906","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Costa; Silva, M.B.","Pickel, B.","1981","1929","05","05","Brasil","Pernambuco","São Lourenço da Mata","Tapera, Campos.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0002906",NA,NA,"2001","11","01","Southern America",NA,NA,"Plantae",NA,"21764","auto",NA,NA,NA,NA,NA
"132","2019-02-15 11:48:33-02","IPA","IPA","15689","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","Costa; Silva, M.B.","Melo, F.","s.n.","1947","05","20","Brasil","Rio Grande do Norte","Cruzeta","Seridó, terreno baixo.","-36.7896995544434","-6.41167020797729",NA,NA,NA,NA,"IPA0015689",NA,NA,"2001","11","01","Southern America",NA,NA,"Plantae",NA,"23687","auto",NA,NA,NA,NA,NA
"133","2019-08-27 13:25:45-03","IAP","PACA-AGP","95596","PreservedSpecimen","Plantae","Gramineae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","H. Longhi-Wagner","J. Larocca",NA,"1989","04","28","Brasil","RS","Guaíba","P. Ecol. Riocell","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"PACA095596",NA,"HASU 2693 Hábito: erva","2000","12","14",NA,NA,NA,"Magnoliophyta","Cyperales","28343","auto","Liliatae",NA,NA,NA,NA
"134","2019-08-27 13:25:45-03","IAP","PACA-AGP","1062","PreservedSpecimen","Plantae","Gramineae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","A. Guglieri","Orth",NA,"1934","08","10","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA001062",NA,"Habitat: in incultis alte dumetosis Fenofase: fruto","1999","05","28",NA,NA,NA,"Magnoliophyta","Cyperales","10287","auto","Liliatae",NA,NA,NA,NA
"135","2019-08-27 13:25:45-03","IAP","PACA-AGP","112600","PreservedSpecimen","Plantae","Gramineae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,NA,NA,"1934","08","10","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA112600",NA,"Herbarium Riograndense - Seminarii S. J. RS&nf;1062 Habitat: In cultis",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales","10287","auto","Liliatae",NA,NA,NA,NA
"136","2019-08-27 13:25:45-03","IAP","PACA-AGP","55349","PreservedSpecimen","Plantae","Gramineae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","E. Cavalheiro","Reitz, R.","734","1953","05","13","Brasil","SC","Florianópolis","Rio Tavares","-48.5491981506348","-27.596700668335",NA,NA,"2","2","PACA055349",NA,"HBR 7180 Habitat: in dumetosis ad viam","1989","02",NA,NA,NA,NA,"Magnoliophyta","Cyperales","27000","auto","Liliatae",NA,NA,NA,NA
"137","2019-08-27 13:25:45-03","IAP","PACA-AGP","65353","PreservedSpecimen","Plantae","Gramineae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","Cavalheiro","Reitz, R.","2993","1956","04","06","Brasil","SC","Pilões","Palhoça",NA,NA,NA,NA,NA,NA,"PACA065353",NA,"HBR 17195 Habitat: caapoeira","1989","02",NA,NA,NA,NA,"Magnoliophyta","Cyperales",NA,NA,"Liliatae",NA,NA,NA,NA
"138","2019-08-27 13:25:45-03","IAP","PACA-AGP","55380","PreservedSpecimen","Plantae","Gramineae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","E. Cavalheiro","Reitz, R.","508","1953","06","11","Brasil","SC","Rodeio","Ascurra","-49.3664016723633","-26.9228000640869",NA,NA,NA,NA,"PACA055380",NA,"HBR 7141 Habitat: in dumetosis","1989",NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales","13874","auto","Liliatae",NA,NA,NA,NA
"139","2019-08-27 13:26:01-03","IAP","PACA-AGP","87494","PreservedSpecimen","Plantae","Gramineae","Panicum","purpurascens","Panicum purpurascens","Raddi","A. Sehnem SJ","Sehnem, A.","15034","1976","03","25","Brasil","RS","São Leopoldo","Cidade Jardim","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA087494",NA,"Habitat: herba in horto",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales","10287","auto","Liliatae",NA,NA,NA,NA
"140","2019-08-27 13:26:01-03","IAP","PACA-AGP","3230","PreservedSpecimen","Plantae","Gramineae","Panicum","purpurascens","Panicum purpurascens","Raddi","J.R. Swallen","Rambo, B.",NA,"1938","06",NA,"Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"PACA003230",NA,"Habitat: in dumetosis Fenofase: fruto",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales","27000","auto","Liliatae",NA,NA,NA,NA
"141","2020-12-20 21:19:04-03","UFV","VIC","51195","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen",NA,"Davidse, G.; D#?#Arcy, W.C.D.","12022",NA,NA,NA,"Brasil","Bahia","Irecê","Canarana","-41.8558006286621","-11.3042001724243",NA,NA,NA,NA,"VIC051195","VIC051195",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19644","auto",NA,NA,NA,NA,NA
"142","2019-11-21 14:42:09-03","UFJF","CESJ","23714","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","L. Krieger","L. Krieger; M.C. Brügger","CESJ2326","1989","05","23","Brasil","Minas Gerais","Coronel Pacheco","EMBRAPA","-43.2655982971191","-21.5877990722656",NA,NA,NA,NA,"CESJ023714",NA,"Cultivada, experimentalmante para forragem.","1989","05","27","América do Sul",NA,NA,"Angiosperma",NA,"10350","auto",NA,NA,NA,NA,NA
"143","2019-11-21 14:42:09-03","UFJF","CESJ","23711","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","L. Krieger","L. Krieger; M.C. Brügger","CESJ2328","1989","05","23","Brasil","Minas Gerais","Coronel Pacheco","EMBRAPA","-43.2655982971191","-21.5877990722656",NA,NA,NA,NA,"CESJ023711",NA,"Cultivada, especialmente em terreno úmido. Ereta 1,20 cm, ou rasteira, especialmente em brejos. òtimo forragem.","1989","05","26","América do Sul",NA,NA,"Angiosperma",NA,"10350","auto",NA,NA,NA,NA,NA
"144","2019-11-21 14:42:09-03","UFJF","CESJ","16306","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf",NA,"L. Krieger","CESJ16306","1977","04","02","Brasil","Minas Gerais","Coronel Pacheco","EMBRAPA","-43.2655982971191","-21.5877990722656",NA,NA,NA,NA,"CESJ016306",NA,"Pés com 40 a 100 cm de comprimento. Folhas não muito longas de até 30 cm, com mais ou menos 2 cm de largura. Pendão ramificados. Raízes finas e abundantes, não longas.",NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"10350","auto",NA,NA,NA,NA,NA
"145","2019-11-21 14:42:09-03","UFJF","CESJ","22183","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","S.C.Pereira, SQuintão","UFJF; EMBRAPA","CESJs.n.","1988","05","09","Brasil","Minas Gerais","Matias Barbosa",NA,"-43.3194007873535","-21.8691997528076",NA,NA,NA,NA,"CESJ022183",NA,"Em terreno pantanoso, rastejante, inflorescência eretas de cor escura.","1988","07","07","América do Sul",NA,NA,"Angiosperma",NA,"10884","auto",NA,NA,NA,NA,NA
"146","2019-11-21 14:43:50-03","UFJF","CESJ","52613","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","R.C. Oliveira; C.G.T.Ferreira","C.G.T.Ferreira; M.L.Silva; G.S. Araújo","291","2006","08","03","Brasil","Rio Grande do Norte",NA,"Serra negra do Norte, Est. Ecol. do Seridó, 06º34'46S, 037º15'21W. Alt. 215msm.",NA,NA,NA,NA,NA,NA,"CESJ052613",NA,"Erva estolonífera, abundante, local úmido, planta aquática, coleta dentro do açude.","2006","10","31","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-21 14:43:50-03","UFJF","CESJ","68456","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","S. Honda","R.J.F. Garcia; R.A.A. Martini; V.A.S. Teixeira; D.C. Guedes","2522","2005","06","30","Brasil","São Paulo","Cubatão","Indústria COPEBRAS, trilha do Brejo.","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,"CESJ068456",NA,"Várzea com arvoretas, Guarea dominante. Erva rizomatosa; espiguetas.","2011","06","14","América do Sul",NA,NA,"Angiosperma",NA,"15123","auto",NA,NA,NA,NA,NA
"148","2021-04-07 11:47:46-03","UFMS","CGMS","65794","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","A. Pott","A. Pott","16987","2015","11","09","Brasil","Mato Grosso do Sul","Jateí","Parque Estadual das Várzeas do Rio Ivinhema.","-53.6575","-22.9241667","-53,6575","-22,9241667","240","240","CGMS1098755",NA,NA,"2015","11","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-04-07 11:47:46-03","UFMS","CGMS","25984","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","A. Guglieri","A. Guglieri; F.J.M. Caporal","1898","2009","04","19","Brasil","Mato Grosso do Sul","Dourados",NA,"-54.7047222","-22.2041667","-54,7047222","-22,2041667","374","374","CGMS1055411",NA,NA,"2009","05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-04-07 11:47:46-03","UFMS","CGMS","70796","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen",NA,"A. Pott; V.J. Pott","8389","2000","10","27","Brasil","Mato Grosso do Sul","Campo Grande","Embrapa Gado de Corte.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS1103368",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA
"151","2021-04-07 11:47:46-03","UFMS","CGMS","70789","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Tatiana Sedulski","V.J. Pott","5292","1987","11",NA,"Brasil","Mato Grosso do Sul","Corumbá","Embrapa Corumbá, material proveniente de Brasília/Ciat/África.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"CGMS1103369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"152","2019-11-27 13:51:58-03","UFS","ASE","549","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","Forssk","Filgueiras","Fonseca, MR","ASE549","1978","03","09","Brasil","Sergipe","Laranjeiras","Faz. Experimental.","-37.169722","-10.806389","-37.169722","-10.806389",NA,NA,"ASE0008736","ASE0008736","Erva. estolonífera, invasora. O mais importante: inflorescência de capim de planta D=01.; Erva. estolonífera, invasora. O mais importante: inflorescência de capim de planta D=01.; Pastagem","2003",NA,NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-05-21 10:21:44-03","UFCG","CSTR","5628","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk) Stapf","Filho, H.M.F.","Filho, H.O.M.","931","2015","01","29","Brasil","Paraíba","Sapé","Vegetação ciliar","-35.232778","-7.096389","-35.232778","-7.096389","123","123",NA,NA,"Erva anfíbia; Margem do açude São Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-08-20 10:01:10-03","UNICAMP","UEC","75663","S","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","Silva, SM","Silva, SM; Britez, RM","s.n.","1995","05","26","Brazil","Paraná","Paranaguá","Praia de Fora (Farol), Ilha do Mel.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"Herbácea rizomatosa, frequente em locais alterados.","1995","06",NA,NA,NA,NA,"Liliopsida",NA,"24916","auto",NA,NA,NA,NA,NA
"155","2019-08-20 10:01:10-03","UNICAMP","UEC","40307","S","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henr.",NA,"Klein, A","17609","1985","04","10","Brazil","São Paulo","Campinas","Fazenda Santa Genebra - Barão Geraldo., Em área de cultivo de algodão.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,"23900","auto",NA,NA,NA,NA,NA
"156","2019-08-20 10:01:42-03","UNICAMP","UEC","148281","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Dinato, DO","Dahlström, L","132","2008","04","04","Brazil","São Paulo","Luís Antônio","Dentro e próximo à água","-47.7000007629395","-21.5499992370605",NA,NA,NA,NA,"UEC056378","UEC056378",NA,"2008",NA,NA,NA,NA,NA,"Liliopsida",NA,"26872","auto",NA,NA,NA,NA,NA
"157","2019-11-19 14:08:46-03","UFRPE","PEUFR","7088","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","(Forssk.) Stapf","M. Ataide","I. Pontual","1467","1977","02","12","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica do Tapacurá","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"PEUFR007088",NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA
"158","2019-11-19 14:08:46-03","UFRPE","PEUFR","2881","PreservedSpecimen","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","E.C. Tenório","E.C. Tenório","958","1969","08","29","Brasil","Pernambuco","Águas Belas","Arredores da cidade","-37.1231002807617","-9.11139011383057",NA,NA,NA,NA,"PEUFR002881",NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,"36545","auto",NA,NA,NA,NA,NA
"159","2019-11-19 14:08:46-03","UFRPE","PEUFR","2925","PreservedSpecimen","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard","E.C. Tenório","E.C. Tenório","1017","1969","09","12","Brasil","Pernambuco","Triunfo",NA,"-38.1016998291016","-7.83805990219116",NA,NA,NA,NA,"PEUFR002925",NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,"14606","auto",NA,NA,NA,NA,NA
"160","2019-11-19 14:08:53-03","UFRPE","PEUFR","1334","PreservedSpecimen","Plantae","Poaceae","Panicum","purpurascens","Panicum purpurascens","Raddi","A. Sarmento","A. Lima",NA,"1958","08","15","Brasil","Pernambuco","Recife","Curado","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"PEUFR001334",NA,NA,"1962","05",NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA
"161","2020-06-10 21:03:07-03","UFPB","JPB","64703","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Gadelha Neto, PC","Gadelha Neto, PC","4243","2017","11","22","Brasil","Paraíba","Areia","UFPB, Centro de Ciências Agrárias, Arboreto Jayme Coelho de Moraes","-35.715","-6.970833","-35.715","-6.970833","555","555","JPB0064703",NA,"; HABITAT: Floresta Ombrófila Aberta; DESC: Erva semi-aquática, estolonífera, decumbente. Lâminas de margens escabrosas. Inflorescência paniculada contendo racemos com espiguetas emparelhadas. Vegetando em ambiente lêntico. Substrato","2020","04","21","Southern America",NA,NA,"Angiosperma","Monocotyledon",NA,NA,NA,NA,NA,NA,NA
"162","2020-04-22 16:26:55-03","UFPB","JPB","30327","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Filgueiras, TS","Veloso, TMG","259","2001","07","19","Brasil","Paraíba","Solânea",NA,"-35.5400009155273","-6.75500011444092",NA,NA,NA,NA,NA,NA,"; DESC: Erva. Flor rôxa.","2003",NA,NA,"Southern America",NA,NA,"Angiosperma","Monocotyledon","23851","auto",NA,NA,NA,NA,NA
"163","2020-12-04 13:19:36-03","UDESC","LUSC","1040","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf",NA,"Leonardo",NA,"2005","06","01","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"LUSC005099","LUSC005099",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"164","2020-12-04 13:19:36-03","UDESC","LUSC","1038","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf",NA,"Carolina",NA,"2005","06","03","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"LUSC005098","LUSC005098",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"165","2020-12-04 13:19:36-03","UDESC","LUSC","1039","PreservedSpecimen","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf","Brunetto, J.; Grohskopf, M.A.; Sachs, C.","Brunetto, J.",NA,"2007","03","10","Brasil","Santa Catarina","Lages","UDESC-CAV.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"LUSC005097","LUSC005097",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA
"166","2020-12-04 13:19:36-03","UDESC","LUSC","2904","PreservedSpecimen","Plantae","Poaceae","Brachiaria","purpurascens","Brachiaria purpurascens","(Raddi) Henrard",NA,"Arruda, F.; Raupp, G.",NA,"2009","05","10","Brasil","Santa Catarina","Alfredo Wagner","Soldadinho.","-49.3335990905762","-27.7003002166748",NA,NA,NA,NA,"LUSC005104","LUSC005104",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19935","auto",NA,NA,NA,NA,NA
"167","2020-12-04 13:19:39-03","UDESC","LUSC","1320","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Dacoregio, K.M.","Zandonadi",NA,"2006","05","01","Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"LUSC007415","LUSC007415",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA
"168","2019-01-17 11:23:50-02","PUCRS","MPUC","18076","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","C.A. Mondin",NA,NA,"2012","05","13","Brasil","SC","Joinville","Expoville","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,NA,NA,"2013","01","01","South America",NA,NA,NA,"Poales","37150","auto","Liliopsida","3684","1",NA,NA
"169","2019-01-17 11:23:50-02","PUCRS","MPUC","18074","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q. Nguyen","C.A. Mondin",NA,NA,"2013","04","21","Brasil","SC","Joinville","Perimetro urbano","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,NA,NA,"2013","01","01","South America",NA,NA,NA,"Poales","37150","auto","Liliopsida","3682","1",NA,NA
"170","2020-10-14 10:05:04-03","FURB","FURB","2715","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Loncehiwerner, H","Bosio, F.",NA,"2004","08","01","Brasil","Santa Catarina","Blumenau","Nova Rússia.","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"FURB03185","FURB03185",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA
"171","2020-04-27 16:11:13-03","UFES","VIES","19384","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Souza, G.R. de","Souza, G.R. de","37","2008","04","20","Brasil","Espírito Santo","Cachoeiro de Itapemirim","Burarama - Barra Alegre.","-41.1128005981445","-20.8488998413086",NA,NA,NA,NA,"VIES019384","VIES019384 VIES019384_1 VIES019384_2",NA,"2010","05","10",NA,NA,NA,NA,NA,"35694","auto",NA,NA,NA,NA,NA
"172","2019-06-27 10:26:24-03","UFES","VIES","1521","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen",NA,"Gomes, J.M.L.","67","1987","05","23","Brasil","Espírito Santo","Viana","Amarelinhos - Fazenda Santa Lúcia.","-40.4961013793945","-20.3903007507324",NA,NA,NA,NA,"VIES001521","VIES001521",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15195","auto",NA,NA,NA,NA,NA
"173","2019-06-27 10:26:24-03","UFES","VIES","1522","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen",NA,"Gomes, J.M.L.","65","1987","05","23","Brasil","Espírito Santo","Viana","Amarelinhos - Fazenda Santa Lúcia.","-40.4961013793945","-20.3903007507324",NA,NA,NA,NA,"VIES001522","VIES001522",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15195","auto",NA,NA,NA,NA,NA
"174","2019-12-05 18:44:19-03","UTFPR","HCF","30023","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","F. Marinero","F. Marinero","1293","2019","02","17","Brasil","MG","Aimorés",NA,"-41.007778","-19.475","41°00'28 W","19°28'30 S","92","92",NA,NA,"herbácea 60 cm. Espiguetas esverdeadas. Várzea.","2019","03","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-08-16 08:40:39-03","UTFPR","HCF","21668","S","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","H.M. Longhi-Wagner","W.M. Kranz","272","1988","04","28","Brasil","PR","Santa Izabel do Ivaí","Aparecida do Ivaí","-53.1967010498047","-23.002799987793",NA,NA,NA,NA,NA,NA,"Invasora, decumbente. Várzea úmida.","2008","10","16",NA,NA,NA,NA,NA,"29509","auto",NA,NA,NA,NA,NA
"176","2020-06-29 09:31:47-03","UFRRJ","RBR","45317","S","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf",NA,"L. Brasil",NA,"2017","02","10","Brasil","São Paulo","São José do Barreiro","Fazenda Zé Augusto","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"RBR00045317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA
"177","2020-06-29 09:31:47-03","UFRRJ","RBR","45315","S","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf","P. Germano-Filho","L. Brasil",NA,"2017","02","13","Brasil","São Paulo","São José do Barreiro","Água Santa, Fazenda Seu José Antonio","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"RBR00045315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA
"178","2020-06-29 09:31:47-03","UFRRJ","RBR","45333","S","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf","P. Germano-Filho","L. Brasil",NA,"2017","01","09","Brasil","São Paulo","São José do Barreiro","Fazenda Seu Paulo Costa","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"RBR00045333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA
"179","2020-06-29 09:31:47-03","UFRRJ","RBR","45337","S","Plantae","Poaceae","Brachiaria","mutica","Brachiaria mutica","Stapf","P. Germano-Filho","L. Brasil",NA,"2017","01","05","Brasil","São Paulo","São José do Barreiro","Sítio Seu Paulo César","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"RBR00045337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA
"180","2020-12-14 16:14:42-03","UFC","EAC","36876","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Luetzelburg, P.","26714","1935","08",NA,"Brasil","Ceará","Granjeiro",NA,"-39.2178001403809","-6.88832998275757",NA,NA,NA,NA,"EAC0036876",NA,"Tabuleiro","2006","11",NA,"Southern America",NA,NA,"Monocotyledon",NA,"15407","auto",NA,NA,NA,NA,NA
"181","2020-12-14 16:14:42-03","UFC","EAC","50289","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Loiola, M.I.B.; et al.","821","2004","03","27","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó (ESEC), em frente ao a","-37.3972015380859","-6.66555976867676",NA,NA,NA,NA,"EAC0050289","EAC0050289","Erva, 0,5-0,8cm; anteras amarelas, estigmas arroxeados; Caatinga","2011","02",NA,"Southern America",NA,NA,"Monocotyledon",NA,"25572","auto",NA,NA,NA,NA,NA
"182","2020-12-14 16:14:42-03","UFC","EAC","36842","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Luetzelburg, P.","26631","1935","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EAC0036842",NA,NA,"2011","07","29","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-12-14 16:14:42-03","UFC","EAC","36954","PreservedSpecimen","Plantae","Poaceae","Urochloa","mutica","Urochloa mutica","(Forssk.) T.Q.Nguyen","Oliveira, R.C.","Luetzelburg, P.","28671","1937","08","27","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"EAC0036954",NA,NA,"2011","07","29","Southern America",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA
