"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"47","2021-03-15 18:24:53-03","USP","SPF","167744","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","Farinaccio, MA","Mello-Silva, R","2872","2005","04","16",NA,"Brasil","Rio de Janeiro","Resende","Parque Nacional do Itatiaia, Abrigo Rebouças. Trilha para o Pico das Agulhas Negras. Ca. 500 m a partir do abrigo.","-40.675556","-22.384722","2600",NA,"Entre rochas, prostrado. Flores alvo-creme. Látex branco.","SPF00167744",NA,"2600",NA,NA,NA,"-40.675556","-22.384722",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 18:24:53-03","USP","SPF","169714","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","Farinaccio, MA","Mello-Silva, R","2851","2005","02","18",NA,"Brasil","Minas Gerais","Aiuruoca","Serra do Papagaio, Alto da serra. Gruta próximo ao Retiro dos Pedros.","-44.671389","-22.055","2190",NA,"Trepadeira. Folhas discolores, verde-claras na face abaxial. Látex branco. Flores alvo-esverdeadas. Corona verde. Ginostégio alvo-esverdeado.; Campo e afloramentos rochosos quartzito. Entre rochas.","SPF00169714",NA,"2190",NA,NA,"2005","-44.671389","-22.055",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-13 11:15:19-03","USP","SPF","212650","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","Farinaccio, MA","Lobão, AQ","1827","2012","01","12",NA,"Brasil","Rio de Janeiro","Resende","Parque Nacional do Itatiaia","-44.706889","-22.372861","2000",NA,NA,"SPF00212650",NA,"2300",NA,NA,"2012","-44.706889","-22.372861",NA,"01",NA,NA,NA,NA,NA
"50","2021-03-15 18:24:53-03","USP","SPF","183368","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","Farinaccio, MA","Meireles, LD","2943","2007","03","14",NA,"Brasil","Minas Gerais","Passa Quatro","Serra Fina","-44.9667015075684","-22.3903007507324",NA,NA,"Erva com flores alvas.; Capim Amarelo (médio). Campo de Nifelina.","SPF00183368",NA,NA,"17293","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 18:24:53-03","USP","SPF","161029","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","Farinaccio, MA","Farinaccio, MA","602","2004","01","21",NA,"Brasil","Rio de Janeiro","Itatiaia","Estrada para Agulhas Negras, na altura da Pedra da Ana, próximo à Pousada Alsene.","-44.5633010864258","-22.4960994720459","2400",NA,"Planta prostrada a volúvel em local pedregoso, latescente, ramos verdes a castanhos. Flores de lacínias cremes na face adaxial, verde calras na face abaxial, corona verde clara. Ginostégio amarelo. Frutos imaturos verdes.","SPF00161029",NA,"2400","19648","auto","2004",NA,NA,NA,"01",NA,NA,NA,NA,NA
"52","2021-03-15 18:24:53-03","USP","SPF","107144","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","Farinaccio, MA","Parra, LR","44","1995","06","04",NA,"Brasil","São Paulo","Cruzeiro","Alto do Pico Itaguaré. Limite entre os estados de São Paulo e Minas Gerais.","-44.9599990844727","-22.5699996948242",NA,NA,"Trepadeira entre pedras. Látex alvo. Cálice verde. Corola alvo-esverdeada com tricomas alvos na base. Anteras verdes. Gineceu alvo com base dos estiletes lilás. Estiletes alvos.; Campo rupestre.","SPF00107144",NA,NA,"17702","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 18:24:55-03","USP","SPF","183364","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","melinioides","Oxypetalum melinioides","Goyder","Rapini, A","Meireles, LD","2309","2006","05","04",NA,"Brasil","Minas Gerais","Passa Quatro","Serra Fina","-44.893222","-22.441944","1974",NA,"Liana com flores alvas, frutos verde.; Capim Amarelo (Médio). Campo de Nifelina.","SPF00183364",NA,"2037",NA,NA,"2009","-44.893222","-22.441944",NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 18:24:55-03","USP","SPF","155175","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","melinioides","Oxypetalum melinioides","Goyder","Farinaccio, MA","Pereira, E","4760","1958","11","16",NA,"Brasil","Distrito Federal","Brasília","Margem do Riacho Torto.","-47.9296989440918","-15.7797002792358",NA,NA,"Flores brancas amareladas.","SPF00155175",NA,NA,"70570","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 18:24:55-03","USP","SPF","114538","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","melinioides","Oxypetalum melinioides","Goyder","Farinaccio, MA","Kinoshita-Gouveia, LS","9428","1994","11","07",NA,"Brasil","São Paulo","Aguaí",NA,"-46.9700012207031","-22.0499992370605",NA,NA,"Liana, flor esverdeada.","SPF00114538",NA,NA,"25812","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-10-07 09:13:40-03","UEFS","HUEFS","162000","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete",NA,"Marquete, N.","451","2002","12","11",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Estrada para as prateleiras, do lado de registro, próximo da entrada do Parque Nacional de Itatiaia.","-44.708611","-22.37","2380",NA,NA,"HUEFS0162000","HUEFS0162000","2380",NA,NA,NA,"44W42'31''","22S22'12''","Asteranae",NA,NA,NA,NA,NA,NA
"57","2019-10-07 09:13:40-03","UEFS","HUEFS","109910","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","A.Rapini","Mello-Silva, R.","2851","2004","12","18",NA,"Brasil","Minas Gerais","Aiuruoca","Serra do Papagaio. Alto da Serra. Gruta próxima ao Retiro dos Pedros.","-44.671389","-22.055","2190",NA,"Campo e afloramentos rochosos de quartzito.","HUEFS0109910","HUEFS0109910","2190",NA,NA,"2006","44W40'17''","22S3'18''","Asteranae","10",NA,NA,NA,NA,NA
"58","2019-10-07 09:13:40-03","UEFS","HUEFS","136749","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","J.G.Jardim","Mota, N.F.O.","1057","2007","11","10",NA,"Brasil","Minas Gerais",NA,"Alagoa. Campo de altitude.","-44.765556","-22.206389",NA,NA,NA,"HUEFS0136749","HUEFS0136749",NA,NA,NA,"2008","44W45'56''","22S12'23''","Asteranae","09",NA,NA,NA,NA,NA
"59","2019-10-07 09:13:40-03","UEFS","HUEFS","156704","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete",NA,"Farinaccio, M.A.","602","2004","01","21",NA,"Brasil","Rio de Janeiro","Itatiaia","Estrada para as Agulhas Negras, na altura da pedra da Ana, próximo à pousada Alsene.","-44.5633010864258","-22.4960994720459","2400",NA,NA,"HUEFS0156704","HUEFS0156704","2400","19648","auto",NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA
"60","2019-07-09 14:14:28-03","F","FMNH-SEEDPLANTS","V0043855F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Melinia","glaziovi","Melinia glaziovi",NA,NA,"A. Glaziou","6639",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0043855F","V0043855F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Isosyntype",NA
"61","2019-07-09 14:14:28-03","F","FMNH-SEEDPLANTS","V0043856F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Melinia","glaziovi","Melinia glaziovi",NA,NA,"A. Glaziou","8802",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0043856F","V0043856F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Isosyntype",NA
"62","2019-09-04 20:07:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Melinia","hilariana","Melinia hilariana",NA,NA,"A. Saint-Hilaire","491",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Holotype",NA
"63","2020-02-02 11:48:55-03","F","FMNH-SEEDPLANTS","V0043857F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Melinia","hilariana","Melinia hilariana",NA,NA,"A. Saint-Hilaire","491","1816",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0043857F","V0043857F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Isotype",NA
"64","2019-07-09 14:16:49-03","F","FMNH-SEEDPLANTS","V0420252F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii",NA,"RRC ID Flag","A. Castellanos","25670","1974","12","19","South America","Brazil","Rio de Janeiro",NA,NA,"-42.5","-22",NA,NA,NA,"V0420252F","V0420252F_01 V0420252F_02",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"25670",NA,NA,NA
"65","2019-09-04 17:57:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Asclepiadaceae","Oxypetalum","urbanianum","Oxypetalum urbanianum",NA,NA,"A. A. da Silveira","322","1897","4",NA,"South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Type [status unknown]",NA
"66","2020-07-23 11:58:26-03","CEPLAC","CEPEC","132290","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii",NA,"N. Marquete","S. J. S. Neto","826","1995","09","26",NA,"Brasil","Rio de Janeiro","ITATIAIA","Parque Nacional do Itatiaia. Planalto, base do Pico das Prateleiras.","-44.75","-22.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W45'0","22S28'0",NA,NA,NA,NA,NA,NA,"30/12/2002"
"67","2020-07-23 11:58:26-03","CEPLAC","CEPEC","131570","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii",NA,"N. M. F. da Silva","N. Marquete","451","2002","12","11",NA,"Brasil","Rio de Janeiro","ITATIAIA","Parque Nacional do Itatiaia. Estrada para as Prateleiras, do lado de Registro, próximo da entrada do Parque.","-44.708611","-22.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44W42'31","22S22'12",NA,NA,NA,NA,NA,NA,"30/12/2002"
"68","2019-11-01 14:52:51-03","UnB","UB","193339","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E. Fourn.) Fontella & Marquete","Marquete, NFS","Eiten, G; Eiten, LT","6554","1965","11","03","Southern America","Brasil","Rio de Janeiro","Resende","Itatiáia, planalto. In valley leading to Pedra do Altar, 1/2 - 1 km N of shelter house","-44.683333","-22.416667","2350",NA,"Low shrub with creeping stems on valley slope. Petals light green; The planalto is a steep hilly terrain, many hills topped with mountainous outcrops of bare sienite quartz. Hillsides with frequent rounded outcropping quartz rocks and boulders, and a",NA,NA,"2350",NA,NA,"2003","-44.683333","-22.416667",NA,"03",NA,NA,NA,NA,NA
"69","2021-02-23 13:21:49-03","MN","R-TIPOS","102145","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E. Fourn.) Fontella & Marquete","Silva, N.M.F.","Silveira, A.A.","HS - 322","1897","11",NA,NA,"Brasil","Minas Gerais",NA,"Serra do Papagaio",NA,NA,NA,NA,NA,"R000102145","R000102145_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotypus de Oxypetalum urbanianum Silveira",NA
"70","2021-02-23 13:21:49-03","MN","R-TIPOS","11735","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Oxypetalum","urbanianum","Oxypetalum urbanianum","Silveira & Hoehne","Hoehne, F.C.","Glaziou, A.F.M.","6639","1873","01","22",NA,"Brasil","Rio de Janeiro","Itatiaia","Agulhas Negras","-44.5633010864258","-22.4960994720459",NA,NA,NA,"R000011735","R000011735_001",NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Isosyntypus de Melinia glaziovii E. Fourn.",NA
"71","2017-09-11 17:06:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Melinia","glaziovii","Melinia glaziovii","E.Fourn.",NA,"Glaziou, AFM","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Agulhas Negras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2017-09-11 17:06:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Melinia","glaziovii","Melinia glaziovii","E.Fourn.",NA,"Glaziou, AFM","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Agulhas Negras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:06:56-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Apocynaceae","Melinia","hilariana","Melinia hilariana","E.Fourn.",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 09:58:55-03","IBt","SP","312838","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","Rapini, A","Shepherd, GJ; Goldenberg, R; Belinello, R; Galvão, JC; Santos, MV","9730","1997","02","18",NA,"Brasil","São Paulo","Queluz","Encosta próxima à Pedra da Mina. Entre 22°24'30'' - 22°25'53 S e 44°50'47'' - 44°50'03'' W","-44.846389","-22.408333","2500",NA,NA,NA,NA,"2660",NA,NA,"2008","-44.846389","-22.408333",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 09:58:55-03","IBt","SP","473637","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete",NA,"Marquete, N; Marquete, R; Valente, MC; Silva, JC","451","2002","12","11",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Estrada para as Prateleiras, do lado de Registro, próximo da entrada do Parque nacional","-44.708611","-22.37","2380",NA,NA,NA,NA,"2380",NA,NA,NA,"-44.708611","-22.37",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 09:58:55-03","IBt","SP","140017","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","Marquete, NFS","Eiten, G; Eiten, LT","6554","1965","11","03",NA,"Brasil","Rio de Janeiro","Resende","Mt. Itatiaia, planalto. In valley leading to Pedra do Altar, 1/2-1 km N of shelter house. 22°25-26' S. 44°41-42' W","-44.683333","-22.416667","2350",NA,NA,NA,NA,"2450",NA,NA,"2003","-44.683333","-22.416667",NA,"03",NA,NA,NA,NA,NA
"77","2019-11-21 09:58:55-03","IBt","SP","312837","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","Rapini, A","Shepherd, GJ; Goldenberg, R; Belinello, R; Galvão, JC; Santos, MV","9748","1997","02","18",NA,"Brasil","São Paulo","Queluz","Crista da montanha vizinha à Pedra da Mina. Entre 22°25'53'' - 22°26'08 S e 44°50'03'' - 44°50'05'' W","-44.834167","-22.431389","2500",NA,NA,NA,NA,"2660",NA,NA,"2008","-44.834167","-22.431389",NA,NA,NA,NA,NA,NA,NA
"78","2019-11-21 09:58:55-03","IBt","SP","8890","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","Marquete, NFS","Luederwaldt, H","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Agulhas Negras","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,"19648","auto","2003",NA,NA,NA,"02",NA,NA,NA,NA,NA
"79","2019-11-21 09:58:55-03","IBt","SP","127302","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","Rapini, A","Castellanos, A","25670","1964","12","05",NA,"Brasil","Rio de Janeiro","Resende","Parque Nacional de Itatiaia, Perto do abrigo Rebouças","-44.4467010498047","-22.468900680542","2350",NA,NA,NA,NA,"2350","36089","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-11-21 09:58:55-03","IBt","SP","290460","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E.Fourn.) Fontella & Marquete","Rapini, A","Parra, LR; Giulietti, AM; Sano, PT; Sztutman, M","44","1995","06","04",NA,"Brasil","São Paulo","Cruzeiro","Alto do Pico do Itararé. Limite entre os Estados de São Paulo e Minas Gerais","-44.9599990844727","-22.5699996948242",NA,NA,NA,NA,NA,NA,"17702","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-11-21 09:58:55-03","IBt","SP","151858","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","melinioides","Oxypetalum melinioides","Goyder","Rapini, A","Irwin, HS; Souza, R; Reis dos Santos, R","8417","1965","09","18",NA,"Brasil","Distrito Federal","Brasília","Rio Torto, immediately N of Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"70570","auto","2008",NA,NA,NA,"07",NA,NA,NA,NA,NA
"82","2019-11-21 09:58:55-03","IBt","SP","52530","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","melinioides","Oxypetalum melinioides","Goyder","Rapini, A","Macedo, A","269","1944","02","10",NA,"Brasil","Minas Gerais","Campina Verde","Fazenda Zeca Felisberto","-49.486400604248","-19.5356006622314",NA,NA,NA,NA,NA,NA,"79993","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-11-21 09:58:55-03","IBt","SP","295799","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","melinioides","Oxypetalum melinioides","Goyder","Rapini, A","Kinoshita, LS; Sartori, A","94-28","1994","11","07",NA,"Brasil","São Paulo","Aguaí",NA,"-46.9700012207031","-22.0499992370605",NA,NA,NA,NA,NA,NA,"25812","auto","2008",NA,NA,NA,"07",NA,NA,NA,NA,NA
"84","2019-11-21 09:58:55-03","IBt","SP","74196","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","melinioides","Oxypetalum melinioides","Goyder","Rapini, A","Kuhlmann, M","1499","1947","11","12",NA,"Brasil","São Paulo","Pinhalzinho","Bairro da Três Fazendas. Fazenda Santa Tereza","-46.5900001525879","-22.7700004577637",NA,NA,NA,NA,NA,NA,"10137","auto","2008",NA,NA,NA,"07",NA,NA,NA,NA,NA
"85","2014-09-23 10:56:46-03","G","G","G00177161","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E. Fourn.) Fontella & Marquete","?","Glaziou, A. F. M.","6639","1873","01","22","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-43.31666667","-23",NA,NA,"Coordinate uncertainty: No information Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=179872&base=img&lang=en","G00177161","G00177161",NA,NA,NA,NA,"-43.31666667","-23.0",NA,NA,NA,NA,NA,"ISOSYNTYPUS of Melinia glaziovi E. Fourn.",NA
"86","2014-09-23 10:56:46-03","G","G","G00177193","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E. Fourn.) Fontella & Marquete","?","Glaziou, A. F. M.","8802","1876","11","19","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=179879&base=img&lang=en","G00177193","G00177193",NA,NA,NA,NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,"ISOSYNTYPUS of Melinia glaziovi E. Fourn.",NA
"87","2014-09-23 10:56:46-03","G","G","G00177160","S","Plantae",NA,NA,"Apocynaceae","Oxypetalum","glaziovii","Oxypetalum glaziovii","(E. Fourn.) Fontella & Marquete","?","Glaziou, A. F. M.","6639","1873","01","22","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-43.31666667","-23",NA,NA,"Coordinate uncertainty: No information Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=179867&base=img&lang=en","G00177160","G00177160",NA,NA,NA,NA,"-43.31666667","-23.0",NA,NA,NA,NA,NA,"ISOSYNTYPUS of Melinia glaziovi E. Fourn.",NA
