"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","class","dayIdentified","typeStatus","relatedCatalogItem","infraspecificEpithet","verbatimLongitude","verbatimLatitude","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"49","2020-04-22 16:26:51-03","UFPB","JPB","39374","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Oliveira, RC","Queiroz, RT","742","2006","04","16","Southern America","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó, Lagoa do junco.","-37.250194","-6.617778",NA,NA,NA,"; HABITAT: Herbácea.; DESC: Erva ereta. Flores verdes. Frutos verdes. Muitos indivíduos. Solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-37.250194","-6.617778",NA,NA,NA,NA
"50","2020-01-24 17:51:11-03","PUCRS","MPUC","22063","S","Plantae",NA,"Poales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","C. Vogel Ely",NA,NA,"2016","12","06","South America","Brasil","RS","Porto Alegre","Morro São Pedro, Lami","-51.1105555556","-30.1777777778",NA,NA,NA,"Fitossociologia",NA,NA,"2017",NA,NA,"01","Liliopsida","01",NA,NA,NA,"-51.1105555556","-30.1777777778","12","12","1",NA
"51","2019-01-17 11:23:36-02","PUCRS","MPUC","22164","S","Plantae",NA,"Poales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","C. Vogel Ely",NA,NA,"2016","11","22","South America","Brasil","RS","Porto Alegre","Morro do Osso","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Fitossociologia",NA,NA,"2017","29946","auto","01","Liliopsida","01",NA,NA,NA,NA,NA,NA,NA,"1",NA
"52","2020-10-14 10:04:59-03","FURB","FURB","44603","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Guglieri, A","Hatschbach, G.; Barbosa, E.","74882","2003","03","18",NA,"Brasil","Mato Grosso do Sul","Miranda","Fazenda Lagoão Fechado.","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,"FURB39074","FURB39074","2004","92112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-08-16 08:40:37-03","UTFPR","HCF","14222","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","G. Hatschbach","74882","2003","03","18",NA,"Brasil","MS","Miranda","Fazenda Lagoão Fechado","-56.3782997131348","-20.2406005859375",NA,NA,NA,"Cerrado. Solo rochoso.",NA,NA,"2004","92112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-08-16 08:40:37-03","UTFPR","HCF","23512","S","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","G. Hatschbach","74887","2003","03","18",NA,"Brasil","MS","Miranda","Fazenda Lagoão Fechado","-56.3782997131348","-20.2406005859375",NA,NA,NA,"campo cerrado, solo rochoso.",NA,NA,"2004","92112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-14 16:14:35-03","UFC","EAC","42028","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Oliveira, R.C.","Queiroz, R.T.","742","2006","04","16","Southern America","Brasil","Rio Grande do Norte","Serra Negra do Norte","Estação Ecológica do Seridó,lagoa do junco.","-37.250194","-6.617778",NA,NA,NA,"Herbácea.Solo arenoso. Flores verdes. Frutos verdes.","EAC0042028","EAC0042028",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-37.250194","-6.617778",NA,NA,NA,NA
"56","2020-12-21 16:40:40-03","MBM","MBM","67809","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henr.","Zuloaga, F.O.","Hatschbach, G.","43533",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Rod. BR-277, próximo ao Rio Capivari","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM067809","MBM067809",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:40:40-03","MBM","MBM","324456","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henr.","Guglieri, A.","Guglieri, A.; et al.; et al.","264","2004","01","15","Southern America","Brazil","Paraná","Sengés","Divisa com Itararé (SP), junto ao rio Itararé","-49.4636001586914","-24.1128005981445",NA,NA,NA,"Cerrado, comum","MBM324456","MBM324456",NA,"55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:40:40-03","MBM","MBM","45347","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henr.","Rosengurtt, E.","Pedersen, T.M.","11109",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Dourados","Dourados",NA,NA,NA,NA,NA,NA,"MBM045347","MBM045347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:40:40-03","MBM","MBM","324444","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henr.","Guglieri, A.","Guglieri, A.; et al.; et al.","314","2004","04","01","Southern America","Brazil","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Campo-cerrado antropizado; esta coleta foi realizada no âmbito do levantamento das gramíneas do Parque","MBM324444","MBM324444",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:40:40-03","MBM","MBM","394517","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henr.",NA,"Silva, A.R.","s.n.","2012","12","19","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Erva de 33cm de altura.; Em campo seco.","MBM394517","MBM394517",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:40:40-03","MBM","MBM","25010","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henr.","Parodi, L.R.","Hatschbach, G.","3557",NA,NA,NA,"Southern America","Brazil","Paraná","São Jerônimo da Serra","3km ao norte","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"MBM025010",NA,NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:40:40-03","MBM","MBM","324449","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henr.","Guglieri, A.","Guglieri, A.; et al.; et al.","249","2004","01","13","Southern America","Brazil","Paraná","Tibagi","42 km da entrada da cidade","-50.4136009216309","-24.5093994140625",NA,NA,NA,"Beira de estrada; comum","MBM324449","MBM324449",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2004-08-09 17:42:58-03","MNHN","RECOLNAT_MNHN_P","P00371645","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga","Balansa, B.",NA,"1883","4","3",NA,"Paraguay",NA,NA,"Cerro Pelado, près de Paraguari",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00371645' target='other'> <mi>dwc_moreinfo</mi></a>","P00371645","P00371645_01 P00371645_02",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,"4357"
"64","2015-10-01 09:15:01-03","MNHN","RECOLNAT_MNHN_P","P00371646","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga","Balansa, B.",NA,"1883","4","3",NA,"Paraguay",NA,NA,"Cerro Pelado, près de Paraguari",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00371646' target='other'> <mi>dwc_moreinfo</mi></a>","P00371646","P00371646_01",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,"4357"
"65","2015-09-15 13:28:22-03","MNHN","RECOLNAT_MNHN_P","P00371647","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga","Balansa, B.",NA,"1883","4","3",NA,"Paraguay",NA,NA,"Cerro Pelado, près de Paraguari",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00371647' target='other'> <mi>dwc_moreinfo</mi></a>","P00371647","P00371647_01",NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,"4357"
"66","2010-06-15 10:09:12-03","MNHN","RECOLNAT_MNHN_P","P00740773","PreservedSpecimen",NA,NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga","Lindman, C.A.M.",NA,"1893","2","22",NA,"Brésil",NA,NA,"Rio Grande do Sul: Cachoeira",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00740773' target='other'> <mi>dwc_moreinfo</mi></a>","P00740773","P00740773_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A 1185"
"67","2020-10-01 14:26:55-03","JBB","HEPH","22554","S","Plantae","Monocotyledon","Poales","Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Chacon, RG","Salles, AEH","4075","2006","04","06","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Cristo Redentor","-47.85","-15.866667","1020","1020",NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA
"68","2020-12-11 11:45:13-03","UFMG","BHCB","41121","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Diamantina","Gouvêa.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-08-23 05:45:00-03","MO","MOBOT","2963717","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","G. Davidse","S.A. Renvoize","Renvoize 3637","1978",NA,NA,"South America","Argentina","Corrientes","Empedrado","R. Parana near Aõ Sombrero. Riverine woodland and grassland on INTA Estate. Rich loamy soil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2013-11-26 05:40:00-02","MO","MOBOT","100339400","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"J.R.I. Wood|H. Huaylla|Julia Gutiérrez R.","Wood 23315","2007","3","31","South America","Bolivia","Chuquisaca","Zudañez","A.N.M.I. el Palmar. Along trail from Thuruthuru towards El Palmar climbing above crossing of Río Missiones.","-64.8922222","-18.7025","2654.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"71","2012-08-29 11:51:00-03","MO","MOBOT","100513761","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"Fernando O. Zuloaga|Lone Aagesen|F. Biganzoli|Diego L. Salariato|Christian A. Zanotti","Zuloaga 11511","2010","2","10","South America","Argentina","Jujuy","Santa Bárbara","Ruta Provincial 6, Abra de los Morteros.","-64.4947222","-24.3005556","1425.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","1364374","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","G. Davidse (MO)","Michael H. Nee|Israel G. Vargas C.","Nee 43392","1992","12","30","South America","Bolivia","Santa Cruz","Florida","0.5 km W of center of Samaipata. Grazed hilltop, sandstone, partly open and partly brushy.","-63.88333","-18.18333","1700.00000000","1820.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","1796761","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Gerrit Davidse","Gerrit Davidse|T.P. Ramamoorthy","Davidse 10618","1976","2","25","South America","Brazil","Minas Gerais",NA,"Ca. 30 km SW of Campanha along Highways 267 and 381 to São Paulo. Cerrado.",NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1112"
"74","2014-08-15 13:15:00-03","MO","MOBOT","1802650","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Gerrit Davidse","Gerrit Davidse|T.P. Ramamoorthy","Davidse 10712","1976","2","27","South America","Brazil","Minas Gerais",NA,"13 km E of Lavras along Highway 265 to Barbacena.",NA,NA,"970.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1117"
"75","2008-05-27 22:02:00-03","MO","MOBOT","1807346","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","A. Guglieri","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11145","1976","3","11","South America","Brazil","Santa Catarina",NA,"17 km NE of the Santa Catarina-Rio Grande do Sul border as measured from the intersection of the Rio Pelotas and Highway BR-116. Low hills with treeless grassland along stream.",NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1156"
"76","2009-07-31 05:57:00-03","MO","MOBOT","2232680","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","José E. Montes","Montes 11238",NA,NA,NA,"South America","Argentina","Misiones","Candelaria","Loreto","-55.53333","-27.31666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2015-09-16 06:16:00-03","MO","MOBOT","225364","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"Benedict (Benjamin) Balansa","Balansa 4357","1883","4","3","South America","Paraguay","Paraguarí",NA,"Cerro Pelado près de Paraguari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA
"78","2011-01-31 07:11:00-02","MO","MOBOT","2341033","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","L.R. Parodi","Parodi 4512",NA,NA,NA,"South America","Argentina","Misiones","Capital","Posadas, Establecimiento Santa Inés","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2018-05-17 05:29:00-03","MO","MOBOT","2405011","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O., /06/","Fernando O. Zuloaga|Osvaldo Morrone|María E. Múlgura","Zuloaga 5794","1996","4","22","South America","Argentina","Misiones","Capital","Ruta Nac. 105, km 30, 7 km al N de San José, campo","-55.78333","-27.7","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2011-01-31 07:11:00-02","MO","MOBOT","2428529","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","L.R. Parodi","Parodi 6935",NA,NA,NA,"South America","Argentina","Misiones","Concepción","Concepciión de la Sierra","-55.51666","-27.98333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","2428545","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","SCHWARTZ","SCHWARTZ 6499",NA,NA,NA,"South America","Argentina","Misiones","San Ignacio","Colonia Corpus","-55.51666","-27.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","2428566","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","SCHWARTZ","SCHWARTZ 6484",NA,NA,NA,"South America","Argentina","Misiones","San Ignacio","Gobernador Roca","-55.45","-27.18333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2014-04-21 14:06:00-03","MO","MOBOT","2439439","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","J.L. Fontana","Fontana 94.56",NA,NA,NA,"South America","Argentina","Misiones","Apóstoles","Campo San Juan","-55.58333","-27.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2009-07-15 15:59:00-03","MO","MOBOT","2441484","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","R. Martínez Crovetto","Martínez Crovetto 8978",NA,NA,NA,"South America","Argentina","Misiones","Apóstoles","Apóstoles","-55.76666","-27.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2009-07-09 17:05:00-03","MO","MOBOT","2483488","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Renvoize, S. A.","Gert G. Hatschbach","Hatschbach 14726",NA,NA,NA,"South America","Brazil","Paraná",NA,"Arapoti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2009-10-24 07:41:00-02","MO","MOBOT","2517000","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","Angel L. Cabrera|Fernando O. Zuloaga","Cabrera 32388","1981","2","10","South America","Uruguay","Tacuarembo",NA,"Gruta de los Cuervos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2011-12-22 05:01:00-02","MO","MOBOT","2517510","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga, F. O.","Teodoro Rojas","Rojas 2784",NA,NA,NA,"South America","Paraguay","Concepción",NA,"San Salvador","-57.78333","-22.81666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2012-09-28 16:06:00-03","MO","MOBOT","2963417","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","F. O. Zuloaga","Steven Ginzbarg","Ginzbarg 376","1987","1","21","South America","Argentina","Corrientes","Ituzaingó","Rta. 12, 22km E acceso a Ituzaungó, lado N de ruta, media loma.","-56.45","-27.6166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"89","2009-07-17 07:39:00-03","MO","MOBOT","2963655","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","F. O. Zuloaga","Émile Hassler","Hassler 10986","1912","2","13","South America","Paraguay",NA,NA,"In regione calcarea cursus superioris fluminis Apa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2009-06-24 18:35:00-03","MO","MOBOT","2963955","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","F. O. Zuloaga","Agnes Chase","Chase 8696","1925","3","1","South America","Brazil","Minas Gerais",NA,"Between Sitio and Dr. Sá Fortes Serra Mantiqueira. Minas Geraes.",NA,NA,"1200.00000000","1225.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2009-06-24 18:35:00-03","MO","MOBOT","2964371","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","F. O. Zuloaga","Agnes Chase","Chase 9279","1925","3","28","South America","Brazil","Minas Gerais",NA,"Serra Do Cipó ( 110 km northeast of Bello Horizonte), Minas Geraes., campo with scatteres trees.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2010-01-25 20:07:00-02","MO","MOBOT","2964535","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","B. Rosengurtt","Troels M. Pedersen","Pedersen 11109","1975","2","19","South America","Brazil","Mato Grosso do Sul",NA,"Mun. Dowrados: some 20 km E of Itaúm on road to Dowrados. Sandy grassland.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","2964725","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","F. O. Zuloaga","Gert G. Hatschbach","Hatschbach 43533","1981","1","15","South America","Brazil","Paraná",NA,"Rod. BR-277, prox ao Rio Capivari (mun. Pameira) Parana. Campo seco, limpo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-02-09 04:34:00-02","MO","MOBOT","2964934","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","T. S. Filgueiras","Milward de Azevedo, Michaele Alvim","Milward de Azevedo 950","1991",NA,NA,"South America","Brazil","Distrito Federal",NA,"Area da FAL. Campo úmido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2009-06-24 20:49:00-03","MO","MOBOT","2965111","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga","Jason R. Swallen","Swallen 8311","1946","1","28","South America","Brazil","Paraná",NA,"Ponte Grossa, Paraná., campo. Estacao experimental.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2009-06-24 20:49:00-03","MO","MOBOT","2965214","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga","Jason R. Swallen","Swallen 8682","1946","2","25","South America","Brazil","Paraná",NA,"Jaguariaiva, Paraná. In small tufts on rather sterile sandy campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2009-06-24 20:49:00-03","MO","MOBOT","2965332","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","Zuloaga","Jason R. Swallen","Swallen 8771","1946","3","15","South America","Brazil","Paraná",NA,"Ponta Grosse, Paraná. Campo Fazenda de Crisacao.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2012-04-04 08:30:00-03","MO","MOBOT","2967318","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","F. Zuloaga","Fernando O. Zuloaga|Osvaldo Morrone|José F. Pensiero","Zuloaga 6368","1997","2","28","South America","Argentina","Jujuy","Santa Bárbara","Abra de los Morteros.","-64.4666667","-24.3","1380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"99","2009-07-10 17:57:00-03","MO","MOBOT","2967501","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","F. O. Zuloaga","Troels M. Pedersen","Pedersen 5482","1960",NA,NA,"South America","Argentina","Corrientes","Mburucuyá","Estancia Santa Teresa. Dry, sandy grasslands.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2010-11-21 08:41:00-02","MO","MOBOT","2967667","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","F. O. Zuloaga","G.J. Schwarz","Schwarz 6484","1948",NA,NA,"South America","Argentina","Misiones","San Ignacio","Goberbador Roca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2009-08-23 08:40:00-03","MO","MOBOT","3003827","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard",NA,"T. Herzog","Herzog 1896j","1911","3",NA,"South America","Bolivia","Santa Cruz",NA,"Cuesta de los Monos",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2008-05-27 22:02:00-03","MO","MOBOT","934959","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","peladoense","Panicum peladoense","Henrard","T. Killeen (USZ)","Timothy J. Killeen|E. Gutiérrez|M. Menacho","Killeen 5902","1993","10","23","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Los Fierros. Pampa transicional, entre pampa húmeda y cerrado. Recien quemado.","-60.86666","-14.6","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
