"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem","previousCatalogNumber"
"158","2019-11-01 14:57:00-03","UnB","UB","152028","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Castro, RM","2001","06",NA,"Castro, RM; Heluey, MA","228","2001","03","25","Brasil","Minas Gerais",NA,"Conceição do Ibitipoca. Parque estadual do Ibitipoca",NA,NA,NA,NA,NA,NA,"Arvoreta na borda da mata nebular, proximo ao curso d'agua. Folhas discolores. Flores alvas. Frutos avermelhados",NA,NA,"Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-01 14:57:00-03","UnB","UB","177259","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Pirani, JR","2011",NA,NA,"Mello-Silva, R","3275","2010","01","27","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca. Rio do Salto, próximo ao Lago Negro.","-43.894167","-21.706111","-43.894167","-21.706111","1372","1372","Árvore 8m alt. Folhas discolores, verde-claro na face abaxial. Sépalas verde-amarelado. Pétalas catanhas. Filetes alvos. Anteras amareladas. Frutos imaturos alvo-hialinos com tons rosados.; No leito do rio",NA,NA,"Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-11-01 14:57:00-03","UnB","UB","149310","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Pirani, JR","1998",NA,NA,"Sano, PT","627","1997","10","23","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Capão Redondo.","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"Flores pistiladas verde-vináceas.; Árvore 4m altura.",NA,NA,"Dicotyledoneae",NA,NA,"Southern America",NA,"26557","auto",NA,NA,NA,NA,NA
"161","2020-11-12 17:02:16-03","UEL","FUEL","48516","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Verdi, M","2010","10","18","Verdi, M; Souza, NL; Klemz, G; Klettenberg, DH","4947","2010","06","10","Brasil","Santa Catarina","Paulo Lopes","Setão do Campo/Parque Estadual da Serra do Tabulei, floresta ombrófila densa, interior de fragmento, estágio sucessional de mosaicos de inicial, médio a avançado","-48.755833","-27.893333","-48.755833","-27.893333","295","295",NA,NA,NA,"Tracheophyta","Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-11-12 17:02:16-03","UEL","FUEL","47982","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Aguiar, TH","2011","04","18","Pires, HH; et al.","s.n.","2009","11","28","Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Oxalidales",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA
"163","2020-11-12 17:02:16-03","UEL","FUEL","41401","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Vieira, FCS","2005",NA,NA,"Vieira, FCS","106","2005","04","25","Brasil","Santa Catarina","Joinville","Castelo dos Bugres","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Oxalidales",NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA
"164","2020-12-17 22:32:55-03","UFSC","FLOR","41139","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Verdi, M.","2010","10","18","Verdi, M.; Souza, N.L. de; Klemz, G.; Klettenberg, D.H.","4947","2010","06","10","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo, Parque Estadual da Serra do Tabuleiro","-48.755833","-27.893333","48º45'21''W","27º53'36''S","295","295","arbórea, 5m altura. Florística IFFSC 226. Duplicata de FURB 30000 Habitat: Floresta Ombrófila Densa no interior do fragmento, estádio suces. mosaicos de inicial, médio a avançado","FLOR0041139",NA,NA,"Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-12-17 22:32:55-03","UFSC","FLOR","65449","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Gasper, A.L. de","2010","09","20","Verdi, M.; Souza, N.L. de; Klemz, G.; Klettenberg, D.H.","4877","2010","06","08","Brasil","Santa Catarina","Paulo Lopes","Espraiado/Parque Estadual da Serra do Tabuleiro","-48.78","-27.99","48º46'48''W","27º59'24''S","329","329","arbórea;. Florística Projeto IFFSC (Inventário Florístico Florestal de Santa Catarina) 199 (Arbórea). Exsicata recebida de FURB 28604 Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento","FLOR0065449","FLOR0065449",NA,"Oxalidales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-17 22:32:55-03","UFSC","FLOR","94","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Cuatrecasas, J.","1960",NA,NA,"Klein, R.M.","2373","1959","12","16","Brasil","Santa Catarina","Blumenau","Morro Spitzkopf","-49.0661010742188","-26.9193992614746",NA,NA,"900","900","arvoreta,4m altura, flor branca. Duplicata de HBR 23355 Habitat: mata de topo","FLOR0000094",NA,NA,"Oxalidales",NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA
"167","2020-12-17 22:32:55-03","UFSC","FLOR","4164","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Cuatrecasas, J.","1955",NA,NA,"Klein, R.M.; Souza Sobrinho, R.J. de; Bresolin, A.","6479","1965","12","22","Brasil","Santa Catarina","Florianópolis","Canasvieiras, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"2","2","arbusto, 3m altura, flor branca Habitat: restinga","FLOR0004164",NA,NA,"Oxalidales",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"168","2021-03-04 15:43:03-03","IF","SPSF","32863","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,"F.A.R.D.P.Arzolla","375","2003","12","22","Brasil","RJ","Parati",NA,"-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales",NA,"América do Sul",NA,"34470","auto",NA,"Magnoliopsida",NA,NA,NA
"169","2021-03-04 15:43:03-03","IF","SPSF","24796","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,"D.Sampaio","66","1999","01","06","Brasil","SP","Iguape","E.Ecol.Chauás","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta Ombrofila densa&nf;;",NA,NA,"Magnoliophyta","Fabales",NA,"América do Sul",NA,"55628","auto",NA,"Magnoliopsida",NA,NA,NA
"170","2021-03-04 15:43:03-03","IF","SPSF","27674","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,"G.A.D.C. Franco","2996","2000","04","24","Brasil","SP","Mogi das Cruzes","floresta ombrofila densa","-46.1883010864258","-23.5228004455566",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales",NA,"América do Sul",NA,"28666","auto",NA,"Magnoliopsida",NA,NA,NA
"171","2021-03-04 15:43:03-03","IF","SPSF","17126","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,"C.V.Roderjam","1079","1992","10","22","Brasil","PR","Quatro Barras","morro Anhangava","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales",NA,"América do Sul",NA,"17116","auto",NA,"Magnoliopsida",NA,NA,NA
"172","2021-03-04 15:43:03-03","IF","SPSF","06188","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,"K.Kubitzki & A.C.Dias","81-24","1981","02","13","Brasil","SP","Cunha","P.E.Serra do Mar - Núcleo Cunha","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales",NA,"América do Sul",NA,"38855","auto",NA,"Magnoliopsida",NA,NA,NA
"173","2021-03-04 15:43:03-03","IF","SPSF","22738","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,"V.C.Souza","2528","1993","05","19","Brasil","SP","Itararé","campo","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales",NA,"América do Sul",NA,"27729","auto",NA,"Magnoliopsida",NA,NA,NA
"174","2021-03-04 15:43:03-03","IF","SPSF","22751","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,"V.C.Souza","4567","1993","10","30","Brasil","SP","Itararé","mata umida de encosta","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"Magnoliophyta","Fabales",NA,"América do Sul",NA,"27729","auto",NA,"Magnoliopsida",NA,NA,NA
"175","2021-03-04 15:43:03-03","IF","SPSF","04689","PreservedSpecimen","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor",NA,NA,NA,NA,NA,"E.Schwebel & O.Vecchi","102",NA,NA,NA,"Brasil","SP","Santo André","Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: alto da Serra&nf;;",NA,NA,"Magnoliophyta","Fabales",NA,"América do Sul",NA,"27258","auto",NA,"Magnoliopsida",NA,NA,NA
"176","2017-09-11 17:09:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Glaziou, AFM","1154",NA,NA,NA,"Brazil",NA,NA,"Habitat in Serra dos Orgãos pr. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"P14P2N0038 P14P2N0039",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"177","2017-09-11 17:09:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"?","s.n.",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P14P2N0038 P14P2N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2017-09-11 17:09:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Glaziou, AFM","843",NA,NA,NA,"Brazil",NA,NA,"Habitat in Serra dos Orgãos pr. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"P14P2N0038 P14P2N0039",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"179","2017-09-11 17:09:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Gardner, G","5722",NA,NA,NA,"Brazil",NA,NA,"Habitat in Serra dos Orgãos pr. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"P14P2N0038 P14P2N0039",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-02-18 08:30:35-03","IBt","SP","8793","S","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Duarte, C","215","1910","10",NA,"Brasil","São Paulo","Atibaia",NA,"-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21675","auto",NA,NA,NA,NA,NA
"181","2019-11-21 10:03:20-03","IBt","SP","246693","S","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Barros, F; Ribeiro, JELS","2059","1990","12","05","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Pico do Morro do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,"840","840",NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"182","2019-11-21 10:03:20-03","IBt","SP","245468","S","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Barros, F","s.n.","1990","09","12","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Trilha para o Pico do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA
"183","2020-07-02 08:39:52-03","IBt","SP","286689","S","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Souza, VC","9086","1995","09","04","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA
"184","2019-11-21 10:03:20-03","IBt","SP","36581","S","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Handro, O","s.n.","1935","11",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"Árvore pequena da mata",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA
"185","2019-11-21 10:03:20-03","IBt","SP","830","S","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Hoehne, FC","s.n.","1917","11","03","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"Árvore de 3-5m alt.",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA
"186","2019-11-21 10:03:20-03","IBt","SP","1198","S","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Schwebel, E","s.n.","1918","01","05","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA
"187","2020-08-13 18:01:49-03","IBt","SP","302782","S","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner",NA,NA,NA,NA,"Hoehne, FC","s.n.","1917","11","03","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"Árvore de 3-5m alt.",NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA
"188","2014-09-23 10:57:11-03","G","G","G00357651","S","Plantae","Cunoniaceae","Weinmannia","discolor","Weinmannia discolor","Gardner","Bernardi, L.","1960","01","01","Gardner, G.","5722",NA,NA,NA,"Brazil","Rio de Janeiro","Serra dos Orgãos",NA,"-43","-22.43333333","-43.0","-22.43333333",NA,NA,"Coordinate uncertainty: In a radius bigger than 3'500 m. Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=259259&base=img&lang=en","G00357651","G00357651",NA,NA,"TYPUS of Weinmannia discolor Gardner","AMERIQUE DU SUD",NA,NA,NA,NA,NA,NA,NA,NA
