"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","month","day","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"107","2017-09-11 16:27:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"Pohl, JBE","s.n.",NA,"Southern America","Brazil","Minas Gerais","Tanque","etiam in prov. Minarum prope Tanque observata est.",NA,NA,NA,NA,NA,"P14P2N0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2017-09-11 17:09:19-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"?","s.n.",NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Frequens in prov. Rio de Janeiro, e. gr. in monte Corcovado, in sylvis prope Mandiocca etc.","-43.2075","-22.9028",NA,NA,NA,"P14P2N0033",NA,NA,"57442",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2017-09-11 16:27:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"Riedel, L","s.n.",NA,"Southern America","Brazil","Minas Gerais","Tanque","etiam in prov. Minarum prope Tanque observata est.",NA,NA,NA,NA,NA,"P14P2N0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2017-09-11 16:27:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"Houlett, JB","s.n.",NA,"Southern America","Brazil","Minas Gerais","Tanque","etiam in prov. Minarum prope Tanque observata est.",NA,NA,NA,"Jun. in Sep. floret.",NA,"P14P2N0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2017-09-11 16:27:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Combretaceae","Terminalia","januariensis","Terminalia januariensis","DC.",NA,"Raddi, G","s.n.",NA,"Southern America","Brazil","Minas Gerais","Tanque","etiam in prov. Minarum prope Tanque observata est.",NA,NA,NA,NA,NA,"P14P2N0033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:03:15-03","IBt","SP","55578","S","Plantae",NA,NA,"Combretaceae","Terminalia","camuxa","Terminalia camuxa","Pickel","Pickel, B","Coelho de Moraes, J","s.n.","1954",NA,"Brasil","Pernambuco","Nazaré da Mata",NA,"-35.2277984619141","-7.74167013168335",NA,"Árvore, flores amarelo-esverdeadas, na mata em terreno baixo. 22-12-1954 (fl); 28-2-1956 (fr)","SP000499","SP000499","12","22","9456",NA,NA,"auto","1958",NA,NA,NA,NA,NA,"Syntype",NA,NA,NA
"113","2020-11-26 09:59:47-03","IBt","SP","385309","S","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"Oliveira, RP","773","2002",NA,"Brasil","Bahia","Maracás",NA,"-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,"04","23","50558",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:03:15-03","IBt","SP","200696","S","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.",NA,"Heringer, EP","18425","1983",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"10","23","70570",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2014-09-23 10:57:09-03","G","G","G00236052","S","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","Alwan, A.-R. A. & C. A. Stace","Raddi, G.",NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=182715&base=img&lang=en","G00236052","G00236052",NA,NA,NA,NA,NA,NA,"1981","01","01","-53.08972222","-10.77305556",NA,"LECTOTYPUS of Terminalia januarensis DC.",NA,NA,NA
"116","2014-09-23 10:57:09-03","G","G","G00236053","S","Plantae",NA,NA,"Combretaceae","Terminalia","januarensis","Terminalia januarensis","DC.","Alwan, A.-R. A. & C. A. Stace","Martius, C. F. P.","453","1839","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=182716&base=img&lang=en","G00236053","G00236053",NA,"00",NA,NA,NA,NA,"1981","01","01","-53.08972222","-10.77305556",NA,"ISOLECTOTYPUS of Terminalia macroptera Mart.",NA,NA,NA
