"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","class","typeStatus","eventTime","fieldNumber","relatedCatalogItem"
"43","2020-11-04 11:11:15-03","ESALQ","ESA","9899","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2001","11","22","Souza, V.C. ; Sakuragui, C.M.","1993","05","01","Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,"26557",NA,NA,NA,NA,"auto","3324.0",NA,NA,"ESA009899",NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:11:15-03","ESALQ","ESA","27123","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, A.O.","2003","01","24","Souza, V.C.; Souza, J.P.; Scalon, V.R.; Campos, F.J.","1996","01","10","Brasil","Minas Gerais","Santa Bárbara","Parque do Caraça. Serra de Catas Altas. Campo rupestre com mata nos trechos mais baixos.","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,NA,"Arbusto, ca. 30 cm alt.; corola laranja-vivo. Entre rochas.","auto","9979.0",NA,NA,"ESA027123",NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:11:15-03","ESALQ","ESA","82342","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H. E. Moore","Araújo, A.O.","2003","02","04","Araújo, A.O.; Duarte, A.R.; Mazine, F.F.; Tsuji, R.","2002","11","13","Brasil","Minas Gerais","Catas Altas","Serra do Caraça; trilha para Capelinha, 500 m do alojamento 78","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,NA,"erva 1-1,5 m; corola laranja-avermelhada com lobos amarelados, cálice verde ou arroxeados; frutos imaturos brancos (flor em álcool; fotos digitais)","auto","195.0",NA,NA,"ESA082342","ESA082342",NA,NA,NA,NA,NA
"46","2021-03-31 13:40:08-03","MN","R","231897","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E. Moore",NA,NA,NA,NA,"Ghizi, A.C.","1999","12","21","Brasil","Minas Gerais","Timbopeba","Estrada Timbopeba-Capanema",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"286",NA,NA,"R010034025",NA,NA,NA,NA,NA,NA
"47","2021-03-31 13:40:08-03","MN","R","232369","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E. Moore",NA,NA,NA,NA,"Alves, R.J.V.","1999","12","03","Brasil","Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,"10355",NA,NA,NA,NA,"auto","6842",NA,NA,"R010036809,R010036810",NA,NA,NA,NA,NA,NA
"48","2015-07-02 14:02:14-03","JBP","HPL","3092","S","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Martius) H.E. Moore","E.R. Salviani & H. Lorenzi","2000","03","17","E.R. Salviani & H. Lorenzi","2000","03","17","Brasil","MG","Ibitipoca","Coletado no Parque Estadual de Ibitipoca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1314",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2015-07-02 14:02:14-03","JBP","HPL","6883","S","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus",NA,"A. O. Araújo","2002","02","20","V.C. Souza & A. O. Araújo et al.","2002","02","20","Brasil","MG","Ouro Preto","Coletado na localidade de Camarinhas, em área de campo rupestre. S 20° 22' 08,7; W 43° 30' 30,5 - 1400 m.s.m.","-43.5081","-20.2875",NA,NA,"44599",NA,NA,NA,NA,"auto","28062",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2015-07-02 14:55:32-03","JBP","HPL","893","S","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.)H.E. Moore","R. Tsuji","2004","08","18","R. Tsuji, G.O. Romão e C. Delfini","2004","08","18","Brasil","MG","Ibitipoca","Parque Nacional de Ibitipoca, nas proximidades da queda d'água","-43.895806","-21.710222","43° 53' 44,9 W","21° 42' 36,8 S",NA,"1375","1375",NA,NA,NA,"464",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2015-07-02 14:55:32-03","JBP","HPL","891","S","Plantae",NA,NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart) H.E.Moore","R. Tsuji","2004","08","18","R. Tsuji, G.O. Romão e C. Delfini","2004","08","18","Brasil","MG","Ibitipoca","Parque Nacional de Ibitipoca, nas proximidades da queda d'água, ca. 500m da lanchonete em direção a ponte de pedra.","-43.895806","-21.710222","43° 53' 44,9 W","21° 42' 36,8 S",NA,"1375","1375",NA,NA,NA,"460",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-08-27 13:33:05-03","IAP","PACA-AGP","89425","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Gesneriaceae","Hypocyrta","glabra","Hypocyrta glabra","Hook.",NA,NA,NA,NA,"V. F. Nunes","1988","09","23","Brasil","RS","Porto Alegre","Campus do Vale, UFRGS, Viveiro I","-51.2299995422363","-30.0331001281738",NA,NA,"29946",NA,NA,NA,"epífita pendente, folhas brilhosas, dupla, flores alaranjadas com parte apical amarelada; HEDU 615. Habitat: cultivada como ornamental, meia sombra","auto",NA,NA,NA,"PACA089425",NA,"Magnoliatae",NA,NA,NA,NA
"53","2019-11-21 14:37:21-03","UFJF","CESJ","2505A","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","hirsutus","Nematanthus hirsutus","(Mart.) Wiehler","L.C. Pereira","2012","01","06","L. Roth","1953","10",NA,"Brasil","Minas Gerais","Nova Lima","Serra do Curral","-43.8466987609863","-19.9855995178223",NA,NA,"29211",NA,NA,NA,"Subarbusto da serra, sobre canga, flores urceoladas, alaranjadas.","auto","CESJ2505A","América do Sul",NA,"CESJ02505A",NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:37:23-03","UFJF","CESJ","22925","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","S.M.S. Verardo","1990","06","12","M.C. Brügger; et al.","1988","10","15","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Cachoeira Bonita, Minas Gerais - P.N.Caparaó - Cachoeira Bonita.",NA,NA,NA,NA,NA,NA,NA,NA,"Epífita às margens do rio.",NA,"FPNC351","América do Sul",NA,"CESJ022925","CESJ022925",NA,NA,NA,NA,NA
"55","2019-11-21 14:37:23-03","UFJF","CESJ","24458","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","M. Eiterer","1991","04","05","L. Krieger","1984","05","18","Brasil","Minas Gerais","Piedade","Minas Gerais - Piedade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CESJ24458","América do Sul",NA,"CESJ024458",NA,NA,NA,NA,NA,NA
"56","2019-11-21 14:37:23-03","UFJF","CESJ","9770","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","A. Chautems","1989","02","10","L. Krieger","1970","02","19","Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,NA,"Rupícola (min. de ferro) folhas carnosas, flores urceoladas, alaranjadas - cinábrio.","auto","CESJ9770","América do Sul",NA,"CESJ009770",NA,NA,NA,NA,NA,NA
"57","2020-06-30 18:32:15-03","UFJF","CESJ","66381","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","B. Moreira","2014","12","12","B. Moreira; L.C.D. Dias","2014","11","15","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás das casas dos gestores","-43","-21.715278","-43","-21.715278",NA,"1340","1340",NA,"Subarbusto, ca. 1m, flores laranja/amarelas",NA,"27","América do Sul",NA,"CESJ066381",NA,NA,NA,NA,NA,NA
"58","2019-11-21 14:37:23-03","UFJF","CESJ","67400","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","J.G.F. Mendonça","2015","12","10","J.G.F. Mendonça; E. Landroz; N. Espada","2015","11","22","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Subida para o Chapadão","-44.742814","-22.141556","-44.742814","-22.141556",NA,"1900","1900",NA,"Arbusto, 1,20. Floresta Ombrófila Densa Altomontana. Folhas levemente discolores, cálice verde e permanente, corola laranja avermelhada com base mais clara; carpelo alvo, estames amarelos.",NA,"129","América do Sul",NA,"CESJ067400",NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:37:23-03","UFJF","CESJ","67838","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","L. Menini Neto","2015",NA,NA,"D.E.F. Barbosa; G.A. Basilio; S.G. Furtado; L. Menini Neto","2015","03","28","Brasil","Minas Gerais","Lima Duarte","Conceição de Ibitipoca, Fazenda do Tanque, Floresta semidecidual montana","-43.913333","-21.698611","-43.913333","-21.698611",NA,"1300","1300",NA,"Epífita facultativa a 2m. Flor com pétalas laranja e borda amarela. Folhas verde com parte abaxial discolor. Interior de mata.",NA,"223","América do Sul",NA,"CESJ067838",NA,NA,NA,NA,NA,NA
"60","2019-11-21 14:37:23-03","UFJF","CESJ","69277","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","G.B. Oliveira","2017","06",NA,"G.B. Oliveira; L.V.V. Cruz; M.A. Manhães; A. Cabral","2016","10","24","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta dos Coelhos, 15-20m da entrada da gruta","-43.895556","-21.710833","-43.895556","-21.710833",NA,"1360","1360",NA,NA,NA,"347","América do Sul",NA,"CESJ069277",NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:37:23-03","UFJF","CESJ","71244","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","L.C. Pereira","2018","08",NA,"V.A.O. Dittrich; A. Salino; L.A. Echternacht; F.S. Souza; J.Y. Dubuisson; C. Chaussidon","2008","04","29","Brasil","Minas Gerais","Rio Preto","Serra do Funil, Ninho da Égua","-43.888861","-21.973778","-43.888861","-21.973778",NA,"1400","1400",NA,"Rupícola em orla de floresta nebular. Corola vermelha.",NA,"1576","América do Sul",NA,"CESJ071244",NA,NA,NA,NA,NA,NA
"62","2019-11-21 14:37:23-03","UFJF","CESJ","24262","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","T. Lopes","2004","07","12","L. Krieger; M.C. Brügger","1989","10","11","Brasil","Minas Gerais","Lima Duarte","Nascente do Pirapitinga, Minas Gerais - Lima Duarte - Nascente do Pirapitinga.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"Na mata de encosta arenítica, folhas e caule suculentos. Flor ureceolada, quase esférica, vermelha.","auto","CESJ24262","América do Sul",NA,"CESJ024262",NA,NA,NA,NA,NA,NA
"63","2020-11-09 19:01:09-03","UFJF","CESJ","62613","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","L. Menini Neto","2013","04","20","D.R. Gonzaga; L. Menini Neto; S.G. Furtado","2013","04","20","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata da Gruta do Cruzeiro.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"Epífita facultativa, interior de mata; folha discolor; flores de corola laranja e lóbulo amarelo,","auto","229","América do Sul",NA,"CESJ062613",NA,NA,NA,NA,NA,NA
"64","2020-11-09 19:01:09-03","UFJF","CESJ","32687","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","V. J. Pereira","2002","12",NA,"F.R.G. Salimena","2000","12",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Minas Gerais - Conceição do Ibitipoca. Parque Estadual do Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,NA,"auto","s.n.","América do Sul",NA,"CESJ032687",NA,NA,NA,NA,NA,NA
"65","2020-11-09 19:01:09-03","UFJF","CESJ","25768","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","M. Eiterer","1992","03","19","M. Eiterer; G.S. Freitas","1992","02","23","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Minas Gerais - Conceição do Ibitipoca - Parque Estadual Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"Aceiro, na trilha para a cachoeirinha, sobre pedra, local ensolarado.","auto","066","América do Sul",NA,"CESJ025768",NA,NA,NA,NA,NA,NA
"66","2020-11-09 19:01:09-03","UFJF","CESJ","25763","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","M. Eiterer","1992","03","10","M. Eiterer; G.S. Freitas","1992","02","22","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Minas Gerais - Conceição do Ibitipoca - Parque Fl. Est. Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"No lago dos Espelhos, na mata, local sombreado, corola laranjada, lobos amarelos, folhas carnosas, polén creme.","auto","025","América do Sul",NA,"CESJ025763",NA,NA,NA,NA,NA,NA
"67","2020-11-09 19:01:09-03","UFJF","CESJ","24678","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","M. Eiterer","1991","06","07","F.R.G. Salimena; Pires","1991","05","19","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Minas Gerais - Conceição do Ibitipoca - Parque Florestal Estadual de Ibitipoca - Próximo à gruta dos Coelhos.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"Arbusto ca. 40cm, em local sombrio à beira da mata. Corola vermelha com lobos amarelo.","auto","s.n.","América do Sul",NA,"CESJ024678",NA,NA,NA,NA,NA,NA
"68","2020-11-09 19:01:09-03","UFJF","CESJ","25311","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","M. Eiterer","1991","06",NA,"M. Eiterer; R.C. Oliveira","1991","06","19","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Minas Gerais - Conceição do Ibitipoca - P. Fl. Est. Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"Proximidades do Cruzeiro, entre árvores, ca.3m, 7 caules saindo do solo, pendentes, local sombreado.","auto","s.n.","América do Sul",NA,"CESJ025311",NA,NA,NA,NA,NA,NA
"69","2020-11-09 19:01:09-03","UFJF","CESJ","25470","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","A. Chautems","1999","05",NA,"F.R.G. Salimena; G.M.Gomes; R.C. Oliveira; M.V. Alves","1991","06","29","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Minas Gerais - Conceição do Ibitipoca - Pq. fl. Est. Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"No camping. Arbusto, ca. 1,2m, flores alaranjadas na mata.","auto","s.n.","América do Sul",NA,"CESJ025470",NA,NA,NA,NA,NA,NA
"70","2020-06-30 18:32:15-03","UFJF","CESJ","26224","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","R.C. Oliveira","1992","12","05","R.C. Oliveira","1992","12","05","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Minas Gerais - Lima Duarte - PFE Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"Na beira da mata, atrás do alojamento, flores alaranjadas.","auto","131","América do Sul",NA,"CESJ026224",NA,NA,NA,NA,NA,NA
"71","2020-06-30 18:32:15-03","UFJF","CESJ","30740","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","S.M.S. Verardo","1999","09",NA,"M.A. Manhães","1999","08",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Minas Gerais, Parque Estadual de Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"Bosque entre o Centro de Informações e o Camping.","auto","36","América do Sul",NA,"CESJ030740",NA,NA,NA,NA,NA,NA
"72","2020-11-09 19:01:09-03","UFJF","CESJ","25890","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","M. Eiterer","1993","02","14","M.L.G. Lisboa","1991","11","30","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Minas Gerais - Parque Estadual de Ibitipoca, Prainha.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"Ca. 1,0m comp. Flores vermelho-escuro.","auto","s.n.","América do Sul",NA,"CESJ025890",NA,NA,NA,NA,NA,NA
"73","2020-06-30 18:32:15-03","UFJF","CESJ","28952","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","L.G. Rodela",NA,NA,NA,"G. L. Rodela","1996","02","27","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Minas Gerais - Parque Estadual do Ibitipoca, mata diliar em cabeceira de drenagem, Gruta da Cruz, ap. 1650 msm.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"Folhas grossas e felpudas. Flor alaranjadas, parecendo um saco.","auto","Q15-128","América do Sul",NA,"CESJ028952",NA,NA,NA,NA,NA,NA
"74","2020-11-09 19:01:09-03","UFJF","CESJ","8644","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","A. Chautems","1989","02","10","L. Krieger; Marilene","1970","05","12","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Serra de Ibitipoca - MG.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"Epífita, flores cinabarinas, urceoladas.","auto","CESJ8644","América do Sul",NA,"CESJ008644",NA,NA,NA,NA,NA,NA
"75","2020-11-09 19:01:09-03","UFJF","CESJ","9255","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","A. Chautems","1989","02","10","L. Krieger; U.C. Câmara","1970","09","27","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Serra do Ibitipoca - MG","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"Saxicola, às vezes epífita, heliófila. Flores vermelho vivo, 1650m s.m.","auto","CESJ9255","América do Sul",NA,"CESJ009255",NA,NA,NA,NA,NA,NA
"76","2019-11-21 14:37:23-03","UFJF","CESJ","43989","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","J.Blaser","2006","06",NA,"C.N. Matozinhos; N.L. Abreu; B.F.Mello; F.S. Souza","2005","04","25","Brasil","Minas Gerais","Rio Preto","Serra Negra, Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,"20815",NA,NA,NA,"Planta herbácea, em campo rupestre. Flores alaranjadas com ápice amarelo.","auto","218","América do Sul",NA,"CESJ043989",NA,NA,NA,NA,NA,NA
"77","2019-11-21 14:37:23-03","UFJF","CESJ","24839","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","A. Chautems","1992","02","10","F.R.G. Salimena; et al.","1991","04","13","Brasil","Minas Gerais","Bom Jardim de Minas","Minas Gerais - Bom Jardim de Minas","-44.1911010742188","-21.9472007751465",NA,NA,"20996",NA,NA,NA,"Flores vermelhas, lóbos amarelos.","auto","308","América do Sul",NA,"CESJ024839",NA,NA,NA,NA,NA,NA
"78","2020-11-09 19:01:09-03","UFJF","CESJ","13168","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","A. Chautems","1989","02","10","L. Krieger","1973","11","01","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, MG - Serra de Ibitipoca (1750m s.n.m.)","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"Epifita ou rupicola, folhas carnosas, ramos um tanto pendente, flores vermelho-alaranjado, urceolar, bordos do limbo amarelo.","auto","CESJ13168","América do Sul",NA,"CESJ013168",NA,NA,NA,NA,NA,NA
"79","2020-11-09 19:01:09-03","UFJF","CESJ","8535","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","A. Chautems","1989","02","10","L. Krieger","1970","05","13","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Serra de Ibitipoca - MG","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,NA,"Rupicola, flores vermelhas, bordas amareladas, folhas cremosas.","auto","CESJ8535","América do Sul",NA,"CESJ008535",NA,NA,NA,NA,NA,NA
"80","2019-11-21 14:37:23-03","UFJF","CESJ","25880","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","A. Chautems","1992","02","08","M.C. Brügger; E. P. Santos","1992","02","08","Brasil","Minas Gerais","Olaria","S. Fco. do Prata, S. das Flores, Minas Gerais - Olaria, S. Fco. do Prata, S. das Flores (Faz. Cachoeirinha).","-43.937198638916","-21.8607997894287",NA,NA,"15222",NA,NA,NA,"Afloramento de quartzito, no lado oposto à sede da Fazenda. Altitude de mais ou menos 1.400 m. Rupícola, cálice verde, corola alaranjada com boca amarela.","auto","s.n.","América do Sul",NA,"CESJ025880",NA,NA,NA,NA,NA,NA
"81","2019-11-21 14:37:23-03","UFJF","CESJ","41790","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","J.Blaser","2006","05","10","A.J. Fernandes Júnior; K. Antunes; A.S.M. Valente; C.N. Matozinhos; L.C.S. Assis; F.R.G. Salimena","2004","02","23","Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,NA,"20815",NA,NA,NA,NA,"auto","107","América do Sul",NA,"CESJ041790",NA,NA,NA,NA,NA,NA
"82","2019-11-21 14:37:23-03","UFJF","CESJ","46682","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","J.Blaser","2006","05","21","V. Belchior; T. Mota; C.N. Matozinhos; T.U.P. Konno; L. Menini Neto; P.L. Viana; N.L. Abreu","2006","01","20","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da égua","-43.8278007507324","-22.0891990661621",NA,NA,"20815",NA,NA,NA,"Erva de folhas membranáceas, flores vermelhas.","auto","12","América do Sul",NA,"CESJ046682",NA,NA,NA,NA,NA,NA
"83","2019-11-21 14:37:23-03","UFJF","CESJ","48789","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","J.Blaser","2007","05","05","F.R.G. Salimena; P.H. Nobre","2007","02","10","Brasil","Minas Gerais","Santa Bárbara do Monte Verde","Serra Negra, Fazenda Cachoeira Alta. Pé da Serra, área de pastagem. 21º57'57,2W, 43º50'21,1W. Ca. 1072 m.s.m.","-43.7022018432617","-21.9591999053955",NA,NA,"16174",NA,NA,NA,"Erva em afloramento, flores laranja, borda da corola amarela.","auto","2387","América do Sul",NA,"CESJ048789",NA,NA,NA,NA,NA,NA
"84","2019-11-21 14:37:23-03","UFJF","CESJ","46914","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","L. Menini Neto; L.C.Pereira","2011","05",NA,"F.M. Ferreira; C.N. Matozinhos; M.C.M. Garcia; A.L.C.Lima","2006","02","26","Brasil","Minas Gerais","São Tomé das Letras","São Tomé das Letras, Brasil, Minas Gerais - São Tomé das Letras.","-44.9852981567383","-21.7222003936768",NA,NA,"16076",NA,NA,NA,"Subarbusto prostrado saxicola no campo rupestre. Flores laranjadas com o àpice da corola amarelo.","auto","931","América do Sul",NA,"CESJ046914",NA,NA,NA,NA,NA,NA
"85","2019-08-20 10:15:43-03","UNICAMP","UEC","128162","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","strigillosus","Nematanthus strigillosus","(Mart.) H.E.Moore","Araújo, AO","2002",NA,NA,"Bortoleto, S; Rodrigues, RR; Araújo, AO; Freire, RAP; Capretz, RL; Castellen, M","2002","04","20","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho, Núcleo São Miguel Arcanjo.","-47.988889","-24.716667","-47.988889","-24.716667",NA,NA,NA,NA,"flor, Erva de 25 cm. Folhas suculentas discolores. Cálice verde, corola laranja com lobos amarelos. Floresta estacional semidecidual-Floresta ombrófila densa montana. Borda de floresta.",NA,"38",NA,NA,"UEC135112","UEC135112",NA,NA,NA,NA,NA
