"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","class","individualCount","fieldNumber"
"155","2020-05-08 11:10:35-03","UEFS","HUEFS","146666","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Hatschbach, G.","31586","1973","02","14",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Fda. Palacio.","-43.7449989318848","-19.513599395752",NA,NA,"HUEFS0146666","HUEFS0146666",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"156","2019-09-04 18:20:32-03","F","FMNH-SEEDPLANTS","V0058318F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,NA,"Mello Barreto","6476","1933","9","2","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0058318F","V0058318F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","Dicotyledoneae",NA,NA
"157","2018-05-14 17:13:13-03","F","FMNH-SEEDPLANTS","V0163177F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,"RRC ID Flag","A. P. Duarte","6475",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,"V0163177F","V0163177F_01 V0163177F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"6475"
"158","2015-03-07 01:37:41-03","F","FMNH-SEEDPLANTS","V0163178F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0163178F","V0163178F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"159","2015-03-07 01:37:41-03","F","FMNH-SEEDPLANTS","V0163179F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0163179F","V0163179F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"160","2020-04-29 16:29:52-03","UFVJM","HDJF","6886","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Faria, JEQ","Faria, JEQ; Chaves, DA","7952","2017","06","29","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, na estátua do Juquinha","-43.553056","-19.256111",NA,NA,"HDJF006886",NA,"1348","1348",NA,NA,"2017","06",NA,"-43.553056","-19.256111",NA,NA,NA,NA
"161","2019-01-25 15:41:01-02","IAC","IAC","41100","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","W.A. Archer & H.L.M. Barreto","W.A. Archer & H.L.M. Barreto","5019","1936","08","06",NA,"Brasil","Minas Gerais","Santa Luzia","Serra do Cipó, 131 km, Palácio","-43.8514","-19.7697",NA,NA,NA,NA,NA,NA,NA,NA,"1936","08","06","-43.8514","-19.7697",NA,NA,NA,NA
"162","2020-07-23 12:14:27-03","CEPLAC","CEPEC","139307","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","barretoi","Mimosa barretoi",NA,"L. M. Borges","L. M. Borges","97","2006","04","22",NA,"Brasil","Minas Gerais","santana do riacho","Lapinha. Contrafortes ocidentais da Serra do Cipó.","-43.676667","-19.101389",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,"43W40'36","19S6'5",NA,NA,NA,NA
"163","2019-11-01 15:00:06-03","UnB","UB","17406","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barneby, R","Irwin, HS; Maxwell, H; Wasshausen, DC","20216","1968","02","16","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó, Km 132 ca. 153km N of Belo Horizonte",NA,NA,NA,"Heads yellow.; Shrub 1,5m; Cerrado outcrop. Gallery forest and adjacent cerrado and campo slopes.",NA,NA,"1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-11-01 15:00:06-03","UnB","UB","17407","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barneby, R","Anderson, WR; Stieber, M; Kirkbride Junior, JH","36070","1972","02","17","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,"Shrub 2m; Edge of forest. Forest along stream, adjacent rocky and grassy hillsides, and grassy campo on top of. Solo: Sandy soil with sandstone.",NA,NA,"1200","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-11-01 15:00:06-03","UnB","UB","19022","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barneby, R","Heringer, EP","6231","1958","03","06","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-01 15:00:07-03","UnB","UB","19023","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barneby, R","Irwin, HS","20523","1968","02","19","Southern America","Brasil","Minas Gerais",NA,"Serra do Cipó, km 135 (ca. 150km N. of Belo Horizonte)",NA,NA,NA,"Heads yellow.; Shrub 3m; Disturbed gallery margin. Campo and gallery margin.",NA,NA,"1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-01 15:00:07-03","UnB","UB","413","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Barneby, R","Heringer, EP","6231","1958","03","06","Southern America","Brasil","Minas Gerais","Serra do Cipó","Serra do Cipó",NA,NA,NA,".",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-10-03 10:03:46-03","UFSCar","SORO","2382","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Savassi-Coutinho, A.P.; Souza, V.C.; Rando, J.G.","968","2006","01","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-10-03 10:03:46-03","UFSCar","SORO","2420","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Savassi-Coutinho, A.P.; Souza, V.C.; Rando, J.G.","975","2006","01","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Arredores do córrego Três Pontinhas","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-03-05 16:10:02-03","MN","R-TIPOS","34370a","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Hoehne, F.C.","Mello Barreto, H.L.","6479","1935","04","14",NA,"Brasil","Minas Gerais","Santa Luzia","Serra do Cipó","-43.8513984680176","-19.7696990966797",NA,NA,"R000034370a","R000034370a_001",NA,NA,"19939","auto",NA,NA,NA,NA,NA,"Isolectotypus de Mimosa barretoi Hoehne",NA,NA,NA
"171","2021-03-05 16:10:02-03","MN","R-TIPOS","34370","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Hoehne, F.C.","Mello Barreto, H.L.","6479","1935","04","14",NA,"Brasil","Minas Gerais","Santa Luzia","Serra do Cipó","-43.8513984680176","-19.7696990966797",NA,NA,"R000034370","R000034370_001",NA,NA,"19939","auto",NA,NA,NA,NA,NA,"Lectotypus de Mimosa barretoi Hoehne",NA,NA,NA
"172","2021-02-08 12:42:06-03","UFRGS","ICN","020355a","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Magalhães, M","Magalhães, M",NA,NA,NA,NA,"América do Sul","Brasil","MG","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,"Flor amarela- floresce I, II, IV, VIII e IX; arbusto de 1 a 3m;&nf;Frequencia: colonias de poucos indivíduos; Em lugar úmido km 128 na capoeira (orla);","ICN00017664","ICN00017664 ICN00017664_1",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-02-08 12:42:06-03","UFRGS","ICN","021355","S","Plantae","Dicotyledon",NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Magalhães, M","Magalhães, M","2661",NA,NA,NA,"América do Sul","Brasil","MG","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-11-21 10:06:08-03","IBt","SP","107849","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Handro, O","Glassman, SF","8083","1965","07","11",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"1290","1290",NA,NA,"1965","09",NA,NA,NA,NA,NA,NA,NA
"175","2019-11-21 10:06:08-03","IBt","SP","192964","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Giulietti, AM; et al.","CFSC5657","1979","08","15",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-11-21 10:06:08-03","IBt","SP","145024","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Semir, J; et al.","CFSC4164","1973","04","30",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, km 124 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-11-21 10:06:08-03","IBt","SP","145346","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Semir, J","CFSC4424","1973","09","05",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, km 126 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-11-21 10:06:08-03","IBt","SP","145341","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Semir, J","Semir, J; Sazima, M; Giulietti, AM","CFSC4343","1973","09","03",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, km 126 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-21 10:06:08-03","IBt","SP","145019","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Mantovani, A","Joly, AB; Semir, J","CFSC3010","1972","08","20",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 128 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"31264","auto","1984","07",NA,NA,NA,NA,NA,NA,NA
"180","2019-11-21 10:06:08-03","IBt","SP","143933","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Mantovani, A","Semir, J; Menezes, N; Sazima, M; Giulietti, AM","CFSC4164","1973","04","30",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, km 138 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"31264","auto","1984","07",NA,NA,NA,NA,NA,NA,NA
"181","2019-11-21 10:06:08-03","IBt","SP","38122","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Mello Barreto","Sampaio, AJ","6712","1934","02","01",NA,"Brasil","Minas Gerais","Santa Luzia","Serra do Cipó, K. 128 - Palacio","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-21 10:06:08-03","IBt","SP","38123","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Mello Barreto","Archer, WA; Mello Barreto","5019","1936","08","06",NA,"Brasil","Minas Gerais","Santa Luzia","Serra do Cipó, k. 131 - Palacio","-43.8513984680176","-19.7696990966797",NA,NA,NA,NA,NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-21 10:06:08-03","IBt","SP","38121a","Extra","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Hoehne, FC","Mello Barreto","6476","1933","09","02",NA,"Brasil","Minas Gerais","Santa Luzia","Serra do Cipó, Km 128, Palácio. Capoeirinha em lugar úmido","-43.8513984680176","-19.7696990966797",NA,"Arbusto 3 m, flor amarela","SP001088","SP001088",NA,NA,"19939","auto",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA
"184","2019-11-21 10:06:08-03","IBt","SP","38121","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Hoehne, FC","Mello Barreto","6476","1933","09","02",NA,"Brasil","Minas Gerais","Santa Luzia","Serra do Cipó, Km 128, Palácio. Capoeirinha em lugar úmido","-43.8513984680176","-19.7696990966797",NA,"Arbusto 3 m, flor amarela","SP001087","SP001087",NA,NA,"19939","auto",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA
"185","2021-03-03 13:40:38-03","IBt","SP","453286","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne",NA,"Versieux, LM","486","2009","04","26",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-11-21 10:06:08-03","IBt","SP","477154","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Savassi-Coutinho, AP","Savassi-Coutinho, AP; Souza, VC; Rando, JG","975","2006","01","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Arredores do córrego Três Pontinhas","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2019-11-21 10:06:08-03","IBt","SP","477155","S","Plantae",NA,NA,"Fabaceae","Mimosa","barretoi","Mimosa barretoi","Hoehne","Savassi-Coutinho, AP","Savassi-Coutinho, AP; Souza, VC; Rando, JG","968","2006","01","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Próximo a entrada da fazenda da Cachoeira da Capivara, beira da estrada em área de plantio de eucalipto","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
