"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"99","2020-10-01 14:23:55-03","JBB","HEPH","18859","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Aguiar, SNF","Nóbrega, MGG; Oliveira, MS","1804","2003","01","01","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Acima da Area de Lazer pista que da acesso a CAESB","-47.85","-15.866667","1025","1025",NA,NA,NA,NA,NA,"2005",NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"100","2020-10-01 14:23:55-03","JBB","HEPH","21683","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Aguiar, SNF","Azevedo, INC de; Paiva, VF","343","2005","03","31","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Área do Cristo Redentor","-47.85","-15.866667","1025","1025",NA,NA,NA,NA,NA,"2005",NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"101","2020-10-01 14:23:55-03","JBB","HEPH","21719","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Aguiar, SNF","Moreira, KRS; Azevedo, INC de","101","2005","04","07","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília próximo a Caesb","-47.847778","-15.873889","105","105",NA,NA,NA,NA,NA,"2005",NA,NA,NA,"-47.847778","-15.873889",NA,NA,NA,NA,NA,NA
"102","2020-10-01 14:23:55-03","JBB","HEPH","14834","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Aguiar, SNF","Walter, BMT","4007","1998","01","22","Southern America","Brasil","Distrito Federal","Riacho Fundo","Fazenda Sucupira Região entre Recanto das Emas e Riacho Fundo","-48","-15.9","1100","1100",NA,NA,NA,NA,NA,"2005",NA,NA,"11","-48","-15.9",NA,"05",NA,NA,NA,NA
"103","2020-10-01 14:23:55-03","JBB","HEPH","260","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Wurdack, JJ","Heringer, EP","7821","1961","01","04","Southern America","Brasil","Distrito Federal","Guará","Horto do Guará",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1963",NA,NA,"07",NA,NA,NA,"27",NA,NA,NA,NA
"104","2020-04-24 17:16:04-03","JBB","HEPH","27502","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Oliveira, MS","Carvalho, FJ de; Moreira, HJC","232","2010","10","07","Southern America","Brasil","Distrito Federal","Gama","Ponte Alta (Gama-DF)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-10-01 14:23:55-03","JBB","HEPH","27707","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Vidal, JRB","Carvalho, FJ de; Moreira, HJC","373","2010","11","08","Southern America","Brasil","Distrito Federal","Planaltina","Nucleo Rural Pipiripau",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011",NA,NA,"05",NA,NA,NA,"11",NA,NA,NA,NA
"106","2020-10-01 14:23:55-03","JBB","HEPH","27718","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Paiva, VF; Oliveira, MS","Carvalho, FJ de; Moreira, HJC","383","2010","12","07","Southern America","Brasil","Distrito Federal","Planaltina","Nucleo Rural Pipiripau",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010",NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-10-01 14:23:55-03","JBB","HEPH","31636","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Gouvêa, APML","Gouvêa, APML; Chacon, RG; Oliveira, RC; Sosin, J; Correia, LG","9","2016","01","13","Southern America","Brasil","Distrito Federal","Brasília","Parque Ecológico Bernardo Sayão, Altura do conjunto 4-5 da QI 27, Lago Sul, à esquerda da DF-027 (EPJK - pista que dá acesso a ponte JK)","-47.816944","-15.8425","1087","1087",NA,"planta rara",NA,NA,NA,"2016",NA,NA,"02","-47.816944","-15.8425",NA,"18",NA,NA,NA,NA
"108","2020-10-01 14:23:55-03","JBB","HEPH","33555","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Chacon, RG","Soares, ACA; Silveira, CD","421","2017","12","20","Southern America","Brasil","Goiás","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji","-48.941389","-15.716667","1154","1154",NA,NA,NA,NA,NA,"2018",NA,NA,"03","-48.941389","-15.716667",NA,NA,NA,NA,NA,NA
"109","2021-01-29 16:15:20-03","JBB","HEPH","37390","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Romero, R","Nakajima, JN; Pacheco, RA; Volpi, RL; Silva, SM","3373","2002","12","06","Southern America","Brasil","Minas Gerais","Delfinópolis","Trilha para Cachoeira Triângulo, Fazenda Zé Antunes","-46.767222","-20.3425","996","996",NA,NA,NA,NA,NA,"2003",NA,NA,"07","-46.767222","-20.3425",NA,NA,NA,NA,NA,NA
"110","2021-01-29 16:15:20-03","JBB","HEPH","37400","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Romero, R","Volpi, RL; Pacheco, RA; Nakajima, JN; Silva, SM","327","2002","12","05","Southern America","Brasil","Minas Gerais","Delfinópolis","Estrada para Paraíso Perdido, Faz. José Antunes","-46.812778","-20.335","808","808",NA,NA,NA,NA,NA,"2003",NA,NA,"07","-46.812778","-20.335",NA,NA,NA,NA,NA,NA
"111","2020-10-01 14:23:55-03","JBB","HEPH","5537","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Munhoz, CBR","Ramos, AE","825A","1987","01","08","Southern America","Brasil","Distrito Federal","Sobradinho","Fercal",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-10-01 14:23:55-03","JBB","HEPH","8707","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Aguiar, SNF","Munhoz, CBR","69","1993","12","30","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667","1025","1025",NA,NA,NA,NA,NA,"2005",NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA,NA
"113","2020-10-01 14:23:55-03","JBB","HEPH","9668","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Guimarães, P","Nóbrega, MGG","37","1994","03","21","Southern America","Brasil","Tocantins","Palmas","Serra do Lajeado","-48.270556","-10.124444",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,"-48.270556","-10.124444",NA,NA,NA,NA,NA,NA
"114","2020-10-01 14:23:55-03","JBB","HEPH","9748","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Munhoz, CBR","Bucci, FFB; Jesus, FPR de","169","1994","03","17","Southern America","Brasil","Tocantins","Palmas","Serra do Lajeado","-48.095833","-10.253611",NA,NA,NA,NA,NA,NA,NA,"1994",NA,NA,NA,"-48.095833","-10.253611",NA,NA,NA,NA,NA,NA
"115","2020-10-01 14:23:55-03","JBB","HEPH","9848","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Munhoz, CBR","Bucci, FFB","269","1994","03","22","Southern America","Brasil","Tocantins","Palmas","Serra do Lajeado, Trilha que vai p/ a Cachoeira da Faz. Roncadeira","-48.127778","-10.295833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.127778","-10.295833",NA,NA,NA,NA,NA,NA
"116","2020-10-01 14:23:55-03","JBB","HEPH","27585","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Oliveira, MS","Carvalho, FJ de; Moreira, HJC","315","2010","11","28","Southern America","Brasil","Distrito Federal","Brasília","Contorno do Parque Nacional com a estrada do poço azul","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"2010","70570","auto","11",NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-10-01 14:23:55-03","JBB","HEPH","3358","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Aguiar, SNF","Alves, MA","80","1983","04","12","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.9296989440918","-15.7797002792358","1025","1025",NA,NA,NA,NA,NA,"2005","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-10-01 14:23:55-03","JBB","HEPH","23542","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Oliveira, MS","Azevedo, INC de","393","2008","02","22","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - área do Cristo Redentor, próximo ao curso d'água","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"2008","70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-10-01 14:23:55-03","JBB","HEPH","29985","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Oliveira, MS","Soares, ACA; Oliveira, MS","83","2013","11","29","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica Jardim Botânico de Brasília - Próximo a vereda entre a cerca do IBGE e EEJBB","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"2013","70570","auto","11",NA,NA,NA,"29",NA,NA,NA,NA
"120","2020-10-01 14:23:55-03","JBB","HEPH","27518","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Paiva, VF","Carvalho, FJ de; Moreira, HJC","248","2010","11","14","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros.","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,NA,"2011","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-11 11:38:39-03","UFMG","BHCB","162246","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.",NA,"Rocha, MJR; Versiane, AFA; Pacheco, RA","922","2013","02","21","Southern America","Brasil","Goiás","Cocalzinho de Goiás","Serra dos Pirineus, Estrada para a cidade de Pedras.","-48.890056","-15.725444","1212","1212",NA,"Subarbusto 60 cm de altura. Pétalas e estames roxos; tricomas do conectivo alvo",NA,NA,NA,"2013",NA,NA,"02","-48.890056","-15.725444",NA,"21",NA,NA,NA,NA
"122","2021-02-11 17:20:19-03","UFPR","UPCB","82564","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naud.) Cogn.Cogn.","Meyer, F.S.","Labiak, P.H.","5879","2015","03","05",NA,"Brasil","Tocantins","Pindorama do Tocantins","Estrada de Pindorama para Natividade, ca. 10 km de Pindorama. Cerrado.","-47.566111","-11.22333","508","508",NA,"Arbusto 60 cm. Flores róseas..",NA,NA,NA,"2015",NA,NA,NA,"-47.566111","-11.22333",NA,NA,NA,NA,NA,NA
"123","2021-02-11 17:20:19-03","UFPR","UPCB","82592","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naud.) Cogn.Cogn.","Meyer, F. S.","Labiak, P.H.","5891","2015","03","06",NA,"Brasil","Tocantins","Natividade","Serra de Natividade. Estrada para as torres. Cerrado rupestre.","-47.70079","-11.69421","350","800",NA,"Arbusto 50 cm. Flores róseas..","UPCB0007343","UPCB0007343",NA,"2015",NA,NA,"06","-47.70079","-11.69421",NA,NA,NA,NA,NA,NA
"124","2021-02-11 17:20:19-03","UFPR","UPCB","90064","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Meyer, F.S.","Meyer, F.S.","1142","2012","03","17",NA,"Brasil","Goiás","Cristalina","GO 40, Km 102, Entrada para a Fazenda Porto Velho","-47.340471","-16.475753",NA,NA,NA,"Subarbusto 50 cm, coletado em Cerrado..","UPCB0028940","UPCB0028940",NA,"2012",NA,NA,"03","-47.340471","-16.475753",NA,NA,NA,NA,NA,NA
"125","2021-02-11 17:20:19-03","UFPR","UPCB","81659","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","Cogn.","Meyer, F. S.","Santos, L.","sn","1992","01","18",NA,"Brasil","Mato Grosso","Barra do Garças","rodovia MT 100, saída para Araguaiana","-52.2566986083984","-15.8900003433228",NA,NA,NA,"Cerrado de encosta, km 04, entrada à esquerda (1km da Serra Azul), subarbusto 0,5m de altura, solo argilo-arenoso; flores vistosas, cálice verde e corola lilás.",NA,NA,NA,"2012","123012","auto","07",NA,NA,NA,"26",NA,NA,NA,NA
"126","2021-02-11 17:20:19-03","UFPR","UPCB","82908","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon","angustifolia","Tibouchina aegopogon angustifolia","(Naud.) Cogn","Meyer, F. S.","Labiak, P.H.","5891","2015","03","06",NA,"Brasil","Tocantins","Natividade","Serra de Natividade. Estrada para as torres. Cerado rupestre.","-47.70079","-11.69421","300","800",NA,"Arbusto 50 cm. Flores róseas..",NA,NA,NA,"2015",NA,NA,"06","-47.70079","-11.69421",NA,NA,NA,NA,NA,NA
"127","2021-02-11 17:20:19-03","UFPR","UPCB","82003","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon","var. angustifolia","Tibouchina aegopogon var. angustifolia","(Naudin) Cogn.","Meyer, F.S.","Borges, L.M.","611","2012","03","24",NA,"Brasil","Goiás","Cavalcante","Chapada dos Veadeiros. Rodovia BR 010, Alto Paraíso de Goiás-Teresina de Goiás, ca. De 29,7 km de Alto Paraíso; margem direita da estrada. Elevação com afloramentos rochosos na encosta e área plana com campo rupestre no topo; abundante em Mimosa longepedu","-47.43","-13.929",NA,NA,NA,"Subarbusto ereto ca. 70 cm alt. Ramos e pecíolos ocráceos. Folhas verde-escuras, discolores. Cálice arroxeado. Corola lilás. Estames roxo-escuros. Estilete alvo. Amostra em sílica..","UPCB0007344","UPCB0007344",NA,"2016",NA,NA,"02","-47.430","-13.929",NA,NA,NA,NA,NA,NA
"128","2021-02-11 17:20:19-03","UFPR","UPCB","91170","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon","var. angustifolia","Tibouchina aegopogon var. angustifolia","Cogn.","Meyer, F.S.","Meyer, F.S.","1199","2012","03","22",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.492802","-14.09525",NA,NA,NA,"Arbusto 50cm alt., mesmo número de coleta para diversos indivíduos de uma mesma população. Indivíduos bastante frequentes, ocorrendo no Campo Rupestre com solo quartzítico..","UPCB0028351","UPCB0028351",NA,NA,NA,NA,NA,"-47.492802","-14.09525",NA,NA,NA,NA,NA,NA
"129","2021-02-11 17:20:19-03","UFPR","UPCB","82568","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon var. angustifolia",NA,"Tibouchina aegopogon var. angustifolia","Cogn.","Meyer, F.S.","Labiak, P.H.","5990","2015","03","08",NA,"Brasil","Tocantins","Arraias","Entre as coordenadas 12s 56' 31 - 46w 56' 01 --- 12s 59' 16 - 46w 56' 57","-46.934","-12.942","700","815",NA,"Arbusto 1m. Flores róseas..",NA,NA,NA,"2016",NA,NA,"04","-46.934","-12.942",NA,NA,NA,NA,NA,NA
"130","2021-02-11 17:20:19-03","UFPR","UPCB","91169","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aff. aegopogon","var. angustifolia","Tibouchina aff. aegopogon var. angustifolia","Cogn.","Meyer, F.S.","Meyer, F.S.","1203","2012","03","22",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-47.492802","-14.09525",NA,NA,NA,"Arbusto 50 cm alt., ambiente aberto, exposto ao sol, coletado na beira da estrada do parque..","UPCB0028352","UPCB0028352",NA,"2012",NA,NA,"03","-47.492802","-14.09525",NA,NA,NA,NA,NA,NA
"131","2009-10-24 06:14:00-02","MO","MOBOT","3271833","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","J. Wurdack","Ezechias P. Heringer|George Eiten","Heringer 14136","1974","12","21","South America","Brazil","Goiás",NA,"Municipio de Caldas Novas; at headwaters of the creek, Rio Quente, near hotel, Pousada do Rio Quente, at foot of west side of the Serra De Caldas ( A flat-topped batholithic dome ), 13 km Deu SWS of cityo f Caldas Novas. In creek valley carve dinto side of serra. 1/2 km upstream from hotel. Inbelt of xeromorphic low-tree & scrub woodland form of cerrado, onslope next o to creek. Most of ground covered with low outcropping weathered quartzite rocks. Soil brown with humus.","-48.75","-17.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-08-03 08:35:00-03","MO","MOBOT","101211237","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","fide Guimarães et al.","Hugh A. Weddell","Weddell 1911","1844",NA,NA,"South America","Brazil","Minas Gerais",NA,"without locality",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"133","2008-05-27 22:02:00-03","MO","MOBOT","1151319","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","S. Renner (MO)","Lupita Sánchez A.|E. Gutiérrez|Juan Surubí","Sánchez Acebo 252","1997","3","14","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado. Campamento Los Fierros. Bosque de Cerradao con estrato graminoide bajo y con árboles de cobertura casi abierta de hasta 10 m.","-60.84027","-14.58694","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA
"134","2008-05-27 22:02:00-03","MO","MOBOT","3270822","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Carol a Todzia","Howard S. Irwin","Irwin 12446","1966","2","9","South America","Brazil","Goiás",NA,"Creek margin, among rocks, Chapada dos Veadeiros, ca. 20 km . W. Of Veadeiros.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2009-06-25 13:32:00-03","MO","MOBOT","3270975","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","J.J Wurdack","William R. Anderson","Anderson 8110","1973","4","4","South America","Brazil","Goiás",NA,"9 Km by road S of Cristalina on road to Catalao; open cerrado with sandy soil.",NA,NA,"1170.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2008-05-27 22:02:00-03","MO","MOBOT","3271112","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","J. Wurdack","Ezechias P. Heringer","Heringer 2990","1979",NA,NA,"South America","Brazil","Distrito Federal",NA,"Bacia do Rio Sao bartolomeu. Broto de toco pequeno; flroes roxas;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2013-02-11 16:00:00-02","MO","MOBOT","3271274","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Carol A. Todzia","Bassett Maguire|João Murça Pires|Celia K. Maguire|Nilo T. Silva","Maguire 57129","1963","10","19","South America","Brazil","Rondônia",NA,"Between Gama and Rio Corumba, Goias.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2010-10-07 15:39:00-03","MO","MOBOT","3271528","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","J.J. Wurdack","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 11187","1965","12","11","South America","Brazil","Distrito Federal",NA,"Campo slope immediately east of Lagoa paranoa. Locally common.",NA,NA,"975.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2008-05-27 22:02:00-03","MO","MOBOT","3271985","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","J.j. Wurdack","Howard S. Irwin","Irwin 14453","1966","4","6","South America","Brazil","Goiás",NA,"Cerrado , Rio da Prata, ca. 6 km S of Posse, Goias.",NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2008-05-27 22:02:00-03","MO","MOBOT","3272138","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","J. Wurdack","Howard S. Irwin","Irwin 26624","1970","2","25","South America","Brazil","Distrito Federal",NA,"Campo and cerrado ca. 15 km E of Lago Paranoa.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2008-05-27 22:02:00-03","MO","MOBOT","3272263","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","J. Wurdack","Howard S. Irwin","Irwin 26328","1970","2","8","South America","Brazil","Minas Gerais",NA,"Cerrado, ca. 35 km N.W of Paracatu.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-03-26 17:33:00-03","MO","MOBOT","3272439","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","S. Renner","Ezechias P. Heringer|José E. de Paula|Roberta C. de Mendonça|Anajúlia E. Heringer Salles","Heringer 288","1977","11","28","South America","Brazil","Distrito Federal",NA,"Coleta feita paralela a cerca divisoria coma fazenda Umb, abaixo do Marco. Zannata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"143","2008-05-27 22:02:00-03","MO","MOBOT","3272711","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","J.J. Wurdack","CENTURION","CENTURION 846","1993","11","6","South America","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff M. Campamaento Las Gamas. campu rupestre dominado por Vellozia. suelos arenosos con afloramiento de roca madre.","-60.38611","-14.82333","920.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2008-05-27 22:02:00-03","MO","MOBOT","3272865","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Carol A. Todzia","Howard S. Irwin","Irwin 34437","1972",NA,NA,"South America","Brazil","Goiás",NA,"Campo sujo. Cerrado with sandstone outcrops and adjacent campo sujo, Serra dos Pireneus, ca. 23 km of Pirenopolis.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2017-05-14 11:11:00-03","MO","MOBOT","3272965","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Carol A. Todzia","Howard S. Irwin","Irwin 25620","1970",NA,NA,"South America","Brazil","Minas Gerais",NA,"Ca. 35 km N.E. of Patrocinio.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"146","2008-05-27 22:02:00-03","MO","MOBOT","3273558","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Carol A. Todzia","Howard S. Irwin","Irwin 34591","1972","1","19","South America","Brazil","Goiás",NA,"Cerrado.C ampo sujo, sedge meadow brejo and adjacetn cerrado, Serra dos Pireneus. ca. 21 km E. of Pirenopolis.Cerrado.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2008-05-27 22:02:00-03","MO","MOBOT","3273716","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Carol A. Todzia","Howard S. Irwin","Irwin 18500","1968",NA,NA,"South America","Brazil","Goiás",NA,"25 km N of Corumba de Goias on road to Niquelandia, in valley of Rio Corumba. Cerrado and low woods on sandstone slopes.",NA,NA,"1150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
