"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"395","2019-05-06 12:00:30-03","UFU","HUFU","43869","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Romero, R.","Romero, R.; Nakajima, J.N.; Castro, W.S.; Melo, K.B.S. & Bernardes, P.H.N.","7344","2005","12","07",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Morro atras da pousada do Rio Turvo.",NA,NA,NA,NA,NA,"Subarbusto, ca. 0,6 m. Hipanto violáceo, corola púrpura e estames lilases.; Cerrado rupestre.","HUFU00066951","HUFU00066951",NA,"2007",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA,NA
"396","2019-05-06 12:00:30-03","UFU","HUFU","44023","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Romero, R.","Romero, R.; Nakajima, J.N.; Castro, W.S.; Melo, K.B.S. & Bernardes, P.H.N.","7502","2005","12","09",NA,"Brasil","Minas Gerais",NA,"Morro em frente a pousada, Beira da represa.",NA,NA,NA,NA,NA,"Subarbusto, ca. 0,4 m. Hipanto verde e corola arroxeada.; Campo rupestre.","HUFU00066966","HUFU00066966",NA,"2007",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA,NA
"397","2019-05-06 12:00:30-03","UFU","HUFU","44155","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Romero, R.","Romero, R.; Nakajima, J.N.; Castro, W.S.; Melo, K.B.S. & Bernardes, P.H.N.","7483","2005","12","09",NA,"Brasil","Minas Gerais",NA,"Morro em frente a pousada, Região da Represa de Furnas.",NA,NA,NA,NA,NA,"Subarbusto, ca. 0,4 m. Hipanto vináceo púrpura.; Campo rupestre.","HUFU00066969","HUFU00066969",NA,"2007",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA,NA
"398","2020-08-04 12:48:37-03","UFU","HUFU","44626","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Romero, R.","Hattori, E.K.O.; Romero, R.; Arantes, A.A.A.; Bernardes, P.H.N. & Freitas, F.S.","488","2006","02","16",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Estrada depois do Paraíso Perdido em direção ao paredão da Região da Repressa de Furnas.",NA,NA,NA,NA,NA,"Subarbusto, ca. 1,5 m. Corola e anteras róseas.; Cerrado de altitude.","HUFU00066968","HUFU00066968",NA,"2007",NA,NA,"07",NA,NA,NA,NA,NA,NA,NA,NA
"399","2020-08-04 12:48:37-03","UFU","HUFU","50343","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Freitas, A.L.","Arantes, A.A.A.; Cardoso, E.; Netto, C.R.B.; Silva-Neto, E.N.; Rodrigues, E.B.; et al.","482","2007","11","19",NA,"Brasil","Goiás",NA,"Serra do Facão, Área 15 B.",NA,NA,NA,NA,NA,"Arbusto, ca. 0,55 m. Corola e estames lilás.","HUFU00066963","HUFU00066963",NA,"2009",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"400","2020-08-04 12:48:37-03","UFU","HUFU","52988","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Freitas, A.L.","Arantes, A.A.A.; Cardoso, E.; Netto, C.R.B.; Silva-Neto, E.N.; Rodrigues, E.B.; et al.","616","2007","12","18",NA,"Brasil","Goiás",NA,"Serra do Facão",NA,NA,NA,NA,NA,"Subarbusto, ca. 1,0 m. Corola rosa, filetes e anteras róseos, fruto ausente.","HUFU00066976","HUFU00066976",NA,"2009",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA
"401","2020-08-04 12:48:37-03","UFU","HUFU","53109","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Versiane, A.F.A.","Arantes, A.A.A.; Cardoso, E.; Netto, C.R.B.; Silva-Neto, E.N.; Rodrigues, E.B. & Silva, C. .R.","922","2008","04","02",NA,"Brasil","Goiás","Campo Alegre","Serra do Facão, Margem esquerda do rib. Do Imbiriçu. Área de influência direta do AHE Serra do Facão GO/MG",NA,NA,NA,NA,NA,"Arbusto ca. de 0,3m. Frutos castanhos.; Campo sujo.","HUFU00066998","HUFU00066998",NA,"2011",NA,NA,"08",NA,NA,NA,"04",NA,NA,NA,NA
"402","2020-08-04 12:48:37-03","UFU","HUFU","56434","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Versiane, A.F.A.","Arantes, A.A.A.; Cardoso, E.; Netto, C.R.B.; Silva-Neto, E.N.; Rodrigues, E.B.; et al.","887","2008","03","15",NA,"Brasil","Goiás",NA,"Serra do Facão",NA,NA,NA,NA,NA,"Erva rasteira 0,03 m. Frutos 3-5 dispostos agrupados no ápice dos eixos secundários.","HUFU00066997","HUFU00066997",NA,"2011",NA,NA,"08",NA,NA,NA,"04",NA,NA,NA,NA
"403","2019-05-06 12:00:30-03","UFU","HUFU","58936","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Freitas, A.L.","Santos, A.O.R.; Bartelli, B.F.","s.n.","2010","04","08",NA,"Brasil","Minas Gerais","Araguari","Fazenda Furna, 20km depois de Araguari na rodovia MG413. Primeira entrada a 500m depois do posto policial, à esquerda.","-48.304722","-18.611389",NA,NA,NA,"Subarbusto, 1,30. Planta 5. Flor violeta.; Cerrado. Borda de Clareira dentro da mata estacional semi-decidual.","HUFU00066962","HUFU00066962",NA,"2011",NA,NA,"06","-48.304722","-18.611389",NA,NA,NA,NA,NA,NA
"404","2019-05-06 12:00:30-03","UFU","HUFU","63227","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"Souza, L.F.","2230","2005","04",NA,NA,"Brasil","Goiás","Serranópolis","RPPN Pousada das Araras","-51.995278","-18.439444","620","620",NA,"Arbusto, ca. 3 m alt. Sépalas verdes, pétalas roxas e botões.; Mata seca.","HUFU00066964","HUFU00066964",NA,NA,NA,NA,NA,"-51.995278","-18.439444",NA,NA,NA,NA,NA,NA
"405","2019-05-06 12:00:30-03","UFU","HUFU","63356","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Oliveira, A.L.F.","Farias, R.; Soares; Silva, L.H. & Carvalho, A.M.","537","2000","02","26",NA,"Brasil","Goiás","Cristalina","Reserva Linda Serra dos Topázios","-47.679722","-16.733333","1100","1100",NA,"Arbusto, ereto, solitário. Planta inteira verde, cálice roxo com escamas brancas, pétalas lilases, anteras com um dos lados branco.; Cerrado aberto.","HUFU00066979","HUFU00066979",NA,"2012",NA,NA,NA,"-47.679722","-16.733333",NA,NA,NA,NA,NA,NA
"406","2019-05-06 12:00:30-03","UFU","HUFU","66625","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Versiane, A.F.A.","Versiane, A.F.A.; Pacheco, R.A. & Rocha, M.J.R.","531","2013","02","19",NA,"Brasil","Goiás","Cocalzinho de Goiás","Ao longo da estrada para Faz. Maria dos Anjos.","-48.872222","-15.279444","1161","1161",NA,"Arbusto, ca. 0,8m alt. Hipanto, lacínias e nervura das folhas arroxeados.; Campo graminoso, solo arenoso.","HUFU00066983","HUFU00066983",NA,"2014",NA,NA,"04","-48.872222","-15.279444",NA,"08",NA,NA,NA,NA
"407","2019-05-06 12:00:30-03","UFU","HUFU","65386","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"Versiane, A.F.A.; Pacheco, R.A.","425","2012","12","11",NA,"Brasil","Goiás","Cocalzinho de Goiás","Estra abaixo da Cidade de Pedras, Rumo ao Mosteiro Budista Zen Eish Ji.","-48.875833","-15.726667","1156","1156",NA,"Subarbusto, ca. 0,8m alt. Botões florais com hipanto verde e corola roxa; Cerrado rupestre, campo graminoso","HUFU00066991","HUFU00066991",NA,NA,NA,NA,NA,"-48.875833","-15.726667",NA,NA,NA,NA,NA,NA
"408","2019-05-06 12:00:30-03","UFU","HUFU","63941","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Freitas, A.L.","Pirani, J.R.; Harley, R.M.; Stannard, B.L.; Furlan, A. & Kameyama, C.","1853","1987","02","08",NA,"Brasil","Goiás",NA,"Rodovia GO 118, próximo ao rio das Almas, entre Terezinha e Alto Paraíso.","-47.25","-13.733333",NA,NA,NA,"Subarbusto ereto, até 80 cm alt. Hipanto verde-arroxeado, pétalas e estames roxos.; Campo rupestre com afloramentos rochosos.","HUFU00067002","HUFU00067002",NA,"2013",NA,NA,"11","-47.25","-13.733333",NA,NA,NA,NA,NA,NA
"409","2019-05-06 12:00:30-03","UFU","HUFU","63942","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Freitas, A.L.","Kral, R.; Wanderley, M.G.L. & Cavalcanti, T.B.","75769","1988","10","30",NA,"Brasil","Goiás",NA,"Estrada para Colinas, 5 Km do IDBF",NA,NA,NA,NA,NA,"Subarbusto, ca. 70 cm alt. Flores róseas, anteras violáceas.","HUFU00067000","HUFU00067000",NA,"2014",NA,NA,"03",NA,NA,NA,NA,NA,NA,NA,NA
"410","2019-05-06 12:00:30-03","UFU","HUFU","66620","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"Pacheco, R.A.; Versiane, A.F.A. & Rocha, M.J.R.","1002","2013","02","21",NA,"Brasil","Goiás","Cocalzinho de Goiás","Serra dos Pireneus, estrada p/ Cidade de Pedras ca. 12 km de Cocalzinho.","-48.838889","-15.746667","1187","1187",NA,"arbusto ca. 1,2 m; hipanto verde, corola e estames roxos.; Cerrado rupestre (campo graminoso, beira da estrada).","HUFU00066990","HUFU00066990",NA,NA,NA,NA,NA,"-48.838889","-15.746667",NA,NA,NA,NA,NA,NA
"411","2019-05-06 12:00:30-03","UFU","HUFU","63945","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Wurdack, J.J.","Pirani, J.R.; Harley, R.M.; Stannard, B.L.; Furlan, A. & Kameyama, C.","1547","1987","02","04",NA,"Brasil","Goiás","Cristalina","ca. 5 Km da cidade, estrada para Paracatu","-47.616667","-16.766667","1050","1050",NA,"Subarbusto, até 1 m alt. Face superior das folhas verde escuro e face inferior mais claro. Cálice verde-arroxeado. Pétalas roxas. Anteras roxas.; Vegetação mista de cerrado de altitude e campo rupestre em afloramentos quartizíticos.","HUFU00067005","HUFU00067005",NA,"1992",NA,NA,NA,"-47.616667","-16.766667",NA,NA,NA,NA,NA,NA
"412","2019-05-06 12:00:30-03","UFU","HUFU","64218","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Faria, C.A.","Faria, C.A.; Neiva, C.A.F.; Santos, J.R.; Dias, E.B.A.; Silveira, A.M. & Moreira, G.A.","253","2006","12","07",NA,"Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, entrada pela administração.","-48.080556","-15.657778","1066","1066",NA,"Subarbusto, ca. 70 cm. Flor roxa. Ocasional no local.; Campo de murundus, relevo levemente acidentado.","HUFU00066961","HUFU00066961",NA,NA,NA,NA,NA,"-48.080556","-15.657778",NA,NA,NA,NA,NA,NA
"413","2019-05-06 12:00:30-03","UFU","HUFU","66624","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Versiane, A.F.A.","Versiane, A.F.A.; Pacheco, R.A. & Rocha, M.J.R.","535","2013","02","19",NA,"Brasil","Goiás","Cocalzinho de Goiás","Ao longo da estrada para Faz. Maria dos Anjos.","-48.8275","-15.781389","1272","1272",NA,"Subarbusto, ca. 0,3m alt. Hipanto e lacínias vermelho-arroxeados; pétalas e anteras roxas; estilete e filete lilases.; Campo graminoso, solo arenoso.","HUFU00066984","HUFU00066984",NA,"2014",NA,NA,"04","-48.8275","-15.781389",NA,"08",NA,NA,NA,NA
"414","2019-05-06 12:00:30-03","UFU","HUFU","66628","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Versiane, A.F.A.","Versiane, A.F.A.; Pacheco, R.A. & Rocha, M.J.R.","534","2013","02","19",NA,"Brasil","Goiás","Cocalzinho de Goiás","Ao longo da estrada para Faz. Maria dos Anjos.","-48.8275","-15.781389","1272","1272",NA,"Subarbusto, ca. 0,4m alt. Hipanto, lacínicias, pétalas e estames arroxeados.; Campo graminoso, solo arenoso.","HUFU00066986","HUFU00066986",NA,"2014",NA,NA,"06","-48.8275","-15.781389",NA,"08",NA,NA,NA,NA
"415","2019-05-06 12:00:30-03","UFU","HUFU","66636","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"Pacheco, R.A.; Versiane, A.F.A. & Rocha, M.J.R.","932","2013","02","18",NA,"Brasil","Goiás","Cocalzinho de Goiás","Serra dos Pireneus, estrada p/ Hotel Cabana dos Pireneus","-48.772222","-15.786389","1100","1100",NA,"arbusto ca. 0,5 m; hipanto verde arroxeado, lacineas vinaceas, corola e estames arroxeados.; Cerrado rupestre.","HUFU00066985","HUFU00066985",NA,NA,NA,NA,NA,"-48.772222","-15.786389",NA,NA,NA,NA,NA,NA
"416","2019-05-06 12:00:30-03","UFU","HUFU","66752","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"Rutter-Drummond, R.A.; Guimarães, P.J.F.; Marquez, A.I.M.R.; Meyer, F.S. & Schmitz, F.","334","2012","03","21",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Ao lado do riacho que desce o corpo do Morro da Baleia.","-47.649722","-14.121667","1366","1366",NA,"Altura: 1 m. Subarbusto.; Cerrado rupestre.","HUFU00066981","HUFU00066981",NA,NA,NA,NA,NA,"-47.649722","-14.121667",NA,NA,NA,NA,NA,NA
"417","2019-05-06 12:00:30-03","UFU","HUFU","70259","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"Munhoz, C.B.R.; Eugênio, C.U.O.; Melo, T.R.B. &","8025",NA,NA,NA,NA,"Brasil","Goiás","Cavalcante","Reserva Particular do Patrimônio Natural. Serra do Tom.","-47.801111","-13.666944",NA,NA,NA,"Vereda.","HUFU00066994","HUFU00066994",NA,NA,NA,NA,NA,"-47.801111","-13.666944",NA,NA,NA,NA,NA,NA
"418","2019-05-06 12:00:30-03","UFU","HUFU","63871","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Freitas, A.L.","Machado, A.I.M.R.; Guimarães, P.J.; Rutter-Drummond, R.A. & Meyer, F.S.","161","2012","03","21",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, Trilha do Morro da Baleia, pela cauda.","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Subarbusto, ca. 50 cm alt. Frutos bem avermelhados a ferrugíneos.; Campo rupestre.","HUFU00066980","HUFU00066980",NA,"2013","44724","auto","03",NA,NA,NA,NA,NA,NA,NA,NA
"419","2019-05-06 12:00:30-03","UFU","HUFU","63943","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Freitas, A.L.","Mamede, M.C.H.; Cordeiro, I.; Varanda, E.M. & Sajo, M.G.","13","1987","10","19",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Estrada para o PARNA Chapada dos Veadeiros, mais ou menos 10 Km da entrada.","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Subarbusto, até 50 cm alt. Cálice avermelhado, pétalas lilases, filetes alvos, anteras roxas, estilete alvos.","HUFU00067001","HUFU00067001",NA,"2013","44724","auto","01",NA,NA,NA,NA,NA,NA,NA,NA
"420","2019-05-06 12:00:30-03","UFU","HUFU","67750","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"Oliveira, A.L.F.; Fernandes, W.P.","34","2013","07","18",NA,"Brasil","Goiás","Cristalina","RPPN Linda Serra dos Topázios","-47.6136016845703","-16.7686004638672",NA,NA,NA,"Subarbusto ca. de 0,4 m. Flores arroxeadas, estames e frutos arroxeados, estigma creme.; Campo limpo.","HUFU00066982","HUFU00066982",NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","2019-05-06 12:00:30-03","UFU","HUFU","7256","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Romero, R.","Romero, R.; Nakajima, J.N. & T.D.S.","1587","1995","01","09",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Guarita de Sacramento.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 0,5 m. Corola e anteras roxas, filetes brancos.; Campo limpo.","HUFU00066970","HUFU00066970",NA,"1995","57119","auto","01",NA,NA,NA,"09",NA,NA,NA,NA
"422","2019-05-06 12:00:30-03","UFU","HUFU","6862","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Romero, R.","Romero, R.; Nakajima, J.N.","1420","1994","12","06",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Guarita de Sacramento.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 0,5 m. Corola e anteras púrpuras. Filetes brancos.; Campo sujo com afloramento rochoso.","HUFU00066971","HUFU00066971",NA,"1995","57119","auto","01",NA,NA,NA,"09",NA,NA,NA,NA
"423","2019-05-06 12:00:30-03","UFU","HUFU","63876","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Freitas, A.L.","Machado, A.I.M.R.; Guimarães, P.J.; Rutter-Drummond, R.A. & Meyer, F.S.","156","2012","03","20",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, Trilhas próximas ao mirante.","-47.5099983215332","-14.1324996948242",NA,NA,NA,"Arbusto, ca. 1,5 m alt. Frutos maduros ferrugíneos.; Campo rupestre.","HUFU00066999","HUFU00066999",NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","2019-05-06 12:00:30-03","UFU","HUFU","26174","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Romero, R.","Romero, R.; Nakajima, J.N.; Oliveira, P.E.A.M. & Santos, M.L.","6158","2001","12","14",NA,"Brasil","Goiás","Caldas Novas","Parque Estadual de Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,"Subarbusto, ca. 0,7 m. Corola arroxeada, estames vináceos.; Campo.","HUFU00066974","HUFU00066974",NA,"2002","36612","auto","10",NA,NA,NA,NA,NA,NA,NA,NA
"425","2019-05-06 12:00:30-03","UFU","HUFU","31697","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Romero, R.","Santos, M.L.","184","2001","01","06",NA,"Brasil","Goiás","Caldas Novas","Parque Estadual Serra de Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,"Subarbusto. Flores violetas, 10 estames.; Campo úmido de murundu.","HUFU00066978","HUFU00066978",NA,"2003","36612","auto","01",NA,NA,NA,NA,NA,NA,NA,NA
"426","2020-08-04 12:48:37-03","UFU","HUFU","52991","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Freitas, A.L.","Arantes, A.A.A.; Cardoso, E.; Netto, C.R.B.; Silva-Neto, E.N.; Rodrigues, E.B.; et al.","922","2008","04","02",NA,"Brasil","Goiás","Campo Alegre de Goiás","Serra do Facão, Margem esquerda do Ribeirão Imbiruçu.","-47.7783012390137","-17.6331005096436",NA,NA,NA,"Arbusto 0,3 m. Futos castanhos.","HUFU00067004","HUFU00067004",NA,"2013","53964","auto","02",NA,NA,NA,NA,NA,NA,NA,NA
"427","2019-05-06 12:00:30-03","UFU","HUFU","40048","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Freitas, A.L.","Pereira-Silva, G.; et al.","6792","2002","11","05",NA,"Brasil","Goiás","Luziania","Próximoao encontro dos rios Lagoinha e Alagados, Ponto 7.","-47.9502983093262","-16.2525005340576",NA,NA,NA,"Subarbusto.; Cerrado sensu strictu. Latossolo vermelho amarelo.","HUFU00067003","HUFU00067003",NA,"2013","83221","auto","10",NA,NA,NA,NA,NA,NA,NA,NA
"428","2019-05-06 12:00:30-03","UFU","HUFU","60099","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Machado, A.I.M.R.","Teles, A.M.; Sena Filho, J.B. & Moraes, S.R.","1101","2011","01","28",NA,"Brasil","Goiás","Mossâmedes","Parque Estadual da Serra Dourada","-50.2150001525879","-16.1266994476318",NA,NA,NA,"Arbusto, ca. 1 m alt. Flores variando de lilás a branca.","HUFU00067007","HUFU00067007",NA,"2012","30139","auto","11",NA,NA,NA,"13",NA,NA,NA,NA
"429","2019-05-06 12:00:30-03","UFU","HUFU","60705","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Machado, A.I.M.R.","Machado, A.I.M.R.; Silva, M.J.; Santos, J.P.; Guida, R.S. & Dantas, M.M.","50","2011","10","29",NA,"Brasil","Goiás","Mossâmedes","Parque Estadual da Serra Dourada, cerrado rupestre após o areial.","-50.2150001525879","-16.1266994476318",NA,NA,NA,"Subarbusto, ca. 0,5 m alt. Frutos maduros ferrugíneos.; Cerrado rupestre.","HUFU00067006","HUFU00067006",NA,"2012","30139","auto","11",NA,NA,NA,"13",NA,NA,NA,NA
"430","2020-11-04 16:44:05-03","UFU","HUFU","71597","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Romero, R.","Rizzo, J.A.; et al.","11029","1994","02","18",NA,"Brasil","Goiás","Mossâmedes","Serra Dourada, 3 Km do trevo de Mossâmedes para a cidade de Goiás, a esquerda da rodovia 3º transecto.","-50.2150001525879","-16.1266994476318",NA,NA,NA,"1,30 m alt. Corola cor rosa, estames róseos.; Campo cerrado.","HUFU00067833","HUFU00067833",NA,"2020","30139","auto","10",NA,NA,NA,"15",NA,NA,NA,NA
"431","2019-05-06 12:00:30-03","UFU","HUFU","71600","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Machado, A IMR","Rizzo, J.A.; Hashimoto, M.Y. & Fonseca, A.S.","12059","1994","11","28",NA,"Brasil","Goiás","Mossâmedes","Serra Dourada, Próx. ao corrego Picarrão à 300 m da Estrada.","-50.2150001525879","-16.1266994476318",NA,NA,NA,"60 cm alt. Corola rosa.; 2º Transecto - Campo Cerrado.","HUFU00066993","HUFU00066993",NA,"2012","30139","auto","11",NA,NA,NA,"14",NA,NA,NA,NA
"432","2019-05-06 12:00:30-03","UFU","HUFU","71599","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Machado, A IMR","Rizzo, J.A.; et al.","12181","1994","12","14",NA,"Brasil","Goiás","Mossâmedes","Serra Dourada, Reserva Biológica até os cór. Cafundó; 2º transecto.","-50.2150001525879","-16.1266994476318",NA,NA,NA,"70 cm alt. Corola lilás.; Cerrado.","HUFU00066992","HUFU00066992",NA,"2011","30139","auto","11",NA,NA,NA,"24",NA,NA,NA,NA
"433","2019-05-06 12:00:30-03","UFU","HUFU","24296","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Wurdack, J.J.","Hatschbach, G.; Hatschbach, M. & Silva, J.M.","59951","1994","02","07",NA,"Brasil","Goiás","Planaltina","Rodovia GO - 118, 6 km Norte de São Gabriel.","-47.614200592041","-15.4527997970581",NA,NA,NA,"Ereta, flor violeta.; Depressões arenosas sujeitas a inundações.","HUFU00066975","HUFU00066975",NA,"1994","61159","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","2019-05-06 12:00:30-03","UFU","HUFU","49194","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.","Freitas, A.L.","Romero, R.; Bernardes, P.H.N.; Melo, K.B.S. & Soares, P.N.","7973","2007","11","07",NA,"Brasil","Minas Gerais","Capitólio","Região de Furnas, Paraíso Perdido; estrada após Paraíso Perdido, ca. 2 km a frente.","-46.0499992370605","-20.6152992248535",NA,NA,NA,"Erva ca. de 0,5 m. Corola e estames arroxeados.; Cerrado.","HUFU00066960","HUFU00066960",NA,"2010","29474","auto","10",NA,NA,NA,NA,NA,NA,NA,NA
"435","2019-05-06 12:00:30-03","UFU","HUFU","55545","S","Plantae",NA,NA,"Melastomataceae","Tibouchina","aegopogon",NA,"Tibouchina aegopogon","(Naudin) Cogn.",NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R. & Campos, F.J.","9930","1996","01","09",NA,"Brasil","Minas Gerais","Delfinópolis","Serra da Gurita, Próximo a estrada de Delfinópolis - Sacramento.","-46.8539009094238","-20.343900680542","900","900",NA,"Subarbusto, ca. 0,8 m. Corola roxa.; Campo rupestre.","HUFU00066972","HUFU00066972",NA,NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
