"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"453","2020-09-12 05:00:02-03","US","US","2740199","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"J. M. Pires & R. Belém","12284","1970","6","25","South America - Neotropics","Brazil",NA,NA,NA,"US01321848",NA,"Laurales","(Ruiz & Pav.) Rohwer","Pará",NA,"Serra Buritirama (B 4)","-50","-5.5",NA,"US01321848_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"454","2020-09-12 05:00:02-03","US","US","1662863","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"B. A. Krukoff","5170","1933","7","4","South America - Neotropics","Brazil",NA,NA,NA,"US01321855",NA,"Laurales","(Ruiz & Pav.) Rohwer","Amazonas",NA,"Near mouth of Rio Embira (Tributary of Rio Tarauaca)","-70.25","-7.5",NA,"US01321855_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"455","2020-09-12 05:00:02-03","US","US","701345","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"O. Kuntze","s.n.","1905","3","6","South America - Neotropics","Brazil",NA,NA,NA,"US01321857",NA,"Laurales","(Ruiz & Pav.) Rohwer","Mato Grosso",NA,"Matto Grosso",NA,NA,NA,"US01321857_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"456","2020-09-12 05:00:02-03","US","US","2447460","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"J. J. Wurdack & L. S. Adderley","42798","1959","6","4","South America - Neotropics","Venezuela",NA,NA,NA,"US00754335",NA,"Laurales","(Ruiz & Pav.) Rohwer","Amazonas",NA,"Río Orinoco, Río Atabapo, just below mouth",NA,NA,"125",NA,"Rohwer, J. G.","150",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"457","2020-09-12 05:00:02-03","US","US","3633952","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"K. J. Wurdack, K. M. Redden, A. Rodriguez, C. Perry, P. Ragnauth, N. John, H. James & H. Simon","4659","2008","9","21","South America - Neotropics","Guyana",NA,NA,NA,"US01087934",NA,"Laurales","(Ruiz & Pav.) Rohwer","U. Takutu-U. Essequibo",NA,"CI concession. Line 12 to 3.7","-58.1601","3.36678","136",NA,"van der Werff, H., (MO), Missouri Botanical Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"458","2020-09-12 05:00:02-03","US","US","72965","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"B. A. Krukoff","6217","1934","9","14","South America - Neotropics","Brazil",NA,NA,NA,"US01321852",NA,"Laurales","(Ruiz & Pav.) Rohwer","Amazonas","Humaitá","Basin of Rio Madeira. Near Tres Casas","-63.0208015441895","-7.50611019134521",NA,"US01321852_01",NA,NA,"202650","auto",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"459","2020-09-12 05:00:02-03","US","US","3474750","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"S. A. Mori & C. A. Gracie","24212","1995","9","25","South America - Neotropics","French Guiana",NA,NA,NA,"US00872961",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"Saül, route de Bélizon; S of Eaux Claires, S of Eaux Claires","-53.2","3.61",NA,NA,"van der Werff, H., (MO), Missouri Botanical Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"460","2020-09-12 05:00:02-03","US","US","2223408","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"J. J. Wurdack & J. V. Monachino","39722","1955","11","22","South America - Neotropics","Venezuela",NA,NA,NA,"US00754336",NA,"Laurales","(Ruiz & Pav.) Rohwer","Delta Amacuro",NA,"Río Guanamo, 2-6 km SW of; El Palmar-Raudal trail, upper Río Toro drainage",NA,NA,"270",NA,"Rohwer, J. G.","470",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"461","2020-09-12 05:00:02-03","US","US","3474732","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"S. A. Mori, C. A. Gracie, S. Huhndorf, R. Harris & C. Snyder","23880","1994","9","10","South America - Neotropics","French Guiana",NA,NA,NA,"US00872947",NA,"Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"Saül and vic., Boeuf-Mort Trail, ca. 3 km S of Eaux Claires","-53.2","3.61","280",NA,"van der Werff, H., (MO), Missouri Botanical Garden","300",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"462","2020-09-12 05:00:02-03","US","US","2059418","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"D. B. Fanshawe","2089","1944","11","3","South America - Neotropics","Guyana",NA,NA,NA,"US00644790",NA,"Laurales","(Ruiz & Pav.) Rohwer","Cuyuni-Mazaruni",NA,"Takutu Creek to Puruni River, Mazaruni River","-58.91","6.15",NA,NA,"Rohwer, J. G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"463","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"P. Acevedo-Rodriguez, M. R. Pace, G. M. Antar, J. Fabri & R. Velasques","16584","2017","8","31","South America - Neotropics","Brazil","Photograph",NA,"US, NY, K, MO, RB",NA,NA,"Laurales","(Ruiz & Pav.) Rohwer","Mato Grosso do Sul",NA,"Serra da Bodoquena, southern area of northern sector, ca. 3.6 km north of road MS-382","-56.7133","-20.9672","580",NA,"Strong, Mark T., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"464","2020-09-12 05:00:02-03","US","US","1660409","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"B. A. Krukoff","6119","1934","9","14","South America - Neotropics","Brazil",NA,NA,NA,"US01321853",NA,"Laurales","(Ruiz & Pav.) Rohwer","Amazonas","Humaitá","Basin of Rio Madeira. Near Tres Casas","-63.0208015441895","-7.50611019134521",NA,"US01321853_01",NA,NA,"202650","auto",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"465","2020-09-12 05:00:02-03","US","US","2833138","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"H. S. Irwin, R. Souza, J. W. Grear & R. R. Santos","17565","1966","6","22","South America - Neotropics","Brazil",NA,NA,NA,"US01321849",NA,"Laurales","(Ruiz & Pav.) Rohwer","Mato Grosso",NA,"Drainage of the upper Rio Araguaia, Estado de Goiás. Cut-over valley, dominated by babacu, sand, ca. 78km S.E. of Aragarças, Goiás.",NA,NA,"700","US01321849_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"466","2020-09-12 05:00:02-03","US","US","3633955","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"K. J. Wurdack, K. M. Redden, A. Rodriguez, C. Perry, P. Ragnauth, N. John, H. James & H. Simon","4588","2008","9","16","South America - Neotropics","Guyana",NA,NA,NA,"US01087880",NA,"Laurales","(Ruiz & Pav.) Rohwer","U. Takutu-U. Essequibo",NA,"CI Concession, Himara Creek. From camp upstream to 3º21.491'N, 58º10.087'W","-58.1802","3.35953",NA,NA,"van der Werff, H., (MO), Missouri Botanical Garden",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"467","2020-09-12 05:00:02-03","US","US","1661972","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"B. A. Krukoff","4758","1933","1","11","South America - Neotropics","Brazil",NA,NA,NA,"US01321856",NA,"Laurales","(Ruiz & Pav.) Rohwer","Amazonas",NA,"Near mouth of Rio Embira (tributary of Rio Tarauaca)","-70.25","-7.5",NA,"US01321856_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"468","2020-09-12 05:00:02-03","US","US","1067032","PreservedSpecimen","Plantae","Lauraceae","Nectandra","leucantha","Nectandra leucantha attenuata","Isosyntype","G. Gardner","5150",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US00028319",NA,"Laurales","Meisn. in DC.","Minas Gerais",NA,"Sao Romao.",NA,NA,NA,"US00028319_01",NA,NA,NA,NA,"attenuata",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"469","2020-09-12 05:00:02-03","US","US","USw9384","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lucida","Nectandra lucida",NA,"B. A. Krukoff","5170",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Laurales",NA,"Amazonas",NA,"Near mouth of Rio Embira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"470","2020-09-12 05:00:02-03","US","US","USw9784","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lucida","Nectandra lucida",NA,"B. A. Krukoff","5760",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Laurales",NA,"Acre",NA,"Near mouth of Rio Macauhan, basin of Rio Purus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"471","2020-09-12 05:00:02-03","US","US","USw9444","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lucida","Nectandra lucida",NA,"B. A. Krukoff","5257",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Laurales",NA,"Acre",NA,"Near mouth of Rio Macauhan, basin of Rio Purus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"472","2020-09-12 05:00:02-03","US","US","USw9322","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lucida","Nectandra lucida",NA,"B. A. Krukoff","5062",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Laurales",NA,"Amazonas",NA,"Near mouth of Rio Embira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"473","2020-09-12 05:00:02-03","US","US","USw9185","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lucida","Nectandra lucida",NA,"B. A. Krukoff","4758",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Laurales",NA,"Amazonas",NA,"Basin of Rio Jurua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"474","2020-09-12 05:00:02-03","US","US","702762","PreservedSpecimen","Plantae","Lauraceae","Nectandra","schomburgkii","Nectandra schomburgkii","Possible type","M. R. Schomburgk","568","1838",NA,NA,"South America - Neotropics","Guyana",NA,NA,"Dubiously a type; Rohwer (Fl. Neotrop. 60: 191, 196) considers Nectandra schomburgkii Meissn. to be a replacement name for Nectandra lucida Nees [and thus having the same type as that name].","US00099296",NA,"Laurales","Meisn. in DC.",NA,NA,NA,NA,NA,NA,"US00099296_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"475","2020-09-02 16:30:21-03","Cenargen","CEN","27967","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Bruno Machado Teles Walter","3329","1996","06","25",NA,"Brasil","Exsicatas",NA,"Cálice verde-amarelado. Corola alva. Flores odoríferas. Futuro reservatório do AHE Serra da Mesa.","CEN00027967",NA,NA,"(Ruiz & Pav.) Rohwer","GO","URUACU","Região da fazenda Baião. Ao sul da cidade de Uruaçu.",NA,NA,"510","CEN00027967","A. C. Servilha","510",NA,NA,NA,"2004","01","-4903333.0","-1466667.0",NA,NA,NA,NA,"7",NA
"476","2020-09-02 16:30:21-03","Cenargen","CEN","25335","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Taciana Barbosa Cavalcanti","1880","1995","10","08",NA,"Brasil","Exsicatas",NA,NA,"CEN00025335",NA,NA,"(Ruiz & Pav.) Rohwer","GO","NIQUELANDIA","Estrada Niquelândia - Rosariana. Área de influência da UHE Serra da Mesa.","-48.516666","-14.028333","360","CEN00025335","J. B. Baitello","360",NA,NA,NA,"1998",NA,"-48.516666","-14.028333",NA,NA,NA,NA,"1",NA
"477","2020-09-02 16:30:21-03","Cenargen","CEN","17581","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Bruno Machado Teles Walter","1810","1992","08","03",NA,"Brasil","Exsicatas",NA,"Flores com odor forte e agradável. Pétalas, anteras e filetes branco. O ambiente geral faz uma transição discreta para mata seca. Bacia de inundação da UHE Serra da Mesa.","CEN00017581",NA,NA,"(Ruiz & Pav.) Rohwer","GO","URUACU","Fazenda Tiê Piranga (prop. Brahma), entrada a 5 km SE de Uruaçú, próximo ao rio Maranhão. Córrego aflora em lagoa azul.",NA,NA,"440","CEN00017581","J. B. Baitello","440",NA,NA,NA,"1998",NA,"-4905000.0","-1455000.0",NA,NA,NA,NA,"3",NA
"478","2020-09-02 16:30:21-03","Cenargen","CEN","22509","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Bruno Machado Teles Walter","2398","1995","06","22",NA,"Brasil","Exsicatas",NA,"Cálice verde; corola branca; anteras creme. Flores odoríferas. Área de influencia do AHE Serra da Mesa.","CEN00022509",NA,NA,"(Ruiz & Pav.) Rohwer","GO","MINACU","Antigo viveiro de FURNAS no AHE Serra da Mesa, ca. de 3 km da entrada norte do canteiro de obras.",NA,NA,"500","CEN00022509","J. B. Baitello","500",NA,NA,NA,"1998",NA,"-4828333.0","-1380000.0",NA,NA,NA,NA,"2",NA
"479","2020-09-02 16:30:21-03","Cenargen","CEN","22695","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Bruno Machado Teles Walter","2637","1995","10","05",NA,"Brasil","Exsicatas",NA,"Área de influência da UHE Serra da Mesa.","CEN00022695",NA,NA,"(Ruiz & Pav.) Rohwer","GO","CAMPINACU","Estrada de terra da balsa entre Niquelândia/Campinaçu para a cidade de Campinaçu, cerca de 25 km.",NA,NA,"520","CEN00022695","J.B. Pereira, B.M.T. Walter & G.P. Silva","520",NA,NA,NA,"1998",NA,"-4841667.0","-1588333.0",NA,NA,NA,NA,"4",NA
"480","2020-09-02 16:30:21-03","Cenargen","CEN","98824","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Alexandre Quinet","2317","2010","12","04",NA,"Brasil","Exsicatas",NA,"Semi-heliófila. Folhas discolores verdes, cartáceas. Cálice persistente verde. Doação Jardim Botânico do Rio de Janeiro - RB 455334.","CEN00098824",NA,NA,"(Ruiz & Pav.) Rohwer","MS","BONITO","Fazenda Santa Fé, próximo a nascente do Rio.","-56.774722","-20.604166","159","CEN00098824","Alexandre Quinet","159",NA,NA,NA,"2015","03","-56.774722","-20.604166",NA,NA,NA,NA,"1",NA
"481","2020-09-02 16:30:21-03","Cenargen","CEN","68099","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Glocimar Pereira-Silva","12521","2008","01","11",NA,"Brasil","Exsicatas",NA,NA,"CEN00068099",NA,NA,"(Ruiz & Pav.) Rohwer","MA","SÃO PEDRO DOS CRENTES","Margem direita do rio Farinha, próximo à cidade.","-46.534444","-6.8341666","300","CEN00068099","B. M. T. Walter","300",NA,NA,NA,"2012","05","-46.534444","-6.8341666",NA,NA,NA,NA,"4",NA
"482","2020-09-02 16:30:21-03","Cenargen","CEN","77393","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Glocimar Pereira-Silva","15329","2010","05","24",NA,"Brasil","Exsicatas",NA,"Área de influência indireta.","CEN00077393",NA,NA,"(Ruiz & Pav.) Rohwer","TO","BARRA DO OURO","Entroncamento Barra do Ouro - Goiatins, km 3,7.","-47.549166","-7.6730555","200","CEN00077393","B. M. T. Walter","200",NA,NA,NA,"2012","05","-47.549166","-7.6730555",NA,NA,NA,NA,"5",NA
"483","2020-09-02 16:30:21-03","Cenargen","CEN","87537","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"João Benedito Pereira","256","2010","08","23",NA,"Brasil","Exsicatas",NA,NA,"CEN00087537",NA,NA,"(Ruiz & Pav.) Rohwer","TO","FILADELFIA","Estrada vicinal Filadélfia - Cana Brava.","-47.649444","-7.3336111","170","CEN00087537","B. M. T. Walter","170",NA,NA,NA,"2019","04","-47.649444","-7.3336111",NA,NA,NA,NA,"4",NA
"484","2020-09-02 16:30:21-03","Cenargen","CEN","89072","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Rodolfo de Paula Oliveira","118","2013","02","18",NA,"Brasil","Exsicatas",NA,NA,"CEN00089072",NA,NA,"(Ruiz & Pav.) Rohwer","DF","BRASILIA","Fazenda Sucupira (Córrego Riacho Fundo)","-48.012777","-15.906388",NA,"CEN00089072","R. de Paula",NA,NA,NA,NA,"2013","02","-48.012777","-15.906388",NA,NA,NA,NA,"3",NA
"485","2020-09-02 16:30:21-03","Cenargen","CEN","98823","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Alexandre Quinet","2246","2010","12","03",NA,"Brasil","Exsicatas",NA,"Semi-heliófila. Folhas discolores verdes, cartáceas. Cúpulas verdes. Doação Jardim Botânico do Rio de Janeiro - RB 454829.","CEN00098823",NA,NA,"(Ruiz & Pav.) Rohwer","MS","BONITO","Parque Nacional da Bodoquena. Estrada para o Taquaral.","-56.604166","-21.077222","432","CEN00098823","Alexandre Quinet","432",NA,NA,NA,"2015","03","-56.604166","-21.077222",NA,NA,NA,NA,"1",NA
"486","2020-09-02 16:30:21-03","Cenargen","CEN","17428","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Bruno Machado Teles Walter","1706","1992","07","06",NA,"Brasil","Exsicatas",NA,"Botões florais verde. Bacia de inundação da UHE Serra da Mesa.","CEN00017428",NA,NA,"(Ruiz & Pav.) Rohwer","GO","BARRO ALTO","Fazenda Buritizinho, cerca de 7 km da GO - 342, em local próximo ao córrego Pombal no rio das Almas, margem direita.","-48.9157981872559","-14.9708003997803","460","CEN00017428","J. B. Baitello","460","39532","auto",NA,"1998",NA,"-4905000.0","-1473333.0",NA,NA,NA,NA,"5",NA
"487","2020-09-02 16:30:21-03","Cenargen","CEN","43619","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Glocimar Pereira-Silva","5328","2001","08","25",NA,"Brasil","Exsicatas",NA,"Área de influência da futura Hidrelétrica de Cana Brava, influência direta.","CEN00043619",NA,NA,"(Ruiz & Pav.) Rohwer","GO","COLINAS DO SUL","Balsa do Rubão (rio Tocantins) Colinas do Sul, km 7 (curso d`agua próximo á sede da fazenda Rubão).","-48.0783004760742","-14.1513996124268","330","CEN00043619","A. C. Servilha","330","58154","auto",NA,"2004","01","-4813972.0","-1378889.0",NA,NA,NA,NA,"4",NA
"488","2020-09-02 16:30:21-03","Cenargen","CEN","42089","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Glocimar Pereira-Silva","4895","2001","04","16",NA,"Brasil","Exsicatas",NA,"Área de influência da futura Hidrelétrica de Cana Brava, influência direta (lago). Sépalas amarelas, pétalas alvas e corola verde.","CEN00042089",NA,NA,"(Ruiz & Pav.) Rohwer","GO","COLINAS DO SUL","Estrada de acesso á fazenda Vale das Araras, próximo ao córrego, cerca de 1,8 km da estrada principal.","-48.0783004760742","-14.1513996124268","300","CEN00042089","B. M. T. Walter","300","58154","auto",NA,"2012","05","-4812833.0","-1374111.0",NA,NA,NA,NA,"4",NA
"489","2020-09-02 16:30:21-03","Cenargen","CEN","24155","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Glocimar Pereira-Silva","1174","1992","07","07",NA,"Brasil","Exsicatas",NA,"FLORES ALVO ESVERDEADA; CALICE VERDE; PEDICELO AVERMELHADO; FOLHA CREME DISCOLOR","CEN00024155",NA,NA,"(Ruiz & Pav.) Rohwer","GO","NIQUELANDIA","3 km sudoeste da sede da fazenda Água Quente. Região de garimpo.","-48.4597015380859","-14.4738998413086","400","CEN00024155","J. B. Baitello","400","74171","auto",NA,"1998",NA,"-4896667.0","-1463333.0",NA,NA,NA,NA,"3",NA
"490","2020-09-02 16:30:21-03","Cenargen","CEN","17269","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Bruno Machado Teles Walter","1500","1992","06","09",NA,"Brasil","Exsicatas",NA,"Periando branco, botões florais verde. Local em bom estado de conservação. Pequena exploração de madeira. Bacia de inundação da UHE Serra da Mesa.","CEN00017269",NA,NA,"(Ruiz & Pav.) Rohwer","GO","NIQUELANDIA","Córrego do Val, afluente do rio Traíras à 5 Km de Indaianópolis. Fazenda São João (margem esquerda do rio).","-48.4597015380859","-14.4738998413086","440","CEN00017269","J. B. Baitello","440","74171","auto",NA,"1998",NA,"-4858333.0","-1426667.0",NA,NA,NA,NA,"4",NA
"491","2020-09-02 16:30:21-03","Cenargen","CEN","30600","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Sebastião Pinheiro Cordovil da Silva","472","1996","05","23",NA,"Brasil","Exsicatas",NA,"Botões florais verdes.","CEN00030600",NA,NA,"(Ruiz & Pav.) Rohwer","GO","NIQUELANDIA","Estrada de acesso à Rosariana (nova estrada) - Após a CODEMIM.","-48.4597015380859","-14.4738998413086","470","CEN00030600","J. B. Baitello","470","74171","auto",NA,"1999",NA,"-4845722.0","-1408389.0",NA,NA,NA,NA,"5",NA
"492","2020-09-02 16:30:21-03","Cenargen","CEN","37657","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Aécio Amaral-Santos","693","2000","05","09",NA,"Brasil","Exsicatas",NA,NA,"CEN00037657",NA,NA,"(Ruiz & Pav.) Rohwer","TO","GOIATINS","Reserva Indígena Krahó, aldeia Pedra Branca, aproximadamente 700 m, sentido Pedra Branca - Itacajá.","-47.3142013549805","-7.71000003814697",NA,"CEN00037657","A. C. Servilha",NA,"92862","auto",NA,"2004","01","-4764139.0","-829806.0",NA,NA,NA,NA,"4",NA
"493","2019-12-09 17:30:05-03","UFPR","EFC","17243","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Völtz, R.R.; Treml, L.D; Sachet; J.V.; Coutinho, V.M.","1729","2018","08","24",NA,"Brasil",NA,NA,"Árvore 7 m alt.; flores alvas, perfumadas; margem de córrego em Floresta Estacional. (Planta prensada em álcool)","EFC017243",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso","Cáceres","Fazenda Atoledal - Paratudal","-57.7711","-16.5928","130",NA,"Brotto, M.L.","130",NA,NA,NA,"2018","09","-57.7711","-16.5928","12",NA,NA,NA,NA,NA
"494","2019-11-13 11:21:04-03","USP","SPF","159767","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Damasceno Jr, GA","2468","2001","07","16",NA,"Brasil",NA,NA,NA,"SPF00159767",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Ladário","Morro Santa Cruz. Fazenda Vale Paraíso.","-57.580983","-19.175358","200",NA,"Assis, LCS","200",NA,NA,NA,"2003","10","-57.580983","-19.175358",NA,NA,NA,NA,NA,NA
"495","2019-11-13 11:21:04-03","USP","SPF","200350","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Freitas, HS","260","2008","05","20",NA,"Brasil",NA,NA,NA,"SPF00200350",NA,NA,"(Ruiz & Pav.) Rohwer","São Paulo","Areias","Fazenda São Domingos. Acesso pelo km 237 da rodovia dos Tropeiros (SP 068).","-44.726944","-22.640833","813",NA,"Freitas, HS","813",NA,NA,NA,"2009",NA,"-44.726944","-22.640833",NA,NA,NA,NA,NA,NA
"496","2019-11-13 11:21:04-03","USP","SPF","164539","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Hatschbach, G","71516","2000","10","22",NA,"Brasil",NA,NA,NA,"SPF00164539",NA,NA,"(Ruiz & Pav.) Rohwer","Espírito Santo","Afonso Cláudio","Rio do Peixe.","-41.1239013671875","-20.0741996765137","900",NA,"Werff, H van der","900","25110","auto",NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2019-11-13 11:21:04-03","USP","SPF","162254","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Forzza, RC","2586","2003","12","05",NA,"Brasil",NA,NA,NA,"SPF00162254",NA,NA,"(Ruiz & Pav.) Rohwer","Goiás","São Domingos","Parque Estadual de Terra Ronca, Estrada Guarani de Goiás - São Domingos (GO 108), 36 km de Guarani de Goiás.","-46.3182983398438","-13.3983001708984",NA,NA,"Assis, LCS",NA,"73215","auto",NA,"2004","06",NA,NA,NA,NA,NA,NA,NA,NA
"498","2019-11-13 11:21:04-03","USP","SPF","159707","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Hatschbach, G","72852","2002","05","12",NA,"Brasil",NA,NA,NA,"SPF00159707",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Aquidauana","Taboca.","-55.7872009277344","-20.4710998535156",NA,NA,"Werff, H van der",NA,"212961","auto",NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2019-11-13 11:21:04-03","USP","SPF","114868","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Bernacci, LC","2068","1995","09","06",NA,"Brasil",NA,NA,NA,"SPF00114868",NA,NA,"(Ruiz & Pav.) Rohwer","São Paulo","Dracena","Estância Boa Esperança.","-51.5299987792969","-21.4799995422363",NA,NA,"Baitello, JB",NA,"23670","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
