"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","identifiedBy","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"154","2021-04-07 11:45:15-03","UFMS","CGMS","24347","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"V.J. Pott; P.R. de Souza; E. Scremin-Dias","4229","2000","09","15",NA,"Brasil",NA,NA,"Flor branca. Fruto ausente. Flor com cheiro agradável. Habitat: Mata ciliar de rio com cascatas. Solo calcário. Relevo plano. Habito: Arbóreo. 10-12,00 m de altura. Frequente.","CGMS1053767",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Bonito","Rio Mimoso, Fazenda do Taíca, próximo ao salto maior.","-56.4818992614746","-21.1210994720459",NA,NA,"F. Macedo-Alves",NA,"71352","auto",NA,"2009","07",NA,NA,"10",NA,NA,NA,NA,NA
"155","2021-04-07 11:45:15-03","UFMS","CGMS","24826","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"M.L. Bueno","658","2008","03","17",NA,"Brasil",NA,NA,NA,"CGMS1054252",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Campo Grande","APA do Guariroba.","-54.6464004516602","-20.4428005218506",NA,NA,"M.L. Bueno",NA,"161190","auto",NA,"2009","01",NA,NA,"05",NA,NA,NA,NA,NA
"156","2021-04-07 11:45:15-03","UFMS","CGMS","24349","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"A. Pott","9131","2001","06","23",NA,"Brasil",NA,NA,"Flor branca. Fruto ausente. Copa densa larga, pastada pelo bovino. Habitat: Pastagem cultivada com remanescente de cerradão. Solo argilosos. Relevo de enconsta inferior. Habito: Arbóreo. 5,00 m de altura. Frequente.","CGMS1053769",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Campo Grande","Embrapa Gado de Corte.","-54.6464004516602","-20.4428005218506",NA,NA,"F. Macedo-Alves",NA,"161190","auto",NA,"2007","03",NA,NA,"19",NA,NA,NA,NA,NA
"157","2021-04-07 11:45:15-03","UFMS","CGMS","3249","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"U.M. Resende","129","1990","08","14",NA,"Brasil",NA,NA,"Flores brancas perfumadas. Habitat: Em área úmida perto do córrego. Habito: Árvore. 4,00m de altura.","CGMS1016600",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Campo Grande","Fazenda Santa Inês.","-54.6464004516602","-20.4428005218506",NA,NA,"J.B. Baitello",NA,"161190","auto",NA,"1997","12",NA,NA,"15",NA,NA,NA,NA,NA
"158","2021-04-07 11:45:15-03","UFMS","CGMS","10597","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"U.M. Resende; F. Dias","1366","1997","10","02",NA,"Brasil",NA,NA,"Flor creme. Habitat: Mata ripária. Vereda. Habito: Arbóreo.","CGMS1039893",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Campo Grande","Guariroba.","-54.6464004516602","-20.4428005218506",NA,NA,"F.M. Alves",NA,"161190","auto",NA,"1997","10",NA,NA,"02",NA,NA,NA,NA,NA
"159","2021-04-07 11:45:15-03","UFMS","CGMS","6859","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"U.M. Resende; et al.",NA,"1993","07","11",NA,"Brasil",NA,NA,"Flores alvas Habitat: Mata ciliar Habito: Arbóreo","CGMS1016599",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Campo Grande","Parque do Prosa.","-54.6464004516602","-20.4428005218506",NA,NA,"F.M. Alves",NA,"161190","auto",NA,"2006","03",NA,NA,"30",NA,NA,NA,NA,NA
"160","2021-04-07 11:45:15-03","UFMS","CGMS","2270","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"C.A. Conceição",NA,"1984","09","09",NA,"Brasil",NA,NA,"Flores alvas hermafroditas. 6 estames introrsos e 6 estaminóides. Semente radiasa com cinco sepaloides. Folhas aromáticas quando maceradas. Habitat: Terrestre. Habito: Arbóreo. 5,00-6,00m de altura.","CGMS1016601",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Corumbá","Magem do Córrego Morro das Trombas dos Macacos.","-57.6533012390137","-19.0091991424561",NA,NA,"F.M. Alves",NA,"295160","auto",NA,"2005","07",NA,NA,"18",NA,NA,NA,NA,NA
"161","2021-04-07 11:45:15-03","UFMS","CGMS","17607","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"F. Macedo-Alves","58","2005","11","30",NA,"Brasil",NA,NA,NA,"CGMS1046907",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Corumbá","Mata ciliar próximo-Estrada Parque.","-57.6533012390137","-19.0091991424561",NA,NA,"F. Macedo-Alves",NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-04-07 11:45:15-03","UFMS","CGMS","56022","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"A. Pott; J.F.M. Valls; A.L.B. Sartori; S. Aragaki","9186","2001","06","28",NA,"Brasil",NA,NA,"Flor branca. Habitat: Nascente em floresta. Solo argiloso encharcado. Relevo encosta inferior. Frequente. Habito: Árvore.","CGMS1085979",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Costa Rica","Balneário no Salto Majestoso do Rio Sucuriu.","-53.1291999816895","-18.5438995361328",NA,NA,"F. Macedo-Alves",NA,"76958","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-04-07 11:45:15-03","UFMS","CGMS","7814","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"U.M. Resende",NA,"1998","08","30",NA,"Brasil",NA,NA,"Flores alvas. Habitat: As margens do rio sucuriú (Cachoeira). Habito: Árvore. 6,00m de altura.","CGMS1016596",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Costa Rica","Rio Sucuriú.","-53.1291999816895","-18.5438995361328",NA,NA,"F.M. Alves",NA,"76958","auto",NA,"2005","07",NA,NA,"18",NA,NA,NA,NA,NA
"164","2021-04-07 11:45:15-03","UFMS","CGMS","22986","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"A. Sciamarelli; Z.V. Pereira","756","1999","09","21",NA,"Brasil",NA,NA,"Fruto verde.","CGMS1052393",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Dourados","Fazenda Paradouro.","-54.8055992126465","-22.2210998535156",NA,NA,"F.M. Alves",NA,"74744","auto",NA,"2009","07",NA,NA,"09",NA,NA,NA,NA,NA
"165","2021-04-07 11:45:15-03","UFMS","CGMS","22993","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"A. Sciamarelli; Z.V. Pereira","732","1999","05","20",NA,"Brasil",NA,NA,"Flor branca. Botões jovens.","CGMS1052400",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Dourados","Fazenda Paradouro.","-54.8055992126465","-22.2210998535156",NA,NA,"F.M. Alves",NA,"74744","auto",NA,"2009","07",NA,NA,"09",NA,NA,NA,NA,NA
"166","2021-04-07 11:45:15-03","UFMS","CGMS","22898","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"A. Sciamarelli; Z.V. Pereira","730","1999","05","04",NA,"Brasil",NA,NA,"Botões jovens. Habitat: Beira de mata. Habito: Arbóreo. 10,00 m de altura.","CGMS1051899",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Dourados","Fazenda Paradouro.","-54.8055992126465","-22.2210998535156",NA,NA,"F.M. Alves",NA,"74744","auto",NA,"2009","07",NA,NA,"09",NA,NA,NA,NA,NA
"167","2021-04-07 11:45:15-03","UFMS","CGMS","11414","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"A. Sciamarelli; M.I.B. de Oliveira, L.P. Clemente, E.A. de Souza, R. Bensfeld, M.H. Pereira, S.M. da Silva.","877","2001","07","09",NA,"Brasil",NA,NA,"Flores brancas. Habitat: Mata seca. Habito: Árvore. 6,00m de altura.","CGMS1040735",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Nova Alvorada do Sul","Estrada Rio Brilhante, BR - 163. 21K 0717205 UTM 7580792.","-54.3838996887207","-21.465799331665",NA,NA,"F.M. Alves",NA,"77569","auto",NA,"2006","03",NA,NA,"30",NA,NA,NA,NA,NA
"168","2021-04-07 11:45:15-03","UFMS","CGMS","33570","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"S.R. Zacharias; A.R. Paula","192","2011","08","22",NA,"Brasil",NA,NA,NA,"CGMS1062965",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Terenos","Assentamento Nova Querência - Lote 122.","-54.8602981567383","-20.4421997070312",NA,NA,"F. Macedo-Alves",NA,"52758","auto",NA,"2012","03",NA,NA,"20",NA,NA,NA,NA,NA
"169","2021-04-07 11:45:15-03","UFMS","CGMS","33615","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"S.R. Zacharias; O.P.M. Nantes","390","2011","09","28",NA,"Brasil",NA,NA,NA,"CGMS1063010",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Terenos","Assentamento Nova Querência - Lote 155.","-54.8602981567383","-20.4421997070312",NA,NA,"F. Macedo-Alves",NA,"52758","auto",NA,"2012","03",NA,NA,"20",NA,NA,NA,NA,NA
"170","2021-04-07 11:45:15-03","UFMS","CGMS","18095","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"E.L. Jacques","310","1994","08","13",NA,"Brasil",NA,NA,"Flor branca. Duplicata do CEUL Habitat: Campo Cerrado Habito: árvore de 4m.","CGMS1047389",NA,NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Três Lagoas","Garcia Estrada de Ferro.","-51.6782989501953","-20.7511005401611",NA,NA,"F.M. Alves",NA,"150618","auto",NA,"2007","12",NA,NA,"18",NA,NA,NA,NA,NA
"171","2021-04-07 11:45:15-03","UFMS","CGMS","18094","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"N.S. Junior","15","2002","07","14",NA,"Brasil",NA,NA,"Flor branca. oval de cor negro-roxeado Duplicata do CEUL Habitat: Mata. escuro, coberto por folhas, galhos secos e ervas Habito: árvore de 15m, com diâmetro de 1,06m.","CGMS1047388",NA,NA,"(Ruiz & Pav.) Rohwer","São Paulo","Andradina","Zoológico Municipal Antônio Joaquim de Moura Andrade.","-51.3699989318848","-20.8899993896484",NA,NA,"F.M. Alves",NA,"31224","auto",NA,"2007","12",NA,NA,"18",NA,NA,NA,NA,NA
"172","2021-03-01 16:32:27-03","UNICAMP","UEC","36312","S","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Heringer, EP; Filgueiras, TS; Medonça, RC; Pereira, BAS; Salles, AEH","4817","1980","05","19",NA,"Brazil",NA,NA,"Árvore cerca de 12 m altura; com ramos fortes surgindo desde a base; flores e botões, amarelados.; Mata.","UEC061650","Magnoliopsida",NA,"(Ruiz & Pav.) Rohwer","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9296989440918","-15.7797002792358",NA,"UEC061650","Moraes, PLR",NA,"70570","auto",NA,"2003","02",NA,NA,"03",NA,NA,NA,NA,NA
"173","2021-03-01 16:32:27-03","UNICAMP","UEC","87869","S","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Pereira-Noronha, MR","1254","1995","08","03",NA,"Brazil",NA,NA,"Árvore, ca. de 9 m alt.; flores brancas.","UEC095025","Magnoliopsida",NA,"(Ruiz & Pav.) Rohwer","Mato Grosso do Sul","Selvíria","Fazenda Santa Izabe, antiga Fazenda Lagoinha.","-51.4188995361328","-20.3672008514404",NA,"UEC095025","Brotto, ML",NA,"74358","auto",NA,"2018","09",NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-01 16:32:27-03","UNICAMP","UEC","196843","S","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Bernacci, LC; et al.","2068","1995","09","06",NA,"Brazil",NA,NA,"Árvore, ca 10m alt. Casca integra cinza-esverdeadas, frutos em desenvolvimento.; Floresta mesófila","UEC138300","Magnoliopsida",NA,"(Ruiz & Pav.) Rohwer","São Paulo","Dracena","Estância Boa Esperança.","-51.5299987792969","-21.4799995422363",NA,"UEC138300","Baitello, JB",NA,"23670","auto",NA,"1997","06",NA,NA,"16",NA,NA,NA,NA,NA
"175","2021-03-01 16:32:27-03","UNICAMP","UEC","87879","S","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Pereira-Noronha, MR","1177","1995","08","03",NA,"Brazil",NA,NA,"Árvore, ca. de 3,5 m alt., flor branca.; Mata alta, bem preservada.","UEC095027","Magnoliopsida",NA,"(Ruiz & Pav.) Rohwer","São Paulo","Pereira Barreto","Fazenda Mesquita.","-51.0999984741211","-20.6299991607666",NA,"UEC095027","Brotto, ML",NA,"36734","auto",NA,"2018","09",NA,NA,NA,NA,NA,NA,NA,NA
"176","2014-10-14 15:56:43-03","BS","M","M-0147294","S","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua","NOTATYPE","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"M0147294","Magnoliophyta","Laurales","(Ruiz & Pav.) Rohwer",NA,NA,"Habitat in sylvis Japurensibus; Provinciae R. N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"177","2014-10-14 15:56:43-03","BS","M","M-0121041","S","Plantae","Lauraceae","Nectandra","schomburgkii","Nectandra schomburgkii","NOTATYPE","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"M0121041","Magnoliophyta","Laurales","Meisn.",NA,NA,"Habitat in in sylvis ad fl. Japurá; Provinciae R. N.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"178","2019-08-16 08:39:43-03","UTFPR","HCF","20262","S","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"G. Hatschbach","73943","2002","11","09",NA,"Brasil",NA,NA,"árvore, 5 m, fruto preto. Floresta.",NA,NA,NA,"(Ruiz & Pav.) Rohwer","MS","Bonito","Rodovia Bonito-Campo dos Índios, entre","-56.4818992614746","-21.1210994720459",NA,NA,"F.M. Alves",NA,"71352","auto",NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-12-21 16:30:52-03","MBM","MBM","308489","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Resende, U.M.","129","1990","08","14","Southern America","Brazil",NA,NA,"Úmido. Árvore. Flores brancas. Árvore de ca. 4m de altura, flores brancas perfumadas, em área úmida perto do córrego","MBM308489",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Mato Grosso do Sul","Campo Grande","Faz. Santa Inês","-54.6464004516602","-20.4428005218506",NA,"MBM308489","Alves, F.M.",NA,"161190","auto",NA,"2009","11",NA,NA,"11",NA,NA,NA,NA,NA
"180","2020-12-21 16:30:52-03","MBM","MBM","213159","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","66978",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM213159",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Mato Grosso","Vila Bela da SS. Trindade","Estrada para Cassalvasco",NA,NA,NA,"MBM213159","Rohwer, J.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-12-21 16:30:52-03","MBM","MBM","302959","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Nee, M.; et al.; et al.","52355","2003","07",NA,"Southern America","Bolivia",NA,NA,NA,"MBM302959",NA,NA,"(Ruiz & Pav.) J.G. Rohwer",NA,NA,NA,NA,NA,NA,"MBM302959","Nee, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-12-21 16:30:52-03","MBM","MBM","425288","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Quinet, A.; Martinelli, G.; Borges, R.; Bevacqua, A.; Serrano, T.; Pougy, N.; Mo; Martinelli, G.; Borges, R.; Bevacqua, A.; Serrano, T.; Pougy, N.; Moraes, M.","2366","2010","12","06","Southern America","Brazil",NA,NA,"Árvore de 12m de altura, semi-heliófita. Folhas discolores verdes, cartáceas. Frutos imaturos verdes, cálice verde.; Floresta Ombrófila Densa.","MBM425288",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Mato Grosso do Sul","Bonito","Fazenda Rincão dos Sonhos, Margem do rio Formoso","-56.883333","-21.4",NA,NA,"Quinet, A.",NA,NA,NA,NA,"2015","03","-56.883333","-21.4",NA,NA,NA,NA,NA,NA
"183","2020-12-21 16:30:52-03","MBM","MBM","393125","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Brotto, M.L.","695","2011","05","29","Southern America","Brazil",NA,NA,"Árvore de 10m de alt., flores alvas, odor suave.; Floresta Estacional Semidecidual.","MBM393125",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Paraná","Diamante do Norte","Estação Ecológica do Caiuá","-52.866944","-22.606944","273","MBM393125","Brotto, M.L.","273",NA,NA,NA,"2011","05","-52.866944","-22.606944","29",NA,NA,NA,NA,NA
"184","2020-12-21 16:30:52-03","MBM","MBM","409727","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Romagnolo, M.B.","3094","2010","09","19","Southern America","Brazil",NA,NA,"Arbórea de 8 m de altura; frutos imaturos de colaração verde.","MBM409727",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Paraná","Diamante do Norte","Estação Ecológica de Caiuá, trilha do trapiche","-52.900278","-22.6075","325","MBM409727","Brotto, M.L.","325",NA,NA,NA,"2017","08","-52.900278","-22.6075","24",NA,NA,NA,NA,NA
"185","2020-12-21 16:30:52-03","MBM","MBM","419323","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Burckhardt, D.; Queiroz, D.L.; Queiroz, D.L.","586","2019","06","14","Southern America","Brazil",NA,NA,NA,"MBM419323",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Mato Grosso do Sul","Bonito","Hotel Cabanas","-56.442222","-21.1725","318",NA,"Brotto, M.L.","318",NA,NA,NA,"2019","06","-56.442222","-21.1725","14",NA,NA,NA,NA,NA
"186","2020-12-21 16:30:52-03","MBM","MBM","426138","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Pereira, G.F.; Silva, V.L.; Silva, V.L.","514","2009","10","06","Southern America","Brazil",NA,NA,"Arbóreo, cerca de 10 m de altura. Frutos imaturos.","MBM426138",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, Ribeirão Scherer, margem esquerda, bloco 02","-52.882778","-22.600556",NA,NA,"Brotto, M.L.",NA,NA,NA,NA,"2017",NA,"-52.882778","-22.600556",NA,NA,NA,NA,NA,NA
"187","2020-12-21 16:30:52-03","MBM","MBM","271456","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","72852","2002","05","12","Southern America","Brazil",NA,NA,NA,"MBM271456",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Mato Grosso do Sul","Aquidauana","Rod. BR-419, Taboca","-55.7872009277344","-20.4710998535156",NA,"MBM271456","Werff, H. van der",NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-12-21 16:30:52-03","MBM","MBM","276863","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74083","2002","11","11","Southern America","Brazil",NA,NA,"Árvore, flor alva. Margem do rio. Unicata","MBM276863",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Mato Grosso do Sul","Bonito","Nascentes do Rio Sucuri","-56.4818992614746","-21.1210994720459",NA,"MBM276863","Alves, F.M.",NA,"71352","auto",NA,"2009","11",NA,NA,"11",NA,NA,NA,NA,NA
"189","2020-12-21 16:30:52-03","MBM","MBM","280832","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","73943","2002","11","09","Southern America","Brazil",NA,NA,"Árvore, 5m, fruto preto. Floresta","MBM280832",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Mato Grosso do Sul","Bonito","Rodovia Bonito-Campo dos Índios, entre km 5-8","-56.4818992614746","-21.1210994720459",NA,"MBM280832","Alves, F.M.",NA,"71352","auto",NA,"2009","11",NA,NA,"11",NA,NA,NA,NA,NA
"190","2020-12-21 16:30:52-03","MBM","MBM","261228","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","71516","2000","10","22","Southern America","Brazil",NA,NA,NA,"MBM261228",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Espírito Santo","Afonso Cláudio","Rio do Peixe","-41.1239013671875","-20.0741996765137",NA,"MBM261228","Werff, H. van der",NA,"25110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-12-21 16:30:52-03","MBM","MBM","415129","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Völtz, R.R.; Tremi, L.D.; Sachet, J.V.; Coutinho, V.M.; Tremi, L.D.; Sachet, J.V.; Coutinho, V.M.","1729","2018","08","24","Southern America","Brazil",NA,NA,"Árvore 7 m alt.; flores alvas, perfumadas.; Margem de córrego em Floresta Estacional.","MBM415129",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Mato Grosso","Cáceres","Fazenda Atoledal - Paratudal","-57.6789016723633","-16.0706005096436",NA,NA,"Brotto, M.L.",NA,"172193","auto",NA,"2018","12",NA,NA,"09",NA,NA,NA,NA,NA
"192","2020-12-21 16:30:52-03","MBM","MBM","276862","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74142","2002","11","12","Southern America","Brazil",NA,NA,NA,"MBM276862",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Mato Grosso do Sul","Bonito","Fazenda Baía das Garças, Cachoeira do Rio Aquidaban","-56.4818992614746","-21.1210994720459",NA,"MBM276862","Werff, H. van der",NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-12-21 16:30:52-03","MBM","MBM","288353","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76072","2003","10","09","Southern America","Brazil",NA,NA,NA,"MBM288353",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Mato Grosso do Sul","Bonito","Rod. MS-382, Bonito - Campo dos Índios, próximo a Fazenda Marambaia","-56.4818992614746","-21.1210994720459",NA,"MBM288353","Werff, H. van der",NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-12-21 16:30:52-03","MBM","MBM","318366","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Barboza, E.; Silva, J.M.; Silva, J.M.","1596","2006","06","21","Southern America","Brazil",NA,NA,"Árvore, 6m, flor alva. Cerrado","MBM318366",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Mato Grosso do Sul","Miranda","Próximo do Assentamento Agachi","-56.3782997131348","-20.2406005859375",NA,"MBM318366","Alves, F.M.",NA,"92112","auto",NA,"2009","11",NA,NA,"11",NA,NA,NA,NA,NA
"195","2020-12-21 16:30:52-03","MBM","MBM","73486","PreservedSpecimen","Plantae","Lauraceae","Nectandra","hihua","Nectandra hihua",NA,"Buttura, E.","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM073486",NA,NA,"(Ruiz & Pav.) J.G. Rohwer","Paraná","Guaíra","Sete Quedas","-54.2557983398438","-24.0799999237061",NA,"MBM073486","Zanon, M.M.F.",NA,"33984","auto",NA,"2007","03",NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-12-21 16:30:54-03","MBM","MBM","204858","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lucida","Nectandra lucida",NA,"McDaniel, S.; et al.; et al.","21077",NA,NA,NA,"Southern America","Peru",NA,NA,NA,"MBM204858",NA,NA,"Nees",NA,NA,NA,NA,NA,NA,"MBM204858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-12-21 16:30:54-03","MBM","MBM","99351","PreservedSpecimen","Plantae","Lauraceae","Nectandra","lucida","Nectandra lucida",NA,"Maciel, U.N.; et al.; et al.","758",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM099351",NA,NA,"Nees","Pará","Marabá","Serra Norte, Marajás","-49.1178016662598","-5.36860990524292",NA,"MBM099351","Rosério, C.S.",NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2015-09-28 23:43:09-03","MNHN","RECOLNAT_MNHN_P","P00711090","PreservedSpecimen",NA,"Lauraceae","Nectandra","leucantha","Nectandra leucantha attenuata","isosyntype","Gardner, G.",NA,NA,NA,NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00711090' target='other'> <mi>dwc_moreinfo</mi></a>","P00711090",NA,NA,"Meisn.",NA,NA,"Minas Geraes",NA,NA,NA,"P00711090_01",NA,NA,NA,NA,"attenuata",NA,NA,NA,NA,NA,NA,NA,"5150",NA,NA
