"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","sex"
"206","2020-06-25 16:06:02-03","FUVATES","HVAT","1721","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","E. Freitas","s.n.","2005","05","26",NA,"Brasil",NA,NA,"Flores basais, planta com cerca de 8 cm de altura, considerando a haste floral; Espécie campestre de solo arenoso e seco.","HVAT00001721","Rio Grande do Sul","São Francisco de Assis","Fazenda Anair Bem.","-55.131111","-29.550278","55º7'52''W","29º33'1''S",NA,NA,NA,NA,"(Cav.) Nees",NA,"E. Freitas; I. Boldrini",NA,"2005",NA,NA,"06","26",NA,NA,NA,NA
"207","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Bang","891","1892","11",NA,"South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,NA,"Songo.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"208","2020-09-12 05:00:02-03","US","US","2372868","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","H. G. Barclay & P. Juajibioy","8446","1959","8","1","South America - Neotropics","Ecuador",NA,NA,NA,"US02865218",NA,NA,"Prov. Azuáy-Loja: Nudo de Cordillera Occidental y Cordillera Oriental entre Oña y Rancho Ovejero.",NA,NA,NA,NA,"2800",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"209","2020-09-12 05:00:02-03","US","US","2045422","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","F. R. Fosberg & M. Giler","23212","1945","2","21","South America - Neotropics","Ecuador",NA,NA,NA,"US02865221","Azuay",NA,"Tablon de Oña, south of Oña, Prov. Azuay.",NA,NA,NA,NA,"2535",NA,NA,"Scrophulariales","(Cav.) Nees","US02865221_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"210","2020-09-12 05:00:02-03","US","US","3036675","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","W. R. Anderson","12374","1982","2","5","South America","Argentina",NA,NA,NA,"US02865300","Corrientes",NA,"Dep. San Martín: Tres Cerros.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865300_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"211","2020-09-12 05:00:02-03","US","US","1956858","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","F. A. Barkley","19Ar611","1949","12","12","South America","Argentina",NA,NA,NA,"US02865267","Catamarca",NA,"Ambato: 7 K. de El Redeo.",NA,NA,NA,NA,"1800",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"212","2020-09-12 05:00:02-03","US","US","1545081","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Venturi","9017","1928","1","24","South America","Argentina",NA,NA,NA,"US02865291","Jujuy",NA,"Departamento Humahuaca, Cerro La Soledad.",NA,NA,NA,NA,"3000",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"213","2020-09-12 05:00:02-03","US","US","3353840","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","N. Ritter","3905","1996","10","27","South America - Neotropics","Bolivia",NA,NA,NA,"US02865232","Cochabamba",NA,"Department of Cochabamba, Province of Carrasco, Small hill to the north of the highway between Boyuibe and Camiri; at ca. km 225.","-63.4544","-20.24",NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865232_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"214","2020-09-12 05:00:02-03","US","US","2120384","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Malvárez","104","1946","12","8","South America","Argentina",NA,NA,NA,"US02865273","Salta",NA,"Dep. Metán, Metán.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"215","2020-09-12 05:00:02-03","US","US","1042169","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","F. W. Pennell","2191","1917","9","24","South America - Neotropics","Colombia",NA,NA,NA,"US02865212","Cundinamarca",NA,"Southwest of Las Cruces, Bogota.",NA,NA,NA,NA,"2700","2800",NA,"Scrophulariales","(Cav.) Nees","US02865212_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"216","2020-09-12 05:00:02-03","US","US","1877171","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Venturi","1983","1923","2","23","South America","Argentina",NA,NA,NA,"US02865287","Tucuman",NA,"Trancas. La Hoyada.",NA,NA,NA,NA,"1200",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"217","2020-09-12 05:00:02-03","US","US","1876756","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Castellanos, --","28/371","1928","1","24","South America","Argentina",NA,NA,NA,"US02865316","La Rioja",NA,"Sierra Famatina, Guanchín.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"218","2020-09-12 05:00:02-03","US","US","1516335","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","F. L. Herrera","3110a","1931","2",NA,"South America - Neotropics","Peru",NA,NA,NA,"US02865329","Cusco",NA,"Cuzco: Huasao.",NA,NA,NA,NA,"3200",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"219","2020-09-12 05:00:02-03","US","US","3348661","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J. R. I. Wood","8786",NA,NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US02865237","Chuquisaca",NA,"C. 2 km S. of Padilla.",NA,NA,NA,NA,"2100",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"220","2020-09-12 05:00:02-03","US","US","2120295","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hayward","1463","1946","2","5","South America","Argentina",NA,NA,NA,"US02865271","Santa Fe",NA,"Dep. Gral. Obligado, Villa Ana.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"221","2020-09-12 05:00:02-03","US","US","1545034","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Venturi","3949","1925","10","3","South America","Argentina",NA,NA,NA,"US02865289","Tucuman",NA,"Departamento Tafi, Siambon.",NA,NA,NA,NA,"1200",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"222","2020-09-12 05:00:02-03","US","US","1440930","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Venturi","7453","1928","11","7","South America","Argentina",NA,NA,NA,"US02865306","Tucuman",NA,"Departamento Burroyaco,El Puestito.",NA,NA,NA,NA,"650",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"223","2020-09-12 05:00:02-03","US","US","3729310","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","-. Lillo",NA,"1898","10","1","South America","Argentina",NA,NA,NA,"US01948839","Tucuman",NA,"Tucuman",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,"Leonard, E. C., (US)","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"224","2020-09-12 05:00:02-03","US","US","1545022","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Venturi","1983","1923","2","23","South America","Argentina",NA,NA,NA,"US02865286","Tucuman",NA,"Departamento Tafi, La Hoyada.",NA,NA,NA,NA,"1700",NA,NA,"Scrophulariales","(Cav.) Nees","US02865286_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"225","2020-09-12 05:00:02-03","US","US","1134492","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","K. Fiebrig","819","1903","2",NA,"South America","Paraguay",NA,NA,NA,"US02865327",NA,NA,"Nördlich von Tobati.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865327_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"226","2020-09-12 05:00:02-03","US","US","1876746","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Castellanos, --","14837","1935","1","26","South America","Argentina",NA,NA,NA,"US02865282","Tucuman",NA,"La Ciénaga.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865282_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"227","2020-09-12 05:00:02-03","US","US","3267964","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Nee","42152","1991","12","19","South America - Neotropics","Bolivia",NA,NA,NA,"US02865243","Santa Cruz",NA,"Depto. Santa Cruz, Prov. Andrés Ibáñez, Jardín Botánico de Santa Cruz, 12 km. E of center Santa Cruz on road to Cotoca.","-63.07","-17.77",NA,NA,"375",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"228","2020-09-12 05:00:02-03","US","US","3454871","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","G. Hatschbach, M. M. Hatschbach & E. Barbosa","76547","2003","10","20","South America - Neotropics","Brazil",NA,NA,NA,"US02865318","Mato Grosso do Sul",NA,"Rod. BR-267, Entre Jardim e Porto Murtinho (Mun. Porto Murtinho).",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865318_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"229","2020-09-12 05:00:02-03","US","US","3460007","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","G. Hatschbach, M. M. Hatschbach & E. Barbosa","76257","2003","10","12","South America - Neotropics","Brazil",NA,NA,NA,"US02865319","Mato Grosso do Sul",NA,"Fazenda Nossa Senhora do Perpétuo Socorro (Mun. Bonito).",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865319_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"230","2020-09-12 05:00:02-03","US","US","1440931","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. Venturi","7453","1928","11","7","South America","Argentina",NA,NA,NA,"US02865307","Tucuman",NA,"El Puestito.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"231","2020-09-12 05:00:02-03","US","US","3348662","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J. R. I. Wood","8729",NA,NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US02865236","Chuquisaca",NA,"Between Sucre & Cachimayo. On base, open, crumbly rocky ground on the hilltop between Sucre/Cachimayo near radio transmitter.",NA,NA,NA,NA,"2800",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"232","2020-09-12 05:00:02-03","US","US","207068","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Bang","967","1891",NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US02865224","Cochabamba",NA,"Bolivian Plateau. Vicinity of Cochabamba.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865224_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"233","2020-09-12 05:00:02-03","US","US","1281584","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Bro. Claude-Joseph","3698","1925","10",NA,"South America","Chile",NA,NA,NA,"US02865255","Valparaíso (V)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"234","2020-09-12 05:00:02-03","US","US","2059279","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","A. López M.","0863","1952","5","22","South America - Neotropics","Peru",NA,NA,NA,"US02865346","La Libertad",NA,"Dep. La Libertad, Prov. Otuzco, Agallpampa.",NA,NA,NA,NA,"3150",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"235","2020-09-12 05:00:02-03","US","US","2593381A","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","A. Krapovickas, C. L. Cristóbal & R. Palacios","12391","1966","2","4","South America","Paraguay",NA,NA,NA,"US02865328","Paraguari",NA,"Dep. Paraguarí, Ruta 1, orilla río Tebicuarý, frente a Florida.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"236","2020-09-12 05:00:02-03","US","US","2459136","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Berro","3926","1907","3","17","South America","Uruguay",NA,NA,NA,"US02865266","Florida",NA,"Rio Sta Lucia, Depto. Florida.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"237","2020-09-12 05:00:02-03","US","US","1320441","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","-. Philippi","1287","1888",NA,NA,"South America","Chile",NA,NA,NA,"US02865252","Valparaíso (V)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"238","2020-09-12 05:00:02-03","US","US","1877158","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","-. Schreiter","s.n.","1915","10",NA,"South America","Argentina",NA,NA,NA,"US02865274","Tucuman",NA,"San Pedro de Colalao. lomas de Gualinchay.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865274_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"239","2020-09-12 05:00:02-03","US","US","2428125","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Collector unknown","181",NA,NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US02865229",NA,NA,"S. Pedro (Colina próxima a la ciudad).",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865229_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"240","2020-09-12 05:00:02-03","US","US","2104725","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","T. Pederson","104","1948","2","9","South America","Argentina",NA,NA,NA,"US02865270","Corrientes",NA,"Estancia Santa Teresa, Dep. Mburucuyá.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"241","2020-09-12 05:00:02-03","US","US","1573322","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Cárdenas","340","1933","2",NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US02865245","Potosi",NA,"Near Tupiza, Department of Potosí.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"242","2020-09-12 05:00:02-03","US","US","2541587","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","H. H. Iltis, C. M. Iltis, D. Ugent & V. Ugent","1199","1963","1","5","South America - Neotropics","Peru",NA,NA,NA,"US02865335","Cusco",NA,"Dept. Cuzco, Prov. Calca, bottom of valley of Rio Urubamba ca 4 km NW of Pisac.",NA,NA,NA,NA,"3000",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"243","2020-09-12 05:00:02-03","US","US","874763","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","P. Jörgensen","1463","1910","12","10","South America","Argentina",NA,NA,NA,"US02865311","Catamarca",NA,"Dep. de Andalgalá, Común [interpreted] El [interpreted] Sancho.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865311_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"244","2020-09-12 05:00:02-03","US","US","1877128","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Lillo","8694","1908","12","4","South America","Argentina",NA,NA,NA,"US02865275","Tucuman",NA,"Tafi.",NA,NA,NA,NA,"2000",NA,NA,"Scrophulariales","(Cav.) Nees","US02865275_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"245","2020-09-12 05:00:02-03","US","US","2948225","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","S. G. Beck","6800","1981","3","24","South America - Neotropics","Bolivia",NA,NA,NA,"US02865227","Santa Cruz",NA,"Dpto. Santa Cruz, Prov. Florida, Santa Cruz ca. 165 kms. hacia Cochabamba.",NA,NA,NA,NA,"1240",NA,NA,"Scrophulariales","(Cav.) Nees","US02865227_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"246","2020-09-12 05:00:02-03","US","US","1877141","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","L. R. Parodi","6681","1925","11","12","South America","Argentina",NA,NA,NA,"US02865280","Buenos Aires",NA,"Pcia B. Aires. Pergamino: Acevedo.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865280_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"247","2020-09-12 05:00:02-03","US","US","2573245A","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","L. Ariza-Espinar","1012","1960","10","15","South America","Argentina",NA,NA,NA,"US02865292","Cordoba",NA,"Prov. Córdoba: Depto. Santa Maria: Camino a Alta Gracia, entre el Monolito y Kaiser.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"248","2020-09-12 05:00:02-03","US","US","1877123","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Lillo","4022","1905","2","14","South America","Argentina",NA,NA,NA,"US02865276","Tucuman",NA,"La Ciénaga.",NA,NA,NA,NA,"2500",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"249","2020-09-12 05:00:02-03","US","US","1877146","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","D. Rodriguez","237","1913","3","13","South America","Argentina",NA,NA,NA,"US02865314","Buenos Aires",NA,"Pcia de B. Aires - Quilmes.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"250","2020-09-12 05:00:02-03","US","US","2120239","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","R. Aguilar","1247","1948","2","6","South America","Argentina",NA,NA,NA,"US02865310","Chaco",NA,"Dep. Resistencia, Margarita Belén.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"251","2020-09-12 05:00:02-03","US","US","1320448","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","M. Bang","967","1891",NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US02865225",NA,NA,"Bolivian Plateau.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"252","2020-09-12 05:00:02-03","US","US","2573247A","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","L. Ariza-Espinar","987","1960","10","12","South America","Argentina",NA,NA,NA,"US02865297","Cordoba",NA,"Prov. Córdoba: Dpto. Colón: Calera.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865297_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"253","2020-09-12 05:00:02-03","US","US","2649565","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","A. Krapovickas & C. L. Cristóbal","17999","1971","2","11","South America","Argentina",NA,NA,NA,"US02865301","Corrientes",NA,"Dept. Ituzaingó, 15 Km E de Ruta Nac. 12, camino a S. Carlos.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"254","2020-09-12 05:00:02-03","US","US","1877117","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Dinelli","5381","1906","12","3","South America","Argentina",NA,NA,NA,"US02865278","Tucuman",NA,"Dep. Burruyaco: Las Cuchillas.",NA,NA,NA,NA,"1100",NA,NA,"Scrophulariales","(Cav.) Nees","US02865278_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"255","2020-09-12 05:00:02-03","US","US","3455500","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","G. Hatschbach, M. M. Hatschbach & J. M. Silva","74038","2002","11","10","South America - Neotropics","Brazil",NA,NA,NA,"US02865320","Mato Grosso do Sul",NA,"Rodovia Bonito - Campo dos Índios, entre km 80-85 (Mun. Porto Murtinho).",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865320_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"256","2020-09-12 05:00:02-03","US","US","1930323","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J. Soukup","3747","1948","2",NA,"South America - Neotropics","Peru",NA,NA,NA,"US02865345",NA,NA,"Huancayo, (alrededores).",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"257","2020-09-12 05:00:02-03","US","US","1234368","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","K. Pflanz","2140","1923",NA,NA,"South America - Neotropics","Bolivia",NA,NA,NA,"US02865246",NA,NA,"Villamontes.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865246_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"258","2020-09-12 05:00:02-03","US","US","2586059A","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","R. A. Ferreyra","2971","1948","3","15","South America - Neotropics","Venezuela",NA,NA,NA,"US02865333","Trujillo",NA,"Depto. La Libertad, Prov. Trujillo, 3-4 Km. arriba de Otuzco. Carretera Trujillo - Otuzco.",NA,NA,NA,NA,"2500",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"259","2020-09-12 05:00:02-03","US","US","1995217","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","R. Scolnik, J. Araque Molina & F. A. Barkley","20Cb021","1950","2","5","South America","Argentina",NA,NA,NA,"US02865281","Cordoba",NA,"Colón: Unquillo (Cabana).",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees","US02865281_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"260","2020-09-12 05:00:02-03","US","US","1691873","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Y. Mexia","4189","1935","11","20","South America - Neotropics","Peru",NA,NA,NA,"US02865338","Puno",NA,"Dept. Puno. Prov. Melgar; Granja Modelo de Chuquibambilla.",NA,NA,NA,NA,"3914",NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"261","2020-09-12 05:00:02-03","US","US","1341852","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","G. Herter","275","1927","4",NA,"South America","Uruguay",NA,NA,NA,"US02865260","Montevideo",NA,"Cerro, Departamento de Montevideo, República Oriental del Uruguay.",NA,NA,NA,NA,NA,NA,NA,"Scrophulariales","(Cav.) Nees",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"262","2020-09-12 05:00:02-03","US","US","2045401","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","J. A. Ewan","16464","1944","11","10","South America - Neotropics","Ecuador",NA,NA,NA,"US02865217","Pichincha",NA,"Hacienda Palguillo, e. of Pifo, Cordillera Oriental.",NA,NA,NA,NA,"2800",NA,NA,"Scrophulariales","(Cav.) Nees","US02865217_01",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
