"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount","sex"
"45","2021-04-07 11:40:27-03","UFMS","CGMS","61059","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","A. Pott; M.P. Silva; R.A. Mauro","16929","2015","09","24",NA,"Brasil",NA,NA,"Flor arroxeada-vinho. Fruto não observado. Flor com estrias claras. Habitat: Regeneração de cerrado em pastagem cultivada degradada. Solo arenoso. Relevo meia encosta suave. Habito: Erva rosulada com raiz tuberosa. Ocasional.","CGMS1094055","Mato Grosso do Sul","Campo Grande","Fazenda Crescente, APA do Guariroba.","-54.3438889","-20.5588889","-54,3438889","-20,5588889","568","568",NA,NA,"(Cav.) Nees",NA,NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:11:09-03","MBM","MBM","320216","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Motta, J.T.","1902","1990","10","26","Southern America","Brazil",NA,NA,"Erva com flores roseas.","MBM320216","Paraná","Jaguariaíva","Chapada do Santo Antonio","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,NA,"Nees","MBM320216","Kameyama, C.",NA,"2009","44368","auto","05","28",NA,NA,NA,NA
"47","2020-12-21 16:11:09-03","MBM","MBM","287944","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76257","2003","10","12","Southern America","Brazil",NA,NA,"Flor lilás.; Campo cerrado.","MBM287944","Mato Grosso do Sul","Bonito","Fazenda Nossa Senhora do Perpétuo Socorro.","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Wasshausen, D.",NA,"2005","71352","auto",NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:11:09-03","MBM","MBM","21001","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hatschbach, G.","27190","1971","10","08","Southern America","Brazil",NA,NA,"Herbácea com flores róseas.","MBM021001","Paraná","Sengés","estrada S. Antonio- Itararé.","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,NA,"(Cav.) Nees","MBM021001","Wasshausen, D.",NA,"1972","55682","auto",NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:11:09-03","MBM","MBM","134223","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53644","1989","11","18","Southern America","Brazil",NA,NA,"Herbácea com flores róseas.","MBM134223","Paraná","Sengés","Rod. PR-11 próx. Km 252","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,NA,"(Cav.) Nees","MBM134223","Hatschbach, G.",NA,"1990","55682","auto",NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:11:09-03","MBM","MBM","85278","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Schinini, A.; Cabral, E.; Cáceres, S.; Ferrucci, M.S.; Vanni, R.; Cabral, E.; Cáceres, S.; Ferrucci, M.S.; Vanni, R.","23387","1983","02","25","Southern America","Argentina",NA,NA,"Flores fucsias.; Bosque de urunday.","MBM085278","Corrientes","Santo Tomé","Timbó",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,"Ferrucci, M.S.",NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:11:09-03","MBM","MBM","275294","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74115","2002","11","09","Southern America","Brazil",NA,NA,"Flor lilás.","MBM275294","Mato Grosso do Sul","Bonito","Projeto Guaicurus.","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,NA,"(Cav.) Nees","MBM275294","Wasshausen, D.",NA,"2005","71352","auto",NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:11:09-03","MBM","MBM","275300","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","74038","2002","11","10","Southern America","Brazil",NA,NA,"Flor lilás.","MBM275300","Mato Grosso do Sul","Porto Murtinho","Campo dos Índios, Rod. Bonito.","-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,NA,NA,"(Cav.) Nees","MBM275300","Wasshausen, D.",NA,"2005","185577","auto",NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:11:09-03","MBM","MBM","294174","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76547","2003","10","20","Southern America","Brazil",NA,NA,"Ereta, flor lilás pálida.","MBM294174","Mato Grosso do Sul","Porto Murtinho","Rod. BR-267.","-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,NA,NA,"(Cav.) Nees","MBM294174","Wasshausen, D.",NA,"2005","185577","auto",NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:11:09-03","MBM","MBM","313816","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Kozera, C.; Sanches, A.; Sanches, A.","2362","2005","09","29","Southern America","Brazil",NA,NA,"Herbácea com flores róseas.","MBM313816","Paraná","Balsa Nova","Ponte dos Arcos","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:11:09-03","MBM","MBM","3882","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hatschbach, G.","17415","1967","10","11","Southern America","Brazil",NA,NA,"Herbácea com flores róseas.","MBM003882","Paraná","Ponta Grossa","Passo do Pupo","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"(Cav.) Nees","MBM003882","Hatschbach, G.",NA,"1970","46557","auto",NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:11:09-03","MBM","MBM","12830","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hatschbach, G.; Ravenna, P.; Ravenna, P.","23128","1969","12","05","Southern America","Brazil",NA,NA,"Herbácea com flores róseas.","MBM012830","Paraná","Laranjeiras do Sul","Km 127.","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,NA,NA,"(Cav.) Nees","MBM012830","Wasshausen, D.",NA,"1970","28404","auto",NA,NA,NA,NA,NA,NA
"57","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584675","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584675' target='other'> <mi>dwc_moreinfo</mi></a>","P03584675",NA,NA,"Iter ad Yerbales montium Sierra de Maracayú. In regione vicine Igatimí.",NA,NA,NA,NA,NA,NA,NA,NA,"Nees","P03584675_01",NA,NA,NA,NA,NA,NA,NA,"4853",NA,NA,NA
"58","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584670","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Fruchard",NA,"1870","12","1",NA,"Uruguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584670' target='other'> <mi>dwc_moreinfo</mi></a>","P03584670",NA,NA,"Montevideo in Campi.",NA,NA,NA,NA,NA,NA,NA,NA,"Nees","P03584670_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584671","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584671' target='other'> <mi>dwc_moreinfo</mi></a>","P03584671","São Paulo",NA,"Brésil.",NA,NA,NA,NA,NA,NA,NA,NA,"Nees","P03584671_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584672","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Fruchard",NA,"1867","4","1",NA,"Uruguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584672' target='other'> <mi>dwc_moreinfo</mi></a>","P03584672",NA,NA,"Montevideo. Mercedes in Campis.",NA,NA,NA,NA,NA,NA,NA,NA,"Nees","P03584672_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584673","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Fruchard, C.",NA,"1874","2","8",NA,"Uruguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584673' target='other'> <mi>dwc_moreinfo</mi></a>","P03584673",NA,NA,"Montevideo. [Los Fiadres].",NA,NA,NA,NA,NA,NA,NA,NA,"Nees","P03584673_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584674","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584674' target='other'> <mi>dwc_moreinfo</mi></a>","P03584674",NA,NA,"In regione vicine Igatimí.",NA,NA,NA,NA,NA,NA,NA,NA,"Nees","P03584674_01",NA,NA,NA,NA,NA,NA,NA,"4853",NA,NA,NA
"63","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584677","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Hassler, E.",NA,"1901","1","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584677' target='other'> <mi>dwc_moreinfo</mi></a>","P03584677",NA,NA,"Prope Concepcion.",NA,NA,NA,NA,NA,NA,NA,NA,"Nees","P03584677_01",NA,NA,NA,NA,NA,NA,NA,"7346",NA,NA,NA
"64","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584678","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Hassler, E.",NA,"1901","9","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584678' target='other'> <mi>dwc_moreinfo</mi></a>","P03584678",NA,NA,"Prope Concepcion.",NA,NA,NA,NA,NA,NA,NA,NA,"Nees","P03584678_01",NA,NA,NA,NA,NA,NA,NA,"7346",NA,NA,NA
"65","2015-07-31 19:46:21-03","MNHN","RECOLNAT_MNHN_P","P00675598","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Jussieu, J. de",NA,NA,NA,NA,NA,"Pérou","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00675598' target='other'> <mi>dwc_moreinfo</mi></a>","P00675598",NA,NA,"s.loc.",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees","P00675598_01","Wasshausen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-09-27 04:19:00-03","MNHN","RECOLNAT_MNHN_P","P00719697","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Pavon, J.A.",NA,"1827",NA,NA,NA,"Pérou","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00719697' target='other'> <mi>dwc_moreinfo</mi></a>","P00719697",NA,NA,"s.loc.",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees","P00719697_01",NA,NA,NA,NA,NA,NA,NA,NA,"syntype",NA,NA
"67","2015-09-26 22:24:22-03","MNHN","RECOLNAT_MNHN_P","P00719700","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Urville, D. d'",NA,NA,NA,NA,NA,"Chili","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00719700' target='other'> <mi>dwc_moreinfo</mi></a>","P00719700",NA,NA,"s.loc.",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees","P00719700_01",NA,NA,NA,NA,NA,NA,NA,NA,"syntype",NA,NA
"68","2015-09-04 07:55:31-03","MNHN","RECOLNAT_MNHN_P","P03584635","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Pedersen, T.M.",NA,"1948","2","9",NA,"Argentina","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584635' target='other'> <mi>dwc_moreinfo</mi></a>","P03584635",NA,NA,"Corrientes: Estancia. Santa Teresa.",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees","P03584635_01",NA,NA,NA,NA,NA,NA,NA,"104",NA,NA,NA
"69","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584650","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Andeer",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584650' target='other'> <mi>dwc_moreinfo</mi></a>","P03584650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees","P03584650_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584651","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Andeer",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584651' target='other'> <mi>dwc_moreinfo</mi></a>","P03584651",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees","P03584651_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584653","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Humbert, H.",NA,"1948","10","18",NA,"Argentina","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584653' target='other'> <mi>dwc_moreinfo</mi></a>","P03584653",NA,NA,"Provincia de Tucuman: Sierra del Aconquija.",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees","P03584653_01",NA,NA,NA,NA,NA,NA,NA,"20999",NA,NA,NA
"72","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584657","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584657' target='other'> <mi>dwc_moreinfo</mi></a>","P03584657",NA,NA,"San Bernardino.",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees","P03584657_01",NA,NA,NA,NA,NA,NA,NA,"4094",NA,NA,NA
"73","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584658","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584658' target='other'> <mi>dwc_moreinfo</mi></a>","P03584658",NA,NA,"Iter ad Paraguariam Septentrionalem. In regione cursus superioris fluminis Apa.",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees","P03584658_01",NA,NA,NA,NA,NA,NA,NA,"8055",NA,NA,NA
"74","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584659","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hassler, E.",NA,"1901","12","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584659' target='other'> <mi>dwc_moreinfo</mi></a>","P03584659",NA,NA,"Paraguariam septentrionalem: in regione cursus superioris fluminis Apa.",NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees","P03584659_01",NA,NA,NA,NA,NA,NA,NA,"8055",NA,NA,NA
"75","2015-09-04 07:55:40-03","MNHN","RECOLNAT_MNHN_P","P03584660","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Dombey",NA,NA,NA,NA,NA,"Peru","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584660' target='other'> <mi>dwc_moreinfo</mi></a>","P03584660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees","P03584660_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2015-09-04 10:46:13-03","MNHN","RECOLNAT_MNHN_P","P04434521","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04434521' target='other'> <mi>dwc_moreinfo</mi></a>","P04434521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Cav.) Nees","P04434521_01",NA,NA,NA,NA,NA,NA,NA,"4094",NA,NA,NA
"77","2015-09-04 07:55:31-03","MNHN","RECOLNAT_MNHN_P","P03584604","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","Saint-Hilaire",NA,"1816","1","1",NA,"Uruguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584604' target='other'> <mi>dwc_moreinfo</mi></a>","P03584604",NA,NA,"Banda Oriental del Uruguay.",NA,NA,NA,NA,NA,NA,NA,NA,"Nees","P03584604_01",NA,NA,NA,NA,NA,NA,NA,"C2 2437",NA,NA,NA
"78","2015-09-04 07:55:31-03","MNHN","RECOLNAT_MNHN_P","P03584605","PreservedSpecimen",NA,"Acanthaceae","Stenandrium","trinerve","Stenandrium trinerve","Saint-Hilaire",NA,"1816","1","1",NA,"Uruguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03584605' target='other'> <mi>dwc_moreinfo</mi></a>","P03584605",NA,NA,"Banda Oriental del Uruguay.",NA,NA,NA,NA,NA,NA,NA,NA,"Nees","P03584605_01",NA,NA,NA,NA,NA,NA,NA,"C2 2442 bis",NA,NA,NA
"79","2021-02-11 17:17:46-03","UFPR","UPCB","63359","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","neesianum","Stenandrium neesianum","Kozera, C.","2362","2005","09","29",NA,"Brasil",NA,NA,"Herbácea, flores róseas, campo seco..",NA,"Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,"Lindau",NA,"Hatschbach, G.",NA,"2006","27346","auto","01","01",NA,NA,NA,NA
"80","2020-07-25 11:01:00-03","MO","MOBOT","2489116","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Émile Hassler","Hassler 4853","1898","10",NA,"South America","Paraguay",NA,NA,NA,NA,"Canindeyú",NA,"Prope Ygatimi",NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"81","2020-07-25 11:02:00-03","MO","MOBOT","2489129","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Émile Hassler","Hassler 1100","1885","9",NA,"South America","Paraguay",NA,NA,NA,NA,"Central",NA,"Prope Tacuaral",NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"82","2010-04-02 20:17:00-03","MO","MOBOT","2489142","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Aurelio Schinini|Eugenia Bordas","Schinini Cacace 19769","1978","4","11","South America","Paraguay",NA,NA,NA,NA,"Chaco",NA,"Mayor Lagerenza",NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2016-03-28 10:33:00-03","MO","MOBOT","100902904","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Nur Ritter","Ritter 3905","1996","11","23","South America","Bolivia",NA,NA,NA,NA,"Santa Cruz","Cordillera","Small hill to the north of the highway between Boyuibe and Camiri; at ca. km 225.","-63.4544444","-20.24",NA,NA,"850.00000000",NA,NA,NA,"Nees",NA,"D. Wasshausen (US)",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"84","2011-12-08 05:05:00-02","MO","MOBOT","1118840","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Robert R. Brooks|et al.","Brooks MS251","1996","1","22","South America","Argentina",NA,NA,NA,NA,"Córdoba",NA,"Río de los Sauces, Florita Quarry. Ultramafic rocks with chromite and associated carbonates, intruded into mafic gneiss. National Geographic Mercosur Botanical Expedition - Jan./Feb. 1996","-64.86666","-32.71666",NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,"25",NA,"2",NA
"85","2011-03-02 00:02:00-03","MO","MOBOT","2189141","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Dieter C. Wasshausen|Carmen L. Cristóbal|Victor Maruñak","Wasshausen 1983","1993","9","23","South America","Argentina",NA,NA,NA,NA,"Corrientes","Ituzaingó","5 km W of acces to Ituzaingó",NA,NA,NA,NA,"110.00000000",NA,NA,NA,"Nees",NA,"Wasshausen, D. C., 18/06/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2011-09-30 16:06:00-03","MO","MOBOT","2404129","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Renée H. Fortunato|A. Cabral|S. Soto|A. Martínez","Fortunato 6748","2000","11","25","South America","Argentina",NA,NA,NA,NA,"Formosa","Matacos","18 km al N de Ing. G. Juárez, por RP 39.","-61.8","-23.71666",NA,NA,NA,NA,NA,NA,"Nees",NA,"Ezcurra, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2009-10-24 13:47:00-02","MO","MOBOT","2429999","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Fernando O. Zuloaga|Manuel J. Belgrano|M.C. Bisio|B. Cariglino|C. Macluf|M.I. Martín|J.P. Ramos Giacosa|J. Winter","Zuloaga 7580","2002","11","13","South America","Argentina",NA,NA,NA,NA,"Jujuy","Santa Bárbara","camino de Palma Sola a El Olvido, 3 km de Palma Sola","-64.26666","-23.98333",NA,NA,"750.00000000",NA,NA,NA,"Nees",NA,"Múlgura de Romero, M. E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2016-11-15 05:15:00-02","MO","MOBOT","2489103","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Antonio C. Krapovickas|Carmen L. Cristóbal","Krapovickas 44243","1992","12","8","South America","Paraguay",NA,NA,NA,NA,"Boquerón",NA,"14 km N de Filadelfia, Reserva Flor del Chaco",NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-07-25 11:03:00-03","MO","MOBOT","2489156","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Émile Hassler","Hassler 7346","1901","9",NA,"South America","Paraguay",NA,NA,NA,NA,"Concepción",NA,"Prope Concepción","-57.43333","-23.43333",NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"90","2020-07-25 11:03:00-03","MO","MOBOT","2489168","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Émile Hassler","Hassler 2989","1898","1",NA,"South America","Paraguay",NA,NA,NA,NA,"Cordillera",NA,"Cordillera de Altos","-57.1","-25.45",NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"91","2020-07-25 11:03:00-03","MO","MOBOT","2489179","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Émile Hassler","Hassler 6881","1900","1",NA,"South America","Paraguay",NA,NA,NA,NA,"Paraguarí",NA,"In valle fluminis Y-acá, prope Chololó",NA,NA,NA,NA,NA,NA,NA,NA,"Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"92","2014-03-29 22:00:00-03","MO","MOBOT","2489333","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","A.L. Woolston","Woolston 630","1956","1","6","South America","Paraguay",NA,NA,NA,NA,"San Pedro",NA,"Colonia Primavera","-56.51666","-24.63333",NA,NA,NA,NA,NA,NA,"Nees",NA,"Ezcurra, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2011-12-09 05:04:00-02","MO","MOBOT","3154385","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","diphyllum","Stenandrium diphyllum","Johann Heinrich Conrad Gottfried Gustav","Steinmann s.n.","1903",NA,NA,"South America","Bolivia",NA,NA,NA,NA,"Cochabamba",NA,"Tunari gebirge bei Cochabamba","-66.383333","-17.25",NA,NA,"3000.00000000","4500.00000000",NA,NA,"Nees",NA,"fide Foster's cards",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"94","2015-03-19 11:48:00-03","MO","MOBOT","2489249","PreservedSpecimen","Plantae","Acanthaceae","Stenandrium","dulce","Stenandrium dulce","Teodore Meyer","Meyer 16203","1950","12","13","South America","Paraguay",NA,NA,NA,NA,"Ñeembucú",NA,"Humaitá","-58.65","-27.05",NA,NA,"45.00000000",NA,NA,NA,"(Cav.) Nees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
