"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","relationshipType","fieldNumber","individualCount","sex"
"951","2021-03-01 16:19:29-03","UNICAMP","UEC","203681","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Andrade, CD","38","2013","10","11","Brazil","Goiás","Quirinópolis","Campo úmido, Faz. Boa Sorte.","-50.774697","-18.756972","-50.774697","-18.756972",NA,NA,"Planta com 30cm, inflorescências pequenas verdes c/ detalhe castanho.","UEC199847","UEC199847",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","2021-03-01 16:19:29-03","UNICAMP","UEC","199898","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Andrade, CD","38","2013","10","11","Brazil","Goiás","Quirinópolis","Faz. Boa Sorte.","-50.774697","-18.756972","-50.774697","-18.756972",NA,NA,"Planta c/30cm, Inflorescências pequenas verdes c/ detalhe castanho.; Campo úmido.","UEC199807","UEC199807",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","2021-02-17 13:39:51-03","UNICAMP","UEC","197853","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Morais, IL","743","2008","11","04","Brazil","Goiás","Bela Vista de Goiás",NA,"-49.602514","-17.633192","-49.602514","-17.633192",NA,NA,NA,"UEC199773","UEC199773",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","2019-08-20 09:59:40-03","UNICAMP","UEC","20168","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Jangoux, J; Bahia, RP","196","1978","12","04","Brazil","Maranhão","Nova Esperança","Rio Alto Turiaçu","-45.75","-2.916667","-45.75","-2.916667",NA,NA,"ori, Campo baixo na beira arenosa de um córrego, capoeira.","UEC075204","UEC075204",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","2021-03-01 16:19:29-03","UNICAMP","UEC","174612","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Gil, ASB","Bove, CP; Gil, ASB; Moreira, CB","520","1999","11","11","Brazil","Goiás",NA,"Estrada Jussara-Aragarças a 100 km de Jussara.",NA,NA,NA,NA,NA,NA,"Erva emergente.; Ambiente Lótico com ca. 50cm de profundidade.","UEC030560","UEC030560","2002","01","08",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","2021-03-01 16:19:29-03","UNICAMP","UEC","174647","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Gil, ASB","Bove, CP; Gil, ASB; Moreira, CB","538","1999","11","12","Brazil","Goiás",NA,"Estrada Jussara-Britânia (via Jacilândia), a 78,2km de Jussara.",NA,NA,NA,NA,NA,NA,"Erva emergente, em flor.; Grande alagado com Palmeiras e Bignoniaceae. Água ca. 15cm de profundidade.","UEC030523",NA,"2002","01","08",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","2021-03-01 16:19:29-03","UNICAMP","UEC","174648","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Gil, ASB","Bove, CP; Gil, ASB; Moreira, CB","517","1999","11","11","Brazil","Goiás",NA,"Estrada Jussara-Aragarças a 100 km de Jussara, Rio Don Bill.",NA,NA,NA,NA,NA,NA,"Alagado com ca. 50 cm de profundidade. Erva emergente.","UEC030522",NA,"2002","01","08",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","2019-08-20 09:59:40-03","UNICAMP","UEC","178812","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Aona, LYS; Alcântara, J; Oliveira, W","1546","2012","07","24","Brazil","Bahia","São Felix","Capivari","-38.966361","-12.668583","-38.966361","-12.668583","41","41",NA,"UEC023399","UEC023399",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","2019-08-20 09:59:40-03","UNICAMP","UEC","178846","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Aona, LYS; Alcântara, J; Oliveira, W","1540","2012","07","24","Brazil","Bahia","São Felix","Capivari","-38.966136","-12.668583","-38.966136","-12.668583","41","41",NA,"UEC023434","UEC023434",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","2021-03-01 16:19:29-03","UNICAMP","UEC","183426","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Souza, CSD","Souza, CSD; Borges, R; Sant Ana, S; Lopes, M; Rodrigues, A","130","2007","02","28","Brazil","Bahia","Maraú","beira da estrada Ubaitaba - Maraú, cerca de 4 km do fim do desvio para Itacaré","-39.021667","-14.178056","-39.021667","-14.178056",NA,NA,"herbácea, 1m. em solo arenoso alagado em uma parte do ano. bainhas amareladas arroxeadas. Brácteas verdes e douradas. frutos brancos; mata de reestinga","UEC106493","UEC106493","2007","10","01",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","2021-03-01 16:19:29-03","UNICAMP","UEC","183427","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Souza, CSD","Souza, CSD; Lopes, M; Perdiz, R; Freitas, E","163","2007","05","05","Brazil","Bahia","Maraú","beira da estrada Ubaitaba - Maraú, cerca de 4 km do fim do desvio para Itacaré","-39.021667","-14.177778","-39.021667","-14.177778",NA,NA,"herbácea, 60 cm. em solo arenoso, em área paliçádica. bainhas de arroxeadas a castanhas. flores verdes; mata de reestinga","UEC106494","UEC106494","2007","10","01",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","2021-03-01 16:19:29-03","UNICAMP","UEC","199907","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Resende, ILM","3222","2014","08","02","Brazil","Minas Gerais","Monte Alegre de Minas","Meio da vereda.","-48.875278","-18.870278","-48.875278","-18.870278",NA,NA,"Erva com 47cm, espigueta marrom plana com 5mm","UEC199812","UEC199812",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","2019-08-20 09:59:40-03","UNICAMP","UEC","2598","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Costa, SM","Leitão Filho, HF; Shepherd, GJ; Yamamoto, K; Joly, CA","1840","1982","12","01","Brazil","Minas Gerais","Poços de Caldas","Rodovia Poços de Caldas - Campestre","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"ori, Erva isolada, 80cm, espiguetas verdes, crescendo na água.","UEC121916","UEC121916","2010","04",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","2021-02-12 10:02:12-03","UNICAMP","UEC","38771","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Costa, SM","Mendonça, RC; Pereira, BAS","237","1983","09","19","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Chácara II, beira de um córrego.","-48.405833","-15.931944","-48.405833","-15.931944",NA,NA,"ori, Planta situada dentro d#?#água. Inflorescência marrom.","UEC025894","UEC025894","2012","10",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","2019-08-20 09:59:40-03","UNICAMP","UEC","27526","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Koyama, T","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","17986","1977","01","16","Brazil","Bahia",NA,"Coastal Zone, Between Alcobaça and Prado, on the coast road to 12km N of Alcobaça.","-39.216667","-17.483333","-39.216667","-17.483333",NA,NA,"ori, Tufted, shortly rhizomatous sedge with purplish basal bracts. Culms green, sharply triquetrous, rather soft. Spikelets green-golden. Leaves green, keeled on underside. Mixed restinga with high forest, bushy areas, damp open ground","UEC075208","UEC075208","1978",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","2019-08-20 09:59:40-03","UNICAMP","UEC","30932","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Costa, SM","Leitão Filho, HF; Shepherd, GJ; Yamamoto, K; Joly, CA","1840","1982","12","01","Brazil","Minas Gerais","Poços de Caldas","Rodovia Poços de Caldas - Campestre","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"ori, Erva isolada, 80cm, espiguetas verdes, crescendo na água.","UEC098394","UEC098394","2010","04",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","2019-08-20 09:59:40-03","UNICAMP","UEC","94549","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Araújo, AC","Amaral, MCE; Belinello, R; Gottermann, S; Calago, K; Falcão, JC; Faria, AD","95127","1995","07","20","Brazil","São Paulo","Brotas","Estrada Brotas - Ribeirão Bonito, Margem do córrego das Águas Virtuosas, a ca. de 8,0 km antes do asfalto.","-48.2","-22.1","-48.2","-22.1",NA,NA,"Erva com ca. de 20 cm de alura; brácteas castanho-claro.","UEC075218","UEC075218","1998","11",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","2021-03-01 16:19:29-03","UNICAMP","UEC","203684","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Andrade, CD","110","2013","10","23","Brazil","Goiás","Quirinópolis","Meio Vereda, Faz. Boa Sorte.","-50.774697","-18.756972","-50.774697","-18.756972",NA,NA,"Planta c/ 25cm, inflor. espigas verdes, em tufos.","UEC199845","UEC199845",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","2021-03-01 16:19:29-03","UNICAMP","UEC","203682","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Andrade, CD","47","2013","10","11","Brazil","Goiás","Quirinópolis","Meio Vereda, Faz. Boa Sorte.","-50.774697","-18.756972","-50.774697","-18.756972",NA,NA,"Planta com 32cm, hastes longas, inflor. marrom c/ espigas em tufos.","UEC199846","UEC199846",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","2019-08-20 09:59:40-03","UNICAMP","UEC","60921","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Tucker, GC","Irwin, HS; Soderstrom, TM","7608","1964","10","31","Brazil","Goiás",NA,"Serra do Caiapó","-51.783333","-17.2","-51.783333","-17.2","800","1000","ori, Short-rhizomatous. Periodically flooded meadow, ca. 20km S of Caiaponia on road to Jataí. Frequent.","UEC075214","UEC075214","1991",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","2021-03-01 16:19:29-03","UNICAMP","UEC","74203","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Tucker, GC","Nakagomi, MY; Basso, ME; Pomari, ML; Moncaio, E","20","1994","09","06","Brazil","São Paulo","Cananéia","Estrada Cananéia - Pariquera Açu (via ponte), Cerca de 19 Km de Cananéia.","-47.84175","-24.900806","-47.84175","-24.900806",NA,NA,"Erva, ca. 1m de altura. Coletado em beira de estrada.; Extensa área de transição mata de restinga - mata atlântica.","UEC075228","UEC075228","2000",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","2019-08-20 09:59:40-03","UNICAMP","UEC","94719","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Araújo, AC","Amaral, MCE; Bittrich, V","9473","1994","12","10","Brazil","São Paulo","Vitoriana","Brejo na margem do Rio Capivara, à direita da estrada. Área alagada.","-48.45","-22.75","-48.45","-22.75",NA,NA,"Erva, ca. 1,0 m. Base cor violeta-escuro.","UEC075220","UEC075220","1998","11",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","2019-08-20 09:59:40-03","UNICAMP","UEC","27394","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan juncoides","(Lam.) Kük.","Mayo, SJ","Harley, RM; Renvoize, SA; Erskine, CM; Brighton, CA; Pinheiro, R","16011","1974","02","05","Brazil","Bahia",NA,"Serra do Sincorá, By Rio Cumbuca, about 3km N of Mucugé on Andaraí road.","-41.383333","-13","-41.383333","-13","850","850","ori, Sedge. On conglomerate sandstone rock with partly burnt-over vegetation among rocks by river and neighboring hillside.","UEC075207","UEC075207","1978","07",NA,NA,NA,NA,"Liliopsida",NA,"juncoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","2019-08-20 09:59:42-03","UNICAMP","UEC","27428","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan juncoides","(Lam.) Kük.","Mayo, SJ","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","19898","1977","03","24","Brazil","Bahia",NA,"Serra do Rio das Contas, Ca. 1km S of small town of Mato Grosso on the road to Vila do Rio das Contas.","-41.816667","-13.483333","-41.816667","-13.483333","1200","1200","ori, Erect tufted sedge to 40cm. Leaves mid-green. Spikelets reddish-green. Sandstone rock outcrops with small area of disturbed marsh at base, and nearby ruver with lush vegetation along rocky margins.","UEC075209","UEC075209","1978",NA,NA,NA,NA,NA,"Liliopsida",NA,"juncoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","2019-08-20 09:59:42-03","UNICAMP","UEC","27440","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan juncoides","(Lam.) Kük.","Mayo, SJ","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","19213","1977","03","01","Brazil","Bahia",NA,"Morro do Chapéu, 19,5km SE of Morro do Chapéu on the BA052 road to Mundo Novo by the Rio Ferro Doido.","-41.333333","-11.633333","-41.333333","-11.633333","900","900","ori, Stems sharply triquetrous with concave sides. Sheaths red basally. Glumes reddish-brown with green keel. With water-worn, horizontally-bedded sandstone at soil surface, with damp sand, sedge marsh, exposed rock and waterfall. Open","UEC075210","UEC075210","1978",NA,NA,NA,NA,NA,"Liliopsida",NA,"juncoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","2019-08-20 09:59:42-03","UNICAMP","UEC","27543","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan juncoides","(Lam.) Kük.","Mayo, SJ","Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","19220","1977","03","01","Brazil","Bahia",NA,"Morro do Chapéu, 19,5km SE of Morro do Chapéu on the BA052 roas to Mundo novo by the river Ferro Doido.","-41.333333","-11.633333","-41.333333","-11.633333","900","900","ori, With water-worn horizontally bedded sandstone at soil surface, with damp sand, sedge marsh, exposed rock and waterfall. Open scrub to closed low woodland in the drier areas.","UEC075205","UEC075205","1978",NA,NA,NA,NA,NA,"Liliopsida",NA,"juncoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","2019-08-20 09:59:42-03","UNICAMP","UEC","93176","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan juncoides","(Lam.) Kük.","López, MG","Arbo, MM; Maruñak, V; Cáceres, SAM","6991","1996","12","03","Argentina","Corrientes","Concepción","Estancia Tranquera de Hierro, 66km NE de Chavarría, camino a Concepción, a 6km de la ruta.","-58.666667","-28.583333","-58.666667","-28.583333",NA,NA,"ori, En el borde de un arroyo bordeado de médanos de arena blanca, en medio de la florestación de Eucalyptus. Inflorescencias pardas en grupos densos.","UEC075202",NA,"1997",NA,NA,NA,NA,NA,"Liliopsida",NA,"juncoides",NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","2019-08-20 09:59:39-03","UNICAMP","UEC",NA,"S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Alves, MV","Alencar, ME","541","1999","02","28","Brazil","Piauí","Piracuruca","Olho D#?#água do Bacuri (6ª cidade) - PARN","-41.72","-4.936111","-41.72","-4.936111","215","215","flor, Erva 40cm, inflorescências imaturas. Substrato afloramento rochoso. Em Mata ciliar.","UEC075206",NA,"1999","09",NA,NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","2019-08-20 09:59:40-03","UNICAMP","UEC","34720","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Muniz, FS","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS; Heringer-Salles, AE; Chagas e Silva","3635","1980","03","03","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"flor, Erva com mais ou menos 50cm de altura. Flores ferrugíneas ou verdes; local brejoso nesta época do ano.","UEC075215","UEC075215","2000","07",NA,NA,NA,NA,"Liliopsida",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"980","2019-08-20 09:59:40-03","UNICAMP","UEC","60920","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Tucker, GC","Irwin, HS; Souza, R; Reis dos Santos, R","9533","1965","10","25","Brazil","Distrito Federal","Brasília","Ca 25km E of Brasilia, road to Planaltin","-47.9296989440918","-15.7797002792358",NA,NA,"1000","1000","ori, In shallow water, to 40cm tall. Cerrado and margin of small creek.","UEC075211","UEC075211","1991",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"981","2019-08-20 09:59:40-03","UNICAMP","UEC","34892","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Costa, SM","Heringer, EP; Filgueiras, TS; Mendonça, RC; Pereira, BAS","7473","1982","05","04","Brazil","Distrito Federal","Brasília","Lagoa Norte","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"ori, Morro cascalhento próximo às duas ilhas. Planta situada bem prócimo ao lago, inflorescências marrom-claras. Pouco freqüente.","UEC075232","UEC075232","2010","04",NA,NA,NA,NA,"Liliopsida",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"982","2019-08-20 09:59:40-03","UNICAMP","UEC","60919","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Tucker, GC","Irwin, HS; Souza, R; Reis dos Santos, R","9748","1965","11","01","Brazil","Goiás","Cristalina","Ca 6km S of Cristalina.","-47.6136016845703","-16.7686004638672",NA,NA,"1175","1175","ori, Erect in small clumps to 50cm tall. Periodically flooded places. Locally common.","UEC075212","UEC075212","1991",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"85457","auto",NA,NA,NA,NA,NA,NA,NA
"983","2019-08-20 09:59:40-03","UNICAMP","UEC","16262","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Costa, SM","Ribeiro, JF","EQ05","1977","05",NA,"Brazil","Goiás","Planaltina","Cerrado do CPAC - Embrapa","-47.614200592041","-15.4527997970581",NA,NA,NA,NA,"ori","UEC075233","UEC075233","2010","04",NA,NA,NA,NA,"Liliopsida",NA,NA,"61159","auto",NA,NA,NA,NA,NA,NA,NA
"984","2019-08-20 09:59:40-03","UNICAMP","UEC","179056","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Eiten, G; Eiten, LT","8644","1968","09","09","Brazil","Mato Grosso","Canarana","210 km NNE of Xavantina","-52.2682991027832","-13.5522003173828",NA,NA,NA,NA,NA,"UEC023321","UEC023321",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"125411","auto",NA,NA,NA,NA,NA,NA,NA
"985","2019-08-20 09:59:40-03","UNICAMP","UEC","26868","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Costa, SM","Sazima, M; Nunes da Cunha, C","12664","1981","04","27","Brazil","Mato Grosso","Jaciara","BR364, Proximidades do Rio da Morte","-54.9682998657227","-15.9652996063232",NA,NA,NA,NA,"ori, Beira do Rio Manso. Na areia das margens do rio. Nº1. Lugar úmido.","UEC075231","UEC075231","2010","04",NA,NA,NA,NA,"Liliopsida",NA,NA,"41566","auto",NA,NA,NA,NA,NA,NA,NA
"986","2021-03-01 16:19:29-03","UNICAMP","UEC","65213","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Prado, AL; Rodrigues, LM","30846","1992","11","06","Brazil","Mato Grosso","Poconé",NA,"-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Erva, 40cm de altura; flor creme. Em campo inundável.","UEC098402","UEC098402",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"987","2021-03-01 16:19:29-03","UNICAMP","UEC","136457","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Prado, AL; Prado, DL; França, JM; Rodrigues, LM","3353","1992","09","23","Brazil","Mato Grosso","Poconé","Faz. Ipiranga, Baía Bento Gomes, Porto das Araras, 5 a 6Km à esquerda da Rod. Transpantaneira, Km 10, Poconé-Porto Jofre.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Erva, ca. 20cm de altura; flor creme-esverdeada. Frequente. Solo arenoso. Encontrada nas depressões úmidas.","UEC098399","UEC098399",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"988","2021-03-01 16:19:29-03","UNICAMP","UEC","136462","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Prado, AL; Prado, DL; Rodrigues, LM","3607","1993","11","06","Brazil","Mato Grosso","Poconé","Faz. Ipiranga, Campo de murundum sazonalmente alagável, ca. de 2-3Km à esquerda da Rod. Transpantaneira, Km 10, Poconé-Porto Jofre.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Erva, ca. 40cm de altura; flor creme.","UEC098407","UEC098407",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"989","2021-03-01 16:19:29-03","UNICAMP","UEC","123305","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Prado, AL","Prado, AL","3059","1992","01","23","Brazil","Mato Grosso","Poconé","Faz. Ipiranga, Vazante Birici, À esquerda da Rod. Transpantaneira, Km 10, Poconé-Porto Jofre. Campo sazonalmente alagável.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Erva, ca. 90cm de altura; flores creme; planta seca. Ornamental.","UEC098397","UEC098397","2000",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"990","2021-03-01 16:19:29-03","UNICAMP","UEC","123304","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Prado, AL","Prado, AL","3066","1992","01","22","Brazil","Mato Grosso","Poconé","Faz. Ipiranga, Vazante Birici, CA. 4Km à esquerda da Rod. Poconé-Porto Jofre. Campo sazonalmente alagável.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Erva, ca. 60cm de altura; flores morrom.","UEC098398","UEC098398","2000",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"991","2021-03-01 16:19:29-03","UNICAMP","UEC","123258","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Prado, AL; Prado, DL; França, UM","3219","1992","10","31","Brazil","Mato Grosso","Poconé","Faz. Ronco do Bugiu, Campo de murundum sazonalmente alagável, 6 a 8Km à esquerda da Rod. Transpantaneira, Km 36, Poconé-P. Jofre.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Erva com marcas de carvão na raíz, 5 a 10cm de altura; escapo floral 10 a 25cm de altura; flores creme.","UEC098400","UEC098400",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"992","2021-03-01 16:19:29-03","UNICAMP","UEC","123275","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Prado, AL","Prado, AL","1151-30","1991","07","04","Brazil","Mato Grosso","Poconé","Faz. Santa Isabel","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Planta, ca. 50cm de altura; inflorescência creme. Solo argiloso. Ambiente de margem de campo (ecótono) e mata ainda encharcada.","UEC098410","UEC098410","2005","04",NA,NA,NA,NA,"Liliopsida",NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"993","2021-03-01 16:19:29-03","UNICAMP","UEC","138426","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Prado, AL","Prado, AL","3090","1991","07","18","Brazil","Mato Grosso","Poconé","Faz. Toldo, após o Rio Bento Gomes, À esquerda da Rod. Transpantaneira, Poconé-Porto Jofre. Campo de murundum sazonalmente alagável.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Erva, ca. 50cm de altura; flores creme, delicadas. Coloniza solo enchardo.","UEC022269","UEC022269","2000",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"994","2021-03-01 16:19:29-03","UNICAMP","UEC","123262","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Prado, AL","Prado, AL","3090","1991","07","18","Brazil","Mato Grosso","Poconé","Faz. Toldo, após o Rio Bento Gomes, À esquerda da Rod. Transpantaneira, Poconé-Porto Jofre. Campo de murundum sazonalmente alagável.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Erva, ca. 50cm de altura; flores creme, delicadas. Coloniza solo enchardo.","UEC098395","UEC098395","2000",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"995","2021-03-01 16:19:29-03","UNICAMP","UEC","160168","S","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Prado, AL","2496","1994","02","22","Brazil","Mato Grosso","Poconé","Proximidades da estrada Poconé-Porto Cercado, faz. Sta. helena, km 18, 10cm.","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,"Erva terrestre com ca. de 50cm de altura; Flores cremes. Ocorrência limitada na área. Solo arenoso.; Solo arenoso. Cheia.","UEC017401","UEC017401",NA,NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
