"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex","typeStatus"
"53","2021-02-08 12:52:10-03","UFRGS","ICN","177559","S","Plantae","Monocotyledon",NA,"Orchidaceae","Bipinnula","penicillata","Bipinnula penicillata","(Rchb. f.) Cisternas & Salazar","Buzatto, CR","Buzatto, CR; Nervo, MH","730","2011","09","03","América do Sul","Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,"ICN00039255",NA,NA,"2011","09","03","30776","auto",NA,NA,NA,NA
"54","2021-02-08 12:52:10-03","UFRGS","ICN","177537","S","Plantae","Monocotyledon",NA,"Orchidaceae","Bipinnula","penicillata","Bipinnula penicillata","(Rchb. f.) Cisternas & Salazar","Buzatto, CR","Buzatto, CR; Singer, RB","648","2010","10","28","América do Sul","Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,"ICN00039256",NA,NA,"2010","10","28","30776","auto",NA,NA,NA,NA
"55","2021-02-08 12:52:10-03","UFRGS","ICN","177595","S","Plantae","Monocotyledon",NA,"Orchidaceae","Bipinnula","penicillata","Bipinnula penicillata","(Rchb. f.) Cisternas & Salazar","Buzatto, CR","Nervo, MH","950","2012","09","06","América do Sul","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"ICN00039252",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"56","2021-02-08 12:52:10-03","UFRGS","ICN","177562","S","Plantae","Monocotyledon",NA,"Orchidaceae","Bipinnula","penicillata","Bipinnula penicillata","(Rchb. f.) Cisternas & Salazar","Buzatto, CR","Buzatto, CR; Singer, RB","744","2011","10","05","América do Sul","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"ICN00039254",NA,NA,"2011","10","05","76715","auto",NA,NA,NA,NA
"57","2021-02-08 12:52:15-03","UFRGS","ICN","020350","S","Plantae","Monocotyledon",NA,"Orchidaceae","Geoblasta","penicillata","Geoblasta penicillata","(Rchb. f.) Hoehne ex Correa","Waechter, JL","Irmão Augusto","s.n.","1942","09","03","América do Sul","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,"Espécie ameaçada de extinção (Em perigo).; Terrestre.","ICN00039924",NA,NA,"1979","03","13","29946","auto",NA,NA,NA,NA
"58","2021-02-08 12:52:15-03","UFRGS","ICN","015061","S","Plantae","Monocotyledon",NA,"Orchidaceae","Geoblasta","penicillata","Geoblasta penicillata","(Rchb. f.) Hoehne ex Correa","Waechter, JL","Kley, U","s.n.",NA,NA,NA,"América do Sul","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,"Espécie ameaçada de extinção (Em perigo).","ICN00039928",NA,NA,"1979","03","13","29946","auto",NA,NA,NA,NA
"59","2019-11-21 10:13:17-03","IBt","SP","31544","S","Plantae",NA,NA,"Orchidaceae","Geoblasta","penicillata","Geoblasta penicillata","(Rchb.f.) Hoehne ex M.N.Correa","Mamede, MCH","Burkart, A","4838","1932","11","10","Southern America","Argentina","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","03",NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:13:17-03","IBt","SP","35181","S","Plantae",NA,NA,"Orchidaceae","Geoblasta","penicillata","Geoblasta penicillata","(Rchb.f.) Hoehne ex M.N.Correa","Mamede, MCH","s.col.","s.n.",NA,NA,NA,"Southern America","Argentina","Buenos Aires",NA,"Sierra Tandil",NA,NA,NA,NA,NA,NA,NA,"2011","03",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:13:17-03","IBt","SP","35182","S","Plantae",NA,NA,"Orchidaceae","Geoblasta","penicillata","Geoblasta penicillata","(Rchb.f.) Hoehne ex M.N.Correa","Mamede, MCH","Scala, AC","s.n.","1928","11","08","Southern America","Argentina",NA,NA,"Sierra Bravards Aryos",NA,NA,NA,NA,NA,NA,NA,"2011","03",NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:13:17-03","IBt","SP","26639","S","Plantae",NA,NA,"Orchidaceae","Geoblasta","penicillata","Geoblasta penicillata","(Rchb.f.) Hoehne ex M.N.Correa","Mamede, MCH","Franco, AM","s.n.","1930","10","02",NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"2011","03",NA,"25180","auto",NA,NA,NA,NA
"63","2019-11-21 10:13:17-03","IBt","SP","23125","S","Plantae",NA,NA,"Orchidaceae","Geoblasta","penicillata","Geoblasta penicillata","(Rchb.f.) Hoehne ex M.N.Correa","Mamede, MCH","Hoehne, FC","s.n.","1928","10","21",NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"2011","03",NA,"25180","auto",NA,NA,NA,NA
"64","2019-11-21 10:13:17-03","IBt","SP","50500","S","Plantae",NA,NA,"Orchidaceae","Geoblasta","penicillata","Geoblasta penicillata","(Rchb.f.) Hoehne ex M.N.Correa","Mamede, MCH","Orth, C","s.n.","1932","10","05",NA,"Brasil","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,"2011","03",NA,"29946","auto",NA,NA,NA,NA
"65","2010-08-16 16:34:44-03","AMES","HU-HERB","AMES 00106718","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Chloraea","arechavaletae","Chloraea arechavaletae","Kraenzlin",NA,"C. Osten","5290","1910",NA,NA,"South America","Uruguay","Montevideo",NA,"Punta Gorda",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5290",NA,"undetermined",NA
"66","2010-08-16 16:34:42-03","GH","HU-HERB","GH 00106719","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Chloraea","arechavaletae","Chloraea arechavaletae","Kraenzlin",NA,"C. Osten","5290","1910",NA,NA,"South America","Uruguay","Montevideo",NA,"Punta Gorda",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5290",NA,"undetermined",NA
"67","2010-08-16 16:43:49-03","AMES","HU-HERB","AMES 00243033","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Chloraea","penicillata","Chloraea penicillata","H. G. Reichenbach",NA,"Wilkes Expedition",NA,NA,NA,NA,"South America","Chile","Magallanes-Antártica",NA,"Orange Harbour del Fuego",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined","Drawing of type"
"68","2019-12-05 14:57:40-03","AMES","HU-HERB","AMES 01941031","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Geoblasta","penicillata","Geoblasta penicillata","(H. G. Reichenbach) Hoehne",NA,"P. K. H. Dusén","6685","1908","9","8","South America","Brazil","Paraná",NA,"Curityba, in Campo",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6685",NA,"undetermined",NA
"69","2019-12-05 14:57:13-03","AMES","HU-HERB","AMES 01941032","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Geoblasta","penicillata","Geoblasta penicillata","(H. G. Reichenbach) Hoehne",NA,"P. K. H. Dusén","15495","1914","9","5","South America","Brazil","Paraná",NA,"Curityba, in campo",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15495",NA,"undetermined",NA
"70","2019-12-05 14:55:36-03","AMES","HU-HERB","AMES 01941034","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Geoblasta","penicillata","Geoblasta penicillata","(H. G. Reichenbach) Hoehne",NA,"A. I. Pastore","1171","1937","11","21","South America","Argentina","Buenos Aires",NA,"Taudil: Cerro Los Nogales, entre las rocas.",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1171",NA,"undetermined",NA
"71","2019-12-05 14:50:38-03","AMES","HU-HERB","AMES 01941036","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Geoblasta","penicillata","Geoblasta penicillata","(H. G. Reichenbach) Hoehne",NA,"B. Rosengurtt","B-3159","1940","10","27","South America","Uruguay","San José",NA,"Estación Mal Abrigo. Sierra de Mahoma",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-3159",NA,"undetermined",NA
"72","2019-12-05 14:56:19-03","GH","HU-HERB","GH 01941033","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Geoblasta","penicillata","Geoblasta penicillata","(H. G. Reichenbach) Hoehne",NA,"P. K. H. Dusén","15495","1914",NA,NA,"South America","Brazil","Paraná",NA,"Curityba in campo",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15495",NA,"undetermined",NA
"73","2019-12-05 14:54:42-03","GH","HU-HERB","GH 01941035","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Geoblasta","penicillata","Geoblasta penicillata","(H. G. Reichenbach) Hoehne",NA,"C. Osten","22790","1932","10","8","South America","Uruguay","Montevideo",NA,"Punta Yeguas, inlapidosis",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22790",NA,"undetermined",NA
