"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","relationshipType","infraspecificEpithet","fieldNumber","typeStatus","individualCount","sex"
"152","2019-11-27 13:47:28-03","UFS","ASE","22761","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Cotarelli, VM","2012","01","31","Cotarelli, VM; Araújo, ES; Sabino, JHF","2012","01","27","Brasil","Pernambuco","Salgueiro","Lote 04. Reservatório Milagres, Leito seco de rio que desemboca no canal da transposição.","-39.081028","-7.924444",NA,"Macrófita aquática anfíbia ca. de 1m alt. &nf;Inflorescência no ápice do escapo floral. Espiguetas marrons claras.; Macrófita aquática anfíbia ca. de 1m alt. &nf;Inflorescência no ápice do escapo floral. Espiguetas marrons claras.; Bioma","ASE0006306",NA,"1278","Southern America",NA,NA,"Magnoliophyta",NA,NA,"465","465","-39.081028","-7.924444",NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-11-27 13:47:28-03","UFS","ASE","22762","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Maciel, JR","2009","11","11","Fontana, AP; Oliveira, M; Santos, PB; Ferraz, NMS","2009","09","09","Brasil","Pernambuco","Floresta","Fazenda Favela, Propriedade do Sr. Nelson Alves Gugia, próximo a lagoa, Eixo Leste, Lote 09","-38.211972","-8.652361",NA,"Erva ca. 50 cm. Inflorescência verde-amarronzada.; Erva ca. 50 cm. Inflorescência verde-amarronzada.; Caatinga","ASE0006307",NA,"6169","Southern America",NA,NA,"Magnoliophyta",NA,NA,"417","417","-38.211972","-8.652361",NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-27 13:47:28-03","UFS","ASE","22763","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Souza, E","2011","05","14","Souza, E; Pimenta, WA","2010","11","28","Brasil","Pernambuco","Custódia","Lote 11, Fazenda Umburana","-37.669972","-8.133556",NA,"Erva aquática, anfíbia, caule triangular, glabro. Alt. 0,40 m.; Erva aquática, anfíbia, caule triangular, glabro. Alt. 0,40 m.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Bruno não cálcico.","ASE0006308",NA,"76","Southern America",NA,NA,"Magnoliophyta",NA,NA,"538","538","-37.669972","-8.133556",NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-27 13:47:28-03","UFS","ASE","22764","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Cotarelli, VM","2011","09","17","Cotarelli, VM; Fernandes, DS; Araújo, ES; Lima, IF; Almeida, NM","2011","09","17","Brasil","Ceará","Brejo Santo","Lote 05. Açude Atalhos","-38.887417","-7.651",NA,"Erva emergente com inflorescência verde amarronzada. Indivíduos ca. 5m da lâmina da água.; Erva emergente com inflorescência verde amarronzada. Indivíduos ca. 5m da lâmina da água.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo","ASE0006309",NA,"1070","Southern America",NA,NA,"Magnoliophyta",NA,NA,"427","427","-38.887417","-7.651",NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-27 13:47:28-03","UFS","ASE","22765","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Cotarelli, VM","2011","09","24","Cotarelli, VM; Fernandes, DS; Araújo, ES; Lima, IF; Almeida, NM","2011","09","18","Brasil","Ceará","Jati","Açude Atalhos","-38.975611","-7.674056",NA,"Macrofita, aquática, anfíbia.; Macrofita, aquática, anfíbia.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Neossolo Litólico Eutrófico.","ASE0006310",NA,"1087","Southern America",NA,NA,"Magnoliophyta",NA,NA,"428","428","-38.975611","-7.674056",NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-27 13:47:28-03","UFS","ASE","22766","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Cotarelli, VM","2011","09","01","Cotarelli, VM; Fernandes, DS; Lima, IF","2011","10","01","Brasil","Paraíba","São José de Piranhas","Lote 07. Açude Engenheiro Ávidos","-38.509917","-7.035444",NA,"Macrófita aquática, erva anfíbia. Inflorescência verde clara.; Macrófita aquática, erva anfíbia. Inflorescência verde clara.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Neossolo Litólico Distrófico. Área prioritária para con","ASE0006311",NA,"1099","Southern America",NA,NA,"Magnoliophyta",NA,NA,"320","320","-38.509917","-7.035444",NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-27 13:47:28-03","UFS","ASE","22767","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Cotarelli, VM","2012","01","25","Cotarelli, VM; Araújo, ES; Sabino, JHF","2012","01","25","Brasil","Ceará","Jati","Lote 05, Açude Atalho","-38.975194","-7.670139",NA,"Macrófita aquática anfíbia ca. 80 cm alt. Inflorescências congestas no ápice do escopo floral. Espiguetas jovens verdes claro e senescentes marrons.; Macrófita aquática anfíbia ca. 80 cm alt. Inflorescências congestas no ápice do esco","ASE0006312",NA,"1251","Southern America",NA,NA,"Magnoliophyta",NA,NA,"428","428","-38.975194","-7.670139",NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-27 13:47:28-03","UFS","ASE","22768","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Cotarelli, VM","2012","01","17","Cotarelli, VM; Araújo, ES; Fernandes, DS","2012","01","17","Brasil","Paraíba","Monteiro","Açude Porções, ca de 70 m da margem, sentido oest","-36.995778","-7.894472",NA,"Macrófita aquática anfíbia ca. de 30 cm alt. Inflorescências congstas apicais marrons.; Macrófita aquática anfíbia ca. de 30 cm alt. Inflorescências congstas apicais marrons.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Luvis","ASE0006313",NA,"1162","Southern America",NA,NA,"Magnoliophyta",NA,NA,"571","571","-36.995778","-7.894472",NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-11-27 13:47:28-03","UFS","ASE","22769","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Cotarelli, VM","2012","03","01","Cotarelli, VM; Rocha, AMS; Fernandes, DS","2012","03","01","Brasil","Pernambuco","Petrolândia","Lago Itaparica Ilha ca. de 6,5 km do á oeste do Ho","-38.276167","-8.992667",NA,"Macrófita aquática anfíbia. ca. 50 cm alt. Inflorescência apicais congestas verdes.; Macrófita aquática anfíbia. ca. 50 cm alt. Inflorescência apicais congestas verdes.; Bioma Caatinga. Fitofisionomia Savana Estépica. Solo Neossolo Qu","ASE0006314",NA,"1426","Southern America",NA,NA,"Magnoliophyta",NA,NA,"1426","1426","-38.276167","-8.992667",NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-11-27 13:47:28-03","UFS","ASE","23295","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Siqueira-Filho, JA","2011","12","19","Oliveira, TS; Quirno, AKR; Freitas, VJG","2011","12","05","Brasil","Pernambuco","Petrolina","Povoado de Pau-Ferro., Ao lado da porteira do Sítio Tanque da Roça.","-40.8015","-8.803361",NA,"Erva, ca. de 60cm de alt. Inflorescência terminal; esverdeada. Flores não vistosas. Fitofisionomia Savana Estépica. Solo Latossolo Vermelho-Amarelo Eutrófico. Área prioritária para conservação: CA-418-Petrolina-2 - Muito Alta.; Erva,","ASE0006304",NA,"112","Southern America",NA,NA,"Magnoliophyta",NA,NA,"541","541","-40.8015","-8.803361",NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-11-27 13:47:28-03","UFS","ASE","23296","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Cotarelli, VM","2011","12","14","Santos, AJS; Costa, JP; Rodrigues, MEB","2011","10","22","Brasil","Pernambuco","Petrolina","Estrada da Tapera, Chácara Nossa Senhora de Fátima, cerca de 1km do Parque Aquático Ilha do Sol.","-40.547333","-9.418694",NA,"Erva, ca. de 30cm de alt. Espigueta congesta verde. Encontrada próxima a um lago. Fitofisionomia Savana Estépica. Solo Vertissolo Crômico Órtico.; Erva, ca. de 30cm de alt. Espigueta congesta verde. Encontrada próxima a um lago. Fitof","ASE0006305",NA,"37","Southern America",NA,NA,"Magnoliophyta",NA,NA,"367","367","-40.547333","-9.418694",NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-11-27 13:47:28-03","UFS","ASE","24092","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Cotarelli, VM","2011","10","05","Cotarelli, VM; Araújo, ES; Lima, IF; Barboza, ES","2011","07","29","Brasil","Pernambuco","Cabrobó","Lote 01, riacho do Estreito,, Localizado antes do reservatório Terra Nova. Na margem do canal.&nf;Fitofisionomia de Savana Estépica. Solo Neosolo Regilítico Eutrófico. Área prioritária para conservação.","-39.356917","-8.285694",NA,"Macrófita aquática ca. 30 cm de alt. inflorescência marrons.; Macrófita aquática ca. 30 cm de alt. inflorescência marrons.; Bioma Caatinga.","ASE0006316",NA,"1014","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-39.356917","-8.285694",NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-11-27 13:47:28-03","UFS","ASE","25115","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Oliveira, DG","2012","09",NA,"Prata, AP; Oliveira, DG; Gomes, LA; Barbosa, P; Santos, E","2012","08","08","Brasil","Sergipe","Porto da Folha","Povoado Lagoa do Rancho, Entrando do lado esquerdo em direção a fazenda do Srº Emanuel.","-37.278056","-9.917222",NA,"Erva cespitosa, ca de 70cm. Inflorescência castanha. UTM: 0670055 & 8897859.; Erva cespitosa, ca de 70cm. Inflorescência castanha. UTM: 0670055 & 8897859.; Caatinga.","ASE0006899",NA,"3169","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-37.278056","-9.917222",NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-11-27 13:47:28-03","UFS","ASE","25187","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Costa, SM","2013","05",NA,"Maciel, JR; Fontana, AP; Oliveira, M; Ferraz M.S.","2009","08","20","Brasil","Pernambuco","Salgueiro",NA,"-39.204139","-8.061889",NA,"Erva, cerca de 15cm, anfíbia, espigueta marrom.; Erva, cerca de 15cm, anfíbia, espigueta marrom.; Caatinga.","ASE0006317",NA,"26","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-39.204139","-8.061889",NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-27 13:47:28-03","UFS","ASE","25388","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Diniz, REM; Ferraz, NMS; Silva, VD; Antunes, J","2008","10","02","Brasil","Pernambuco","Cabrobó","Área Fazenda Mãe Rosa, Savana estépica arborizada (Ta) e Vegetação agropecuária (Ag).","-39.438111","-8.489389",NA,"Erva ocasional com ca. de 0.60 m de altura. Folhas paralelinérveas. Inflorescência cimosa.","ASE0006319",NA,"43","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-39.438111","-8.489389",NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-27 13:47:28-03","UFS","ASE","27997","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Santana, JA","2016","03","08","Sobral, M","2011","05","15","Brasil","Minas Gerais","Coronel Xavier",NA,"-18.5508","-48.1636",NA,NA,"ASE0006426",NA,"14040","Southern America",NA,NA,"Magnoliophyta",NA,"ASE0006426",NA,NA,"-18.5508","-48.1636",NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-11-27 13:47:28-03","UFS","ASE","25802","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Melo, LMS","2012","10","10","Melo, LMS; Santana, TTS; Farias, MCV; Déda, RM","2012","08","31","Brasil","Sergipe","Capela","Refúgio da Vida Silvestre Mata do Junco, Solo Argiloso.","-37.0525","-10.503333",NA,"Herbácea com cerca de 1 m. Inflorescências verdes.; Mata Atlântica.","ASE0006320",NA,"42","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-37.0525","-10.503333",NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-11-27 13:47:28-03","UFS","ASE","28668","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Costa, SM","2014","05",NA,"Gomes, C","2009","07","20","Brasil","Sergipe","Indiaroba","Fazenda Sabão","-37.511389","-11.519444",NA,"Mata Atlântica","ASE0000038",NA,"ASE28668","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-37.511389","-11.519444",NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-11-27 13:47:28-03","UFS","ASE","31355","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Ribeiro, ARO","2010","05","29","Ribeiro, ARO; Araújo, JE; Silva, ML; Silva, AS; Leal, CCP; Santana, SH","2010","05","29","Brasil","Rio Grande do Norte","Jucurutu","Serra João do Vale, Comunidade Chá de Cajueiro.","-37.0814","-6.0002",NA,"Erva cespitosa. substrato argiloso. Relevo bastante inclinado. Muito frequente.; Caatinga","ASE0002533",NA,"238","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-37.0814","-6.0002",NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-27 13:47:28-03","UFS","ASE","3468","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Viana, G","1982","04","24","Brasil","Sergipe","Salgado","Sítio Sr. Do Bonfim","-37.474722","-11.031944",NA,"Erva.; Erva.; invasoras de laranjais","ASE0006261",NA,"564","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-37.474722","-11.031944",NA,NA,NA,NA,NA,NA,NA,NA
"172","2019-11-27 13:47:28-03","UFS","ASE","8836","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Silva, AC; Prata, AP; Lemos, IC; Costa, SM; M.Ibrahim","2006","07","19","Brasil","Alagoas",NA,NA,"-35.54","-9.4301",NA,"beira de estrada, terra seca","ASE0006265",NA,"27","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-35.54","-9.4301",NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-27 13:47:28-03","UFS","ASE","8866","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Lemos, IC; Costa, SM","2006","05","31","Brasil","Sergipe","São Cristóvão","campus da UFS","-37.101703","-10.925117",NA,". base rósea, inflorescencia esverdeada à castanho claro.; . base rósea, inflorescencia esverdeada à castanho claro.","ASE0006266",NA,"3","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-37.101703","-10.925117",NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-11-27 13:47:28-03","UFS","ASE","34851","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Santana Júnior, JA","2015","09","22","Santana Júnior, JA; Figueiredo, MAM; Schettino. S.C.","2015","08","31","Brasil","Sergipe","Divina Pastora","Fazenda Vassouras, No entorno da Caverna Vassouras","-37.0805","-10.412",NA,"Herbácea. Aproximadamente 60 cm. Inflorescência castanha.; Mata Atlântica","ASE0033590",NA,"292","Southern America",NA,NA,"Magnoliophyta",NA,"ASE0033590",NA,NA,"-37.0805","-10.412",NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-12-13 15:39:02-03","UFS","ASE","41943","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Fabricante, JR","2018","08","02","Mendonça, DA; Fabricante, JR","2018","07","31","Brasil","Sergipe","Itabaiana","Povoado Pé do veado, Sítio da Sra. Helena","-37.24537","-10.38274",NA,"Erva - aprox. 50 cm de altura. Flores tipo subdigitada cor marrom. Folhas alternas cor da face abaxial e adaxial verde sem pilosidade sem látex e de forma linear. Caule cilindrico verde liso e sem látex.&nf;; Ecótono entre Caatinga e Ma","ASE0043455",NA,"29","Southern America",NA,NA,"Magnoliophyta",NA,NA,"196","196","-37.24537","-10.38274",NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-11-27 13:47:28-03","UFS","ASE","35203","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Carregosa, T","2016","01","25","Gonçalves, FB","2014","08","06","Brasil","Sergipe","Nossa Senhora da Glória","Área de pastagem. Solo pedregoso","-37.2512","-10.1306",NA,"Herbácea. Coordenadas UTM: E (0660992m) N (8865473m). Nº do conglomerado: 53, nº da subunidade: 3, nº da subprcela: 1, nº de coleta: 1A-F9.; Caatinga","ASE0035868",NA,"310","Southern America",NA,NA,"Magnoliophyta",NA,"ASE0035868",NA,NA,"-37.2512","-10.1306",NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-11-27 13:47:28-03","UFS","ASE","9038","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Costa, SM","2007",NA,NA,"M.Ibrahim; et al.","2006","09","15","Brasil","Sergipe","Itabaiana","Povoado Ribeira, Poções","-37.425","-10.685278",NA,"Erva. inflorescencia castanha, raiz aromática, base amarelada.; Erva. inflorescencia castanha, raiz aromática, base amarelada.; Mata Atlantica devastada","ASE0006269",NA,"20","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-37.425","-10.685278",NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-11-27 13:47:28-03","UFS","ASE","25440","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Costa, SM","2014","05",NA,"Fontana, AP; Marques, CF; Pedro; Rose","2010","03","24","Brasil","Ceará","Mauriti","Açude Quixabinha, Lote 6.","-38.43583","-7.31135",NA,"Erva, ca. 60cm. Inflorescência verde.; Caatinga. Coordenadas UTM: 731.1350000000 S; 384.3583000000 W.","ASE0006318",NA,"6571","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-38.43583","-7.31135",NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-27 13:47:28-03","UFS","ASE","31796","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Souza, JRP",NA,NA,NA,"Souza, JRP; Bezerra, MAO","2013","11","10","Brasil","Sergipe","Poço Redondo","Grota do Angico; Lagoa Bruno.","-37.4057","-9.395",NA,"Caatinga.","ASE0003014",NA,"83","Southern America",NA,NA,"Magnoliophyta",NA,"ASE0003014",NA,NA,"-37.4057","-9.395",NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-27 13:47:28-03","UFS","ASE","31793","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Souza, JRP",NA,NA,NA,"Souza, JRP; Bezerra, MAO","2013","11","10","Brasil","Sergipe","Poço Redondo","Grota do Angico; Lagoa Bruno.","-37.4057","-9.395",NA,"Caatinga.","ASE0003011",NA,"80","Southern America",NA,NA,"Magnoliophyta",NA,"ASE0003011",NA,NA,"-37.4057","-9.395",NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-27 13:47:28-03","UFS","ASE","8734","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Costa, SM; Prata, AP; E.Sampaio; Lemos, IC; Silva, E","2006","08","26","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.5207","-9.5853",NA,"Erva. base amarelada, inflorescencia castanha.; Erva. base amarelada, inflorescencia castanha.; Campo de altitude","ASE0006263",NA,"98","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-37.5207","-9.5853",NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-11-27 13:47:28-03","UFS","ASE","8727","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Costa, SM; Prata, AP; E.Sampaio; Lemos, IC; Silva, E","2006","08","26","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.5207","-9.5853",NA,"Erva. inflorescencia castanho clara.; Erva. inflorescencia castanho clara.; Campo de altitude","ASE0006262",NA,"99","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-37.5207","-9.5853",NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-27 13:47:28-03","UFS","ASE","34330","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Freire, GS","2015","08","26","Matos, GMA; Freire, GS; Campos, DA; Santos, E","2015","08","18","Brasil","Sergipe","Santana do São Francisco","Fazenda mãe natureza.","-36.38222","-10.15195",NA,"Herbácea com ca. de 80 cm. Inflorecência ferruginea","ASE0032802",NA,"417","Southern America",NA,NA,"Magnoliophyta",NA,"ASE0032802",NA,NA,"-36.38222","-10.15195",NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-11-27 13:47:28-03","UFS","ASE","22105","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Costa, SM","2008","10",NA,"Ribeiro-Filho, AA; Funch, LS","2000","03","09","Brasil","Bahia","Lençois","Rio Mandassaia, Barro Branco, Parque Nacional da Chapada Diamantina.","-41.203","-12.203",NA,"Erva com 1-1,20 m de alt. Ocorre no leito do rio em local úmido e arenoso.","ASE0011380",NA,"66","Southern America",NA,NA,"Magnoliophyta",NA,"ASE0011380",NA,NA,"-41.203","-12.203",NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-05-26 14:30:29-03","UFCG","CSTR","5808","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.f.","Filho, H.O.M.",NA,NA,NA,"Filho, H.O.M.","2014","12","28","Brasil","Paraiba","Patos","Vegetação Ciliar","-37.28","-7.024444",NA,"Erva anfíbia.; Margem do Açude Capoeira",NA,NA,"241",NA,NA,NA,NA,NA,NA,"242","242","-37.28","-7.024444",NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-07-24 11:01:05-03","UFCG","CSTR","6263","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.f.","Torres, C.","2013","11","06","Tores, C.; Angelis, P. d'","2011","05","05","Brasil","Paraíba","Patos","Caatinga herbácea arbustiva aberta, com solo arenoso pedregoso.","-37.311056","-6.99825",NA,"Frequente no local. Erva ereta, cerca de 60cm de altura, com colmo triangular, folhas lineares, inflorescência verde a marrom.; Na margem do açude, na entrada próximo à BR.",NA,NA,"54",NA,NA,NA,NA,NA,NA,"251","251","-37.311056","-6.99825",NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-05-26 14:30:29-03","UFCG","CSTR","6272","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.f.","Torres, C.",NA,NA,NA,"Tores, C.","2012","02","13","Brasil","Paraíba","Patos","Caatinga arbustiva aberta, com solo raso, arenoso-pedregoso a argiloso.","-37.2799987792969","-7.02443981170654","26419","Erva ca de 70cm, colmo triangular, com folhas basais, inflorescência verde a marrom.; Sítio D. Elvina.",NA,"auto","171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-05-26 14:30:29-03","UFCG","CSTR","6289","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.f.","Torres, C.",NA,NA,NA,"Tores, C.","2012","03","23","Brasil","Paraíba","Patos","Caatinga arbustiva aberta, com solo raso, arenoso-pedregoso a argiloso.","-37.2799987792969","-7.02443981170654","26419","Erva ca de 70 cm, colmo triangular, com folhas basais, inflorescência verde a marrom.; Espinho Branco.",NA,"auto","240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-05-26 14:30:29-03","UFCG","CSTR","6292","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.f.","Torres, C.",NA,NA,NA,"Tores, C.","2012","09","12","Brasil","Paraíba","Patos","Caatinga arbustiva aberta, com solo raso, arenoso-pedregoso a argiloso.","-37.2799987792969","-7.02443981170654","26419","Erva ca de 60 cm, colmo triangular, com folhas basais, inflorescência verde.; Açude Jatobá.",NA,"auto","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-05-26 14:30:29-03","UFCG","CSTR","6273","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.f.","Torres, C.",NA,NA,NA,"Tores, C.","2012","02","23","Brasil","Paraíba","Patos","Caatinga arbustiva aberta, com solo raso, arenoso-pedregoso a argiloso.","-37.2799987792969","-7.02443981170654","26419","Erva ca de 70cm, colmo triangular, com folhas basais, inflorescência ferruginea a marrom.; Assentamento Patativa do Assaré.",NA,"auto","196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-05-26 14:30:29-03","UFCG","CSTR","6290","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.f.","Torres, C.",NA,NA,NA,"Tores, C.","2012","05","14","Brasil","Paraíba","Patos","Caatinga arbustiva aberta, com solo raso, arenoso-pedregoso a argiloso.","-37.2799987792969","-7.02443981170654","26419","Erva ca de 60 cm, colmo triangular, com folhas basais, inflorescência verde.; Barragem da Farinha.",NA,"auto","297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-05-26 14:30:29-03","UFCG","CSTR","6291","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.f.","Torres, C.",NA,NA,NA,"Tores, C.","2012","05","25","Brasil","Paraíba","Patos","Caatinga arbustiva aberta, com solo raso, arenoso-pedregoso a argiloso.","-37.2799987792969","-7.02443981170654","26419","Erva ca de 60 cm, colmo triangular, com folhas basais, inflorescência verde.; Assentamento Campo Comprido.",NA,"auto","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-05-26 14:30:29-03","UFCG","CSTR","6262","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.f.","Torres, C.",NA,NA,NA,"Tores, C.","2011","10","28","Brasil","Paraíba","Patos","Caatinga arbustiva aberta, com solo raso, arenoso-pedregoso a argiloso.","-37.2799987792969","-7.02443981170654","26419","Erva ca de 70cm, inflorescência verde a marrom.; Fazenda Nupeárido.",NA,"auto","108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
