"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount","sex"
"193","2020-11-04 11:12:34-03","ESALQ","ESA","119063","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Rezende.J.M.","766.0","2002","12","11",NA,"Brasil",NA,NA,NA,"ESA119063","Magnoliophyta",NA,NA,"Cavalcanti, T.B.","Goiás","Fazenda Engexplo. Navegetação a margem direita do Rio Corumbá.","-47.9502983093262","-16.2525005340576","ESA119063","Luziania",NA,NA,NA,NA,NA,NA,NA,"83221","auto",NA,NA,NA,NA,NA,NA,NA
"194","2020-11-04 11:12:34-03","ESALQ","ESA","119251","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Silva, G.P.","8977.0","2004","04","23",NA,"Brasil",NA,NA,NA,"ESA119251","Magnoliophyta",NA,NA,"Mamede, M.C.H.","Pará","Margem esquerda do Rio Araguaia, mata da Fundação. Fazenda Andorinhas. Retiro Sant Cruz.","-48.5550003051758","-6.40055990219116","ESA119251","São Geraldo do Araguaia","140","140",NA,NA,NA,NA,NA,"72333","auto",NA,NA,NA,NA,NA,NA,NA
"195","2020-11-04 11:12:34-03","ESALQ","ESA","129730","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Souza, V.C.; Randle, C; Morawetz, J.; Gissi, D.S.","38281.0","2014","03","30",NA,"Brasil",NA,NA,"Arbusto, ca. 1,4 m alt.; flores passando de amarelas para alaranjadas; frutos imaturos verdes. Foto.","ESA129730","Magnoliophyta",NA,NA,"Souza, V.C.","Distrito Federal","Reserva Ecológica do IBGE. Próximo à divisa oeste. Campo com murunduns.","-47.9296989440918","-15.7797002792358",NA,"Brasília",NA,NA,"2014","03","30",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"196","2020-11-04 11:12:35-03","ESALQ","ESA","45066","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Nave, A.G.; Dário, F.R. , Lopes, R.F.; Bertani, D.F.","2123.0","1997","09","14",NA,"Brasil",NA,NA,"Arbustivo. Altura de 3,0 m e com flor amarela.","ESA045066","Magnoliophyta",NA,"A.Juss.","Nave, A.G.","Mato Grosso","Baía Funda, Rio Guaporé. Floresta Estacional Aluvial. Beira de rio, antropizado","-600.599","-142.662","ESA045066","Pontes e Lacerda",NA,NA,NA,NA,NA,"-600,599","-142,662",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-11-04 11:12:35-03","ESALQ","ESA","111422","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Caliari, C.P.","570.0","2007","07","01",NA,"Brasil",NA,NA,NA,"ESA111422","Magnoliophyta",NA,NA,"Caliari, C.P.","Mato Grosso",NA,"-55.9674987792969","-16.1944007873535","ESA111422","Barão de Melgaço",NA,NA,"2007","10","21",NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA
"198","2020-11-04 11:12:35-03","ESALQ","ESA","61647","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Lopes, R.F. et al.",NA,"1997","01","01",NA,"Brasil",NA,NA,NA,"ESA061647","Magnoliophyta",NA,"A.Juss.",NA,"Mato Grosso",NA,"-55.9674987792969","-16.1944007873535","ESA061647","Barão de Melgaço",NA,NA,NA,NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA
"199","2020-11-04 11:12:35-03","ESALQ","ESA","88540","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Viana, R.H.O.","52.0","1998","09","20",NA,"Brasil",NA,NA,NA,"ESA088540","Magnoliophyta",NA,"A.Juss.","Viana, R.H.O.","Mato Grosso",NA,"-52.353099822998","-14.6732997894287","ESA088540","Nova Xavantina",NA,NA,NA,NA,NA,NA,NA,"79739","auto",NA,NA,NA,NA,NA,NA,NA
"200","2021-01-14 15:31:30-03","MN","R","7845","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Glaziou, A.F.M.","12478","1881","10","24",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000007845",NA,NA,"A. Juss.",NA,"Minas Gerais",NA,NA,NA,"R000007845_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-01-14 15:31:30-03","MN","R","7852","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia var.chiquitensis","Glaziou, A.F.M.","18923","1892","04","09",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000007852",NA,NA,"A. Juss.",NA,"Minas Gerais",NA,NA,NA,"R000007852_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"var.chiquitensis",NA,NA,NA,NA
"202","2021-02-11 17:10:24-03","MN","R","234588","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Giulietti, A.M.",NA,"1995","02","04",NA,"Brasil",NA,NA,NA,"R010037499,R010037500",NA,NA,"A. Juss.",NA,"Bahia","Morro do Pai Inácio","-41.5588989257812","-12.5289001464844",NA,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA,NA,NA,NA,NA
"203","2021-01-14 15:31:30-03","MN","R","7845","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Glaziou, A.F.M.","12478","1881","10","24",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000007845",NA,NA,"A. Juss.",NA,"Minas Gerais",NA,NA,NA,"R000007845_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-01-14 15:31:30-03","MN","R","7852","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia var.chiquitensis","Glaziou, A.F.M.","18923","1892","04","09",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000007852",NA,NA,"A. Juss.",NA,"Minas Gerais",NA,NA,NA,"R000007852_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"var.chiquitensis",NA,NA,NA,NA
"205","2021-02-11 17:10:24-03","MN","R","234588","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Giulietti, A.M.",NA,"1995","02","04",NA,"Brasil",NA,NA,NA,"R010037499,R010037500",NA,NA,"A. Juss.",NA,"Bahia","Morro do Pai Inácio","-41.5588989257812","-12.5289001464844",NA,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA,NA,NA,NA,NA
"206","2021-03-22 17:45:58-03","UFPI","TEPB","32026","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","G. M. Conceição","388","1998","11","07",NA,"Brasil",NA,NA,"Árvore com caule rugoso e folhas simples, flores amarelas e fruto verde imaturo.",NA,NA,NA,"Adr. Juss.","J. Y. Tamashiro (UEC)","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Mirador",NA,NA,"1999","02","20",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"207","2021-03-23 17:08:49-03","UFPI","TEPB","32022","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","G. M. Conceição","104","1998","08","04",NA,"Brasil",NA,NA,"Arbusto com casca lisa, folhas simples e flores amarelas.",NA,NA,NA,"Adr. Juss.","J. Y. Tamashiro (UEC)","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Mirador",NA,NA,"1999","02","20",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"208","2021-03-22 17:45:58-03","UFPI","TEPB","32018","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","G. M. Conceição","187","1998","11","05",NA,"Brasil",NA,NA,"Arvoreta com caule rugoso e folhas simples e flores amarelas.",NA,NA,NA,"Adr. Juss.","J. Y. Tamashiro (UEC)","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Mirador",NA,NA,"1999","02","20",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"209","2021-03-22 17:45:58-03","UFPI","TEPB","31980","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","G. M. Conceição","384","1998","11","05",NA,"Brasil",NA,NA,"Árvore de caule rugoso com folhas simples. Flores amarelas e fruto verde imaturo. <ll>dwc_commonname:</ll> Murici",NA,NA,NA,"Adr. Juss.","J. Y. Tamashiro (UEC)","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Mirador",NA,NA,"1999","02","20",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"210","2021-03-22 17:45:58-03","UFPI","TEPB","32020","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","G. M. Conceição","252","1998","08","20",NA,"Brasil",NA,NA,"Arvoreta com caule rugoso e folhas simples, flores amarelas e fruto verde imaturo.",NA,NA,NA,"Adr. Juss.","J. Y. Tamashiro (UEC)","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Mirador",NA,NA,"1999","02","20",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"211","2021-03-22 17:45:58-03","UFPI","TEPB","31981","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","G. M. Conceição","351","1998","11","05",NA,"Brasil",NA,NA,"Árvore de caule rugoso com folhas simples. Flores amarelas e fruto verde imaturo. <ll>dwc_commonname:</ll> Murici",NA,NA,NA,"Adr. Juss.","J. Y. Tamashiro (UEC)","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Mirador",NA,NA,"1999","02","20",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"212","2021-03-22 17:45:58-03","UFPI","TEPB","32019","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","G. M. Conceição","186","1998","11","05",NA,"Brasil",NA,NA,"Arvoreta com caule rugoso e folhas simples e flores amarelas.",NA,NA,NA,"Adr. Juss.","J. Y. Tamashiro (UEC)","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Mirador",NA,NA,"1999","02","20",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"213","2021-03-22 17:45:58-03","UFPI","TEPB","32026","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","G. M. Conceição","388","1998","11","07",NA,"Brasil",NA,NA,"Árvore com caule rugoso e folhas simples, flores amarelas e fruto verde imaturo.",NA,NA,NA,"Adr. Juss.","J. Y. Tamashiro (UEC)","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Mirador",NA,NA,"1999","02","20",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"214","2021-03-23 17:08:49-03","UFPI","TEPB","32022","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","G. M. Conceição","104","1998","08","04",NA,"Brasil",NA,NA,"Arbusto com casca lisa, folhas simples e flores amarelas.",NA,NA,NA,"Adr. Juss.","J. Y. Tamashiro (UEC)","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Mirador",NA,NA,"1999","02","20",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"215","2021-03-22 17:45:58-03","UFPI","TEPB","32018","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","G. M. Conceição","187","1998","11","05",NA,"Brasil",NA,NA,"Arvoreta com caule rugoso e folhas simples e flores amarelas.",NA,NA,NA,"Adr. Juss.","J. Y. Tamashiro (UEC)","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Mirador",NA,NA,"1999","02","20",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"216","2021-03-22 17:45:58-03","UFPI","TEPB","31980","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","G. M. Conceição","384","1998","11","05",NA,"Brasil",NA,NA,"Árvore de caule rugoso com folhas simples. Flores amarelas e fruto verde imaturo. <ll>dwc_commonname:</ll> Murici",NA,NA,NA,"Adr. Juss.","J. Y. Tamashiro (UEC)","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Mirador",NA,NA,"1999","02","20",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"217","2021-03-22 17:45:58-03","UFPI","TEPB","32020","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","G. M. Conceição","252","1998","08","20",NA,"Brasil",NA,NA,"Arvoreta com caule rugoso e folhas simples, flores amarelas e fruto verde imaturo.",NA,NA,NA,"Adr. Juss.","J. Y. Tamashiro (UEC)","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Mirador",NA,NA,"1999","02","20",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"218","2021-03-22 17:45:58-03","UFPI","TEPB","31981","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","G. M. Conceição","351","1998","11","05",NA,"Brasil",NA,NA,"Árvore de caule rugoso com folhas simples. Flores amarelas e fruto verde imaturo. <ll>dwc_commonname:</ll> Murici",NA,NA,NA,"Adr. Juss.","J. Y. Tamashiro (UEC)","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Mirador",NA,NA,"1999","02","20",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"219","2021-03-22 17:45:58-03","UFPI","TEPB","32019","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","G. M. Conceição","186","1998","11","05",NA,"Brasil",NA,NA,"Arvoreta com caule rugoso e folhas simples e flores amarelas.",NA,NA,NA,"Adr. Juss.","J. Y. Tamashiro (UEC)","Maranhão","Parque Estadual do Mirador","-44.3630981445312","-6.37083005905151",NA,"Mirador",NA,NA,"1999","02","20",NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA
"220","2020-11-19 10:24:07-03","CPAP","CPAP","13230","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Pott, V. J.","2456","1994","11","17",NA,"Brasil",NA,NA,"Arbusto 2m de altura. FLOR: laranja/amarelo. FRUTO: . INTERESSE: Invasora. FREQUÊNCIA: Frequente. AMBIENTE: Pateiral - formação de Licania e Couepia. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Canjiqueir",NA,NA,NA,"A.Juss.","A. Francener","MS","Fazenda São Jorge; Sub-região do Paiaguás; Pantanal - próximo 7 km do rio Cuiabá (São Lourenço)","-56.95","-17.616667",NA,"Corumbá","100","100","2012","07","04","56°57' W","17°37' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2020-11-19 10:24:07-03","CPAP","CPAP","13602","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Cervi, A. C.","4218","1993","12","08",NA,"Brasil",NA,NA,"Arvoreta de 3m de altura; folhas cinza. FLOR: amarelo alaranjado. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Baía 69 - lagoa com pouca água. SUBSTRATO: . RELEVO: . <ll>dwc_commonname:</ll> Canjiqueir",NA,NA,NA,"A.Juss.","A. Francener","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - sede","-56.65","-18.983333",NA,"Corumbá","90","90","2012","07","04","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2020-11-19 10:24:07-03","CPAP","CPAP","2654","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Pott, A.","2370","1986","11","21",NA,"Brasil",NA,NA,"Arboreta ramificada. FLOR: amarela. FRUTO: amarelo. INTERESSE: Invasora, Apícola.. FREQUÊNCIA: . AMBIENTE: Campo alagável Com Canjiqueral (Byrsonima Orgignyana).. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Canjiqueira",NA,NA,NA,"A.Juss.","A. Francener","MS","Fazenda Santa Rosa; Sub-região do Paiaguás; Pantanal","-55.333333","-17.833333",NA,"Corumbá","167","167","2012","07","04","55°20' W","17°50' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-11-19 10:24:07-03","CPAP","CPAP","2778","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Cunha, C. N. da","2018","1986","12","07",NA,"Brasil",NA,NA,"Arboreta 2 a 4m de altura. FLOR: laranja. FRUTO: amarelo. INTERESSE: Invasora. FREQUÊNCIA: . AMBIENTE: Cordilheira paleodique com cerradão distrófico, não alagável. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Canjiqueira",NA,NA,NA,"A.Juss.","A. Francener","MS","Fazenda Ipanema; Sub-região da Nhecolândia; Pantanal","-56.783333","-19.066667",NA,"Corumbá","90","90","2012","07","04","56°47' W","19°04' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-11-19 10:24:07-03","CPAP","CPAP","3864","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Pott, A.","3357","1987","09","03",NA,"Brasil",NA,NA,"Arbusto/arboreta 2-4m de altura. FLOR: amarela. Flor se torna avermelhada ao envelhecer. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Campo limpo inundável de Paspalum hydrophilum. SUBSTRATO: solo aluvial argilo-arenoso (Ca",NA,NA,NA,"A.Juss.","A. Francener","MS","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - ponto nº 45A - invernada Jacu, próximo invernada Lontra, km 664 da BR-262","-57.1","-19.55",NA,"Corumbá","90","90","2012","07",NA,"57°06' W","19°33' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-11-19 10:24:07-03","CPAP","CPAP","4295","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Pott, A.","3809","1987","11","03",NA,"Brasil",NA,NA,"Árvore ramificada tortuosa defolha cinzenta. FLOR: amarela. FRUTO: ainda verde. INTERESSE: frutífera, Apícola.. FREQUÊNCIA: Esparsa. AMBIENTE: Caapão (ilha de mata) de cerrado, não inundável. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano c",NA,NA,NA,"A.Juss.","A. Francener","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada nº","-56.65","-18.983333",NA,"Corumbá","90","90","2012","07","04","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-11-19 10:24:07-03","CPAP","CPAP","4667","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Cunha, C. N. da","2167","1986","12","15",NA,"Brasil",NA,NA,"Arbustto 25m alt. FLOR: amarela. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Dominante. AMBIENTE: Paratudal. SUBSTRATO: solo argiloso-arenoso. RELEVO: plano com murundus. <ll>dwc_commonname:</ll> Canjiqueira",NA,NA,NA,"A.Juss.","A. Francener","MS","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - 13 km Leste do rio Paraguai, BR-262.","-57.166667","-19.633333",NA,"Corumbá","85","85","2012","07","04","57°10' W","19°38' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-11-19 10:24:07-03","CPAP","CPAP","6699","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Pott, V. J.","1077","1989","10","05",NA,"Brasil",NA,NA,"Arboreta 3m. FLOR: amarelo. FRUTO: . INTERESSE: . FREQUÊNCIA: Muitofrequente.. AMBIENTE: Campo alagável. SUBSTRATO: solo arenoso - planossolo. RELEVO: inclinado. <ll>dwc_commonname:</ll> Canjiqueira",NA,NA,NA,"A.Juss.","A. Francener","MS","Fazenda Leque (Murundu-alegre), Sub-região do Abobral, Pantanal - próximo a baía do cocho","-57.05","-19.233333",NA,"Corumbá","95","95","2012","07","04","57°03' W","19°14' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-11-19 10:24:07-03","CPAP","CPAP","9964","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Cervi, A. C.","3226","1991","08","20",NA,"Brasil",NA,NA,"Arbustiva. FLOR: amarelo ouro. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: . RELEVO: . <ll>dwc_commonname:</ll> Canjiqueira",NA,NA,NA,"A.Juss.","A. Francener","MS","Fazenda Alegria, Sub-região da Nhecolândia, Pantanal.","-57.6533012390137","-19.0091991424561",NA,"Corumbá",NA,NA,"2012","07","04",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"229","2020-11-19 10:24:07-03","CPAP","CPAP","15112","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Hatschbach, G.","60877","1994","06","10",NA,"Brasil",NA,NA,"Arbusto ramoso, 2m de altura. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: solo arenoso . RELEVO: .",NA,NA,NA,"A.Juss.","A. Francener","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","-57.6533012390137","-19.0091991424561",NA,"Corumbá",NA,NA,"2012","07","04",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"230","2020-11-19 10:24:07-03","CPAP","CPAP","9160","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Hatschbach, G.","52600","1988","10","24",NA,"Brasil",NA,NA,"Arbusto ramoso 3m de altura. FLOR: amarela. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Pantanal. SUBSTRATO: solo enxuto. RELEVO: .",NA,NA,NA,"A.Juss.","A. Francener","MS","Rodovia BR-262, Porto Esperançaa","-56.3782997131348","-20.2406005859375",NA,"Miranda",NA,NA,"2012","07","04",NA,NA,"92112","auto",NA,NA,NA,NA,NA,NA,NA
"231","2020-11-19 10:24:07-03","CPAP","CPAP","16737","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Hatschbach, G.","63993","1995","10","22",NA,"Brasil",NA,NA,"Arvoreta, 5m de altura. FLOR: amarela, demum alaranjado. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Base de morro rochoso. SUBSTRATO: . RELEVO: .",NA,NA,NA,"A.Juss.","W. R. Anderson","MT","Nobres, 5Km Sul pela rodovia BR-163","-56.3274993896484","-14.7202997207642",NA,"Nobres",NA,NA,"1996",NA,NA,NA,NA,"176011","auto",NA,NA,NA,NA,NA,NA,NA
"232","2020-11-19 10:24:07-03","CPAP","CPAP","13230","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Pott, V. J.","2456","1994","11","17",NA,"Brasil",NA,NA,"Arbusto 2m de altura. FLOR: laranja/amarelo. FRUTO: . INTERESSE: Invasora. FREQUÊNCIA: Frequente. AMBIENTE: Pateiral - formação de Licania e Couepia. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Canjiqueir",NA,NA,NA,"A.Juss.","A. Francener","MS","Fazenda São Jorge; Sub-região do Paiaguás; Pantanal - próximo 7 km do rio Cuiabá (São Lourenço)","-56.95","-17.616667",NA,"Corumbá","100","100","2012","07","04","56°57' W","17°37' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2020-11-19 10:24:07-03","CPAP","CPAP","13602","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Cervi, A. C.","4218","1993","12","08",NA,"Brasil",NA,NA,"Arvoreta de 3m de altura; folhas cinza. FLOR: amarelo alaranjado. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Baía 69 - lagoa com pouca água. SUBSTRATO: . RELEVO: . <ll>dwc_commonname:</ll> Canjiqueir",NA,NA,NA,"A.Juss.","A. Francener","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - sede","-56.65","-18.983333",NA,"Corumbá","90","90","2012","07","04","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-11-19 10:24:07-03","CPAP","CPAP","2654","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Pott, A.","2370","1986","11","21",NA,"Brasil",NA,NA,"Arboreta ramificada. FLOR: amarela. FRUTO: amarelo. INTERESSE: Invasora, Apícola.. FREQUÊNCIA: . AMBIENTE: Campo alagável Com Canjiqueral (Byrsonima Orgignyana).. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Canjiqueira",NA,NA,NA,"A.Juss.","A. Francener","MS","Fazenda Santa Rosa; Sub-região do Paiaguás; Pantanal","-55.333333","-17.833333",NA,"Corumbá","167","167","2012","07","04","55°20' W","17°50' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-11-19 10:24:07-03","CPAP","CPAP","2778","PreserverdSpecimen","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Cunha, C. N. da","2018","1986","12","07",NA,"Brasil",NA,NA,"Arboreta 2 a 4m de altura. FLOR: laranja. FRUTO: amarelo. INTERESSE: Invasora. FREQUÊNCIA: . AMBIENTE: Cordilheira paleodique com cerradão distrófico, não alagável. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Canjiqueira",NA,NA,NA,"A.Juss.","A. Francener","MS","Fazenda Ipanema; Sub-região da Nhecolândia; Pantanal","-56.783333","-19.066667",NA,"Corumbá","90","90","2012","07","04","56°47' W","19°04' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
