"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","day","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","individualCount","typeStatus","relatedCatalogItem","fieldNumber","sex"
"51","2021-03-01 16:25:23-03","UNICAMP","UEC","159255","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Hattori, EKO","2012","08",NA,"Grande, DA; Lopes, EA","1978","05","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Restinga de Itacuruça.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arbusto de + ou - 1,5m de altura. Capítulos branco-arroxeados.","UEC032626","91","04","UEC032626","Magnoliopsida",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:25:23-03","UNICAMP","UEC","2222","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Hattori, EKO","2012","08",NA,"Grande, DA; Lopes, EA","1978","05","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Restinga de Itacuruça.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Arbusto de + ou - 1,5m de altura. Capítulos branco-arroxeados.","UEC048546","91","04","UEC048546","Magnoliopsida",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"53","2019-11-08 08:50:06-03","FURB","FURB","37377","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Hattori, EKO","2012","03","05","Funez, L.A.","2011","12","Brasil","Santa Catarina","Navegantes","Meia Praia.","-48.6330556","-26.8475","-48.6330556","-26.8475000","2","2",NA,"FURB18648","134","22","FURB18648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 09:59:25-03","FURB","FURB","4178","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Fazini, JA","2005","10","20","Vieira, F.C.S.","2005","01","Brasil","Santa Catarina","São Francisco do Sul","Ilha das Flores.","-48.6886111","-26.2572222","-48.6886111","-26.2572222","2","2",NA,"FURB18646","762","22","FURB18646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 09:59:25-03","FURB","FURB","45993","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Colares. R.","2019","01","09","Funez, L.A.","2015","01","Brasil","Santa Catarina","Navegantes","Gravatá, instalações do Condomínio Praia de Gravatá.","-48.6383333","-26.8311111","-48.6383333","-26.8311111","6","6",NA,"FURB18663","3373","05","FURB18663",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 09:59:25-03","FURB","FURB","52719","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","L.A. Funez","2017","02","14","Funez, L.A.; A.L. de Gasper, F.F. Pastório","2017","02","Brasil","Santa Catarina","Penha","Estrada da Praia Vermelha.","-48.5919444","-26.7947222","-48.5919444","-26.7947222","72","72","Flores brancas Habitat: borda da floresta Habito: Arbusto","FURB52719","6047","14","FURB52719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 09:59:25-03","FURB","FURB","56739","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Funez, L.A.","2017","10","31","Funez, L.A.","2017","10","Brasil","Santa Catarina","Balneário Camboriú","Estaleirinho.","-48.5791667","-27.0225","-48.5791667","-27.0225000","12","12","Flores branco/rosadas Habitat: Restinga Habito: Arbusto","FURB56739","6680","31","FURB56739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 09:59:25-03","FURB","FURB","40931","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Barbosa, E","2012","04",NA,"Silva, J.M.; Poliquesi, C.B.; Maranho, L.T. & Ristow, R.","2012","03","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha.","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"FURB18647","8282","19","FURB18647",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"59","2020-10-14 09:59:25-03","FURB","FURB","6444","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Robinson, H","2006",NA,NA,"Cordeiro, J.","2006","01","Brasil","Paraná","Pontal do Paraná","Pontal do Sul.","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,NA,"FURB18644","2327","29","FURB18644",NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA
"60","2020-10-14 09:59:25-03","FURB","FURB","33057","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Hattori, EKO","2012","03","05","Korte, A.","2010","12","Brasil","Santa Catarina","Florianópolis","Praia da Daniela.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Coleta Extra IFFSC (Arbusto) Habitat: Restinga; Habito: arbustiva; flor lilás","FURB00923","5676","15","FURB00923",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"61","2019-11-08 08:50:06-03","FURB","FURB","1372","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Sevegnani, L",NA,NA,NA,"Sevegnani, L.","1999","05","Brasil","Santa Catarina","Praia Grande","Parque Nacional dos Aparados da Serra.","-49.9502983093262","-29.1966991424561",NA,NA,NA,NA,NA,"FURB18645",NA,"29","FURB18645",NA,NA,NA,NA,"21549","auto",NA,NA,NA,NA,NA,NA
"62","2020-10-14 09:59:25-03","FURB","FURB","6089","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Barbosa, E","2005","02","25","Casas, G.","2004","06","Brasil","Santa Catarina","São Francisco do Sul","Herdeiros.","-48.6380996704102","-26.2432994842529",NA,NA,"2","2","Folha glabra. Habitat: beira da estrada Habito: herbácea; Fruto seco;","FURB18643","33","17","FURB18643",NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA,NA,NA
"63","2021-03-16 17:51:11-03","UCS","HUCS","42724","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Gaio, J.","2015","04","06","Gonzatti, F.","2015","01","Brasil","Rio Grande do Sul","Osório","Próximo à Lagoa dos Barros","-50.412689","-29.953117","-50.412689","-29.953117","14","14","arvoreta com capítulos rosados. In conferatum.; campo psamófilo",NA,"1523","19",NA,"Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-16 17:51:11-03","UCS","HUCS","12929","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Hatschbach, G.","1998",NA,NA,"Cordeiro, J.","1998","01","Brasil","Paraná","Pontal do Sul",NA,NA,NA,NA,NA,NA,NA,"Restinga arbustiva",NA,"1459","22",NA,"Angiospermae","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-16 17:51:11-03","UCS","HUCS","02385","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Robinson, H.","1987","03",NA,"Wasum, R.A.","1987","01","Brasil","Rio Grande do Sul","Caxias do Sul",NA,"-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Arbusto",NA,"s.n.","23",NA,"Angiospermae","Asterales",NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA
"66","2021-03-16 17:51:11-03","UCS","HUCS","36109","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Nakajima, J.N.","2009",NA,NA,"Hatschbach, G.","2007","02","Brasil","Santa Catarina","Urubici","Morro da Cruz","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"Herbario MBM; Campo de altitude",NA,"79835","09",NA,"Angiospermae","Asterales",NA,NA,"30102","auto",NA,NA,NA,NA,NA,NA
"67","2021-03-16 17:51:11-03","UCS","HUCS","25307","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Robinson, H.","2005","05",NA,"Marchett, F.","2005","03","Brasil","Rio Grande do Sul","Torres","Parque da Guarita","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Em orla da matinha",NA,"129","05",NA,"Angiospermae","Asterales",NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA
"68","2021-03-16 17:51:11-03","UCS","HUCS","30894","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Robinson, H.","2006",NA,NA,"Cordeiro, J.","2006","01","Brasil","Paraná","Pontal do Paraná","Pontal do Sul","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"Herbario MBM",NA,"2327","29",NA,"Angiospermae","Asterales",NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA
"69","2019-08-16 08:38:39-03","UTFPR","HCF","14466","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","E. Barboza","2014","02",NA,"J. Cordeiro","2014","01","Brasil","PR","Piraquara","Morro do Canal, alto do morro","-48.981944","-25.515556","48°58'55 W","25°30'56 S","1335","1335","arbusto de 1,6 m; capítulos alvacentos.",NA,"5178","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-08-16 08:38:39-03","UTFPR","HCF","13546","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","P. Ferreira","2015",NA,NA,"M. Macieski","2014","01","Brasil","SC","Imbituva","Praia da Vila - Dunas","-48.670278","-28.24","48°40'13 W","28°14'24 S","30","30","subarbusto ca. 0,50 m, heliófito. Capítulos amarelados.",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-08-16 08:38:39-03","UTFPR","HCF","11261","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","E. Barboza","2012","04",NA,"J.M. Silva","2012","03","Brasil","PR","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"subarbusto 80 cm, capítulos lilás. Afloramentos rochosos.",NA,"8282","19",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"72","2019-08-16 08:38:39-03","UTFPR","HCF","8782","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","H. Robinson","2006",NA,NA,"J. Cordeiro","2006","01","Brasil","PR","Pontal do Paraná","Pontal do Sul","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"arbusto, 1,50 m. Capítulo alvacento.",NA,"2327","29",NA,NA,NA,NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA
"73","2021-03-21 19:32:59-03","UFC","EAC","12973","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Quaresma, A.S.","2014","06","11","Figueiredo, M.A.","1985","01","Brasil","Santa Catarina","Florianópolis","Próximo à praia","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Subarbusto, flor lilás; Ruderal","EAC0012973","s.n.","20","EAC0012973","Dicotyledon",NA,"Southern America",NA,"27000","auto",NA,NA,NA,NA,NA,NA
"74","2020-11-04 11:05:20-03","UFSM","SMDB","17397","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B. L. Rob.",NA,NA,NA,NA,"Hagelund, K","1978","10","Brasil","Rio Grande do Sul","Santiago",NA,"-54.8671989440918","-29.1916999816895",NA,NA,NA,NA,"ICN 182024","SMDB017397","12565","09",NA,NA,NA,NA,NA,"56006","auto",NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:17:25-03","MBM","MBM","226693","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.; J.M. Silva Cruz, J.M.; J.M. Silva Cruz, J.M.","1998","01","Brazil","Paraná","Pontal do Sul","Pontal do Sul",NA,NA,NA,NA,NA,NA,NA,"MBM226693","s.n.","22","MBM226693",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:17:25-03","MBM","MBM","60576","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Robinson, H.",NA,NA,NA,"Kummrow, R.","1979","01","Brazil","Santa Catarina","Barra do Saí","Barra do Saí",NA,NA,NA,NA,NA,NA,NA,"MBM060576","1245","18","MBM060576",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:17:25-03","MBM","MBM","176805","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Hatschbach, G.",NA,NA,NA,"Ziller, S.R.","1995","01","Brazil","Paraná","Paranaguá","Área Imbocuí","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM176805","689","18","MBM176805",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:17:25-03","MBM","MBM","8846","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Cabrera, A.L.",NA,NA,NA,"Hatschbach, G.; Fontella, J.; Fontella, J.","1969","01","Brazil","Paraná","Paranaguá","Balneário Ipanema","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM008846","20854","19","MBM008846",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:17:25-03","MBM","MBM","190057","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Robinson, H.",NA,NA,NA,"Ribas, O.S.; Cordeiro, J.; Pereira, L.B.S.; Cordeiro, J.; Pereira, L.B.S.","1996","01","Brazil","Paraná","Paranaguá","Balneário Shangri-lá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM190057","1044","20","MBM190057",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:17:25-03","MBM","MBM","191219","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Ribas, O.S.",NA,NA,NA,"Dombrowski, L.T.","1987","03","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM191219","13193","05","MBM191219",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:17:25-03","MBM","MBM","191221","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Ribas, O.S.",NA,NA,NA,"Dombrowski, L.T.","1982","01","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM191221","12665","17","MBM191221",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:17:25-03","MBM","MBM","191222","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Ribas, O.S.",NA,NA,NA,"Dombrowski, L.T.","1982","01","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM191222","12665","17","MBM191222",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:17:25-03","MBM","MBM","95118","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Cabrera, A.L.",NA,NA,NA,"Klein, R.M.","1967","02","Brazil","Santa Catarina","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM095118","7145","14","MBM095118",NA,NA,"Southern America",NA,"27000","auto",NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:17:25-03","MBM","MBM","139840","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Souza, M.L.",NA,NA,NA,"Souza, M.L.; et al.; et al.","1988","02","Brazil","Santa Catarina","Florianópolis","Pontal do Daniela, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM139840","906","23","MBM139840",NA,NA,"Southern America",NA,"27000","auto",NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:17:25-03","MBM","MBM","170513","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Cristóbal, C.L.",NA,NA,NA,"Krapovickas, A.; et al.; et al.","1994","02","Brazil","Santa Catarina","Sombrio","Praia da Gaivota","-49.61669921875","-29.113899230957",NA,NA,NA,NA,NA,"MBM170513","44734","03","MBM170513",NA,NA,"Southern America",NA,"16515","auto",NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:17:25-03","MBM","MBM","327425","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Nakajima, J.","2009","09",NA,"Hatschbach, G.; Ribas, O.S.; Ribas, O.S.","2007","02","Brazil","Santa Catarina","Urubici","Morro da Cruz","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"Arbusto, 1m, flor lilás. Campo de altitude","MBM327425","79835","09","MBM327425",NA,NA,"Southern America",NA,"30102","auto",NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:17:25-03","MBM","MBM","29750","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Robinson, H.",NA,NA,NA,"Kummrow, R.","1974","01","Brazil","Paraná","Matinhos","Praia dos Ferroviários","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,"MBM029750","265","31","MBM029750",NA,NA,"Southern America",NA,"15275","auto",NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:17:25-03","MBM","MBM","423225","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Valduga, E.","2015","04","06","Gonzatti, F.","2015","01","Brazil","Rio Grande do Sul","Osório","Próximo à Lagoa dos Barros","-50.412778","-29.953056","-50.412778","-29.953056","14","14","Arvoreta com capítulos rosados. In conferatum.; Campo psamófilo.","MBM423225","1523","19",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:17:25-03","MBM","MBM","388727","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Barboza, E.","2014","02",NA,"Cordeiro, J.; Cardoso, T.R.; Laus, M.D.; Stupp, P.; Cardoso, T.R.; Laus, M.D.; Stupp, P.","2014","01","Brazil","Paraná","Piraquara","Morro do Canal, alto do morro","-48.981811","-25.515508","-48.981811","-25.515508","1335","1335","Arbusto de 1,6m; capítulos alvacentos.","MBM388727","5178","28","MBM388727",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:17:25-03","MBM","MBM","409231","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Ferreira, P.C.","2015",NA,NA,"Macieski, M.","2014","01","Brasil","Santa Catarina","Imbituba","Praia da Vila, Dunas","-48.670278","-28.24","-48.670278","-28.24","30","30","Subarbusto ca.0,50 m, heliófito. Capítulos amarelados.; Solo: Neossolo Quartzênico não Hidromórfico. Relevo: plano. Vegetação: Formação Pioneira com Influência Marinha (restinga).","MBM409231","s.n.","10","MBM409231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:17:25-03","MBM","MBM","191210","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Barroso, G.M.",NA,NA,NA,"Bigarella, J.J.","1946","01","Brazil","Paraná","Paranaguá","Alexandra","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM191210","s.n.",NA,"MBM191210",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:17:25-03","MBM","MBM","399385","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Bonaldi, R.A.","2014",NA,NA,"Bonaldi, R.A.","2013","10","Brazil","Paraná","Paranaguá","Floresta Estadual do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arbusro de 1,5 m de altura.; Floresta Ombrófila Densa das Terras Baixas.","MBM399385","756","05","MBM399385",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:17:25-03","MBM","MBM","75101","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Ribas, O.S.",NA,NA,NA,"Tessmann, G.","1954","01","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM075101","1336","12","MBM075101",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:17:25-03","MBM","MBM","399524","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Bonaldi, R.A.","2014",NA,NA,"Bonaldi, R.A.","2014","01","Brazil","Paraná","Paranaguá","Ilha do Mel, Encantadas","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Arbusto de 1,5 m de altura, flores alvas.; Restinga.","MBM399524","918","19","MBM399524",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:17:25-03","MBM","MBM","399391","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Bonaldi, R.A.","2014",NA,NA,"Bonaldi, R.A.","2013","01","Brazil","Paraná","Pontal do Paraná","Pontal do Sul","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"Arbusto de 1,5 m de altura, inflorescência de cores brancas e rosa.; Restinga.","MBM399391","628","11","MBM399391",NA,NA,"Southern America",NA,"19508","auto",NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:17:25-03","MBM","MBM","419860","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Roderjan, C.V.","2002","06","05","G","1998","01","Brazil","Paraná","Pontal do Paraná","Pontal do Sul","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"Arbusto 1,5m, pioneiro sobre dunas consolidadas, dando início à restinga arbustiva. Flores creme.; Formação Pioneira com Influência Marinha.","MBM419860","s.n.","01",NA,NA,NA,"Southern America",NA,"19508","auto",NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:17:25-03","MBM","MBM","288263","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Roderjan, C.V.",NA,NA,NA,"Roderjan, C.V.","1998","01","Brazil","Paraná","Pontal do Paraná","Pontal do Sul","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,NA,"MBM288263","1459","01","MBM288263",NA,NA,"Southern America",NA,"19508","auto",NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:17:25-03","MBM","MBM","269629","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Robinson, H.",NA,NA,NA,"Wasum, R.","2002","02","Brazil","Rio Grande do Sul","São Francisco de Paula","Estrada para Taquara","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,"MBM269629","1325","10","MBM269629",NA,NA,"Southern America",NA,"76715","auto",NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:17:25-03","MBM","MBM","63826","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Hatschbach, G.",NA,NA,NA,"Kummrow, R.","1980","01","Brazil","Paraná","Paranaguá","Ilha do Mel, Prainha","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM063826","1316","18","MBM063826",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"100","2020-12-21 16:17:25-03","MBM","MBM","191220","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Ribas, O.S.",NA,NA,NA,"Dombrowski, L.T.","1992","02","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM191220","13576","14","MBM191220",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA
"101","2020-12-21 16:17:25-03","MBM","MBM","42573","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Barroso, G.M.",NA,NA,NA,"Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","1965","01","Brazil","Paraná","Ponta Grossa","Paraque Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"MBM042573","12109","10","MBM042573",NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"102","2020-12-21 16:17:25-03","MBM","MBM","131576","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Falkenberg, D.B.",NA,NA,NA,"Klein, R.M.","1972","02","Brazil","Santa Catarina","Governador Celso Ramos","Jordão","-48.5592002868652","-27.3146991729736",NA,NA,NA,NA,NA,"MBM131576","10058","22","MBM131576",NA,NA,"Southern America",NA,"13751","auto",NA,NA,NA,NA,NA,NA
"103","2020-12-21 16:17:25-03","MBM","MBM","131602","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casaretoi","Symphyopappus casaretoi","Rob.","Cabrera, A.L.",NA,NA,NA,"Klein, R.M.","1973","02","Brazil","Santa Catarina","Imaruí","Águas Mornas","-48.8199996948242","-28.3414001464844",NA,NA,NA,NA,NA,"MBM131602","10859","20","MBM131602",NA,NA,"Southern America",NA,"29971","auto",NA,NA,NA,NA,NA,NA
