"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","fieldNumber"
"52","2019-02-15 11:48:15-02","IPA","IPA","18049","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Ferreira, P.","49","Southern America","Brasil",NA,NA,"Á beira de uma valeta.","IPA0018049","Plantae",NA,"L.","1969","10","07","Pernambuco","Campo Experimental da Divisão de Pesquisas do IPA, Bonji.","-34.8810997009277","-8.05389022827148",NA,"Recife",NA,NA,"Tenório, E.",NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-02-15 11:48:15-02","IPA","IPA","44666","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Ataíde, M.","75","Southern America","Brasil",NA,NA,NA,"IPA0044666","Plantae",NA,"L.","1972","12","09","Alagoas","Praia do Sobral.","-35.7352981567383","-9.6658296585083",NA,"Maceió",NA,NA,"Costa; Silva, M.B.","2003","34538","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-02-15 11:48:15-02","IPA","IPA","2825","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Gulde, G.","4161","Southern America","Brasil",NA,NA,"Caatinga","IPA0002825","Plantae",NA,"L.","1936","04","14","Pernambuco","Carapotós","-36.3711013793945","-8.14583015441895",NA,"Brejo da Madre de Deus",NA,NA,"Chase","1936","34231","auto",NA,NA,NA,NA,"11",NA,NA,NA
"55","2019-02-15 11:48:15-02","IPA","IPA","20350","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Tenório, E.","1087","Southern America","Brasil",NA,NA,NA,"IPA0020350","Plantae",NA,"L.","1969","09","18","Pernambuco","Em local a margem da rodovia BR 234, solos saturados de umidade.","-36.2933006286621","-8.3161096572876",NA,"Tacaimbó",NA,NA,"Tenório, E.","1971","17779","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-08-27 13:26:04-03","IAP","PACA-AGP","40355.1","PreservedSpecimen","Plantae","Gramineae","Paspalum","distichum","Paspalum distichum","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: in paludosis dumetosis","PACA040355-1","Magnoliophyta","Cyperales","L.","1949","01","29","RS","Sta. Rita","-51.3478012084961","-29.2250003814697",NA,"Farroupilha",NA,NA,"Barreto","1955","19545","auto","Liliatae",NA,NA,NA,"11",NA,NA,NA
"57","2019-08-27 13:26:04-03","IAP","PACA-AGP","95653","PreservedSpecimen","Plantae","Gramineae","Paspalum","distichum","Paspalum distichum","J. Larocca",NA,NA,"Brasil",NA,NA,"HASU 2651","PACA095653","Magnoliophyta","Cyperales","L.","1989","04","28","RS","Parque Ecol. Riocell","-51.3250007629395","-30.113899230957",NA,"Guaíba",NA,NA,"J. Larocca",NA,"28343","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"58","2019-11-22 13:44:11-03","IAP","PACA-AGP","34251","PreservedSpecimen","Plantae","Gramineae","Paspalum","distichum","Paspalum distichum","H. Gunckel","15703",NA,"Chile",NA,NA,"Habitat: in pascuo Fenofase: flor","PACA034251","Magnoliophyta","Cyperales","L.","1945","12","04",NA,"Padre Las Casas, Cautín",NA,NA,NA,NA,NA,NA,"L. Parodi",NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"59","2019-08-27 13:26:04-03","IAP","PACA-AGP","2871","PreservedSpecimen","Plantae","Gramineae","Paspalum","distichum","Paspalum distichum","Orth",NA,NA,"Brasil",NA,NA,"Habitat: in paludosis Fenofase: fruto","PACA002871","Magnoliophyta","Cyperales","L.","1937","12","26","RS","Ilha do Paiva","-51.2299995422363","-30.0331001281738",NA,"Porto Alegre",NA,NA,"L. Parodi",NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"60","2019-08-27 13:26:04-03","IAP","PACA-AGP","48343","PreservedSpecimen","Plantae","Gramineae","Paspalum","distichum","Paspalum distichum","P. R. Reitz","3442",NA,"Brasil",NA,NA,"Habitat: ad lacum Fenofase: flor","PACA048343","Magnoliophyta","Cyperales","L.","1948","12","28","SC","Figueiredo","-49.489200592041","-27.7971992492676",NA,"Bom Retiro","800","800","J.R. Swallen","1949","35974","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"61","2019-08-27 13:26:04-03","IAP","PACA-AGP","3103","PreservedSpecimen","Plantae","Gramineae","Paspalum","distichum","Paspalum distichum","Rambo, B.",NA,NA,"Brasil",NA,NA,"Habitat: ad litus in arenosis humidis Fenofase: sterilis","PACA003103","Magnoliophyta","Cyperales","L.","1938","06",NA,"SC",NA,"-48.5491981506348","-27.596700668335",NA,"Florianópolis",NA,NA,"J.R. Swallen",NA,"27000","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA
"62","2020-12-20 21:19:02-03","UFV","VIC","3066","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Chase, A.","10222",NA,"Brasil",NA,NA,"Colônia em lama.","VIC003066",NA,NA,"L.","1929","11","15","Minas Gerais","Perto de Silvestre","-42.8819007873535","-20.7539005279541","VIC003066","Viçosa",NA,NA,"Chase, A.",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-20 21:19:02-03","UFV","VIC","3067","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Chase, A.","10582",NA,"Brasil",NA,NA,"Não visto em nenhum outro lugar de Minas.","VIC003067",NA,NA,"L.","1930","01","15","Minas Gerais","Terreno baixo aberto na cidade.","-42.8819007873535","-20.7539005279541","VIC003067","Viçosa",NA,NA,"Chase, A.",NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 14:42:54-03","UFJF","CESJ","11386","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","L. Krieger","CESJ11386","América do Sul","Brasil",NA,NA,"No campo, em pequenas touceiras, um tanto prostrada.","CESJ011386","Angiosperma",NA,"L.","1971","12","24","Paraná",NA,"-50.1618995666504","-25.0949993133545",NA,"Ponta Grossa",NA,NA,"R.M.Pereira","1976","46557","auto",NA,NA,NA,NA,"07","15",NA,NA
"65","2021-04-07 11:47:36-03","UFMS","CGMS","21514","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","H.M. Longhi-Wagner; F.O. Zuloaga; A. Guglieri","9407",NA,"Brasil",NA,NA,NA,"CGMS1050921",NA,NA,"L.","2005","03","06","Paraná",NA,"-48.6844444","-25.4522222",NA,"Antonina","8","8","A. Guglieri","2009",NA,NA,NA,"-48,6844444","-25,4522222",NA,"02","06",NA,NA
"66","2019-11-19 14:08:53-03","UFRPE","PEUFR","3012","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","E. C. Tenório","1097",NA,"Brasil",NA,NA,NA,"PEUFR003012",NA,NA,"L.","1969","09","18","Pernambuco",NA,"-37.0539016723633","-8.41888999938965",NA,"Arcoverde",NA,NA,NA,NA,"23066","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-19 14:08:53-03","UFRPE","PEUFR","3000","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","E. C. Tenório","1080",NA,"Brasil",NA,NA,NA,"PEUFR003000",NA,NA,"L.","1969","09","18","Pernambuco",NA,"-36.2933006286621","-8.3161096572876",NA,"Tacaimbó",NA,NA,"E. C. Tenório","1971","17779","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-01-17 11:23:39-02","PUCRS","MPUC","6928","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","C. Nunes",NA,"South America","Brasil",NA,NA,NA,NA,NA,"Poales","L.","1988","12","14","SC","Barra dos Queimados","-52.0277778","-27.2344444",NA,"Concórdia",NA,NA,"C.R. Dillemburg","1988",NA,NA,"Liliopsida","-52.0277778000","-27.2344444000",NA,"01","01","1",NA
"69","2019-01-17 11:23:39-02","PUCRS","MPUC","6044","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum",NA,NA,"South America","Brasil",NA,NA,NA,NA,NA,"Poales","L.","1988","02","04","RS",".","-52.3422222","-31.7719444",NA,"Pelotas",NA,NA,"A.F. Bellan",NA,NA,NA,"Liliopsida","-52.3422222000","-31.7719444000",NA,NA,NA,"1",NA
"70","2019-01-17 11:23:39-02","PUCRS","MPUC","18522","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum",NA,NA,"South America","Brasil",NA,NA,NA,NA,NA,"Poales","L.","1991","02","11","RS","Praia do Pinhal","-50.2375","-30.2519444",NA,"Balneário Pinhal",NA,NA,NA,NA,NA,NA,"Liliopsida","-50.2375000000","-30.2519444000",NA,NA,NA,"1",NA
"71","2019-01-17 11:23:39-02","PUCRS","MPUC","1467","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum",NA,NA,"South America","Brasil",NA,NA,NA,NA,NA,"Poales","L.","1975","04","05","RS","Parque Saint#?#Hilaire","-51.0155556","-30.2766667",NA,"Viamão",NA,NA,"T. Strehl","1975",NA,NA,"Liliopsida","-51.0155556000","-30.2766667000",NA,"01","01","1","362"
"72","2019-01-17 11:23:39-02","PUCRS","MPUC","5387","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum",NA,NA,"South America","Brasil",NA,NA,NA,NA,NA,"Poales","L.","1991","02","11","RS","Praia do Pinhal","-50.2375","-30.2519444",NA,"Balneário Pinhal",NA,NA,"C.S.A. Martins",NA,NA,NA,"Liliopsida","-50.2375000000","-30.2519444000",NA,NA,NA,"1",NA
"73","2019-01-17 11:23:39-02","PUCRS","MPUC","6935","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","C. Nunes",NA,"South America","Brasil",NA,NA,NA,NA,NA,"Poales","L.","1988","12","14","SC","Barra dos Queimados","-52.0277778","-27.2344444",NA,"Concórdia",NA,NA,"C.R. Dillemburg","1988",NA,NA,"Liliopsida","-52.0277778000","-27.2344444000",NA,"01","01","1",NA
"74","2019-01-17 11:23:39-02","PUCRS","MPUC","6932","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","C. Nunes",NA,"South America","Brasil",NA,NA,NA,NA,NA,"Poales","L.","1988","12","14","SC","Barra dos Queimados","-52.0277778","-27.2344444",NA,"Concórdia",NA,NA,"C.R. Dillemburg","1988",NA,NA,"Liliopsida","-52.0277778000","-27.2344444000",NA,"01","01","1",NA
"75","2019-01-17 11:23:39-02","PUCRS","MPUC","6045","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum",NA,NA,"South America","Brasil",NA,NA,NA,NA,NA,"Poales","L.","1988","03","02","RS",".","-57.0880556","-29.755",NA,"Uruguaiana",NA,NA,"A.F. Bellan",NA,NA,NA,"Liliopsida","-57.0880556000","-29.7550000000",NA,NA,NA,"1",NA
"76","2021-03-16 17:54:35-03","UCS","HUCS","7544","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Barbieri, R.L.","s.n.",NA,"Brasil",NA,NA,"campo",NA,"Angiospermae","Poales","L.","1991","02","13","Rio Grande do Sul","Nova Milano","-51.3478012084961","-29.2250003814697",NA,"Farroupilha","700","700","Smith, L.B.","1991","19545","auto",NA,NA,NA,NA,"03",NA,NA,NA
"77","2020-12-14 16:14:37-03","UFC","EAC","54224","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Farias, D.L.S.","54","Southern America","Brasil",NA,NA,"Flor verde.","EAC0054224","Monocotyledon",NA,"L.","2013","05","18","Ceará","Lagamar do Cauípe","-38.779167","-3.593889","EAC0054224","Caucaia",NA,NA,"Farias, D.L.S.","2013",NA,NA,NA,"-38.779167","-3.593889",NA,"08","10",NA,NA
"78","2020-12-14 16:14:37-03","UFC","EAC","57417","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Macêdo, J.C.A.; Farias, D.L.S.","17","Southern America","Brasil",NA,NA,"Planta emergente em ambiente aquático.; Litoral.","EAC0057417","Monocotyledon",NA,"L.","2014","06","20","Ceará","Lagoa do Cauípe.","-38.6530990600586","-3.73610997200012","EAC0057417","Caucaia",NA,NA,"Farias, D.L.S.; Macêdo, J.C.A.","2014","40484","auto",NA,NA,NA,NA,"07","12",NA,NA
"79","2020-12-14 16:14:37-03","UFC","EAC","57436","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Macêdo, J.C.A.; Matias, L.Q.; Farias, D.L.S.","10","Southern America","Brasil",NA,NA,"Planta emergente em ambiente aquático; flor verde.; Litoral.","EAC0057436","Monocotyledon",NA,"L.","2014","04","22","Ceará","Lagoa do Cauípe.","-38.6530990600586","-3.73610997200012","EAC0057436","Caucaia",NA,NA,"Macêdo, J.C.A.","2014","40484","auto",NA,NA,NA,NA,"05","17",NA,NA
"80","2020-12-14 16:14:37-03","UFC","EAC","57427","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Macêdo, J.C.A.; Farias, D.L.S.","27","Southern America","Brasil",NA,NA,"Planta em ambiente aquático.; Litoral.","EAC0057427","Monocotyledon",NA,"L.","2014","06","21","Ceará","Lagoa do Cauípe.","-38.6530990600586","-3.73610997200012","EAC0057427","Caucaia",NA,NA,"Macêdo, J.C.A.","2014","40484","auto",NA,NA,NA,NA,"07","13",NA,NA
"81","2020-12-21 16:40:46-03","MBM","MBM","80212","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Tsuchiya, K.; et al.; et al.","3024","Asia-Temperate","Japan",NA,NA,NA,"MBM080212",NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"MBM080212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:40:46-03","MBM","MBM","222802","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Dombrowski, L.T.","13382","Southern America","Brazil",NA,NA,NA,"MBM222802",NA,NA,"L.",NA,NA,NA,"Paraná","Pontal do Sul","-48.5092010498047","-25.5200004577637","MBM222802","Paranaguá",NA,NA,"Dombrowski, L.T.",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:40:46-03","MBM","MBM","346462","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Krieger, L.","11386","Southern America","Brazil",NA,NA,"No campo, em pequenas touceiras, um tanto prostada","MBM346462",NA,NA,"L.","1971","12","24","Paraná",NA,"-50.1618995666504","-25.0949993133545","MBM346462","Ponta Grossa",NA,NA,"Pereira, R.M.","1976","46557","auto",NA,NA,NA,NA,"07","15",NA,NA
"84","2020-12-21 16:40:46-03","MBM","MBM","148880","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Vanni, R.; et al.; et al.","2599","Southern America","Paraguay",NA,NA,NA,"MBM148880",NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"MBM148880",NA,NA,NA,"Quarín, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:40:46-03","MBM","MBM","163998","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Pedersen, T.M.","15636","Southern America","Argentina",NA,NA,NA,"MBM163998",NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"MBM163998",NA,NA,NA,"Pedersen, T.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:40:46-03","MBM","MBM","207329","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Schulz, A.G.","3440","Southern America","Argentina",NA,NA,NA,"MBM207329",NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bareto, I.L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:40:46-03","MBM","MBM","258862","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Landrum, L.R.; et al.; et al.","9796","Northern America","USA",NA,NA,NA,"MBM258862",NA,NA,"L.",NA,NA,NA,NA,"Arizona",NA,NA,"MBM258862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:40:46-03","MBM","MBM","31453","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Quarín, C.","1884","Southern America","Argentina",NA,NA,NA,"MBM031453",NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"MBM031453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:40:46-03","MBM","MBM","321984","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Morrone, O.; Múlgura de Romero, M.E.; Denham, S.S.; Múlgura de Romero, M.E.; Denham, S.S.","4341","Southern America","Argentina",NA,NA,"Hierba rastrera, en suelo salobre.","MBM321984",NA,NA,"L.","2003","04","24","Tucumán","Ruta Nacional 9, Km 1326, Río India Muerta","-65.266667","-26.55","MBM321984","Trancas","700","700","Morrone, O.","2003",NA,NA,NA,"-65.266667","-26.55",NA,NA,NA,NA,NA
"90","2020-12-21 16:40:46-03","MBM","MBM","379826","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Makings, L.","3755","Northern America","USA",NA,NA,"Margins of wetland, seasonally fluctuates, stonoliferous perennial.","MBM379826",NA,NA,"L.","2011","09","16","Arizona","San Pedro Riparian National Conservation Area, Adjacent St. David Cienega","-110.227792","31.846575","MBM379826","Cochise County","1130","1130",NA,NA,NA,NA,NA,"-110.227792","31.846575",NA,NA,NA,NA,NA
"91","2020-12-21 16:40:46-03","MBM","MBM","379826","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Makings, L.","3755","Northern America","USA",NA,NA,"Margins of wetland, seasonally fluctuates, stonoliferous perennial.","MBM379826",NA,NA,"L.","2011","09","16","Arizona","San Pedro Riparian National Conservation Area, Adjacent St. David Cienega","-110.227792","31.846575","MBM379826","Cochise County","1130","1130",NA,NA,NA,NA,NA,"-110.227792","31.846575",NA,NA,NA,NA,NA
"92","2020-12-21 16:40:46-03","MBM","MBM","45905","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Schulz, A.G.","11506","Southern America","Argentina",NA,NA,NA,"MBM045905",NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"MBM045905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:40:46-03","MBM","MBM","82230","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Rogers McVaugh","20675","Northern America","Mexico",NA,NA,NA,"MBM082230",NA,NA,"L.",NA,NA,NA,NA,NA,NA,NA,"MBM082230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:40:46-03","MBM","MBM","93785","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Reed, C.T.","s.n.","Northern America","USA",NA,NA,NA,"MBM093785",NA,NA,"L.",NA,NA,NA,NA,"Texas",NA,NA,"MBM093785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:40:46-03","MBM","MBM","148343","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Barbieri, R.L.","7543","Southern America","Brazil",NA,NA,NA,"MBM148343",NA,NA,"L.",NA,NA,NA,"Rio Grande do Sul","Nova Milano","-51.3478012084961","-29.2250003814697","MBM148343","Farroupilha",NA,NA,"Smith, L.B.",NA,"19545","auto",NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:40:46-03","MBM","MBM","164710","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","F.A. Silva F.; et al.; et al.","357","Southern America","Brazil",NA,NA,NA,"MBM164710",NA,NA,"L.",NA,NA,NA,"Santa Catarina","Rio Vermelho","-48.5491981506348","-27.596700668335","MBM164710","Florianópolis",NA,NA,"Souza, M.L.",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:40:46-03","MBM","MBM","472","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Hatschbach, G.","14095","Southern America","Brazil",NA,NA,NA,"MBM000472",NA,NA,"L.",NA,NA,NA,"Paraná","Pinheirinho","-48.7118988037109","-25.4286003112793","MBM000472","Antonina",NA,NA,"Clayton, W.D.",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-21 16:40:46-03","MBM","MBM","131029","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Souza, M.L.; et al.; et al.","863","Southern America","Brazil",NA,NA,NA,"MBM131029",NA,NA,"L.",NA,NA,NA,"Santa Catarina","Pontal do Daniela, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335","MBM131029","Florianópolis",NA,NA,"Souza, M.L.",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-21 16:40:46-03","MBM","MBM","164711","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","F.A. Silva F.; et al.; et al.","228","Southern America","Brazil",NA,NA,NA,"MBM164711",NA,NA,"L.",NA,NA,NA,"Santa Catarina","Rio Vermelho","-48.5491981506348","-27.596700668335","MBM164711","Florianópolis",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"100","2014-01-17 11:11:36-02","MNHN","RECOLNAT_MNHN_P","P00640981","PreservedSpecimen",NA,"Poaceae","Paspalum","distichum","Paspalum distichum","Bertero, C.L.G.|Chauvin ?), (leg.",NA,NA,"Chili","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00640981' target='other'> <mi>dwc_moreinfo</mi></a>","P00640981",NA,NA,"L.",NA,NA,NA,NA,"Concepcion",NA,NA,"P00640981_01",NA,NA,NA,"Chase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"511"
"101","2015-09-05 12:43:58-03","MNHN","RECOLNAT_MNHN_P","P00640982","PreservedSpecimen",NA,"Poaceae","Paspalum","distichum","Paspalum distichum","Bertero, C.L.G.|Chauvin ?), (leg.",NA,NA,"Chili","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00640982' target='other'> <mi>dwc_moreinfo</mi></a>","P00640982",NA,NA,"L.",NA,NA,NA,NA,"Concepcion",NA,NA,"P00640982_01",NA,NA,NA,"Chase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"511"
"102","2015-10-02 10:38:30-03","MNHN","RECOLNAT_MNHN_P","P00745872","PreservedSpecimen",NA,"Poaceae","Paspalum","distichum","Paspalum distichum","Bertero, C.L.G.",NA,NA,"Chili","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00745872' target='other'> <mi>dwc_moreinfo</mi></a>","P00745872",NA,NA,"L.","1829","12",NA,NA,"Valparaiso",NA,NA,"P00745872_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1223"
"103","2015-10-02 05:12:50-03","MNHN","RECOLNAT_MNHN_P","P00745873","PreservedSpecimen",NA,"Poaceae","Paspalum","distichum","Paspalum distichum","Bertero, C.L.G.",NA,NA,"Chili","hb",NA,"Donné au Muséum par ses enfants en 1857 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00745873' target='other'> <mi>dwc_moreinfo</mi></a>","P00745873",NA,NA,"L.","1829","12",NA,NA,"Valparaiso",NA,NA,"P00745873_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1223"
"104","2015-10-02 10:38:59-03","MNHN","RECOLNAT_MNHN_P","P00745874","PreservedSpecimen",NA,"Poaceae","Paspalum","distichum","Paspalum distichum","Bertero, C.L.G.",NA,NA,"Chili","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00745874' target='other'> <mi>dwc_moreinfo</mi></a>","P00745874",NA,NA,"L.","1829","12",NA,NA,"Valparaiso",NA,NA,"P00745874_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1223"
"105","2020-12-11 11:45:15-03","UFMG","BHCB","61402","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum",NA,"s.n.","Southern America","Brasil",NA,NA,NA,NA,"Monocotyledon",NA,"L.",NA,NA,NA,"Paraná",NA,"-48.5746994018555","-25.8827991485596",NA,"Guaratuba",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-02-11 17:21:19-03","UFPR","UPCB","30241","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Reitz, R.","164",NA,"Brasil",NA,NA,"Dunas..","UPCB0038022",NA,NA,"L.","1951","12","22","Santa Catarina",NA,"-48.7807998657227","-28.4825000762939",NA,"Laguna",NA,NA,"Flora Ilustrada Catarinense","1982","21199","auto",NA,NA,NA,NA,"01","01",NA,NA
"107","2021-02-11 17:21:19-03","UFPR","UPCB","944","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Reitz, R.","164",NA,"Brasil",NA,NA,"Dunas..","UPCB0039195",NA,NA,"L.","1951","12","22","Santa Catarina",NA,"-48.7807998657227","-28.4825000762939","UPCB0039195","Laguna",NA,NA,"Flora Ilustrada Catarinense","1982","21199","auto",NA,NA,NA,NA,"01","01",NA,NA
"108","2021-02-11 17:21:19-03","UFPR","UPCB","943","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Reitz, R.","153",NA,"Brasil",NA,NA,"Orla matinha..","UPCB0039200",NA,NA,"L.","1951","12","22","Santa Catarina",NA,"-48.7807998657227","-28.4825000762939","UPCB0039200","Laguna","1","1","Flora Ilustrada Catarinense","1982","21199","auto",NA,NA,NA,NA,"01","01",NA,NA
"109","2021-02-11 17:21:19-03","UFPR","UPCB","929","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Reitz, R.","196",NA,"Brasil",NA,NA,"Banhado salgado..","UPCB0039199",NA,NA,"L.","1952","02","28","Santa Catarina",NA,"-48.7807998657227","-28.4825000762939","UPCB0039199","Laguna",NA,NA,"Flora Ilustrada Catarinense","1982","21199","auto",NA,NA,NA,NA,"01","01",NA,NA
"110","2021-02-11 17:21:19-03","UFPR","UPCB","5554","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Reitz, R.","164",NA,"Brasil",NA,NA,"Dunas..",NA,NA,NA,"L.","1951","12","22","Santa Catarina",NA,"-48.7807998657227","-28.4825000762939",NA,"Laguna",NA,NA,"Flora Ilustrada Catarinense","1982","21199","auto",NA,NA,NA,NA,"01","01",NA,NA
