"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","fieldNumber"
"289","2020-08-20 20:41:37-03","UFSC","FLOR","3649","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Klein, R.M.","9972",NA,"Brasil",NA,NA,NA,"FLOR0003649",NA,"Poales","L.","1972","01","04","Rio Grande do Sul","Boa Vista.","-51.5113983154297","-29.4382991790771",NA,"Salvador do Sul","100","100","Smith, L.B.","1973","14966","auto",NA,NA,NA,NA,NA,NA,NA,NA
"290","2020-08-20 20:41:37-03","UFSC","FLOR","4510","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Klein, R.M.; Bresolin, A.","11627",NA,"Brasil",NA,NA,NA,"FLOR0004510",NA,"Poales","L.","1976","01","28","Santa Catarina",NA,"-49.6375007629395","-27.3150005340576",NA,"Aurora","350","350","Smith, L.B.; Young, P.","1976","14830","auto",NA,NA,NA,NA,NA,NA,NA,NA
"291","2020-08-20 20:41:37-03","UFSC","FLOR","4593","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Bresolin, A.","1186",NA,"Brasil",NA,NA,"Pouco freqüente","FLOR0004593",NA,"Poales","L.","1976","02","11","Santa Catarina","Rio Caveira.","-48.6556015014648","-27.4941997528076",NA,"Biguaçu","5","5","Smith, L.B.; Young, P.A.","1976","20442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"292","2020-08-20 20:41:37-03","UFSC","FLOR","4515","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Klein, R.M.; Bresolin, A.","11338",NA,"Brasil",NA,NA,"Raro, forma pequenas colônias.","FLOR0004515",NA,"Poales","L.","1976","01","08","Santa Catarina","Rua São Basílio.","-49.165599822998","-28.2749996185303",NA,"Braço do Norte","100","100","Smith, L.B.; Young, P.","1976","16066","auto",NA,NA,NA,NA,NA,NA,NA,NA
"293","2020-08-20 20:41:37-03","UFSC","FLOR","4513","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Klein, R.M.; Bresolin, A.","11704",NA,"Brasil",NA,NA,NA,"FLOR0004513",NA,"Poales","L.","1979","01","29","Santa Catarina","Beco Osvaldo Nieburg.","-48.9174995422363","-27.0981006622314",NA,"Brusque","20","20","Smith, L.B.; Young, P.","1976","19684","auto",NA,NA,NA,NA,NA,NA,NA,NA
"294","2020-08-20 20:41:37-03","UFSC","FLOR","4517","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Klein, R.M.; Bresolin, A.","11408",NA,"Brasil",NA,NA,"Nas proximidades dos estábulos","FLOR0004517",NA,"Poales","L.","1976","01","08","Santa Catarina","Sítio Fredolino, Forquil.","-49.369701385498","-28.6774997711182",NA,"Criciúma","20","20","Smith, L.B.; Young, P.","1976","18248","auto",NA,NA,NA,NA,NA,NA,NA,NA
"295","2020-08-20 20:41:37-03","UFSC","FLOR","17916","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Souza, M.L.; Fronza, M.","863",NA,"Brasil",NA,NA,NA,"FLOR0017916",NA,"Poales","L.","1986","04","18","Santa Catarina","Pontal da Daniela, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"Florianópolis",NA,NA,"Souza, M.L.","1986","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"296","2020-08-20 14:59:51-03","UFSC","FLOR","37282","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Zanin, A.; Santos, B.H.","1578",NA,"Brasil",NA,NA,NA,"FLOR0037282",NA,"Poales","L.","2009","01","23","Santa Catarina","Praia dos Ingleses, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"Florianópolis",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"297","2020-08-20 14:59:51-03","UFSC","FLOR","37548","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Affonso, R.","33",NA,"Brasil",NA,NA,"herbáceo","FLOR0037548",NA,"Poales","L.","2010","01","08","Santa Catarina","Praia dos Ingleses, lado esquerdo do córrego da praia, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"Florianópolis",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"298","2020-08-20 20:41:37-03","UFSC","FLOR","21877","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Silva Filho, F.A. da; Souza, M.L. & Falkenberg, D.B.","357",NA,"Brasil",NA,NA,NA,"FLOR0021877",NA,"Poales","L.","1985","02","27","Santa Catarina","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"Florianópolis",NA,NA,"Souza, M.L.","1985","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"299","2020-08-20 14:59:51-03","UFSC","FLOR","21905","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Silva Filho, F.A. da; Souza, M.L. & Zanin, A.","228",NA,"Brasil",NA,NA,NA,"FLOR0021905",NA,"Poales","L.","1984","11","16","Santa Catarina","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"Florianópolis",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"300","2020-08-20 20:41:37-03","UFSC","FLOR","4512","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Klein, R.M.; Bresolin, A.","11520",NA,"Brasil",NA,NA,"Para cavalo e porcos.Cresce preferencialmente em solos revolvidos","FLOR0004512",NA,"Poales","L.","1976","01","26","Santa Catarina",NA,"-49.5177993774414","-27.0569000244141",NA,"Ibirama","100","100","Smith, L.B.; Young, P.","1976","18533","auto",NA,NA,NA,NA,NA,NA,NA,NA
"301","2020-08-20 20:41:37-03","UFSC","FLOR","4516","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Klein, R.M.; Bresolin, A.","11486a",NA,"Brasil",NA,NA,NA,"FLOR0004516",NA,"Poales","L.","1976","01","09","Santa Catarina","Costa da Lagoa.","-49.0256004333496","-28.6149997711182",NA,"Jaguaruna","10","10","Smith, L.B.; Young, P.","1976","25787","auto",NA,NA,NA,NA,NA,NA,NA,NA
"302","2020-08-20 20:41:37-03","UFSC","FLOR","4229","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Klein, R.M.; Bresolin, A.","11549",NA,"Brasil",NA,NA,"Frequente na entrada de pastagem","FLOR0004229",NA,"Poales","L.","1976","01","26","Santa Catarina","Síito Irineu Moser.","-50.1413993835449","-26.9489002227783",NA,"Rio do Campo","600","600","Smith, L.B.","1976","24225","auto",NA,NA,NA,NA,NA,NA,NA,NA
"303","2020-08-20 20:41:37-03","UFSC","FLOR","4511","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Klein, R.M.; Bresolin, A.","11603",NA,"Brasil",NA,NA,NA,"FLOR0004511",NA,"Poales","L.","1976","01","28","Santa Catarina","Alto da Rua 15.","-49.6431007385254","-27.2141990661621",NA,"Rio do Sul","350","350","Smith, L.B.; Young, P.","1976","15163","auto",NA,NA,NA,NA,NA,NA,NA,NA
"304","2020-08-20 20:41:37-03","UFSC","FLOR","4592","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Klein, R.M.; Bresolin, A.","11590",NA,"Brasil",NA,NA,"Apreciado pelos cavalos","FLOR0004592",NA,"Poales","L.","1976","01","27","Santa Catarina","Ribeirão da Palha.","-49.9981002807617","-27.1163997650146",NA,"Taió","400","400","Smith, L.B.; Young, P.","1976","32258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"305","2020-08-20 20:41:37-03","UFSC","FLOR","4591","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Reis, A.","45",NA,"Brasil",NA,NA,NA,"FLOR0004591",NA,"Poales","L.","1976","01","30","Santa Catarina","Pontal Norte.","-48.6335983276367","-27.2413997650146",NA,"Tijucas","2","2","Smith, L.B.","1976","19338","auto",NA,NA,NA,NA,NA,NA,NA,NA
"306","2020-08-20 20:41:37-03","UFSC","FLOR","4514","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Klein, R.M.; Bresolin, A.","1685",NA,"Brasil",NA,NA,NA,"FLOR0004514",NA,"Poales","L.","1976","01","29","Santa Catarina","Salseiro.","-49.3558006286621","-27.3918991088867",NA,"Vidal Ramos","400","400","Smith, L.B.; Young, P.","1976","21797","auto",NA,NA,NA,NA,NA,NA,NA,NA
"307","2017-09-11 17:13:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Gardner, G","1187","Southern America","Brazil",NA,NA,NA,"OXF00019141G",NA,NA,"L.","1837",NA,NA,"Pernambuco","prope Pernambuco",NA,NA,"OXF00019141G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2021-02-08 12:54:04-03","UFRGS","ICN","032974","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Schulz, AG","3440","América do Sul","Argentina",NA,NA,"Estolonífera. Com 2 racimos pocas veces com 3; em el lodo",NA,"Monocotyledon",NA,"L.","1942","05","10","Chaco","Colonia Bermejo, Arroyo Canguí Chico",NA,NA,NA,"Bermejo",NA,NA,"Barreto, I","1961",NA,NA,NA,NA,NA,NA,"10","12",NA,NA
"309","2021-02-08 12:54:04-03","UFRGS","ICN","049799","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Schulz, AG","11520","América do Sul","Argentina",NA,NA,"Rastera, estolonífera, 2-3 racimos, alt. 15-25 cm; Suelo húmedo, borda de estero, anegado po temporadas",NA,"Monocotyledon",NA,"L.","1961","02","20","Chaco","Colonia Benítez",NA,NA,NA,"Primero de Mayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2021-02-08 12:54:04-03","UFRGS","ICN","049836","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Quarín, C","739","América do Sul","Argentina",NA,NA,"Terreno bajo, inundado",NA,"Monocotyledon",NA,"L.","1972","12","30","Santa Fe","17 km W de Villa Ana, Aº El Rey",NA,NA,NA,"General Obligado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2021-02-08 12:54:04-03","UFRGS","ICN","050643","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Quarín, C; et al.","1758","América do Sul","Argentina",NA,NA,"Em playa arenosa",NA,"Monocotyledon",NA,"L.","1973","12","07","Corrientes","margem del río Paraná",NA,NA,NA,"Ituzaingó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2021-02-08 12:54:05-03","UFRGS","ICN","121794","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Garcia, EN","696","América do Sul","Brasil",NA,NA,"Erva estolonífera.; Em área com um ano de pousio após dois anos consecutivos de cultivo convencional de arroz irrigado.",NA,"Monocotyledon",NA,"L.","2002","01","09","RS","Fazenda dos Touros","-50.5147018432617","-30.1450004577637",NA,"Capivari do Sul",NA,NA,"Garcia, EN","2002","17105","auto",NA,NA,NA,NA,"07","31",NA,NA
"313","2021-02-08 12:54:04-03","UFRGS","ICN","024014","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","H.S.A","98","América do Sul","Brasil",NA,NA,NA,NA,"Monocotyledon",NA,"L.","1936","03",NA,"RS","Estância S.Miguel do Sarandi","-55.5327987670898","-30.8908004760742",NA,"Santana do Livramento",NA,NA,"Parodi",NA,"79795","auto",NA,NA,NA,NA,NA,NA,NA,NA
"314","2021-02-08 12:54:05-03","UFRGS","ICN","200498","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Dutra, J","s.n.","América do Sul","Brasil",NA,NA,NA,NA,"Monocotyledon",NA,"L.",NA,NA,NA,"RS",NA,"-50.9338989257812","-28.5121994018555",NA,"Vacaria",NA,NA,"Barreto, I","1955","63451","auto",NA,NA,NA,NA,"05","02",NA,NA
"315","2021-02-08 12:54:05-03","UFRGS","ICN","127040","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Longhi-Wagner, HM","3577a","América do Sul","Brasil",NA,NA,NA,NA,"Monocotyledon",NA,"L.","1997","01","21","PR","10 km após entroncamento BR 476 e BR 116, junto ao posto de gasolina","-49.7158012390137","-25.7696990966797",NA,"Lapa",NA,NA,"Longhi-Wagner, HM",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"316","2021-02-08 12:54:05-03","UFRGS","ICN","133203","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Krieger, PL","11386","América do Sul","Brasil",NA,NA,"doação UFJF.",NA,"Monocotyledon",NA,"L.","1971","12","24","PR",NA,"-50.1618995666504","-25.0949993133545",NA,"Ponta Grossa",NA,NA,"Pereira, RM",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"317","2021-02-08 12:54:05-03","UFRGS","ICN","088662","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Boldrini; et al.","304","América do Sul","Brasil",NA,NA,"Campos naturais, solo argiloso e ondulado",NA,"Monocotyledon",NA,"L.","1986","04","12","RS","Estância Cati, margens do Cati, potreiro 15","-56.4514007568359","-30.3875007629395",NA,"Quaraí",NA,NA,"Canto-Dorow","1994","74636","auto",NA,NA,NA,NA,"02","02",NA,NA
"318","2021-02-08 12:54:04-03","UFRGS","ICN","050886","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Allem, A; Vieira, G","1929","América do Sul","Brasil",NA,NA,"Erva estolonífera, prostrada, reptante; Sobre solo pedregoso à beira da rodovia. Abundante no local. Aparentemente adventícia e não nativa. Solo argiloso",NA,"Monocotyledon",NA,"L.","1978","03","20","RS","Km 20 RS-183 Livramento-Quaraí","-55.5327987670898","-30.8908004760742",NA,"Santana do Livramento",NA,NA,"Wagner, HL","1988","79795","auto",NA,NA,NA,NA,"08","25",NA,NA
"319","2021-02-08 12:54:05-03","UFRGS","ICN","199207","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Dutra","s.n.","América do Sul","Brasil",NA,NA,NA,NA,"Monocotyledon",NA,"L.",NA,NA,NA,"RS",NA,"-50.9338989257812","-28.5121994018555",NA,"Vacaria",NA,NA,"Barreto, I","1955","63451","auto",NA,NA,NA,NA,"05","02",NA,NA
"320","2021-02-08 12:54:05-03","UFRGS","ICN","115846","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Silva, FA; et al.","228","América do Sul","Brasil",NA,NA,"Duna, capoeira",NA,"Monocotyledon",NA,"L.","1984","11","16","SC","Rio Vermelho","-48.5491981506348","-27.596700668335",NA,"Florianópolis",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"321","2020-12-29 16:52:45-03","FEPAGRO","BLA","11586","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","C. Quarín et alii","899",NA,"Argentina",NA,NA,"Habitat: Solo arenoso e baixo","BLA011586","Spermatophyta",NA,"L.","1973","02","07","Corrientes","Perugorría - Arroio Maria Grande",NA,NA,NA,"Curuzú Cuatiá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2021-03-22 16:23:40-03","FEPAGRO","BLA","3408","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A. G. Schulz","3440",NA,"Argentina",NA,NA,NA,"BLA003408","Spermatophyta",NA,"L.","1942","05","10","Chaco",NA,NA,NA,NA,"Colônia Bermejo",NA,NA,"A. G. Schulz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2020-12-29 16:52:45-03","FEPAGRO","BLA","1714","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","R. Acevedo","44",NA,"Chile",NA,NA,"Data de Coleta: 02/1939.Habitat: Cantiagotivade","BLA001714","Spermatophyta",NA,"L.",NA,NA,NA,"Região Metropolitana de Santiago",NA,NA,NA,NA,"Santiago",NA,NA,"L. R. Parodi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2020-12-29 16:52:45-03","FEPAGRO","BLA","1792","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","E. G. Nicora","2452",NA,"Argentina",NA,NA,"Habitat: Cunillativaun","BLA001792","Spermatophyta",NA,"L.","1940","02","25","Punilla",NA,NA,NA,NA,"Dolores",NA,NA,"L. R. Parodi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2020-12-29 16:52:45-03","FEPAGRO","BLA","11032","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","C. Quarín","739",NA,"Argentina",NA,NA,"Habitat: Terreno baixo, inundado","BLA011032","Spermatophyta",NA,"L.","1972","12","30","Santa Fé","17 Km a Oeste de Villa Ana - Arroio El Rey",NA,NA,NA,"General Obligado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2020-12-29 16:52:45-03","FEPAGRO","BLA","11930","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A. Pott","M 100",NA,"Brasil",NA,NA,"Data de Coleta: 12/1969. Exsicata sem cidade definida.Habitat: Cultivado","BLA011930","Spermatophyta",NA,"L.",NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"I. L. Barreto","1979",NA,NA,NA,NA,NA,NA,"04","06",NA,NA
"327","2021-03-22 16:23:40-03","FEPAGRO","BLA","11030","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","C. Quarín & A. Schinini","946",NA,"Argentina",NA,NA,NA,"BLA011030","Spermatophyta",NA,"L.","1973","03","05","Corrientes","61 Km da cidade à Colônia C. Pellegrini - Rota 14",NA,NA,NA,"Mercedes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2021-03-22 16:23:40-03","FEPAGRO","BLA","16786","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum",NA,NA,NA,NA,NA,NA,NA,"BLA016786","Spermatophyta",NA,"L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A. M. B. Hervé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2020-12-29 16:52:45-03","FEPAGRO","BLA","11565","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","C. Quarín","1115",NA,"Argentina",NA,NA,"(n) = Argentina. Ex CTES.","BLA011565","Spermatophyta",NA,"L.","1973","03","15","Corrientes","Corrientes",NA,NA,NA,"Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2021-03-22 16:23:40-03","FEPAGRO","BLA","3417","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A. G. Schulz","11509",NA,"Argentina",NA,NA,NA,"BLA003417","Spermatophyta",NA,"L.","1961","02","17","Chaco",NA,NA,NA,NA,NA,NA,NA,"A. G. Schulz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2021-03-22 16:23:40-03","FEPAGRO","BLA","11031","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","C. Quarín & A. Schinini","1103",NA,"Argentina",NA,NA,NA,"BLA011031","Spermatophyta",NA,"L.","1973","03","07","Corrientes","Colônia Pellegrini",NA,NA,NA,"Mercedes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2021-03-22 16:23:40-03","FEPAGRO","BLA","9219","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","V. Simas",NA,NA,"Brasil",NA,NA,"Com Duplicata.Habitat: Solo alto, argiloso, seco","BLA009219","Spermatophyta",NA,"L.","1974","02","05","Amazonas","Sede do Campus Avançado do Alto Solimões","-70.0310974121094","-4.38305997848511",NA,"Benjamin Constant",NA,NA,"L. A. Arzivenco","1974","293020","auto",NA,NA,NA,NA,"01","01",NA,NA
"333","2021-02-18 17:09:17-03","FEPAGRO","BLA","17331","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","M. Machado",NA,NA,"Brasil",NA,NA,"Data de Coleta: 01/1965. Ex BLA 4885 B.","BLA017331","Spermatophyta",NA,"L.",NA,NA,NA,"Rio Grande do Sul",NA,"-54.1068992614746","-31.3313999176025",NA,"Bagé",NA,NA,"A. Kappel",NA,"74087","auto",NA,NA,NA,NA,NA,NA,NA,NA
"334","2020-12-29 16:52:45-03","FEPAGRO","BLA","1433","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","I. L. Barreto",NA,NA,"Brasil",NA,NA,"Habitat: Em campo baixo com umidade","BLA001433","Spermatophyta",NA,"L.","1956","03","09","Rio Grande do Sul","Fazenda Experimental de Criação","-54.1068992614746","-31.3313999176025",NA,"Bagé",NA,NA,"I. L. Barreto",NA,"74087","auto",NA,NA,NA,NA,NA,NA,NA,NA
"335","2020-12-29 16:52:45-03","FEPAGRO","BLA","2629","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","I. L. Barreto",NA,NA,"Brasil",NA,NA,"Habitat: Cultivado","BLA002629","Spermatophyta",NA,"L.","1962","02","22","Rio Grande do Sul","Fazenda Experimental de Criação","-54.1068992614746","-31.3313999176025",NA,"Bagé",NA,NA,"V. Fagundes & V. Froner",NA,"74087","auto",NA,NA,NA,NA,NA,NA,NA,NA
"336","2020-12-29 16:52:45-03","FEPAGRO","BLA","1463","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","I. L. Barreto",NA,NA,"Brasil",NA,NA,"Habitat: Em campo baixo e úmido","BLA001463","Spermatophyta",NA,"L.","1956","03","11","Rio Grande do Sul","Fazenda Experimental de Criação","-54.1068992614746","-31.3313999176025",NA,"Bagé",NA,NA,"I. L. Barreto",NA,"74087","auto",NA,NA,NA,NA,NA,NA,NA,NA
"337","2020-12-29 16:52:45-03","FEPAGRO","BLA","1432","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","I. L. Barreto",NA,NA,"Brasil",NA,NA,"Habitat: Em campo baixo com umidade","BLA001432","Spermatophyta",NA,"L.","1956","03","09","Rio Grande do Sul","Fazenda Experimental de Criação","-54.1068992614746","-31.3313999176025",NA,"Bagé",NA,NA,"I. L. Barreto",NA,"74087","auto",NA,NA,NA,NA,NA,NA,NA,NA
"338","2021-02-18 17:09:17-03","FEPAGRO","BLA","16783","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","P. N. Capparelli","743",NA,"Brasil",NA,NA,"IGUAL A BLA 16785Habitat: Em lavoura de arroz <ll>dwc_commonname:</ll> grama-doce","BLA016783","Spermatophyta",NA,"L.","1954","02","19","Rio Grande do Sul",NA,"-52.8939018249512","-30.0391998291016",NA,"Cachoeira do Sul","80","80","P. N. Capparelli",NA,"71201","auto",NA,NA,NA,NA,NA,NA,NA,NA
"339","2021-03-22 16:23:40-03","FEPAGRO","BLA","16785","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","P. N. Capparelli","743",NA,"Brasil",NA,NA,"IGUAL A BLA 16783","BLA016785","Spermatophyta",NA,"L.","1954","02","19","Rio Grande do Sul",NA,"-52.8939018249512","-30.0391998291016",NA,"Cachoeira do Sul","80","80","L. R. Parodi",NA,"71201","auto",NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-12-29 16:52:45-03","FEPAGRO","BLA","11453","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","P. N. Capparelli","743",NA,"Brasil",NA,NA,"Habitat: Cultivado","BLA011453","Spermatophyta",NA,"L.","1954","02","12","Rio Grande do Sul",NA,"-52.8939018249512","-30.0391998291016",NA,"Cachoeira do Sul",NA,NA,"I. L. Barreto",NA,"71201","auto",NA,NA,NA,NA,NA,NA,NA,NA
"341","2020-12-29 16:52:45-03","FEPAGRO","BLA","1666","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","I. L. Barreto",NA,NA,"Brasil",NA,NA,"Habitat: Terreno baixo e úmido","BLA001666","Spermatophyta",NA,"L.","1955","04","13","Rio Grande do Sul","Barra do Jacaré","-51.869701385498","-29.2360992431641",NA,"Encantado",NA,NA,"I. L. Barreto",NA,"15400","auto",NA,NA,NA,NA,NA,NA,NA,NA
"342","2021-02-18 17:09:17-03","FEPAGRO","BLA","5032","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A. A. Araújo","192",NA,"Brasil",NA,NA,"Data de Coleta: 02/1932.Habitat: Cultivado","BLA005032","Spermatophyta",NA,"L.",NA,NA,NA,"Rio Grande do Sul",NA,"-53.6817016601562","-29.226900100708",NA,"Júlio de Castilhos",NA,NA,"L. R. Parodi",NA,"41205","auto",NA,NA,NA,NA,NA,NA,NA,NA
"343","2020-12-29 16:52:45-03","FEPAGRO","BLA","5705","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","W. D. Clayton","4403",NA,"Brasil",NA,NA,"Habitat: Cultivado","BLA005705","Spermatophyta",NA,"L.","1965","01","28","Rio Grande do Sul",NA,"-51.4611015319824","-29.6886005401611",NA,"Montenegro",NA,NA,"W. D. Clayton",NA,"21601","auto",NA,NA,NA,NA,NA,NA,NA,NA
"344","2021-02-18 17:09:17-03","FEPAGRO","BLA","4851","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","M. Machado",NA,NA,"Brasil",NA,NA,"Data de Coleta: 01/1965.Habitat: Potreiros experimentais.","BLA004851","Spermatophyta",NA,"L.",NA,NA,NA,"Rio Grande do Sul","Instituto Agronômico do Sul","-52.3424987792969","-31.771900177002",NA,"Pelotas",NA,NA,"A. Kappel",NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"345","2020-12-29 16:52:45-03","FEPAGRO","BLA","11454","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","J. F. M. Valls","160",NA,"Brasil",NA,NA,NA,"BLA011454","Spermatophyta",NA,"L.","1965","02","01","Rio Grande do Sul","Bairro Santana","-51.2299995422363","-30.0331001281738",NA,"Porto Alegre",NA,NA,"J. F. M. Valls",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA,NA
"346","2020-12-29 16:52:45-03","FEPAGRO","BLA","17332","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","E. F. Xavier",NA,NA,"Brasil",NA,NA,"Data de Coleta: 01/1937. Ex BLA 98 A .Habitat: Cultivado","BLA017332","Spermatophyta",NA,"L.",NA,NA,NA,"Rio Grande do Sul",NA,"-52.0985984802246","-32.0349998474121",NA,"Rio Grande",NA,NA,"L. R. Parodi",NA,"82892","auto",NA,NA,NA,NA,NA,NA,NA,NA
