"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","relatedCatalogItem","fieldNumber","individualCount","sex"
"99","2020-02-08 09:58:57-03","NBC","NL-BOTANY","U.1380838","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Stahel G; Woodherbarium Surinam",NA,"1942","09","01","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1380838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1380838",NA,"Malvales","(L.) Gaertn.",NA,"Saramacca",NA,NA,NA,"NL-U1380838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0021513",NA,NA,NA
"100","2020-02-08 09:58:57-03","NBC","NL-BOTANY","U.1380844","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Oldeman RAA",NA,"1973","08","31","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1380844 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1380844",NA,"Malvales","(L.) Gaertn.",NA,NA,"Rive droite du Bas - Camopi, environ 2,5km de l'embouchure.",NA,NA,"NL-U1380844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0201775",NA,NA,NA
"101","2020-02-08 09:58:57-03","NBC","NL-BOTANY","U.1380852","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Fróes RL; Krukoff BA",NA,"1932","11","20","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1380852 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1380852",NA,"Malvales","(L.) Gaertn.",NA,NA,"Brazil. Caxoeira. State of Maranhao: Maracassume River Region.",NA,NA,"NL-U1380852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"102","2020-02-08 09:58:57-03","NBC","NL-BOTANY","WAG.1392096","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Bruijn J de",NA,"1967","04","08","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1392096 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1392096",NA,"Malvales","(L.) Gaertn.",NA,NA,"Border between Estado Bolivar and Territorio Delta AMacuro. Primary forest near Rio Grande o Toro, E. of Upata.","-61.733333","8.233333","NL-WAG1392096",NA,NA,NA,NA,NA,NA,NA,NA,"-61.733333","8.233333","Magnoliopsidae",NA,NA,NA,NA,NA
"103","2020-02-08 09:58:57-03","NBC","NL-BOTANY","WAG.1392097","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Bruijn J de",NA,"1967","04","08","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1392097 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1392097",NA,"Malvales","(L.) Gaertn.",NA,NA,"Border between Estado Bolivar and Territorio Delta AMacuro. Primary forest near Rio Grande o Toro, E. of Upata.","-61.733333","8.233333","NL-WAG1392097",NA,NA,NA,NA,NA,NA,NA,NA,"-61.733333","8.233333","Magnoliopsidae",NA,NA,NA,NA,NA
"104","2020-02-08 09:58:57-03","NBC","NL-BOTANY","WAG.1392098","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Stahel G; Woodherbarium Surinam",NA,"1942","09","01","Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1392098 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1392098",NA,"Malvales","(L.) Gaertn.",NA,"Saramacca",NA,NA,NA,"NL-WAG1392098",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"105","2020-02-08 09:58:57-03","NBC","NL-BOTANY","U.1380848","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Krukoff BA",NA,"1933","09","03","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1380848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1380848",NA,"Malvales","(L.) Gaertn.",NA,"Acre","Basin of Rio Purus","-69","-9.333333","NL-U1380848",NA,NA,NA,NA,NA,NA,NA,NA,"-69.0","-9.333333","Magnoliopsidae",NA,NA,NA,NA,NA
"106","2020-02-08 09:58:57-03","NBC","NL-BOTANY","U 0261149","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Krukoff BA",NA,"1933","08","25","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200261149 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0261149",NA,"Malvales","(L.) Gaertn.",NA,"Acre","Basin of Rio Purus","-69","-9.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-69.0","-9.333333","Magnoliopsidae",NA,"Uw20095",NA,NA,NA
"107","2020-02-08 09:58:57-03","NBC","NL-BOTANY","U 0261141","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Krukoff BA",NA,"1933","09","03","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200261141 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0261141",NA,"Malvales","(L.) Gaertn.",NA,"Acre","Basin of Rio Purus","-69","-9.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-69.0","-9.333333","Magnoliopsidae",NA,"Uw20178",NA,NA,NA
"108","2020-11-04 10:56:03-03","ESALQ","ESA","142760","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Monteiro, R.S.","415.0","1992","06","17",NA,"Brasil",NA,NA,NA,"ESA142760",NA,NA,NA,"Mota, O.","Pará",NA,"-49.1178016662598","-5.36860990524292",NA,NA,NA,"Marabá","262883","auto","1992","10","18",NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-11-04 11:12:49-03","ESALQ","ESA","81176","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Chaddad Jr., J.","76.0","2002","08","09",NA,"Brasil",NA,NA,NA,"ESA081176","Magnoliophyta",NA,"(L.) Gaertn.","Chaddad Jr., J.","São Paulo",NA,"-47.6399993896484","-22.7199993133545","ESA081176",NA,NA,"Piracicaba","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-11-04 11:12:49-03","ESALQ","ESA","14710","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Ivanauskas, N.M.",NA,"1991","01","08",NA,"Brasil",NA,NA,NA,"ESA014710","Magnoliophyta",NA,"(L.) Gaertn.","Ivanauskas, N.M.","São Paulo",NA,"-47.6399993896484","-22.7199993133545","ESA014710",NA,NA,"Piracicaba","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-23 17:08:47-03","UFPI","TEPB","20722","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","A. Castro","548","2002","07","19",NA,"Brasil",NA,NA,"árvore, flor branca, solo arenoso <ll>dwc_commonname:</ll> Pinho",NA,NA,NA,"(L.)Gaertn.",NA,"Piauí","água fria","-42.1685981750488","-4.82777976989746",NA,"170","170","Campo Maior","41673","auto",NA,NA,NA,"420125'W","44203'S",NA,NA,NA,NA,NA,NA
"112","2014-10-27 19:15:13-02","UNICAP","HUCPE","566","S","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Paiva, F.","50","1975","09","27",NA,"Brasil",NA,NA,"Árvore com mais ou menos 9m de altura por 15cm de largura. Flores com pétalas amarelas, aveludadas, estames marrons. Pouco perfumadas. Perfume agradável.",NA,NA,NA,"(L.) Gaertn","E. Tavares","Maranhão","Fazenda Vinagre.","-43.929444","-3.379901",NA,NA,NA,"Itapecuru Mirim",NA,NA,"1976","01","01","-43.929444","-3.379901",NA,NA,NA,NA,NA,NA
"113","2014-09-25 12:32:23-03","FEMACT","MIRR","947","S","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Ratter, J.A.","5814","1987","03","22",NA,"Brasil",NA,NA,"[BARCODE = *MIRR 00947*]Maracá Rain Forest Project.&nf;Forest margin on rio. Riverine forest.&nf;Tree, 30m tall, 1,5m dbh, with large buttresses.&nf;Nearby leafless at season.&nf;Vernacular name: Sumauma; Forest margin on rio. Riverine forest.",NA,NA,NA,"(L.) Gaertn.",NA,"Roraima","Ilha de Maracá, SEMA Estação., Maracá Rain Forest Project.","-61.333333","3.366667",NA,NA,NA,"Alto Alegre",NA,NA,NA,NA,NA,"-61.333333","3.366667",NA,NA,NA,NA,NA,NA
"114","2014-09-25 12:32:23-03","FEMACT","MIRR","1127","S","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Lewis, G. .P.","1591","1987","03","30",NA,"Brasil",NA,NA,"Large tree to 30m with a large umbrella crown, the larger branches overhanging the river. DBH 1m. Bark mottled greyish-white, smoothish. Foliage yellowish-green. Lemon-sized fruits apple green in colour. Petals silvery-white due to pubescence, anther",NA,NA,NA,"(L.) Gaertn.",NA,"Roraima","Ilha de Maracá, SEMA Estação., Riverside vegetation downriver from base camp towards Furo de Santa Rosa.","-61.833333","3.583333",NA,NA,NA,"Alto Alegre",NA,NA,NA,NA,NA,"-61.833333","3.583333",NA,NA,NA,NA,NA,NA
"115","2014-09-25 12:32:23-03","FEMACT","MIRR","2491","S","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Milliken, W.","819","1988","02","15",NA,"Brasil",NA,NA,"Tree, 18m, 75cm dbh. Spreading crown. Bark grey/brown. Blaze:- wood pink/red, with 0.5cm vertical off-white rays spaced +- 3cm apart. Flowers with strong musky scent opening in evening. Calyx green, corolla in evening. Calyx green, corolla cream, ant",NA,NA,NA,"(L.) Gaertn.",NA,"Roraima","Ilha de Maracá, SEMA Estação., Poorly drained low ground (baixada) close to station.","-61.333333","3.366667",NA,NA,NA,"Alto Alegre",NA,NA,NA,NA,NA,"-61.333333","3.366667",NA,NA,NA,NA,NA,NA
"116","2019-02-15 11:35:13-02","IPA","IPA","52665","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Rita Pereira; Bocage, A.; Bocage, A.","487","1990","08","08","Southern America","Brasil",NA,NA,"Árvore ca. 20m de altura, com acúleos.","IPA0052665","Plantae",NA,"(L.) Gaertn.","Bocage, A.","Pernambuco","Itapirema. Na sementeira da UEP de Itapirema. Arenoso.","-35.002498626709","-7.56056022644043",NA,NA,NA,"Goiana","22853","auto","1990","08","08",NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-07-26 11:39:33-03","IPA","IPA","61331","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Bocage, A.","61331","1995",NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0061331","Plantae",NA,"(L.) Gaertn.","Bocage, A.","Pernambuco","Casa Forte. Centro de Olhos do Recife.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Recife","18865","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-07-26 11:39:38-03","IPA","IPA","61333","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Bocage, A.","61333","1995",NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0061333","Plantae",NA,"(L.) Gaertn.","Bocage, A.","Pernambuco","Cidade Universitária Campus da UFPE.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Recife","18865","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-02-15 11:35:13-02","IPA","IPA","1277","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Andrade-Lima","49-274","1949","08","16","Southern America","Brasil",NA,NA,"Árvore +/- gande. Flores alvo-cremes.","IPA0001277","Plantae",NA,"(L.) Gaertn.","Andrade-Lima","Pernambuco","Na est. volta açude pequeno Jard. Dois Irmãos.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Recife","18865","auto","1949","08","16",NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-07-26 11:39:33-03","IPA","IPA","61332","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Bocage, A.","61332","1995",NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0061332","Plantae",NA,"(L.) Gaertn.","Bocage, A.","Pernambuco","Nova Descoberta.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Recife","18865","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-02-15 11:35:13-02","IPA","IPA","68186","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Silva, L.R.","84","2004","07","12","Southern America","Brasil",NA,NA,"Árvore ca. 8,5m de altura e CAP 1,18m; fuste com espinhos; folhas com pecíolo cor de vinho; flores com pétalas branca-encardida, anteras amarelas, gineceu branco e botões florais verdes.","IPA0068186","Plantae",NA,"(L.) Gaertn.","Miranda, A.M.","Pernambuco","Parque da Jaqueira (PCR/SEPLAM-RPA 3).","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Recife","18865","auto","2004","09","07",NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-02-15 11:35:13-02","IPA","IPA","85012","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Josinaldo Alves","104","2010","09","13","Southern America","Brasil",NA,NA,"Arvore 4,5m; Flores Brancas muito visitada por beija-flor; Folhas digitadas.; Caatinga","IPA0085012","Plantae",NA,"(L.) Gaertn.","Josinaldo Alves","Rio Grande do Norte","Nas imediaçoes do povoado Malhada Vermelha, proximo a BR 226.","-36.1824989318848","-6.24139022827148",NA,NA,NA,"Campo Redondo","13155","auto","2010","09","13",NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-02-15 11:35:13-02","IPA","IPA","4372","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Pickel, B.","3682","1934","09","20","Southern America","Brasil",NA,NA,"Flores brancas. Árvore com acúleos caulinares.","IPA0004372","Plantae",NA,"(L.) Gaertn.",NA,"Pernambuco","Tapera. São Bento.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-02-15 11:35:13-02","IPA","IPA","54031","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Bocage, A.","272","1993","09","16","Southern America","Brasil",NA,NA,"Árvore ca. 20m de altura.","IPA0054031","Plantae",NA,"(L.) Gaertn.","Bocage, A.","Pernambuco","Bonanza - entrada para Estação Ecológica de Tapacurá.",NA,NA,NA,NA,NA,NA,NA,NA,"1993","09","16",NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-02-15 11:35:13-02","IPA","IPA","55356","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Manriquez, G.I.","2658","1985","06","21","Northern America","Mexico",NA,NA,"Semillas sombreadas para obtención de la plántula de: Tipo de germinación: epígea, hipocótilo y haz del pecíolo rojo.","IPA0055356","Plantae",NA,"(L.) Gaertn.","Ibarrra, G.","Veracruz","Estación de Biologia Tropicl los Tuxtlas","-95.213611","18.566667",NA,"200","200","San Andres Tuxtla",NA,NA,"1985",NA,NA,"-95.213611","18.566667",NA,NA,NA,NA,NA,NA
"126","2019-02-15 11:35:13-02","IPA","IPA","76477","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Paiva, F.","50","1975","09","27","Southern America","Brasil",NA,NA,"Árvore ca. 9m de altura por 15cm de largura. Flores com pétalas amarelas, aveludadas, estames marrons. Pouco perfumadas. Perfume agradável.","IPA0076477","Plantae",NA,"(L.) Gaertn.","Tavares, E.","Maranhão","Fazenda Vinagre.","-44.3586006164551","-3.39249992370605",NA,NA,NA,"Itapecuru Mirim","38216","auto","1976","01","01",NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-02-15 11:35:13-02","IPA","IPA","4371","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Pickel, B.","328","1923","09","18","Southern America","Brasil",NA,NA,NA,"IPA0004371","Plantae",NA,"(L.) Gaertn.","Pickel, B.","Pernambuco",NA,"-34.8553009033203","-8.00889015197754",NA,NA,NA,"Olinda","7110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-07-26 11:39:38-03","IPA","IPA","61334","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Bocage, A.","61334","1995",NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0061334","Plantae",NA,"(L.) Gaertn.","Bocage, A.","Pernambuco","Casa Forte, Rua Antonio Goes, junto a casa de Arraes.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Recife","18865","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-02-15 11:35:13-02","IPA","IPA","4373","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Pickel, B.","4006","1935","08","04","Southern America","Brasil",NA,NA,"Flores brancas. Árvore.","IPA0004373","Plantae",NA,"(L.) Gaertn.","Standley","Pernambuco","Tegipió. A beira da estrada.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Recife","18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-02-15 11:35:13-02","IPA","IPA","54025","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Bocage, A.","266","1993","09","15","Southern America","Brasil",NA,NA,"3 árvore em campo limpo. Fruto marron.; Caatinga.","IPA0054025","Plantae",NA,"(L.) Gaertn.","Bocage, A.","Pernambuco","Barro Vermelho.","-37.2743988037109","-7.47888994216919",NA,NA,NA,"São José do Egito","28823","auto","1993","09","15",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-02-15 11:35:13-02","IPA","IPA","53247","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Bocage, A.","201","1991","09","17","Southern America","Brasil",NA,NA,"Árvore ca. 15m de altura. Flores brancas com anteras amarelas. Caule com acúleos sem intumescência.; Caatinga.","IPA0053247","Plantae",NA,"(L.) Gaertn.",NA,"Pernambuco","Beira da estrada para Malhada Vermelha. Solo arenoso.","-37.2743988037109","-7.47888994216919",NA,NA,NA,"São José do Egito","28823","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-10-20 14:17:42-03","UFOPA","HSTM","9640","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Alves, R. P.; Alves, R. P.; Levis, C.","4","2015","01","23",NA,"Brasil",NA,NA,NA,"HSTM009640",NA,NA,"(L.) Gaertn.","Ramos, J.; Levis, C.; Alves, R. P.","Pará","FLONA Tapajós. Comunidade Jamaraquá","-54.929167","-3.348056","HSTM009640",NA,NA,"Belterra",NA,NA,"2017","02","01","54º55'45''W","3º20'53''S",NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:26:48-03","UNICAMP","UEC","39681","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Daly, DC; Campbell, DG; Silva, AS; Bahia, RP; Santos, MR; Bastos, NC","D398","1980","10","01",NA,"Brazil",NA,NA,"Spiny tree 18m. 1m diam. immature fruits green. Fruto em Carboteca.","UEC042798","Magnoliopsida",NA,"(L.) Gaertn.",NA,"Maranhão","road from São Luiz Gonzaga to Santo Antonio, 53 to 35Km from Bacabel. Capoeira. &nf;Plants collected under the sponsorship of the National Science Foundation Latin-American collaborative program and the Conselho Nacional de Desenvolvimento Científico e","-44.666667","-4.316667","UEC042798",NA,NA,"São Luiz Gonzaga do Maranhão",NA,NA,NA,NA,NA,"-44.666667","-4.316667",NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:26:48-03","UNICAMP","UEC","86298","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Ibarra-Manriquez, GI","2658","1985","06","21",NA,"Mexico",NA,NA,"Tipo de germinación: epígea; hipocótilo y haz del pecíolo rojo. Ceiba.&nf;Germinada Sol.; Semillas sembradas para obtención de la plántula.","UEC081572","Magnoliopsida",NA,"(L.) Gaertn.","Semir, J","Veracruz","Estación de Biología Tropical Los Tuxtlas. 95º04' a 95º09' W ; 18º34' a 18º36' N.&nf;Lote 67.",NA,NA,"UEC081572","200","200","San Andrés Tuxtla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:26:48-03","UNICAMP","UEC","162252","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Martines, LR; Fornari, ARS","1","2005","08","15",NA,"Brazil",NA,NA,"árvore 17m. Indivíduo com flores pistiladas, estames perfeitos morfologicamente; flores brancas.","UEC024434","Magnoliopsida",NA,"(L.) Gaertn.","Martines, LR","São Paulo","Barão Geraldo, SP.&nf;900m², 22º 49' 13''s 47º 04' 07''w.&nf;Paisagismo Unicamp.","-47.060001373291","-22.8999996185303","UEC024434",NA,NA,"Campinas","23900","auto","2007","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:26:48-03","UNICAMP","UEC","45515","S","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Cruz, ND","17903","1985","10","03",NA,"Brazil",NA,NA,"Árvore cerca de 7m, flores cremes","UEC021147","Magnoliopsida",NA,"(L.) Gaertn.",NA,"São Paulo","Inst. Agronômico","-47.060001373291","-22.8999996185303","UEC021147",NA,NA,"Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-11-27 17:10:06-03","UFPB","JPB","48317","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Amorim, BS; Araújo, D; Araújo, C; Chagas, MA","1027","2011","09","14","Southern America","Brasil",NA,NA,"; HABITAT: Floresta Atlântica; DESC: Árvore 12m alt., botões florais e frutos verdes","JPB0048317","Angiosperma","Dicotyledon","(L.) Gaertn.","Carvalho-Sobrinho, JG de","Pernambuco","Usina São José, Prómixo a sede da Usina, beira da estrada","-35.006111","-7.778889",NA,"100","100","Igarassu",NA,NA,"2001","10",NA,"-35.006111","-7.778889",NA,NA,NA,NA,NA,NA
"138","2020-06-10 21:02:54-03","UFPB","JPB","64732","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Gadelha Neto, PC","4272","2018","08","21","Southern America","Brasil",NA,NA,"; HABITAT: Floresta Ombrófila Aberta; DESC: Árvore decídua com cerca de 20m. Tronco aculeado. Folhas compostas, alternas, digitadas. Fruto cápsula lenhosa elipsoide, contendo sementes negras envolta por paina grisácea. Substrato areno","JPB0064732",NA,NA,"(L.) Gaertn.",NA,"Paraíba","UFPB, Centro de Ciências Agrárias","-35.715","-6.966111",NA,"508","508","Areia",NA,NA,NA,NA,NA,"-35.715","-6.966111",NA,NA,NA,NA,NA,NA
"139","2020-11-27 17:10:06-03","UFPB","JPB","467","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Xavier, LP; Ursulino, Veloso","JPB467","1941","11","04","Southern America","Brasil",NA,NA,NA,NA,"Angiosperma","Dicotyledon","(L.) Gaertn.",NA,"Pernambuco",NA,"-35.7546997070312","-7.83305978775024",NA,NA,NA,"Surubim","16100","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-03-16 13:31:06-03","UNEMAT","HERBAM","6720","S","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Soares, C.R.A.; Petini-Benelli, A.; Oliveira, P.S.; Silvino, L.; Damasceno, A.S.V.; Duarte, J.A.","Verde 064002","2011","09","16",NA,"Brasil",NA,NA,NA,"HERBAM006720",NA,NA,"(L.) Gaertn.","Vieira, S","Mato Grosso","Afloramento Rochoso.","-56.775556","-9.345556",NA,"210","210","Paranaíta",NA,NA,"2011","09","14","-56.775556","-9.345556",NA,NA,NA,NA,NA,NA
"141","2019-03-16 16:14:16-03","UNEMAT","HERBAM","15663","S","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Rodrigues, L.; Lopes, A. .R. & Sardinha, S. .M.","2081338","2016","08","17",NA,"Brasil",NA,NA,NA,"HERBAM015663",NA,NA,"(L.) Gaertn.","Rodrigues, L","Mato Grosso","Casa de Sementes - Estrela do Sul, Área Seca; Quintal; Baixadas.","-56.063806","-9.87625",NA,"277","277","Alta Floresta",NA,NA,"2017","08","15","-56.063806","-9.87625",NA,NA,NA,NA,NA,NA
"142","2019-03-16 16:14:16-03","UNEMAT","HERBAM","11194","S","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Rodrigues, L.; Lopes, A. .R. & Sardinha, S. .M.","1831193","2016","04","14",NA,"Brasil",NA,NA,NA,"HERBAM011194",NA,NA,"(L.) Gaertn.","Rodrigues, L","Mato Grosso","Casa de Sementes - Estrela do Sul, Área Seca; Pastagem; Planície.","-55.946556","-9.937056",NA,"278","278","Alta Floresta",NA,NA,"2017","08","15","-55.946556","-9.937056",NA,NA,NA,NA,NA,NA
"143","2019-03-16 12:02:54-03","UNEMAT","HERBAM","23964","S","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Rocha-Filho, J.A.; Cabral, F.F.; Piva, J.; Piva, L.P. & Piva, T.P.","337","2016","09","28",NA,"Brasil",NA,NA,NA,"HERBAM023964",NA,NA,"(L.) Gaertn.","D.R. da Silva","Mato Grosso","Balsa do Cajueiro/ Proximo ao Rio Teles Pires, Terra firme","-56","-9",NA,"222","222","Paranaita",NA,NA,"2019","02","13","-56","-9",NA,NA,NA,NA,NA,NA
"144","2019-02-21 19:34:17-03","UNEMAT","HERBAM","4851","S","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Cabral, F.F.; Piva, J.H.; Pedroga, J.A.; Rodrigues, L.; Ribeiro, I.L. & Zampieri, A.","283","2010","05","22",NA,"Brasil",NA,NA,NA,"HERBAM004851",NA,NA,"(L.) Gaertn.","Piva, JH","Mato Grosso","Parque Zoobotânico","-56.0861015319824","-9.87555980682373",NA,NA,NA,"Alta Floresta","109392","auto","2010","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-04-05 11:05:56-03","UNESP-IBB","BOTUW","144","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Beck, H.T. & Jackson-Beck, L.A.","1186","1990","08","04",NA,"EUA",NA,NA,"Tree to 12m with dbh 25cm; base of trunk with remnant throns; petioles red; fruit green.","BOTUW000144",NA,NA,"(L.) Gaerth.","H.T. Beck","Hawaii","Kauai Island. Lawai. National Tropical Botanical Garden. Economic Area.","-159.75","22.166667",NA,NA,NA,NA,NA,NA,"1990",NA,NA,"159°45' W","22°10' N",NA,NA,NA,NA,NA,NA
