"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","class","relatedCatalogItem","sex"
"49","2020-09-12 05:00:02-03","US","US","1473051","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","velata","Begonia velata","L.B. Sm. & B.G. Schub. in J.F. Macbr.",NA,"Isotype","A. Weberbauer","6021",NA,NA,NA,"South America - Neotropics","Peru","Piura","Huancabamba","Above Palambla.",NA,NA,"2700","2800",NA,NA,"US00115492",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"50","2020-09-12 05:00:02-03","US","US","2913172","PreservedSpecimen","Plantae",NA,"Violales","Begoniaceae","Begonia","velata","Begonia velata","L.B. Sm. & B.G. Schub. in J.F. Macbr.",NA,NA,"H. Ellenberg","3705","1970","12","26","South America - Neotropics","Peru","Piura",NA,"Ca. 70 km e of olmos",NA,NA,"2035","2035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"51","2019-11-25 11:57:59-03","USP","SPF","230550","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","curtii","Begonia curtii","L.B.Sm. & B.G.Schub.","Anônimo",NA,"Costa, IG","501","2015","08","09",NA,"Brasil","Rio de Janeiro","Cardoso Moreira",NA,"-41.540556","-21.560833","600","600",NA,NA,"SPF00230550",NA,NA,NA,NA,NA,NA,"-41.540556","-21.560833",NA,NA,NA,NA,NA
"52","2019-12-17 11:18:30-03","USP","SPF","83848","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","curtii","Begonia curtii","L.B.Sm. & B.G.Schub.","Jacques, EL",NA,"Gomes Jr, JC","3631","1965","04","03",NA,"Brasil","São Paulo",NA,"Ilha Vitória, Litoral Norte.",NA,NA,NA,NA,NA,NA,"SPF00083848",NA,"1997","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-10-07 09:24:01-03","UEFS","HUEFS","190642","PreservedSpecimen","Plantae","Angiospermae","Cucurbitales","Begoniaceae","Begonia","curtii","Begonia curtii","L.B.Sm. & B.G.Schub.",NA,NA,"Kollmann, L.","12147","2011","01","18",NA,"Brasil","Espírito Santo","Dores do Rio Preto","Beira do asfalto.","-41.8452987670898","-20.6888999938965",NA,NA,NA,NA,"HUEFS0190642","HUEFS0190642",NA,NA,NA,"23972","auto",NA,NA,NA,NA,"Rosanae",NA,NA
"54","2019-06-13 10:27:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Begoniaceae","Begonia","velata","Begonia velata",NA,"N. Hensold : Field Museum of Natural History",NA,"C. Díaz S. & S. Baldeón","2880","1988","4","21","South America","Peru","Cajamarca","Cutervo","carretera entre Llama y Huambos. Tunaspampa",NA,NA,"2600","2900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"55","2015-03-07 08:08:55-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Begoniaceae","Begonia","velata","Begonia velata",NA,"N. Hensold : Field Museum of Natural History",NA,"J. Mostacero L. et al.","1258","1986","7","5","South America","Peru","Cajamarca","San Miguel","Cerro Quillón (Agua Blanca)",NA,NA,"3200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"56","2018-05-14 16:59:18-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Begoniaceae","Begonia","velata","Begonia velata",NA,"RRC ID Flag",NA,"C. Díaz S.","2880","1988","4","21","South America","Peru","Cajamarca",NA,NA,"-78.8333","-6.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2880","Dicotyledoneae",NA,NA
"57","2019-01-22 15:46:35-02","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Begoniaceae","Begonia","velata","Begonia velata",NA,NA,"Type [status unknown]","A. Weberbauer","6021","1912","4",NA,"South America","Peru","Piura","Huancabamba","above Palambla",NA,NA,"2700","2800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"58","2019-09-05 15:43:39-03","F","FMNH-SEEDPLANTS","V0042336F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Begoniaceae","Begonia","velata","Begonia velata",NA,NA,"Isotype","A. Weberbauer","6021","1912","4",NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0042336F","V0042336F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"59","2019-09-05 15:32:25-03","F","FMNH-SEEDPLANTS","V0042337F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Begoniaceae","Begonia","velata","Begonia velata",NA,NA,"Isotype","A. Weberbauer","6021","1912","4",NA,"South America","Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,"V0042337F","V0042337F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"60","2019-01-25 15:38:55-02","IAC","IAC","49403","S","Plantae",NA,NA,"Begoniaceae","Begonia","curtii","Begonia curtii","L.B.Sm. & B.G.Schub.","L.J.C. Kollmann",NA,"L.C. Bernacci & R. Tsuji","4444","2008","02","24",NA,"Brasil","Espírito Santo","Alfredo Chaves","Bairro rural São Bento","-40.894444","-20.625556",NA,NA,NA,"coordenada do material: 40°53`40W, 20°37`32S",NA,NA,"2010","12","20",NA,NA,"-40.894444","-20.625556",NA,NA,NA,NA,NA
"61","2020-07-23 11:59:43-03","CEPLAC","CEPEC","129914","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","curtii","Begonia curtii",NA,"B. de S. Gregório",NA,"P. H. Labiak","4878","2008","07","20",NA,"Brasil","Espírito Santo","castelo","Parque Estadual do Forno Grande. Trilha do Rio Manso.","-41.120556","-20.524444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41W7'14","20S31'28",NA,NA,NA,"18/04/2012",NA
"62","2020-07-23 11:59:43-03","CEPLAC","CEPEC","94199","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","curtii","Begonia curtii",NA,"B. de S. Gregório",NA,"L. Kollmann","3153","2000","10","12",NA,"Brasil","Espírito Santo","castelo","Forno Grande","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA,"19/04/2012",NA
"63","2020-07-23 11:59:43-03","CEPLAC","CEPEC","130438","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","curtii","Begonia curtii",NA,"L. Kollmann",NA,"L. Kollmann","11480","2009","01","19",NA,"Brasil","Espírito Santo","viana",NA,"-40.4961013793945","-20.3903007507324",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,"15195","auto",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-21 10:01:44-03","IBt","SP","369621","S","Plantae",NA,NA,"Begoniaceae","Begonia","curtii","Begonia curtii","L.B.Sm. & B.G.Schub.","Delfini, C",NA,"Leoni, LS","4332","1999","12","30",NA,"Brasil","Minas Gerais","Faria Lemos","Fazenda Santa Rita","-42.0297012329102","-20.8083000183105","600","600",NA,NA,NA,NA,"2008","12",NA,"14353","auto",NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:01:54-03","IBt","SP","415702","S","Plantae",NA,NA,"Begoniaceae","Begonia","velata","Begonia velata","Brade","Brade, AC","Isotype","Brade, AC","19873","1949","05","12",NA,"Brasil","Espírito Santo","Castelo","Forno Grande","-41.184700012207","-20.6035995483398","1200","1200",NA,"No lajão fl. alvecente-rosea","SP000365","SP000365","1949",NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:01:54-03","IBt","SP","415702a","Extra","Plantae",NA,NA,"Begoniaceae","Begonia","velata","Begonia velata","Brade","Brade, AC","Isotype","Brade, AC","19873","1949","05","12",NA,"Brasil","Espírito Santo","Castelo","Forno Grande","-41.184700012207","-20.6035995483398","1200","1200",NA,"No lajão fl. alvecente-rosea","SP000366","SP000366","1949",NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA
"67","2010-08-16 16:38:26-03","GH","HU-HERB","GH 00068297","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","velata","Begonia velata","L. B. Smith & B. G. Schubert",NA,"Type","A. Weberbauer","6021","1912","4",NA,"South America","Peru","Piura","Huancabamba","Above Palambla",NA,NA,"2700","2800","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6021",NA,NA,"undetermined"
