"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","infraspecificEpithet","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber","sex"
"47","2020-11-20 18:12:47-03","UFSM","SMDB","15774","S","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H.Rob.",NA,"Schaefer, J","410",NA,"Brasil","distrito de Santo Antão, Morro Pedra do Lagarto",NA,"Flores róseas. Material testemunho de Trabalho de Conclusão de Curso - Ciências Biológicas. Aluna: Juliana Schaefer. Orientadora: Liliana Essi","SMDB015774",NA,"2015","03","04","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652","Schaefer, J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA
"48","2020-12-21 16:15:53-03","MBM","MBM","111086","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum longicuneatum","H. Rob.",NA,"Pedersen, T.M.","13821","Southern America","Brazil","Vacaria",NA,NA,"MBM111086","MBM111086","1984","03","12","Rio Grande do Sul","Vacaria","-50.9338989257812","-28.5121994018555","Pedersen, T.M.",NA,NA,NA,NA,"longicuneatum",NA,NA,NA,NA,NA,"63451","auto",NA,NA,NA
"49","2020-12-21 16:15:53-03","MBM","MBM","41024","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum longicuneatum","H. Rob.",NA,"Hatschbach, G.","7935","Southern America","Brazil","Rio das Cinzas, barra do Perdizes",NA,NA,"MBM041024","MBM041024","1961","02","26","Paraná","Arapoti","-49.8266983032227","-24.1578006744385","Barroso, G.M.",NA,NA,NA,NA,"longicuneatum",NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA
"50","2020-12-21 16:16:04-03","MBM","MBM","279615","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74573","Southern America","Brazil","Rod. BR-267, próximo ao trevo para Bela Vista",NA,NA,"MBM279615","MBM279615","2003","03","11","Mato Grosso do Sul","Bela Vista","-56.5210990905762","-22.1089000701904","Dematteis, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66197","auto",NA,NA,NA
"51","2020-12-21 16:16:04-03","MBM","MBM","41025","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"Hatschbach, G.","3114","Southern America","Brazil","Fazenda Monte Alegre, Inv. Miranda de Cima",NA,NA,"MBM041025","MBM041025","1953","03","30","Paraná","Tibagi","-50.4136009216309","-24.5093994140625","Barroso, G.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA
"52","2020-12-21 16:16:04-03","MBM","MBM","386797","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"Gaio, J.; Keil, R.; Keil, R.","338","Southern America","Brazil","Distrito de Criúva",NA,"Campo nativo em beira de estrada.","MBM386797","MBM386797","2013","04","13","Rio Grande do Sul","Caxias do Sul","-50.992306","-28.968528","Gaio, J.","818","818",NA,NA,NA,"2013","07","-50.992306","-28.968528","02",NA,NA,NA,NA,NA
"53","2020-12-21 16:16:04-03","MBM","MBM","242154","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"Pedersen, T.M.","16293","Southern America","Uruguay",NA,NA,NA,"MBM242154","MBM242154","1997","04","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:16:04-03","MBM","MBM","280369","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"Schinini, A.; et al.; et al.","36060","Southern America","Paraguay",NA,NA,NA,"MBM280369","MBM280369","2002","03",NA,NA,NA,NA,NA,"Dematteis, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:16:04-03","MBM","MBM","289887","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74897","Southern America","Brazil","Fazenda Lagoão Fechado",NA,NA,"MBM289887","MBM289887","2003","03","18","Mato Grosso do Sul","Miranda","-56.3782997131348","-20.2406005859375","Robinson, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA
"56","2015-09-04 05:37:27-03","MNHN","RECOLNAT_MNHN_P","P02717115","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch.Bip. ex Baker",NA,"Ule, E.",NA,NA,"Brasil","Brésil. Sta. Catharina, nas encostas do Capivare azima da Serra Geral.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02717115' target='other'> <mi>dwc_moreinfo</mi></a>","P02717115","P02717115_01","1891","2","1","Santa Catarina",NA,NA,NA,"Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1802",NA
"57","2015-10-07 00:58:47-03","MNHN","RECOLNAT_MNHN_P","P00742725","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch.Bip. ex Baker",NA,"Sello, F.",NA,NA,"Brésil","Brasilia","hb","P00742727, P00742725 & P00742728 sur la même part <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00742725' target='other'> <mi>dwc_moreinfo</mi></a>","P00742725","P00742725_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3556",NA
"58","2015-10-06 01:37:42-03","MNHN","RECOLNAT_MNHN_P","P00742726","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch.Bip. ex Baker","type","Sello, F.",NA,NA,"Brésil","s.loc.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00742726' target='other'> <mi>dwc_moreinfo</mi></a>","P00742726","P00742726_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3442",NA
"59","2015-10-07 00:58:34-03","MNHN","RECOLNAT_MNHN_P","P00742727","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch.Bip. ex Baker",NA,"Riedel, L.",NA,NA,"Brésil","In campo Itu","hb","P00742727, P00742725 & P00742728 sur la même part <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00742727' target='other'> <mi>dwc_moreinfo</mi></a>","P00742727","P00742727_01","1834","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1514",NA
"60","2015-10-04 23:41:50-03","MNHN","RECOLNAT_MNHN_P","P00742728","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch.Bip. ex Baker","type","Sello, F.",NA,NA,"Brésil","s.loc.","hb","P00742727, P00742725 & P00742728 sur la même part <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00742728' target='other'> <mi>dwc_moreinfo</mi></a>","P00742728","P00742728_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3442",NA
"61","2015-09-04 05:49:35-03","MNHN","RECOLNAT_MNHN_P","P02405793","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch.Bip. ex Baker",NA,"Saint-Hilaire",NA,NA,"Brésil",". Rio Grande do Sul, Sul, Brasil, América do Sul","hb","Voyage d' Auguste de Saint-Hilaire, de 1816 à 1821. . nº 946 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405793' target='other'> <mi>dwc_moreinfo</mi></a>","P02405793","P02405793_01","1816","1","1","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2614",NA
"62","2015-09-04 05:49:35-03","MNHN","RECOLNAT_MNHN_P","P02405794","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch.Bip. ex Baker",NA,"Glaziou, A.",NA,NA,"Brasil","Brésil. Ipanema. São Paulo, Sudeste, Brasil, América do Sul","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405794' target='other'> <mi>dwc_moreinfo</mi></a>","P02405794","P02405794_01","1881","4","23","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12875",NA
"63","2015-09-04 05:49:35-03","MNHN","RECOLNAT_MNHN_P","P02405798","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch.Bip. ex Baker",NA,"Glaziou, A.",NA,NA,"Brasil","Province de São Paulo - Minas Gerais. Brasil, América do Sul","hb",". s.d. Reçu le 10 juilliet 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405798' target='other'> <mi>dwc_moreinfo</mi></a>","P02405798","P02405798_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12875",NA
"64","2015-09-04 05:49:35-03","MNHN","RECOLNAT_MNHN_P","P02405806","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch.Bip. ex Baker",NA,"Glaziou, A.",NA,NA,"Brasil","Brésil. Ipanema. São Paulo, Sudeste, Brasil, América do Sul","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405806' target='other'> <mi>dwc_moreinfo</mi></a>","P02405806","P02405806_01","1881","4","23","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12875",NA
"65","2015-09-04 09:34:07-03","MNHN","RECOLNAT_MNHN_P","P04374123","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch.Bip. ex Baker",NA,"S.N.",NA,NA,"Brasil",". Brasil, América do Sul","hb",". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04374123' target='other'> <mi>dwc_moreinfo</mi></a>","P04374123","P04374123_01",NA,NA,NA,NA,NA,NA,NA,"Nakajima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2015-09-04 05:49:35-03","MNHN","RECOLNAT_MNHN_P","P02405804","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch.Bip. ex Baker",NA,"Riedel",NA,NA,"Brasil","Ytú. Itu, São Paulo, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405804' target='other'> <mi>dwc_moreinfo</mi></a>","P02405804","P02405804_01","1834","2","1","São Paulo","Itu","-47.2900009155273","-23.2600002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22309","auto",NA,"1513",NA
"67","2015-09-04 05:49:35-03","MNHN","RECOLNAT_MNHN_P","P02405790","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch.Bip. ex Baker",NA,"Riedel",NA,NA,"Brasil","Ytú. Itu, São Paulo, Sudeste, Brasil, América do Sul","hb",". . 1270 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02405790' target='other'> <mi>dwc_moreinfo</mi></a>","P02405790","P02405790_01","1834","2","1","São Paulo","Itu","-47.2900009155273","-23.2600002288818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22309","auto",NA,"2098",NA
"68","2018-04-24 14:12:53-03","MNHN","RECOLNAT_MNHN_P","P00148928","PreservedSpecimen",NA,NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Gaudichaud, C.",NA,NA,"Brésil","Prov. Rio Grande","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00148928' target='other'> <mi>dwc_moreinfo</mi></a>","P00148928","P00148928_01","1833",NA,NA,NA,NA,NA,NA,"Esteves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"801",NA
"69","2018-04-24 14:12:54-03","MNHN","RECOLNAT_MNHN_P","P00148929","PreservedSpecimen",NA,NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M.King & H.Rob.",NA,"Gaudichaud, C.",NA,NA,"Brésil","Prov. Rio Grande","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00148929' target='other'> <mi>dwc_moreinfo</mi></a>","P00148929","P00148929_01","1833",NA,NA,NA,NA,NA,NA,"Esteves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"804",NA
"70","2020-05-25 15:13:54-03","FSU","FSU","000074012","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gyptis","vernoniopsis","Gyptis vernoniopsis","(Sch.Bip. ex Baker) R.M.King & H.Rob.",NA,"Sonia Machado de Campos","212",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2011-12-22 05:01:00-02","MO","MOBOT","1052368","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Teodoro Rojas","Rojas 11060","South America","Paraguay","Azucarera Tebicuary.",NA,NA,NA,NA,"1944","2","27","Guairá",NA,"-56.63333","-25.76666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"72","2014-04-21 14:06:00-03","MO","MOBOT","2192332","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"J.L. Fontana","Fontana 14332","South America","Argentina","Casa de Horacio Quiroga, al SW de San Ignacio",NA,NA,NA,NA,"1986","3","21","Misiones","San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2014-02-09 13:30:00-02","MO","MOBOT","2192359","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"G. Grüner","Grüner 1337","South America","Argentina","San Ignacio, Pastoreo Chico",NA,NA,NA,NA,NA,NA,NA,"Misiones","San Ignacio","-55.53333","-27.26666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2009-07-17 07:34:00-03","MO","MOBOT","2192376","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"T.J.V. Stuckert","Stuckert 14113","South America","Argentina","Ochoa, Sierra",NA,NA,NA,NA,"1904","4","6","Córdoba","Santa María",NA,NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","2253440","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Angel L. Cabrera","Cabrera 29143","South America","Argentina","San José, Escuela Agrotécnica Pascual Gentilini",NA,NA,NA,NA,"1978","2","12","Misiones","Apóstoles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","2253464","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Angel L. Cabrera","Cabrera 29122","South America","Argentina","San José, Escuela Agrotécnica Pascual Gentilini",NA,NA,NA,NA,"1978","2","11","Misiones","Apóstoles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2010-04-12 16:25:00-03","MO","MOBOT","2253517","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"August G. Schulz","Schulz 2651","South America","Argentina","Quitilipi",NA,NA,NA,NA,NA,NA,NA,"Chaco","Quitilipi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2009-10-18 08:02:00-02","MO","MOBOT","2257051","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"F. M. Rodríguez","Rodríguez 283","South America","Argentina","Santa Ana",NA,NA,NA,NA,"1910","4","20","Misiones","Candelaria","-55.58333","-27.38333","Cabrera, A. L., 11/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2009-10-18 08:02:00-02","MO","MOBOT","2257052","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"F. M. Rodríguez","Rodríguez 220","South America","Argentina","Bonpland, campos secos",NA,NA,NA,NA,"1910","3","22","Misiones","Candelaria","-55.48333","-27.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2014-04-21 14:06:00-03","MO","MOBOT","2407971","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"J.L. Fontana","Fontana 6139","South America","Argentina","Campo San Juan, camino al cerro Santa Ana",NA,NA,NA,NA,"1984","2","17","Misiones","Candelaria","-55.58333","-27.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2009-07-31 05:57:00-03","MO","MOBOT","2431494","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"José E. Montes","Montes 7121a","South America","Argentina","Barrancón Pepirí-Guazú",NA,NA,NA,NA,"1949","11","6","Misiones","San Pedro",NA,NA,NA,"360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2009-07-31 05:57:00-03","MO","MOBOT","2431512","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"José E. Montes","Montes 7121b","South America","Argentina","Barrancón Pepirí-Guazú",NA,NA,NA,NA,"1949","11","6","Misiones","San Pedro",NA,NA,NA,"360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2009-06-25 14:16:00-03","MO","MOBOT","2431523","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Armando T. Hunziker","Hunziker 7292","South America","Argentina","Sierra Grande (Falda E): Alrededores de Atos Pampa",NA,NA,NA,NA,"1946","12","16","Córdoba","Calamuchita",NA,NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2012-11-27 09:51:00-02","MO","MOBOT","2431539","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Carl C. Hosseus","Hosseus 779","South America","Argentina","San Bartolomé, quebradas del Río San Bartolo",NA,NA,NA,NA,"1946","4","20","Córdoba","Río Cuarto",NA,NA,"Ariza Espinar, L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"85","2011-03-26 11:09:00-03","MO","MOBOT","2443342","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"Maria M. Arbo|Aurelio Schinini|Myriam C. Peichoto|M.C. Franceschini|E. Flaschland","Arbo 8641","South America","Argentina","Ruta 41, al N de Galarza",NA,NA,NA,NA,"2000","1","20","Corrientes","Santo Tomé","-56.49972","-27.87277","Cristóbal, C. L., //",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2009-07-17 07:34:00-03","MO","MOBOT","2192402","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum crassipes","(Hieron.) B.L. Rob.",NA,"T.J.V. Stuckert","Stuckert 15949","South America","Argentina","Marcos Juárez",NA,NA,NA,NA,"1906","9","6","Córdoba","Marcos Juárez",NA,NA,"Ariza Espinar, L.",NA,NA,NA,NA,"crassipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2009-12-23 06:58:00-02","MO","MOBOT","2492431","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum deltoideum","(Chodat) B.L. Rob.",NA,"Karl Fiebrig","Fiebrig 4757","South America","Paraguay","Caballero-cué",NA,NA,NA,NA,NA,NA,NA,"Concepción",NA,"-57.00096","-23.00011","Cabrera, A. L.",NA,NA,NA,NA,"deltoideum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2009-12-23 06:58:00-02","MO","MOBOT","2492443","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum lanigerum",NA,NA,"Karl Fiebrig","Fiebrig 4640","South America","Paraguay","Villa sana",NA,NA,NA,NA,NA,NA,NA,"Concepción",NA,"-57.1","-22.8","Cabrera, A. L.",NA,NA,NA,NA,"lanigerum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2014-03-29 17:10:00-03","MO","MOBOT","2457262","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum longicuneatum","B.L. Rob.",NA,"J.F. Molfino","Molfino s.n.17","South America","Argentina","Apóstoles",NA,NA,NA,NA,"1922",NA,NA,"Misiones","Apóstoles","-55.76666","-27.91666",NA,NA,NA,NA,NA,"longicuneatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2015-09-16 06:16:00-03","MO","MOBOT","2492455","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum longicuneatum","B.L. Rob.",NA,"Benedict (Benjamin) Balansa","Balansa 961","South America","Paraguay","Caaguazú",NA,NA,NA,NA,"1876","3","24","Caaguazú",NA,"-56.01666","-25.45","Cabrera, A. L.",NA,NA,NA,NA,"longicuneatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2011-12-22 05:01:00-02","MO","MOBOT","2492468","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum oppositifolium","(Baker) B.L. Rob.",NA,"Teodoro Rojas","Rojas 6612","South America","Paraguay","Pedro Juan Caballero, Sierra de Amambay",NA,NA,NA,NA,"1934",NA,NA,"Amambay",NA,"-55.75","-22.55","Cabrera, A. L.",NA,NA,NA,NA,"oppositifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-03-16 11:26:00-03","MO","MOBOT","1226980","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 46545","South America","Paraguay","Parque Nacional Cerro Corá. Buffer zone.",NA,NA,NA,NA,"1997","2","26","Amambay",NA,"-56.0105556","-22.6861111","Harold Robinson (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1094",NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","1227728","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 46906","South America","Paraguay","Yaguareté Forest (Sustainable Forest Systems site): trail to Céspedes Cué. Cerrado scrub. Collecting area: 200 m 2 of removed soil adjacent to a 1 hectare cleared land.",NA,NA,NA,NA,"1997","5","28","San Pedro",NA,"-56.11305","-23.81027","Harold Robinson (US)","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1103",NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","1283331","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Gyptis","lanigera","Gyptis lanigera","(Hook. & Arn.) R.M. King & H. Rob.",NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 48375","South America","Paraguay","Yaguarete Forest (Sustainable Forest Systems site) around aserradero. Cerrado scrub and cerrado forest. Same spot as Zardini #43575-43673 (August) #44256-44307 (January), #45567-45640 (October) and #46791-46903 (May); collecting area: around two hectares.",NA,NA,NA,NA,"1998","3","12","San Pedro",NA,"-56.21138","-23.79611","Harold Robinson (US)","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1135",NA
"95","2020-11-18 11:49:21-03","UERJ","HRJ","5933","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","lanigerum","Eupatorium lanigerum","Hook. & Arn.",NA,"R.C.S. Maione","s.n.",NA,"Brasil","Cerrado secundário.",NA,NA,"HRJ00005933",NA,"1983","03","00","São Paulo","Botucatu","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA
"96","2020-09-12 05:00:02-03","US","US","1690515","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Eupatorium","vernoniopsis","Eupatorium vernoniopsis","Sch. Bip. ex Baker in Mart.","Isosyntype","L. Riedel & P. Lund","2099","South America - Neotropics","Brazil",NA,NA,NA,"US00145775","US00145775_01","1834","2",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
