"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","county","coordinatePrecision","geoFlag","typeStatus","individualCount"
"47","2020-09-12 05:00:02-03","US","US","3426554","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Pennington, T. D., (K)","H. D. Clarke","4668","1997","5","18","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Kassikaityu R., 0-1 km N of landing at terminus of trail from Kuyuwini R.","-59.0833","1.84083",NA,NA,"US00697302",NA,"240",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"48","2020-09-12 05:00:02-03","US","US","3554785","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Pennington, T. D., (K)","H. D. Clarke","3399","1997","2","7","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Kwitaro River; landing at terminus of trail from Shea Village","-58.9736","2.91111",NA,NA,"US01000581","US01000581_01","135",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"49","2020-09-12 05:00:02-03","US","US","3435609","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Pennington, T. D., (K)","H. D. Clarke, R. Williams & C. Perry","8098","1999","8","31","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Wassarai Mts., summit of unnamed peak, 8 km S of S. Kassikaityu R.","-59.2381","1.5825",NA,NA,"US00699461",NA,"715",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"50","2020-09-12 05:00:02-03","US","US","3435557","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Pennington, T. D., (K)","H. D. Clarke, R. Williams & C. Perry","8202","1999","9","4","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Wassarai Mts., 0.5-1.0 km S of camp at base of highest peak (3,700 ft.)","-59.2383","1.565",NA,NA,"US00699409",NA,"275","400","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"51","2020-09-12 05:00:02-03","US","US","3393157","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Pennington, T. D., (K)","H. D. Clarke","3594","1997","2","15","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Rewa River; area near Bamboo Falls","-58.6253","3.15083",NA,NA,"US00636018","US00636018_01","120",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"52","2020-09-12 05:00:02-03","US","US","3350171","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Pennington, T. D., (K)","M. J. Jansen-Jacobs, B. Welle, A. S. Chanderbali, U. Raghoenandan & V. James","3331","1994","1","23","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Crabwood Cr., Camp 2, Kanuku Mts., Rupununi District","-59.1","3.11",NA,NA,"US00723725","US00723725_01","260",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"53","2020-09-12 05:00:02-03","US","US","3435000","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Jansen-Jacobs, M. J., (U), Nationaal Herbarium Nederland, Utrecht University branch","M. J. Jansen-Jacobs, B. Welle, P. Haripersaud, O. Muller & M. van der Zee","5798","1999","9","6","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Rewa River, near Corona Falls, Upper Essequibo Region","-58.66","3.16",NA,NA,"US00723663",NA,"160","180","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"54","2020-09-12 05:00:02-03","US","US","3344631","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Pennington, T. D., (K)","E. M. Harris, M. Quigley, M. Hossein & C. Phillip","1068","1991","10","18","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","6.5 km NE of Warimure Ranch; SE flank of Kanuku Mts. foothills","-59.35","3.01667",NA,NA,"US00588153",NA,"120",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"55","2020-09-12 05:00:02-03","US","US","3451578","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Jansen-Jacobs, M. J., (U), Nationaal Herbarium Nederland, Utrecht University branch","M. J. Jansen-Jacobs, B. Welle, P. Haripersaud, O. Muller & M. van der Zee","6139","1999","9","26","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Rewa River, near Corona Falls, Upper Essequibo Region","-58.66","3.16",NA,NA,"US00759373",NA,"160",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"56","2020-09-12 05:00:02-03","US","US","3070341","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Pennington, T. D., (K)","M. J. Jansen-Jacobs, C. Feuillet, P. H. Hiepko, L. E. Skog & B. Welle","320","1985","2","20","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Kanuku Mts., Rupununi R., Puwib R. near the farm of the Captain of Sandcreek","-59.43","3.11",NA,NA,"US00723727","US00723727_01","80","100","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"57","2020-09-12 05:00:02-03","US","US","3333244","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Pennington, T. D., (K)","B. Hoffman & D. Gopaul","376","1991","10","23","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","SE Kanuku Mts, ±8.5 km ENE of Makawatta Mtn, creek islands and along Crabwood Creek","-59.2864","3.12667",NA,NA,"US00517997",NA,"200","212","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"58","2020-09-12 05:00:02-03","US","US","3451577","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Jansen-Jacobs, M. J., (U), Nationaal Herbarium Nederland, Utrecht University branch","M. J. Jansen-Jacobs, B. Welle, P. Haripersaud, O. Muller & M. van der Zee","5674","1999","8","31","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Rewa River, near Corona Falls, Upper Essequibo Region","-58.66","3.16",NA,NA,"US00759340","US00759340_01","160",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"59","2020-09-12 05:00:02-03","US","US","3350170","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Pennington, T. D., (K)","M. J. Jansen-Jacobs, B. Welle, A. S. Chanderbali, U. Raghoenandan & V. James","3324","1994","1","24","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Crabwood Cr., Camp 2, Kanuku Mts., Rupununi District","-59.1","3.11",NA,NA,"US00723724",NA,"260",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"60","2019-10-07 09:36:54-03","UEFS","HUEFS","224407","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.",NA,"Siqueira, G.S.","1113","2016","02","26",NA,"Brasil","Espírito Santo","Área Experimental da Reserva Natural Vale. Estrada Arboreto. No Arboreto linha 2, parc. 21, planta 3.","-46.073889","-19.149444",NA,NA,"HUEFS0224407","HUEFS0224407","48","48","Rosanae","46W4'26''","19S8'58''",NA,NA,NA,NA,"Linhares",NA,NA,NA,NA
"61","2019-10-07 09:36:54-03","UEFS","HUEFS","224409","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.",NA,"Siqueira, G.S.","1102","2016","01","05",NA,"Brasil","Espírito Santo","Área Experimental da Reserva Natural Vale. Estrada Arboreto. No arboreto Linha 2, parc. 21, planta 3. Indivíduo plantado.","-46.073889","-19.149444",NA,NA,"HUEFS0224409","HUEFS0224409","48","48","Rosanae","46W4'26''","19S8'58''",NA,NA,NA,NA,"Linhares",NA,NA,NA,NA
"62","2019-09-04 19:45:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","surumuensis","Trichilia surumuensis",NA,NA,"E. H. G. Ule","8186","1909","9",NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA
"63","2015-03-07 08:40:55-03","F","FMNH-SEEDPLANTS","V0157518F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","surumuensis","Trichilia surumuensis",NA,NA,NA,NA,NA,NA,NA,"South America","Guyana",NA,NA,"-58.7017","4.7364",NA,NA,"V0157518F","V0157518F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2015-03-07 08:40:56-03","F","FMNH-SEEDPLANTS","V0157526F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","surumuensis","Trichilia surumuensis",NA,NA,NA,NA,NA,NA,NA,"South America","Guyana",NA,NA,"-58.7017","4.7364",NA,NA,"V0157526F","V0157526F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2015-03-07 08:40:56-03","F","FMNH-SEEDPLANTS","V0157527F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Trichilia","surumuensis","Trichilia surumuensis",NA,NA,NA,NA,NA,NA,NA,"South America","British Guiana [Guyana]",NA,NA,"-59","5",NA,NA,"V0157527F","V0157527F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-04 15:46:27-03","IF","SPSF","48153","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.","D.A.Folli","D.A.Folli","6760","2011","01","12","América do Sul","Brasil","ES","Reserva Natural Vale, Aceiro João Pedro","-39.917778","-19.120556",NA,"COLETA: Arbóreo; fruto maduro alaranjado; fruto imaturo alaranjado; exsudação incolor-seiva; descamação ausente; forma do fuste: cilíndrico; superfície da casca: áspera; altura total: 26m; altura do fuste: 15m; cap fuste: 69cm; diâmetro da copa: 5m&nf;Catu",NA,NA,"40","40","Magnoliopsida",NA,NA,NA,"2011","01","12","Linhares",NA,NA,NA,NA
"67","2021-03-04 15:46:27-03","IF","SPSF","27080","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis",NA,"J.A.Pastore","D.A.Folli","2251","1994","03","14","América do Sul","Brasil","Espirito Santo","Reserva Florestal de Linhares","-40.0722007751465","-19.3910999298096",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata de tabuleiro&nf;;",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"2000","01","19","Linhares","48094","auto",NA,NA
