"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","verbatimLongitude","verbatimLatitude","class","individualCount","relatedCatalogItem","previousCatalogNumber"
"52","2019-11-21 10:13:48-03","IBt","SP","24960","S","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.","Hoehne, FC","Hoehne, FC","260","1908","03",NA,NA,"Brasil","Rio de Janeiro","Boa Vista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 10:13:48-03","IBt","SP","41327","S","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.","Hoehne, FC","Hoehne, FC; Gehrt, A","s.n.","1939","07","24",NA,"Brasil","São Paulo","Entre Paraibuna e Caraguatatuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 10:13:48-03","IBt","SP","25648","S","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.","Hoehne, FC","Spannagel, C","79",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 10:13:48-03","IBt","SP","27257","S","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.","Hoehne, FC","Holmes, CM","2","1930","10","13",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Resende","-44.4467010498047","-22.468900680542",NA,NA,NA,"36089","auto",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 10:13:48-03","IBt","SP","27254","S","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.","Hoehne, FC","Mello, P","s.n.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Itanhaém","-46.7799987792969","-24.1800003051758",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 10:13:48-03","IBt","SP","288568","S","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.","Smidt, EC","Macedo, JC","s.n.","1991","06","26",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Jacareí","-45.9599990844727","-23.2999992370605","2001","01","03","19066","auto",NA,NA,NA,NA,NA,NA,NA
"58","2019-11-21 10:13:48-03","IBt","SP","356501","S","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.","Catharino, ELM","Nicolau, SA; Braz, SA; Braz, JD","2966","2001","05","08",NA,"Brasil","São Paulo","Bairro dos Remédios, mata de planície do Rio Paraitinga, próximo ao eixo.",NA,NA,NA,NA,NA,NA,"Salesópolis","-45.8400001525879","-23.5300006866455","2003","09",NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:13:48-03","IBt","SP","38451","S","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.",NA,"Arens, K","s.n.","1937","07","15",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"Santa Branca","-45.8800010681152","-23.3899993896484",NA,NA,NA,"14390","auto",NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:13:48-03","IBt","SP","28138","S","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.","Hoehne, FC","Gehrt, A","s.n.","1931","08","15",NA,"Brasil","São Paulo","Cidade Jardim",NA,NA,NA,NA,NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:13:48-03","IBt","SP","29468","S","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.","Smidt, EC","Edwall, G","CGG1814","1892","05","04",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"SP029889","SP029889","Ubatuba","-45.0699996948242","-23.4300003051758","2001","01","04","34265","auto",NA,NA,NA,NA,NA,NA,NA
