"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","infraspecificEpithet","individualCount","fieldNumber"
"155","2020-04-30 16:07:41-03","UFMT","CNMT","3984","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","Schumach.) M.B.Moss ex Stapf & C.E.Hubb.","Damasceno-Júnior, G.A; Guglieri, A; Caporal, F.J.M.; Alves, F.M.; Bertazzoni, E.C.","2006","12","09","Brasil","Mato Grosso do Sul","Campo Grande","APA do Guariroba","-54.573472","-20.452972","54°34'24.5W","20°27'10.7S","CNMT003984",NA,"Guglieri, A.",NA,NA,NA,"4337",NA,NA,"Doação Herbário CGMS. N° 18.287. Disciplina Bôtanica de Campo 2010- Mestrado em Biologia Vegetal.","Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-08-26 10:50:32-03","MCN-FZBRS","HAS","3918","PreservedSpecimen","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf ex Massey","Rosa, Z.","1976","04",NA,"Brasil","Rio Grande do Sul","Guaíba (Eldorado do Sul - RS)","Centro Agronômico",NA,NA,NA,NA,"HAS0003918",NA,"Rosa, Z.",NA,NA,NA,"s.n.",NA,NA,"cultivada","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-21 10:16:52-03","IBt","SP","79585","S","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf","Chancellor, RJ","1953","09","18","Uganda",NA,NA,"By the road first below Metu rest camp, alt. 3000 ft. Roadsides, fallow land and waste places generally.",NA,NA,NA,NA,"SP038408","SP038408",NA,NA,NA,NA,"282","914","914",NA,NA,NA,"Africa",NA,NA,NA,NA,NA,NA,NA
"158","2019-11-21 10:16:52-03","IBt","SP","83279","S","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf","Verboom, WC","1964","03","26","Filipinas",NA,NA,"N. Rhodesia: Barotseland, Barotse Huodplan.",NA,NA,NA,NA,"SP038409","SP038409",NA,NA,NA,NA,"1165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-21 10:16:52-03","IBt","SP","212508","S","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf","Heringer, EP; et al.","1980","01","15","Brasil","Distrito Federal","Brasília","Fazenda da UnB.","-47.9296989440918","-15.7797002792358",NA,NA,"SP038410","SP038410",NA,NA,NA,NA,"3246",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA
"160","2019-11-21 10:16:52-03","IBt","SP","367793","S","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf","Sendulsky, T","1973","01","23","Brasil","Mato Grosso do Sul","Campo Grande","Campo Grande, Enbrapa.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"1739",NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA
"161","2019-11-21 10:16:52-03","IBt","SP","183816","S","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf","Sendulsky, T","1974","11","02","Brasil","São Paulo","Nova Odessa",NA,"-47.2900009155273","-22.7700004577637",NA,NA,"SP038411","SP038411",NA,NA,NA,NA,"1704",NA,NA,NA,NA,NA,NA,NA,"8440","auto",NA,NA,NA,NA
"162","2019-11-21 10:16:55-03","IBt","SP","93460","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E.Hubb. ex M.B.Moss","Morton, JK","1953","05","25","Gana",NA,NA,"Just west of Achimota.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-11-21 10:16:55-03","IBt","SP","472684","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E.Hubb. ex M.B.Moss","Rodrigues, RS; Silva, CV","2012","01","24","Brasil","São Paulo","Mogi Guaçu","Fazenda Campininha, Reserva Biológica de Mogi-Guaçu. Gleba A.","-47.189006","-22.259161","-47.189006","-22.259161","SP038930","SP038930","Rodrigues, RS","2012","02","01","276","588","588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-11-21 10:16:55-03","IBt","SP","79016","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E.Hubb. ex M.B.Moss","Verboom, WC","1962","12",NA,"África",NA,NA,"N, Rhodesia.",NA,NA,NA,NA,"SP038928","SP038928",NA,NA,NA,NA,"780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-11-21 10:16:55-03","IBt","SP","97061","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E.Hubb. ex M.B.Moss","van der Ben","1958","05","10","Burundi",NA,NA,"Near Karuzi, Karuri Hill.&nf;Kitega Territory.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2028",NA,NA,NA,NA,NA,"Africa",NA,NA,NA,NA,NA,NA,NA
"166","2019-11-21 10:16:55-03","IBt","SP","99135","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E.Hubb. ex M.B.Moss","Micha",NA,NA,NA,"Congo",NA,NA,"Prov.: Orientale; Territ.: Dunglu.",NA,NA,NA,NA,"SP038929","SP038929",NA,NA,NA,NA,"193",NA,NA,NA,NA,NA,"Africa",NA,NA,NA,NA,NA,NA,NA
"167","2019-11-21 10:16:55-03","IBt","SP","221403","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E.Hubb. ex M.B.Moss","Black, GA","1951","08","31","Brasil","Acre","Rio Branco","Rio Água Boa; Fazenda Bom Intento.","-67.8099975585938","-9.9747200012207",NA,NA,NA,NA,NA,NA,NA,NA,"51-13088",NA,NA,NA,NA,NA,NA,NA,"178770","auto",NA,NA,NA,NA
"168","2019-11-21 10:16:55-03","IBt","SP","169255","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E.Hubb. ex M.B.Moss","Sendulsky, T",NA,NA,NA,"Brasil","São Paulo","Botucatu","Cultivada. Escola de Madicina.","-48.439998626709","-22.8799991607666",NA,NA,NA,NA,"Boldrini, I","1996","01","30","1115",NA,NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA
"169","2019-11-21 10:16:55-03","IBt","SP","183815","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","R.E.Massey ex Stapf","Sendulsky, T","1974","11","20","Brasil","São Paulo","Nova Odessa",NA,"-47.2900009155273","-22.7700004577637",NA,NA,"SP038927","SP038927",NA,NA,NA,NA,"1705",NA,NA,NA,NA,NA,NA,NA,"8440","auto",NA,"sericea",NA,NA
"170","2019-11-21 10:16:55-03","IBt","SP","183815","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata sericea","R.E.Massey ex Stapf","Sendulsky, T","1974","11","20","Brasil","São Paulo","Nova Odessa",NA,"-47.2900009155273","-22.7700004577637",NA,NA,"SP038927","SP038927",NA,NA,NA,NA,"1705",NA,NA,NA,NA,NA,NA,NA,"8440","auto",NA,"sericea",NA,NA
