"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","typeStatus","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","relatedCatalogItem"
"53","2019-11-21 10:08:29-03","IBt","SP","349779","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Mamede, MCH","Leitão Filho, HF; Rodrigues, RR; Santin, DA; Nave, AG; Sanchez, M; Mansano, V; Seoane, CES","34736","1996","01","30",NA,"Brasil","São Paulo","Ubatuba","Trilha da Casa da Farinha","-44.852778","-23.3525",NA,NA,NA,NA,"SP015484",NA,"2002",NA,NA,NA,NA,NA,NA,"-44.852778","-23.3525",NA,NA
"54","2019-11-21 10:08:29-03","IBt","SP","350988","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Mamede, MCH","Pedroni, F; Sanchez, M","408","1995","12","19",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, Restinga próximo ao centro de visitantes","-44.8","-23.366667",NA,NA,NA,NA,"SP015423","SP015423","2010",NA,NA,NA,NA,"06",NA,"-44.8","-23.366667",NA,NA
"55","2019-11-21 10:08:29-03","IBt","SP","446853","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Anderson, WR","Silva, IA","37","1978","12","20",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale do Rio Doce, Estrada Aceiro Milânes, 125 m antes do valão","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"1986","48094","auto",NA,NA,"05","23",NA,NA,NA,NA
"56","2019-11-21 10:08:29-03","IBt","SP","446864","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Almeida, RF","Saiter, FZ","285","2006","06","15",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Próximo ao portão da EBSL","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,"2013","23813","auto",NA,NA,"03",NA,NA,NA,NA,NA
"57","2019-11-21 10:08:29-03","IBt","SP","445316","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Almeida, RF","Vervloet, RR; Bausen, E; Pizziolo, W","1813","2003","02","12",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi, Nova Lombardia. Trilha da Educação Ambiental","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,"2013","23813","auto",NA,NA,"03",NA,NA,NA,NA,NA
"58","2019-11-21 10:08:29-03","IBt","SP","357839","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Mamede, MCH","Castro, RM; Pifano, DS","682","2001","11","30",NA,"Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"SP015440","SP015440","2010","11991","auto",NA,NA,"06",NA,NA,NA,NA,NA
"59","2019-11-21 10:08:29-03","IBt","SP","357839a","Extra","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Mamede, MCH","Castro, RM; Pifano, DS","682","2001","11","30",NA,"Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"SP015439","SP015439","2010","11991","auto",NA,NA,"06",NA,NA,NA,NA,NA
"60","2019-11-21 10:08:29-03","IBt","SP","298421","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Mamede, MCH","Assis, MA","20","1993","01","05",NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SP015404",NA,"2010","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:08:29-03","IBt","SP","306617","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Mamede, MCH","Franco, ALM; et al.","29359","1993","11","13",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, trilha das Três Lagoas","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SP015400",NA,"2010","34265","auto",NA,NA,"09",NA,NA,NA,NA,NA
"62","2019-11-21 10:08:29-03","IBt","SP","154897","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Mamede, MCH","Gibbs, PE; Leitão Filho, HF; Kinoshita Gouvêa, LS; Andrade, JB","3469","1976","11","09",NA,"Brasil","São Paulo","Ubatuba","Praia de Itamambuca, dunas ou restinga","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"SP015399",NA,"2002","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
