"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","fieldNumber","individualCount","typeStatus"
"46","2021-03-01 16:23:44-03","UNICAMP","UEC","57884","S","Plantae","Magnoliopsida",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Esteves, RL","Marcondes-Ferreira, W; Semir, J; Martins, AB; Miotto, STS; Queiroz, LP; Martins, EF","193","1990","03","14",NA,"Brazil","Minas Gerais","Santa Bárbara","Colégio do Caraça, caminho da Cachoeirinha.","-43.4152984619141","-19.959400177002",NA,"Arusto ca. 1,00m. Capítulo lilás.; No campo.","UEC113984","UEC113984",NA,NA,NA,NA,"33136","auto","2002","07",NA,"11",NA,NA,NA
"47","2021-03-01 16:23:44-03","UNICAMP","UEC","28159","S","Plantae","Magnoliopsida",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Esteves, RL","Pirani, JR; Cordeiro, I; Wagner, HL; Hensold, N","8007","1982","03","21",NA,"Brazil","Minas Gerais","Santana de Pirapama","Faz. Inhame (Serra Mineira). Aproximada/ 18°55'S e 43°54'W.","-44.043098449707","-19.0060997009277",NA,"Subasbusto de 60 cm, flores roxo-azulado.","UEC113981","UEC113981",NA,NA,NA,NA,"43251","auto","2002","07",NA,"11",NA,NA,NA
"48","2021-03-01 16:23:44-03","UNICAMP","UEC","27771","S","Plantae","Magnoliopsida",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Esteves, RL","Furlan, A; Cordeiro, I; Pirani, JR","19971","1981","04","19",NA,"Brazil","Minas Gerais","Santana Do Riacho","Km: 117 Ao longo da Rodovia Belo Horizonte- Conceição do Mato Dento.Perto do córrego alto do cupim.","-43.7144012451172","-19.1688995361328",NA,"Subasrbusto com flores azuladas.; Perto do córrego alto do cupim. No campo rupestre.","UEC113983","UEC113983",NA,NA,NA,NA,"26557","auto","2002","07",NA,"11",NA,NA,NA
"49","2019-11-05 16:43:53-03","UFOP","OUPR","13918","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Fernandes, A.C.","Zurlo, M.A.","s.n.","1973","04","11",NA,"Brasil","Minas Gerais",NA,"Serra do Caraça",NA,NA,NA,"Campo. Erva. Flores violáceas",NA,NA,NA,NA,NA,NA,NA,NA,"2014","03",NA,NA,NA,NA,NA
"50","2019-11-05 16:43:53-03","UFOP","OUPR","13919","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Fernandes, A.C.","Zurlo, M.A.","s.n.","1973","04","11",NA,"Brasil","Minas Gerais",NA,"Serra do Caraça",NA,NA,NA,"Campo. Subarbusto. Flores azuis-violáceas",NA,NA,NA,NA,NA,NA,NA,NA,"2014","03",NA,NA,NA,NA,NA
"51","2019-11-05 16:43:53-03","UFOP","OUPR","13917","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Fernandes, A.C.","Lisboa, M.A.","s.n.","1972","07",NA,NA,"Brasil","Minas Gerais","Nova Lima","Retiro das Pedras","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,"29211","auto","2014","03",NA,NA,NA,NA,NA
"52","2019-11-05 16:43:53-03","UFOP","OUPR","8908","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Hattori, E.K.O.","Nogueira, R.E.","214","2000","03","30",NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira das Androinhas","-43.5080986022949","-20.2875003814697",NA,"Campo. Rupestre. Subarbusto",NA,NA,NA,NA,NA,NA,"44599","auto","2012",NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:15:26-03","MBM","MBM","267218","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.","Esteves, R.L.","Gottsberger, I.; et al.; et al.","18-133","1978","05","13","Southern America","Brazil","São Paulo","Botucatu","Botucatu","-48.439998626709","-22.8799991607666",NA,NA,"MBM267218","MBM267218",NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:15:26-03","MBM","MBM","113679","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.","Robinson, H.","Hatschbach, G.; et al.; et al.","51217","1987","03","22","Southern America","Brazil","Minas Gerais","São Tomé das Letras","São Tomé das Letras, arredores","-44.9852981567383","-21.7222003936768",NA,NA,"MBM113679","MBM113679",NA,NA,NA,NA,"16076","auto",NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:15:26-03","MBM","MBM","258448","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.","Nakajima, J.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","72195","2001","05","19","Southern America","Brazil","Minas Gerais","Bueno Brandão","Ligação da Rod. BR 135 ao Projeto Curimataí, km 9","-46.3507995605469","-22.4407997131348",NA,"Subarbusto, 50 cm, capítulo lilás. Cerrado","MBM258448","MBM258448","800","800",NA,NA,"18795","auto","2009","09",NA,NA,NA,NA,NA
"56","2020-12-21 16:15:26-03","MBM","MBM","205634","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.","Robinson, H.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","66473","1997","03","19","Southern America","Brazil","Minas Gerais","Diamantina","Rodovia Guinda - Conselheiro Mata","-43.6002998352051","-18.2493991851807",NA,NA,"MBM205634","MBM205634",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:15:26-03","MBM","MBM","121636","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.","Hind, D.J.N.","Hatschbach, G.; et al.; et al.","52006","1988","05","15","Southern America","Brazil","Minas Gerais","Grão Mogol","Rio das Mortes","-42.8897018432617","-16.5594005584717",NA,NA,"MBM121636","MBM121636",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:15:26-03","MBM","MBM","33524","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.","Christ, A.L.","Hatschbach, G.; Anderson, W.R.; Barneby, R.; Gates, B.; Anderson, W.R.; Barneby, R.; Gates, B.","36536","1975","02","28","Southern America","Brazil","Minas Gerais","São Tomé das Letras","Arredores","-44.9852981567383","-21.7222003936768",NA,"Arbusto 1m, capítulos lilás.; Afloramentos rochosos do alto de morro.","MBM033524","MBM033524",NA,NA,NA,NA,"16076","auto","2019","08",NA,NA,NA,NA,NA
"59","2019-11-01 15:27:59-03","PUC-RIO","FCAB","3746","PreservedSpecimen","Plantae",NA,"Angiospermae","Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","A.M. Teles","K.F. Sá; Adriana Souza; T.S.M. Grandi","s.n.","1985","04","28",NA,"Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,"Obs: Campo rupestre,subarbustivo, dispersa. Terceira estação de coleta.1720m de altitude. Flor lilás.&nf;Coordenadas: 19° 49' S 43° 40' W","003746",NA,NA,NA,NA,NA,"22051","auto","2016","03",NA,NA,NA,NA,NA
"60","2015-09-04 05:14:32-03","MNHN","RECOLNAT_MNHN_P","P02671540","PreservedSpecimen",NA,NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hieron.",NA,"Mexia, Y.",NA,"1931","4","30",NA,"Brasil","Minas Gerais","Diamantina","Chácara das Bícas. Diamantina, Minas Gerais, Sudeste, Brasil, América do Sul","-43.6002998352051","-18.2493991851807","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02671540' target='other'> <mi>dwc_moreinfo</mi></a>","P02671540","P02671540_01","1270",NA,NA,NA,"101169","auto",NA,NA,NA,NA,"5723",NA,NA
"61","2020-10-01 14:15:23-03","JBB","HEPH","34413","S","Plantae","Dicotyledon","Asterales","Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Vidal, CV","s.n.","2018","04","17","Southern America","Brasil","Minas Gerais","Mariana","Complexo Germano","-43.524444","-20.204722",NA,NA,NA,NA,"1132","1132","-43.524444","-20.204722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:32:40-03","UFMG","BHCB","138395","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Rezende, SG; Mendes, MS","3650","2009","07","28","Southern America","Brasil","Minas Gerais","Mariana","Mina Samarco, Norte de Alegria 1 a 6 sobre minério de ferro.","-43.514722","-20.154722",NA,"Determinação por BHZB 8246; Arbustivo.; Cerrado. Campo rupestre.","BHCB056079",NA,"1180","1250","-43.514722","-20.154722",NA,NA,"2020","03",NA,"11",NA,NA,NA
"63","2020-12-11 11:32:40-03","UFMG","BHCB","142252","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Oliveira, CT; Arruda, AJ","348","2009","02","17","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico da Carapuça","-43.471667","-20.089722",NA,"Arbusto de 1m, capítulos roxos","BHCB023089",NA,"1879","1879","-43.471667","-20.089722",NA,NA,"2017","02",NA,NA,NA,NA,NA
"64","2020-12-11 11:32:40-03","UFMG","BHCB","142323","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Oliveira, CT; Giacomin, LL; Viveros, RS","422","2009","04","25","Southern America","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico do Sol","-43.448611","-20.111944",NA,"Arbusto rupícula de 60 cm, capítulos roxos.","BHCB023178",NA,"1918","1918","-43.448611","-20.111944",NA,NA,"2017","02",NA,NA,NA,NA,NA
"65","2020-12-11 11:32:40-03","UFMG","BHCB","190895","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Vidal, CV","s.n.","2018","04","17","Southern America","Brasil","Minas Gerais","Mariana","Complexo Germano","-43.524444","-20.204722",NA,"Campo Rupestre sobre Canga","BHCB190895",NA,"1132","1132","-43.524444","-20.204722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:32:40-03","UFMG","BHCB","161894","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Fernandes, AC; Viana, PL; Bünger, MO; Heringer, G","57","2010","05","22","Southern America","Brasil","Rio de Janeiro","Petrópolis","Bairro Carangola","-43.1786003112793","-22.5049991607666",NA,"Subarbusto de 60cm alt. flores liláses.; Borda de mata alterada.","BHCB032518",NA,NA,NA,NA,NA,"36524","auto","2015","05",NA,NA,NA,NA,NA
"67","2020-12-11 11:32:40-03","UFMG","BHCB","80283","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Alves, TMA; Sobral, M","16","2002","06","17","Southern America","Brasil","Minas Gerais","Catas Altas","Reserva Particular Santuário do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,"BHCB010406",NA,NA,NA,NA,NA,"11966","auto","2017","03",NA,"02",NA,NA,NA
"68","2020-12-11 11:32:55-03","UFMG","BHCB","5948","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hier.",NA,"Lima, DF","s.n.","1985","04","28","Southern America","Brasil","Minas Gerais","Caeté","Serra da Piedade., 1ª estação de coleta.","-43.666667","-19.816667",NA,"Campo rupestre. Subarbustivo. Flor rosa.",NA,NA,"1620","1620","-43.666667","-19.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-11 11:32:55-03","UFMG","BHCB","6483","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hier.",NA,"Assis, EC de; Grandi, TSM","1706","1985","04","28","Southern America","Brasil","Minas Gerais","Caeté","Serra da Piedade., 2ª estação de coleta.","-43.666667","-19.816667",NA,"Campo rupestre. Subarbustivo. Flores lilás.",NA,NA,"1620","1620","-43.666667","-19.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-11 17:18:02-03","UFPR","UPCB","14514","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Robinson","Robinson, H.","Hatschbach, G.","51217","1987","03","22",NA,"Brasil","Minas Gerais","São Tomé das Letras","Arredores","-44.9852981567383","-21.7222003936768",NA,"Subarbusto ramoso, 50cm, capítulo lilás. Campo rupestre, afloramentos rochosos. Alt.: 1300m s.n.m..",NA,NA,NA,NA,NA,NA,"16076","auto","1987","01",NA,"01",NA,NA,NA
"71","2009-06-29 15:17:00-03","MO","MOBOT","100197506","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.","J.N. Nakajima","R. Romero","Romero 828","1994","4","15","South America","Brazil","Minas Gerais",NA,"Guarita de Sacramento, Parna Serra da Canastra, Sacramento.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"72","2009-06-30 11:15:00-03","MO","MOBOT","100197616","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.","J.N. Nakajima","R. Romero|J.N. Nakajima|F.A.G. Guilherme","Romero 835","1994","4","16","South America","Brazil","Minas Gerais",NA,"Morro próximo a sede administrativa, Parna Serra da Canastra, São Roque de Minas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","3303398","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.",NA,"Nélida Soria","Soria Rey 7545","1996","4","20","South America","Paraguay","Amambay",NA,"Estancia 5 Hermanos. Camino al la colonia Pririty.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2012-04-05 09:26:00-03","MO","MOBOT","3303554","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.",NA,"Nélida Soria","Soria Rey 7675","1997","1","10","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá. Camino a la colonia Naranja Hai.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"75","2015-01-26 11:28:00-02","MO","MOBOT","3305393","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.","E.K.O. Hattori","Louis O. Williams|Vicente Assis","Williams 6225","1945","3","11","South America","Brazil","Minas Gerais",NA,"Iron formation, Serra da Caveria, Municipio of Betim",NA,NA,NA,NA,NA,NA,"1600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"76","2013-12-05 08:37:00-02","MO","MOBOT","3305655","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.","H. Robinson","Gert G. Hatschbach|Maria M. Hatschbach|Armando C. Cervi|O. V. Guimarães","Hatschbach 51217","1987","3","22","South America","Brazil","Minas Gerais",NA,"S. Tomé das Letras, arredores.",NA,NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2013-05-07 06:03:00-03","MO","MOBOT","3305731","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.","Robinson","Ynés Mexia","Mexia 5723","1931","4","30","South America","Brazil","Minas Gerais",NA,"Diamantina. Chácara das Bicas; bushy, gravelly slope.",NA,NA,NA,NA,NA,NA,"1270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2009-06-29 10:56:00-03","MO","MOBOT","3305875","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.",NA,"Louis O. Williams|Vicente Assis","Williams 7255","1945","6","3","South America","Brazil","Minas Gerais",NA,"Vargem de Ouro Podre, Serra da Mutuca, Municipio of Nova Lima.",NA,NA,NA,NA,NA,NA,"1200.00000000","1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2009-01-16 08:28:00-02","MO","MOBOT","2491952","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense","Hieron.",NA,"Osvaldo Morrone|José F. Pensiero","Morrone 484","1992","4","30","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá, Ruta 5, 35 km al W de P.J. Caballero.","-56.0333333","-22.6333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"80","2019-05-23 11:07:47-03","UFLA","ESAL","6358","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Mansanares, ME","Melo, PHA; Pifano, DS; Costa, MP","3160",NA,NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas","Parque Mun.Serra de São Domingos, floreta nebular no limite nordeste do parque","-46.5614013671875","-21.7877998352051",NA,"erva; ; roxa;",NA,NA,NA,NA,NA,NA,"23696","auto","2016","05",NA,"19",NA,NA,NA
"81","2020-11-09 10:36:20-03","UFLA","ESAL","32375","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Arruda, I A C; Martins, C P V; Ribeiro, W S","226","2015","11","28",NA,"Brasil","Minas Gerais","Itutinga","Serra da Chapada","-44.72775","-21.287111",NA,"Subarbusto, 50cm, filárias acastanhadas e papus creme.; Campo Rupestre, entremeio.",NA,NA,"950","950","-44.72775","-21.287111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-05-23 11:07:47-03","UFLA","ESAL","30859","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Martins, C P V","Mansanares, M E; Domingos, D Q; Carmo, J A do","2183","2011","03","31",NA,"Brasil","Minas Gerais","Carrancas","Chapada das Perdizes","-44.6425018310547","-21.4874992370605",NA,"Arbusto 2m altura, capítulos vináceos com flores rosas",NA,NA,NA,NA,NA,NA,"21143","auto","2017","02",NA,NA,NA,NA,NA
"83","2019-05-23 11:07:47-03","UFLA","ESAL","30858","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Martins, C P V","Mansanares, M E; Van den Berg, E; Andrade, E A","1176","2010","05","01",NA,"Brasil","Minas Gerais","Carrancas","Serra das Broas, Beira do rio embaixo da broa","-44.6425018310547","-21.4874992370605",NA,"Flores azuladas e brácteas castanhas",NA,NA,NA,NA,NA,NA,"21143","auto","2017","02",NA,NA,NA,NA,NA
"84","2019-05-23 11:07:47-03","UFLA","ESAL","30900","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Martins, CPV","Mansanares, ME; Van den Berg, E; Domingo, DQ; Meireles, EP","2200",NA,NA,NA,NA,"Brasil","Minas Gerais","Itumirim","Morro da Janela","-44.8711013793945","-21.3169002532959",NA,"Arbuso com 1m, planta pegajosa. Flores lilases, invólucro paleáceo",NA,NA,NA,NA,NA,NA,"16596","auto","2017","02",NA,NA,NA,NA,NA
"85","2019-05-23 11:07:47-03","UFLA","ESAL","30849","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Martins, C P V","Domingos, DQ; Cambraia, CFC","388","2007","05","25",NA,"Brasil","Minas Gerais","Lavras","Parque Ecológico Quedas do Rio Bonito, Próximo às estufas","-44.999698638916","-21.2453002929688",NA,"Arbusto 1,5m altura, possui brácteas involucrais pardas e flores rosa bem claro a branco; Cerrado",NA,NA,NA,NA,NA,NA,"20044","auto","2017","02",NA,NA,NA,NA,NA
"86","2019-06-10 10:10:14-03","FZB-BH","BHZB","8246","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis",NA,"Hattori, E.K.O.","Rezende, S.G et al.","3650","2009","07","28",NA,"Brasil","MG","Mariana","Mina Samarco","-43.514722","-20.154722",NA,"Doação Sete Soluções. BHCB 138395. Norte de Alegria 1 e 6. sobre minério de ferro. Coord: 20° 9' 17 S; 43° 30' 53W. Alt: 1180 a 1250 m. Outro coletor: Mendes, M.S. Com duplicata. Conferência pelo IPNI.",NA,NA,"1180","1180","43W 30' 53","20S 9' 17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-06-10 10:10:16-03","FZB-BH","BHZB","4040","S","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense",NA,NA,"Faria, F.","6","2002","05","15",NA,"Brasil","MG","Belo Horizonte","FZBBH/","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"88","2019-06-10 10:10:16-03","FZB-BH","BHZB","2815","S","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense",NA,"J.N. Nakajima","Ordones, J. et al.","30","2000","04","01",NA,"Brasil","MS","Catas Altas","Caraça/ Buraco da Boiada",NA,NA,NA,"Empréstimo para HUFU em julho 2016",NA,NA,NA,NA,NA,NA,NA,NA,"2002","10",NA,NA,NA,NA,NA
"89","2019-06-10 10:10:16-03","FZB-BH","BHZB","948","S","Plantae",NA,NA,"Asteraceae","Eupatorium","barbacense","Eupatorium barbacense",NA,NA,"Grandi, T.S.M.",NA,"1990","05","30",NA,"Brasil","MG","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,"Coletada na 2ª estação. Grupo Caraça da formação Moeda Quartzito. Solos pouco evoluídos. Conferência pelo IPNI.",NA,NA,"1350","1350",NA,NA,"14750","auto",NA,NA,NA,NA,NA,NA,NA
"90","2020-09-12 05:00:02-03","US","US","3062421","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach, A. C. Cervi & O. Guimarães","51217","1987","3","22","South America - Neotropics","Brazil","Minas Gerais",NA,"S. Tomé das Letras, arredores",NA,NA,NA,NA,"US01667768","US01667768_01","1300",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"91","2020-09-12 05:00:02-03","US","US","3491931","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.",NA,"R. Romero, J. N. Nakajima, E. Zanini & R. Cesar","1877","1995","3","16","South America - Neotropics","Brazil","Minas Gerais",NA,"Próximo a guarita de Sacramento, PARNA Serra da Canastra, Sacramento",NA,NA,NA,NA,"US01667766","US01667766_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"92","2020-09-12 05:00:02-03","US","US","3353710","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M. King & H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","66473","1997","3","19","South America - Neotropics","Brazil","Minas Gerais",NA,"Rod. Guinda-Conselheiro Mata (Mun. Diamantina)",NA,NA,NA,NA,"US01667767","US01667767_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"93","2021-03-15 18:25:27-03","USP","SPF","218717","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Pena, MA","Pena, MA","816","2008","03","12",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 113 da rodovia MG 010, lado direito, sentido Morro do Pilar. Próximo à Pedra do Elefante.","-43.560833","-19.456389",NA,"Subarbusto ca. 60 cm. Folhas discolores. Ramo piloso, castanho. Brácteas verdes.","SPF00218717",NA,"1226","1226","-43.560833","-19.456389",NA,NA,"2009",NA,NA,NA,NA,NA,NA
"94","2021-03-15 18:25:27-03","USP","SPF","42455","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Hind, DJN","Pirani, JR","CFSC9793","1986","05","04",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Vale da Mãe d#?#àgua. Cerrado de encosta.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto com 80 cm alt., crescendo entre as rochas. Brácteas verdes e flores roxas.","SPF00042455",NA,NA,NA,NA,NA,"26557","auto","1992","03",NA,NA,NA,NA,NA
"95","2019-10-07 09:11:16-03","UEFS","HUEFS","193000","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Quaresma, A.S.","333","2012","04","10",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","PERP. Lapa do Tropeiro.","-43.324444","-18.173056",NA,"Campo rupestre.","HUEFS0193000","HUEFS0193000","1214","1214","43W19'28''","18S10'23''",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA
