"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","class","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","individualCount"
"52","2019-11-13 11:24:56-03","USP","SPF","124613","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.","Esteves, GL","Mello-Silva, R","1441","1997","09","27",NA,"Brasil","Minas Gerais","Grão Mogol","Contrafortes a leste da trilha da tropa, que vai da cidade até Periperi passando pelo alto da serra, nas encostas à esquerda do Ribeirão do Inferno.","-42.8897018432617","-16.5594005584717",NA,NA,"SPF00124613",NA,"67219","auto",NA,"1160","1160","1998",NA,"04",NA,NA,NA,NA
"53","2019-11-13 11:24:56-03","USP","SPF","43712","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.","Krapovickas, A","Mello-Silva, R","CFCR9810","1986","07","23",NA,"Brasil","Minas Gerais","Grão Mogol","Córrego Escurinha.","-42.8897018432617","-16.5594005584717",NA,NA,"SPF00043712",NA,"67219","auto",NA,"740","740","1987",NA,"01",NA,NA,NA,NA
"54","2019-11-13 11:24:56-03","USP","SPF","30121","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.","Krapovickas, A","Hensold, N","CFCR3533","1982","05","23",NA,"Brasil","Minas Gerais","Grão Mogol","Prox. da Ponte sobre o Rio das Mortes.","-42.8897018432617","-16.5594005584717",NA,NA,"SPF00030121",NA,"67219","auto",NA,NA,NA,"1987",NA,"01",NA,NA,NA,NA
"55","2019-11-13 11:24:56-03","USP","SPF","44488","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.","Esteves, GL","Cordeiro, I","CFCR10023","1986","09","02",NA,"Brasil","Minas Gerais","Grão Mogol","Rib. dos Bois.","-42.8897018432617","-16.5594005584717",NA,NA,"SPF00044488",NA,"67219","auto",NA,"950","950","1991",NA,"02",NA,NA,NA,NA
"56","2019-11-13 11:24:56-03","USP","SPF","39645","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.","Krapovickas, A","Pirani, JR","CFCR8340","1985","09","04",NA,"Brasil","Minas Gerais","Grão Mogol","Vale do Rio Itacambiruçu.","-42.8897018432617","-16.5594005584717",NA,NA,"SPF00039645",NA,"67219","auto",NA,NA,NA,"1987",NA,"01",NA,NA,NA,NA
"57","2019-10-07 09:33:25-03","UEFS","HUEFS","60752","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Souza, V.C.","25668a","2001","07","11",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada Grão Mogol - Cristália, ca. 6 km de Grão Mogol.","-42.901389","-16.596389",NA,"Campo rupestre com elementos de caatinga.","HUEFS0060752","HUEFS0060752",NA,NA,NA,NA,NA,NA,"Rosanae",NA,"42W54'5''","16S35'47''",NA,NA
"58","2019-10-07 09:33:25-03","UEFS","HUEFS","9757","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Hatschbach, G.","54237","1990","06","13",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"HUEFS0009757","HUEFS0009757","67219","auto",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"59","2019-10-07 09:33:25-03","UEFS","HUEFS","228842","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Harley, R.M.","CFCR6479","1984","11","27",NA,"Brasil","Minas Gerais","Grão Mogol","Ao norte de Grão-Mogol. Entre pedras.","-42.8897018432617","-16.5594005584717",NA,NA,"HUEFS0228842","HUEFS0228842","67219","auto",NA,"900","1000",NA,"Rosanae",NA,NA,NA,NA,NA
"60","2015-03-13 18:50:37-03","F","FMNH-SEEDPLANTS","V0241451F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241451F","V0241451F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"61","2015-03-13 18:50:37-03","F","FMNH-SEEDPLANTS","V0241452F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0241452F","V0241452F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"62","2018-02-27 14:13:57-03","F","FMNH-SEEDPLANTS","V0449371F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae",NA,NA,"R. Simão-Bianchini et al.","12995","1990","6","14","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0449371F","V0449371F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"63","2020-11-12 17:01:27-03","UEL","FUEL","9243","PreservedSpecimen","Plantae","Tracheophyta","Malvales","Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Hatschbach, GM; Nicolack, V","54237","1990","06","13",NA,"Brasil","Minas Gerais","Grão Mogol","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-08-20 20:39:52-03","UFSC","FLOR","19953","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.","52015","1988","05","15",NA,"Brasil","Minas Gerais","Grão Mogol","Rio das Mortes.","-42.8897018432617","-16.5594005584717",NA,"arbusto, untuoso ao tacto, flor creme, nervuras vermelhas, 2,5m altura","FLOR0019953",NA,"67219","auto",NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA
"65","2020-12-30 07:48:25-03","IBt","SP","429475","S","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Nakajima, JN","4750","2008","05","13",NA,"Brasil","Minas Gerais","Cristália",NA,"-42.8622016906738","-16.8003005981445",NA,NA,NA,NA,"30029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-10-22 10:13:26-03","IBt","SP","348892","S","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Hatschbach, G","67987","1998","07","18",NA,"Brasil","Minas Gerais","Cristália",NA,"-42.8622016906738","-16.8003005981445",NA,NA,NA,NA,"30029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-30 07:48:25-03","IBt","SP","429470","S","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Mello, FNA","159","2008","05","15",NA,"Brasil","Minas Gerais","Cristália",NA,"-42.8622016906738","-16.8003005981445",NA,NA,NA,NA,"30029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-30 07:48:25-03","IBt","SP","429474","S","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Mello, FNA","191","2008","05","15",NA,"Brasil","Minas Gerais","Cristália",NA,"-42.8622016906738","-16.8003005981445",NA,NA,NA,NA,"30029","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-01-21 15:29:39-03","IBt","SP","490346","S","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Pirani, JR","CFCR8340","1985","09","04",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-30 07:48:25-03","IBt","SP","429472","S","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Rosa, PO","971","2008","05","14",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-11-26 10:00:28-03","IBt","SP","364496","S","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Carvalho, AM","6522","1998","08","02",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-11-19 09:29:31-03","IBt","SP","363039","S","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Souza, VC","25668-A","2001","07","11",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-09-10 10:18:30-03","IBt","SP","313601","S","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Mello-Silva, R","1441","1997","09","27",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-01-21 15:29:39-03","IBt","SP","262993","S","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Esteves, GL","2503-A","1993","03","25",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-05-07 17:15:51-03","IBt","SP","258250","S","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Mello-Silva, R","474","1991","06","13",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-05-07 17:15:51-03","IBt","SP","258249","S","Plantae",NA,NA,"Malvaceae","Pavonia","grazielae","Pavonia grazielae","Krapov.",NA,"Mello-Silva, R","445","1991","06","12",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
