"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","class","order","barcode","imagecode","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","fieldNumber","preparationType","relatedCatalogItem"
"49","2019-07-17 14:08:00-03","MO","MOBOT","1474796","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","A. Fuentes (LPB)",NA,"Thomas B. Croat|Amparo Acebey|Thorsten Krömer","Croat 84383","2000","8","9","South America","Bolivia","La Paz","Abel Iturralde","Along road between Tumupasa and San José de Uchupiamonas; NW of Tumupasa along slope leading up to Parque Nacional Madidi, 5.5-5.8 Km above jct. to San José near Tumupasa.","-67.83333","-15.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"830.00000000","850.00000000",NA,"1","933",NA,NA
"50","2012-03-01 05:10:00-03","MO","MOBOT","1480510","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D. Wasshausen (US), 04/",NA,"Thomas B. Croat|Amparo Acebey|Thorsten Krömer","Croat 84284A","2000","8","6","South America","Bolivia","La Paz","Nor Yungas","Along road between Caranavi and Yucumo, vic. of Sapecho, along road to Colonia Tarapacá, Permanent Parcel #2, Projecto de Investigación Agro Forestal (RAF), 3.9 Km.","-67.35666","-15.53166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"625.00000000",NA,NA,"1","929",NA,NA
"51","2011-08-26 16:15:00-03","MO","MOBOT","1541062","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","C. Ezcurra (SI)",NA,"Elsa M. Zardini|Idilfo Franco","Zardini 55157","2000","8","30","South America","Paraguay","Canindeyú",NA,"Lagunita-Aguara Ñu. Tall forest.","-55.3333333","-24.1302778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1215",NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","1715721","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.Wasshausen, 93",NA,"Lourdes Vargas","Vargas Ramírez 660","1996","7","7","South America","Bolivia","Pando",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2014-04-17 11:55:00-03","MO","MOBOT","1900875","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","W.D. Stevens",NA,"Elsa M. Zardini|J. Galeano|A. Mallorquin","Zardini 60153","2003","7","18","South America","Paraguay","Alto Paraná",NA,"Itaipu Binacional Paraguay-Brazil: Tati Yupi Biological Refuge. Tall forest.","-54.6236111","-25.3558333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220.00000000",NA,NA,"4","1283",NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","1958633","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","C. Ezcurra",NA,"Isabel Basualdo","Basualdo 1404","1988","1","20","South America","Paraguay","Guairá",NA,"Tororo, subida del Cerro Acatí, orillas del bosque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","1958634","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","C. Ezcurra",NA,"Rosa Degen","Degen 1071","1988","12","10","South America","Paraguay","Guairá",NA,"Tororo, propiedad familia Fernandez, en el bosque",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2012-11-03 15:29:00-02","MO","MOBOT","2189434","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","Wasshausen, D. C., 18/06/",NA,"Dieter C. Wasshausen|Robert Neumann|Cecilia Ezcurra|Carlos Saravia T.","Wasshausen 1956","1993","9","14","South America","Argentina","Salta","Orán","Finca Candadito, 23 km from camino de Agua Blanca to Finca Yakulica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA
"57","2020-07-04 16:06:00-03","MO","MOBOT","2361758","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","J. Wood",NA,"Alejandro Araujo M.|Paola Gismondi|Norma Flores","Araujo Murakami 1299","2004","12","2","South America","Bolivia","La Paz","Abel Iturralde","Alrededores del Municipio San Buenaventura.","-67.5363889","-14.4388889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,"1","04-13",NA,NA
"58","2014-11-20 05:44:00-02","MO","MOBOT","2489359","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"Belén Jiménez|Griselda Marín O.","Jiménez 1503",NA,NA,NA,"South America","Paraguay","Canindeyú",NA,"Reserva Natural del Bosque Mbaracayú","-55.41666","-24.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2010-03-01 19:03:00-03","MO","MOBOT","2489373","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"F. Javier Fernández Casas|J. Molero","Fernández Casas 5677fc","1982","1","28","South America","Paraguay","Alto Paraná",NA,"Escuela Técnica Forestal, Puerto Presidente Stroessner, km 12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2010-05-16 08:12:00-03","MO","MOBOT","2489385","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"Aurelio Schinini","Schinini Cacace 4047","1971",NA,NA,"South America","Paraguay","Central",NA,"Areguá, Cerro Koi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-07-25 11:27:00-03","MO","MOBOT","2489398","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"Émile Hassler","Hassler 3134","1898","8",NA,"South America","Paraguay","Cordillera",NA,"In silva Caraguatay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"62","2008-05-27 22:02:00-03","MO","MOBOT","2720083","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"Dieter C. Wasshausen|J.R.I. Wood","Wasshausen 2263","2000","8","3","South America","Bolivia","Santa Cruz","Nuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA
"63","2009-10-25 08:46:00-02","MO","MOBOT","3082282","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","C.Ezcurra",NA,"L.C. Stutz","Stutz de Ortega 823","1982","7","5","South America","Paraguay","Alto Paraná",NA,"Pto. Stroessner, Centre forestier; Forêt secondaire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA
"64","2009-10-25 08:46:00-02","MO","MOBOT","3086641","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","C.Ezcurra",NA,"L.C. Stutz","Stutz de Ortega 215","1982","5","14","South America","Paraguay","Alto Paraná",NA,"Pto. Stroessner, Forêt secondaire-1an afrés la coupe centre forestier",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA
"65","2012-04-27 10:42:00-03","MO","MOBOT","3086720","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","Cecilia Ezcurra",NA,"Rosa Degen","Degen 1027","1988","12","10","South America","Paraguay","Guairá",NA,"camino a Cerro Pobilla a 2km del distacamento a orillas del camino","-56.25","-25.9166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","3320286","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","J.R.I. Wood (BOLV)",NA,"Eneida Zurita","Zurita 32","2003","9","2","South America","Bolivia","Cochabamba","Arani","Km 18. Serrania con exposición sud este con pendientes de hasta 35º de inclinación. Bosque alto montano húmedo, dominado por Eschweilera coriaceae, Iriartea deltoidea y Socratea exorrhiza. El sotobosque caracterizado por rubiaceas y piperaceas. Suelos bien drenados, franco arenosos y franco arcillosos, de colores rojisos, amarillentos presentan grava y piedra.","-65.49305","-17.09305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","3367080","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"Saúl Altamirano","Altamirano Azurduy 1628","2003","9","14","South America","Bolivia","Cochabamba","Chapare","Los Guacharos. Ladera de exposicion sud-oeste con pendiente entre 25-47 % de inclinacion. Bosque amazonico de pie de monte carcaterizado por Eschweilera coriaceae, Talauma boliviana, Dypteryx sp, Pseudolmedia laevis, y Ormosia nobilis.","-65.46333","-17.07916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA
"68","2014-04-24 05:54:00-03","MO","MOBOT","3393188","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"M. Kessler|J. Gonzales|Thorsten Krömer|Amparo Acebey|B. Hibbits|Michaela Sonnentag","Kessler 7782","1996","8","25","South America","Bolivia","Cochabamba","Carrasco","143 Km antigua carretera Villa Tunari. Al borde de la carretera.","-65.56666","-17.11666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA
"69","2014-04-24 05:54:00-03","MO","MOBOT","3394368","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","Lindau & V. M. Baum",NA,"M. Kessler|J. Gonzales|K. Bach|E. Rapp","Kessler 12224","1997","10","2","South America","Bolivia","Santa Cruz","Florida","Refugio Los Volcanes, 3 Km al NE de Bermejo. Bosque siempreverde, poco disturbado de 22 m de altura.","-63.6","-18.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1050.00000000",NA,NA,NA,NA,NA,NA
"70","2012-02-29 17:34:00-03","MO","MOBOT","3394469","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","V. M. Baum",NA,"Amparo Acebey|Thorsten Krömer","Acebey 621","1997","9","16","South America","Bolivia","Cochabamba",NA,"José Carrasco Torrico, parque Nacional Carrasco, al S del campamento Ichoa. Bosque siempreverde, virgen.","-64.5","-17.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA
"71","2012-02-29 17:34:00-03","MO","MOBOT","3394523","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","M. Kessler",NA,"Amparo Acebey|Thorsten Krömer","Acebey 619","1997","9","16","South America","Bolivia","Cochabamba",NA,"José Carrasco Torrico, Parque Nacional Carrasco, al S del campamento Ichoa. Bosque siempreverde, virgen.","-64.5","-17.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA
"72","2008-08-07 03:32:00-03","MO","MOBOT","3395262","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D. Wasshausen",NA,"Nur Ritter|J.R.I. Wood","Ritter 3695","1996","9","22","South America","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboro. Ca. 2 km past the Rio Yapacani, on a dirt road which begins at the crossing, 200 m to the north of the camp road. Habitat: relatively undisturbed Bosque Alto of unknown composition. Interspersed with occasional fields.","-63.5","-17.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"280.00000000",NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","3395436","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"J.R.I. Wood","Wood 11358","1996","9","22","South America","Bolivia","Santa Cruz","Ichilo","Amboro Park, near entrance to Campamiento Mataratu. Moist, undisturbed lowland rain forest on sandy soil. By tracks in moist, shaded forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA
"74","2013-06-28 15:19:00-03","MO","MOBOT","3396468","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","M. Nee (NY)",NA,"Stephan G. Beck","Beck 12193","1985",NA,NA,"South America","Bolivia","Beni","Gral. Ballivian","San Borja 64 kms. hacia Espiritu. Estrato herbáceo del bosque alto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2009-01-12 09:34:00-02","MO","MOBOT","449604","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","C. Ezcurra",NA,"Elsa M. Zardini","Zardini 7748","1988","10","29","South America","Paraguay","Caazapá",NA,"Tavaí. Tall forest 1 km N of Hospital.","-55.45","-26.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","88-106",NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","498992","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|María T. Florentín P.","Zardini 7099","1988","9","5","South America","Paraguay","Paraguarí",NA,"Macizo Acahay. Forest on Eastern peak.","-57.15","-25.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500.00000000",NA,NA,"6","88-90",NA,NA
"77","2013-10-09 05:41:00-03","MO","MOBOT","499026","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 13321","1989","7","14","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road Melgarejo-Antena; near Antena. Cerro Acatí. Forest.","-56.25","-25.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","121",NA,NA
"78","2008-05-27 22:02:00-03","MO","MOBOT","499291","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini","Zardini 13446","1989","7","14","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road Melgarejo-Antena, 6 kms N of Antena.","-56.25","-25.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","123",NA,NA
"79","2013-10-09 05:41:00-03","MO","MOBOT","499525","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 13582","1989","7","23","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Polilla. Cerro Acatí. Forest.","-56.16666","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"800.00000000",NA,NA,"4","125",NA,NA
"80","2013-10-09 05:41:00-03","MO","MOBOT","499642","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 13654","1989","7","23","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Polilla. Cerro Acatí. Forest.","-56.16666","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"800.00000000",NA,NA,"4","125",NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","499719","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini","Zardini 13699","1989","7","23","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Base del Cerro Mymy, camino a Cerro Polilla.","-56.16666","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,"4","127",NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","499836","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|S. Velázquez","Zardini 13758","1989","7","23","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Cerro Mymy, camino a Cerro Polilla. Forest.","-56.16666","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","128",NA,NA
"83","2013-10-09 05:41:00-03","MO","MOBOT","499987","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 13878","1989","7","23","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Cerro Peró, on rocks. Forest.","-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","130",NA,NA
"84","2013-10-09 05:41:00-03","MO","MOBOT","500083","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 13936","1989","9","9","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road Melgarejo-Antena, near antena. Tall forest.","-56.16666","-25.83333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","132",NA,NA
"85","2008-05-27 22:02:00-03","MO","MOBOT","500194","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini","Zardini 14003","1989","9","9","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road between Melgarejo-Antena, 5 kms N of Antena. Tall forest.","-56.25","-25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","133",NA,NA
"86","2008-05-27 22:02:00-03","MO","MOBOT","500457","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini","Zardini 7967","1988","11","12","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Ladero W del Cerro Peró, 2 kms E del Destacamento Tororo.","-56.1515","-25.8998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","88-112",NA,NA
"87","2015-07-02 10:39:00-03","MO","MOBOT","500530","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D. Wasshausen (US)",NA,"James C. Solomon|Sara Urcullo","Solomon 14106","1985","8","28","South America","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboró. Ca. 15 km (SE) up the Río Pitasama from the Río Surutú. Sandstone.","-63.6666667","-17.7333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"700.00000000",NA,NA,"7","85-90",NA,NA
"88","2017-02-07 12:23:00-02","MO","MOBOT","500598","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|C. Velázquez","Zardini 16351","1989","11","18","South America","Paraguay","Cordillera",NA,"10 km W of Arroyos y Esteros.","-57.1666667","-25.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","189",NA,NA
"89","2013-10-09 05:41:00-03","MO","MOBOT","500803","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 12397","1989","5","28","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Forest, 10 kms S of Melgarejo on road to the Antena.","-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","92",NA,NA
"90","2013-10-09 05:41:00-03","MO","MOBOT","500832","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 12422","1989","6","4","South America","Paraguay","Paraguarí",NA,"Parque Nacional Ybicu'í. Trail Administration-La Rosada. On forest. 26.00S-26.07S 56.46S-56.53W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","94",NA,NA
"91","2013-10-09 05:41:00-03","MO","MOBOT","501039","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 14610","1989","9","27","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Road to Cantera Jhú. Gallery forest along Gervasia Creek, 2 kms S of route to Coronel Oviedo.","-56.33333","-25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","146",NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","501189","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini","Zardini 14759","1989","9","27","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú, road to Cantera Jhú, 8 kms S of route to Coronel Oviedo. Gallery forest along Chorro Creek.","-56.33333","-25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","149",NA,NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","501497","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|H. Velázquez","Zardini 23168","1990","9","1","South America","Paraguay","Central",NA,"Estero del Ypoá, 2 km W of Pindoty along lake. Gallery forest.","-57.46666","-25.33333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","426",NA,NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","501608","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|et al.","Zardini 12856","1989","6","11","South America","Paraguay","Paraguarí",NA,"Acahay Massif. On rocks on northeastern peak.","-57.15","-25.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,"4","107",NA,NA
"95","2008-05-27 22:02:00-03","MO","MOBOT","503524","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","M. Timana (MO)",NA,"Martín E. Timaná","Timaná 1950","1991","7","28","South America","Peru","Madre de Dios","Tambopata","Las Piedras. Cusco Amazónico, Inventario Permanente. Plantas colectadas en Trocha B. Bosque tierra firme.","-69.05","-12.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,"2","80",NA,NA
"96","2008-05-27 22:02:00-03","MO","MOBOT","503741","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","M. Timana (MO)",NA,"Martín E. Timaná|A. Rubio G.","Timaná 2103","1991","8","28","South America","Peru","Madre de Dios","Tambopata","Las Piedras. Cusco Amazónico, Inventario Permanente. Plantas colectadas en la Zona 1. bosque tierra firme.","-69.05","-12.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,"4","90",NA,NA
"97","2008-05-27 22:02:00-03","MO","MOBOT","503773","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","M. Timana (MO)",NA,"Martín E. Timaná|A. Rubio G.","Timaná 2145","1991","9","1","South America","Peru","Madre de Dios","Tambopata","Las Piedras. Cusco Amazónico, Inventario Permanente. Plantas colectadas en trocha B.","-69.05","-12.48333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,"3","92",NA,NA
