"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount"
"49","2020-09-12 05:00:02-03","US","US","3336354","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","J. N. Nakajima, R. Romero, A. Furlan & F. C. Garcia","538","1994","10","17","South America - Neotropics","Brazil","Minas Gerais","São Roque de Minas","12 km da sede administrativa, estrada para Sacramento, PARNA Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"US01902162","US01902162_01 US01902162_02",NA,NA,NA,"57119","auto","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"50","2020-09-12 05:00:02-03","US","US","2623587","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","DC.","A. P. Duarte","8612","1964","11","27","South America - Neotropics","Brazil","Minais Gerais",NA,"Serra de Ouro Preto 0 Belo Horizonte",NA,NA,NA,NA,"US01950358","US01950358_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"51","2019-09-04 19:57:47-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","paulina","Leandra paulina",NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA
"52","2015-12-16 13:39:34-02","F","FMNH-SEEDPLANTS","V0133618F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","paulina","Leandra paulina",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0133618F","V0133618F_01 V0133618F_02",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"53","2015-12-16 13:39:39-02","F","FMNH-SEEDPLANTS","V0133714F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Leandra","paulina","Leandra paulina",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0133714F","V0133714F_01 V0133714F_02",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-04 17:29:44-03","UEM","HUEM","35154","S","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Resende, ILM","4416","2015","05","01",NA,"Brasil","Goiás","Quirinópolis","Unidade de Conservação Refúgio da Vida Silvestre S, Mata de galeria.","-50.681694","-18.247361",NA,"Arbusto. Frutos maduros negros.","HUEM000020638",NA,"Romero, R",NA,NA,NA,NA,NA,"2017","03",NA,"-50.681694","-18.247361",NA,NA,NA
"55","2019-05-06 11:59:27-03","UFU","HUFU","73783","S","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Resende, I.L.M.","4421","2015","05","01",NA,"Brasil","Goiás","Quirinópolis","UC Refúgio de Vida Silvestre Serra da Fortaleza","-50.681667","-18.2475",NA,"Nativa, arbusto com flores brancas, frutos globosos, preto.; Vereda","HUFU00071043","HUFU00071043",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-50.681667","-18.2475",NA,NA,NA
"56","2021-03-04 15:44:58-03","IF","SPSF","31301","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","(((Spreng.) J.F. Macbr.)) ((Schr.) & Mart.)","G.Durigan","2001","2003","04","03","América do Sul","Brasil","SP","Assis","mata de brejo na Agua do Barro preto","-50.4099998474121","-22.6599998474121",NA,"COLETA: Arbusto 1,5m de altura, frutos roxos escuros; GEOGRAFIA: Cerrado;",NA,NA,"M. Reginato",NA,NA,"23972","auto","Magnoliopsida","2014","02","12",NA,NA,NA,NA,NA
"57","2021-03-04 15:44:58-03","IF","SPSF","34547","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina",NA,"F.C.Hoehne",NA,"1927","05","06","América do Sul","Brasil","MG","Ouro Fino",NA,"-46.3689002990723","-22.2831001281738",NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: brejos&nf;;",NA,NA,"F.C.Hoehne",NA,NA,"19042","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-04 15:44:58-03","IF","SPSF","40249","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","paulina","Leandra paulina","(((Spreng.) J.F. Macbr.)) ((Schr.) & Mart.)","J.L.S.Tannus & M.A.Assis","525","2001","12","18","América do Sul","Brasil","SP","Itirapina","Estação Ecológica","-47.8199996948242","-22.25",NA,"COLETA: Subarbusato 50cm, flores brancas, frutos imaturos verdes.; GEOGRAFIA: Campo Úmido, solo alagado.&nf;Cerrado;",NA,NA,"M. Reginato",NA,NA,"22843","auto","Magnoliopsida","2014","02","12",NA,NA,NA,NA,NA
"59","2014-09-23 11:01:50-03","G","G-DC","G00310683","S","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Martius, C. F. P.",NA,"1827",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-46.757812","-20.55055556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=220985&base=img&lang=en","G00310683","G00310683","CAT.HERB.PRODR.",NA,NA,NA,NA,NA,"2011","01","01","-46.757812","-20.55055556","ISOTYPUS of Leandra paulina DC.",NA,NA
"60","2019-11-21 10:09:51-03","IBt","SP","198740","S","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Pereira, BAS","686","1983","08","16",NA,"Brasil","Distrito Federal","Brasília","Reserva Biológica de Águas Emendadas, Brejo junto do marco de mármore alusivo ao local da Águas Emendadas","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Reginato, M",NA,NA,"70570","auto",NA,"2013","01",NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:09:51-03","IBt","SP","246386","S","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Aparecida da Silva, M","1016","1990","09","05",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Brejo junto a nascente do córrego Taquara. Próximo a trincheira, foto: 12, faixa: 22, ponto: 46","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Reginato, M",NA,NA,"70570","auto",NA,"2013","01",NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:09:51-03","IBt","SP","144842","S","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Joly, AB; Semir, J","CFSC3258","1972","08","22",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 120 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"Reginato, M",NA,NA,"31264","auto",NA,"2013","01",NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:09:51-03","IBt","SP","19412","S","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","DC.","Hoehne, FC","s.n.","1927","05","06",NA,"Brasil","Minas Gerais","Ouro Fino","Em brejos","-46.3689002990723","-22.2831001281738",NA,NA,NA,NA,"Hoehne, FC",NA,NA,"19042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2011-08-19 18:09:22-03","GH","HU-HERB","GH 00310972","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","paulina","Leandra paulina","de Candolle","Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
