"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","eventTime","fieldNumber","sex"
"50","2021-03-15 16:37:00-03","NY","NYBG","378929","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"J. L. Hage","448","1981","01","13","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau) km 22 da Rodovia Ilhéus/Itabuna (BR 415). Regiao de Mata Higrófila Sul Baiana. Qaudra D","-39.22095","-14.7739696",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141910' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378929","NY00378929_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","823043","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"J. R. Pirani","1367","1985","11","20","Brazil","São Paulo","Campos do Jordao","Parque Estadual. Caminho para São José dos Alpes.","-45.59","-22.73",NA,NA,"2000","2000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936488' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823043","NY00823043_01 NY00823043_02",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","02698954","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"L. R. Landrum","4067","1982","01","05","Brazil","Paraná","Cerro Azul","Cerro Azul, along road to Rio Branco do Sul","-49.33","-25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2980900' target='other'> <mi>dwc_moreinfo</mi></a>","NY02698954","NY02698954_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","00836603","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"H. S. Irwin","22031","1969","01","15","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 27 km S.W. of Diamantina on road to Gouveia","-43.69275","-18.4205",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836603","NY00836603_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","634429","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"W. W. Thomas","11583","1997","07","17","Brazil","Bahia","Porto Seguro","Parque Nacional Monte Pascoal. Along park road 1-2 km. east of path to peak and visitor center","-39.415","-16.8672",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00634429","NY00634429_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","00836613","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas",NA,NA,NA,"G. G. Hatschbach","38783","1976","07","10","Brazil","Goiás","Caldas Novas","Serra de Caldas","-48.6247","-17.7419",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836613","NY00836613_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","378901","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","R. Záchia",NA,NA,NA,"G. G. Hatschbach","41821","1978","12","22","Brazil","Paraná","Rio Branco do Sul","Itarerama","-49.3142","-25.1903",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=384278' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378901","NY00378901_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","378907","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","R. E. Fries",NA,NA,NA,"R. Reitz","1545","1954","02","09","Brazil","Santa Catarina","Itajaí","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=384277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378907","NY00378907_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","378916","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","4069","1967","01","12","Brazil","Paraná","Morretes","Upper Rio do Corvo in the Serra do Mar, S. of old road to Morretes, ca. 25 km E. of Curitiba","-48.906339","-25.339275",NA,NA,"900","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=384289' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378916","NY00378916_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","378917","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","3058","1966","10","16","Brazil","Paraná","Jaguariaíva","Bank of Rio 5 Reis, 5 km S. of Jaguariaíva","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=384290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378917","NY00378917_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","00836732","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"S. C. de Sant'Ana","183","1992","02","06","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra D.","-39.22095","-14.7739696",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836732","NY00836732_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","00378999","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"E. Pereira","4273","1959","01","29","Brazil","Rio de Janeiro","Rio de Janeiro","Mesa do Imperador","-43.257779","-22.970378",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=411099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378999","NY00378999_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","777787","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"E. P. dos Santos","814","1999","10","22","Brazil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.97","-25.87",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777787","NY00777787_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","00836733","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"J. L. Hage","416","1980","12","10","Brazil","Bahia","Taperoá","Rodovia Taperoá-Valença. Km 13, ramal em direçao ao povoado de Serapeí. A 3 km a W da entrada do ramal","-39.0983","-13.5383",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836733","NY00836733_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-01-12 14:25:00-02","NY","NYBG","1522484","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis",NA,"A. Q. Lobão",NA,NA,NA,"C. N. Fraga","1970","2008","05","02","Brazil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Trilha para as piscinas.","-41.0836","-20.5161",NA,NA,"1100","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1752669' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522484","NY01522484_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","823041","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"I. Silberbauer-Gottsberger","11-2568","1968","05","02","Brazil","São Paulo","Itanhaém","No morro perto da foz do Rio Itanhaem.","-46.7797","-24.1803",NA,NA,"150","150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823041","NY00823041_01 NY00823041_02",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","395935","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"W. Hoehne","s.n.","1944","10","19","Brazil","São Paulo","Sao Paulo","Parque do Estado","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=386740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395935","NY00395935_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","01093119","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"R. R. Guedes","940","1985","04","30","Brazil","Rio de Janeiro","Magé",NA,"-43.0406","-22.6531",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1249358' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093119","NY01093119_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","00395656","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"P. J. M. Maas","7087","1987","12","03","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada da Vista Chinesa, km 3, Alto da Boa Vista, Parque Nacional da Tijuca","-43.264624","-22.969328",NA,NA,"400","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409407' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395656","NY00395656_01 NY00395656_02",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","378914","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","A. Reis",NA,NA,NA,"A. Reis","150","1979","12","13","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.012929","-25.234872",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=384285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378914","NY00378914_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","00836798","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"Y. E. J. Mexia","5024","1930","08","31","Brazil","Minas Gerais",NA,"Districto Ilheu. Fazenda da Tabunha. Capichava.",NA,NA,NA,NA,"210","210","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923517' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836798","NY00836798_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","378887","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"R. Reitz","5725","1957","12","19","Brazil","Santa Catarina","Garuva","Tres Barras, Garuva, S. Francisco do Sul","-48.8547","-26.0269",NA,NA,"10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378887","NY00378887_01 NY00378887_02",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","00836884","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"A. P. Duarte","4307","1952","11","05","Brazil","Minas Gerais","Carandaí","Carandai, Margens do Rio Jaborandy, Santa Cecilia","-43.8064","-20.9536",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836884","NY00836884_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","395683","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"P. K. H. Dusén","4144","1904","03","13","Brazil","Paraná","Ponta Grossa","Villa Velha","-50.012929","-25.234872",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626982' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395683","NY00395683_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","378995","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"G. G. Hatschbach","32115","1973","05","29","Brazil","Paraná","Antonina","Pinheirinho","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=283777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378995","NY00378995_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","02698956","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"L. Riedel","s.n.","1833","12",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2980912' target='other'> <mi>dwc_moreinfo</mi></a>","NY02698956","NY02698956_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","378923","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"Illegible collector name","30","1970","11","23","Brazil","Bahia","Ilhéus","CEPEC","-39.2281","-14.7536",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378923","NY00378923_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","395681","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"G. G. Hatschbach","42600","1979","11","23","Brazil","Paraná","Cerro Azul","Ca. Rib. do Tigre","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=626984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395681","NY00395681_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","00395651","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"B. D. Sucre","7385","1971","02","03","Brazil","Rio de Janeiro",NA,"(Gb.) subida do Pico da Tijuca.",NA,NA,NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1281282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395651","NY00395651_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","00836858","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"A. F. Regnell","III252","1845","06",NA,"Brazil","Minas Gerais","Caldas","Caldas","-46.38","-21.93",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836858","NY00836858_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","378895","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","D. M. Johnson",NA,NA,NA,"J. M. Silva","277","1987","01","16","Brazil","Paraná","Morretes","Porto de Cima","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=384292' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378895","NY00378895_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","517202","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"A. M. V. de Carvalho","5148","1994","09","24","Brazil","Bahia","Ilhéus","Mata da Esperança. Entrada a 2 km a partir da antiga ponte do Rio Fundao","-39.06916667","-14.7819444",NA,NA,NA,NA,"Site: ME <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=286519' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517202","NY00517202_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 16:37:00-03","NY","NYBG","378891","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"J. C. Lindeman","2330","1966","08","15","Brazil","Paraná","Cerro Azul","Ca. 10 km W of Cerro Azul. Forest on slope and top of ridge near Casa Branca","-49.2608","-24.8236",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00378891","NY00378891_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-15 16:37:00-03","NY","NYBG","01131794","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"A. P. Duarte","3204","1950","12","02","Brazil","Santa Catarina","Palhoça","Reserva Florestal dos Piloes","-48.6678","-27.6456",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280369' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131794","NY01131794_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-15 16:37:00-03","NY","NYBG","00836615","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"Y. E. J. Mexia","4945","1930","09","09","Brazil","Minas Gerais","Viçosa","Viçosa. Fazenda de Faziuma","-42.8817","-20.7542",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836615","NY00836615_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-15 16:37:00-03","NY","NYBG","00836735","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","P. J. M. Maas; H. Maas-van de Kamer; R. H. J. Erkens",NA,NA,NA,"M. M. Arbo","7714","1997","01","27","Brazil","Espírito Santo",NA,"1 km W de Venda Nova do Imigrante, entrada a Alto Bananeiras, 5-7 km de la rodovia Br-262","-41.13","-20.3",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836735","NY00836735_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
