"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","eventTime","fieldNumber","sex"
"191","2021-03-15 16:37:00-03","NY","NYBG","26042","PreservedSpecimen","Plantae","Annonaceae","Guatteria","neglecta","Guatteria neglecta","R.E.Fr.",NA,NA,NA,NA,"P. K. H. Dusén","6780","1908","09","30","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=298799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00026042","NY00026042_01","isotype","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-03-15 16:37:00-03","NY","NYBG","26057","PreservedSpecimen","Plantae","Annonaceae","Guatteria","polycarpa","Guatteria polycarpa","R.E.Fr.",NA,NA,NA,NA,"P. K. H. Dusén","7414","1908","12","30","Brazil","Paraná",NA,"Roca Nova, Banhado",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=709885' target='other'> <mi>dwc_moreinfo</mi></a>","NY00026057","NY00026057_01","isotype","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-03-15 16:37:00-03","NY","NYBG","00395654","PreservedSpecimen","Plantae","Annonaceae","Guatteria","psilopus","Guatteria psilopus","Mart.",NA,NA,NA,NA,"Collector info in notes",NA,"1838",NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Near Rio Janeiro","-43.448386","-22.913514",NA,NA,NA,NA,"Herbarium of the U.S. South Pacific Exploring Expedition under the command of Capt. Wilkes, U.S.N. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=411103' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395654","NY00395654_01",NA,"South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-03-15 16:37:00-03","NY","NYBG","26087","PreservedSpecimen","Plantae","Annonaceae","Guatteria","tenuis","Guatteria tenuis","R.E.Fr.",NA,NA,NA,NA,"Y. E. J. Mexia","5482","1931","01","05","Brazil","Minas Gerais","Viçosa","Viçosa: Fazenda do Deserto; Morta","-42.8817","-20.7542",NA,NA,"690","690","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=417028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00026087","NY00026087_01","isotype","South America","sheet",NA,"Magnoliophyta","Magnoliales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-01-28 13:10:58-03","MCN-PUC-MINAS","HPUC-MG","ANG441","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis",NA,NA,NA,NA,NA,"Maielo - Silva, L.",NA,"2009","12","19","Brasil","Minas Gerais","Lamim","Lamim","-43.4742012023926","-20.7903003692627",NA,NA,NA,NA,"Nº IBAMA (CTF) = 4477412",NA,NA,NA,NA,NA,NA,NA,NA,"9586","auto",NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-01-28 13:10:58-03","MCN-PUC-MINAS","HPUC-MG","ANG442","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis",NA,NA,NA,NA,NA,"Maielo - Silva, L.",NA,"2010","01","05","Brasil","Minas Gerais","Muriaé","Muriaé","-42.3664016723633","-21.1305999755859",NA,NA,NA,NA,"Nº IBAMA (CTF) = 4477412",NA,NA,NA,NA,NA,NA,NA,NA,"32715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","29166","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"Bignotto, R.B.","20","2003","09","23","Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667","48°26'w","22°52's",NA,NA,"Mata mesófila semidecidual secundária, predomínio de Eucalyptus sp de até 25m de altura, sub-bosque pouco denso, próximo ao riacho. Árvore 6,5m, botões verdes, bordas das sépalas marrons, frutos imaturos verdes, trilha d; Coleção: Jar","BOTU029166","BOTU029166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","25767","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Paschoal, M.E.S.","2008","08",NA,"Paschoal, M.E.S.","20-26708","2008","07","26","Brasil","São Paulo","Ubatuba","Morro localizado na Praia Grande. Área pertencente a Atmosfera Empreendimentos Imobiliários. Local onde foi implantado um seringal há 30 anos.","-45.074167","-23.473472","45°04'27w","23°28'24,5s",NA,NA,"Área desmatada de Floresta Ombrófila Densa sub-montana. Árvores isoladas remanescentes e floresta íntegra nos locais mais íngremes. Árvore de 16m de altura. Flores albo-tomentosas.","BOTU025767","BOTU025767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","29327","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Galhego, A.A.","97","1994","01","17","Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667","48°26'w","22°52's",NA,NA,"Mata mesófila semidecidual secundária com árvores de até 20m e sub-bosque pouco denso; Coleção: Jardim Botânico UNESP Botucatu","BOTU029327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","29167","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A. St.-Hil.",NA,NA,NA,NA,"Bignotto, R.B.","63","2003","10","07","Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667","48°26'w","22°52's",NA,NA,"Mata mesófila semidecidual secundária, predomínio de Eucalyptus sp de até 25m de altura, sub-bosque pouco denso, fragmento interno ao JB. Árvore 2,0m, frutos imaturos verdes.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029167","BOTU029167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","24811","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Paschoal, M.E.S.","2002","11","08","Paschoal, M.E.S.","2636","2002","11","08","Brasil","São Paulo","Agudos","Fazenda Monte Alegre, Mata da Copaíba.",NA,NA,"9999","9999",NA,NA,"Floresta Estacional Semidecidual. Árvores de 3,5m de altura; folhas cartáceas; flores e frutos secos.","BOTU024811","BOTU024811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","165","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Amaral Jr., A.","2000","08",NA,"Brioschi, A.P.","34","1973","10","03","Brasil","São Paulo","Botucatu","Aproximadamente 3km a oeste da FCMBB.",NA,NA,"9999","9999",NA,NA,"Árvores com uns 5m de altura e 10cm de diâmtreo, com frutos verdes, coletada em mata.","BOTU000165","BOTU000165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","29333","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Galhego, A.A.","91","1993","10","21","Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667","48°26'w","22°52's",NA,NA,"Mata mesófila semidecidual secundária com árvores de até 20m e sub-bosque pouco denso; Coleção: Jardim Botânico UNESP Botucatu","BOTU029333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","8345","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Ehrendorfer, F.","73825-13","1973","08","25","Brasil","São Paulo","Santo André","Paranapiacaba",NA,NA,"9999","9999",NA,NA,"Nature reserve, evergreen mountain rain forest, creek margins, bushy and grassy openings, lateric soils, silicate.","BOTU008345","BOTU008345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","31002","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Bicudo, L.R.H.","1996","12","12","Campos, C.J.","1878","1996","12","12","Brasil","São Paulo","Botucatu","Remanescente de floresta tropical estacional semidecidual , mata do morro de rubião , distrito de Rubião Junior , municipio de Botucatu SP",NA,NA,"9999","9999",NA,NA,NA,"BOTU031002","BOTU031002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","29280","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Ishara, K.L.","610","2005","12","15","Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667","48°26'w","22°52's",NA,NA,"Mata mesófila semidecidual secundária com árvores de até 20m e sub-bosque pouco denso; Coleção: Jardim Botânico UNESP Botucatu","BOTU029280","BOTU029280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","23544","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Ferreira, R.C.C.","137","1997","11","18","Brasil","São Paulo","Botucatu",NA,"-49.733333","-22.816667","49° 44' w","22°49's",NA,NA,"Árvore 5m, flores trímeras, frutos roxos.","BOTU023544","BOTU023544",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","166","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Amaral Jr., A.","2000","08",NA,"Sartori, J.O.","34","1973","10","03","Brasil","São Paulo","Botucatu","Aproximadamente 3km a oeste da FCMBB.",NA,NA,"9999","9999",NA,NA,"Árvores com uns 5m de altura e 10cm de diâmtreo, com frutos verdes, coletada em mata.","BOTU000166","BOTU000166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","8716","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Amaral Jr., A.","488","1974","10","21","Brasil","São Paulo","Botucatu","Árvore com 4 m de altura e 5 cm de circunferência, flores verdes e frutos verdes",NA,NA,"9999","9999",NA,NA,NA,"BOTU008716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","24810","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Paschoal, M.E.S.","2001","07","18","Paschoal, M.E.S.","2469","2001","07","12","Brasil","São Paulo","Agudos","Fazenda Monte Alegre, Mata da Copaíba.",NA,NA,"9999","9999",NA,NA,"Sub-mata de eucalipto. Árvore de 6m de altura; pétalas e sépalas verde-claro.","BOTU024810","BOTU024810",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","8875","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Amaral Jr., A.","2000","08",NA,"Amaral Jr., A.","1828","1974","11","25","Brasil","São Paulo","Botucatu","Distrito de Rubião Junior.",NA,NA,"9999","9999",NA,NA,"Mata secundária, com árvores de até 15m de altura sub-bosque pouco denso, localizada no Jardim Botânico da Faculdade de Ciências Médicas e Biológicas de Botucatu.","BOTU008875","BOTU008875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","27623","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Melo, R.S.","2011","11",NA,"Melo Silva, R.","9","2011","10","13","Brasil","São Paulo","Botucatu",NA,"-48.4975","-22.885833","48°29'51w","22°53'9s",NA,NA,"Árvore com casca lisa, folhas simples, alternas, discolores e glabras; flores com pétalas amarelo-esverdeadoas; fruto múltiplo com frutíolos enegrecidos com uma semente cada.","BOTU027623","BOTU027623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","29334","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Galhego, A.A.","E7","1994","09","29","Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667","48°26'w","22°52's",NA,NA,"Mata mesófila semidecidual secundária com árvores de até 20m e sub-bosque pouco denso; Coleção: Jardim Botânico UNESP Botucatu","BOTU029334",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","8876","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Amaral Jr., A.","2000","08",NA,"Amaral Jr., A.","1798","1974","10","09","Brasil","São Paulo","Botucatu","Distrito de Rubião Junior.",NA,NA,"9999","9999",NA,NA,"Mata secundária, com árvores de até 15m de altura sub-bosque pouco denso, localizada no Jardim Botânico da Faculdade de Ciências Médicas e Biológicas de Botucatu. Morro de pedra. Arbusto com 3m de altura com frutos, pedi","BOTU008876","BOTU008876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","29173","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Ishara, K.L.","610","2005","12","15","Brasil","São Paulo","Botucatu",NA,"-48.443333","-22.988889","48°26'36w","22°59'20s",NA,NA,"Jardim Botânico UNESP Botucatu","BOTU029173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","8819","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Amaral Jr., A.","2000","08",NA,"Amaral Jr., A.","13-81275","1975","12","08","Brasil","São Paulo","Botucatu","Distrito de Rubião Junior.",NA,NA,"9999","9999",NA,NA,"Mata secundária, com árvores de até 15m de altura sub-bosque pouco denso, localizada no Jardim Botânico da Faculdade de Ciências Médicas e Biológicas de Botucatu. Árvore de 3m de altura e 10cm de circunferência com flore","BOTU008819","BOTU008819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","232","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Nakajima, J.N.","1991","09","17","Ribeiro, J.E.L.S.","202","1988","02","06","Brasil","São Paulo","Ubatuba","Picinguaba",NA,NA,"9999","9999",NA,NA,"Árvore, 10m de altura, flores com base amarela e pontas das pétalas rosa-salmão; odoríferas.","BOTU000232","BOTU000232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","26397","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Custódio Filho, A.",NA,NA,NA,"Custodio Filho, A.","1470","1983","08","30","Brasil","São Paulo","Biritiba Mirim","Estação Ecológica Boracéia.",NA,NA,"9999","9999",NA,NA,"Árvore 8 m de altura, frutos pendúnculo vermelho, frutos cor verde.","BOTU026397","BOTU026397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","29172","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Ishara, K.L.","521","2005","10","04","Brasil","São Paulo","Botucatu",NA,"-48.443333","-22.988889","48°26'36w","22°59'20s",NA,NA,"Jardim Botânico UNESP Botucatu","BOTU029172","BOTU029172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-02-18 09:28:36-03","UNESP-IBB","BOTU","176","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Amaral Jr., A.","2000","08",NA,"Campos, C.J.","16-16572","1972","05","16","Brasil","São Paulo","Botucatu","Rubião Junior. Pateo da Igreja de Sto Antonio.",NA,NA,"9999","9999",NA,NA,"Árvore com 7m de altura e 1m de diâmetro.","BOTU000176","BOTU000176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","23545","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Ferreira, R.C.C.","256","1998","10","01","Brasil","São Paulo","Botucatu",NA,"-49.733333","-22.816667","49° 44' w","22°49's",NA,NA,"Árvore 5m.","BOTU023545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","30078","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.",NA,NA,NA,NA,"Sanches, C.D.","11","1994","09","07","Brasil","São Paulo","Sabaúma","Árvore , 8m alt ; frutos imaturos verdes","-47.742333","-24.815083","47°44'32,4''w","24°48'54,3''s",NA,NA,NA,"BOTU030078","BOTU030078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-02-08 11:07:02-03","UNESP-IBB","BOTU","25766","PreservedSpecimen","Plantae","Annonaceae","Guatteria","nigrescens","Guatteria nigrescens","Mart.","Paschoal, M.E.S.",NA,NA,NA,"Paschoal, M.E.S.","21-26708","2008","07","26","Brasil","São Paulo","Ubatuba","Morro localizado na Praia Grande. Área pertencente a Atmosfera Empreendimentos Imobiliários. Local onde foi implantado um seringal há 30 anos.","-45.074167","-23.473472","45°04'27w","23°28'24,5s",NA,NA,"Área desmatada de Floresta Ombrófila Densa sub-montana. Árvores isoladas remanescentes e floresta íntegra nos locais mais íngremes. Árvore de 15m de altura. Flores albo-tomentosas.","BOTU025766","BOTU025766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-11-13 09:18:47-03","UFRJ","RFA","14428","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","30375","1972","09","29","Brasil","Paraná","Paranaguá","Grajaú","-48.5092010498047","-25.5200004577637",NA,NA,"5","5","Arbusto 3 m de altura. Flor creme","RFA35598",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-06-29 11:28:50-03","UFRJ","RFA","5905","PreservedSpecimen","Plantae","Annonaceae","Guatteria","glabrescens","Guatteria glabrescens","R.E.Fr.","A. Lobão",NA,NA,NA,"E. pereira","4273","1959","01","29","Brasil","Rio de Janeiro","Rio de Janeiro","Mesa do Imperador","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Pequena árvore; flor esverdeada","RFA35520",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"226","2020-06-29 11:28:50-03","UFRJ","RFA","4210","PreservedSpecimen","Plantae","Annonaceae","Guatteria","glabrescens","Guatteria glabrescens","R.E.Fr.","A. Lobão",NA,NA,NA,"P. Occhioni; Liene; Sucre; Duarte; E. Pereira","1505","1958","06","17","Brasil","Rio de Janeiro","Rio de Janeiro","Estrada do Sumaré","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Árvore, material frutifero","RFA35518",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-11-13 09:18:47-03","UFRJ","RFA","29782","PreservedSpecimen","Plantae","Annonaceae","Guatteria","nigrescens","Guatteria nigrescens","Mart.","Adriana Lobão","2004","03","14","F. B. Pereira","20/136","2001","12","19","Brasil","Rio de Janeiro","Rio Claro","Distrito de Lídice.","-44.181944","-22.8425","44º10'55''W","22º50'33''S","660","660","Arbusto, folha verde, caule amarelo, raiz preta, fruto preto, flor amarela, comum na região.","RFA32348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-11-24 17:10:24-03","UTFPR","DVPR","1540","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Cordeiro, J","2008","11","26","Caxambu, MG; et al.","1792","2007","11","02","Brasil","Paraná","Ponta Grossa","Buraco do Padre","-49.58105","-25.1025","-49.58105","-25.1025","888","888","Arvoreta ca. 6 m. Frutos imaturos verdes.; Ripária. Interior de capão. Relevo: ondulado. Vegetação: Estepe (Campos Gerais).","DVPR001540","DVPR001540",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-11-24 17:10:24-03","UTFPR","DVPR","3083","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Santos, TF","2014","07","28","Silva, JM; Motta, JT","8576","2014","06","24","Brasil","Paraná","Piraquara","Mananciais da Serra","-48.5949","-25.2931","-48.5949","-25.2931","960","960","Árvore 4 m, frutos verdes.; Floresta Ombrófila Mista","DVPR003083",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-11-24 17:10:24-03","UTFPR","DVPR","900","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Cordeiro, J; Barboza, E","2007",NA,NA,"Caxambu, MG","1258","2006","11","17","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Árvore 8m, flores esverdeadas, frutos imaturos verdes.; Relevo montanhoso e vegetaçao Floresta Ombrófila Densa.","DVPR000900","DVPR000900",NA,NA,NA,NA,"Magnoliophyta",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-11-24 17:10:24-03","UTFPR","DVPR","2871","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Dias, MC","1998",NA,NA,"Paiva, MRC; et al.","s.n.","1998","09","25","Brasil","Paraná","Telêmaco Borba","Parque Ecológico Samuel Klabin","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"Arvoreta 7-8m, frutos imaturos verdes.; Beira da trilha.","DVPR002871",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"35037","auto",NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-11-24 17:10:24-03","UTFPR","DVPR","2867","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Dias, MC","2011",NA,NA,"Fadelli, L; et al.","258","2000","12","06","Brasil","Paraná","Ventania","Sítio dos Pinheiros","-50.2428016662598","-24.2458000183105",NA,NA,NA,NA,"Árvore 9m, CAP 0,56, projeção da copa 4x3, flores creme-esverdeadas, frutos imaturos verdes, maduros pretos. Matriz do viveiro.; Borda da mata.","DVPR002867",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"32424","auto",NA,NA,NA,NA,NA,NA,NA,NA
"233","2021-03-30 12:33:38-03","EAO","IAN","125419","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lobão, A","2011","09",NA,"Belém, RP","3870","1968","07","16","Brasil","Bahia",NA,"Vale do Rio Mucurí, ao lado da Rod. BR-101.",NA,NA,NA,NA,NA,NA,"Árvore de 15m. x 15cm. de diâmetro. Flores avermelhadas, frutos verdes.","IAN125419",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2021-03-30 12:33:38-03","EAO","IAN","93306","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lobão, A","2011","09",NA,"Glaziou, AFM","2481",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093306",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-03-30 12:33:38-03","EAO","IAN","93571","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lobão, A","2011","09",NA,"Glaziou, AFM","2481","1907",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093571",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2021-03-30 12:33:38-03","EAO","IAN","118862","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lobão, A","2011","09",NA,"Belém, RP; Magalhães, MG","583","1965","03","29","Brasil","Bahia","Ilhéus","Centro de Pesquisas do cacau, (CEPEC, CEPLAC).","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"Árvore de 6m. x 12cm. de diâmetro, flores cremes.","IAN118862",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"237","2021-03-30 12:33:38-03","EAO","IAN","183268","PreservedSpecimen","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Mello-Silva, R","1994","08",NA,"Souza, VC","4465","1993","10","30","Brasil","São Paulo","Itararé","Estrada para a fazenda São Nicolau, a cerca de 1Km da rodovia Itararé-Itapeva e do rio Verde. Cerradão.","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"Arvoreta, 3,5m de altura; flores verde-escuras.","IAN183268",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA
