"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1519","2020-05-14 12:37:11-03","UFG","UFG","10794","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","N. A. Rosa","2494","1978","07","03",NA,"Brasil",NA,NA,NA,"UFG0010794",NA,NA,"Aubl.",NA,"Maranhão","São Bento",NA,"-44.8213996887207","-2.69583010673523",NA,NA,NA,"50107","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520","2019-12-19 11:20:34-03","UFG","UFG","776","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rizzo, J.A.; Barbosa, A.","1076","1968","03","24",NA,"Brasil",NA,NA,"Árvore de 6m.","UFG0000776",NA,NA,"Aubl.","Barbosa, A.","Goiás","Goiânia","À margem direita da GOM-6, 16km de Goiânia. Mata secundária.","-49.2538986206055","-16.6786003112793","UFG0000776",NA,NA,"25250","auto",NA,NA,NA,NA,"1969","07",NA,NA,NA,NA,NA,NA
"1521","2019-12-19 11:20:32-03","UFG","UFG","10176","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rizzo, J.A.; Barbosa, A. & Amaral, L.G.","10058",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Aubl.","Barbosa, A.","Goiás","Goiânia","Campus II UFG.","-49.2538986206055","-16.6786003112793",NA,NA,NA,"25250","auto",NA,NA,NA,NA,"1979","04","05",NA,NA,NA,NA,NA
"1522","2019-12-19 11:20:34-03","UFG","UFG","25570","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Santos, A.A.; Neves, R.B. & Andrade, L.R.M.","814","2000","10","16",NA,"Brasil",NA,NA,"Árvore, cerca de 6m de altura, flor amarela, frutos maduros paleáceos. Comum no local.","UFG0025570",NA,NA,"Aubl.",NA,"Tocantins","Itacajá","Comunidade indígena Krahó, aldeia Pedra Branca, cerca de 2km a SE da aldeia. Antropizado. Solo arenoso. Relevo plano. Vale do Bebida.","-47.7677993774414","-8.39167022705078",NA,NA,NA,"82101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","2019-12-19 11:20:34-03","UFG","UFG","18058","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Teles, S.B.; Lutz, B.E.","s.n.","1995","12","20",NA,"Brasil",NA,NA,"Árvore ca. de 8m, flor amarela e gineceu, androceu amarelo escuros.","UFG0018058",NA,NA,"Aubl.",NA,"Goiás","Senador Canedo","EMGOPA- Estação de Zootecnia, ponto 4.","-49.0931015014648","-16.7080993652344",NA,NA,NA,"15138","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","2019-12-19 11:20:34-03","UFG","UFG","17622","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Gomes-Klein, V.L.; Teles, S.B. & Lutz, B.E.","s.n.","1995","10","09",NA,"Brasil",NA,NA,"Arbusto, cálice verde ferruginoso, pétalas amarelas, botões ferruginosos.","UFG0017622",NA,NA,"Aubl.","Teles, S.B.","Goiás","Senador Canedo","Estação de Zootecnia, ponto 4.","-49.0931015014648","-16.7080993652344",NA,NA,NA,"15138","auto",NA,NA,NA,NA,"1996","03","25",NA,NA,NA,NA,NA
"1525","2019-12-19 11:20:34-03","UFG","UFG","24549","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Ferreira, H.D.","4240","2000","11","08",NA,"Brasil",NA,NA,"Árvore ca. de 6m de altura, com flor amarela, cálice externamente marron. Presença de frutos da outra florada, pelos híspidos marrons.","UFG0024549",NA,NA,"Aubl.","Ferreira, H.D.","Goiás","Goiânia","Margem do rio Meia Ponte.","-49.2538986206055","-16.6786003112793",NA,NA,NA,"25250","auto",NA,NA,NA,NA,"2000","11",NA,NA,NA,NA,NA,NA
"1526","2019-12-19 11:20:34-03","UFG","UFG","3206","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rizzo, J.A.","2525","1968","10","05",NA,"Brasil",NA,NA,"Árvore de 12m.","UFG0003206",NA,NA,"Aubl.","Barroso, G.M.","Goiás","Trindade","Morro do Mendanha, Nas proximidades da estrada para Trindade. Mata primitiva.","-49.488899230957","-16.6494007110596",NA,NA,NA,"26001","auto",NA,NA,NA,NA,"1969","07",NA,NA,NA,NA,NA,NA
"1527","2019-12-19 11:20:34-03","UFG","UFG","15610","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","César, R.","50","1994","04","01",NA,"Brasil",NA,NA,"Arbusto aproximadamente 1m de altura, cálice ocre claro, corola externamente com listras ocre claro e verde claro, internamente leve verde claro.","UFG0015610",NA,NA,"Aubl.","Gomes-Kein, V.L.","Goiás","Goiânia","Parque Ecologico Ulysses Guimarães, 3º posto.","-49.2538986206055","-16.6786003112793",NA,NA,NA,"25250","auto",NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA
"1528","2019-12-19 11:20:34-03","UFG","UFG","4707","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rizzo, J.A.; Barbosa, A.","886","1968","05","18",NA,"Brasil",NA,NA,"Árvore de 4m.","UFG0004707",NA,NA,"Aubl.","Barroso, G.M.","Goiás","Goiânia","Pela GOM-7, no km 12, à esquerda da rodovia. Mata alterada.","-49.2538986206055","-16.6786003112793",NA,NA,NA,"25250","auto",NA,NA,NA,NA,"1969","07",NA,NA,NA,NA,NA,NA
"1529","2019-12-19 11:20:34-03","UFG","UFG","23653","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Walter, B.M.T.; Costa, O.V.; Silva, S.P.; Santos, H.G.P. & Gouveia, A.M.","686","1991","11","18",NA,"Brasil",NA,NA,"Arbóreo 4,5 m, 15cm de diâmetro, flor amarelo-ferrugíneo, botão floral ferrugíneo, fruto marrom/verde musgo. Todos os indivíduos observados em plena frutificação. Frutos cápsulas levemente espinhosos. Frequente na região.","UFG0023653",NA,NA,"Aubl.","Walter, B.M.T.","Goiás","Minaçu","Serra da Mesa, Estrada velha Minaçu-canteiro de obras (UHE Serra da Mesa), 7km do canteiro. Área de influência.Ecótono cerrado/mata estacional semidecídua. Solo areno-argiloso. Latossolo. Relevo acidentado.","-48.2200012207031","-13.5331001281738",NA,NA,NA,"54065","auto",NA,NA,NA,NA,"1991","11","18",NA,NA,NA,NA,NA
"1530","2019-12-19 11:20:34-03","UFG","UFG","22890","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rizzo, J.A.; Hashimoto, M.Y. & Fonseca, A.S.","12082","1994","11","18",NA,"Brasil",NA,NA,"8m, corola amarela.","UFG0022890",NA,NA,"Aubl.","Rizzo, J.A.","Goiás","Mossâmedes","Serra Dourada, Da Reserva Biológica até as córregos Cafundó e Piçarrão; 2º transecto. Cerradão.","-50.2150001525879","-16.1266994476318",NA,NA,NA,"30139","auto",NA,NA,NA,NA,"1994","11","18",NA,NA,NA,NA,NA
"1531","2019-12-19 11:20:34-03","UFG","UFG","21100","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rizzo, J.A.; Hashimoto, M.Y. & Fonseca, A.S.","12184","1994","04","14",NA,"Brasil",NA,NA,NA,"UFG0021100",NA,NA,"Aubl.","Ferreira, H.D.","Goiás","Mossâmedes","Serra Dourada, Da Reserva Biológica até as córregos Cafundó e Piçarrão; 2º transecto. Floresta ciliar.","-50.2150001525879","-16.1266994476318",NA,NA,NA,"30139","auto",NA,NA,NA,NA,"1994","04","14",NA,NA,NA,NA,NA
"1532","2019-12-19 11:20:34-03","UFG","UFG","22892","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rizzo, J.A.; Hashimoto, M.Y. & Fonseca, A.S.","11013","1994","02","18",NA,"Brasil",NA,NA,"Flores amarelas.","UFG0022892",NA,NA,"Aubl.","Rizzo, J.A.","Goiás","Mossâmedes","Serra Dourada, Da Reserva Biológica até as córregos Cafundó e Piçarrão; 2º transecto. Floresta ciliar.","-50.2150001525879","-16.1266994476318",NA,NA,NA,"30139","auto",NA,NA,NA,NA,"1994","02","18",NA,NA,NA,NA,NA
"1533","2019-12-19 11:20:34-03","UFG","UFG","22891","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rizzo, J.A.; Hashimoto, M.Y. & Fonseca, A.S.","11128","1994","03","18",NA,"Brasil",NA,NA,"8m, corola amarela.","UFG0022891",NA,NA,"Aubl.","Hashimoto, M.Y.","Goiás","Mossâmedes","Serra Dourada, Da Reserva Biológica até as córregos Cafundó e Piçarrão; 2º transecto. Floresta ciliar.","-50.2150001525879","-16.1266994476318",NA,NA,NA,"30139","auto",NA,NA,NA,NA,"1994","03","18",NA,NA,NA,NA,NA
"1534","2019-12-19 11:20:34-03","UFG","UFG","22893","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rizzo, J.A.; Hashimoto, M.Y. & Fonseca, A.S.","11869","1994","10","18",NA,"Brasil",NA,NA,"8m, corola amarela.","UFG0022893",NA,NA,"Aubl.","Rizzo, J.A.","Goiás","Mossâmedes","Serra Dourada, Da Reserva Biológica até os córregos Cafundó e Piçarão; 2º transecto. Floresta ciliar.","-50.2150001525879","-16.1266994476318",NA,NA,NA,"30139","auto",NA,NA,NA,NA,"1994","10","18",NA,NA,NA,NA,NA
"1535","2019-12-19 11:20:34-03","UFG","UFG","22888","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rizzo, J.A.; et al.","11765","1994","09","14",NA,"Brasil",NA,NA,"8 m, corola amarela, estames numerosos. Cerradão.","UFG0022888",NA,NA,"Aubl.","Rizzo, J.A.","Goiás","Mossamedes","Serra Dourada, Da reserva biologica até os córregos Cafundó e Piçarrão.","-50.2150001525879","-16.1266994476318",NA,NA,NA,"30139","auto",NA,NA,NA,NA,"1994","09","14",NA,NA,NA,NA,NA
"1536","2019-12-19 11:20:34-03","UFG","UFG","22889","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rizzo, J.A.; et al.","11586","1994","07","20",NA,"Brasil",NA,NA,"7 m, floresta ciliar.","UFG0022889",NA,NA,"Aubl.","Rizzo, J.A.","Goiás","Mossamedes","Serra Dourada, Da reserva biologica até os córregos Cafundó e Piçarrão.","-50.2150001525879","-16.1266994476318",NA,NA,NA,"30139","auto",NA,NA,NA,NA,"1994","07","20",NA,NA,NA,NA,NA
"1537","2019-12-19 11:20:34-03","UFG","UFG","20683","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","César, R.","44","1993","12","10",NA,"Brasil",NA,NA,"Árvore de aproximadamente 6m de altura, folhas verdes discolores, flores sistosas amarelas, frutos secos marrons.","UFG0020683",NA,NA,"Aubl.",NA,"Goiás","Mossâmedes","Serra Dourada, Subindo pelo Caminho, para a sede da UFG.","-50.2150001525879","-16.1266994476318",NA,NA,NA,"30139","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538","2019-06-10 10:11:04-03","FZB-BH","BHZB","607","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Carvalho, C.","3","2001","06","22",NA,"Brasil",NA,NA,"Com duplicata.",NA,NA,NA,NA,NA,"MG","Belo Horizonte","Parque Municipal","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539","2019-06-10 10:11:04-03","FZB-BH","BHZB","152","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Fernandes, F.M.","48","1993","05","20",NA,"Brasil",NA,NA,"Com duplicata.Cultivado <ll>dwc_commonname:</ll> Pau de jangada",NA,NA,NA,NA,NA,"MG","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540","2019-06-10 10:11:04-03","FZB-BH","BHZB","7320","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Couto, P.A.",NA,"2008","07","08",NA,"Brasil",NA,NA,"Nº 10. Outros coletores: Marques, A.R.G; Santos, E. Coord.: 19°51'26.1 S 44°02'50.1 W. Sem duplicata.",NA,NA,NA,NA,"R.C. Mota","MG","Contagem","Córrego do Banguelo / Sub-bacia do Córrego Bom Jesus / Bacia da Lagoa da Pampulha","-44.04725","-19.85725",NA,NA,NA,NA,NA,NA,NA,"44W 02' 50.1","19S 51' 26.1","2009","02","13",NA,NA,NA,NA,NA
"1541","2021-01-26 13:55:52-03","IMA","MAC","10982","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","R.P.Lyra-Lemos","4556","2000","05","10",NA,"Brasil",NA,NA,"Árvore planta com ca. de 5m de alt. Flores amarelas. Frutos imaturos.; Mata Atlântica","MAC0010982",NA,NA,"Aubl.","R.P.Lyra-Lemos","Alagoas","Coruripe","Próximo à Usina Coruripe, vegetação secundária em vale.","-36.298889","-10.215556","MAC0010982 MAC0010982_1",NA,NA,NA,NA,NA,NA,"-36.298889","-10.215556","2000",NA,NA,NA,NA,NA,NA,NA
"1542","2021-01-26 13:55:52-03","IMA","MAC","14301","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","R.P.Lyra-Lemos","5588","2001","05","17",NA,"Brasil",NA,NA,"Árvore planta com ca de 2m de alt., em borda de mata ombrófila. Flores amarelas.; Mata Atlântica","MAC0014301",NA,NA,"Aubl.","R.P.Lyra-Lemos","Alagoas","Coruripe","Vale do riacho Camundongo. Vegetação ombrófila pioneira em pasto, mata ciliar.","-36.298889","-10.215556","MAC0014301",NA,NA,NA,NA,NA,NA,"-36.298889","-10.215556","2001",NA,NA,NA,NA,NA,NA,NA
"1543","2021-01-26 13:55:52-03","IMA","MAC","14727","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","M.A.B.L.Machado; et al.","04","2001","08","29",NA,"Brasil",NA,NA,"Árvore planta com ca. de 4m de alt. Flores amarelas.; Mata Atlântica","MAC0014727",NA,NA,"Aubl.","R.P.Lyra-Lemos","Alagoas","Coruripe","Usina Coruripe, Fazenda Santo Antônio A, mata da garagem.","-36.300422","-10.213894","MAC0014727",NA,NA,NA,NA,NA,NA,"-36.300422","-10.213894",NA,NA,NA,NA,NA,NA,NA,NA
"1544","2021-01-26 13:55:52-03","IMA","MAC","2043","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","A.I.Leão; E.L.Costa","12","1976","01","16",NA,"Brasil",NA,NA,"Árvore","MAC0002043",NA,NA,"Aubl.",NA,"Rio de Janeiro","Rio de Janeiro","Jardim Botânico, cultivada no canteiro IX E.","-43.223344","-22.963636","MAC0002043",NA,NA,NA,NA,NA,NA,"-43.223344","-22.963636",NA,NA,NA,NA,NA,NA,NA,NA
"1545","2021-01-26 13:55:52-03","IMA","MAC","20445","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","M.Moraes","04","1997","03","15",NA,"Brasil",NA,NA,"Árvore.; Vegetação arbustivo-arbórea.","MAC0020445",NA,NA,"Aubl.",NA,"Pernambuco","Igarassu","Refúgio Ecológico Charles Darwin.","-34.947778","-7.824167","MAC0020445",NA,NA,NA,NA,NA,NA,"-34.947778","-7.824167",NA,NA,NA,NA,NA,NA,NA,NA
"1546","2021-01-26 13:55:52-03","IMA","MAC","22469","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Costa, A; et al.","s.n.","2005","05","14",NA,"Brasil",NA,NA,"Árvore ca. de 10m de altura. Flores cremes.; Mata Atlântica.","MAC0022469",NA,NA,"Aubl.","R.P.Lyra-Lemos","Alagoas","Maceió","Usina Cachoeira, Serra da Saudinha.","-35.708947","-9.649847",NA,NA,NA,NA,NA,NA,NA,"-35.708947","-9.649847","2005",NA,NA,NA,NA,NA,NA,NA
"1547","2021-01-26 13:55:52-03","IMA","MAC","24659","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","I.A.Bayma","s.n.","2006","06","30",NA,"Brasil",NA,NA,"Arvoreta ca. 4m de altura. Flores amarelas.; Mata Atlântica em estágio inicial de regeneração natural.","MAC0024659",NA,NA,"Aubl.","I.A.Bayma","Paraiba","Lucena","Fazenda Bom Sucesso.","-34.896944","-6.876806","MAC0024659",NA,NA,NA,NA,NA,NA,"-34.896944","-6.876806","2006",NA,NA,NA,NA,NA,NA,NA
"1548","2021-01-26 13:55:52-03","IMA","MAC","29961","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","R.de M.Valadão; M.L.Guedes","210","2006","01","24",NA,"Brasil",NA,NA,"Árvore ca. 12 m de altura. Botões esverdeados. Frutos do tipó cápsula.; Mata secundária.","MAC0029961",NA,NA,"Aubl.","M.L.Guedes; R.de M.Valadão","Bahia","Ituberá","Litoral Sul, Fazenda da Mishellin.","-39.133333","-13.716667","MAC0029961",NA,NA,NA,NA,NA,NA,"-39.133333","-13.716667","2007",NA,NA,NA,NA,NA,NA,NA
"1549","2021-01-26 13:55:52-03","IMA","MAC","3014","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","M.N.R.Staviski; A.Sarmento; L.Chaves","656","1983","08","27",NA,"Brasil",NA,NA,"Árvore ca. 12 m de altura. Flores amarelas.; Floresta estacional semi-decidual.","MAC0003014",NA,NA,"Aubl.","M.C.Tschá","Alagoas","Coruripe","Bom Sucesso.","-36.175556","-10.125833","MAC0003014",NA,NA,NA,NA,NA,NA,"-36.175556","-10.125833","2000","01",NA,NA,NA,NA,NA,NA
"1550","2021-01-26 13:55:52-03","IMA","MAC","34287","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","J.W.A.Silva; I.A.Bayma","39","2008","06","21",NA,"Brasil",NA,NA,"Árvore. Flores amarelas.; Mata Atlântica.","MAC0034287",NA,NA,"Aubl.","F.Cavalcante","Alagoas","São Miguel dos Campos.",NA,"-36.093611","-9.781111","MAC0034287 MAC0034287_1",NA,NA,NA,NA,NA,NA,"-36.093611","-9.781111","2008",NA,NA,NA,NA,NA,NA,NA
"1551","2021-01-26 13:55:52-03","IMA","MAC","40838","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","R.P.Lyra-Lemos; F.Cavalcante","12485","2009","08","29",NA,"Brasil",NA,NA,"Árvore ca. 10 m de alt. Flores amarelas.; Mata Atlântica.","MAC0040838",NA,NA,"Aubl.","R.P.Lyra-Lemos","Alagoas","Coruripe","Fazenda Capiatã.","-36.175556","-10.125833","MAC0040838",NA,NA,NA,NA,NA,NA,"-36.175556","-10.125833",NA,NA,NA,NA,NA,NA,NA,NA
"1552","2021-01-26 13:55:52-03","IMA","MAC","46576","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","I.S.Matos; M.Landim; E.Santos","18","2008","05","19",NA,"Brasil",NA,NA,"Árvore ca. de 3m de altura. Flores amareladas.; Mata Atlântica.","MAC0046576",NA,NA,"Aubl.","I.S.Matos","Sergipe","Itaporanga","Fazenda Trapsa.",NA,NA,"MAC0046576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553","2021-01-26 13:55:52-03","IMA","MAC","51196","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","J.W.Alves-Silva; M.C.S.Mota; C.Couto","773","2010","10","23",NA,"Brasil",NA,NA,"Árvore ca. 6 m. Frutos marrons.; Mata Atlântica.","MAC0051196",NA,NA,"Aubl.",NA,"Alagoas","Teotônio Vilela","Reserva Bulandi.","-36.359769","-9.908467","MAC0051196",NA,NA,NA,NA,NA,NA,"-36.359769","-9.908467",NA,NA,NA,NA,NA,NA,NA,NA
"1554","2021-01-26 13:55:52-03","IMA","MAC","51206","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","J.W.Alves-Silva; M.C.S.Mota; C.Couto","783","2010","10","23",NA,"Brasil",NA,NA,"Árvore. Flor amarela. Frutos jovens marrons.; Mata Atlântica.","MAC0051206",NA,NA,"Aubl.",NA,"Alagoas","Teotônio Vilela","Reserva Bulandi.","-36.359769","-9.908467","MAC0051206",NA,NA,NA,NA,NA,NA,"-36.359769","-9.908467",NA,NA,NA,NA,NA,NA,NA,NA
"1555","2021-01-26 13:55:52-03","IMA","MAC","55999","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","O.J.Pereira; L.F.D.Valentim; R.P.Lyra-Lemos","7877","2011","09","26",NA,"Brasil",NA,NA,"Planta com ca. 6 m. Flor amarela. Fruto verde.; Mata Atlântica.","MAC0055999",NA,NA,"Aubl.",NA,"Alagoas","Coqueiro Seco","Floresta na encosta, Antropizada. Vegetação sobre terreno terciário. Formação de barreiras.","-35.799556","-9.665278","MAC0055999 MAC0055999_1",NA,NA,NA,NA,NA,NA,"-35.799556","-9.665278",NA,NA,NA,NA,NA,NA,NA,NA
"1556","2021-01-26 13:55:52-03","IMA","MAC","56202","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","J.A.R.Silva","22","2012","05","09",NA,"Brasil",NA,NA,"Árvore ca. 3 m. Flores amarelas.; Mata Atlântica.","MAC0056202",NA,NA,"Aubl.",NA,"Alagoas","Coruripe","Fazenda Capiatã.","-36.298889","-10.215556","MAC0056202",NA,NA,NA,NA,NA,NA,"-36.298889","-10.215556",NA,NA,NA,NA,NA,NA,NA,NA
"1557","2021-01-26 13:55:52-03","IMA","MAC","56284","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","J.W.Alves-Silva; R.L.Silva; C.B.L.Araújo","1175","2012","01","17",NA,"Brasil",NA,NA,"Árvore ca. 4 m. Frutos marrons.; Mata Atlântica.","MAC0056284",NA,NA,"Aubl.",NA,"Alagoas","São José da Laje","Usina Serra Grande, Mata do Pinto.","-36.106389","-9.026944","MAC0056284",NA,NA,NA,NA,NA,NA,"-36.106389","-9.026944",NA,NA,NA,NA,NA,NA,NA,NA
"1558","2021-01-26 13:55:52-03","IMA","MAC","6946","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","M.N.R.Staviski; R.P.Lyra-Lemos","900","1982","03","11",NA,"Brasil",NA,NA,"Árvore ca. 8 m de altura. Botões florais ferrugineos. Flores com pétalas amarelas.; Mata pluvial tropical (degradada).","MAC0006946",NA,NA,"Aubl.","M.C.Tschá","Alagoas","União dos Palmares","Serra Pelada.","-36.031667","-9.163056","MAC0006946",NA,NA,NA,NA,NA,NA,"-36.031667","-9.163056","2000",NA,NA,NA,NA,NA,NA,NA
"1559","2021-01-26 13:55:52-03","IMA","MAC","13496","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","I.A.Bayma; E.Santos","536","2000","12","29",NA,"Brasil",NA,NA,"Árvore planta com ca de 3m de alt., depredada. Botões castanhos. Frutos imaturos.; Mata Atlântica","MAC0013496",NA,NA,"Aubl.","I.A.Bayma","Alagoas","Campo Alegre","Fazenda Fonte Grande, bacia do rio Manibu.","-36.585556","-10.305278","MAC0013496",NA,NA,NA,NA,NA,NA,"-36.585556","-10.305278","2001",NA,NA,NA,NA,NA,NA,NA
"1560","2021-01-26 13:55:52-03","IMA","MAC","33943","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","G.B.Araujo; '","415","2008","08","09",NA,"Brasil",NA,NA,"Árvore ca. de 6m. de altura. Botões marrons.; Área de transição. Mata/Cerrado.","MAC0033943",NA,NA,"Aubl.","E.C.O.Chagas","Alagoas","Marechal Deodoro",NA,"-36.497222","-10.184167","MAC0033943",NA,NA,NA,NA,NA,NA,"-36.497222","-10.184167","2009","07","17",NA,NA,NA,NA,NA
"1561","2021-01-26 13:55:52-03","IMA","MAC","64084","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","E.Lins","15","2017","05","16",NA,"Brasil",NA,NA,"Árvore. Flores amarelas.; Mata Atlântica.","MAC0064084",NA,NA,"Aubl.",NA,"Alagoas","Jequiá da Praia","RPPN Sinimbu.","-37.077467","-9.833333","MAC0064084",NA,NA,NA,NA,NA,NA,"-37.077467","-9.833333",NA,NA,NA,NA,NA,NA,NA,NA
"1562","2021-01-26 13:55:52-03","IMA","MAC","43700","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Chagas-Mota; V.G.Ramalho","5204","2009","08","29",NA,"Brasil",NA,NA,"Árvore ca. 7 m de altura. Estéril.; Mata Atlântica.","MAC0043700",NA,NA,"Aubl.","E.C.O.Chagas","Alagoas","Paripueira","RPPN Sabiá.","-35.916667","-9.785278","MAC0043700",NA,NA,NA,NA,NA,NA,"-35.916667","-9.785278","2009","08","29",NA,NA,NA,NA,NA
"1563","2021-01-26 13:55:52-03","IMA","MAC","1005","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","M.J.B.Mendes","23","1980","10","28",NA,"Brasil",NA,NA,"Árvore. Flores amarelas. Fruto globoso muito piloso, botões verdes.; Mata pluvial tropical.","MAC0001005",NA,NA,"Aubl.","E.C.O.Chagas","Alagoas","São Miguel dos Campos","Fazenda Pau brasil, Km 127 Br 101.","-36.923358","-9.783111","MAC0001005 MAC0001005_1 MAC0001005_2",NA,NA,NA,NA,NA,NA,"-36.923358","-9.783111","2009","03","16",NA,NA,NA,NA,NA
