"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"610","2019-11-27 13:50:06-03","UFS","ASE","27721","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Magalhães, MJ; Mendonça-Filho, CJM","ASE27721","2010","12","28","Southern America","Brasil",NA,NA,"Arvoreta com 4m. Exsxudado incolor. Folhas ásperas. Coordenadas UTM: 8794200 N 695918 W","ASE0031986","Magnoliophyta",NA,"Aubl.","Magalhães, MJM","Sergipe","São Cristóvão","Barragem do rio Poxim-açu","-37.206389","-11.014722",NA,NA,NA,NA,NA,NA,NA,"-37.206389","-11.014722","2010","12","28",NA,NA,NA,NA,NA
"611","2019-11-27 13:50:06-03","UFS","ASE","29317","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Gomes, C","108","2007","07","27","Southern America","Brasil",NA,NA,"Mata Atlântica","ASE0000671","Magnoliophyta",NA,"Aubl.","Andrade, RS","Sergipe","Indiaroba","Fazenda Sabão","-37.511389","-11.519444","ASE0000671",NA,NA,NA,NA,NA,NA,"-37.511389","-11.519444","2015","06","09",NA,NA,NA,NA,NA
"612","2019-11-27 13:50:06-03","UFS","ASE","29318","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Gomes, C","107","2007","07","27","Southern America","Brasil",NA,NA,"Mata Atlântica","ASE0000672","Magnoliophyta",NA,"Aubl.","Andrade, RS","Sergipe","Indiaroba","Fazenda Sabão","-37.511389","-11.519444","ASE0000672 ASE0000672_1",NA,NA,NA,NA,NA,NA,"-37.511389","-11.519444","2015","06","09",NA,NA,NA,NA,NA
"613","2019-11-27 13:50:06-03","UFS","ASE","31682","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Gonçalves, FB","59","2014","04","11","Southern America","Brasil",NA,NA,"6,3m de altura. Base reta. Cor da casca externamente marrom escuro e internamente avermelhada. Espessura da casca externa: fina. Tipo de casca: rugosa. Coordenadas UTM: E(0690351m) N(8825504m); Nº do conglomerado: 088; Nº da Subunida","ASE0002889","Magnoliophyta",NA,"Aubl.","Gemano, MFS","Sergipe","Santa Rosa de Lima","Vegetação secundária em estágio primário. Solo raso e pedregoso","-37.193889","-10.646667","ASE0002889",NA,NA,NA,NA,NA,NA,"-37.193889","-10.646667","2014","08","15",NA,NA,NA,NA,NA
"614","2019-11-27 13:50:06-03","UFS","ASE","32423","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Gonçalves, FB","70","2014","04","16","Southern America","Brasil",NA,NA,"Árvore. Casca externa marrom, fina, áspera, e casca interna amarela. Coordenadas UTM: E (0690239m) N (8805593m). Nº de conglomerado: 117, Nº da subunidade: 04, Nº da subparcela: 05, Nº da árvore: 02R(F8).","ASE0003714","Magnoliophyta",NA,"Aubl.","Silva, TR","Sergipe","Areia Branca","Vegetação secundária em estagio médio, avançado. Solo argiloso","-37.315","-10.758056","ASE0003714",NA,NA,NA,NA,NA,NA,"-37.315","-10.758056","2014","05","07",NA,NA,NA,NA,NA
"615","2019-11-27 13:50:06-03","UFS","ASE","32426","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Gonçalves, FB","68","2014","04","16","Southern America","Brasil",NA,NA,"Árvore, com ca. de 7,5m de altura. Casca externa cinza, fina, lisa, e casca interna esbranquiçada,. Coordenadas UTM: E (0690239m) N (8805593m). Nº de conglomerado: 117, Nº da subunidade: 04, Nº da subparcela: 05, Nº da árvore: 17(F6).","ASE0003717","Magnoliophyta",NA,"Aubl.","Silva, TR","Sergipe","Areia Branca","Solo argiloso, vegetação secundária em estagio médio, avançado","-37.315","-10.758056","ASE0003717",NA,NA,NA,NA,NA,NA,"-37.315","-10.758056","2014","05","07",NA,NA,NA,NA,NA
"616","2019-11-27 13:50:06-03","UFS","ASE","33022","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Almeida, ES","380","2014","06","04","Southern America","Brasil",NA,NA,"Árvore com aprox. 9,5 m de altura, casca interna cinza e externa bege e fina, fruto em forma de ouriço, marrom, seco e com arilo. N° do Conglomerado: 105, Coordenadas UTM do Ponto Central: E(0700141 m) e N(8815492 m), Número da Subuni","ASE0004867","Magnoliophyta",NA,"Aubl.","Vale, CO","Sergipe","Divina Pastora",NA,"-37.148333","-10.688611","ASE0004867",NA,NA,NA,NA,NA,NA,"-37.148333","-10.688611","2015","02","11",NA,NA,NA,NA,NA
"617","2019-11-27 13:50:06-03","UFS","ASE","40624","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Santos, E; Santos, PAL; Silva, A; Santos, LC","292","2018","09","04","Southern America","Brasil",NA,NA,"Árvore com ramos ferrugíneos.","ASE0042145","Magnoliophyta",NA,"Aubl.","Déda, RM","Sergipe","São Cristóvão","Estrada Velha, Caípe","-37.1223","-11.0053",NA,NA,NA,NA,NA,NA,NA,"-37.1223","-11.0053","2018","10","25",NA,NA,NA,NA,NA
"618","2019-11-27 13:50:06-03","UFS","ASE","4837","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Viana, G","1881","1987","07","09","Southern America","Brasil",NA,NA,"Árvore. Cinco metros. Flores cremes.; Árvore. Cinco metros. Flores cremes.; Cerrado.","ASE0025467","Magnoliophyta",NA,"Aubl.","Viana, G","Sergipe","São Cristóvão","Campus Universitário","-37.206389","-11.014722","ASE0025467",NA,NA,NA,NA,NA,NA,"-37.206389","-11.014722","1988","12","20",NA,NA,NA,NA,NA
"619","2019-11-27 13:50:06-03","UFS","ASE","527","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Fonseca, MR","ASE527","1978","02","17","Southern America","Brasil",NA,NA,"Árvore. 5. metro. folhas simples e alternas; flores amarelas; frutos imaturos verdes com pêlos rijos.; Árvore. 5. metro. folhas simples e alternas; flores amarelas; frutos imaturos verdes com pêlos rijos.; Mata subperenifolia","ASE0012889","Magnoliophyta",NA,"Aubl.","Andrade-Lima, D de","Sergipe","Nossa Senhora do Socorro","Estação do Imbura","-37.116667","-10.866944","ASE0012889_2",NA,NA,NA,NA,NA,NA,"-37.116667","-10.866944","1978","10","18",NA,NA,NA,NA,NA
"620","2019-11-27 13:50:06-03","UFS","ASE","545","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Fonseca, MR","ASE545","1978","03","09","Southern America","Brasil",NA,NA,"Arboreta. 4. metro. folhas simples alternas; flores amarelas, frutos imaturos verdes com pêlos rijos.; Arboreta. 4. metro. folhas simples alternas; flores amarelas, frutos imaturos verdes com pêlos rijos.; Capoeira de mata subperenifo","ASE0012900","Magnoliophyta",NA,"Aubl.","Andrade-Lima, D de","Sergipe","Capela","Usina Santa Clara","-37.054667","-10.536861","ASE0012900",NA,NA,NA,NA,NA,NA,"-37.054667","-10.536861","1978","10","18",NA,NA,NA,NA,NA
"621","2019-11-27 13:50:06-03","UFS","ASE","608","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Fonseca, MR; Menezes, M","ASE608","1978","04","20","Southern America","Brasil",NA,NA,"Árvore. 6. metro. folhas simples alternas; folhas amarelas em inflorescências.; Árvore. 6. metro. folhas simples alternas; folhas amarelas em inflorescências.; Mata subperenifolia","ASE0012937","Magnoliophyta",NA,"Aubl.","Andrade-Lima, D de","Sergipe","Santo Amaro das Brotas","Mata dos Arauris","-37.054167","-10.789167","ASE0012937",NA,NA,NA,NA,NA,NA,"-37.054167","-10.789167","1978","08","22",NA,NA,NA,NA,NA
"622","2019-11-27 13:50:06-03","UFS","ASE","7319","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Viana, G; Umbelino, PC","55","2000","08","03","Southern America","Brasil",NA,NA,"Mata Atlântica.","ASE0026092","Magnoliophyta",NA,"Aubl.",NA,"Sergipe","Malhador","Jacarecica, Área de enchimento do lago.","-37.304444","-10.658056","ASE0026092",NA,NA,NA,NA,NA,NA,"-37.304444","-10.658056",NA,NA,NA,NA,NA,NA,NA,NA
"623","2019-11-27 13:50:06-03","UFS","ASE","9330","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Ribeiro, LV; Santos; E.","86","2006","04","27","Southern America","Brasil",NA,NA,"arvore. 3. metro. folhas alternas, ou verticiladas, pelos no peciolo.; arvore. 3. metro. folhas alternas, ou verticiladas, pelos no peciolo.; borda de mata","ASE0018612","Magnoliophyta",NA,"Aubl.",NA,"Sergipe","São Cristóvão","rod. João Bebe Agua","-37.206389","-11.014722","ASE0018612",NA,NA,NA,NA,NA,NA,"-37.206389","-11.014722",NA,NA,NA,NA,NA,NA,NA,NA
"624","2019-11-27 13:50:06-03","UFS","ASE","33635","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Cardoso, DS; Pereira, BV; Santos, E","417","2015","03","05","Southern America","Brasil",NA,NA,"Árvore com cerca de 12m, frutos maduros e imaturos; Mata Atlântica","ASE0006566","Magnoliophyta",NA,"Aubl.","Cardoso, DS","Sergipe","Aracaju","APA Morro do Urubu","-37.03148","-10.529179","ASE0006566",NA,NA,NA,NA,NA,NA,"-37.03148","-10.529179",NA,NA,NA,NA,NA,NA,NA,NA
"625","2020-10-09 11:41:15-03","UFS","ASE","42547","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Silva, FO; Fabricante, JR","297","2018","05","15","Southern America","Brasil",NA,NA,"Árvore - aprox. 3 m de altura. Botaão floral de coloração amarela apresenta pilosidade. Folhas opostas de coloação verde claro na face abaxial e verde escuro na face adaxial forma elíptica apresenta pilosidade. Caulde do tipo trenco d","ASE0044029","Magnoliophyta",NA,"Aubl.","Fabricante, JR","Sergipe","Aracaju","Parque Governador José Rollemberg Leite, Área de Preservação Ambiental Morro do Urubu","-37.32339","-10.53154",NA,"9","9",NA,NA,NA,NA,"-37.32339","-10.53154","2018","05","17",NA,NA,NA,NA,NA
"626","2020-10-09 11:41:15-03","UFS","ASE","42503","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Silva, FO; Fabricante, JR","306","2018","06","05","Southern America","Brasil",NA,NA,"Árvore - aprox. 4 m de altura. Inflorescência com flores pentâmeras de coloração amarelas que apresentam sépalas de coloração creme e textura pilosa. Fruto globular de coloração verde e textura pilosa. Folhas alternas de coloração ver","ASE0043985","Magnoliophyta",NA,"Aubl.","Fabricante, JR","Sergipe","Itabaiana","PARNA Serra de Itabaiana, Serra de Itabaiana","-37.214786","-10.434692",NA,"353","353",NA,NA,NA,NA,"-37.214786","-10.434692","2018","06","07",NA,NA,NA,NA,NA
"627","2019-11-27 13:50:06-03","UFS","ASE","7194","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Vicente, A","15","1997","03","28","Southern America","Brasil",NA,NA,"Árvore ca de 4,5 m, folhas pilosas presença de botões florais e flores amareladas e sépalas marrons com pêlos.; Árvore ca de 4,5 m, folhas pilosas presença de botões florais e flores amareladas e sépalas marrons com pêlos.; Mata","ASE0025133","Magnoliophyta",NA,"Aubl.","Vicente, A","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana","-37.2081","-10.4583","ASE0025133",NA,NA,NA,NA,NA,NA,"-37.2081","-10.4583","1997","07","11",NA,NA,NA,NA,NA
"628","2019-11-27 13:50:06-03","UFS","ASE","826","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Fonseca, MR","424","1980","12","03","Southern America","Brasil",NA,NA,"Árvore. 5. metro. folhas alternas, frutos imaturos verdes, elípticos com pêlos duros.; Árvore. 5. metro. folhas alternas, frutos imaturos verdes, elípticos com pêlos duros.; Capoeira (mata de encosta de serra)","ASE0013091","Magnoliophyta",NA,"Aubl.","Fonseca, MR","Sergipe","Itabaiana","Povoado Ribeira, Solo argiloso","-37.253","-10.4107","ASE0013091",NA,NA,NA,NA,NA,NA,"-37.253","-10.4107","1980","12","03",NA,NA,NA,NA,NA
"629","2019-11-27 13:50:06-03","UFS","ASE","37786","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Cia. Saneamento de Sergipe","22","2010","08","28","Southern America","Brasil",NA,NA,"Arbusto com frutos castanhos esverdeados.; Mata Atlântica","ASE0038862","Magnoliophyta",NA,"Aubl.",NA,"Sergipe","São Cristóvão","Barragem Rio Poxim-Açu","-37.543","-10.4822","ASE0038862",NA,NA,NA,NA,NA,NA,"-37.543","-10.4822",NA,NA,NA,NA,NA,NA,NA,NA
"630","2020-07-10 13:31:59-03","UFCG","CSTR","1605","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Melo, Y.; Pinheiro, K.; Lucena, M.F.A.; Córdula, E.; Vital, M.T.; Neto, A.C.L. & Biral, L.","131","2007","02","10",NA,"Brasil",NA,NA,"Flores com tépalas verdes, polistêmones, ovário súpero de cor verde. Folhas pilosas, subarbusto. Veg; Serra das Umburanas.",NA,NA,NA,"Aubl.",NA,NA,NA,"Caatinga arbustivo-arbórea densa.","-38","-8",NA,NA,NA,NA,NA,NA,NA,"-38","-8",NA,NA,NA,NA,NA,NA,NA,NA
"631","2020-07-24 11:01:12-03","UFCG","CSTR","7354","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Silva, F.G.","475","2018","10","02",NA,"Brasil",NA,NA,"Árvore ca 3,5 m alt., folhas coreáceas, flor amarela e fruto esverdeado.",NA,NA,NA,"Aubl.","Silva, F.G.","Pernambuco","Rio Formoso",NA,"-35.133333","-8.648611",NA,"25","25",NA,NA,NA,NA,"-35.133333","-8.648611","2018","10","02",NA,NA,NA,NA,NA
"632","2021-03-01 16:42:16-03","UNICAMP","UEC","170307","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Garcia, LC","10","2008","05","17",NA,"Brazil",NA,NA,"Árvore plantada de 7 m, botões e frutos imaturos.; Mata ciliar em processo de restauração desde 1998.&nf;Mata Atlântica.&nf;Floresta Estacional Semidecídua.","UEC010432","Magnoliopsida",NA,"Aubl.","Garcia, LC","São Paulo","Santa Bárbara d'Oeste","Represa São Luís.","-47.720969","-23.383744","UEC010432","554","554",NA,NA,NA,NA,"-47.720969","-23.383744",NA,NA,NA,NA,NA,NA,NA,NA
"633","2021-03-01 16:42:16-03","UNICAMP","UEC","15028","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Ratter, JA; Castro, RA; Souza, R; Santos, RR; Andrelinho, RA","1858","1968","06","20",NA,"Brazil",NA,NA,"Tree, 12m tall. Trumk 30cm in diameter at breast height. No buthesses. For blaze details see R1063 which is a flowing specimen from the same tree.; In deciduous valley foreston rich soil.",NA,"Magnoliopsida",NA,"Aubl.","Souza, BM","Mato Grosso","Nova Xavantina","8 Km. E. of the Base Camp of the Expedition. Ca. de 270 Km N. of Xavantina on the Xavantina - São Felix road.","-51.866667","-12.9",NA,NA,NA,NA,NA,NA,NA,"-51.866667","-12.9","1997","07","24",NA,NA,NA,NA,NA
"634","2021-03-01 16:42:16-03","UNICAMP","UEC","123131","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Ivanauskas, NM","4275","2000","02","17",NA,"Brazil",NA,NA,"Árvore de 11m. Flores amarelas.; Floresta ombrófila Aberta.",NA,"Magnoliopsida",NA,"Aubl.","Ivanauskas, NM","Mato Grosso","Gaúcha do Norte","Propriedade de Alfredo Zingler.","-53.45","-13.166667",NA,NA,NA,NA,NA,NA,NA,"-53.45","-13.166667",NA,NA,NA,NA,NA,NA,NA,NA
"635","2021-03-01 16:42:16-03","UNICAMP","UEC","174213","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Damasceno Junior, GA; Rodriguez, DP","1989","2000","10","24",NA,"Brazil",NA,NA,"Árvore, &nf;10m de altura. flor amarelo- alaranjado.; Mata decídua de planície. solo argiloso. Relevo plano.","UEC026332","Magnoliopsida",NA,"Aubl.",NA,"Mato Grosso do Sul","Ladário","Rancho do Sr. Buguinho e arredores, Faenda São Marcelo.&nf;19º 11' 15,148''s&nf;57º 34' 53,081''w","-57.485333","-19.086889","UEC026332",NA,NA,NA,NA,NA,NA,"-57.485333","-19.086889",NA,NA,NA,NA,NA,NA,NA,NA
"636","2021-03-01 16:42:16-03","UNICAMP","UEC","97629","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Nave, AG; Carneiro, PHM; Dário, FR; Lopes, RF","1153","1997","02","21",NA,"Brazil",NA,NA,"Árvore com 6m de altura, botão floral.; Cerradão. Borda.",NA,"Magnoliopsida",NA,"Aubl.","Dário, FR; Nave, AG","Mato Grosso","Chapada dos Guimarães","Estrada Chapada dos Guiamarães - Cuiabá, Estrada Vicinal Cuiabá-fazenda Ponderoza.","-55.72","-15.5325",NA,NA,NA,NA,NA,NA,NA,"-55.72","-15.5325",NA,NA,NA,NA,NA,NA,NA,NA
"637","2021-03-01 16:42:16-03","UNICAMP","UEC","20227","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Jangoux, J; Bahia, RP","303","1978","12","11",NA,"Brazil",NA,NA,"Árvore de 10m de altura, 18cm de diâmetro; pétalas laranjadas; (fruto espinhoso, coletado no chão).; Capoeira.",NA,"Magnoliopsida",NA,"Aubl.","Souza, B M","Maranhão","Alzilândia","Rio Pindaré","-46.083333","-3.772222",NA,NA,NA,NA,NA,NA,NA,"-46.083333","-3.772222","1997","07","24",NA,NA,NA,NA,NA
"638","2021-03-01 16:42:16-03","UNICAMP","UEC","89280","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Kirkbride Jr, JH; Ono, EKM; Ferreira, LM","3429","1980","02","12",NA,"Brazil",NA,NA,"árvore até 10m; botões castanhos; pétalas e estames amarelos.; A margem da Mata Decídua e capoeira.",NA,"Magnoliopsida",NA,"Aubl.","Dorr, JL","Goiás","Goiás","Fazenda das Esmeraldas, Perto do Córrego Paciência e GO 164, ca. de 6 Km NE de Góias Velho.","-50.116667","-15.9",NA,"600","600",NA,NA,NA,NA,"-50.116667","-15.9","1992",NA,NA,NA,NA,NA,NA,NA
"639","2021-03-01 16:42:16-03","UNICAMP","UEC","99864","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Mecenas, VV; Carvalho, JA","17","1991","10","31",NA,"Brazil",NA,NA,"Árvore; altura 8,7m; diâmetro 6cm; material fértil.",NA,"Magnoliopsida",NA,"Aubl.","Pereira, BA","Distrito Federal","Brasília","Fazenda Palestina. Parcela III.","-48.15","-15.5",NA,"810","810",NA,NA,NA,NA,"-48.15","-15.5","1992",NA,NA,NA,NA,NA,NA,NA
"640","2021-03-01 16:42:16-03","UNICAMP","UEC","32515","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Heringer, EP; Filgueiras, TS; Pereira, BAS; Chagas e Silva, F; Salles, AEH; Medonça, RC","5622","1980","11","04",NA,"Brazil",NA,NA,"Árvore ca. de 12m de altura; madeira mole, branca, com anéis; folhas pilosas, flores amarelas com cálice piloso de cor marrom.; Mata, solo escuro.",NA,"Magnoliopsida",NA,"Aubl.","Souza, B M","Distrito Federal","Brasília","Bacia do Rio Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,"1997","07","24",NA,NA,NA,NA,NA
"641","2021-03-01 16:42:16-03","UNICAMP","UEC","38941","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Heringer, EP","18464","1984","01","10",NA,"Brazil",NA,NA,"Nativa de Brasília, usada para a confecção de Jangadas com o nome de pau de jangada.",NA,"Magnoliopsida",NA,"Aubl.","Souza, B M","Distrito Federal","Brasília","Campus da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,"1997","07","24",NA,NA,NA,NA,NA
"642","2021-03-01 16:42:16-03","UNICAMP","UEC","15029","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Heringer, EP","14586","1975","04","30",NA,"Brazil",NA,NA,"árvore da Região de Brasília, cujas sementes foram usadas para o plantio de coleção.",NA,"Magnoliopsida",NA,"Aubl.","Souza, B M","Distrito Federal","Brasília","Estação Experimental de Biologia, UnB","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,"1997","07","24",NA,NA,NA,NA,NA
"643","2021-03-01 16:42:16-03","UNICAMP","UEC","51941","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Nogueira-Silva, PE","43","1988","10","21",NA,"Brazil",NA,NA,"Árvore com 14m de altura.; Mata Ciliar.",NA,"Magnoliopsida",NA,"Aubl.","Souza, B M","Distrito Federal","Brasília","Fazenda Água Limpa, UnB, Córrego do Gama/ Fazenda Água Limpa.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,"1997","07","24",NA,NA,NA,NA,NA
"644","2021-03-01 16:42:16-03","UNICAMP","UEC","15030","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Gibbs, PE; Kinoshita, LS; Leitão Filho, HF; Semir, J; Taroda, N","2807","1976","09","08",NA,"Brazil",NA,NA,"Árvore de até 4m.; em botões florais e em plena frutificação, nativo na mata.; Em cerrado na Serra Dourada.",NA,"Magnoliopsida",NA,"Aubl.","Souza, B M","Goiás","Goiás",NA,"-50.1403007507324","-15.9343996047974",NA,NA,NA,"63502","auto",NA,NA,NA,NA,"1997","07","24",NA,NA,NA,NA,NA
"645","2021-03-01 16:42:16-03","UNICAMP","UEC","104052","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Conceição, GM","131","1998","04","19",NA,"Brazil",NA,NA,"Árvore. Cor da flor, bráctea ou esporófito amarela.; Cerrado.",NA,"Magnoliopsida",NA,"Aubl.",NA,"Maranhão","Mirador","Aldeia","-44.3630981445312","-6.37083005905151",NA,NA,NA,"176498","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","2021-03-01 16:42:16-03","UNICAMP","UEC","15027","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rosa, NA","2494","1978","07","03",NA,"Brazil",NA,NA,"Arbusto de 4m de altura, flores amarelas. Col. de madeira.; Campo temporariamente alagado.",NA,"Magnoliopsida",NA,"Aubl.","Souza, B M","Maranhão","São Bento","Alegre","-44.8213996887207","-2.69583010673523",NA,NA,NA,"50107","auto",NA,NA,NA,NA,"1997","07","24",NA,NA,NA,NA,NA
"647","2021-03-01 16:42:16-03","UNICAMP","UEC","130684","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Sciamarelli, A; Oliveira, MIB; Clemente, LP; Souza, EA; Bensfeld, R; Pereira, MH","942","2001","08","05",NA,"Brazil",NA,NA,"Frutos verdes e folhas jovens.; Cerrado",NA,"Magnoliopsida",NA,"Aubl.","Koch, I","Mato Grosso do Sul","Campo Grande","Sidrolândia BR 163","-54.6464004516602","-20.4428005218506",NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","2021-03-01 16:42:16-03","UNICAMP","UEC","174358","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Damasceno Junior, GA","3228","2001","01","01",NA,"Brazil",NA,NA,"Árvore 7m de altura.; Transição cerradão/ mata perene. Solo litólico e rico em ferro. Morro.","UEC026355","Magnoliopsida",NA,"Aubl.","Damasceno Junior, GA","Mato Grosso do Sul","Ladário","Fazenda Paraíso, vale doParaíso, morro Santa Cruz, próximo à nascente do córrego Band'alta. &nf;Coord.: 19º 11' 18,50''s ; 57º35' 23,50'' w. &nf;Alt.: 800m.","-57.6016998291016","-19.0046997070312","UEC026355",NA,NA,"23141","auto",NA,NA,NA,NA,"2003","04",NA,NA,NA,NA,NA,NA
"649","2021-03-01 16:42:16-03","UNICAMP","UEC","59573","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Araújo, GM","616","1989","10","30",NA,"Brazil",NA,NA,"Árvore. Altura 1,2m.; Mata mesófila Semidecídua.",NA,"Magnoliopsida",NA,"Aubl.","Souza, BM","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"58223","auto",NA,NA,NA,NA,"1997","07","24",NA,NA,NA,NA,NA
"650","2021-03-01 16:42:16-03","UNICAMP","UEC","126892","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Cielo-Filho, R; Olmos, F","303","2001","05","27",NA,"Brazil",NA,NA,"Árvore de aproximadamente 6m de altura.; Floresta Ombrófila. Mata da Companhia Agro Industrial de Goiana.",NA,"Magnoliopsida",NA,"Aubl.","Cielo-Filho, R","Pernambuco","Goiana","BR 101, km 11","-35.002498626709","-7.56056022644043",NA,NA,NA,"22853","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","2021-03-01 16:42:16-03","UNICAMP","UEC","124789","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rodrigues, RS; Alencar, ME; Flores, AS","1459","2002","04","03",NA,"Brazil",NA,NA,"Árvore 7m alt.; flores amarelas.; Borda de Mata Estacional Semidecidual alterada.",NA,"Magnoliopsida",NA,"Aubl.","Esteves, GL","Piauí","José de Freitas","Rod. PI 113","-42.5755996704102","-4.75639009475708",NA,NA,NA,"39463","auto",NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA
"652","2021-03-01 16:42:16-03","UNICAMP","UEC","178346","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Goldenberg, R","26170","1992","05","10",NA,"Brazil",NA,NA,"Arbusto com 3,0 metros de altura. Flores alaranjadas.; Arborização Urbana.","UEC031863","Magnoliopsida",NA,"Aubl.",NA,"São Paulo","Campinas","Barão Geraldo.","-47.060001373291","-22.8999996185303","UEC031863",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2019-11-19 14:09:43-03","UFRPE","PEUFR","31746","PreservedSpecimen","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","G.P. da Silva; A.B. Sampaio; J.M. Resende; M.C. Silva; I. Monteiro","3553","1996","03","20",NA,"Brasil",NA,NA,"Árvore de 7m; flor amarela; fruto maduro, marrom; frequencia ocasional","PEUFR031746",NA,NA,"Aubl",NA,"Goias","Caldas Novas","Alternativa 9; margem direita do rio Corumba; margem esquerda do córrego","-48.516667","-17.833333",NA,"560","560",NA,NA,NA,NA,"48º31'00W","17º50'00S",NA,NA,NA,NA,NA,NA,NA,NA
