"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","typeStatus","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","eventTime","sex"
"356","2020-03-12 10:29:12-03","UFOP","OUPR","15453","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Araújo, A.O.","2002","02","20","Lopes, A.","1943",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Velloso","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"s.n.","44599",NA,NA,NA,"Erva, flor alaranjada. Cerrado","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","2020-11-23 12:17:42-03","UFOP","OUPR","35214","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Pedrosa, L.G.","2020","02","13","Pedrosa, L.G.","2020","02","13","Brasil","Minas Gerais","Ouro Preto","APA Estadual Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"2632","44599",NA,NA,NA,"Erva, 1,8m. Flores alaranjadas. Campo sujo ferrugíneo.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","2019-11-06 09:55:47-03","UFOP","OUPR","13302","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Araújo, A.O.","2003","01","27","Badini, J.","1936",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Morro da Forca","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"s.n.","44599",NA,NA,NA,"Erva, flor alaranjada. Terreno seco","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","2019-11-06 09:55:47-03","UFOP","OUPR","13303","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Araújo, A.O.","2003","01","27","Damazio, L.B.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto, Ouro Bom","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"s.n.","44599",NA,NA,NA,"Ex Herb. Escola de Minas n. 737","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","2019-01-17 11:25:52-02","PUCRS","MPUC","21660","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","B. Rambo",NA,NA,NA,NA,"1948","11","15","Brasil","RS","Montenegro","Linha Julio de Castilhos","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,NA,"Lamiales",NA,"21601",NA,NA,"1","super rupem","auto",NA,"South America",NA,NA,"Magnoliopsida",NA,NA,"3631",NA,NA
"361","2019-01-17 11:25:52-02","PUCRS","MPUC","21448","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","B. Rambo",NA,NA,NA,NA,"1948","09","15","Brasil","RS","Montenegro","Linha Julio de Castilhos","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,NA,"Lamiales",NA,"21601",NA,NA,"1",NA,"auto",NA,"South America",NA,NA,"Magnoliopsida",NA,NA,"3630",NA,NA
"362","2020-10-14 10:01:54-03","FURB","FURB","39327","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems A.","2020","05","03","Verdi, M.; Mancino, L.C. & Nitschke, P.","2012","01","16","Brasil","Santa Catarina","Balneário Arroio do Silva","Florestal SA.","-49.5247223","-29.0394444","-49.5247223","-29.0394444","FURB26142","FURB26142",NA,NA,"6078",NA,"4","4",NA,"Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado; turfeira Habito: erva terrícola; flor laranja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","2020-10-14 10:01:54-03","FURB","FURB","50979","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Funez, L.A.","2015",NA,NA,"Funez, L.A.; Schwirkowski, P.","2015","11","17","Brasil","Santa Catarina","São Bento do Sul","Minas de Caulim.","-49.2163889","-26.2927777","-49.2163889","-26.2927777","FURB50979","FURB50979",NA,NA,"5132",NA,"948","948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","2020-10-14 10:01:54-03","FURB","FURB","57488","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Schwirkowski, P.","2018","01","14","Schwirkowski, P.","2018","01","14","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Propriedade do Sr. Ivo Drechsler, ao lado da Estrada Saraiva.","-49.3630556","-26.28","-49.3630556","-26.2800000","FURB57488","FURB57488",NA,NA,"2618",NA,"850","850",NA,"Flores vermelhas Habitat: Banhado Habito: Herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","2020-10-14 10:01:54-03","FURB","FURB","63641","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Schwirkowski, P.","2018","12","08","Schwirkowski, P.","2018","12","08","Brasil","Santa Catarina","São Bento do Sul","Bairro Serra Alta. Linha férrea, próximo à Estrada Saraiva.","-49.3538889","-26.2847222","-49.3538889","-26.2847222","FURB63641","FURB63641",NA,NA,"3239",NA,"900","900",NA,"FOM. Heliófita. Cálice verde, corola avermelhada Habitat: Em banhado Habito: Herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","2020-10-14 10:01:54-03","FURB","FURB","63643","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Schwirkowski, P.","2018","12","08","Schwirkowski, P.","2018","12","08","Brasil","Santa Catarina","São Bento do Sul","Bairro Serra Alta. Linha férrea, próximo à Estrada Saraiva.","-49.3538889","-26.2847222","-49.3538889","-26.2847222","FURB63643","FURB63643",NA,NA,"3245",NA,"900","900",NA,"FOM. Heliófita. Cálice verde, corola amarelada Habitat: Em banhado Habito: Herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","2020-10-14 10:01:54-03","FURB","FURB","65960","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Schwirkowski, P.","2019","11","29","Schwirkowski, P.","2019","11","29","Brasil","Santa Catarina","São Bento do Sul","Bairro Serra Alta, linha férrea. Próximo à ASFA.","-49.3802778","-26.2758334","-49.3802778","-26.2758334","FURB65960","FURB65960",NA,NA,"3699",NA,"850","850",NA,"Em banhado Habitat: Heliófita, cálice verde, corola vermelha Habito: Herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","2020-10-14 10:01:54-03","FURB","FURB","60680","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Barboza, E.","2015","02","12","Engels, M.E.; Lozano, E.D.","2013","12","12","Brasil","Paraná","Candói",NA,"-52.0558013916016","-25.5722007751465",NA,NA,"FURB60680","FURB60680",NA,NA,"2163","42664",NA,NA,NA,"Folhas verdes discolores, flores alaranjadas.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","2020-10-14 10:01:54-03","FURB","FURB","60676","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Barboza, E.","2015","02","12","Engels, M.E.; Lozano, E.D.","2013","12","11","Brasil","Paraná","Guarapuava","Rodovia BR 277.","-51.4580993652344","-25.395299911499",NA,NA,"FURB60676","FURB60676",NA,NA,"2124","53832",NA,NA,NA,"Caule e folhas verdes, flores alaranjadas.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","2020-10-14 10:01:54-03","FURB","FURB","2297","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A","2003",NA,NA,"Ribas, O.S.; et al.","2002","01","29","Brasil","Paraná","Morretes","Pilão de Pedra.","-48.834400177002","-25.476900100708",NA,NA,"FURB01887","FURB01887",NA,NA,"4283","30514",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","2021-03-16 17:52:44-03","UCS","HUCS","1696","PreservedSpecimen","Plantae","Gesneriaceae","Corytholoma","igneum","Corytholoma igneum","Decne.","Rambo, B.",NA,NA,NA,"Sehnem, A.","1948","09","15","Brasil","Rio Grande do Sul","Montenegro","Linha Júlio de Castilhos","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Angiospermae","Lamiales","s.n.","21601",NA,NA,NA,"colação ASSL 3630","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","2021-03-16 17:52:44-03","UCS","HUCS","1403","PreservedSpecimen","Plantae","Gesneriaceae","Corytholoma","strictum","Corytholoma strictum","(Hook. & Arn.) Decne.","Sehnem, A.",NA,NA,NA,"Sehnem, A.","1950","01","10","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"Angiospermae","Lamiales","s.n.","70701",NA,NA,NA,"coelção Sehnem 5456; no campo","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","2021-03-16 17:52:44-03","UCS","HUCS","44373","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Gaio, J.","2016","01","12","Gaio, J.","2015","11","21","Brasil","Rio Grande do Sul","Osório","Na estrada próximo à Lagoa dos Barros - margem sul","-50.392444","-29.979656","-50.392444","-29.979656",NA,NA,"Angiospermae","Lamiales","531",NA,"3","3",NA,"Erva ereta; ruderal; Na beira da estrada - no barranco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","2021-03-16 17:52:44-03","UCS","HUCS","21841","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.","2003",NA,NA,"Ribas, O.S.","2002","03","07","Brasil","Paraná","Lapa","Estação Engenheiro Bley","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"Angiospermae","Lamiales","4541","49965",NA,NA,NA,"ereta, 1 m, flor vermelha, solo turfoso - Herbário MBM; campo sujo","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","2021-03-16 17:52:44-03","UCS","HUCS","15911","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.","1999",NA,NA,"Cordeiro, J.","1999","01","21","Brasil","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"Angiospermae","Lamiales","1492","17116",NA,NA,NA,"ereta, 70 cm, flores vermelho zarcão - MBM; brejo","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","2021-03-16 17:52:44-03","UCS","HUCS","5406","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Chantens, A.","1989","02",NA,"Rambo, B.",NA,NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Angiospermae","Lamiales","s.n.","76715",NA,NA,NA,"Emrich-Rambo em 1.8.1954 det. como <em>Corytholoma lindley </em>(Hook.) Dcne - Herbário PACA 50162","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","2021-03-16 17:52:44-03","UCS","HUCS","5486","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Chantens, A.","1989","02",NA,"Rambo, B.","1946","02","14","Brasil","Rio Grande do Sul","São Francisco de Paula","Serra do Fachinal","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Angiospermae","Lamiales","s.n.","76715",NA,NA,NA,"Emrich-Rambo em 2.8.1954 det. como <em>Corytholoma strictum</em> Dcne - Herbário PACA 32114","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","2019-02-21 19:34:13-03","UNEMAT","HERBAM","1690","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Zappi, DC",NA,NA,NA,"Sasaki, D.; Biggs, N.; Camargo, A.C. & Bessa, M.A.","2008","01","26","Brasil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino, Campo com afloramento de arenito.","-55.191944","-9.584167","-55.191944","-9.584167","HERBAM001690",NA,NA,NA,"1914",NA,"379","379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","2019-02-21 19:34:13-03","UNEMAT","HERBAM","3133","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Zappi, D.C.; Milliken, W.; Frisby, S.; Soares, C.R.A.; Forte, A.F. & Silva, D.R.","2011","03","11","Brasil","Mato Grosso","Santa Cruz do Xingu","Fazenda Najá, Vegetação degradada, campo e mata secundária.","-52.296111","-9.741944","-52.296111","-9.741944","HERBAM003133",NA,NA,NA,"3288",NA,"278","278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","2014-10-14 15:56:40-03","BS","M","M-0185793","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,"Brasilia Provinc.",NA,NA,NA,NA,"M0185793",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"381","2014-10-14 15:56:40-03","BS","M","M-0185794","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler",NA,NA,NA,NA,"Martius, C.F.P. von","1817","11","30","Brasil",NA,NA,"Crescit in Brasiliae prov. S. Pauli, udis muscosis ad Taubaté.",NA,NA,NA,NA,"M0185794",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"21:00",NA
"382","2014-10-14 15:56:40-03","BS","M","M-0185795","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler",NA,NA,NA,NA,"Martius, C.F.P. von","1817","12","31","Brasil",NA,NA,"In udis ad Pendamonhangaba. Crescit in Brasiliae prov. S. Paulo, et alibi in P. Sebast.",NA,NA,NA,NA,"M0185795",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"21:00",NA
"383","2014-10-14 15:56:40-03","BS","M","M-0185796","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler",NA,NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,"Habitat in campis udis prope Mogy das Cruces. Provinciae S. Pauli.",NA,NA,NA,NA,"M0185796",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"384","2014-10-14 15:56:40-03","BS","M","M-0185797","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler",NA,NA,NA,NA,"Martius, C.F.P. von","1817","11","30","Brasil",NA,NA,"Crescit in Brasiliae prov. S. Pauli pratis uliginosis. Ad Taubaté.",NA,NA,NA,NA,"M0185797",NA,"Magnoliophyta","Lamiales",NA,NA,NA,NA,NA,NA,NA,"NOTATYPE",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"21:00",NA
"385","2021-02-12 18:12:10-03","UFES","VIES","25707","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","A. Chautems","2020","04","26","Borges, W.S.","2015","12","05","Brasil","Minas Gerais","Minas Gerais","Serra do Cipó.",NA,NA,NA,NA,"VIES025707","VIES025707",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","2019-09-27 18:05:02-03","UFES","VIES","8295","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chanteins, A.","1998","12","11","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","1992","10","27","Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,"VIES008295","VIES008295",NA,NA,"3994","37987",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","2019-09-27 18:05:02-03","UFES","VIES","5358","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chanteins, A.","1998","12","11","Vinha, P.C.","1990","11","11","Brasil","Espírito Santo","Serra",NA,"-40.3078002929688","-20.1285991668701",NA,NA,"VIES005358","VIES005358",NA,NA,"1167","16451",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","2019-12-06 19:29:43-03","UFES","VIES","44740","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler",NA,NA,NA,NA,"Assis, A.M.","2019","02","28","Brasil","Espírito Santo","Vargem Alta","RPPN Águia Branca.","-40.991667","-20.454722","40º59'30''W","20º27'17''S","VIES044740","VIES044740",NA,NA,"4784",NA,"1170","1170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","2020-04-27 16:10:08-03","UFES","VIES","206","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Chanteins, A.","1989","12",NA,"Pereira, O.J.","1983","12","12","Brasil","Espírito Santo","Guarapari","Rodovia do Sol - Km 32.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES000206","VIES000206",NA,NA,"204","28401",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","2020-04-27 16:10:08-03","UFES","VIES","42082","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Couto, D.R.","2012","05","22","Zorzanelli, J.P.F.; Couto, D.R.; Carrijo, T.T. & Tuler, A.C.","2012","04","19","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"VIES042082","VIES042082",NA,NA,"360","32198",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","2020-04-27 16:10:08-03","UFES","VIES","21526","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Kollmann, L.J.C.; Couto, D.R.","2011","01","18","Couto, D.R.; Kollmann, L.J.C.","2011","01","18","Brasil","Espírito Santo","Divino de São Lourenço","Patrimônio da Penha.","-41.6857986450195","-20.6200008392334",NA,NA,"VIES021526","VIES021526",NA,NA,"1816","16004",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","2020-04-27 16:10:08-03","UFES","VIES","31356","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Couto, D.R.; Zorzanelli, J.P.F.","2013","05","27","Zorzanelli, J.P.F.; Carrijo, T.T.","2013","02","22","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"VIES031356","VIES031356",NA,NA,"627","32198","1110","1110",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","2020-04-27 16:10:08-03","UFES","VIES","15718","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Pereira, O.J.","1996","09","23","Pereira, O.J.; Zambom, O.","1996","09","23","Brasil","Espírito Santo","São Mateus","Palmitinho.","-39.8588981628418","-18.716100692749",NA,NA,"VIES015718","VIES015718",NA,NA,"5599","56510",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2020-04-27 16:10:08-03","UFES","VIES","11618","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","J. Rossini","2018","04","06","Firmino, A.D.; Barros, P.H.D.; Iglesias, D.T. & Cardoso, W.C.","2012","11","25","Brasil","Espírito Santo","Serra","APA Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES011618","VIES011618",NA,NA,"2","16451",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2020-05-29 09:56:41-03","UFES","VIES","32463","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","A. Chautems","2020","05","02","Cardoso, W.C.","2013","02","24","Brasil","Espírito Santo","Serra","APA Mestre Álvaro.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES032463","VIES032463",NA,NA,"253","16451",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2019-06-27 10:25:18-03","UFES","VIES","26579","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler",NA,NA,NA,NA,"Perret, M.; Chautems, A.; Peixoto, M. & Costa, I.G.","2012","05","11","Brasil","Rio de Janeiro","São Fidélis",NA,"-41.746898651123","-21.6460990905762",NA,NA,"VIES026579",NA,NA,NA,"71","31178","1032","1032",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","2019-08-16 08:39:34-03","UTFPR","HCF","9893","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth.) Chautems","J. Cordeiro","2012",NA,NA,"M.G. Caxambu","2011","11","03","Brasil","PR","Tuneiras do Oeste","cerrado alterado","-52.756556","-23.918306","52°45'23,6 W","23°55'05,9 S",NA,NA,NA,NA,"3631",NA,"495","495",NA,"erva heliófita, ereta, ca. 1,60 m. Flores de cálice verde e corola avermelhada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","2019-08-16 08:39:34-03","UTFPR","HCF","22424","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth.) Chautems","E. Barboza","2016","11","22","J.M. Silva","2016","03","26","Brasil","PR","Sengés","PCH Fazenda Entre Rios","-49.623889","-24.121389","49°37'26 W","24°07'17 S",NA,NA,NA,NA,"9270",NA,"625","625",NA,"erva ereta; flor de cor zarcão. Cerrado, em campo úmido recém queimado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","2019-08-16 08:39:34-03","UTFPR","HCF","19589","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth.) Chautems","E. Barboza","2014","05","12","J.T. Motta","2013","12","18","Brasil","PR","Palmeira","Recanto dos Papagaios","-49.768333","-25.465278","49°46'06 W","25°27'55 S",NA,NA,NA,NA,"4168",NA,"957","957",NA,"subarbusto xilopodífero, 60 cm; flores salmão. Campo limpo seco.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","2019-08-16 08:39:34-03","UTFPR","HCF","640","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth.) Chautems","G. Hatschbach","2004","03","17","M.G. Caxambu","2003","12","11","Brasil","PR","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"251","28572",NA,NA,NA,"Planta herbácea, ereta, verticilada, com folhas discolores, pubescentes em ambas as faces. Flores vermelhas.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","2019-08-16 08:39:34-03","UTFPR","HCF","17356","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth.) Chautems","E. Barboza","2015","02","12","M.E. Engels","2013","12","11","Brasil","PR","Guarapuava","Rodovia BR-277, próximo a John Deere","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,NA,"2124","53832",NA,NA,NA,"Caule e folhas verdes. Flores alaranjadas. Floresta Ombrófila Mista. Em campo.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","2020-03-21 15:33:03-03","UTFPR","HCF","30927","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler",NA,NA,NA,NA,"C.N. Fraga","2009","04","07","Brasil","ES","Castelo","Parque Estadual do Forno Grande. Trilha","-41.0875","-20.519444","41°05'15 W","20°31'10 S",NA,NA,NA,NA,"2450",NA,NA,NA,NA,"erva ereta. Folhas verdes discolores. Flores com sépalas verdes e pétalas laranjas na face externa, amarelada internamente, estames brancos. Área com inselbergs.Alt: 1100-1400 m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","2019-08-16 08:39:34-03","UTFPR","HCF","6564","S","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","J. Cordeiro","2008",NA,NA,"A.R. Silva","2007","12","23","Brasil","MG","Boa Esperança","Fazenda Caxambu (Estrada Boa Esperança-","-45.5657997131348","-21.0900001525879",NA,NA,NA,NA,NA,NA,"623","37175",NA,NA,NA,"erva ereta à prostrada, ca. 1 m. Flores alaranjadas. Heliófita em área alagada.","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","2021-03-21 19:36:19-03","UFC","EAC","10625","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.","1990",NA,NA,"Castro, A.J.","1980","12","07","Brasil","Piauí","Ribeiro Gonçalves","margem do riacho, Estação Ecológica de Uruçuí-Una.","-45.2421989440918","-7.55833005905151",NA,NA,"EAC0010625","EAC0010625","Dicotyledon",NA,"s.n.","121004",NA,NA,NA,"Arbusto, flor vermelho-claro.; Brejo.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"405","2019-12-26 15:11:32-03","UFSM","SMDB","19332","S","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Barbosa, E","2014","05","12","Motta, JT; Dombrowski, LT; Cordeiro, J; Saridakis, DP","2013","12","18","Brasil","Paraná","Palmeira","Recanto dos Papagaios","-49.768333","-25.465278","-49.768333","-25.465278","SMDB019332",NA,NA,NA,"4168",NA,NA,NA,NA,"Subarbusto cilopodífero, 60cm; flores salmão. Campo limpo seco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2019-11-25 12:12:04-03","UFSM","SMDB","368","S","Plantae","Gesneriaceae","Sinningia","stricta","Sinningia stricta","(Hook. & Arn.) Wiehler","Portalet, A.A.","2018","03","05","Rau, G","1939","12","02","Brasil","Rio Grande do Sul","Santa Maria","Boca do Monte","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB000368",NA,NA,NA,"s.n.","37819",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
