"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","sex"
"48","2020-07-02 18:52:20-03","UFJF","CESJ","34907","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","L.C.S. Assis; M.K. Ladeira","300","2001","10","08","América do Sul","Brasil","Mata do Baú",NA,"Encontrada em ambiente constantemente iluminado, epífita ou saxícola. As tépalas apresentam uma coloração que varia do verde (mais externas), até o branco (mais internas). Seus estames são amarelos claros e a região estigmatica verde claro. Apresenta cau","CESJ034907",NA,"D.C. Zappi","Minas Gerais","Barroso","-43.9757995605469","-21.1868991851807",NA,NA,"2003","05",NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 14:33:02-03","UFJF","CESJ","63479","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","D.R. Gonzaga; M.R. Magalhães-Silva","132","2012","12","27","América do Sul","Brasil","Beira de estrada.",NA,"Epífita, ramos triangulares com cera; frutos maduros magenta com aréolas persistentes; fruto 8,5 x 6,2 cm.","CESJ063479",NA,"D.R. Gonzaga","Minas Gerais","Monte Verde",NA,NA,NA,NA,"2012","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:33:02-03","UFJF","CESJ","36248","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","R.C. Forzza; B.K.S. Franco","2062","2002","01","26","América do Sul","Brasil","Reserva Biológica da Represa do Grama",NA,"Epífita, formando grande touceira. Caule verde, frutos verdes passando a rosa.","CESJ036248",NA,"D.R. Gonzaga","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,NA,"2012","03","15","11991","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 14:33:02-03","UFJF","CESJ","7529","PreservedSpecimen","Plantae","Angiosperma",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","L. Krieger","CESJ7529","1969","10",NA,"América do Sul","Brasil","Bengo",NA,"N.v. Saborosa. Flores lilacíneas. Caule trigonal. Escondente.","CESJ007529",NA,"L. Krieger","Minas Gerais","São João Del Rei","-44.2616996765137","-21.1355991363525",NA,NA,"1970","06",NA,"39093","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-04-07 11:42:03-03","UFMS","CGMS","53346","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","G.A. Damasceno-Junior; A. Pott; J. Fabri; F. Macedo-Alves; A. Spielmann","5385","2015","11","18",NA,"Brasil","Parque Estadual das Varzeas do Rio Ivinhema.",NA,NA,"CGMS1083309",NA,NA,"Mato Grosso do Sul","Ivinhema","-53.6788889","-22.9366666","239","239","2020",NA,NA,NA,NA,NA,NA,"-53,6788889","-22,9366666",NA,NA,NA,NA
"53","2021-04-07 11:42:03-03","UFMS","CGMS","69350","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","V.J. Pott; A. Pott","11849","2015","09","12",NA,"Brasil","Fazenda São Fernando, ao longo de floresta estacional decidual.",NA,"Flor branca. Fruto ausente. Planta crescendo apegada ao tronco de árvores; caule triangular; base daFlor senescente rosada. Habitat: Borda de floresta estacional decidual, transição Chaco. Solo argilo-siltoso. Relevo plano positivo.","CGMS1102308",NA,"V.J. Pott","Mato Grosso do Sul","Porto Murtinho","-57.7866666","-21.5913889","90","90","2015","09","19",NA,NA,NA,NA,"-57,7866666","-21,5913889",NA,NA,NA,NA
"54","2021-04-07 11:42:03-03","UFMS","CGMS","65364","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","L.K. Reis; G.A. Damasceno-Junior; R.C. Oliveira; P.T.A. Ojeda; D.M. Pineda","56","2017","10","18",NA,"Brasil","Monumento Natural Serra do Bom Jardim. Gruta da Paca.",NA,"Flor branca vistosa. Habitat: Floresta estacional semidecidual em transição a cerradão. Habito: Epífita.","CGMS1098325",NA,NA,"Mato Grosso do Sul","Alcinópolis","-53.6680556","-18.1130556","609","609","2017","10","18",NA,NA,NA,NA,"-53,6680556","-18,1130556",NA,NA,NA,NA
"55","2021-04-07 11:42:03-03","UFMS","CGMS","12706","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","O. Froehlich; L.C. Rodrigues",NA,"2002","11","11",NA,"Brasil","Bacia do rio Salobrinha ( parte baixa ).",NA,NA,"CGMS1042100",NA,"D. Zappi","Mato Grosso do Sul","Bodoquena","-56.7150001525879","-20.5386009216309",NA,NA,"2012","12","17","47684","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-27 13:46:49-03","UFS","ASE","23475","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Prata, AP; Matos, GMA; Carregosa, T","2863","2012","01","25","Southern America","Brasil","Faz. Mercador",NA,"Flores alvas.; Flores alvas.","ASE0028771","ASE0028771","Meiado, MV","Sergipe","Simão Dias","-37.811111","-10.738333",NA,NA,"2013","07","15",NA,NA,NA,NA,"-37.811111","-10.738333",NA,NA,NA,NA
"57","2019-11-27 13:46:49-03","UFS","ASE","2998","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Gomes, E","169","1983","02","01","Southern America","Brasil","Faz. Santa Barbára",NA,"Trepadeira. Trepadeira herbácea (material esteril). planta rara; Trepadeira. Trepadeira herbácea (material esteril). planta rara; Mata subperenifolia. Solo argiloso","ASE0014679","ASE0014679","Meiado, MV","Sergipe","Carmópolis","-36.988611","-10.648333",NA,NA,"2010","11","12",NA,NA,NA,NA,"-36.988611","-10.648333",NA,NA,NA,NA
"58","2021-03-01 16:27:13-03","UNICAMP","UEC","109572","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex A.DC.) Bauer","Zappi, DC; Amaral, MCE; Costa, L; Aona, LYS; Belinello, R","355","1999","11","21",NA,"Brazil","Rodovia de acesso à cidade.",NA,"Plantas trepadeiras ou rupícolas, estéreis.; Afloramentos de gnaisse cercados por mata semidecídua, à beira da estrada.","UEC090789","UEC090789","Gonzaga, DR","Rio de Janeiro","Santa Maria Madalena","-42.125","-22.015278","300","350","2015","09","14",NA,NA,NA,NA,"-42.125","-22.015278",NA,NA,NA,NA
"59","2021-03-01 16:27:13-03","UNICAMP","UEC","110223","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex A.DC.) Bauer","Zappi, DC; Costa, CB; Aona, LYS; Belinello, R","411","1999","11","24",NA,"Brazil","Estrada para Itarana.",NA,"Trepadeira em fruto, pericarpelo com tubérculos e espinhos arroxeados.; Sobre árvores, beira da estrada.","UEC090792","UEC090792","Gonzaga, DR","Espírito Santo","Afonso Claúdio","-41.050833","-20.052222","570","570","2015","09","14",NA,NA,NA,NA,"-41.050833","-20.052222",NA,NA,NA,NA
"60","2021-03-01 16:27:13-03","UNICAMP","UEC","115841","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex A.DC.) Bauer","Freitas, MF; Mansano, VF; Belinello, R","292","1999","11","07",NA,"Brazil","Armação dos Búzios, Mirante.",NA,"Arbusto escandente, flores ca. 25cm de comprimento, tépalas externas verdes e internas alvas, pericarpelo espinescente, frequente na região.","UEC090790","UEC090790","Gonzaga, DR","Rio de Janeiro",NA,NA,NA,NA,NA,"2015","09","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:27:13-03","UNICAMP","UEC","137437","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex A.DC.) Bauer","Breier, TB","1179","2002","04","02",NA,"Brazil","Serra do Teimoso, RPPN.",NA,"B05","UEC041211","UEC041211","Taylor, NP","Bahia","Jussari","-39.4953002929688","-15.1913995742798",NA,NA,"2004","04",NA,"21386","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-02-10 17:51:38-03","UNICAMP","UEC","137438","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex A.DC.) Bauer","Breier, TB; Fernandes, H","1225","2004","10","13",NA,"Brazil","Praia das Neves, Restinga.",NA,NA,"UEC041212","UEC041212","Aona, LYS","Espírito Santo","Marataízes","-40.8244018554688","-21.0433006286621",NA,NA,"2004","05",NA,"19311","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:27:13-03","UNICAMP","UEC","120276","S","Plantae","Magnoliopsida",NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex A.DC.) Bauer","Aona, LYS; Oliveira, RP; Pansarin, ER; Mickeliunas, L; Belinello, R","788B","2001","08","31",NA,"Brazil","Afloramento rochoso na beira da estrada.",NA,"1m, rasteira.","UEC041209","UEC041209","Aona, LYS","Minas Gerais","Itaobim","-41.5032997131348","-16.5617008209229","670","670",NA,NA,NA,"19493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:27:18-03","UNICAMP","UEC","84164","S","Plantae","Magnoliopsida",NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A.Berger ex Werderm.","Bernacci, LC; Metzger, JP; Goldenberg, R","35010","1993","07","06",NA,"Brazil","Mata do Poço do Jatobá. Margem do Rio Jacaré-Pepíra.",NA,"Material estéril.; Floresta Ripária.","UEC090794","UEC090794",NA,"São Paulo","Bocaina","-48.5099983215332","-22.1299991607666",NA,NA,NA,NA,NA,"18396","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-02-10 17:51:39-03","UNICAMP","UEC","132811","S","Plantae","Magnoliopsida",NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) A.Berger ex Werderm.","Breier, TB; Aona, LYS","1132","2003","12","16",NA,"Brazil","Bosque dos Jequitibás.",NA,NA,"UEC090791","UEC090791","Zappi, DC","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"2004","01",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-04-22 16:18:18-03","UFPB","JPB","61204","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Gadelha Neto, PC; Mendonça, JDL; Coutinho, JS","3958","2015","04","04","Southern America","Brasil","Poço Escuro",NA,"; HABITAT: Mata Serrana; DESC: Planta epífita de ramos trígonos com raizes aéreas, lenhoso na base. Aréolas espinescentes.","JPB0061204",NA,NA,"Paraíba","Pilões","-35.5875","-6.8675","145","145",NA,NA,NA,NA,NA,NA,NA,"-35.5875","-6.8675",NA,NA,NA,NA
"67","2020-04-22 16:18:18-03","UFPB","JPB","62301","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Gadelha Neto, PC; Soares Neto, RL","4030","2016","03","25","Southern America","Brasil","Cachoeira do Ouricuri, Rio Araçagi",NA,"; HABITAT: Mata Ciliar; DESC: Planta herbácea, escandente de ramos trígonos dotada de raizes aéreas e aréolas espinescentes. Fruto ovóide, avermelhado na maturação com pericarpo coberto de aréolas espinescentes. Vegetando em afloramen","JPB0062301",NA,NA,"Paraíba","Pilões","-35.585278","-6.892222","120","120",NA,NA,NA,NA,NA,NA,NA,"-35.585278","-6.892222",NA,NA,NA,NA
"68","2020-04-22 16:18:18-03","UFPB","JPB","36888","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Rocha, EA; Bezerra, E; Demétrio, KM","1536","2006","10","21","Southern America","Brasil","Próximo ao posto de gasolina Torres & Filhos na BR 232, no sentido Caruaru-Recife.",NA,"; DESC: Epífita, cerca de 2-3m de comprimento, 3 costelas, bastante ramificada. Material vegetativo. Rara no local.",NA,NA,"Rocha, EA","Pernambuco","Caruaru","-35.9761009216309","-8.28332996368408",NA,NA,"2006","10","21","35136","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-07-12 17:21:10-03","UFPB","JPB","27361","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Selenicereus","setaceus","Selenicereus setaceus",NA,"César, EA","104","2001","03","09","Southern America","Brasil",NA,NA,NA,NA,NA,NA,"Paraíba","Sapé","-35.2325","-7.096389","123","123",NA,NA,NA,NA,NA,NA,NA,"-35.2325","-7.096389",NA,NA,NA,NA
"70","2020-04-27 16:09:11-03","UFES","VIES","41621","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Cardoso, W.C.; Silva, L.A.","327","2015","03","05",NA,"Brasil",NA,NA,NA,"VIES041621","VIES041621","Cardoso, W.C.","Espírito Santo","Alfredo Chaves","-40.749698638916","-20.6350002288818",NA,NA,"2015","03","05","32447","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-04-27 16:09:11-03","UFES","VIES","19381","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Souza, G.R. de","88","2008","07","12",NA,"Brasil","Burarama - Barra Alegre.",NA,NA,"VIES019381","VIES019381","Souza, G.R. de","Espírito Santo","Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086",NA,NA,"2010","05","10","35694","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-04-27 16:09:11-03","UFES","VIES","5322","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Pereira, O.J.; Rosa, L.V.","2305","1990","11","28",NA,"Brasil","Parque Estadual de Setiba.",NA,NA,"VIES005322","VIES005322","Gonzaga, D...R...","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"2015","06","08","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-04-27 16:09:11-03","UFES","VIES","11238","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Gomes, J.M.L.","2321","1997","03","13",NA,"Brasil","Três Ilhas.",NA,NA,"VIES011238","VIES011238","Cardoso, W.C.","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"2012","02","15","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-06-27 10:24:26-03","UFES","VIES","8568","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","2532","1992","01","07",NA,"Brasil","Comboios.",NA,NA,"VIES008568","VIES008568",NA,"Espírito Santo","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2013",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-09-27 18:04:08-03","UFES","VIES","38805","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Pena, N.T.L.; Alves-Araújo, A. & Sossai, B.G.","537","2015","12","08",NA,"Brasil","APA Pedra do Elefante.",NA,NA,"VIES038805","VIES038805","Pena, N.T.L.","Espírito Santo","Nova Venécia","-40.4006004333496","-18.710599899292",NA,NA,"2016","12","10","42400","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-04-27 16:09:11-03","UFES","VIES","28282","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Menezes, L.F.T.; Oliveira, A.G.; Ribeiro, M. & Rossini, J.","1960","2010","11","04",NA,"Brasil","Fazenda próxima a Pedra da Cebola.",NA,NA,"VIES028282","VIES028282","Cardoso, W.C.","Espírito Santo","Nova Venécia","-40.4006004333496","-18.710599899292",NA,NA,"2014","07","24","42400","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-09-27 18:04:08-03","UFES","VIES","22090","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Cardoso, W.C.; Borges, W.S. & Santos, P.C.","47","2011","12","17",NA,"Brasil","Morro do Moreno.",NA,NA,"VIES022090","VIES022090","Cardoso, W.C.","Espírito Santo","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,"2011","12","17","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-02-12 18:12:00-03","UFES","VIES","22092","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Cardoso, W.C.; Santos, P.C.","41b","2011","11","06",NA,"Brasil","Morro do Moreno.",NA,NA,"VIES022092","VIES022092","Cardoso, W.C.","Espírito Santo","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,"2011","11","06","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-04-27 16:09:11-03","UFES","VIES","26406","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Cardoso, W.C.; Valadares, R.T.","10","2011","08","21",NA,"Brasil","Morro do Moreno.",NA,NA,"VIES026406","VIES026406","Cardoso, W.C.","Espírito Santo","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,"2011","08","21","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-06-27 10:24:26-03","UFES","VIES","4332","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Pereira, O.J.","2123","1990","05","21",NA,"Brasil","Reserva Biológica de Jacarenema.",NA,NA,"VIES004332","VIES004332",NA,"Espírito Santo","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,"2013",NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-06-27 10:24:26-03","UFES","VIES","17733","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Pereira, S.V.; Simões, J.M. & Pereira, O.J.","119","1991","10","25",NA,"Brasil","Morro do Itapenambi.",NA,NA,"VIES017733","VIES017733",NA,"Espírito Santo","Vitória","-40.3377990722656","-20.3194007873535",NA,NA,"2013",NA,NA,"15291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-06-27 10:24:26-03","UFES","VIES","8549","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Pereira, O.J.; Gomes, J.M.L. & Simões, J.M.","4057","1992","10","28",NA,"Brasil",NA,NA,NA,"VIES008549","VIES008549",NA,"Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596",NA,NA,"2013",NA,NA,"37987","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-06-27 10:24:26-03","UFES","VIES","5757","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Pereira, O.J.; Rosa, L.V. & Gomes, J.M.L.","2350","1991","08","21",NA,"Brasil",NA,NA,NA,"VIES005757","VIES005757",NA,"Espírito Santo","Cariacica","-40.4199981689453","-20.2639007568359",NA,NA,"2013",NA,NA,"18507","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-06-27 10:24:26-03","UFES","VIES","6163","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Rosa, L.V.; Pereira, O.J. & Gomes, J.M.L.","151","1991","07","09",NA,"Brasil",NA,NA,NA,"VIES006163","VIES006163",NA,"Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"2013",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-06-27 10:24:26-03","UFES","VIES","32193","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Dal col, A.C.S.; Rodrigues Filho, J.","167","2013","10","05",NA,"Brasil","Parque Natural Municipal Morro da Pescaria.",NA,NA,"VIES032193","VIES032193","Cardoso, W.C.","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"2013",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-06-27 10:24:26-03","UFES","VIES","1773","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Pereira, O.J.","1049","1987","09","12",NA,"Brasil","Setiba.",NA,NA,"VIES001773","VIES001773",NA,"Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,"2013",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-09-27 18:04:08-03","UFES","VIES","38949","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Pena, N.T.L.; Alves-Araújo, A.","594","2016","03","07",NA,"Brasil","APA Pedra do Elefante.",NA,NA,"VIES038949","VIES038949","Pena, N.T.L.","Espírito Santo","Nova Venécia","-40.4006004333496","-18.710599899292",NA,NA,"2016","10","10","42400","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-04-27 16:09:11-03","UFES","VIES","40961","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Pena, N.T.L.; Alves-Araújo, A.; Souza, W.O. & Luber, J.","243","2015","05","05",NA,"Brasil","APA Pedra do Elefante.",NA,NA,"VIES040961","VIES040961","W.C. Cardoso","Espírito Santo","Nova Venécia","-40.4006004333496","-18.710599899292",NA,NA,"2018","02","16","42400","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-09-27 18:04:08-03","UFES","VIES","41612","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Cardoso, W.C.; Borges, W.S.","415","2015","11","26",NA,"Brasil","Beira da Rodovia.",NA,NA,"VIES041612","VIES041612","Cardoso, W.C.","Espírito Santo","Santa Leopoldina","-40.5297012329102","-20.1005992889404",NA,NA,"2015","11","26","23799","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-04-27 16:09:11-03","UFES","VIES","11027","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Zambom, O.; Fraga, C.N. & Canal, M.","199","1996","01","03",NA,"Brasil","Interlagos.",NA,NA,"VIES011027","VIES011027","Cardoso, W.C.","Espírito Santo","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,"2012","07","18","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-06-27 10:24:26-03","UFES","VIES","3140","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Pereira, O.J.; Gomes, J.M.L.","1852","1988","10","12",NA,"Brasil","Jacarenema.",NA,NA,"VIES003140","VIES003140",NA,"Espírito Santo","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,"2013",NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-06-27 10:24:26-03","UFES","VIES","17863","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Dutra, R.L.S.","268","1997","10","08",NA,"Brasil","Jacarenema.",NA,NA,"VIES017863","VIES017863",NA,"Espírito Santo","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,"2013",NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-04-27 16:09:11-03","UFES","VIES","22091","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Cardoso, W.C.","124","2011","10","02",NA,"Brasil","Morro do Moreno.",NA,NA,"VIES022091","VIES022091","Cardoso, W.C.","Espírito Santo","Vila Velha","-40.2924995422363","-20.3297004699707",NA,NA,"2011","10","02","27156","auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-09-27 18:04:08-03","UFES","VIES","22093","S","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Cardoso, W.C.; Pesente, T.O.","45","2011","11","17",NA,"Brasil","Campus da UFES.",NA,NA,"VIES022093","VIES022093","Cardoso, W.C.","Espírito Santo","Vitória","-40.3377990722656","-20.3194007873535",NA,NA,"2011","11","17","15291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-10 15:39:34-03","UFES","VIES","48691","S","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) Berg","Cardoso, W.C.; Soares, P.","468","2019","06","08",NA,"Brasil","Distrito de Demétrio Ribeiro. Próximo a Igreja de Santo Antônio.",NA,NA,"VIES048691","VIES048691","Cardoso, W.C.","Espírito Santo","João Neiva","-40.42","-19.736111","181","181","2019","06","08",NA,NA,NA,NA,"40º25'12''W","19º44'10''S",NA,NA,NA,NA
"96","2021-02-10 15:39:34-03","UFES","VIES","48698","S","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) Berg","Cardoso, W.C.; Ulian, C.M.V.","448","2018","07","16",NA,"Brasil","APA Mestre Álvaro. Trilha principal.",NA,NA,"VIES048698","VIES048698","Cardoso, W.C.","Espírito Santo","Serra","-40.3078002929688","-20.1285991668701",NA,NA,"2018","07","16","16451","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-02-23 15:16:46-03","UTFPR","HCF","4480","S","Plantae",NA,NA,"Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(Salm-Dyck) Berg","A.R. Silva","85","2006","10","15",NA,"Brasil","Fazenda Caxambu (Estrada Boa Esperança-",NA,"Erva, hemi-epífita, semi-ciófila, com flores brancas.",NA,NA,"M.G. Caxambu","MG","Boa Esperança","-45.5657997131348","-21.0900001525879",NA,NA,"2011","04","05","37175","auto",NA,NA,NA,NA,NA,NA,NA,NA
